"Poppy Pillow 12"" x 16""",211538,Pillows,8.01063E+11,Poppy,Poppy Applique Wool Pillow,,,"12"" x 16""",,,11.8,23.6,59,,Rectangle,Rectangle,N,Hooked,India,Felted Wool,"Our pillows make great accents for your home and add beauty and comfort. These unique pillows combine old world techniques such as appliques and hooking, with interesting designs to provide an exciting new decorating element.",Multi,,Multi Colored,N,Y,"Country, Primitive, Casual",Wool,"Wool 46%, Cotton 26%, Acrylic 11%, Nylon 9%, Polyester 8%","Trim, never pull loose ends. What may appear as an irregularity color or construction is actually part of the ""Handmade"" look.",3 year limited repair or replacement to the initial purchaser and original seller.,2,1,5,16,16,5,30084,,,,,,,,,,,,,,,,
"Floral Vines Pillow 12"" x 16""",211545,Pillows,8.01063E+11,Floral Vines,Floral Vines Hooked Wool Pillow,,,"12"" x 16""",,,11.8,23.6,59,,Rectangle,Rectangle,N,Hooked,India,Felted Wool,"Our pillows make great accents for your home and add beauty and comfort. These unique pillows combine old world techniques such as appliques and hooking, with interesting designs to provide an exciting new decorating element.",Multi,,Multi Colored,N,Y,"Country, Primitive, Casual",Wool,"Wool 46%, Cotton 26%, Acrylic 11%, Nylon 9%, Polyester 8%","Trim, never pull loose ends. What may appear as an irregularity color or construction is actually part of the ""Handmade"" look.",3 year limited repair or replacement to the initial purchaser and original seller.,2,1,5,16,16,5,30084,,,,,,,,,,,,,,,,
"Antique Rose Pillow 12"" x 12""",211552,Pillows,8.01063E+11,Antique Rose,Antique Rose Hooked Wool Pillow,,,"12"" x 12""",,,9.8,19.6,49,,Rectangle,Square,N,Hooked,India,Felted Wool,"Our pillows make great accents for your home and add beauty and comfort. These unique pillows combine old world techniques such as appliques and hooking, with interesting designs to provide an exciting new decorating element.",Green,Red,"Green, Red",N,Y,"Country, Primitive, Casual",Wool,"Wool 46%, Cotton 26%, Acrylic 11%, Nylon 9%, Polyester 8%","Trim, never pull loose ends. What may appear as an irregularity color or construction is actually part of the ""Handmade"" look.",3 year limited repair or replacement to the initial purchaser and original seller.,2,1,5,16,16,5,30084,,,,,,,,,,,,,,,,
"4""x5"" Felt Ball ( pack of 12 )",211583,Primitive Accessories,801063211583,Felt Balls,Felt Balls,,,"4""x5""",,,29.7,59.4,98.99,,Rectangle,,,,India,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Poppy Pillow 18"" x 18""",211590,Pillows,8.01063E+11,Poppy,Poppy Applique Wool Pillow,,,"18"" x 18""",,,17.8,35.6,89,,Rectangle,Square,N,Hooked,India,Felted Wool,"Our pillows make great accents for your home and add beauty and comfort. These unique pillows combine old world techniques such as appliques and hooking, with interesting designs to provide an exciting new decorating element.",Multi,,Multi Colored,N,Y,"Country, Primitive, Casual",Wool,"Wool 46%, Cotton 26%, Acrylic 11%, Nylon 9%, Polyester 8%","Trim, never pull loose ends. What may appear as an irregularity color or construction is actually part of the ""Handmade"" look.",3 year limited repair or replacement to the initial purchaser and original seller.,3,1,5,16,16,5,30084,,,,,,,,,,,,,,,,
"Field Of Green Pillow 12"" x 16""",211606,Pillows,8.01063E+11,Field Of Green Pillow (Fillers Not Included),Homespice Decor Field Of Green Pillow Wool Pillow,,,"12"" x 16""",,,11.8,23.6,59,,Rectangle,Rectangle,N,Hooked,India,Felted Wool,"Our pillows make great accents for your home and add beauty and comfort. These unique pillows combine old world techniques such as appliques and hooking, with interesting designs to provide an exciting new decorating element.",,,Green,,Y,,,"Wool 46%, Cotton 26%, Acrylic 11%, Nylon 9%, Polyester 8%","Trim, never pull loose ends. What may appear as an irregularity color or construction is actually part of the ""Handmade"" look.",,2,1,5,16,16,5,30084,,,,,,,,,,,,,,,,
"Field Of Green Pillow 18"" x 18""",211613,Pillows,8.01063E+11,Field Of Green Pillow (Fillers Not Included),Homespice Decor Field Of Green Pillow Wool Pillow,,,"18"" x 18""",,,17.8,35.6,89,,Rectangle,Square,N,Hooked,India,Felted Wool,"Our pillows make great accents for your home and add beauty and comfort. These unique pillows combine old world techniques such as appliques and hooking, with interesting designs to provide an exciting new decorating element.",,,Green,,Y,,,"Wool 46%, Cotton 26%, Acrylic 11%, Nylon 9%, Polyester 8%","Trim, never pull loose ends. What may appear as an irregularity color or construction is actually part of the ""Handmade"" look.",,2.5,1,5,16,16,5,30084,,,,,,,,,,,,,,,,
Chelsea Mango,211743,Pouches,8.01063E+11,Chelsea,Chelsea Mango,,,4.5x7,,,4.995,9.99,16.99,,,,,HOOK_PENNY,India,,"Our primitive felted wool pouches are simply cute. Made of felted wool with a zipper enclosure on the back. Our primitive pouches are great for holding sunglasses, change, make-up, jewelry, cell phones, even business cards.",,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jasmine Bronze,211897,Pouches,8.01063E+11,Jasmine,Jasmine Bronze,,,4.5x7,,,4.995,9.99,16.99,,,,,HOOK_PENNY,India,,"Our primitive felted wool pouches are simply cute. Made of felted wool with a zipper enclosure on the back. Our primitive pouches are great for holding sunglasses, change, make-up, jewelry, cell phones, even business cards.
",,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12"" x 14"" Clarissa Handbag",212368,Handbags,8.01063E+11,Clarissa,Homespice Decor Clarissa Handcrafted Penny Handbag,,,"12"" x 14""",,,9.8,19.6,49,,,,N,Hand Crafted,India,,"Rust front and back with brown leatherette sides and staps. Zipper and magnetic metal clasp, gold and red lining with 2 inner pockets.",Rust,Brown,"Rust, Brown",N,Y,"Country, Primitive, Casual",Wool,"46% Wool, 26% Cotton, 11% Acrylic, 8% Polyester, 9% Nylon",0,3 year limited repair or replacement to the initial purchaser and original seller.,2,1,2,14,14,1.5,30084,,,,,,,,,,,,,,,,
"Lily Handcrafted Hooked Wool Pillow 12"" x 12""",212481,Pillows,8.01063E+11,Lily,Lily Handcrafted Hooked Wool Pillow,,,"12"" x 12""",,,14.7,29.4,85,,Rectangle,Square,N,Hand Crafted Hooked,India,Felted Wool,"Our pillows make great accents for your home and add beauty and comfort. These unique pillows combine old world techniques such as appliques and hooking, with interesting designs to provide an exciting new decorating element.",Black,"Brown, Red","Black, Brown, Red",N,Y,"Country, Primitive, Casual",Wool,"Wool 46%, Cotton 26%, Acrylic 11%, Nylon 9%, Polyester 8%","Trim, never pull loose ends. What may appear as an irregularity color or construction is actually part of the ""Handmade"" look.",3 year limited repair or replacement to the initial purchaser and original seller.,2,1,5,16,16,5,30084,https://homespice.egnyte.com/fl/T433eXNOKO,Pillows,Lily-Handcrafted-Hooked-Primitive-Pillow-12x16,,,http://i1307.photobucket.com/albums/s587/homespicedecor/Pillows/Lily-Handcrafted-Hooked-Primitive-Pillow-12x16_zpsvu744rpp.jpg,,,,,,,,,,
"Patriot Table Mat 8"" x 20""",212535,Table Runners,8.01063E+11,Patriot,Patriot Penny Table Mat,,,"8"" x 20""",,,8.697,17.394,49,,Rectangle,Rectangle,N,Applique,India,Wool,Our table runners make great accents for your primitive home decor. These unique runners combine old world applique techniques with interesting designs to provide an exciting new decorating element.,Burgundy,"Blue, Beige","Burgundy, Blue, Beige",N,Y,"Country, Primitive, Casual",Wool,"Wool 35%, Acrylic 33%, Cotton 20%, Nylon 6%, Polyester %5, Other 1%",Wipe off any spills quickly ot prevent staining and of the tablemat. Vacuuming without a beater brush is recommended. Lint removers are a great for removing lint or other dirt. Can also be professionally cleaned. Please note that tablemat pills a lot during it's first few days.,3 year limited repair or replacement to the initial purchaser and original seller.,2,1,2,20,20,0.125,30084,https://homespice.egnyte.com/fl/r3pnTxR54S,Hooked/Penny,Patriot-Country-Primitive-Penny-Table-Runner-8inx20in.jpg,,http://i1307.photobucket.com/albums/s587/homespicedecor/Hooked%20and%20Penny%20Tabletop%20Accessories/Patriot-Country-Primitive-Penny-Table-Runner-8inx20in_zps7robaaim.jpg,,,,,,,,,,,
"Dakota BrownTable Runner 13"" x 40""",212559,Table Runners,8.01063E+11,Dakota Brown,Dakota Brown Penny Table Runner,,,"13"" x 40""",,,17.495,34.99,59,,Rectangle,Rectangle,N,Applique,India,Wool,Our table runners make great accents for your primitive home decor. These unique runners combine old world applique techniques with interesting designs to provide an exciting new decorating element.,Black,"Burgundy, Mustard","Black, Burgundy, Mustard",N,N,"Country, Primitive, Casual",Wool,"Wool 35%, Acrylic 33%, Cotton 20%, Nylon 6%, Polyester %5, Other 1%",Wipe off any spills quickly ot prevent staining and of the tablemat. Vacuuming without a beater brush is recommended. Lint removers are a great for removing lint or other dirt. Can also be professionally cleaned. Please note that tablemat pills a lot during it's first few days.,3 year limited repair or replacement to the initial purchaser and original seller.,2,1,2,10,10,0.125,30084,https://homespice.egnyte.com/fl/r3pnTxR54S,Hooked/Penny,Dakota-Brown-Country-Primitive-Penny-Table-Runner-13inx40in.jpg,,http://i1307.photobucket.com/albums/s587/homespicedecor/Hooked%20and%20Penny%20Tabletop%20Accessories/Dakota-Brown-Country-Primitive-Penny-Table-Runner-13inx40in_zpsifdtdaiz.jpg,,,,,,,,,,,
"Colorado Table Runner 13"" x 40""",212566,Table Runners,8.01063E+11,Colorado,Colorado Penny Table Runner,,,"13"" x 40""",,,17.495,34.99,59,,Oval,Hexagon,N,Applique,India,Wool,Our table runners make great accents for your primitive home decor. These unique runners combine old world applique techniques with interesting designs to provide an exciting new decorating element.,Black,"Burgundy, Blue","Black, Burgundy, Blue",N,N,"Country, Primitive, Casual",Wool,"Wool 35%, Acrylic 33%, Cotton 20%, Nylon 6%, Polyester %5, Other 1%",Wipe off any spills quickly ot prevent staining and of the tablemat. Vacuuming without a beater brush is recommended. Lint removers are a great for removing lint or other dirt. Can also be professionally cleaned. Please note that tablemat pills a lot during it's first few days.,3 year limited repair or replacement to the initial purchaser and original seller.,2,1,2,20,20,0.125,30084,https://homespice.egnyte.com/fl/r3pnTxR54S,Hooked/Penny,Colorado-Country-Primitive-Penny-Table-Runner-13inx40in.jpg,,http://i1307.photobucket.com/albums/s587/homespicedecor/Hooked%20and%20Penny%20Tabletop%20Accessories/Colorado-Country-Primitive-Penny-Table-Runner-13inx40in_zpsrhkusksl.jpg,,,,,,,,,,,
"Snowflake Table Runner 13"" x 40""",212573,Table Runners,8.01063E+11,Snowflake,Snowflake Penny Table Runner,,,"13"" x 40""",,,17.495,34.99,59,,Rectangle,Rectangle,N,Applique,India,Wool,Our table runners make great accents for your primitive home decor. These unique runners combine old world applique techniques with interesting designs to provide an exciting new decorating element.,Cream,Tan,"Cream, Tan",N,N,"Country, Primitive, Casual",Wool,"Wool 35%, Acrylic 33%, Cotton 20%, Nylon 6%, Polyester %5, Other 1%",Wipe off any spills quickly ot prevent staining and of the tablemat. Vacuuming without a beater brush is recommended. Lint removers are a great for removing lint or other dirt. Can also be professionally cleaned. Please note that tablemat pills a lot during it's first few days.,3 year limited repair or replacement to the initial purchaser and original seller.,2,1,2,20,20,0.125,30084,https://homespice.egnyte.com/fl/r3pnTxR54S,Hooked/Penny,Snowflake-Country-Primitive-Penny-Table-Runner-13inx40in.jpg,,http://i1307.photobucket.com/albums/s587/homespicedecor/Hooked%20and%20Penny%20Tabletop%20Accessories/Snowflake-Country-Primitive-Penny-Table-Runner-13inx40in_zpsch2cc00e.jpg,,,,,,,,,,,
"Snowflake Table Mats 11"" x 19""",212580,Table Runners,8.01063E+11,Snowflake,Snowflake Penny Table Runner,,,"11"" x 19""",,,8.995,17.99,29,,Rectangle,Diamond,N,Applique,India,Wool,Our table runners make great accents for your primitive home decor. These unique runners combine old world applique techniques with interesting designs to provide an exciting new decorating element.,Cream,Tan,"Cream, Tan",N,N,"Country, Primitive, Casual",Wool,"Wool 35%, Acrylic 33%, Cotton 20%, Nylon 6%, Polyester %5, Other 1%",Wipe off any spills quickly ot prevent staining and of the tablemat. Vacuuming without a beater brush is recommended. Lint removers are a great for removing lint or other dirt. Can also be professionally cleaned. Please note that tablemat pills a lot during it's first few days.,3 year limited repair or replacement to the initial purchaser and original seller.,2,1,2,10,10,0.125,30084,https://homespice.egnyte.com/fl/r3pnTxR54S,Hooked/Penny,Snowflake-Country-Primitive-Penny-Table-Runner-11inx19in.jpg,,http://i1307.photobucket.com/albums/s587/homespicedecor/Hooked%20and%20Penny%20Tabletop%20Accessories/Snowflake-Country-Primitive-Penny-Table-Runner-11inx19in_zps4fbmnrvl.jpg,,,,,,,,,,,
"Precious Table Mat 10"" x 11""",212603,Table Runners,8.01063E+11,Precious,Precious Penny Table Runner,,,"10"" x 11""",,,14.5,29,49,,Oval,Hexagon,N,Applique,India,Wool,Our table runners make great accents for your primitive home decor. These unique runners combine old world applique techniques with interesting designs to provide an exciting new decorating element.,Brown,,,N,N,"Country, Primitive, Casual",Wool,"Wool 35%, Acrylic 33%, Cotton 20%, Nylon 6%, Polyester %5, Other 1%",Wipe off any spills quickly ot prevent staining and of the tablemat. Vacuuming without a beater brush is recommended. Lint removers are a great for removing lint or other dirt. Can also be professionally cleaned. Please note that tablemat pills a lot during it's first few days.,3 year limited repair or replacement to the initial purchaser and original seller.,2,1,2,10,10,0.125,30084,https://homespice.egnyte.com/fl/r3pnTxR54S,Hooked/Penny,Precious-Country-Primitive-Penny-Table-Runner-10inx11in.jpg,,http://i1307.photobucket.com/albums/s587/homespicedecor/Hooked%20and%20Penny%20Tabletop%20Accessories/Precious-Country-Primitive-Penny-Table-Runner-10inx11in_zpsoxkffump.jpg,,,,,,,,,,,
"Dakota Gold 12"" x 13""",212610,Table Runners,8.01063E+11,Dakota Gold,Dakota Gold Penny Table Runner,,,"12"" x 13""",,,8.995,17.99,29,,Oval,Hexagon,N,Applique,India,Wool,Our table runners make great accents for your primitive home decor. These unique runners combine old world applique techniques with interesting designs to provide an exciting new decorating element.,Brown,Mustard,"Brown, Mustard",N,N,"Country, Primitive, Casual",Wool,"Wool 35%, Acrylic 33%, Cotton 20%, Nylon 6%, Polyester %5, Other 1%",Wipe off any spills quickly ot prevent staining and of the tablemat. Vacuuming without a beater brush is recommended. Lint removers are a great for removing lint or other dirt. Can also be professionally cleaned. Please note that tablemat pills a lot during it's first few days.,3 year limited repair or replacement to the initial purchaser and original seller.,2,1,2,10,10,0.125,30084,https://homespice.egnyte.com/fl/r3pnTxR54S,Hooked/Penny,Dakota-Gold-Hand-Crafted-Country-Primitive-Runner.jpg,,http://i1307.photobucket.com/albums/s587/homespicedecor/Hooked%20and%20Penny%20Tabletop%20Accessories/Dakota-Gold-Hand-Crafted-Country-Primitive-Runner_zpsc4sobwk2.jpg,,,,,,,,,,,
"Adele 10"" x 11""",212627,Table Runners,8.01063E+11,Adele,Adele Penny Table Runner,,,"10"" x 11""",,,5.397,10.794,29,,Oval,Hexagon,N,Applique,India,Wool,Our table runners make great accents for your primitive home decor. These unique runners combine old world applique techniques with interesting designs to provide an exciting new decorating element.,Burgundy,"Green, Mustard","Burgundy, Green, Mustard",N,Y,"Country, Primitive, Casual",Wool,"Wool 35%, Acrylic 33%, Cotton 20%, Nylon 6%, Polyester %5, Other 1%",Wipe off any spills quickly ot prevent staining and of the tablemat. Vacuuming without a beater brush is recommended. Lint removers are a great for removing lint or other dirt. Can also be professionally cleaned. Please note that tablemat pills a lot during it's first few days.,3 year limited repair or replacement to the initial purchaser and original seller.,2,1,2,10,10,0.125,30084,https://homespice.egnyte.com/fl/r3pnTxR54S,Hooked/Penny,Adele-Country-Primitive-Penny-Table-Runner-10inx11in.jpg,,http://i1307.photobucket.com/albums/s587/homespicedecor/Hooked%20and%20Penny%20Tabletop%20Accessories/Adele-Country-Primitive-Penny-Table-Runner-10inx11in_zpsac5kcjjw.jpg,,,,,,,,,,,
"Country Road Table Runner 8"" x 20""",212634,Table Runners,8.01063E+11,Country Road,Country Road Penny Table Runner,,,"8"" x 20""",,,14.495,28.99,49,,Oval,Hexagon,N,Applique,India,Wool,Our table runners make great accents for your primitive home decor. These unique runners combine old world applique techniques with interesting designs to provide an exciting new decorating element.,Olive,"Brown, Burgundy","Olive, Brown, Burgundy",N,N,"Country, Primitive, Casual",Wool,"Wool 35%, Acrylic 33%, Cotton 20%, Nylon 6%, Polyester %5, Other 1%",Wipe off any spills quickly ot prevent staining and of the tablemat. Vacuuming without a beater brush is recommended. Lint removers are a great for removing lint or other dirt. Can also be professionally cleaned. Please note that tablemat pills a lot during it's first few days.,3 year limited repair or replacement to the initial purchaser and original seller.,2,1,2,10,10,0.125,30084,https://homespice.egnyte.com/fl/r3pnTxR54S,Hooked/Penny,Country-Road-Country-Primitive-Penny-Table-Runner-8inx20in.jpg,,http://i1307.photobucket.com/albums/s587/homespicedecor/Hooked%20and%20Penny%20Tabletop%20Accessories/Country-Road-Country-Primitive-Penny-Table-Runner-8inx20in_zps6hp7838x.jpg,,,,,,,,,,,
"12""x12"" Four Corners Pillow",212665,Pillows,8.01063E+11,Four Corners,Four Corners Hooked Pillow,,,"12"" x 12""",,,14.7,29.4,81.99,,Rectangle,Rectangle,N,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14""X33"" Four Corners Table Runner",212672,Table Runners,8.01063E+11,Four Corners,Four Corners Penny Table Runner,,,"14"" x 33""",,,29.1,58.2,161.99,,Rectangle,Rectangle,N,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15"" x 20"" Alyssa Pine Handbag",212702,Handbags,8.01063E+11,Alyssa Pine,Homespice Decor Alyssa Pine Handcrafted Penny Handbag,,,"15"" x 20""",,,9.8,19.6,49,,,,N,Hand Crafted,India,,Our felted wool handbags make a cute and fun primitive accessory.,Olive,,Olive,N,Y,"Country, Primitive, Casual",Wool,"46% Wool, 26% Cotton, 11% Acrylic, 8% Polyester, 9% Nylon",0,3 year limited repair or replacement to the initial purchaser and original seller.,2,1,2,14,14,1.5,30084,,,,,,,,,,,,,,,,
Chelsea Lime,212740,Pouches,8.01063E+11,Chelsea,Chelsea Lime,,,4.5x7,,,4.995,9.99,16.99,,,,,HOOK_PENNY,India,,"Our primitive felted wool pouches are simply cute. Made of felted wool with a zipper enclosure on the back. Our primitive pouches are great for holding sunglasses, change, make-up, jewelry, cell phones, even business cards.
",,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jasmine Ranch,212894,Pouches,8.01063E+11,Jasmine,Jasmine Ranch,,,4.5x7,,,4.995,9.99,16.99,,,,,HOOK_PENNY,India,,"Our primitive felted wool pouches are simply cute. Made of felted wool with a zipper enclosure on the back. Our primitive pouches are great for holding sunglasses, change, make-up, jewelry, cell phones, even business cards.
",,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
