6 x 9' Fern Rect.,315700,Ultra Durable Braids,8.01063E+11,Fern,Homespice Décor Fern Ultra Durable Braids,,,6 x 9',,,314.5,629,1049,,Rectangle,Rectangle,N,Braided ,India,Double Sided,"With its relaxed style and calming soft fern green tones, this indestructible indoor/outdoor rug is ideal for the patio, living room, hallway, and everywhere in between. Fern’s stylish tones will bring the outdoors inside with a “go-with-everything” look that is durable and practical - a perfect match for families with active homes.",Fern Green,,"Fern Green, ",N,N,"Country, Coastal, Primitive, Casual",Polypropylene,Polypropylene 60% Viscose 20% Polyester-20%,Rinse or hose with water and lay flat to dry. May use a mild detergent. Vacuum regularly using a hard surface attachment. Vacuuming with a beater brush is not recommended.,3 year limited repair or replacement to the initial purchaser and original seller.,30.64,1,7.5,72.75,7.5,,30084,https://homespice.egnyte.com/fl/42IXkXAqIX,,,,,,,,,,,,,,,
8 x 10' Wildwood Rect.,316622,Ultra Durable Braids,8.01063E+11,Wildwood,Homespice Décor Wildwood Ultra Durable Braids,,,8 x 10',,,449.5,899,1499,,Rectangle,Rectangle,N,Braided ,India,Double Sided,"Wildwood is an easy-to-care-for, ultra-durable rug that goes with any type of wood-tone flooring. The natural brown and grey tones, aided by it’s indestructible yarn, make it the perfect fit for deck, family room, foyer, and anywhere in between.",Brown,,"Brown, ",N,N,"Country, Coastal, Primitive, Casual",Polypropylene,Polypropylene 60% Viscose 20% Polyester-20%,Rinse or hose with water and lay flat to dry. May use a mild detergent. Vacuum regularly using a hard surface attachment. Vacuuming with a beater brush is not recommended.,3 year limited repair or replacement to the initial purchaser and original seller.,46.3,1,7.5,97,7.5,,30084,https://homespice.egnyte.com/fl/42IXkXAqIX,,,,,,,,,,,,,,,
8 x 10' Graphite Rect.,316639,Ultra Durable Braids,8.01063E+11,Graphite,Homespice Décor Graphite Ultra Durable Braids,,,8 x 10',,,449.5,899,1499,,Rectangle,Rectangle,N,Braided ,India,Double Sided,"An updated palette for nearly any style decor, the Graphite UD rug is the perfect base for decorating. With its relaxed look and intricate braids, this rug can dress up both indoor and outdoor spaces with casual, relaxed style.",Grey,"Ivory, Cream","Grey, Ivory, Cream",N,N,"Country, Coastal, Primitive, Casual",Polypropylene,Polypropylene 60% Viscose 20% Polyester-20%,Rinse or hose with water and lay flat to dry. May use a mild detergent. Vacuum regularly using a hard surface attachment. Vacuuming with a beater brush is not recommended.,3 year limited repair or replacement to the initial purchaser and original seller.,46.3,1,7.5,97,7.5,,30084,https://homespice.egnyte.com/fl/42IXkXAqIX,,,,,,,,,,,,,,,
8 x 10' Terracotta Rect.,316646,Ultra Durable Braids,8.01063E+11,Terracotta,Homespice Décor Terracotta Ultra Durable Braids,,,8 x 10',,,449.5,899,1499,,Rectangle,Rectangle,N,Braided ,India,Double Sided,"Not only is this rug low-maintenance and virtually indestructible, the Terracotta also makes an eye-catching backdrop in the home. With deep terra cotta and soft-beige tones, it’s the perfect accent for exposed brick space, tile and wood flooring.",Rusty,Brown,Rusty Brown,N,N,"Country, Coastal, Primitive, Casual",Polypropylene,Polypropylene 60% Viscose 20% Polyester-20%,Rinse or hose with water and lay flat to dry. May use a mild detergent. Vacuum regularly using a hard surface attachment. Vacuuming with a beater brush is not recommended.,3 year limited repair or replacement to the initial purchaser and original seller.,46.3,1,7.5,97,7.5,,30084,https://homespice.egnyte.com/fl/42IXkXAqIX,,,,,,,,,,,,,,,
8 x 10' Navy Rect.,316653,Ultra Durable Braids,8.01063E+11,Navy,Homespice Décor Navy Ultra Durable Braids,,,8 x 10',,,449.5,899,1499,,Rectangle,Rectangle,N,Braided ,India,Double Sided,"This timeless, ultra durable indoor/outdoor is the perfect complement for any gathering area. Braided with deep blues and hints of beige, our Navy Ultra Durable Rug will become your favorite for its unique style and sense of place from foyer to patio, and all the spaces in between.",Denim,,"Denim, ",N,N,"Country, Coastal, Primitive, Casual",Polypropylene,Polypropylene 60% Viscose 20% Polyester-20%,Rinse or hose with water and lay flat to dry. May use a mild detergent. Vacuum regularly using a hard surface attachment. Vacuuming with a beater brush is not recommended.,3 year limited repair or replacement to the initial purchaser and original seller.,46.3,1,7.5,97,7.5,,30084,https://homespice.egnyte.com/fl/42IXkXAqIX,,,,,,,,,,,,,,,
8 x 10' Bronze Rect.,316660,Ultra Durable Braids,8.01063E+11,Bronze,Homespice Décor Bronze Ultra Durable Braids,,,8 x 10',,,449.5,899,1499,,Rectangle,Rectangle,N,Braided ,India,Double Sided,"elevate neutral spaces all year ‘round with this ultra durable indoor/outdoor rug. The Bronze Ultra Durable Rug offers solid and sophisticated style, but take a deeper look, and you’ll notice subtle multi-tonal blended yarns that add unique textural interest to your space.",Brown,,"Brown, ",N,N,"Country, Coastal, Primitive, Casual",Polypropylene,Polypropylene 60% Viscose 20% Polyester-20%,Rinse or hose with water and lay flat to dry. May use a mild detergent. Vacuum regularly using a hard surface attachment. Vacuuming with a beater brush is not recommended.,3 year limited repair or replacement to the initial purchaser and original seller.,46.3,1,7.5,97,7.5,,30084,https://homespice.egnyte.com/fl/42IXkXAqIX,,,,,,,,,,,,,,,
8 x 10' Biscuit Rect.,316677,Ultra Durable Braids,8.01063E+11,Biscuit,Homespice Décor Biscuit Ultra Durable Braids,,,8 x 10',,,449.5,899,1499,,Rectangle,Rectangle,N,Braided ,India,Double Sided,"Refresh and refine with this popular indoor/outdoor rug. Biscuit’s beige, neutral palette makes a versatile starting point for many styles of decor and provides durability, practicality, and comfort.",Brown,,"Brown, ",N,N,"Country, Coastal, Primitive, Casual",Polypropylene,Polypropylene 60% Viscose 20% Polyester-20%,Rinse or hose with water and lay flat to dry. May use a mild detergent. Vacuum regularly using a hard surface attachment. Vacuuming with a beater brush is not recommended.,3 year limited repair or replacement to the initial purchaser and original seller.,46.3,1,7.5,97,7.5,,30084,https://homespice.egnyte.com/fl/42IXkXAqIX,,,,,,,,,,,,,,,
8 x 10' Smoke Rect.,316684,Ultra Durable Braids,8.01063E+11,Smoke,Homespice Décor Smoke Ultra Durable Braids,,,8 x 10',,,449.5,899,1499,,Rectangle,Rectangle,N,Braided ,India,Double Sided,"Set the tone in your home with this ultra durable indoor/outdoor rug. Smoke’s updated neutral, gray tone creates a solid base that complements natural or classic decor wherever you choose to place it.",Grey,,"Grey, ",N,N,"Country, Coastal, Primitive, Casual",Polypropylene,Polypropylene 60% Viscose 20% Polyester-20%,Rinse or hose with water and lay flat to dry. May use a mild detergent. Vacuum regularly using a hard surface attachment. Vacuuming with a beater brush is not recommended.,3 year limited repair or replacement to the initial purchaser and original seller.,46.3,1,7.5,97,7.5,,30084,https://homespice.egnyte.com/fl/42IXkXAqIX,,,,,,,,,,,,,,,
8 x 10' Sage Rect.,316691,Ultra Durable Braids,8.01063E+11,Sage,Homespice Décor Sage Ultra Durable Braids,,,8 x 10',,,449.5,899,1499,,Rectangle,Rectangle,N,Braided ,India,Double Sided,"Create a serene environment with the Ultra Durable Sage rug. It’s natural, soft sage green hues help define any indoor/outdoor environment with distinct style.",Green,,"Green, ",N,N,"Country, Coastal, Primitive, Casual",Polypropylene,Polypropylene 60% Viscose 20% Polyester-20%,Rinse or hose with water and lay flat to dry. May use a mild detergent. Vacuum regularly using a hard surface attachment. Vacuuming with a beater brush is not recommended.,3 year limited repair or replacement to the initial purchaser and original seller.,46.3,1,7.5,97,7.5,,30084,https://homespice.egnyte.com/fl/42IXkXAqIX,,,,,,,,,,,,,,,
8 x 10' Fern Rect.,316707,Ultra Durable Braids,8.01063E+11,Fern,Homespice Décor Fern Ultra Durable Braids,,,8 x 10',,,449.5,899,1499,,Rectangle,Rectangle,N,Braided ,India,Double Sided,"With its relaxed style and calming soft fern green tones, this indestructible indoor/outdoor rug is ideal for the patio, living room, hallway, and everywhere in between. Fern’s stylish tones will bring the outdoors inside with a “go-with-everything” look that is durable and practical - a perfect match for families with active homes.",Fern Green,,"Fern Green, ",N,N,"Country, Coastal, Primitive, Casual",Polypropylene,Polypropylene 60% Viscose 20% Polyester-20%,Rinse or hose with water and lay flat to dry. May use a mild detergent. Vacuum regularly using a hard surface attachment. Vacuuming with a beater brush is not recommended.,3 year limited repair or replacement to the initial purchaser and original seller.,46.3,1,7.5,97,7.5,,30084,https://homespice.egnyte.com/fl/42IXkXAqIX,,,,,,,,,,,,,,,
2.5 x 6' Wildwood Rect.,317629,Ultra Durable Braids,8.01063E+11,Wildwood,Homespice Décor Wildwood Ultra Durable Braids,,,2.5 x 6',,,89.5,179,299,,Rectangle,Rectangle,N,Braided ,India,Double Sided,"Wildwood is an easy-to-care-for, ultra-durable rug that goes with any type of wood-tone flooring. The natural brown and grey tones, aided by it’s indestructible yarn, make it the perfect fit for deck, family room, foyer, and anywhere in between.",Brown,,"Brown, ",N,N,"Country, Coastal, Primitive, Casual",Polypropylene,Polypropylene 60% Viscose 20% Polyester-20%,Rinse or hose with water and lay flat to dry. May use a mild detergent. Vacuum regularly using a hard surface attachment. Vacuuming with a beater brush is not recommended.,3 year limited repair or replacement to the initial purchaser and original seller.,7.72,1,5.5,32,5.5,,30084,https://homespice.egnyte.com/fl/42IXkXAqIX,,,,,,,,,,,,,,,
2.5 x 6' Graphite Rect.,317636,Ultra Durable Braids,8.01063E+11,Graphite,Homespice Décor Graphite Ultra Durable Braids,,,2.5 x 6',,,89.5,179,299,,Rectangle,Rectangle,N,Braided ,India,Double Sided,"An updated palette for nearly any style decor, the Graphite UD rug is the perfect base for decorating. With its relaxed look and intricate braids, this rug can dress up both indoor and outdoor spaces with casual, relaxed style.",Grey,"Ivory, Cream","Grey, Ivory, Cream",N,N,"Country, Coastal, Primitive, Casual",Polypropylene,Polypropylene 60% Viscose 20% Polyester-20%,Rinse or hose with water and lay flat to dry. May use a mild detergent. Vacuum regularly using a hard surface attachment. Vacuuming with a beater brush is not recommended.,3 year limited repair or replacement to the initial purchaser and original seller.,7.72,1,5.5,32,5.5,,30084,https://homespice.egnyte.com/fl/42IXkXAqIX,,,,,,,,,,,,,,,
2.5 x 6' Terracotta Rect.,317643,Ultra Durable Braids,8.01063E+11,Terracotta,Homespice Décor Terracotta Ultra Durable Braids,,,2.5 x 6',,,89.5,179,299,,Rectangle,Rectangle,N,Braided ,India,Double Sided,"Not only is this rug low-maintenance and virtually indestructible, the Terracotta also makes an eye-catching backdrop in the home. With deep terra cotta and soft-beige tones, it’s the perfect accent for exposed brick space, tile and wood flooring.",Rusty,Brown,Rusty Brown,N,N,"Country, Coastal, Primitive, Casual",Polypropylene,Polypropylene 60% Viscose 20% Polyester-20%,Rinse or hose with water and lay flat to dry. May use a mild detergent. Vacuum regularly using a hard surface attachment. Vacuuming with a beater brush is not recommended.,3 year limited repair or replacement to the initial purchaser and original seller.,7.72,1,5.5,32,5.5,,30084,https://homespice.egnyte.com/fl/42IXkXAqIX,,,,,,,,,,,,,,,
2.5 x 6' Navy Rect.,317650,Ultra Durable Braids,8.01063E+11,Navy,Homespice Décor Navy Ultra Durable Braids,,,2.5 x 6',,,89.5,179,299,,Rectangle,Rectangle,N,Braided ,India,Double Sided,"This timeless, ultra durable indoor/outdoor is the perfect complement for any gathering area. Braided with deep blues and hints of beige, our Navy Ultra Durable Rug will become your favorite for its unique style and sense of place from foyer to patio, and all the spaces in between.",Denim,,"Denim, ",N,N,"Country, Coastal, Primitive, Casual",Polypropylene,Polypropylene 60% Viscose 20% Polyester-20%,Rinse or hose with water and lay flat to dry. May use a mild detergent. Vacuum regularly using a hard surface attachment. Vacuuming with a beater brush is not recommended.,3 year limited repair or replacement to the initial purchaser and original seller.,7.72,1,5.5,32,5.5,,30084,https://homespice.egnyte.com/fl/42IXkXAqIX,,,,,,,,,,,,,,,
2.5 x 6' Bronze Rect.,317667,Ultra Durable Braids,8.01063E+11,Bronze,Homespice Décor Bronze Ultra Durable Braids,,,2.5 x 6',,,89.5,179,299,,Rectangle,Rectangle,N,Braided ,India,Double Sided,"elevate neutral spaces all year ‘round with this ultra durable indoor/outdoor rug. The Bronze Ultra Durable Rug offers solid and sophisticated style, but take a deeper look, and you’ll notice subtle multi-tonal blended yarns that add unique textural interest to your space.",Brown,,"Brown, ",N,N,"Country, Coastal, Primitive, Casual",Polypropylene,Polypropylene 60% Viscose 20% Polyester-20%,Rinse or hose with water and lay flat to dry. May use a mild detergent. Vacuum regularly using a hard surface attachment. Vacuuming with a beater brush is not recommended.,3 year limited repair or replacement to the initial purchaser and original seller.,7.72,1,5.5,32,5.5,,30084,https://homespice.egnyte.com/fl/42IXkXAqIX,,,,,,,,,,,,,,,
2.5 x 6' Biscuit Rect.,317674,Ultra Durable Braids,8.01063E+11,Biscuit,Homespice Décor Biscuit Ultra Durable Braids,,,2.5 x 6',,,89.5,179,299,,Rectangle,Rectangle,N,Braided ,India,Double Sided,"Refresh and refine with this popular indoor/outdoor rug. Biscuit’s beige, neutral palette makes a versatile starting point for many styles of decor and provides durability, practicality, and comfort.",Brown,,"Brown, ",N,N,"Country, Coastal, Primitive, Casual",Polypropylene,Polypropylene 60% Viscose 20% Polyester-20%,Rinse or hose with water and lay flat to dry. May use a mild detergent. Vacuum regularly using a hard surface attachment. Vacuuming with a beater brush is not recommended.,3 year limited repair or replacement to the initial purchaser and original seller.,7.72,1,5.5,32,5.5,,30084,https://homespice.egnyte.com/fl/42IXkXAqIX,,,,,,,,,,,,,,,
2.5 x 6' Smoke Rect.,317681,Ultra Durable Braids,8.01063E+11,Smoke,Homespice Décor Smoke Ultra Durable Braids,,,2.5 x 6',,,89.5,179,299,,Rectangle,Rectangle,N,Braided ,India,Double Sided,"Set the tone in your home with this ultra durable indoor/outdoor rug. Smoke’s updated neutral, gray tone creates a solid base that complements natural or classic decor wherever you choose to place it.",Grey,,"Grey, ",N,N,"Country, Coastal, Primitive, Casual",Polypropylene,Polypropylene 60% Viscose 20% Polyester-20%,Rinse or hose with water and lay flat to dry. May use a mild detergent. Vacuum regularly using a hard surface attachment. Vacuuming with a beater brush is not recommended.,3 year limited repair or replacement to the initial purchaser and original seller.,7.72,1,5.5,32,5.5,,30084,https://homespice.egnyte.com/fl/42IXkXAqIX,,,,,,,,,,,,,,,
2.5 x 6' Sage Rect.,317698,Ultra Durable Braids,8.01063E+11,Sage,Homespice Décor Sage Ultra Durable Braids,,,2.5 x 6',,,89.5,179,299,,Rectangle,Rectangle,N,Braided ,India,Double Sided,"Create a serene environment with the Ultra Durable Sage rug. It’s natural, soft sage green hues help define any indoor/outdoor environment with distinct style.",Green,,"Green, ",N,N,"Country, Coastal, Primitive, Casual",Polypropylene,Polypropylene 60% Viscose 20% Polyester-20%,Rinse or hose with water and lay flat to dry. May use a mild detergent. Vacuum regularly using a hard surface attachment. Vacuuming with a beater brush is not recommended.,3 year limited repair or replacement to the initial purchaser and original seller.,7.72,1,5.5,32,5.5,,30084,https://homespice.egnyte.com/fl/42IXkXAqIX,,,,,,,,,,,,,,,
2.5 x 6' Fern Rect.,317704,Ultra Durable Braids,8.01063E+11,Fern,Homespice Décor Fern Ultra Durable Braids,,,2.5 x 6',,,89.5,179,299,,Rectangle,Rectangle,N,Braided ,India,Double Sided,"With its relaxed style and calming soft fern green tones, this indestructible indoor/outdoor rug is ideal for the patio, living room, hallway, and everywhere in between. Fern’s stylish tones will bring the outdoors inside with a “go-with-everything” look that is durable and practical - a perfect match for families with active homes.",Fern Green,,"Fern Green, ",N,N,"Country, Coastal, Primitive, Casual",Polypropylene,Polypropylene 60% Viscose 20% Polyester-20%,Rinse or hose with water and lay flat to dry. May use a mild detergent. Vacuum regularly using a hard surface attachment. Vacuuming with a beater brush is not recommended.,3 year limited repair or replacement to the initial purchaser and original seller.,7.72,1,5.5,32,5.5,,30084,https://homespice.egnyte.com/fl/42IXkXAqIX,,,,,,,,,,,,,,,
2.5 x 9' Wildwood Rect.,318626,Ultra Durable Braids,8.01063E+11,Wildwood,Homespice Décor Wildwood Ultra Durable Braids,,,2.5 x 9',,,134.5,269,449,,Rectangle,Rectangle,N,Braided ,India,Double Sided,"Wildwood is an easy-to-care-for, ultra-durable rug that goes with any type of wood-tone flooring. The natural brown and grey tones, aided by it’s indestructible yarn, make it the perfect fit for deck, family room, foyer, and anywhere in between.",Brown,,"Brown, ",N,N,"Country, Coastal, Primitive, Casual",Polypropylene,Polypropylene 60% Viscose 20% Polyester-20%,Rinse or hose with water and lay flat to dry. May use a mild detergent. Vacuum regularly using a hard surface attachment. Vacuuming with a beater brush is not recommended.,3 year limited repair or replacement to the initial purchaser and original seller.,10.8,1,6.4,32,6.4,,30084,https://homespice.egnyte.com/fl/42IXkXAqIX,,,,,,,,,,,,,,,
2.5 x 9' Graphite Rect.,318633,Ultra Durable Braids,8.01063E+11,Graphite,Homespice Décor Graphite Ultra Durable Braids,,,2.5 x 9',,,134.5,269,449,,Rectangle,Rectangle,N,Braided ,India,Double Sided,"An updated palette for nearly any style decor, the Graphite UD rug is the perfect base for decorating. With its relaxed look and intricate braids, this rug can dress up both indoor and outdoor spaces with casual, relaxed style.",Grey,"Ivory, Cream","Grey, Ivory, Cream",N,N,"Country, Coastal, Primitive, Casual",Polypropylene,Polypropylene 60% Viscose 20% Polyester-20%,Rinse or hose with water and lay flat to dry. May use a mild detergent. Vacuum regularly using a hard surface attachment. Vacuuming with a beater brush is not recommended.,3 year limited repair or replacement to the initial purchaser and original seller.,10.8,1,6.4,32,6.4,,30084,https://homespice.egnyte.com/fl/42IXkXAqIX,,,,,,,,,,,,,,,
2.5 x 9' Terracotta Rect.,318640,Ultra Durable Braids,8.01063E+11,Terracotta,Homespice Décor Terracotta Ultra Durable Braids,,,2.5 x 9',,,134.5,269,449,,Rectangle,Rectangle,N,Braided ,India,Double Sided,"Not only is this rug low-maintenance and virtually indestructible, the Terracotta also makes an eye-catching backdrop in the home. With deep terra cotta and soft-beige tones, it’s the perfect accent for exposed brick space, tile and wood flooring.",Rusty,Brown,Rusty Brown,N,N,"Country, Coastal, Primitive, Casual",Polypropylene,Polypropylene 60% Viscose 20% Polyester-20%,Rinse or hose with water and lay flat to dry. May use a mild detergent. Vacuum regularly using a hard surface attachment. Vacuuming with a beater brush is not recommended.,3 year limited repair or replacement to the initial purchaser and original seller.,10.8,1,6.4,32,6.4,,30084,https://homespice.egnyte.com/fl/42IXkXAqIX,,,,,,,,,,,,,,,
2.5 x 9' Navy Rect.,318657,Ultra Durable Braids,8.01063E+11,Navy,Homespice Décor Navy Ultra Durable Braids,,,2.5 x 9',,,134.5,269,449,,Rectangle,Rectangle,N,Braided ,India,Double Sided,"This timeless, ultra durable indoor/outdoor is the perfect complement for any gathering area. Braided with deep blues and hints of beige, our Navy Ultra Durable Rug will become your favorite for its unique style and sense of place from foyer to patio, and all the spaces in between.",Denim,,"Denim, ",N,N,"Country, Coastal, Primitive, Casual",Polypropylene,Polypropylene 60% Viscose 20% Polyester-20%,Rinse or hose with water and lay flat to dry. May use a mild detergent. Vacuum regularly using a hard surface attachment. Vacuuming with a beater brush is not recommended.,3 year limited repair or replacement to the initial purchaser and original seller.,10.8,1,6.4,32,6.4,,30084,https://homespice.egnyte.com/fl/42IXkXAqIX,,,,,,,,,,,,,,,
2.5 x 9' Bronze Rect.,318664,Ultra Durable Braids,8.01063E+11,Bronze,Homespice Décor Bronze Ultra Durable Braids,,,2.5 x 9',,,134.5,269,449,,Rectangle,Rectangle,N,Braided ,India,Double Sided,"elevate neutral spaces all year ‘round with this ultra durable indoor/outdoor rug. The Bronze Ultra Durable Rug offers solid and sophisticated style, but take a deeper look, and you’ll notice subtle multi-tonal blended yarns that add unique textural interest to your space.",Brown,,"Brown, ",N,N,"Country, Coastal, Primitive, Casual",Polypropylene,Polypropylene 60% Viscose 20% Polyester-20%,Rinse or hose with water and lay flat to dry. May use a mild detergent. Vacuum regularly using a hard surface attachment. Vacuuming with a beater brush is not recommended.,3 year limited repair or replacement to the initial purchaser and original seller.,10.8,1,6.4,32,6.4,,30084,https://homespice.egnyte.com/fl/42IXkXAqIX,,,,,,,,,,,,,,,
2.5 x 9' Biscuit Rect.,318671,Ultra Durable Braids,8.01063E+11,Biscuit,Homespice Décor Biscuit Ultra Durable Braids,,,2.5 x 9',,,134.5,269,449,,Rectangle,Rectangle,N,Braided ,India,Double Sided,"Refresh and refine with this popular indoor/outdoor rug. Biscuit’s beige, neutral palette makes a versatile starting point for many styles of decor and provides durability, practicality, and comfort.",Brown,,"Brown, ",N,N,"Country, Coastal, Primitive, Casual",Polypropylene,Polypropylene 60% Viscose 20% Polyester-20%,Rinse or hose with water and lay flat to dry. May use a mild detergent. Vacuum regularly using a hard surface attachment. Vacuuming with a beater brush is not recommended.,3 year limited repair or replacement to the initial purchaser and original seller.,10.8,1,6.4,32,6.4,,30084,https://homespice.egnyte.com/fl/42IXkXAqIX,,,,,,,,,,,,,,,
2.5 x 9' Smoke Rect.,318688,Ultra Durable Braids,8.01063E+11,Smoke,Homespice Décor Smoke Ultra Durable Braids,,,2.5 x 9',,,134.5,269,449,,Rectangle,Rectangle,N,Braided ,India,Double Sided,"Set the tone in your home with this ultra durable indoor/outdoor rug. Smoke’s updated neutral, gray tone creates a solid base that complements natural or classic decor wherever you choose to place it.",Grey,,"Grey, ",N,N,"Country, Coastal, Primitive, Casual",Polypropylene,Polypropylene 60% Viscose 20% Polyester-20%,Rinse or hose with water and lay flat to dry. May use a mild detergent. Vacuum regularly using a hard surface attachment. Vacuuming with a beater brush is not recommended.,3 year limited repair or replacement to the initial purchaser and original seller.,10.8,1,6.4,32,6.4,,30084,https://homespice.egnyte.com/fl/42IXkXAqIX,,,,,,,,,,,,,,,
2.5 x 9' Sage Rect.,318695,Ultra Durable Braids,8.01063E+11,Sage,Homespice Décor Sage Ultra Durable Braids,,,2.5 x 9',,,134.5,269,449,,Rectangle,Rectangle,N,Braided ,India,Double Sided,"Create a serene environment with the Ultra Durable Sage rug. It’s natural, soft sage green hues help define any indoor/outdoor environment with distinct style.",Green,,"Green, ",N,N,"Country, Coastal, Primitive, Casual",Polypropylene,Polypropylene 60% Viscose 20% Polyester-20%,Rinse or hose with water and lay flat to dry. May use a mild detergent. Vacuum regularly using a hard surface attachment. Vacuuming with a beater brush is not recommended.,3 year limited repair or replacement to the initial purchaser and original seller.,10.8,1,6.4,32,6.4,,30084,https://homespice.egnyte.com/fl/42IXkXAqIX,,,,,,,,,,,,,,,
2.5 x 9' Fern Rect.,318701,Ultra Durable Braids,8.01063E+11,Fern,Homespice Décor Fern Ultra Durable Braids,,,2.5 x 9',,,134.5,269,449,,Rectangle,Rectangle,N,Braided ,India,Double Sided,"With its relaxed style and calming soft fern green tones, this indestructible indoor/outdoor rug is ideal for the patio, living room, hallway, and everywhere in between. Fern’s stylish tones will bring the outdoors inside with a “go-with-everything” look that is durable and practical - a perfect match for families with active homes.",Fern Green,,"Fern Green, ",N,N,"Country, Coastal, Primitive, Casual",Polypropylene,Polypropylene 60% Viscose 20% Polyester-20%,Rinse or hose with water and lay flat to dry. May use a mild detergent. Vacuum regularly using a hard surface attachment. Vacuuming with a beater brush is not recommended.,3 year limited repair or replacement to the initial purchaser and original seller.,10.8,1,6.4,32,6.4,,30084,https://homespice.egnyte.com/fl/42IXkXAqIX,,,,,,,,,,,,,,,
"20"" x 30"" Tuscany (Oval)",321091,Ultra Durable Braided Rugs,8.01063E+11,Tuscany ,Homespice Decor Tuscany  Indoor/Outdoor Braided Rug,,,"20"" x 30""",,,9.8,19.6,49,,Oval,Oval,N,Braided,India,Double Sided,"Olive trees, bursting with green fruit. Stone washed walls with red tile roofs. This rug brings home all the colors of the Tuscan countryside.  There is no need to compromise beauty for durability. Our Ultra Durable indoor/outdoor rugs are amazing. They resist stains from food, pets, and liquids, while adding color, texture and interest to all your living spaces. This amazing absorbent material leaves the surface below dry with most moderate spills. To clean, simply run under water in your sink or use a hose.",Beige,"Red, Green","Beige, Red, Green",N,Y,"Country, Primitive, Casual",Olefin,"60% Olefin , 20% viscose, 20% polyester",Rinse or hose with water and lay flat to dry. May use a mild detergent. Vacuum regularly using a hard surface attachment. Vacuuming with a beater brush is not recommended.,3 year limited repair or replacement to the initial purchaser and original seller.,2,1,3,21,3,0.38,30084,https://homespice.egnyte.com/fl/ibsqrUfaLY,Ultra Durable,Tuscany-Ultra-Durable-Indoor-Outdorr-Stain-Proof-Braided-Rugs-Oval.jpg,,Tuscany-Ultra-Durable-Stain-Proof-Braided-Rugs-Swatch.jpg,Tuscany-Counrty-Primitive-Ultra-Durable-Braided-Rugs-Dock.jpg,,,,http://i1307.photobucket.com/albums/s587/homespicedecor/Ultra%20Durable%20Braided%20Rugs/Tuscany-Ultra-Durable-Indoor-Outdorr-Stain-Proof-Braided-Rugs-Oval_zps824f394c.jpg,http://i1307.photobucket.com/albums/s587/homespicedecor/Ultra%20Durable%20Braided%20Rugs/Tuscany-Counrty-Primitive-Ultra-Durable-Braided-Rugs-Dock_zpsd61f7d2a.jpg,,,,,
"20"" x 30"" Sea Breeze (Oval)",321190,Ultra Durable Braided Rugs,8.01063E+11,Sea Breeze,Homespice Decor Sea Breeze Indoor/Outdoor Braided Rug,,,"20"" x 30""",,,9.8,19.6,49,,Oval,Oval,N,Braided,India,Double Sided,"Capture sandy beaches next to the blue sea in this palette of beige and cream accented with pale sea blue.  There is no need to compromise beauty for durability. Our Ultra Durable indoor/outdoor rugs are amazing. They resist stains from food, pets, and liquids, while adding color, texture and interest to all your living spaces. This amazing absorbent material leaves the surface below dry with most moderate spills. To clean, simply run under water in your sink or use a hose.",Beige,"Blue, Grey","Beige, Blue, Grey",N,Y,"Country, Primitive, Casual",Olefin,"60% Olefin , 20% viscose, 20% polyester",Rinse or hose with water and lay flat to dry. May use a mild detergent. Vacuum regularly using a hard surface attachment. Vacuuming with a beater brush is not recommended.,3 year limited repair or replacement to the initial purchaser and original seller.,2,1,3,21,3,0.38,30084,https://homespice.egnyte.com/fl/ibsqrUfaLY,Ultra Durable,Seabreeze-Ultra-Durable-Indoor-Outdoor-Stain-Proof-Braided-Rugs-Oval.jpg,Sea-Breeze--Ultra-Durable-Braided-Rugs-Indoor-Outdoor-Stain-Proof-On-Wood-Oval.jpg,Seabreeze-Ultra-Durable-Stain-Proof-Braided-Rugs-Swatch.jpg,Sea-Breeze-Counrty-Primitive-Ultra-Durable-Braided-Rugs-Romance.jpg,,,Sea-Breeze--Ultra-Durable-Braided-Rugs-Indoor-Outdoor-Stain-Proof-Hardwood.jpg,http://i1307.photobucket.com/albums/s587/homespicedecor/Ultra%20Durable%20Braided%20Rugs/Seabreeze-Ultra-Durable-Indoor-Outdoor-Stain-Proof-Braided-Rugs-Oval_zps7479524d.jpg,http://i1307.photobucket.com/albums/s587/homespicedecor/Ultra%20Durable%20Braided%20Rugs/Sea-Breeze-Counrty-Primitive-Ultra-Durable-Braided-Rugs-Romance_zps31d2aae0.jpg,,http://i1307.photobucket.com/albums/s587/homespicedecor/Ultra%20Durable%20Braided%20Rugs/Sea-Breeze--Ultra-Durable-Braided-Rugs-Indoor-Outdoor-Stain-Proof-On-Wood-Oval_zpsbfde1c09.jpg,http://i1307.photobucket.com/albums/s587/homespicedecor/Ultra%20Durable%20Braided%20Rugs/Seabreeze-Ultra-Durable-Stain-Proof-Braided-Rugs-Swatch_zps70c38735.jpg,,
