ALP1073-1620PBBP11
LS519-1216PBBP15
COW214-1218PBBP22
LD102-1218PBBP21
MARY180A-918PBBP6
SM496-1620SMBBP11
SM497-1620SMBBP11
SM498-1620SMBBP11
BJ812-1236PBBP8
COW215A-1236PBBP8
JD1003-1236JBBBP8
LD235-1236PBBP8
LS1204-1236SBBP8
MARY162-1236PBBP9
BJ1009A-1216PBBP13
COW176B-1218PBBP21
BJ1036A-1824PBBP17
BJ1037A-1824PBBP2
ALP1101-1236PBBP8
LD327-1236PBBP8
MA863A-1216PBBP13
BJ1041-1218PBBP22
RLV160-1218PBBP21
MOL958-1218PBBP21
RLV121-1218PBBP21
BJ405-1218PBBP22
COW217-1620PBBP11
KT088-1212KTBBP16
BJ166-1216PBBP4
LD414-1216PBBP4
CAR183-1216PBBP15
MA1002-1620PBBP11
LD371-1236PBBP8
BR188B-810PBBP19
BJ112A-810PBBP19
MARY269B-810PBBP19
LS1243A-810PBBP19
JJXD543A-810PBBP19
CAR114A-810PBBP19
LS1153-810PBBP19
TLC208A-810PBBP19
BOY242A-810PBBP19
BJ158B-810PBBP19
BJ177C-810PBBP19
DD693B-810PBBP19
DD118C-1218PBBP21
JP4235-1218JPBBP12 
BS01-810SBBP20
BS02-1216PBBP15
BJ1070-1236PBBP2
BJ1077-1236PBBP8
JR113A-1218PBBP21
BJ1068-1824PBBP4 
JP1960-1212JPBBP13
MM301-1216VFBBP2
MOL910B-1620PBBP11
COW128I-810PBBP19
JJ463C-810PBBP19
MA1093A-1824PBBP17
BJ443-1216PBBP2
BJ1037-1216PBBP2
BJ115A-618PBBP2
IH124-1218VFBBP12
IH117-1218VFBBP22
IH110-1218VFBBP22
IH112-1218VFBBP22
CAR312-1218PBBP21
MA2060B-1216PBBP15
LD580-810PBBP19
KT079-1212KTBBP13
KT213-1232KTBBP9
KT214-1236KTBBP9
KT217-1232KTBBP9
BR286A-810PBBP19
COW197G-810PBBP19
COW225E-810PBBP19
RAD709-618PBBP5
MA969B-810PBBP19
MARY268B-810PBBP19
JP4257-1212JPBBP4
BJ106-810PBBP19
IH132-1218VFBBP4 
IH150-1218VFBBP22 
IH154-1212VEBBP2
IH155-1212VFBBP2 
IH164-1212VFBBP2 
YUENG01-BBP9 
IH118-1218VFBBP12 
BJ1090-1216PBBP4 
IH166-1218VFBBP12
IH161-1218VFBBP12
MA2137-1216PBBP14
MA2117A-1216PBBP14
MA2263-1216PBBP14
MA2200-1216PBBP15
MA2202-1216PBBP15
MA2199-1216PBBP15
MA2198-1216PBBP15
BJ106A-1218PBBP12
SM1602038-1216SMBBP13
