Gold Silicone Bulb,Item #01-0008,#10-8089,Gold silicone dipped bulb with a candelabra base (4 Watt).,,,,,,,Minimum order: 6,$2.50 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/135.jpg,135.jpg,,,VickieJeans800,135.jpg
Dark Green Silicone Bulb,Item #01-0009,#10-8089,Dark Green silicone dipped bulb with a candelabra base (4 Watt).,,,,,,,Minimum order: 6,$2.50 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/137.jpg,137.jpg,,,VickieJeans800,137.jpg
Orange Silicone Bulb,Item #01-0013,#10-8089,Orange silicone dipped bulb with a candelabra base (4 Watt).,,,,,,,Minimum order: 6,$2.50 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/132.jpg,132.jpg,,,VickieJeans800,132.jpg
Pink Silicone Bulb,Item #01-0014,#10-8089,Pink silicone dipped bulb with a candelabra base (4 Watt).,,,,,,,Minimum order: 6,$2.50 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/134.jpg,134.jpg,,,VickieJeans800,134.jpg
Purple Bulb,Item #01-0015,#10-8089,Deep Rich Purple 4 Watt Bulb with a Candelabra Base.,,,,,,,Minimum order: 6,$2.50 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/758.jpg,758.jpg,,,VickieJeans800,758.jpg
Pearl Silicone Bulb,Item #01-0016,#10-8089,Pearl silicone dipped bulb with a candelabra base (4 Watt).,,,,,,,Minimum order: 6,$2.50 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/139.jpg,139.jpg,,,VickieJeans800,139.jpg
Sage Bulb,Item #01-0020,#10-8089,Sage 4 Watt Bulb with a Candelabra Base.,,,,,,,Minimum order: 6,$2.50 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/857.jpg,857.jpg,,,VickieJeans800,857.jpg
Yellow Silicone Bulb,Item #01-0023,#10-8089,Yellow silicone dipped bulb with a candelabra base (4 Watt).,,,,,,,Minimum order: 6,$2.50 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/141.jpg,141.jpg,,,VickieJeans800,141.jpg
7.5 Watt Warm Bulb,Item #01-0024,#10-8089,7.5 Watt Warm silicone dipped bulb with a standard base.,,,,,,,Minimum order: 6,$3.05 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/534.jpg,534.jpg,,,VickieJeans800,534.jpg
7.5 Watt Pearl Bulb,Item #01-0025,#10-8089,7.5 Watt Pearl silicone dipped bulb with a standard base.,,,,,,,Minimum order: 6,$3.05 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/535.jpg,535.jpg,,,VickieJeans800,535.jpg
Small Flicker Warm Bulb,Item #01-0026,#10-8089,Small warm flicker silicone dipped bulb with a candelabra base. Bulb is NOT Replaceable.,,,,,,,Minimum order: 6,$3.75 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/343.jpg,343.jpg,,,VickieJeans800,343.jpg
Large Flicker-Large Base Warm Bulb,Item #01-0027,#10-8089,Large flicker warm silicone dipped bulb with a candelabra base. Bulb is also available as 5 Watt NON-Flicker.,,,,,,,Minimum order: 6,$4.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/348.jpg,348.jpg,,,VickieJeans800,348.jpg
Large Flicker-Small Base Orange Clove Bulb,Item #01-0027-1,#10-8089,Large flicker orange clove scented silicone dipped bulb with a candelabra base. Bulb is also available as NON-Flicker.,,,,,,,Minimum order: 6,$3.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/150.jpg,150.jpg,,,VickieJeans800,150.jpg
Large Flicker-Small Base Vanilla Spice Bulb,Item #01-0027-2,#10-8089,Large flicker vanilla spice scented silicone dipped bulb with a candelabra base. Bulb is also available as NON-Flicker.,,,,,,,Minimum order: 6,$3.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/338.jpg,338.jpg,,,VickieJeans800,338.jpg
Large Flicker-Small Base Applesauce Bulb,Item #01-0027-3,#10-8089,Large flicker applesauce scented silicone dipped bulb with a candelabra base. Bulb is also available as NON-Flicker.,,,,,,,Minimum order: 6,$3.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/339.jpg,339.jpg,,,VickieJeans800,339.jpg
Large Flicker-Small Base Cinnamon Clove Bulb,Item #01-0027-4,#10-8089,Large flicker cinnamon clove scented silicone dipped bulb with a candelabra base. Bulb is also available as NON-Flicker.,,,,,,,Minimum order: 6,$3.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/149.jpg,149.jpg,,,VickieJeans800,149.jpg
Large Flicker-Small Base Spicy Rosehips Bulb,Item #01-0027-5,#10-8089,Large flicker spicy rosehips scented silicone dipped bulb with a candelabra base. Bulb is also available as NON-Flicker.,,,,,,,Minimum order: 6,$3.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/151.jpg,151.jpg,,,VickieJeans800,151.jpg
Large Flicker-Small Base Warm Bulb,Item #01-0027-6,#10-8089,Large warm flicker silicone dipped bulb with a candelabra base. Bulb is also available as NON-Flicker.,,,,,,,Minimum order: 6,$3.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/152.jpg,152.jpg,,,VickieJeans800,152.jpg
Large Flicker-Small Base Cappuccino Bulb,Item #01-0027-8,#10-8089,Large flicker cappuccino scented silicone dipped bulb with a candelabra base. Bulb is also Available as NON-Flicker.,,,,,,,Minimum order: 6,$3.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/340.jpg,340.jpg,,,VickieJeans800,340.jpg
Warm Flicker Campfire Bulb,Item #01-0028,#10-8089,Warm Flicker Campfire silicone dipped bulb with a candelabra base.,,,,,,,Minimum order: 6,$3.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/529.jpg,529.jpg,,,VickieJeans800,529.jpg
Warm Tiny Tim Bulb,Item #01-0029,#10-8089,3 Watt Warm Tiny Tim Silicone Bulb.,,,,,,,Minimum order: 6,$2.50 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/365.jpg,365.jpg,,,VickieJeans800,365.jpg
Bright Red Tiny Tim Bulb,Item #01-0031,#10-8089,3 Watt Red Tiny Tim Silicone Bulb.,,,,,,,Minimum order: 6,$2.50 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/366.jpg,366.jpg,,,VickieJeans800,366.jpg
Dark Green Tiny Tim Bulb,Item #01-0034,#10-8089,3 Watt Dark Green Tiny Tim Silicone Bulb.,,,,,,,Minimum order: 6,$2.50 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/378.jpg,378.jpg,,,VickieJeans800,378.jpg
Large Orange Campfire Bulb,Item #01-0044,#10-8089,Large Orange Campfire silicone dipped bulb with a candelabra base.,,,,,,,Minimum order: 6,$2.75 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/532.jpg,532.jpg,,,VickieJeans800,532.jpg
Small Orange Campfire Bulb,Item #01-0045,#10-8089,Small Orange Campfire silicone dipped bulb with a candelabra base.,,,,,,,Minimum order: 6,$2.75 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/533.jpg,533.jpg,,,VickieJeans800,533.jpg
Small Warm Campfire Bulb,Item #01-0046,#10-8089,Small Warm Campfire silicone dipped bulb with a candelabra base.,,,,,,,Minimum order: 6,$2.75 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/531.jpg,531.jpg,,,VickieJeans800,531.jpg
Large Warm Campfire Bulb,Item #01-0047,#10-8089,Large Warm Campfire silicone dipped bulb with a candelabra base.,,,,,,,Minimum order: 6,$2.75 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/530.jpg,530.jpg,,,VickieJeans800,530.jpg
Double Dip Warm Bulb,Item #01-0048,#10-8089,Warm double dipped silicone bulb with a candelabra base.,,,,,,,Minimum order: 6,$3.75 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/355.jpg,355.jpg,,,VickieJeans800,355.jpg
Warm Long Tip Bulb,Item #01-0063,#10-8089,Warm Long Tip silicone dipped bulb with a candelabra base.,,,,,,,Minimum order: 6,$2.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/521.jpg,521.jpg,,,VickieJeans800,521.jpg
Pearl Tiny Tim Bulb,Item #01-0069,#10-8089,3 Watt Pearl Tiny Tim Silicone Bulb.,,,,,,,Minimum order: 6,$2.50 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/375.jpg,375.jpg,,,VickieJeans800,375.jpg
Cinnamon Tiny Tim Bulb,Item #01-0070,#10-8089,3 Watt Cinnamon Tiny Tim Silicone Bulb.,,,,,,,Minimum order: 6,$2.50 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/619.jpg,619.jpg,,,VickieJeans800,619.jpg
Warm Bulbs for Rustic String of Lights (12 Ct),Item #01-0101-12,#10-8089,12 Pack of Warm Bulbs for Rusty Cup String of Lights. Request 3 Watt Tiny Tim or Regular 4 Watt Bulbs. Buy a dozen and save. Rustic String Sold Separately for $19.00.,,,,,,,Minimum order: 1,$28.00 each,,,,,Minimum order: 1,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/34.jpg,34.jpg,,,VickieJeans800,34.jpg
Warm Bulbs for Rustic String of Lights (6 Ct),Item #01-0101-6,#10-8089,6 Pack of Warm Silicone Bulbs for Rusty Cup String of Lights. Request 3 Watt Tiny Tim or Regular 4 Watt Bulbs. Rustic String Sold Separately for $6.00.,,,,,,,Minimum order: 1,$14.00 each,,,,,Minimum order: 1,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/35.jpg,35.jpg,,,VickieJeans800,35.jpg
Royal Blue Tiny Tim Bulb,Item #01-0102,#10-8089,3 Watt Royal Blue Tiny Tim Silicone Bulb.,,,,,,,Minimum order: 6,$2.50 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/367.jpg,367.jpg,,,VickieJeans800,367.jpg
15 Watt Warm Bulb,Item #01-0111,#10-8089,Warm 15 Watt Bulb with a Candelabra Base,,,,,,,Minimum order: 6,$3.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/895.jpg,895.jpg,,,VickieJeans800,895.jpg
Olive Silicone Bulb,Item #01-0112,#10-8089,Olive silicone dipped bulb with a candelabra base (4 Watt).,,,,,,,Minimum order: 6,$2.50 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/142.jpg,142.jpg,,,VickieJeans800,142.jpg
Honeycomb Silicone Bulb,Item #01-0113,#10-8089,Honeycomb silicone dipped bulb with a candelabra base (4 Watt).,,,,,,,Minimum order: 6,$2.50 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/143.jpg,143.jpg,,,VickieJeans800,143.jpg
Sandstone Silicone Bulb,Item #01-0114,#10-8089,Sandstone silicone dipped bulb with a candelabra base (4 Watt).,,,,,,,Minimum order: 6,$2.50 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/129.jpg,129.jpg,,,VickieJeans800,129.jpg
Bordeaux Silicone Bulb,Item #01-0115,#10-8089,Bordeaux silicone dipped bulb with a candelabra base (4 Watt).,,,,,,,Minimum order: 6,$2.50 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/144.jpg,144.jpg,,,VickieJeans800,144.jpg
Warm Twist Bulb,Item #01-0118,#10-8089,Warm Twist silicone dipped bulb with a candelabra base.,,,,,,,Minimum order: 6,$3.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/522.jpg,522.jpg,,,VickieJeans800,522.jpg
7.5 Watt Cinnamon Scented Bulb,Item #01-0119,#10-8089,7.5 Watt Cinnamon Scented silicone dipped bulb with a standard base.,,,,,,,Minimum order: 6,$3.05 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/536.jpg,536.jpg,,,VickieJeans800,536.jpg
Cinnamon Twist Bulb,Item #01-0129,#10-8089,Cinnamon Twist silicone dipped bulb with a candelabra base.,,,,,,,Minimum order: 6,$3.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/524.jpg,524.jpg,,,VickieJeans800,524.jpg
Orange & Black Twist Bulb,Item #01-0130,#10-8089,Orange & Black Twist silicone dipped bulb with a candelabra base.,,,,,,,Minimum order: 6,$3.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/528.jpg,528.jpg,,,VickieJeans800,528.jpg
Red & Pearl Flicker Bulb,Item #01-0134,#10-8089,Red & Pearl Twist silicone dipped flicker bulb with a candelabra base.,,,,,,,Minimum order: 6,$3.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/526.jpg,526.jpg,,,VickieJeans800,526.jpg
Honeycomb Tiny Tim Bulb,Item #01-0138,#10-8089,3 Watt Honeycomb Tiny Tim Silicone Bulb.,,,,,,,Minimum order: 6,$2.50 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/382.jpg,382.jpg,,,VickieJeans800,382.jpg
Sandstone Tiny Tim Bulb,Item #01-0139,#10-8089,3 Watt Sandstone Tiny Tim Silicone Bulb.,,,,,,,Minimum order: 6,$2.50 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/383.jpg,383.jpg,,,VickieJeans800,383.jpg
Medium Warm Star Bulb (1.5,Item #01-0145,#10-8089,"1.5"" Medium Warm Silicone Star Bulb, Inner Bulb Is Replaceable Item # 01-1000 ($1.00).",,,,,,,Minimum order: 6,$2.50 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/513.jpg,513.jpg,,,VickieJeans800,513.jpg
Original Large Warm Star (3,Item #01-0146,#10-8089,"3"" Original Large Warm Silicone Star Bulb, Inner Bulb Is Replaceable Item # 01-1000 ($1.00).",,,,,,,Minimum order: 6,$3.00 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/599.jpg,599.jpg,,,VickieJeans800,599.jpg
Large Warm Star Bulb (3,Item #01-01461,#10-8089,"3"" Large Warm Silicone Star Bulb, Inner Bulb Is Replaceable Item # 01-1000 ($1.00).",,,,,,,Minimum order: 6,$3.00 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/597.jpg,597.jpg,,,VickieJeans800,597.jpg
Medium Red Star Bulb (1.5,Item #01-0147,#10-8089,"1.5"" Medium Red Silicone Star Bulb, Inner Bulb Is Replaceable Item # 01-1000 ($1.00).",,,,,,,Minimum order: 6,$2.50 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/517.jpg,517.jpg,,,VickieJeans800,517.jpg
Medium Blue Star Bulb (1.5,Item #01-0148,#10-8089,"1.5"" Medium Blue Silicone Star Bulb, Inner Bulb Is Replaceable Item # 01-1000 ($1.00).",,,,,,,Minimum order: 6,$2.50 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/519.jpg,519.jpg,,,VickieJeans800,519.jpg
Large Primitive Star Bulb (3,Item #01-0149,#10-8089,"3"" Large Primitive Silicone Star Bulb, Inner Bulb Is Replaceable Item # 01-1000 ($1.00).",,,,,,,Minimum order: 6,$3.00 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/481.jpg,481.jpg,,,VickieJeans800,481.jpg
Large Red Star Bulb (3,Item #01-0151,#10-8089,"3"" Large Red Silicone Star Bulb, Inner Bulb Is Replaceable Item # 01-1000 ($1.00).",,,,,,,Minimum order: 6,$3.00 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/516.jpg,516.jpg,,,VickieJeans800,516.jpg
Large Blue Star Bulb,Item #01-0152,#10-8089,"3"" Large Blue Silicone Star Bulb, Inner Bulb Is Replaceable Item # 01-1000 ($1.00).",,,,,,,Minimum order: 6,$3.00 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/518.jpg,518.jpg,,,VickieJeans800,518.jpg
Medium Primitive Star Bulb (1.5,Item #01-0155,#10-8089,"1.5"" Medium Primitive Silicone Star Bulb, Inner Bulb Is Replaceable Item # 01-1000 ($1.00).",,,,,,,Minimum order: 6,$2.50 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/482.jpg,482.jpg,,,VickieJeans800,482.jpg
5 Watt Clear Bulb,Item #01-0166,#10-8089,Clear 5 Watt Bulb with a Candelabra Base,,,,,,,Minimum order: 6,$3.50 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/893.jpg,893.jpg,,,VickieJeans800,893.jpg
Cinnamon Spice Scented Bulb (4Watt),Item #01-0180,#10-8089,Cinnamon Spice Scented 4 Watt Bulb with a Candelabra Base. Also available in 7.5 Watt for $3.05.,,,,,,,Minimum order: 6,$2.75 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/292.jpg,292.jpg,,,VickieJeans800,292.jpg
4 Watt Primitive Cinnamon Spice Bulbs (12ct),Item #01-0180-12,#10-8089,12 Pack of 4 Watt Primitive Cinnamon Spice Silicone Bulbs. Buy a dozen and save - Price reduced from $1.95 to $1.83 each.,,,,,,,Minimum order: 1,$28.00 each,,,,,Minimum order: 1,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/449.jpg,449.jpg,,,VickieJeans800,449.jpg
Pumpkin Spice Scented Bulb (4Watt),Item #01-0181,#10-8089,Pumpkin Spice Scented 4 Watt Bulb with a Candelabra Base. Also available in 7.5 Watt for $3.05.,,,,,,,Minimum order: 6,$2.75 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/304.jpg,304.jpg,,,VickieJeans800,304.jpg
4 Watt Primitive Pumpkin Spice Bulbs (12ct),Item #01-0181-12,#10-8089,12 Pack of 4 Watt Primitive Pumpkin Spice Silicone Bulbs. Buy a dozen and save - Price reduced from $1.95 to $1.83 each.,,,,,,,Minimum order: 1,$28.00 each,,,,,Minimum order: 1,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/447.jpg,447.jpg,,,VickieJeans800,447.jpg
7.5 Watt Primitive Pumpkin Spice Scented Bulb,Item #01-0181-7,#10-8089,7.5 Watt Primitive Pumpkin Spice silicone dipped bulb with a standard base.,,,,,,,Minimum order: 6,$3.25 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/549.jpg,549.jpg,,,VickieJeans800,549.jpg
Primitive Hazelnut Scented Bulb (4Watt),Item #01-0182,#10-8089,Primitive Hazelnut Scented 4 Watt Bulb with a Candelabra Base. Also available in 7.5 Watt for $3.05.,,,,,,,Minimum order: 6,$2.75 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/318.jpg,318.jpg,,,VickieJeans800,318.jpg
4 Watt Primitive Hazelnut Bulbs (12ct),Item #01-0182-12,#10-8089,12 Pack of 4 Watt Primitive Hazelnut Silicone Bulbs. Buy a dozen and save - Price reduced from $1.95 to $1.83 each.,,,,,,,Minimum order: 1,$28.00 each,,,,,Minimum order: 1,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/453.jpg,453.jpg,,,VickieJeans800,453.jpg
Cinnamon Spice Tiny Tim Bulb,Item #01-0183,#10-8089,3 Watt Primitive Cinnamon Spice Scented Tiny Tim Silicone Bulb.,,,,,,,Minimum order: 6,$2.75 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/370.jpg,370.jpg,,,VickieJeans800,370.jpg
Pumpkin Spice Tiny Tim Bulb,Item #01-0184,#10-8089,3 Watt Primitive Pumpkin Spice Scented Tiny Tim Silicone Bulb.,,,,,,,Minimum order: 6,$2.75 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/373.jpg,373.jpg,,,VickieJeans800,373.jpg
Hazelnut Tiny Tim Bulb,Item #01-0185,#10-8089,3 Watt Primitive Hazelnut Scented Tiny Tim Silicone Bulb.,,,,,,,Minimum order: 6,$2.75 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/377.jpg,377.jpg,,,VickieJeans800,377.jpg
Primitive Cookies & Cream Twist Bulb,Item #01-0192,#10-8089,Primitive Cookies & Cream Twist silicone dipped bulb with a candelabra base.,,,,,,,Minimum order: 6,$3.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/523.jpg,523.jpg,,,VickieJeans800,523.jpg
Cookies & Cream Tiny Tim Bulb,Item #01-0193,#10-8089,3 Watt Primitive Cookies & Cream Scented Tiny Tim Silicone Bulb.,,,,,,,Minimum order: 6,$2.75 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/379.jpg,379.jpg,,,VickieJeans800,379.jpg
Primitive Cookies & Cream Scented Bulb (4Watt),Item #01-0194,#10-8089,Primitive Cookies & Cream Scented 4 Watt Bulb with a Candelabra Base. Also available in 7.5 Watt for $3.05.,,,,,,,Minimum order: 6,$2.75 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/508.jpg,508.jpg,,,VickieJeans800,508.jpg
