b'Medium Stars for Rustic String of Lights (12 Ct)',b'Item #01-4000-12',#10-8089,"b'12 Pack of Medium Stars for Rusty Cup String of Lights. Choose Warm, Cinnamon, Primitive, Red, Blue or Green Stars! Rustic String Sold Separately for $19.00.'",,,,,,,b'Minimum order: 1',b'$30.00 each',,,,,b'Minimum order: 1',VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/26.jpg,26.jpg,,,VickieJeans800,26.jpg,
"b'Red, Warm & Green Medium Stars for Rustic String of Lights (6 Ct)'",b'Item #01-1080-6',#10-8089,"b'6 Pack of Red, Warm & Green Medium Stars for Rusty Cup String of Lights. Rustic String Sold Separately for $6.00.'",,,,,,,b'Minimum order: 1',b'$14.00 each',,,,,b'Minimum order: 1',VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/25.jpg,25.jpg,,,VickieJeans800,25.jpg,
"b'Red, Warm & Blue Medium Star String of Lights (12 Ct)'",b'Item #10-6000-12',#10-8089,"b'12 Count Red, Warm & Blue Medium Star Rustic String of Lights.'",,,,,,,b'Minimum order: 1',b'$26.00 each',,,,,b'Minimum order: 1',VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/20.jpg,20.jpg,,,VickieJeans800,20.jpg,
"b'Red, Warm & Blue Medium Stars for Rustic String of Lights (12 Ct)'",b'Item #01-6000-12',#10-8089,"b'12 Pack of Red, Warm & Blue Medium Stars for Rusty Cup String of Lights. Rustic String Sold Separately for $19.00.'",,,,,,,b'Minimum order: 1',b'$30.00 each',,,,,b'Minimum order: 1',VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/23.jpg,23.jpg,,,VickieJeans800,23.jpg,
"b'Red, Warm & Green Medium Stars for Rustic String of Lights (12 Ct)'",b'Item #01-1080-12',#10-8089,"b'12 Pack of Red, Warm & Green Medium Stars for Rusty Cup String of Lights. Rustic String Sold Separately for $19.00.'",,,,,,,b'Minimum order: 1',b'$30.00 each',,,,,b'Minimum order: 1',VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/24.jpg,24.jpg,,,VickieJeans800,24.jpg,
"b'Red, Warm & Blue Medium Star Red, Warm & Blue Medium Star String of Lights (6 Ct)'",b'Item #10-6000-6',#10-8089,"b'6 Count Red, Warm & Blue Medium Star Rustic String of Lights.'",,,,,,,b'Minimum order: 1',b'$13.00 each',,,,,b'Minimum order: 1',VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/21.jpg,21.jpg,,,VickieJeans800,21.jpg,
"b'Red, Warm & Blue Medium Stars for Rustic String of Lights (6 Ct)'",b'Item #01-6000-6',#10-8089,"b'6 Pack of Red, Warm & Blue Medium Stars for Rusty Cup String of Lights. Rustic String Sold Separately for $6.00.'",,,,,,,b'Minimum order: 1',b'$14.00 each',,,,,b'Minimum order: 1',VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/22.jpg,22.jpg,,,VickieJeans800,22.jpg,
b'Medium Stars for Rustic String of Lights (6 Ct)',b'Item #01-4000-6',#10-8089,"b'6 Pack of Medium Stars for Rusty Cup String of Lights. Choose Warm, Cinnamon, Primitive, Red, Blue or Green Stars! Rustic String Sold Separately for $6.00.'",,,,,,,b'Minimum order: 1',b'$14.00 each',,,,,b'Minimum order: 1',VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/27.jpg,27.jpg,,,VickieJeans800,27.jpg,
b'Mixed Stars for Rustic String of Lights (12 Ct)',b'Item #01-5003-12',#10-8089,"b'12 Pack of Mixed Stars for Rusty Cup String of Lights. Choose Warm, Cinnamon, Primitive, Red, Blue or Green Stars! Rustic String Sold Separately for $19 .00.'",,,,,,,b'Minimum order: 1',b'$30.00 each',,,,,b'Minimum order: 1',VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/28.jpg,28.jpg,,,VickieJeans800,28.jpg,
b'Mixed Stars for Rustic String of Lights (6 Ct)',b'Item #01-5003-6',#10-8089,"b'6 Pack of Mixed Large and Medium Stars for Rusty Cup String of Lights. Choose Warm, Cinnamon, Primitive, Red, Blue or Green Stars! Rustic String Sold Separately for $6.00.'",,,,,,,b'Minimum order: 1',b'$16.50 each',,,,,b'Minimum order: 1',VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/29.jpg,29.jpg,,,VickieJeans800,29.jpg,
b'Large Stars for Rustic String of Lights (12 Ct)',b'Item #01-5000-12',#10-8089,"b'12 Pack of Large Stars for Rusty Cup String of Lights. Choose Warm, Cinnamon, Primitive, Red, Blue or Green Stars! Rustic String Sold Separately for $19.00.'",,,,,,,b'Minimum order: 1',b'$32.40 each',,,,,b'Minimum order: 1',VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/30.jpg,30.jpg,,,VickieJeans800,30.jpg,
b'Large Stars for Rustic String of Lights (6 Ct)',b'Item #01-5000-6',#10-8089,"b'6 Pack of Large Stars for Rusty Cup String of Lights. Choose Warm, Cinnamon, Primitive, Red, Blue or Green Stars! Rustic String Sold Separately for $6.00.'",,,,,,,b'Minimum order: 1',b'$17.50 each',,,,,b'Minimum order: 1',VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/31.jpg,31.jpg,,,VickieJeans800,31.jpg,
b'Large Pumpkin Table Lamp',b'Item #08-5063',#10-8089,b'Large Pumpkin Face Bulb (Replaceable Inner Bulb Item #01-3000) on our Stylish Black Table Lamp. Choose Plain Pumpkin or Pumpkin with Face Bulb! (Electric)',,,,,,,b'Minimum order: 0',b'$13.00 each',,,,,b'Minimum order: 0',VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/633.jpg,633.jpg,,,VickieJeans800,633.jpg,
b'Warm Bulbs for Rustic String of Lights (12 Ct)',b'Item #01-0101-12',#10-8089,b'12 Pack of Warm Bulbs for Rusty Cup String of Lights. Request 3 Watt Tiny Tim or Regular 4 Watt Bulbs. Buy a dozen and save. Rustic String Sold Separately for $19.00.',,,,,,,b'Minimum order: 1',b'$28.00 each',,,,,b'Minimum order: 1',VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/34.jpg,34.jpg,,,VickieJeans800,34.jpg,
b'Warm Bulbs for Rustic String of Lights (6 Ct)',b'Item #01-0101-6',#10-8089,b'6 Pack of Warm Silicone Bulbs for Rusty Cup String of Lights. Request 3 Watt Tiny Tim or Regular 4 Watt Bulbs. Rustic String Sold Separately for $6.00.',,,,,,,b'Minimum order: 1',b'$14.00 each',,,,,b'Minimum order: 1',VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/35.jpg,35.jpg,,,VickieJeans800,35.jpg,
b'Spring Pastel Bulbs for Rustic String of Lights (12 Ct)',b'Item #01-0251-12',#10-8089,b'12 Pack of Spring Pastel Bulbs for Rusty Cup String of Lights. Request 3 Watt Tiny Tim or Regular 4 Watt Bulbs. Buy a dozen and save. Rustic String Sold Separately for $19.00.',,,,,,,b'Minimum order: 1',b'$28.00 each',,,,,b'Minimum order: 1',VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/36.jpg,36.jpg,,,VickieJeans800,36.jpg,
b'Window Candle -- Cinnamon Clove',b'Item #04-1122-5',#10-8089,"b'Candle operates in dusk to dawn mode, or on/off. Requires 2 C Batteries (not included). Candle also has flicker and non-flicker setting. Tip candle upside down to change flame from clear white to amber color.'",,,,,,,b'Minimum order: 1',b'$15.95 each',,,,,b'Minimum order: 1',VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/885.jpg,885.jpg,,,VickieJeans800,885.jpg,
b'Spring Pastel Bulbs for Rustic String of Lights (6 Ct)',b'Item #01-0251-6',#10-8089,b'6 Pack of Spring Pastel Bulbs for Rusty Cup String of Lights. Request 3 Watt Tiny Tim or Regular 4 Watt Bulbs. Rustic String Sold Separately for $6.00.',,,,,,,b'Minimum order: 1',b'$14.00 each',,,,,b'Minimum order: 1',VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/37.jpg,37.jpg,,,VickieJeans800,37.jpg,
b'Christmas Bulbs for Rustic String of Lights (12 Ct)',b'Item #01-0401-12',#10-8089,b'12 Pack of Christmas Bulbs for Rusty Cup String of Lights. Request 3 Watt Tiny Tim or Regular 4 Watt Bulbs. Buy a dozen and save. Rustic String Sold Separately for $19.00.',,,,,,,b'Minimum order: 1',b'$28.00 each',,,,,b'Minimum order: 1',VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/38.jpg,38.jpg,,,VickieJeans800,38.jpg,
b'Pumpkin Spice Bulbs for Rustic String of Lights (12 Ct)',b'Item #01-9004-12',#10-8089,b'12 Pack of Primitive Pumpkin Spice Bulbs for Rusty Cup String of Lights. Request 3 Watt Tiny Tim or Regular 4 Watt Bulbs. Buy a dozen and save. Rustic String Sold Separately for $19.00.',,,,,,,b'Minimum order: 1',b'$28.00 each',,,,,b'Minimum order: 1',VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/39.jpg,39.jpg,,,VickieJeans800,39.jpg,
b'Pumpkin Spice Bulbs for Rustic String of Lights (6 Ct)',b'Item #01-9004-6',#10-8089,b'6 Pack of Primitive Pumpkin Spice Bulbs for Rusty Cup String of Lights. Request 3 Watt Tiny Tim or Regular 4 Watt Bulbs. Rustic String Sold Separately for $6.00.',,,,,,,b'Minimum order: 1',b'$14.00 each',,,,,b'Minimum order: 1',VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/40.jpg,40.jpg,,,VickieJeans800,40.jpg,
b'Cinnamon Spice Bulbs for Rustic String of Lights (12 Ct)',b'Item #01-9002-12',#10-8089,b'12 Pack of Primitive Cinnamon Spice Bulbs for Rusty Cup String of Lights. Request 3 Watt Tiny Tim or Regular 4 Watt Bulbs. Buy a dozen and save. Rustic String Sold Separately for $19.00.',,,,,,,b'Minimum order: 1',b'$28.00 each',,,,,b'Minimum order: 1',VickieJeans400,VickieJeans160,https://www.vickiejeanscreations.com/admin/uploads/items/41.jpg,41.jpg,,,VickieJeans800,41.jpg,
