Oval Tray With Handles,10001,(All) The Hearthside Collection|Primitive Home|Trays,"This resin oval tray measures 17-1/2"" L x 9"" W and resembles primitive treenware of the past complete with a stained natural wood color and distressing for a hand-carved look. Slab handles on both sides.
For decorative use only. Do not use with food or liquids.",,,,,,,2,18.95,6,17.1,,,2,Hearthside400,Hearthside160,10001.jpg,10001.jpg,,,Hearthside800,10001.jpg
Oval Tray,10004,(All) The Hearthside Collection|Primitive Home|Trays,"Resin tray measuring 15"" W x 6"" D has the look and feel of authentic treenware at a fraction of the cost! This piece is stained a natural wood color and is distressed to give it a hand-carved look.
For decorative use only. Do not use with food or liquids.",,,,,,,2,10.5,8,9.45,,,2,Hearthside400,Hearthside160,10004.jpg,10004.jpg,,,Hearthside800,10004.jpg
Rectangular Tray,10005,(All) The Hearthside Collection|Frames & Table Decor|Primitive Home|Trays,"Resin tray measuring 13"" W x 5"" D has the look and feel of authentic treenware at a fraction of the cost! This piece is stained a natural wood color and is distressed to give it a hand-carved look.For decorative use only. Do not use with food or liquids.",,,,,,,3,8.55,12,7.7,,,3,Hearthside400,Hearthside160,10005.jpg,10005.jpg,,,Hearthside800,10005.jpg
Small Dough Bowl With Handles,10006,(All) The Hearthside Collection|Plates|Primitive Home,"This resin rectangular bowl measures 13"" L x 6-1/2"" W and resembles primitive treenware of the past complete with a stained natural wood color and distressing for a hand-carved look. Slab handles on both sides.
For decorative use only. Do not use with food or liquids.",,,,,,,2,12.25,8,11.05,,,2,Hearthside400,Hearthside160,10006.jpg,10006.jpg,,,Hearthside800,10006.jpg
Wide Rim Bowl,10025,(All) The Hearthside Collection|Plates|Primitive Home,"Resin bowl with the authentic look and feel of Treenware features a wide rim and a smoothed finish. Measures approx. 6-7/8"" W x 2-7/16"" H x 2"" D.
For decorative use only. Not for use with food or water.",,,,,,,3,5.95,18,5.35,,,3,Hearthside400,Hearthside160,10025.jpg,10025.jpg,,,Hearthside800,10025.jpg
Flat Bottom Scoop,10028,(All) The Hearthside Collection|Kitchen|Primitive Home,"Resin scoop measuring 5-1/8""L x 1-3/8""W has the look and feel of authentic treenware for a fraction of the cost! This piece is stained a natural wood color and has distressing to give it a hand-carved look.
For decorative use only. Do not use with food or liquids.",,,,,,,12,1.5,144,1.35,,,12,Hearthside400,Hearthside160,10028.jpg,10028.jpg,,,Hearthside800,10028.jpg
Mini Scoop - Natural,10031,(All) The Hearthside Collection|Everyday Decor|Kitchen,"Small resin scoop with the look of hand-carved wood and a wood grain texture resembles authentic Treenware. Measures approx. 5"" x 2.25"".
For decorative use only.",,,,,,,12,2.2,,,,,12,Hearthside400,Hearthside160,10031.jpg,10031.jpg,,,Hearthside800,10031.jpg
Shallow Tray W/Handles - Natural,10037,(All) The Hearthside Collection|Frames & Table Decor|Primitive Home|Trays,"The look, weight, and feel of authentic Treenware, but at a fraction of the cost! Made of resin and measuring 16"" L x 7-1/2"" W x 2"" D, this piece has a wood carved look with a deep walnut finish. Handles on both ends.",,,,,,,2,9.5,10,8.55,,,2,Hearthside400,Hearthside160,10037-shallow-tray-handles.jpg,10037-shallow-tray-handles.jpg,,,Hearthside800,10037-shallow-tray-handles.jpg
Votive Tray - Natural,10038,(All) The Hearthside Collection|Frames & Table Decor|Primitive Home|Trays,"The look, weight, and feel of authentic Treenware, but at a fraction of the price! Made of resin and measuring 22"" L x 3-1/2"" W x 1"" D, this tray is the perfect primitive piece to display your votive candles or other smaller items to complete your rustic/primitive décor.",,,,,,,2,9.1,,,,,2,Hearthside400,Hearthside160,10038_beauty-shot.jpg,10038_beauty-shot.jpg,,,Hearthside800,10038_beauty-shot.jpg
Egg Tray,10039,(All) The Hearthside Collection|Primitive Home|Trays,,,,,,,,3,5.4,,,,,3,Hearthside400,Hearthside160,10039.jpg,10039.jpg,,,Hearthside800,10039.jpg
"Carved Bowl - 7""",10040,(All) The Hearthside Collection|Plates|Primitive Home,"Resin bowl measuring 7"" in diameter has the look and feel of authentic treenware at a more economical price. This heavyweight piece looks truly authentic, stained a natural brown with the look of carved wood.
For display purposes only. Do not use with food or liquid.",,,,,,,3,6.7,,,,,3,Hearthside400,Hearthside160,10040.jpg,10040.jpg,,,Hearthside800,10040.jpg
"Carved Bowl - 9""",10041,(All) The Hearthside Collection|Plates|Primitive Home,"Resin bowl measuring 9"" in diameter has the look and feel of authentic treenware at a more economical price. This heavyweight piece looks truly authentic, stained a natural brown with the look of carved wood.
For display purposes only. Do not use with food or liquid.",,,,,,,3,8.85,12,8,,,3,Hearthside400,Hearthside160,10041.jpg,10041.jpg,,,Hearthside800,10041.jpg
Engraved Home With Ohio & Buckeye Leaf Sign,11021,(All) The Hearthside Collection|Blocks|Everyday Decor,"The Engraved Home with Ohio and Buckeye Leaf Sign is a carved wooden sign that has been made in the USA and painted iron ore grey and engraved with the word Home beside an engraved Ohio outline and a buckeye leaf. It measures 3.5"" high by 8"" wide and 0.75"" deep.",,,,,,,3,2.6,123,2.35,,,3,Hearthside400,Hearthside160,11021-A.jpg,11021-A.jpg,,,Hearthside800,11021-A.jpg
Taper Holder,11729,(All) The Hearthside Collection|Candle Accessories|Primitive Home,"This black iron taper holder has three feet and is accented with a swirl of iron strips and a hooked carrying handle. It stands at 10"" tall and fits a ¾"" wide taper.",,,,,,,4,7.5,24,7.1,,,4,Hearthside400,Hearthside160,11729-taper-holder.jpg,11729-taper-holder.jpg,,,Hearthside800,11729-taper-holder.jpg
Tealight Holder,11737,(All) The Hearthside Collection|Candle Accessories|Primitive Home,"Tealight holder measuring approximately 7"" tall. For use with our switch tealights.",,,,,,,12,1.95,240,1.85,,,12,Hearthside400,Hearthside160,11737-tlight-holder.jpg,11737-tlight-holder.jpg,,,Hearthside800,11737-tlight-holder.jpg
