"DAHLIA SPRAY, 25 IN., RED, ORANGE, YELLOW",4449S RE-OR-YE,All KMI Products View,,Currently In stock,,,,,,2,4,6,3.4,60,2.8,2,KMI400,KMI160,4449S_RE_OR_YE_582371f352426.jpg,4449S_RE_OR_YE_582371f352426.jpg,,,KMI800,4449S_RE_OR_YE_582371f352426.jpg,,
"EGG, FLOWER AND BERRY SPRAY, 24 IN., PURPLE, YELLOW, GREEN",4450S PU-YE-GR,All KMI Products View,,Currently In stock,,,,,,2,3.5,6,2.975,60,2.45,2,KMI400,KMI160,4450S_PU_YE_GR_582372f7e8075.jpg,4450S_PU_YE_GR_582372f7e8075.jpg,,,KMI800,4450S_PU_YE_GR_582372f7e8075.jpg,,
LARGE TWIG CARROT WITH GREENERY; 21 IN,4454L,All KMI Products View,,Currently In stock,,,,,,2,6.5,4,5.525,12,4.55,2,KMI400,KMI160,4454L_5a2eedb2d2a1d.jpg,4454L_5a2eedb2d2a1d.jpg,,,KMI800,4454L_5a2eedb2d2a1d.jpg,,
SMALL TWIG CARROT WITH GREENERY; 18 IN,4454S,All KMI Products View,,Currently In stock,,,,,,2,5.5,4,4.675,24,3.85,2,KMI400,KMI160,4454S_5a2eedc6d4e8b.jpg,4454S_5a2eedc6d4e8b.jpg,,,KMI800,4454S_5a2eedc6d4e8b.jpg,,
"WILD FLOWER BOUQUET WITH FOAM LEAVES AND PLASTIC GREENERY, 19IN, HW, PEACH",4460PE,All KMI Products View,,Currently In stock,,,,,,6,3.5,12,2.975,144,2.45,6,KMI400,KMI160,4460PE_5a3191368c9f2.jpg,4460PE_5a3191368c9f2.jpg,,,KMI800,4460PE_5a3191368c9f2.jpg,,
"WILD FLOWER BOUQUET WITH FOAM LEAVES AND PLASTIC GREENERY, 19IN, HW, WHITE",4460WH,All KMI Products View,,Currently In stock,,,,,,6,3.5,12,2.975,144,2.45,6,KMI400,KMI160,4460WH_5a3191c5240b4.jpg,4460WH_5a3191c5240b4.jpg,,,KMI800,4460WH_5a3191c5240b4.jpg,,
"WILD FLOWER BOUQUET WITH PLASTIC GREENERY, 21 IN, HW, LIGHT PINK",4461LTPI,All KMI Products View,,Currently In stock,,,,,,6,3,24,2.55,192,2.1,6,KMI400,KMI160,4461LTPI_5a3191f07fed8.jpg,4461LTPI_5a3191f07fed8.jpg,,,KMI800,4461LTPI_5a3191f07fed8.jpg,,
"WILD FLOWER BOUQUET WITH PLASTIC GREENERY, 21 IN, HW, PINK",4461PI,All KMI Products View,,Currently In stock,,,,,,6,3,24,2.55,192,2.1,6,KMI400,KMI160,4461PI_5a319214b8833.jpg,4461PI_5a319214b8833.jpg,,,KMI800,4461PI_5a319214b8833.jpg,,
"WILD FLOWER BOUQUET WITH PLASTIC GREENERY, 21 IN, HW, WHITE",4461WH,All KMI Products View,,Currently In stock,,,,,,6,3,24,2.55,192,2.1,6,KMI400,KMI160,4461WH_5a319246e87f9.jpg,4461WH_5a319246e87f9.jpg,,,KMI800,4461WH_5a319246e87f9.jpg,,
"WILD FLOWER BOUQUET WITH PLASTIC GREENERY, 21 IN, HW, YELLOW",4461YE,All KMI Products View,,Currently In stock,,,,,,6,3,24,2.55,192,2.1,6,KMI400,KMI160,4461YE_5a3192b5023cb.jpg,4461YE_5a3192b5023cb.jpg,,,KMI800,4461YE_5a3192b5023cb.jpg,,
"WILD FLOWER, 20 IN, HW, ORANGE",4462OR,All KMI Products View,,Currently In stock,,,,,,6,3,24,2.55,192,2.1,6,KMI400,KMI160,4462OR_5a31931d5937f.jpg,4462OR_5a31931d5937f.jpg,,,KMI800,4462OR_5a31931d5937f.jpg,,
"WILD FLOWER, 22 IN, HW, BROWN",4463BR,All KMI Products View,,Currently In stock,,,,,,6,3,24,2.55,192,2.1,6,KMI400,KMI160,4463BR_5a319347705c8.jpg,4463BR_5a319347705c8.jpg,,,KMI800,4463BR_5a319347705c8.jpg,,
"WILD FLOWER, 22 IN, HW, ORANGE",4463OR,All KMI Products View,,Currently In stock,,,,,,6,3,24,2.55,192,2.1,6,KMI400,KMI160,4463OR_5a319374b37db.jpg,4463OR_5a319374b37db.jpg,,,KMI800,4463OR_5a319374b37db.jpg,,
"WILD FLOWER, 22 IN, HW, LAVENDER",4464LA,All KMI Products View,,Currently In stock,,,,,,6,3,24,2.55,192,2.1,6,KMI400,KMI160,4464LA_5a3193e5457ce.jpg,4464LA_5a3193e5457ce.jpg,,,KMI800,4464LA_5a3193e5457ce.jpg,,
"WILD FLOWER, 22 IN, HW, ORANGE",4464OR,All KMI Products View,,Currently In stock,,,,,,6,3,24,2.55,192,2.1,6,KMI400,KMI160,4464OR_5a3194030451e.jpg,4464OR_5a3194030451e.jpg,,,KMI800,4464OR_5a3194030451e.jpg,,
"WILD FLOWER, 22 IN, HW, PINK",4464PI,All KMI Products View,,Currently In stock,,,,,,6,3,24,2.55,192,2.1,6,KMI400,KMI160,4464PI_5a31942182703.jpg,4464PI_5a31942182703.jpg,,,KMI800,4464PI_5a31942182703.jpg,,
"HYDRANGEA GRASS BUSH, 22 IN, HW, CREAM",4466CR,All KMI Products View,,Currently In stock,,,,,,6,3.5,12,2.975,144,2.45,6,KMI400,KMI160,4466CR_5a3195e6c8397.jpg,4466CR_5a3195e6c8397.jpg,,,KMI800,4466CR_5a3195e6c8397.jpg,,
"HYDRANGEA GRASS BUSH, 22 IN, HW, PINK",4466PI,All KMI Products View,,Currently In stock,,,,,,6,3.5,12,2.975,144,2.45,6,KMI400,KMI160,4466PI_5a319612d669c.jpg,4466PI_5a319612d669c.jpg,,,KMI800,4466PI_5a319612d669c.jpg,,
"GERANIUM BOUQUET, HW, 16 IN, RED, PINK",4468B,All KMI Products View,,Currently In stock,,,,,,6,4,12,3.4,120,2.8,6,KMI400,KMI160,4468B_5a31a1350df6d.jpg,4468B_5a31a1350df6d.jpg,,,KMI800,4468B_5a31a1350df6d.jpg,,
"GERANIUM SPRAY, HW, 24 IN, RED, PINK",4468S,All KMI Products View,,Currently In stock,,,,,,6,5.25,12,4.4625,120,3.675,6,KMI400,KMI160,4468S_5a31a27d30b0e.jpg,4468S_5a31a27d30b0e.jpg,,,KMI800,4468S_5a31a27d30b0e.jpg,,
"30 LED LIGHTS, WARM WHITE, 33.9 IN SPACING, 3 AA BATTERY BOX WITH TIMER; 1 SET IN ACLEAR PVC BOX",LT001,All KMI Products View,,Currently In stock,,,,,,6,3.25,24,2.7625,240,2.275,6,KMI400,KMI160,LT001_5a344b74b8f87.jpg,LT001_5a344b74b8f87.jpg,,,KMI800,LT001_5a344b74b8f87.jpg,,
"GOLD METAL HOLLOW BALL LIGHT IN SILVER WIRE, WARM WHITE, 50 LIGHTS, 3.9 IN SPACING, UL ADAPTER, PACK IN A CLEAR PVC BOX WITH COLOR INSERT.",LT003GO,All KMI Products View,,Currently In stock,,,,,,2,19.5,6,16.575,24,13.65,2,KMI400,KMI160,LT003GO_5a344c184cc1a.jpg,LT003GO_5a344c184cc1a.jpg,,,KMI800,LT003GO_5a344c184cc1a.jpg,,
"SNOW FLAKE LIGHTS WITH SILVER WIRE, WARM WHITE, 3.9 IN SPACING, 30 LED LIGHTS, 3 AA BATTERY BOX WITH TIMER, 1SET PER PVC CLEAR BOX W/COLOR INSERT",LT005,All KMI Products View,,Currently In stock,,,,,,6,4.5,24,3.825,240,3.15,6,KMI400,KMI160,LT005_5a344c7255e21.jpg,LT005_5a344c7255e21.jpg,,,KMI800,LT005_5a344c7255e21.jpg,,
"SNOWMEN LIGHTS WITH SILVER WIRE, WARM WHITE, 3.9 IN SPACING, 30 LED LIGHTS, 3 AA BATTERY BOX WITH TIMER, 1SET PER PVC CLEAR BOX W/COLOR INSERT",LT006,All KMI Products View,,Currently In stock,,,,,,6,4.5,24,3.825,240,3.15,6,KMI400,KMI160,LT006_5a344d0548281.jpg,LT006_5a344d0548281.jpg,,,KMI800,LT006_5a344d0548281.jpg,,
MIXED BERRY WREATH SET SET OF 2,2470BBY,All KMI Products View|Berries,,Currently In stock,,,,,,1,28.5,2,24.225,6,19.95,1,KMI400,KMI160,2470BBY_4e28a8bde5e93.jpg,2470BBY_4e28a8bde5e93.jpg,,,KMI800,2470BBY_4e28a8bde5e93.jpg,,
"MIXED BERRY WREATH SET, SET OF 2, HW, 19IN DIA (10IN DIA RIM) & 12IN DIA (4INDIA RIM), BLACK, CREAM",2470BK-CR,All KMI Products View|Berries,,Currently In stock,,,,,,1,28.5,2,24.225,6,19.95,1,KMI400,KMI160,2470BK_CR_54737899e70b8.jpg,2470BK_CR_54737899e70b8.jpg,,,KMI800,2470BK_CR_54737899e70b8.jpg,,
"MIXED BERRY WREATH SET, SET OF 2, HW, 19INDIA (10INDIA RIM) & 12INDIA (4INDIA RIM), BLACK, PURPLE, ORANGE",2470BK-PU-OR,All KMI Products View|Berries,,Currently In stock,,,,19 & 12 Inches,,1,28.5,2,24.225,6,19.95,1,KMI400,KMI160,2470BK_PU_OR_56787020b3e5d.jpg,2470BK_PU_OR_56787020b3e5d.jpg,,,KMI800,2470BK_PU_OR_56787020b3e5d.jpg,,
"MIXED BERRY WREATH SET, SET OF 2  HW, 19IN DIA (10IN DIA RIM) & 12IN DIA (4IN DIA RIM), MATTE  FINISH, BLACK, TAN",2470BK-TA,All KMI Products View|Berries,,Currently In stock,,,,,,1,28.5,2,24.225,6,19.95,1,KMI400,KMI160,2470BK_TA_54a453dad0525.jpg,2470BK_TA_54a453dad0525.jpg,,,KMI800,2470BK_TA_54a453dad0525.jpg,,
"MIXED BERRY WREATH SET, SET OF 2, HW, 19INDIA (10INRIM) & 12INDIA (4INRIM), MATTE FINISH, BLUE, CHARCOAL, CREAM",2470BL-CH-CR,All KMI Products View|Berries,,Currently In stock,,,,19 & 12 Inches,,1,28.5,2,24.225,6,19.95,1,KMI400,KMI160,2470BL_CH_CR_54737c9371fb7.jpg,2470BL_CH_CR_54737c9371fb7.jpg,,,KMI800,2470BL_CH_CR_54737c9371fb7.jpg,,
"MIXED BERRY WREATH SET, SET OF 2, HW, 19INDIA (10INDIA RIM) & 12INDIA (4INDIA RIM), MATTE FINISH, BLUE/PEACH/YELLOW",2470BL-PE-YE,All KMI Products View|Berries,,Currently In stock,,,,,,1,28.5,2,24.225,6,19.95,1,KMI400,KMI160,2470BL-PE-YE.jpg,2470BL-PE-YE.jpg,,,KMI800,2470BL-PE-YE.jpg,,
"MIXED BERRY WREATH SET, SET OF 2  HW, 19IN DIA (10IN DIA RIM) & 12IN DIA (4IN DIA RIM), MATTE  FINISH, BLUE, YELLOW, GREEN",2470BL-YE-GR,All KMI Products View|Berries,,Currently In stock,,,,,,1,28.5,2,24.225,6,19.95,1,KMI400,KMI160,2470BL_YE_GR_581b9588a67b6.jpg,2470BL_YE_GR_581b9588a67b6.jpg,,,KMI800,2470BL_YE_GR_581b9588a67b6.jpg,,
"MIXED BERRY WREATH SET, SET OF 2, HW, 19IN DIA (10IN DIA RIM) & 12IN DIA (4INDIA RIM), BURNT ORANGE, LIGHT BLUE, BLACK, MIX",2470BOR-LBL-BK-MX,All KMI Products View|Berries,,Currently In stock,,,,,,1,28.5,2,24.225,6,19.95,1,KMI400,KMI160,2470BOR_LBL_BK_M_546f7497ad08c.jpg,2470BOR_LBL_BK_M_546f7497ad08c.jpg,,,KMI800,2470BOR_LBL_BK_M_546f7497ad08c.jpg,,
"MIXED BERRY WREATH SET, SET OF 2, HW, 19INDIA (10INDIA RIM) & 12INDIA (4INDIA RIM), BURNT RED, OLIVE, BUTTER",2470BRE-OL-BT,All KMI Products View|Berries,,Currently In stock,,,,19 & 12 Inches,,1,28.5,2,24.225,6,19.95,1,KMI400,KMI160,2470BRE_OL_BT_5389000c72bd9.jpg,2470BRE_OL_BT_5389000c72bd9.jpg,,,KMI800,2470BRE_OL_BT_5389000c72bd9.jpg,,
"MIXED BERRY WREATH SET, SET OF 2, HW, 19INDIA (10INDIA RIM) & 12INDIA (4INDIA RIM),BURGUNDY, BROWN, TURQUOISE",2470BU-BR-TUR,All KMI Products View|Berries,,Currently In stock,,,,,,1,28.5,2,24.225,6,19.95,1,KMI400,KMI160,2470BU_BR_TUR_546f7412a365a.jpg,2470BU_BR_TUR_546f7412a365a.jpg,,,KMI800,2470BU_BR_TUR_546f7412a365a.jpg,,
"MIXED BERRY WREATH SET, SET OF 2  HW, 19IN DIA (10IN DIA RIM) & 12IN, BURGUNDY, MUSTARD",2470BU-MST,All KMI Products View|Berries,,Currently In stock,,,,,,1,28.5,2,24.225,6,19.95,1,KMI400,KMI160,2470BU_MST_581a5cb6bb3c5.jpg,2470BU_MST_581a5cb6bb3c5.jpg,,,KMI800,2470BU_MST_581a5cb6bb3c5.jpg,,
"MIXED BERRY WREATH SET, SET OF 2  HW, 19IN DIA (10IN DIA RIM) & 12IN DIA (4IN DIA RIM), MATTE  FINISH,BURGUNDY, NAVY BLUE, CREAM",2470BU-NBL-CR,All KMI Products View|Berries,,Currently In stock,,,,,,1,28.5,2,24.225,6,19.95,1,KMI400,KMI160,2470BU_NBL_CR_5669b0dd5eefb.jpg,2470BU_NBL_CR_5669b0dd5eefb.jpg,,,KMI800,2470BU_NBL_CR_5669b0dd5eefb.jpg,,
"MIXED BERRY WREATH SET, SET OF 2, HW, 19IN DIA (10INDIA RIM) & 12INDIA (4INDIA RIM), FRENCH BLUE",2470FBL,All KMI Products View|Berries,,Currently In stock,,,,19 & 12 Inches,,1,28.5,2,24.225,6,19.95,1,KMI400,KMI160,2470FBL_563bd8077c8e2.jpg,2470FBL_563bd8077c8e2.jpg,,,KMI800,2470FBL_563bd8077c8e2.jpg,,
"MIXED BERRY WREATH SET, SET OF 2, HW, 19IN DIA (10INDIA RIM) & 12INDIA (4INDIA RIM), FARMHOUSE",2470FHS,All KMI Products View|Berries,,Currently In stock,,,,19 & 12 Inches,,1,28.5,2,24.225,6,19.95,1,KMI400,KMI160,2470FHS_563bd8926907d.jpg,2470FHS_563bd8926907d.jpg,,,KMI800,2470FHS_563bd8926907d.jpg,,
"MIXED BERRY WREATH SET, SET OF 2  HW, 19IN DIA (10IN DIA RIM) & 12IN DIA (4IN DIA RIM), MATTE  FINISH, GREEN, BROWN, YELLOW, MIX",2470GR-BR-YE-MX,All KMI Products View|Berries,,Currently In stock,,,,,,1,28.5,2,24.225,6,19.95,1,KMI400,KMI160,2470GR_BR_YE_MX_5670849386845.jpg,2470GR_BR_YE_MX_5670849386845.jpg,,,KMI800,2470GR_BR_YE_MX_5670849386845.jpg,,
"MIXED BERRY WREATH SET, SET OF 2, HW, 19IN DIA (10IN DIA RIM) & 12INDIA (4IN DIA RIM), GREEN/BUTTER/LIGHT BLUE",2470GR-BT-LBL,All KMI Products View|Berries,,Currently In stock,,,,,,1,28.5,2,24.225,6,19.95,1,KMI400,KMI160,2470GR_BT_LBL_564103296afe5.jpg,2470GR_BT_LBL_564103296afe5.jpg,,,KMI800,2470GR_BT_LBL_564103296afe5.jpg,,
"MIXED BERRY WREATH SET, SET OF 2, HW, 19IN DIA (10IN RIM) & 12IN DIA (4IN RIM), MATTE FINISH, GREEN/BURGUNDY/MIXED",2470GR-BU-MX,All KMI Products View|Berries,,Currently In stock,,,,,,1,28.5,2,24.225,6,19.95,1,KMI400,KMI160,2470GR_BU_MX_563ccc8d9f7c9.jpg,2470GR_BU_MX_563ccc8d9f7c9.jpg,,,KMI800,2470GR_BU_MX_563ccc8d9f7c9.jpg,,
"MIXED BERRY WREATH SET, SET OF 2, HW, 19IN DIA (10IN DIA RIM) & 12IN DIA (4IN DIA RIM), MATTE FINISH, GREEN/PEACH/CREAM",2470GR-PE-CR,All KMI Products View|Berries,,Currently In stock,,,,,,1,28.5,2,24.225,6,19.95,1,KMI400,KMI160,2470GR-PE-CR.jpg,2470GR-PE-CR.jpg,,,KMI800,2470GR-PE-CR.jpg,,
"MIXED BERRY WREATH SET, SET OF 2  HW, 19IN DIA (10IN DIA RIM) & 12IN DIA (4IN DIA RIM), MATTE  FINISH, LIGHT TEAL",2470LTE,All KMI Products View|Berries,,Out of stock,,,,,,1,28.5,2,24.225,6,19.95,1,KMI400,KMI160,2470LTE_581a5ecc7c7f7.jpg,2470LTE_581a5ecc7c7f7.jpg,,,KMI800,2470LTE_581a5ecc7c7f7.jpg,,
"MIXED BERRY WREATH SET, SET OF 2, HW, 19INDIA (10INDIA RIM) & 12INDIA (4INDIA RIM), MATTE FINISH, LIGHT GREEN/CARAMEL/CREAM",2470LTGR-CML-CR,All KMI Products View|Berries,,Currently In stock,,,,,,1,28.5,2,24.225,6,19.95,1,KMI400,KMI160,2470LTGR_CML_CR_4f10a9acda31e.jpg,2470LTGR_CML_CR_4f10a9acda31e.jpg,,,KMI800,2470LTGR_CML_CR_4f10a9acda31e.jpg,,
"MIXED BERRY WREATH SET, SET OF 2, HW, 19INDIA (10INDIA RIM) & 12INDIA (4INDIA RIM), LIGHT GREEN, GREEN, CREAM",2470LTGR-GR-CR,All KMI Products View|Berries,,Currently In stock,,,,19 & 12 Inches,,1,28.5,2,24.225,6,19.95,1,KMI400,KMI160,2470LTGR_GR_CR_4f10aaab89731.jpg,2470LTGR_GR_CR_4f10aaab89731.jpg,,,KMI800,2470LTGR_GR_CR_4f10aaab89731.jpg,,
"MIXED BERRY WREATH SET, SET OF 2, HW, 19IN DIA (10IN RIM) & 12IN DIA (4IN RIM), LIGHT GREEN, PINK",2470LTGR-PI,All KMI Products View|Berries,,Currently In stock,,,,,,1,28.5,2,24.225,6,19.95,1,KMI400,KMI160,2470LTGR_PI_54a4550e7f3c1.jpg,2470LTGR_PI_54a4550e7f3c1.jpg,,,KMI800,2470LTGR_PI_54a4550e7f3c1.jpg,,
"MIXED BERRY WREATH SET, SET OF 2  HW, 19IN DIA (10IN DIA RIM) & 12IN DIA (4IN DIA RIM), MATTE  FINISH, LIGHT YELLOW/TANGERINE/WILLIAMSBURG BLUE",2470LTYE-TG-WBL,All KMI Products View|Berries,,Currently In stock,,,,,,1,28.5,2,24.225,6,19.95,1,KMI400,KMI160,2470LTYE_TG_WBL_5669b11264be1.jpg,2470LTYE_TG_WBL_5669b11264be1.jpg,,,KMI800,2470LTYE_TG_WBL_5669b11264be1.jpg,,
"MIXED BERRY WREATH SET, SET OF 2, HW, 19IN DIA (10IN DIA RIM) & 12IN DIA (4IN DIA RIM), MATTE FINISH, MAUVE",2470MA,All KMI Products View|Berries,,Currently In stock,,,,,,1,28.5,2,24.225,6,19.95,1,KMI400,KMI160,2470MA_5390d6f82a905.jpg,2470MA_5390d6f82a905.jpg,,,KMI800,2470MA_5390d6f82a905.jpg,,
"MIXED BERRY WREATH SET, SET OF 2, HW, 19IN DIA (10INDIA RIM) & 12INDIA (4INDIA RIM), MULBERRY",2470MLBY,All KMI Products View|Berries,,Out of stock,,,,19 & 12 Inches,,1,28.5,2,24.225,6,19.95,1,KMI400,KMI160,2470MLBY_5824eb9ed4ee5.jpg,2470MLBY_5824eb9ed4ee5.jpg,,,KMI800,2470MLBY_5824eb9ed4ee5.jpg,,
"MIXED BERRY WREATH SET, SET OF 2  HW, 19IN DIA (10IN DIA RIM) & 12IN DIA (4IN DIA RIM), MATTE  FINISH, MINT/TEAL/PINK",2470MT-TE-PI,All KMI Products View|Berries,,Currently In stock,,,,,,1,28.5,2,24.225,6,19.95,1,KMI400,KMI160,2470MT_TE_PI_5669b141a38ca.jpg,2470MT_TE_PI_5669b141a38ca.jpg,,,KMI800,2470MT_TE_PI_5669b141a38ca.jpg,,
"MIXED BERRY WREATH SET, SET OF 2, HW, 19INDIA (10INDIA RIM) & 12INDIA (4INDIA RIM), MIXED BLUE",2470MX-BL,All KMI Products View|Berries,,Currently In stock,,,,19 & 12 Inches,,1,28.5,2,24.225,6,19.95,1,KMI400,KMI160,2470MX_BL_4f10b0a7bc537.jpg,2470MX_BL_4f10b0a7bc537.jpg,,,KMI800,2470MX_BL_4f10b0a7bc537.jpg,,
"MIXED BERRY WREATH SET, SET OF 2  HW, 19IN DIA (10IN DIA RIM) & 12IN DIA (4IN DIA RIM), MATTE  FINISH, ORANGE, GREY, BLACK, CREAM",2470OR-GY-BK-CR,All KMI Products View|Berries,,Currently In stock,,,,,,1,28.5,2,24.225,6,19.95,1,KMI400,KMI160,2470OR_GY_BK_CR_581cc82bd270e.jpg,2470OR_GY_BK_CR_581cc82bd270e.jpg,,,KMI800,2470OR_GY_BK_CR_581cc82bd270e.jpg,,
"MIXED BERRY WREATH SET, ",2470OR-RE-BK-BR,All KMI Products View|Berries,,Currently In stock,,,,,,1,28.5,2,24.225,6,19.95,1,KMI400,KMI160,2470OR_RE_BK_BR_5669b1685fec1.jpg,2470OR_RE_BK_BR_5669b1685fec1.jpg,,,KMI800,2470OR_RE_BK_BR_5669b1685fec1.jpg,,
"MIXED BERRY WREATH SET, SET OF 2, HW, 19IN DIA (10IN DIA RIM) & 12IN DIA (4INDIA RIM), ORANGE, RED, BURGUNDY, GREEN",2470OR-RE-BU-GR,All KMI Products View|Berries,,Out of stock,,,,,,1,28.5,2,24.225,6,19.95,1,KMI400,KMI160,2470OR_RE_BU_GR_563ccdebeb4ad.jpg,2470OR_RE_BU_GR_563ccdebeb4ad.jpg,,,KMI800,2470OR_RE_BU_GR_563ccdebeb4ad.jpg,,
"MIXED BERRY WREATH SET, SET OF 2  HW, 19IN DIA (10IN DIA RIM) & 12IN DIA (4IN DIA RIM), MATTE  FINISH, PINK, LIGHT TEAL, YELLOW",2470PI-LTE-YE,All KMI Products View|Berries,,Currently In stock,,,,,,1,28.5,2,24.225,6,19.95,1,KMI400,KMI160,2470PI_LTE_YE_581b9c109b7a4.jpg,2470PI_LTE_YE_581b9c109b7a4.jpg,,,KMI800,2470PI_LTE_YE_581b9c109b7a4.jpg,,
