"RICE BERRY CANDLE RING 7.5IN DIA (3.4IN RIM), HW, YELLOW, LIGHT YELLOW, LIGHT GREEN",4196YE-LTYE-LTGR,All KMI Products View|Berries|Candle Rings,,Currently In stock,,,,,,6,2.5,12,2.125,72,1.75,6,KMI400,KMI160,4196YE_LTYE_LTGR_5682f6f60945d.jpg,4196YE_LTYE_LTGR_5682f6f60945d.jpg,,,KMI800,4196YE_LTYE_LTGR_5682f6f60945d.jpg,,
"1.5 IN CANDLE RING; APPLE GREEN, CREAM, 96 BERRIES",4254AGR-CR,All KMI Products View|Berries|Candle Rings,,Currently In stock,,,,,,6,0.8,24,0.68,288,0.56,6,KMI400,KMI160,4254AGR_CR_5682f801360b4.jpg,4254AGR_CR_5682f801360b4.jpg,,,KMI800,4254AGR_CR_5682f801360b4.jpg,,
"1.5 IN CANDLE RING; BLACK, BURGUNDY, TAN, 96 BERRIES",4254BK-BU-TA,All KMI Products View|Berries|Candle Rings,,Currently In stock,,,,,,6,0.8,24,0.68,288,0.56,6,KMI400,KMI160,4254BK_BU_TA_564116d52028d.jpg,4254BK_BU_TA_564116d52028d.jpg,,,KMI800,4254BK_BU_TA_564116d52028d.jpg,,
"1.5 IN CANDLE RING; BLACK, CREAM, 96 BERRIES",4254BK-CR,All KMI Products View|Berries|Candle Rings,,Currently In stock,,,,,,6,0.8,24,0.68,288,0.56,6,KMI400,KMI160,4254BK_CR_564117d9e5bff.jpg,4254BK_CR_564117d9e5bff.jpg,,,KMI800,4254BK_CR_564117d9e5bff.jpg,,
"1.5 IN CANDLE RING; BLACK, TAN, 96 BERRIES",4254BK-TA,All KMI Products View|Berries|Candle Rings,,Currently In stock,,,,,,6,0.8,24,0.68,288,0.56,6,KMI400,KMI160,4254BK_TA_564117fe15f68.jpg,4254BK_TA_564117fe15f68.jpg,,,KMI800,4254BK_TA_564117fe15f68.jpg,,
"1.5 IN CANDLE RING; BLUE, CREAM, PINK, 96 BERRIES",4254BL-CR-PI,All KMI Products View|Berries|Candle Rings,,Currently In stock,,,,,,6,0.8,24,0.68,288,0.56,6,KMI400,KMI160,4254BL_CR_PI_568403c54169d.jpg,4254BL_CR_PI_568403c54169d.jpg,,,KMI800,4254BL_CR_PI_568403c54169d.jpg,,
"1.5 IN CANDLE RING; BLUE, PEACH, YELLOW, GRAY, 96 BERRIES",4254BL-PE-YE-GY,All KMI Products View|Berries|Candle Rings,,Currently In stock,,,,,,6,0.8,24,0.68,288,0.56,6,KMI400,KMI160,4254BL_PE_YE_GY_568403da897b0.jpg,4254BL_PE_YE_GY_568403da897b0.jpg,,,KMI800,4254BL_PE_YE_GY_568403da897b0.jpg,,
"1.5 IN CANDLE RING;  BURNT ORANGE, MUSTARD,  MIX, 96 BERRIES",4254BOR-MST-MX,All KMI Products View|Berries|Candle Rings,,Currently In stock,,,,,,6,0.8,24,0.68,288,0.56,6,KMI400,KMI160,4254BOR_MST_MX_5641182101018.jpg,4254BOR_MST_MX_5641182101018.jpg,,,KMI800,4254BOR_MST_MX_5641182101018.jpg,,
"1.5 IN CANDLE RING; BURNT RED, BROWN, TAN, MIX, 96 BERRIES",4254BRE-BR-TA-MX,All KMI Products View|Berries|Candle Rings,,Currently In stock,,,,,,6,0.8,24,0.68,288,0.56,6,KMI400,KMI160,4254BRE_BR_TA_MX_5684042a551ae.jpg,4254BRE_BR_TA_MX_5684042a551ae.jpg,,,KMI800,4254BRE_BR_TA_MX_5684042a551ae.jpg,,
"1.5 IN CANDLE RING; CREAM, PINK, 96 BERRIES",4254CR-PI,All KMI Products View|Berries|Candle Rings,,Currently In stock,,,,,,6,0.8,24,0.68,288,0.56,6,KMI400,KMI160,4254CR_PI_5684040e7d6d1.jpg,4254CR_PI_5684040e7d6d1.jpg,,,KMI800,4254CR_PI_5684040e7d6d1.jpg,,
"1.5 IN CANDLE RING; LIGHT BLUE, BLACK, MIX, 96 BERRIES",4254LBL-BK-MX,All KMI Products View|Berries|Candle Rings,,Currently In stock,,,,,,6,0.8,24,0.68,288,0.56,6,KMI400,KMI160,4254LBL_BK_MX_56411864e6e9d.jpg,4254LBL_BK_MX_56411864e6e9d.jpg,,,KMI800,4254LBL_BK_MX_56411864e6e9d.jpg,,
"1.5 IN CANDLE RING; LIGHT TEAL, 96 BERRIES",4254LTE,All KMI Products View|Berries|Candle Rings,,Currently In stock,,,,,,6,0.8,24,0.68,288,0.56,6,KMI400,KMI160,4254LTE_56840445416fe.jpg,4254LTE_56840445416fe.jpg,,,KMI800,4254LTE_56840445416fe.jpg,,
"1.5 IN CANDLE RING; LIGHT TEAL, CORAL, BLACK, 96 BERRIES",4254LTE-CO-BK,All KMI Products View|Berries|Candle Rings,,Currently In stock,,,,,,6,0.8,24,0.68,288,0.56,6,KMI400,KMI160,4254LTE_CO_BK_5641188169ead.jpg,4254LTE_CO_BK_5641188169ead.jpg,,,KMI800,4254LTE_CO_BK_5641188169ead.jpg,,
"1.5 IN CANDLE RING; LIGHT TEAL, CREAM, 96 BERRIES",4254LTE-CR,All KMI Products View|Berries|Candle Rings,,Currently In stock,,,,,,6,0.8,24,0.68,288,0.56,6,KMI400,KMI160,4254LTE_CR_5684045fb2979.jpg,4254LTE_CR_5684045fb2979.jpg,,,KMI800,4254LTE_CR_5684045fb2979.jpg,,
"1.5 IN CANDLE RING; LIGHT TEAL, LIGHT YELLOW, 96 BERRIES",4254LTE-LTYE,All KMI Products View|Berries|Candle Rings,,Currently In stock,,,,,,6,0.8,24,0.68,288,0.56,6,KMI400,KMI160,4254LTE_LTYE_56840478768ac.jpg,4254LTE_LTYE_56840478768ac.jpg,,,KMI800,4254LTE_LTYE_56840478768ac.jpg,,
"1.5 IN CANDLE RING; LIGHT TEAL, LIGHT YELLOW, LIGHT PINK, 96 BERRIES",4254LTE-LTYE-LTPI,All KMI Products View|Berries|Candle Rings,,Currently In stock,,,,,,6,0.8,24,0.68,288,0.56,6,KMI400,KMI160,4254LTE_LTYE_LTP_5684049998cf0.jpg,4254LTE_LTYE_LTP_5684049998cf0.jpg,,,KMI800,4254LTE_LTYE_LTP_5684049998cf0.jpg,,
1.5 IN CANDLE RING; 96 BERRIES; MULBERRY,4254MLBY,All KMI Products View|Berries|Candle Rings,,Out of stock,,,,,,6,0.8,24,0.68,288,0.56,6,KMI400,KMI160,4254MLBY_5641190e8e9aa.jpg,4254MLBY_5641190e8e9aa.jpg,,,KMI800,4254MLBY_5641190e8e9aa.jpg,,
"1.5 IN CANDLE RING; MINT, PINK, TAN, 96 BERRIES",4254MT-PI-TA,All KMI Products View|Berries|Candle Rings,,Currently In stock,,,,,,6,0.8,24,0.68,288,0.56,6,KMI400,KMI160,4254MT_PI_TA_5641189da14d2.jpg,4254MT_PI_TA_5641189da14d2.jpg,,,KMI800,4254MT_PI_TA_5641189da14d2.jpg,,
"1.5 IN CANDLE RING; MIXED SPRING, 96 BERRIES",4254MX-SP,All KMI Products View|Berries|Candle Rings,,Currently In stock,,,,1.5 Inches,,6,0.8,24,0.68,288,0.56,6,KMI400,KMI160,4254MX_SP_5473a7f5282b7.jpg,4254MX_SP_5473a7f5282b7.jpg,,,KMI800,4254MX_SP_5473a7f5282b7.jpg,,
"1.5 IN CANDLE RING; PINK, BUTTER, BROWN, 96 BERRIES",4254PI-BT-BR,All KMI Products View|Berries|Candle Rings,,Currently In stock,,,,,,6,0.8,24,0.68,288,0.56,6,KMI400,KMI160,4254PI_BT_BR_5641193223a6c.jpg,4254PI_BT_BR_5641193223a6c.jpg,,,KMI800,4254PI_BT_BR_5641193223a6c.jpg,,
"1.5 IN CANDLE RING; RED, 96 BERRIES",4254RE,All KMI Products View|Berries|Candle Rings,,Currently In stock,,,,,,6,0.8,24,0.68,288,0.56,6,KMI400,KMI160,4254RE_564119554ab15.jpg,4254RE_564119554ab15.jpg,,,KMI800,4254RE_564119554ab15.jpg,,
"1.5 IN CANDLE RING; RED, BLACK, GREEN, TAN, 96 BERRIES",4254RE-BK-GR-TA,All KMI Products View|Berries|Candle Rings,,Currently In stock,,,,,,6,0.8,24,0.68,288,0.56,6,KMI400,KMI160,4254RE_BK_GR_TA_5641199a1c8b4.jpg,4254RE_BK_GR_TA_5641199a1c8b4.jpg,,,KMI800,4254RE_BK_GR_TA_5641199a1c8b4.jpg,,
"1.5 IN CANDLE RING; RED, CREAM, 96 BERRIES",4254RE-CR,All KMI Products View|Berries|Candle Rings,,Currently In stock,,,,,,6,0.8,24,0.68,288,0.56,6,KMI400,KMI160,4254RE_CR_568404cb09f18.jpg,4254RE_CR_568404cb09f18.jpg,,,KMI800,4254RE_CR_568404cb09f18.jpg,,
"1.5 IN CANDLE RING; RED, NAVY BLUE, CREAM, 96 BERRIES",4254RE-NBL-CR,All KMI Products View|Berries|Candle Rings,,Currently In stock,,,,,,6,0.8,24,0.68,288,0.56,6,KMI400,KMI160,4254RE_NBL_CR_568404e54dae6.jpg,4254RE_NBL_CR_568404e54dae6.jpg,,,KMI800,4254RE_NBL_CR_568404e54dae6.jpg,,
"1.5 IN CANDLE RING; RED, SLATE BLUE, BLACK, MIX, 96 BERRIES",4254RE-SBL-BK-MX,All KMI Products View|Berries|Candle Rings,,Currently In stock,,,,,,6,0.8,24,0.68,288,0.56,6,KMI400,KMI160,4254RE_SBL_BK_MX_564119d7d10b8.jpg,4254RE_SBL_BK_MX_564119d7d10b8.jpg,,,KMI800,4254RE_SBL_BK_MX_564119d7d10b8.jpg,,
"1.5 IN CANDLE RING; SUNSET ORANGE, 96 BERRIES",4254SU-OR,All KMI Products View|Berries|Candle Rings,,Out of stock,,,,1.5 Inches,,6,0.8,24,0.68,288,0.56,6,KMI400,KMI160,4254SU_OR_5473a7cf1c6d3.jpg,4254SU_OR_5473a7cf1c6d3.jpg,,,KMI800,4254SU_OR_5473a7cf1c6d3.jpg,,
"1.5 IN CANDLE RING; YELLOW, BLUE, MIX, 96 BERRIES",4254YE-BL-MX,All KMI Products View|Berries|Candle Rings,,Currently In stock,,,,,,6,0.8,24,0.68,288,0.56,6,KMI400,KMI160,4254YE_BL_MX_564119f61edb1.jpg,4254YE_BL_MX_564119f61edb1.jpg,,,KMI800,4254YE_BL_MX_564119f61edb1.jpg,,
"1.5 IN CANDLE RING; YELLOW, LIGHT GREEN, PINK, 96 BERRIES",4254YE-LTGR-PI,All KMI Products View|Berries|Candle Rings,,Currently In stock,,,,,,6,0.8,24,0.68,288,0.56,6,KMI400,KMI160,4254YE_LTGR_PI_568405046f57f.jpg,4254YE_LTGR_PI_568405046f57f.jpg,,,KMI800,4254YE_LTGR_PI_568405046f57f.jpg,,
"1.5 IN CANDLE RING; YELLOW, LIGHT YELLOW, LIGHT GREEN, 96 BERRIES",4254YE-LTYE-LTGR,All KMI Products View|Berries|Candle Rings,,Currently In stock,,,,,,6,0.8,24,0.68,288,0.56,6,KMI400,KMI160,4254YE_LTYE_LTGR_5684051e89216.jpg,4254YE_LTYE_LTGR_5684051e89216.jpg,,,KMI800,4254YE_LTYE_LTGR_5684051e89216.jpg,,
"4.5 IN. RICE BERRY CANDLE RING, 4.5 IN. RIM, BLACK, CREAM",4255BK-CR,All KMI Products View|Berries|Candle Rings,,Currently In stock,,,,,,6,3,12,2.55,96,2.1,6,KMI400,KMI160,4255BK_CR_56411a1ed6c37.jpg,4255BK_CR_56411a1ed6c37.jpg,,,KMI800,4255BK_CR_56411a1ed6c37.jpg,,
"4.5 IN. RICE BERRY CANDLE RING, 4.5 IN. RIM, BLACK, TAN",4255BK-TA,All KMI Products View|Berries|Candle Rings,,Currently In stock,,,,,,6,3,12,2.55,96,2.1,6,KMI400,KMI160,4255BK-TA.jpg,4255BK-TA.jpg,,,KMI800,4255BK-TA.jpg,,
"4.5 IN. RICE BERRY CANDLE RING, 4.5 IN. RIM, FARMHOUSE",4255FHS,All KMI Products View|Berries|Candle Rings,,Currently In stock,,,,,,6,3,12,2.55,96,2.1,6,KMI400,KMI160,4255FHS_52dd5ac993c6e.jpg,4255FHS_52dd5ac993c6e.jpg,,,KMI800,4255FHS_52dd5ac993c6e.jpg,,
"4.5 IN. RICE BERRY CANDLE RING, 4.5 IN. RIM, LIGHT TEAL",4255LTE,All KMI Products View|Berries|Candle Rings,,Currently In stock,,,,,,6,3,12,2.55,96,2.1,6,KMI400,KMI160,4255LTE_5a2ebaab26698.jpg,4255LTE_5a2ebaab26698.jpg,,,KMI800,4255LTE_5a2ebaab26698.jpg,,
"4.5 IN. RICE BERRY CANDLE RING, 4.5 IN. RIM, MULBERRY",4255MLBY,All KMI Products View|Berries|Candle Rings,,Currently In stock,,,,,,6,3,12,2.55,96,2.1,6,KMI400,KMI160,4255MLBY_52dd5b2d2c021.jpg,4255MLBY_52dd5b2d2c021.jpg,,,KMI800,4255MLBY_52dd5b2d2c021.jpg,,
"4.5 IN. RICE BERRY CANDLE RING, 4.5 IN. RIM, MIXED SPRING",4255MX-SP,All KMI Products View|Berries|Candle Rings,,Currently In stock,,,,,,6,3,12,2.55,96,2.1,6,KMI400,KMI160,4255MX_SP_56411a59ab691.jpg,4255MX_SP_56411a59ab691.jpg,,,KMI800,4255MX_SP_56411a59ab691.jpg,,
"3.5IN CANDLE RING; 340 BERRIES, BLACK, CREAM",4256BK-CR,All KMI Products View|Berries|Candle Rings,,Currently In stock,,,,,,6,1.75,24,1.4875,144,1.225,6,KMI400,KMI160,4256BK_CR_56411a9b58d78.jpg,4256BK_CR_56411a9b58d78.jpg,,,KMI800,4256BK_CR_56411a9b58d78.jpg,,
"3.5IN CANDLE RING; 340 BERRIES, LIGHT TEAL",4256LTE,All KMI Products View|Berries|Candle Rings,,Out of stock,,,,,,6,1.75,24,1.4875,144,1.225,6,KMI400,KMI160,4256LTE_5a2ebac9c1ec2.jpg,4256LTE_5a2ebac9c1ec2.jpg,,,KMI800,4256LTE_5a2ebac9c1ec2.jpg,,
"6IN CANDLE RING, 540 BERRIES, LIGHT TEAL",4258LTE,All KMI Products View|Berries|Candle Rings,,Currently In stock,,,,,,6,3.5,12,2.975,144,2.45,6,KMI400,KMI160,4258LTE_5a2ebae85fb3e.jpg,4258LTE_5a2ebae85fb3e.jpg,,,KMI800,4258LTE_5a2ebae85fb3e.jpg,,
"6IN CANDLE RING, 540 BERRIES, RED, NAVY BLUE, CREAM",4258RE-NBL-CR,All KMI Products View|Berries|Candle Rings,,Currently In stock,,,,6 Inches,,6,3.5,12,2.975,144,2.45,6,KMI400,KMI160,4258RE_NBL_CR_5035878ccb2c4.jpg,4258RE_NBL_CR_5035878ccb2c4.jpg,,,KMI800,4258RE_NBL_CR_5035878ccb2c4.jpg,,
"6IN CANDLE RING, 540 BERRIES, WILLIAMSBURG BLUE, CREAM",4258WBL-CR,All KMI Products View|Berries|Candle Rings,,Currently In stock,,,,6 Inches,,6,3.5,12,2.975,144,2.45,6,KMI400,KMI160,4258WBL_CR_50f5abb149ca6.jpg,4258WBL_CR_50f5abb149ca6.jpg,,,KMI800,4258WBL_CR_50f5abb149ca6.jpg,,
"1.5 IN CANDLE RING; 115 BERRIES; BLACK, CREAM",4263BK-CR,All KMI Products View|Berries|Candle Rings,,Currently In stock,,,,,,6,1,12,0.85,144,0.7,6,KMI400,KMI160,4263BK-CR.jpg,4263BK-CR.jpg,,,KMI800,4263BK-CR.jpg,,
"1.5 IN CANDLE RING; 115 BERRIES; BURGUNDY, BLACK, TAN",4263BU-BK-TA,All KMI Products View|Berries|Candle Rings,,Currently In stock,,,,,,6,1,12,0.85,144,0.7,6,KMI400,KMI160,4263BU_BK_TA_56411b9293b69.jpg,4263BU_BK_TA_56411b9293b69.jpg,,,KMI800,4263BU_BK_TA_56411b9293b69.jpg,,
1.5 IN CANDLE RING; 115 BERRIES; LIGHT TEAL,4263LTE,All KMI Products View|Berries|Candle Rings,,Currently In stock,,,,,,6,1,12,0.85,144,0.7,6,KMI400,KMI160,4263LTE_5a2ee094a28ac.jpg,4263LTE_5a2ee094a28ac.jpg,,,KMI800,4263LTE_5a2ee094a28ac.jpg,,
"1.5 IN CANDLE RING; 115 BERRIES, RED, CREAM",4263RE-CR,All KMI Products View|Berries|Candle Rings,,Currently In stock,,,,1.5 Inches,,6,1,12,0.85,144,0.7,6,KMI400,KMI160,4263RE_CR_50dccb137db3b.jpg,4263RE_CR_50dccb137db3b.jpg,,,KMI800,4263RE_CR_50dccb137db3b.jpg,,
"RICE BERRY CANDLE RING 7.5IN DIA (3.5IN RIM), HW AQUA, BROWN, TAN",4196AQ-BR-TA,All KMI Products View|Berries|Candle Rings|,,Currently In stock,,,,,,6,2.5,12,2.125,72,1.75,6,KMI400,KMI160,4196AQ_BR_TA_5a2b06f340291.jpg,4196AQ_BR_TA_5a2b06f340291.jpg,,,KMI800,4196AQ_BR_TA_5a2b06f340291.jpg,,
"RICE BERRY CANDLE RING 7.5IN DIA (3.5IN RIM), HW BLACK, TAN, MIXED",4196BK-TA-MX,All KMI Products View|Berries|Candle Rings|,,Currently In stock,,,,,,6,2.5,12,2.125,72,1.75,6,KMI400,KMI160,4196BK_TA_MX_5a2b071d9b309.jpg,4196BK_TA_MX_5a2b071d9b309.jpg,,,KMI800,4196BK_TA_MX_5a2b071d9b309.jpg,,
"RICE BERRY CANDLE RING 7.5IN DIA (3.5IN RIM), HW BURNT RED, BLACK, BUTTER",4196BRE-BK-BT,All KMI Products View|Berries|Candle Rings|,,Currently In stock,,,,,,6,2.5,12,2.125,72,1.75,6,KMI400,KMI160,4196BRE_BK_BT_5a2b07656c37f.jpg,4196BRE_BK_BT_5a2b07656c37f.jpg,,,KMI800,4196BRE_BK_BT_5a2b07656c37f.jpg,,
"RICE BERRY CANDLE RING 7.5IN DIA (3.5IN RIM), HW DARK BROWN, MIXED",4196DKBR-MX,All KMI Products View|Berries|Candle Rings|,,Currently In stock,,,,,,6,2.5,12,2.125,72,1.75,6,KMI400,KMI160,4196DKBR_MX_5a2eb84dcdd1e.jpg,4196DKBR_MX_5a2eb84dcdd1e.jpg,,,KMI800,4196DKBR_MX_5a2eb84dcdd1e.jpg,,
"RICE BERRY CANDLE RING 7.5IN DIA (3.5IN RIM), HW GRAY, BROWN, CREAM",4196GY-BR-CR,All KMI Products View|Berries|Candle Rings|,,Currently In stock,,,,,,6,2.5,12,2.125,72,1.75,6,KMI400,KMI160,4196GY_BR_CR_5a2b07c015b70.jpg,4196GY_BR_CR_5a2b07c015b70.jpg,,,KMI800,4196GY_BR_CR_5a2b07c015b70.jpg,,
"RICE BERRY CANDLE RING 7.5IN DIA (3.5IN RIM), HW GRAY, BROWN, LIGHT BLUE",4196GY-BR-LBL,All KMI Products View|Berries|Candle Rings|,,Currently In stock,,,,,,6,2.5,12,2.125,72,1.75,6,KMI400,KMI160,4196GY_BR_LBL_5a2b07eb20480.jpg,4196GY_BR_LBL_5a2b07eb20480.jpg,,,KMI800,4196GY_BR_LBL_5a2b07eb20480.jpg,,
"RICE BERRY CANDLE RING 7.5IN DIA (3.5IN RIM), HW, GREY AND CREAM",4196GY-CR,All KMI Products View|Berries|Candle Rings|,,Currently In stock,,,,,,6,2.5,12,2.125,72,1.75,6,KMI400,KMI160,4196GY_CR_5a2b080fc8119.jpg,4196GY_CR_5a2b080fc8119.jpg,,,KMI800,4196GY_CR_5a2b080fc8119.jpg,,
"RICE BERRY CANDLE RING 7.5IN DIA (3.5IN RIM), HW LIGHT OLIVE, TAN, GRAY",4196LOL-TA-GY,All KMI Products View|Berries|Candle Rings|,,Currently In stock,,,,,,6,2.5,12,2.125,72,1.75,6,KMI400,KMI160,4196LOL_TA_GY_5a2b0834d51a2.jpg,4196LOL_TA_GY_5a2b0834d51a2.jpg,,,KMI800,4196LOL_TA_GY_5a2b0834d51a2.jpg,,
"RICE BERRY CANDLE RING 7.5IN DIA (3.5IN RIM), HW LIGHT GREEN, PINK",4196LTGR-PI,All KMI Products View|Berries|Candle Rings|,,Currently In stock,,,,,,6,2.5,12,2.125,72,1.75,6,KMI400,KMI160,4196LTGR_PI_5a2b0854dd2f7.jpg,4196LTGR_PI_5a2b0854dd2f7.jpg,,,KMI800,4196LTGR_PI_5a2b0854dd2f7.jpg,,
"1.5 IN CANDLE RING; BLACK, CREAM, 96 BERRIES,  AQUA, BROWN, TAN",4254AQ-BR-TA,All KMI Products View|Berries|Candle Rings|,,Currently In stock,,,,,,6,0.8,24,0.68,288,0.56,6,KMI400,KMI160,4254AQ_BR_TA_5a2b087c3c4b6.jpg,4254AQ_BR_TA_5a2b087c3c4b6.jpg,,,KMI800,4254AQ_BR_TA_5a2b087c3c4b6.jpg,,
"1.5 IN CANDLE RING; BLACK, CREAM, 96 BERRIES, BRLACK, TAN, MIXED",4254BK-TA-MX,All KMI Products View|Berries|Candle Rings|,,Currently In stock,,,,,,6,0.8,24,0.68,288,0.56,6,KMI400,KMI160,4254BK_TA_MX_5a2b08afe11e4.jpg,4254BK_TA_MX_5a2b08afe11e4.jpg,,,KMI800,4254BK_TA_MX_5a2b08afe11e4.jpg,,
"1.5 IN CANDLE RING; BLACK, CREAM, 96 BERRIES, BROWN, CREAM, GREEN",4254BR-CR-GR,All KMI Products View|Berries|Candle Rings|,,Currently In stock,,,,,,6,0.8,24,0.68,288,0.56,6,KMI400,KMI160,4254BR_CR_GR_5a2eb8770df13.jpg,4254BR_CR_GR_5a2eb8770df13.jpg,,,KMI800,4254BR_CR_GR_5a2eb8770df13.jpg,,
"1.5 IN CANDLE RING; BLACK, CREAM, 96 BERRIES,  BURNT RED, BLACK, BUTTER",4254BRE-BK-BT,All KMI Products View|Berries|Candle Rings|,,Currently In stock,,,,,,6,0.8,24,0.68,288,0.56,6,KMI400,KMI160,4254BRE_BK_BT_5a2eb88ef3055.jpg,4254BRE_BK_BT_5a2eb88ef3055.jpg,,,KMI800,4254BRE_BK_BT_5a2eb88ef3055.jpg,,
"1.5 IN CANDLE RING; BLACK, CREAM, 96 BERRIES, DARK BROWN, MIXED",4254DKBR-MX,All KMI Products View|Berries|Candle Rings|,,Currently In stock,,,,,,6,0.8,24,0.68,288,0.56,6,KMI400,KMI160,4254DKBR_MX_5a2eb8a78b373.jpg,4254DKBR_MX_5a2eb8a78b373.jpg,,,KMI800,4254DKBR_MX_5a2eb8a78b373.jpg,,
"1.5 IN CANDLE RING; BLACK, CREAM, 96 BERRIES, GRAY, BROWN, CREAM",4254GY-BR-CR,All KMI Products View|Berries|Candle Rings|,,Currently In stock,,,,,,6,0.8,24,0.68,288,0.56,6,KMI400,KMI160,4254GY_BR_CR_5a2eb8c6f1432.jpg,4254GY_BR_CR_5a2eb8c6f1432.jpg,,,KMI800,4254GY_BR_CR_5a2eb8c6f1432.jpg,,
"1.5 IN CANDLE RING; BLACK, CREAM, 96 BERRIES, GRAY, BROWN, LIGHT BLUE",4254GY-BR-LBL,All KMI Products View|Berries|Candle Rings|,,Currently In stock,,,,,,6,0.8,24,0.68,288,0.56,6,KMI400,KMI160,4254GY_BR_LBL_5a2eb8eadf906.jpg,4254GY_BR_LBL_5a2eb8eadf906.jpg,,,KMI800,4254GY_BR_LBL_5a2eb8eadf906.jpg,,
"1.5 IN CANDLE RING; BLACK, CREAM, 96 BERRIES, GREY AND CREAM",4254GY-CR,All KMI Products View|Berries|Candle Rings|,,Currently In stock,,,,,,6,0.8,24,0.68,288,0.56,6,KMI400,KMI160,4254GY_CR_5a2eb909035ac.jpg,4254GY_CR_5a2eb909035ac.jpg,,,KMI800,4254GY_CR_5a2eb909035ac.jpg,,
"1.5 IN CANDLE RING; BLACK, CREAM, 96 BERRIES,  LIGHT OLIVE, TAN, GRAY",4254LOL-TA-GY,All KMI Products View|Berries|Candle Rings|,,Currently In stock,,,,,,6,0.8,24,0.68,288,0.56,6,KMI400,KMI160,4254LOL_TA_GY_5a2eb931a4b0d.jpg,4254LOL_TA_GY_5a2eb931a4b0d.jpg,,,KMI800,4254LOL_TA_GY_5a2eb931a4b0d.jpg,,
"1.5 IN CANDLE RING; BLACK, CREAM, 96 BERRIES, LIGHT GREEN, PINK",4254LTGR-PI,All KMI Products View|Berries|Candle Rings|,,Currently In stock,,,,,,6,0.8,24,0.68,288,0.56,6,KMI400,KMI160,4254LTGR_PI_5a2eb95560f50.jpg,4254LTGR_PI_5a2eb95560f50.jpg,,,KMI800,4254LTGR_PI_5a2eb95560f50.jpg,,
"RICE BERRY GARLAND, 55IN, HW, CREAM",2292CR,All KMI Products View|Berries|Garlands,,Currently In stock,,,,55 Inches,,6,7,24,6.25,,,6,KMI400,KMI160,2292CR_300x300.jpg,2292CR_300x300.jpg,,,KMI800,2292CR_300x300.jpg,,
"RICE BERRY GARLAND, 55IN, HW, MUSTARD",2292MST,All KMI Products View|Berries|Garlands,,Currently In stock,,,,55 Inches,,6,7,24,6.25,,,6,KMI400,KMI160,2292MST_4ff717171d254.jpg,2292MST_4ff717171d254.jpg,,,KMI800,2292MST_4ff717171d254.jpg,,
"RICE BERRY GARLAND, 55IN, HW, MIXED SPRING",2292MX-SP,All KMI Products View|Berries|Garlands,,Currently In stock,,,,,,6,7,24,6.25,,,6,KMI400,KMI160,2292MX_SP_4ff717c2df74f.jpg,2292MX_SP_4ff717c2df74f.jpg,,,KMI800,2292MX_SP_4ff717c2df74f.jpg,,
"2600  RICE BERRY GARLAND, 55IN, HW, APPLE GREEN, CREAM",2432AGR-CR,All KMI Products View|Berries|Garlands,,Currently In stock,,,,55 Inches,,6,5.5,24,4.75,,,6,KMI400,KMI160,2432AGR-CR_300x300.jpg,2432AGR-CR_300x300.jpg,,,KMI800,2432AGR-CR_300x300.jpg,,
"RICE BERRY GARLAND, HW, 55IN, BLACK, BURGUNDY, CREAM",2432BK-BU-TA,All KMI Products View|Berries|Garlands,,Currently In stock,,,,,,6,5.5,24,4.75,,,6,KMI400,KMI160,2432BK_BU_TA_563bc2db31f46.jpg,2432BK_BU_TA_563bc2db31f46.jpg,,,KMI800,2432BK_BU_TA_563bc2db31f46.jpg,,
"RICE BERRY GARLAND, HW, 55IN, BLACK, CREAM",2432BK-CR,All KMI Products View|Berries|Garlands,,Out of stock,,,,,,6,5.5,24,4.75,,,6,KMI400,KMI160,2432BK_CR_563bc42cbf292.jpg,2432BK_CR_563bc42cbf292.jpg,,,KMI800,2432BK_CR_563bc42cbf292.jpg,,
"2600  RICE BERRY GARLAND, 55IN, HW, BLACK, TAN",2432BK-TA,All KMI Products View|Berries|Garlands,,Currently In stock,,,,55 Inches,,6,5.5,24,4.75,,,6,KMI400,KMI160,2432BK_TA_5035819cc60b7.jpg,2432BK_TA_5035819cc60b7.jpg,,,KMI800,2432BK_TA_5035819cc60b7.jpg,,
"RICE BERRY GARLAND, 55IN, HW, BLACK, TAN, HUNTER GREEN",2432BK-TA-HGR,All KMI Products View|Berries|Garlands,,Currently In stock,,,,,,6,5.5,24,4.75,,,6,KMI400,KMI160,2432BK_TA_HGR_56719c1278817.jpg,2432BK_TA_HGR_56719c1278817.jpg,,,KMI800,2432BK_TA_HGR_56719c1278817.jpg,,
"2600  RICE BERRY GARLAND, 55IN, HW, BLUE, CREAM, PINK",2432BL-CR-PI,All KMI Products View|Berries|Garlands,,Currently In stock,,,,55 Inches,,6,5.5,24,4.75,,,6,KMI400,KMI160,2432BL_CR_PI_5474a472b0f38.jpg,2432BL_CR_PI_5474a472b0f38.jpg,,,KMI800,2432BL_CR_PI_5474a472b0f38.jpg,,
"2600  RICE BERRY GARLAND, 55IN, HW, BLUE, PEACH, YELLOW, GRAY",2432BL-PE-YE-GY,All KMI Products View|Berries|Garlands,,Currently In stock,,,,55 Inches,,6,5.5,24,4.75,,,6,KMI400,KMI160,2432BL-PE-YE-GY_300x300.jpg,2432BL-PE-YE-GY_300x300.jpg,,,KMI800,2432BL-PE-YE-GY_300x300.jpg,,
