Metal Model Airplane Decor in Red and Cream,RD204155-RD,(All) ZAER PRODUCTS|DECORATIVE ITEMS|HOME DECOR,"Show off your love of everything aerial with our decorative model airplanes. Each is hand painted for a vintage appearance and crafted from high quality durable iron.   - Indoor/Outdoor - Weather & rust resistant - Powder coated iron - Hand painted distressed finish - Intricate and realistic details - Style available in 3 colors: Red/Cream(shown), Blue/Cream, and Yellow/Cream - Packaged 6pcs/carton ",,,,,13.39 x 12.6 x 3.54,,1.00,18.25,,,,,1.00,Zaer400,Zaer160,mn002931.jpg,mn002931.jpg,,,Zaer800,mn002931.jpg,
Metal Model Airplane Decor in Yellow and Cream,RD204155-YL,(All) ZAER PRODUCTS|DECORATIVE ITEMS|HOME DECOR,"Show off your love of everything aerial with our decorative model airplanes. Each is hand painted for a vintage appearance and crafted from high quality durable iron.   - Indoor/Outdoor - Weather & rust resistant - Powder coated iron - Hand painted distressed finish - Intricate and realistic details - Style available in 3 colors: Yellow/Cream(shown), Red/Cream, and Blue/Cream - Packaged 6pcs/carton ",,,,,13.39 x 12.6 x 3.54,,1.00,18.25,,,,,1.00,Zaer400,Zaer160,mn002933.jpg,mn002933.jpg,,,Zaer800,mn002933.jpg,
Decorative Auto Union Race Car in Navy Blue,RD304697-NB,(All) ZAER PRODUCTS|DECORATIVE ITEMS|HOME DECOR,"This German engineered race car dominated the Grand Prix back in the 1930's. Our metal decorative auto union models look great displayed on tabletops, shelves, and desks.   - Indoor/Outdoor - Weather & rust resistant - Powder coated iron - Hand painted finish - Intricate and realistic details - Available in Navy Blue(shown) and Red - Packaged 6pcs/carton ",,,,,11.02 x 4.72 x 3.94,,1.00,18.25,,,,,1.00,Zaer400,Zaer160,mn002926.jpg,mn002926.jpg,,,Zaer800,mn002926.jpg,
Decorative Auto Union Race Car in Red,RD304697-RD,(All) ZAER PRODUCTS|DECORATIVE ITEMS|HOME DECOR,"This German engineered race car dominated the Grand Prix back in the 1930's. Our metal decorative auto union models look great displayed on tabletops, shelves, and desks.   - Indoor/Outdoor - Weather & rust resistant - Powder coated iron - Hand painted finish - Intricate and realistic details - Available in Red(shown) and Navy Blue - Packaged 6pcs/carton ",,,,,11.02 x 4.72 x 3.94,,1.00,18.25,,,,,1.00,Zaer400,Zaer160,mn002927.jpg,mn002927.jpg,,,Zaer800,mn002927.jpg,
Small Vintage Style Fire Engine Decoration,RD510067,(All) ZAER PRODUCTS|DECORATIVE ITEMS|HOME DECOR,"Show your support for our brave men and women firefighters with our small vintage style model fire engine. Crafted from powder coated iron with special attention to detail. Place on any tabletop, shelf, bookcase, desk, or mantle for a decorative piece full of personality.   - Indoor/Outdoor - Weather & rust resistant - Powder coated iron - Hand painted distressed finish - Packaged 6pcs/carton ",,,,,16.73 x 5.12 x 7.87,,1.00,27.50,,,,,1.00,Zaer400,Zaer160,mn002919.jpg,mn002919.jpg,,,Zaer800,mn002919.jpg,
Early American 1910 Model Automobile,RD510208,(All) ZAER PRODUCTS|DECORATIVE ITEMS|HOME DECOR,"Celebrate the growth of the American Automobile with a decorative model of one of the first automobile designs. Crafted from 100% quality iron, this model is hand painted with special attention to detail for an authentic appearance. Makes a great gift!  - Indoor/Outdoor - Weather & rust resistant - Powder coated iron - Hand painted - Realistic details - Freestanding - Packaged 6pcs/carton ",,,,,11.42 x 4.72 x 6.3,,1.00,20.65,,,,,1.00,Zaer400,Zaer160,mn002938.jpg,mn002938.jpg,,,Zaer800,mn002938.jpg,
Red London Bus Model,RD510271,(All) ZAER PRODUCTS|DECORATIVE ITEMS|HOME DECOR,"The Zear Ltd. Red London Bus Model is the perfect gift for any Londonphile. Great for displaying on your nightstand, dresser, or desk, this iron crafted piece realistically captures the iconic double decker bus in all its glory!  - Powder coated iron - Hand painted in distressed red - Realistic details such as seats, headlights, and wheels - Weather & rust resistant - Packaged 12pcs/carton ",,,,,9.84 x 3.7 x 5.0,,1.00,18.10,,,,,1.00,Zaer400,Zaer160,mn002941.jpg,mn002941.jpg,,,Zaer800,mn002941.jpg,
Small Iron Train Decoration,RD510363,(All) ZAER PRODUCTS|DECORATIVE ITEMS|HOME DECOR,Our Small Iron train Decoration is handcrafted with a 100% quality iron frame. It has a hand painted distressed red finish and gorgeous details adding to the realism and authenticity of the piece.   - Indoor/outdoor - Weather & rust resistant - Powder coated iron - Realistic detals - Hand painted in distressed red - Packaged 12pcs/carton ,,,,,9.84 x 3.15 x 5.12,,1.00,17.20,,,,,1.00,Zaer400,Zaer160,mn002944.jpg,mn002944.jpg,,,Zaer800,mn002944.jpg,
1910's Vintage Style Model Convertible Car,RD510521,(All) ZAER PRODUCTS|DECORATIVE ITEMS|HOME DECOR,"This brilliant hand painted yellow decorative piece is skillfully hand crafted from 100% quality metal with special attention to details throughout the exterior. The textures and ornate headlights, sleek fender, and faux canvas top brings this old school car to life.  - Indoor/Outdoor - Weather & rust resistant - Powder coated iron - Hand painted for distressed appearance - Realistic details throughout exterior - Packaged 6pcs/carton ",,,,,9.06 x 12.0 x 7.48,,1.00,21.00,,,,,1.00,Zaer400,Zaer160,mn002977.jpg,mn002977.jpg,,,Zaer800,mn002977.jpg,
Airstream Model Travel Trailer,RD604593,(All) ZAER PRODUCTS|DECORATIVE ITEMS|HOME DECOR,"LIMITED QUANTITIES AVAILABLE!  The easily recognizable shiny silver, Twinkie-shaped trailer of the Airstream camper dates back to the 1930's. Incorporate your love of the travel and the great outdoors with our high quality handcrafted model. Equipped with the hallmark polished aluminum look and red and white striped awning.  - Indoor/Outdoor - Weather & rust resistant - Powder coated iron - Hand painted - Realistic details - Freestanding - Packaged 6pcs/carton *MOQ removed due to low quantities ",,,,,12.6 x 4.13 x 5.5,,1.00,21.75,,,,,1.00,Zaer400,Zaer160,mn002936.jpg,mn002936.jpg,,,Zaer800,mn002936.jpg,
Retro Iron Robot Tabletop Clock,RD604791,|(All) ZAER PRODUCTS|HOME DECOR,"Keep track of time in style with this quality made Retro Iron Robot Tabletop Clock. Perfect for placing on your nightstand, dresser, or desk, this iron crafted piece realistically captures all the fun and whimsy that came attached to the 70's toy robot.  - Powder coated iron - Hand painted in distressed muted blue and red - Quality glass panel - Roman Numeral clock face - Requires 2 - AA batteries (not included) - Packaged 12pcs/carton ",,,,,11.42 x 6.7 x 2.46,,1.00,18.55,,,,,1.00,Zaer400,Zaer160,mn002940.jpg,mn002940.jpg,,,Zaer800,mn002940.jpg,
Iron Motorcycle Tabletop Clock,RD604800,|(All) ZAER PRODUCTS|HOME DECOR,"Our Iron Motorcycle Tabletop Clock is handcrafted with a 100% quality iron frame and skillfully painted for an antique finish. The attention to detail throughout the handlebars, mirrors, and headlights adds to the realistic structure.   - Powder coated iron - Hand painted with distressed red finish - Distressed finish - Realistic details throughout exterior - Powered by 2 - AA batteries (not included) - Quality glass panel - Roman numeral clock face - Packaged 12pcs/carton ",,,,,6.06 x 6.45 x 4.53,,1.00,19.10,,,,,1.00,Zaer400,Zaer160,mn002951.jpg,mn002951.jpg,,,Zaer800,mn002951.jpg,
1920's Inspired Model Automobile,RD610153,(All) ZAER PRODUCTS|DECORATIVE ITEMS|HOME DECOR,"Cars have come a long way since the 1920's, but that doesn't mean we can't still appreciate their beauty and innovation. This iron crafted model automobile is hand painted for an authentic appearance, with special attention to details such as the handles, mirrors, tires, and grill.    - Indoor/outdoor - Weather & rust resistant - Powder coated iron - Hand painted in distressed red - Packaged 12pcs/carton ",,,,,10.04 x 4.13 x 5.71,,1.00,18.10,,,,,1.00,Zaer400,Zaer160,mn002942.jpg,mn002942.jpg,,,Zaer800,mn002942.jpg,
Old School Film Projector Tabletop Clock,RD610932,|(All) ZAER PRODUCTS|HOME DECOR,"This handcrafted Old School Film Projector Clock is perfect for the film lover in all of us. Replicating the look of the vintage film projector, there is exquisite attention to details, adding personality and style to any space it occupies  - Powder coated iron - Hand painted for antique appearance - Distressed finish - Realistic details throughout exterior - Powered by 2 - AA batteries (not included) - Quality glass panel - Roman numeral clock face - Packaged 12pcs/carton ",,,,,7.87 x 1.57 x 9.45,,1.00,19.10,,,,,1.00,Zaer400,Zaer160,mn002950.jpg,mn002950.jpg,,,Zaer800,mn002950.jpg,
Decorative 1920's Model Car,RD610961,(All) ZAER PRODUCTS|DECORATIVE ITEMS|HOME DECOR," During the 1920's, the automobile was just gaining popularity, especially with the creating of the Ford Model T. This 1920's inspired automobile is skillfully crafted from durable metal and hand painted with gorgeous attention to detail.   - Indoor/Outdoor - Weather & rust resistant - Powder coated iron - Hand painted with navy blue finish and metallic gold trim - Realistic details throughout exterior - Packaged 6pcs/carton ",,,,,11.02 x 5.5 x 6.7,,1.00,21.00,,,,,1.00,Zaer400,Zaer160,mn002952.jpg,mn002952.jpg,,,Zaer800,mn002952.jpg,
California Camper with Surfboard Decoration,RD610986,(All) ZAER PRODUCTS|DECORATIVE ITEMS|HOME DECOR,"Reminisce of the days spent on the beach, absorbing the sun, and catching waves with our model California Camper Trailer. This handcrafted decorative piece is made from 100% quality iron and hand painted with exquisite details. Makes a great desktop or shelf display and an even better gift!  - Indoor/Outdoor - Weather & rust resistant - Powder coated iron - Hand painted - Realistic details such as suitcase and awning - Packaged 12pcs/carton ",,,,,9.25 x 5.5 x 7.48,,1.00,19.10,,,,,1.00,Zaer400,Zaer160,mn002949.jpg,mn002949.jpg,,,Zaer800,mn002949.jpg,
Metal Diver's Helmet Decoration,RD704268,(All) ZAER PRODUCTS|DECORATIVE ITEMS|HOME DECOR,"Show your love of the ocean and marine life by displaying the Metal Diver's Helmet on your desk, shelf, or tabletop. Expertly crafted from iron and given a distressed Antique Copper finish, this weighted model adds personality to any space.   - Indoor/Outdoor - Weather & rust resistant - Powder coated iron - Gorgeous realistic details - Hand painted for antique appearance - Antique Copper finish - Packaged 12pcs/carton ",,,,,7.09 x 6.1 x 6.5,,1.00,17.10,,,,,1.00,Zaer400,Zaer160,mn002914.jpg,mn002914.jpg,,,Zaer800,mn002914.jpg,
Decorative Metal Model Bicycle in Red,RD710002,(All) ZAER PRODUCTS|DECORATIVE ITEMS|HOME DECOR,"The Zaer Ltd. International vintage metal model automobiles and bicycles easily add a pop of color, personality, and style to any space. This Red Model Bicycle has a 100% iron crafted frame with incredible details throughout, such as the bike chain, wheel spokes, gears, and even two hand brakes attached to the handlebars.  - Indoor/Outdoor - Weather & rust resistant - Powder coated iron - Hand painted for authentic appearance - Realistic details throughout exterior - Free-standing - Packaged 12pcs/carton ",,,,,12.2 x 3.15 x 6.3,,1.00,12.25,,,,,1.00,Zaer400,Zaer160,mn002981.jpg,mn002981.jpg,,,Zaer800,mn002981.jpg,
"12.6"" Antique Style Model American Fire Truck",RD804123,(All) ZAER PRODUCTS|DECORATIVE ITEMS|HOME DECOR,"Celebrate our emergency workers with the Zaer Ltd. Antique Style Model American Fire Truck. This decorative fire truck is constructed from high quality powder coated iron for long lasting durability. Skillfully hand painted, each piece features incredible details and textures. Makes a great gift!  - Indoor/Outdoor - Weather & rust resistant - Powder coated iron - Hand painted with distressed red finish - Realistic detail for authenticity - Packaged 6pcs/carton ",,,,,12.6 x 5.5 x 5.5,,1.00,22.00,,,,,1.00,Zaer400,Zaer160,mn002984.jpg,mn002984.jpg,,,Zaer800,mn002984.jpg,
"11.5"" Antique Style Model American Fire Truck",RD804124,(All) ZAER PRODUCTS|DECORATIVE ITEMS|HOME DECOR,"Celebrate our emergency workers with the Zaer Ltd. Antique Style Model American Fire Truck. This decorative fire truck is constructed from high quality powder coated iron for long lasting durability. Skillfully hand painted, each piece features incredible details and textures. Makes a great gift!  - Indoor/Outdoor - Weather & rust resistant - Powder coated iron - Hand painted with distressed red finish - Realistic detail for authenticity - Packaged 6pcs/carton ",,,,,11.45 x 4.72 x 4.72,,1.00,21.00,,,,,1.00,Zaer400,Zaer160,mn002985.jpg,mn002985.jpg,,,Zaer800,mn002985.jpg,
1920's Vintage Style Model Convertible Car,RD804148,(All) ZAER PRODUCTS|DECORATIVE ITEMS|HOME DECOR,"There is something really special about the first American automobiles, and the Zaer Ltd. 1920's Vintage Model Convertible brings that magic to your home. Made from 100% quality metal, our decorative model automobiles are all hand painted with precise and authentic details throughout. They make great gifts and look wonderful on any desktop, shelf, or bookcase!  - Indoor/Outdoor - Weather & rust resistant - Powder coated iron - Hand painted for distressed appearance - Realistic details throughout exterior - Packaged 6pcs/carton ",,,,,9.06 x 4.33 x 6.3,,1.00,21.00,,,,,1.00,Zaer400,Zaer160,mn002978.jpg,mn002978.jpg,,,Zaer800,mn002978.jpg,
Decorative Metal Model Bicycle,RD804257,(All) ZAER PRODUCTS|DECORATIVE ITEMS|HOME DECOR,"The Zaer Ltd. International vintage metal model automobiles and bicycles easily add a pop of color, personality, and style to any space. This Black Model Bicycle has a 100% iron crafted frame with incredible details throughout, such as the bike chain, wheel spokes, gears, and even two hand brakes attached to the handlebars.  - Indoor/Outdoor - Weather & rust resistant - Powder coated iron - Hand painted for authentic appearance - Realistic details throughout exterior - Free-standing - Packaged 12pcs/carton ",,,,,12.2 x 3.94 x 7.09,,1.00,13.00,,,,,1.00,Zaer400,Zaer160,mn002980.jpg,mn002980.jpg,,,Zaer800,mn002980.jpg,
Decorative Metal Model Bicycle in Baby Blue,RD804271,(All) ZAER PRODUCTS|DECORATIVE ITEMS|HOME DECOR,"The Zaer Ltd. International vintage metal model automobiles and bicycles easily add a pop of color, personality, and style to any space. This Baby Blue Model Bicycle has a 100% iron crafted frame with incredible details throughout, such as the bike chain, wheel spokes, gears, and even two hand brakes attached to the handlebars.  - Indoor/Outdoor - Weather & rust resistant - Powder coated iron - Hand painted for authentic appearance - Realistic details throughout exterior - Free-standing - Packaged 12pcs/carton ",,,,,9.06 x 3.15 x 6.3,,1.00,12.25,,,,,1.00,Zaer400,Zaer160,mn002979.jpg,mn002979.jpg,,,Zaer800,mn002979.jpg,
Decorative Americana Model Airplane,RD804340,(All) ZAER PRODUCTS|DECORATIVE ITEMS|HOME DECOR,"Put your pride for your country on full display with our Decorative Americana Model Airplane. This handsome decoration is crafted from 100% powder coated iron and then hand painted to resemble the American Flag. Looks great on any desktop, mantle, or bookcase and makes an awesome gift!  - Indoor/Outdoor - Weather & rust resistant - Powder coated iron - Hand painted with distressed finish - Freestanding - Packaged 6pcs/carton ",,,,,12.6 x 11.8 x 4.33,,1.00,17.25,,,,,1.00,Zaer400,Zaer160,mn002987.jpg,mn002987.jpg,,,Zaer800,mn002987.jpg,
Decorative Baby Blue Model Floatplane,RD804344,(All) ZAER PRODUCTS|DECORATIVE ITEMS|HOME DECOR,"Though their popularity decreased after World War II, there are still some niche uses for the seaplane. This particular model is called a floatplane. Crafted from high quality iron, the details throughout the model, as well as the precision hand painting, gives our floatplane an authentic appearance.   - Indoor/Outdoor - Weather & rust resistant - Powder coated iron - Hand painted with distressed finish - Freestanding - Packaged 6pcs/carton ",,,,,12.6 x 9.06 x 4.33,,1.00,17.25,,,,,1.00,Zaer400,Zaer160,mn002988.jpg,mn002988.jpg,,,Zaer800,mn002988.jpg,
"Decorative Red, White, & Blue Model Airplane",RD804348,(All) ZAER PRODUCTS|DECORATIVE ITEMS|HOME DECOR,"Put your pride for your country on full display with our Decorative Red, White, & Blue Model Airplane. This handsome decoration is crafted from 100% powder coated iron and then hand painted with authentic details.  - Indoor/Outdoor - Weather & rust resistant - Powder coated iron - Hand painted with distressed finish - Freestanding - Packaged 6pcs/carton ",,,,,12.6 x 10.63 x 4.72,,1.00,17.25,,,,,1.00,Zaer400,Zaer160,mn002986.jpg,mn002986.jpg,,,Zaer800,mn002986.jpg,
Metal Model School Bus Tabletop Decoration,RD810004,(All) ZAER PRODUCTS|DECORATIVE ITEMS|HOME DECOR,"There's few things more recognizable than a yellow school bus. This model is made from 100% solid iron frame with realistic details and a hand painted finish. Incorporate this decorative school bus into any space, whether it be your living room or office, displaying on tabletops, shelves, bookcases, and/or desks for a pop of color and added personality.  - Indoor/Outdoor - Weather & rust resistant - Powder coated iron - Hand painted - Realistic details - Freestanding - Packaged 12pcs/carton ",,,,,10.43 x 4.9 x 6.5,,1.00,19.75,,,,,1.00,Zaer400,Zaer160,mn002937.jpg,mn002937.jpg,,,Zaer800,mn002937.jpg,
