Product Name,Item Number,Store Categories,Detailed Product Description,Product Summary Overview,Size,minimum_quantity,Unit Price,minimum_quantityP2,tier_2_price,minimum_quantityP3,tier_3_price,multiple_of,Product Images,Quantity,MSRP,Sale Price,Ship Days,Is Active,Brand,Categories,Variations,Section,Sku,isImageAvailable,,
STAR SLEEVE COPPER,CA35,(All) ACG View|Candle Accessories,Candle Accessory: Fits our Keepers of the Light Papa and Mama Candle,,,4,5,,,,,4,CA35 Star Sleeve Copper.jpg,1,10,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Accessories",67462300212-5,1,,
STAR SLEEVE SM COPPER,CA36,(All) ACG View|Candle Accessories,Candle Accessory: Fits our Cheerful Candles 16oz and 24oz,,,4,4.5,,,,,4,562_8.jpg,1,9,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Accessories",67462300213-2,1,,
HEART SLEEVE BACK,CA37,(All) ACG View|Candle Accessories,Candle Accessory: Fits our Keepers of the Light Papa and Mama Candle,,,4,5,,,,,4,557_8.jpg,1,10,,4,1,A Cheerful Giver,"Country Rustic-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Accessories",67462300214-9,1,,
HEART SLEEVE SM BLACK,CA38,(All) ACG View|Candle Accessories,Candle Accessory: Fits our Cheerful Candles 16oz and 24oz,,,4,4.5,,,,,4,556_8.jpg,1,9,,4,1,A Cheerful Giver,"Country Rustic-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Accessories",67462300215-6,1,,
HEART SLEEVE COPPER,CA39,(All) ACG View|Candle Accessories,Candle Accessory: Fits our Keepers of the Light Papa and Mama Candle,,,4,5,,,,,4,559_8.jpg,1,10,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Accessories",67462300216-3,1,,
HEART SLEEVE SM COPPER,CA40,(All) ACG View|Candle Accessories,Candle Accessory: Fits our Cheerful Candles 16oz and 24oz,,,4,4.5,,,,,4,558_8.jpg,1,9,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Accessories",67462300217-0,1,,
HEART TRAY BLACK,CA41,(All) ACG View|Candle Accessories,Candle Accessory: Fits our Keepers of the Light Papa and Mama Candle,,,4,3,,,,,4,565_8.jpg,1,6,,4,1,A Cheerful Giver,"Country Rustic-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Trays",67462300218-7,1,,
HEART TRAY SM BLACK,CA42,(All) ACG View|Candle Accessories,Candle Accessory: Fits our Cheerful Candles 16oz and 24oz,,,4,2.5,,,,,4,564_8.jpg,1,5,,4,1,A Cheerful Giver,"Country Rustic-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Trays",67462300219-4,1,,
HEART TRAY COPPER,CA43,(All) ACG View|Candle Accessories,Candle Accessory: Fits our Keepers of the Light Papa and Mama Candle,,,4,3,,,,,4,567_8.jpg,1,6,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Trays",67462300220-0,1,,
HEART TRAY SM COPPER,CA44,(All) ACG View|Candle Accessories,Candle Accessory: Fits our Cheerful Candles 16oz and 24oz,,,4,2.5,,,,,4,566_8.jpg,1,5,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Trays",67462300221-7,1,,
STAR TRAY BLACK,CA45,(All) ACG View|Candle Accessories,Candle Accessory: Fits our Keepers of the Light Papa and Mama Candle,,,4,3,,,,,4,569_8.jpg,1,6,,4,1,A Cheerful Giver,"Country Rustic-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Trays",67462300222-4,1,,
STAR TRAY SM BLACK,CA46,(All) ACG View|Candle Accessories,Candle Accessory: Fits our Cheerful Candles 16oz and 24oz,,,4,2.5,,,,,4,568_8.jpg,1,5,,4,1,A Cheerful Giver,"Country Rustic-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Trays",67462300223-1,1,,
STAR TRAY COPPER,CA47,(All) ACG View|Candle Accessories,Candle Accessory: Fits our Keepers of the Light Papa and Mama Candle,,,4,3,,,,,4,571_8.jpg,1,6,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Trays",67462300224-8,1,,
STAR TRY COOPER-CHEERFUL ,CA48,(All) ACG View|Candle Accessories,Candle Accessory: Fits our Cheerful Candles 16oz and 24oz,,,4,2.5,,,,,4,star-tray-copper-small.jpg,1,5,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Trays",67462300225-5,1,,
PINEAPPLE TRAY BLACK,CA49,(All) ACG View|Candle Accessories,Candle Accessory: Fits our Keepers of the Light Papa and Mama Candle,,,4,3,,,,,4,573_8.jpg,1,6,,4,1,A Cheerful Giver,"Country Rustic-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Trays",67462300226-2,1,,
PINEAPPLE TRAY BLACK-CHEERFUL,CA50,(All) ACG View|Candle Accessories,Candle Accessory: Fits our Cheerful Candles 16oz and 24oz,,,4,2.5,,,,,4,pineapple-tray-black-small.jpg,1,5,,4,1,A Cheerful Giver,"Country Rustic-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Trays",67462300227-9,1,,
PINEAPPLE TRAY COPPER,CA51,(All) ACG View|Candle Accessories,Candle Accessory: Fits our Keepers of the Light Papa and Mama Candle,,,4,3,,,,,4,575_8.jpg,1,6,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Trays",67462300228-6,1,,
PINEAPPLE TRAY SM COPPER,CA52,(All) ACG View|Candle Accessories,Candle Accessory: Fits our Cheerful Candles 16oz and 24oz,,,4,2.5,,,,,4,574_8.jpg,1,5,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Trays",67462300229-3,1,,
BICTORIAN SHADE COPPER,CA54,(All) ACG View|Candle Accessories,,,,4,5,,,,,4,551_8.jpg,1,10,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Accessories",67462300231-6,1,,
STAR LANTERN BLACK,CA55,(All) ACG View|Candle Accessories,,,,4,13.5,,,,,4,ca55-star-with-candle-ring.jpg,1,27,,4,1,A Cheerful Giver,"Country Rustic-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Lanterns",67462300232-3,1,,
STAR LANTERN COPPER,CA56,(All) ACG View|Candle Accessories,,,,4,13.5,,,,,4,ca56-star-with-candle-ring.jpg,1,27,,4,1,A Cheerful Giver,"Country Rustic-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Lanterns",67462300233-0,1,,
HEART LANTERN BLACK,CA57,(All) ACG View|Candle Accessories,,,,4,13.5,,,,,4,ca57-heart-with-candle-ring.jpg,1,27,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Lanterns",67462300234-7,1,,
HEART LANTERN COPPER,CA58,(All) ACG View|Candle Accessories,,,,4,13.5,,,,,4,ca58-heart-with-candle-ring.jpg,1,27,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Lanterns",67462300235-4,1,,
STAR NESTING TINS,CA63,(All) ACG View|Candle Accessories,"4.5""W x 8""H 4.25""W x 6""H 3.375""W x 4""H",,,2,10.75,,,,,2,star-nesting-tins.jpg,1,21.5,,4,1,A Cheerful Giver,"Country Rustic-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Lanterns",67462300263-7,1,,
NESTING TINS,CA64,(All) ACG View|Candle Accessories,"4.5""W x 7""H 3.875""W x 6.5""H 3.375""W x 5.75""H",,,2,14,,,,,2,nesting-tins.jpg,1,28,,4,1,A Cheerful Giver,"Country Rustic-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Lanterns",67462300264-4,1,,
STAR CANDLE LAMP,CA65,(All) ACG View|Candle Accessories,,,,4,10.75,,,,,4,star-candle-lamp.jpg,1,21.5,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Lanterns",67462300265-1,1,,
STAR VOTIVE HOLDER BLACK,CA67,(All) ACG View|Candle Accessories,Holds one votive.,,,2,3.25,,,,,2,CA67-Votive-Black-Star.jpg,1,6.5,,4,1,A Cheerful Giver,"Country Rustic-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Votive Holders",67462300267-5,1,,
WINE VOTIVE HOLDER,CA68,(All) ACG View|Candle Accessories,"Our new line of Crackled Glass Candle Accessories will make a statement in your store. Each item is uniquely painted to reflect a season or an everyday look. From Fall to Winter or everyday d√©cor, these designs will stand out and have your customers buzzing.",,,2,3.35,,,,,2,CA68-Votive-Wine.jpg,1,6.7,,4,1,A Cheerful Giver,"Country Rustic-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Votive Holders",67462300268-2,1,,
SPRING BIRDS VOTIVE HOLDER,CA70,(All) ACG View|Candle Accessories,"Our new line of Crackled Glass Candle Accessories will make a statement in your store. Each item is uniquely painted to reflect a season or an everyday look. From Fall to Winter or everyday d√©cor, these designs will stand out and have your customers buzzing.",,,2,3.35,,,,,2,CA70-Votive-Spring-Birds.jpg,1,6.7,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Votive Holders",67462300270-5,1,,
HEART VOTIVE HOLDER COPPER,CA71,(All) ACG View|Candle Accessories,Holds one votive.,,,2,3.25,,,,,2,CA71-Votive-Copper-Heart.jpg,1,6.5,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Votive Holders",67462300271-2,1,,
STAR VOTIVE HOLDER COPPER,CA72,(All) ACG View|Candle Accessories,Holds one votive.,,,2,3.25,,,,,2,CA72-Votive-Copper-Star.jpg,1,6.5,,4,1,A Cheerful Giver,"Country Rustic-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Votive Holders",67462300272-9,1,,
OWL WARMER- GREEN,CM31,(All) ACG View|Candle Accessories,"All the fragrance of a scented candle without a flame. Add your favorite scented wax or oil. Warming bulb heats dish to release the lovely fragrance. Scented wax or oil melts quickly. ""¢ No open flame or unhealthy smoke.",,,2,10,,,,,2,owl-wax-melter.jpg,1,20,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Wax Warmers",67462300026-8,1,,
STAR WARMER- BLACK,CM34,(All) ACG View|Candle Accessories,"All the fragrance of a scented candle without a flame. Add your favorite scented wax or oil. Warming bulb heats dish to release the lovely fragrance. Scented wax or oil melts quickly. ""¢ No open flame or unhealthy smoke.",,,2,10,,,,,2,black-star-melter.jpg,1,20,,4,1,A Cheerful Giver,"Country Rustic-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Wax Warmers",67462300029-9,1,,
SNOWMAN WARMER,CM40,(All) ACG View|Candle Accessories,"All the fragrance of a scented candle without a flame. Add your favorite scented wax or oil. Warming bulb heats dish to release the lovely fragrance. Scented wax or oil melts quickly. ""¢ No open flame or unhealthy smoke.",,,2,10,,,,,2,snowman-wax-melter.jpg,1,20,,4,1,A Cheerful Giver,"Christmas-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Wax Warmers",67462300032-9,1,,
WICK TRIMMER,CWTRIM,(All) ACG View|Candle Accessories,"A Cheerful Giver Wick Trimmers are specifically designed to reach into a jar and cut wicks to a perfect length.
Each wick trimmer is delicately engraved with a darling decorative design and the ""A Cheerful Giver"" name. You can be sure you are getting a quality wick trimmer and more accurate cutting capabilities because these wick trimmer candle accessories are brought to you by A Cheerful Giver.
Our wick cutter allows for more wicks to be trimmed with ease and perfection. Always make sure your candle is trimmed to 1/4"" and after a few hours of burning, blow out...let cool....re-trim and re-light!
All of A Cheerful Giver candles are made with quality wicks and more fragrance. Wick Trimmers are the perfect addition to any candle gift.
Be sure to check out our other great A Cheerful Giver candle accessories.",,,12,4.5,,,,,12,112_6.jpg,1,9,,4,1,A Cheerful Giver,"Country Rustic-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings",67462390000-1,1,,
SNOWY PINE CANDLE RING W/APPLE & IRON SNOWFLAKE,CR01,(All) ACG View|Candle Rings,"Snowy pine wreath with apple & iron snowflake. Opening 10.5""ù",,,6,3.5,,,,,6,cr01a-snowy-pine-wreath.jpg,1,7,,4,1,A Cheerful Giver,"Christmas-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Rings",67462302001-3,1,,
SNOWY PINE WREATH W/ APPLE & IRON SNOWFLAKE ,CR01A,(All) ACG View|Candle Rings,"Snowy pine wreath with apple & iron snowflake. Opening 10.5""ù",,,2,16.75,,,,,2,cr01a-snowy-pine-wreath.jpg,1,33.5,,4,1,A Cheerful Giver,"Christmas-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Rings",67462302046-4,1,,
PINE BERRY CANDLE RING W/ RUSTY BELL & BURLAP STAR,CR10,(All) ACG View|Candle Rings,Winter Candle Ring,,,6,3.5,,,,,6,cr10.jpg,1,7,,4,1,A Cheerful Giver,"Christmas-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Rings",67462302021-1,1,,
Pine wreath with sugared berry & pinecone,CR11A,(All) ACG View|Candle Rings,"Pinecone berry wreath. Opening 10.5""ù",,,2,17,,,,,2,cr11a-pine-wreath.jpg,1,34,,4,1,A Cheerful Giver,"Christmas-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Rings",67462302048-8,1,,
APPLE BERRY CANDLE RING ,CR13,(All) ACG View|Candle Rings,Fall Candle Ring,,,6,3.75,,,,,6,cr13.jpg,1,7.5,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Rings",67462302013-6,1,,
BERRY CANDLE RING W/ ACORN & PINECONE,CR17,(All) ACG View|Candle Rings,Fall Candle Ring,,,6,4,,,,,6,cr17.jpg,1,8,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Rings",67462302017-4,1,,
Pinecone berry wreath,CR19A,(All) ACG View|Candle Rings,"Pine wreath with sugared berry & pinecone. Opening 9.5""ù",,,2,16.75,,,,,2,cr19a-pinecone-wreath.jpg,1,33.5,,4,1,A Cheerful Giver,Christmas-Wreaths,,Wreaths & Garlands-Wreaths,67462302050-1,1,,
CREAM PIPBERRY FLOWER,CR21,(All) ACG View|Candle Rings,Spring Candle Ring,,,6,4.25,,,,,6,cr21.jpg,1,8.5,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Rings",67462302043-3,1,,
PINK PIPBERRY FLOWER,CR22,(All) ACG View|Candle Rings,Spring Candle Ring,,,6,4.25,,,,,6,cr22.jpg,1,8.5,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Rings",67462302022-8,1,,
BERRY ACORN,CR23,(All) ACG View|Candle Rings,Fall Candle Ring,,,6,3.5,,,,,6,cr23.jpg,1,7,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Rings",67462302023-5,1,,
BURGUNDY BERRY,CR24,(All) ACG View|Candle Rings,Fall Candle Ring,,,6,3.25,,,,,6,cr24.jpg,1,6.5,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Rings",67462302024-2,1,,
PLUM BERRY FLOWER,CR25,(All) ACG View|Candle Rings,Spring Candle Ring,,,6,3.5,,,,,6,cr25.jpg,1,7,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Rings",67462302025-9,1,,
PURPLE PIPBERRY FLOWER,CR26,(All) ACG View|Candle Rings,Spring Candle Ring,,,6,4.25,,,,,6,cr26.jpg,1,8.5,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Rings",67462302026-6,1,,
LIGHT BLUE BURLAP STAR,CR27,(All) ACG View|Candle Rings,,,,6,3,,,,,6,CR27.jpg,1,6,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Rings",67462302027-3,1,,
BURGUNDY BURLAP STAR,CR28,(All) ACG View|Candle Rings,Everyday Candle Ring,,,6,3,,,,,6,cr28.jpg,1,6,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Rings",67462302028-0,1,,
CRANBERRY PIPBERRY FLOWER,CR30,(All) ACG View|Candle Rings,Spring Candle Ring,,,6,4.25,,,,,6,cr30.jpg,1,8.5,,4,1,A Cheerful Giver,"Spring & Easter-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Rings",67462302030-3,1,,
CRIMSON PIPBERRY FLOWER,CR31,(All) ACG View|Candle Rings,Spring Candle Ring,,,6,4.25,,,,,6,cr31.jpg,1,8.5,,4,1,A Cheerful Giver,"Spring & Easter-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Rings",67462302031-0,1,,
YELLOW BERRY FLOWER,CR32,(All) ACG View|Candle Rings,Spring Candle Ring,,,6,3.5,,,,,6,cr32.jpg,1,7,,4,1,A Cheerful Giver,"Spring & Easter-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Rings",67462302032-7,1,,
ORANGE BERRY FLOWER,CR33,(All) ACG View|Candle Rings,Spring Candle Ring,,,6,3.5,,,,,6,cr33.jpg,1,7,,4,1,A Cheerful Giver,"Spring & Easter-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Rings",67462302033-4,1,,
BLUE BERRY FLOWER,CR34,(All) ACG View|Candle Rings,Spring Candle Ring,,,6,3.5,,,,,6,cr34.jpg,1,7,,4,1,A Cheerful Giver,"Spring & Easter-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Rings",67462302034-1,1,,
GREEN BERRY FLOWER,CR36,(All) ACG View|Candle Rings,Spring Candle Ring,,,6,3.5,,,,,6,cr36.jpg,1,7,,4,1,A Cheerful Giver,"Spring & Easter-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Rings",67462302036-5,1,,
CRIMSON BERRY,CR37,(All) ACG View|Candle Rings,Fall Candle Ring,,,6,3.25,,,,,6,cr37.jpg,1,6.5,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Rings",67462302037-2,1,,
GREEN BURLAP STAR,CR39,(All) ACG View|Candle Rings,Everyday Candle Ring,,,6,3,,,,,6,cr39.jpg,1,6,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Rings",67462302039-6,1,,
NAVY BURLAP STAR,CR40,(All) ACG View|Candle Rings,,,,6,3,,,,,6,cr40.jpg,1,6,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Rings",67462302040-2,1,,
PINK BURLAP STAR,CR41,(All) ACG View|Candle Rings,Everyday Candle Ring,,,6,3,,,,,6,cr41.jpg,1,6,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Rings",67462302041-9,1,,
MINI PINE CANDLE RING W/ SUGARED BERRY & PINECONES ,CR44M,(All) ACG View|Candle Rings,"Mini Candle Rings ""¢ Set of 2",,,6,2.25,,,,,6,CR44M-Mini-Candle-Ring.jpg,1,4.5,,4,1,A Cheerful Giver,"Christmas-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Rings",67462302044-0,1,,
PIP CANDLE RING WITH FLAG,CR54,(All) ACG View|Candle Rings,Spring Candle Ring,,,6,3.5,,,,,6,cr54.jpg,1,7,,4,1,A Cheerful Giver,Americana-Candles & Holders,,"Candle Holders, Warmers & Rings-Candle Rings",67462302054-9,1,,
"BURLAP SUNFLOWER CANDLE RING W/ IRON BEE, HONEYCOMB, PIP & LEAF",CR55,(All) ACG View|Candle Rings,Spring Candle Ring,,,6,3.5,,,,,6,cr55.jpg,1,7,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Rings",67462302055-6,1,,
FORSYTHIA CANDLE RING ,CR56,(All) ACG View|Candle Rings,Spring Candle Ring,,,6,4.25,,,,,6,cr56.jpg,1,8.5,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Rings",67462302056-3,1,,
FLORAL CANDLE RING W/ PIP & BERRY FUCHIA/YELLOW/PURPLE ,CR57,(All) ACG View|Candle Rings,Spring Candle Ring,,,6,4.25,,,,,6,cr57.jpg,1,8.5,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Rings",67462302057-0,1,,
SALMON & YELLOW CANDLE RING ,CR58,(All) ACG View|Candle Rings,Spring Candle Ring,,,6,4.25,,,,,6,cr58.jpg,1,8.5,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Rings",67462302058-7,1,,
CANDLE RING WITH PEARS ,CR59,(All) ACG View|Candle Rings,Spring Candle Ring,,,6,3.5,,,,,6,cr59.jpg,1,7,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Rings",67462302059-4,1,,
FLORAL CANDLE RING W/ PIP & BERRY WHITE/SALMON/YELLOW,CR60,(All) ACG View|Candle Rings,Spring Candle Ring,,,6,4.25,,,,,6,cr60.jpg,1,8.5,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Rings",67462302060-0,1,,
MAPLE WITH BERRY CANDLE RING ,CR61,(All) ACG View|Candle Rings,Fall Candle Ring,,,6,3.5,,,,,6,cr61.jpg,1,7,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Rings",67462302061-7,1,,
ORANGE PINECONE WITH BERRIES ,CR63,(All) ACG View|Candle Rings,Fall Candle Ring,,,6,3.5,,,,,6,cr63.jpg,1,7,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Rings",67462302063-1,1,,
PINECONE WITH MAPLE ,CR64,(All) ACG View|Candle Rings,Fall Candle Ring,,,6,4.75,,,,,6,cr64.jpg,1,9.5,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Rings",67462302064-8,1,,
PINE WITH BERRY APPLE & STARS ,CR65,(All) ACG View|Candle Rings,Winter Candle Ring,,,6,3.75,,,,,6,cr65.jpg,1,7.5,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Rings",67462302065-5,1,,
HOLLY BERRIES & PINECONES ,CR66,(All) ACG View|Candle Rings,Winter Candle Ring,,,6,3.5,,,,,6,cr66.jpg,1,7,,4,1,A Cheerful Giver,"Christmas-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Rings",67462302066-2,1,,
FROSTED CRANBERY ,CR67,(All) ACG View|Candle Rings,Winter Candle Ring,,,6,3.75,,,,,6,cr67.jpg,1,7.5,,4,1,A Cheerful Giver,"Christmas-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Rings",67462302067-9,1,,
PINE WITH BERRIES & ICE ,CR69,(All) ACG View|Candle Rings,Winter Candle Ring,,,6,3.5,,,,,6,cr69.jpg,1,7,,4,1,A Cheerful Giver,"Christmas-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Candle Rings",67462302069-3,1,,
Butterfly & Flower,CR70,(All) ACG View|Candle Rings|(Newest) Additions,Spring Candle Ring,,,6,4.25,,,,,6,cr70.jpg,1,8.5,,4,1,A Cheerful Giver,"Spring & Easter-Candles, Holders & Rings",,Floral & Vases-Candle Rings,67462302070-9,1,,
Flower & Bird,CR71,(All) ACG View|Candle Rings|(Newest) Additions,Spring Candle Ring,,,6,4.25,,,,,6,cr71.jpg,1,8.5,,4,1,A Cheerful Giver,"Spring & Easter-Candles, Holders & Rings",,Floral & Vases-Candle Rings,67462302071-6,1,,
Sunflower,CR72,(All) ACG View|Candle Rings|(Newest) Additions,Spring Candle Ring,,,6,4.25,,,,,6,cr72.jpg,1,8.5,,4,1,A Cheerful Giver,"Spring & Easter-Candles, Holders & Rings",,Floral & Vases-Candle Rings,67462302072-3,1,,
Pine Berry with Hawthorn,CR73,(All) ACG View|Candle Rings|(Newest) Additions,candle rings,,,6,4.5,,,,,6,CR73.jpg,1,9,,4,1,A Cheerful Giver,"Spring & Easter-Candles, Holders & Rings",,Floral & Vases-Candle Rings,67462302073-0,1,,
Pine Berry with Bell,CR74,(All) ACG View|Candle Rings|(Newest) Additions,candle rings,,,6,4.25,,,,,6,CR74.jpg,1,8.5,,4,1,A Cheerful Giver,"Spring & Easter-Candles, Holders & Rings",,Floral & Vases-Candle Rings,67462302074-7,1,,
Eucalyptus Leaf with Silver Berry,CR75,(All) ACG View|Candle Rings|(Newest) Additions,candle rings,,,6,3.75,,,,,6,CR75.jpg,1,7.5,,4,1,A Cheerful Giver,"Spring & Easter-Candles, Holders & Rings",,Floral & Vases-Candle Rings,67462302075-4,1,,
Frosted Pine with Berry,CR76,(All) ACG View|Candle Rings|(Newest) Additions,candle rings,,,6,4.25,,,,,6,CR76.jpg,1,8.5,,4,1,A Cheerful Giver,"Spring & Easter-Candles, Holders & Rings",,Floral & Vases-Candle Rings,67462302076-1,1,,
Hydrangea with Pine Needle,CR77,(All) ACG View|Candle Rings|(Newest) Additions,candle rings,,,6,4.5,,,,,6,CR77.jpg,1,9,,4,1,A Cheerful Giver,"Spring & Easter-Candles, Holders & Rings",,Floral & Vases-Candle Rings,67462302077-8,1,,
Wild Flower with Leaf,CR78,(All) ACG View|Candle Rings|(Newest) Additions,candle rings,,,6,4.25,,,,,6,CR78.jpg,1,8.5,,4,1,A Cheerful Giver,"Spring & Easter-Candles, Holders & Rings",,Floral & Vases-Candle Rings,67462302078-5,1,,
Maple Leaf w/ Berry & Grass w/Sunflower,CR79,(All) ACG View|Candle Rings|(Newest) Additions,candle rings,,,6,4.5,,,,,6,CR79.jpg,1,9,,4,1,A Cheerful Giver,"Spring & Easter-Candles, Holders & Rings",,Floral & Vases-Candle Rings,67462302079-2,1,,
Hydrangea with Acorn,CR80,(All) ACG View|Candle Rings|(Newest) Additions,candle rings,,,6,4.75,,,,,6,CR80.jpg,1,9.5,,4,1,A Cheerful Giver,"Spring & Easter-Candles, Holders & Rings",,Floral & Vases-Candle Rings,67462302080-8,1,,
