Product Name,Item Number,Store Categories,Detailed Product Description,Product Summary Overview,Size,minimum_quantity,Unit Price,minimum_quantityP2,tier_2_price,minimum_quantityP3,tier_3_price,multiple_of,Product Images,Quantity,MSRP,Sale Price,Ship Days,Is Active,Brand,Categories,Variations,Section,Sku,isImageAvailable,,
VOTIVE HONEY PEAR CIDER,V71,(All) ACG View|Votives,"Honey Pear Cider fragrance consists of delicious Anjou pear and Honey crisp apple cider sprinkled with cinnamon & cloves.
Our NEW True to Life Fragrances will fill the air and warm your heart all at the same time!
1.5 oz. 12 hr. Burn Time 
Our votives come in a set of 2.",,Burn Time: 10 - 12 hrs,18,0.94,,,,,18,V71-Honey-Pear-Cider.jpg,1,1.89,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,Candles & Fragrances-Votives,67462334071-5,1,,
VOTIVE WELCOME WREATH,V76,(All) ACG View|Votives,"Welcome Wreath fragrance consists of noble fir, Blue Spruce and juniper berries with sweet Bosc pear, mandarin orange, tart apple and sweet musk.
Our NEW True to Life Fragrances will fill the air and warm your heart all at the same time!
1.5 oz. 12 hr. Burn Time
Our votives come in a set of 2",,Burn Time: 10 - 12 hrs,18,0.94,,,,,18,V76-Welcome-Wreath.jpg,1,1.89,,4,1,A Cheerful Giver,"Christmas-Candles, Holders & Rings",,Candles & Fragrances-Votives,67462334076-0,1,,
VOTIVE CRANBERRY ORANGE,V77,(All) ACG View|Votives,"Cranberry Orange fragrance consists of cranberry, sweet orange, cinnamon & clove.
Our NEW True to Life Fragrances will fill the air and warm your heart all at the same time!
1.5 oz. 12 hr. Burn Time 
Our votives come in a set of 2.",,Burn Time: 10 - 12 hrs,18,0.94,,,,,18,V77-Cranberry-Orange.jpg,1,1.89,,4,1,A Cheerful Giver,"Christmas-Candles, Holders & Rings",,Candles & Fragrances-Votives,67462334077-7,1,,
VOTIVE HOMEMADE GINGERBREAD,V79,(All) ACG View|Votives,"Homemade Gingerbread fragrance consists of warm gingerbread, spice & a hint of orange & lemon.
Our NEW True to Life Fragrances will fill the air and warm your heart all at the same time!
1.5 oz. 12 hr. Burn Time",,Burn Time: 10 - 12 hrs,18,0.94,,,,,18,V79-Homemade-Gingerbread.jpg,1,1.89,,4,1,A Cheerful Giver,"Christmas-Candles, Holders & Rings",,Candles & Fragrances-Votives,67462334079-1,1,,
VOTIVE LILACS IN BLOOM,V80,(All) ACG View|Votives,"Lilacs in Bloom fragrance consists of flowering lilacs, violet leaves, muguet, iris, sandalwood &amp; heliotrope. 
Our NEW True to Life Fragrances will fill the air and warm your heart all at the same time!
1.5 oz. 12 hr. Burn Time
Our votives come in a set of 2.",,Burn Time: 10 - 12 hrs,18,0.94,,,,,18,V80-Lilacs-in-Bloom.jpg,1,1.89,,4,1,A Cheerful Giver,Garden & Outdoor-Candles & Holders,,Candles & Fragrances-Votives,67462334080-7,1,,
VOTIVE VERY BERRY BEKKA BOO,V82,(All) ACG View|Votives,"Very Berry Beckah Boo fragrance consists of a juicy mixture of fresh berries.
Our NEW True to Life Fragrances will fill the air and warm your heart all at the same time!
1.5 oz. 12 hr. Burn Time
Our votives come in a set of 2.",,Burn Time: 10 - 12 hrs,18,0.94,,,,,18,V82-Very-Berry.jpg,1,1.89,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,Candles & Fragrances-Votives,67462334082-1,1,,
VOTIVE MANGO TANGO,V83,(All) ACG View|Votives,"Mango Tango fragrance consists of the tropical scent of fresh sweet, ripe mangos.
Our NEW True to Life Fragrances will fill the air and warm your heart all at the same time!
1.5 oz. 12 hr. Burn Time",,Burn Time: 10 - 12 hrs,18,0.94,,,,,18,V83-Mango-Tango.jpg,1,1.89,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,Candles & Fragrances-Votives,67462334083-8,1,,
VOTIVE WARM & GOOEY CINNAMON BUNS,V84,(All) ACG View|Votives,"Warm & Gooey Cinnamon Buns fragrance consists of cinnamon, clove & sugary caramel vanilla.
Our NEW True to Life Fragrances will fill the air and warm your heart all at the same time!
1.5 oz. 12 hr. Burn Time 
Our votives come in a set of 2.",,Burn Time: 10 - 12 hrs,18,0.94,,,,,18,V84-Warm-and-Gooey.jpg,1,1.89,,4,1,A Cheerful Giver,"Country Rustic-Candles, Holders & Rings",,Candles & Fragrances-Votives,67462334084-5,1,,
VOTIVE COUNTRY WILDFLOWERS,V85,(All) ACG View|Votives,"Country Wildflowers fragrance consists of an enticing blend of gardenia and rose blossoms with hints of subtle sandalwood.
Our NEW True to Life Fragrances will fill the air and warm your heart all at the same time!
1.5 oz. 12 hr. Burn Time 
Comes in display case, 18 votives per case.",,Burn Time: 10 - 12 hrs,18,0.94,,,,,18,country-wildflowers_1.jpg,1,1.89,,4,1,A Cheerful Giver,Garden & Outdoor-Candles & Holders,,Candles & Fragrances-Votives,67462334085-2,1,,
VOTIVE CLOUD 9,V86,(All) ACG View|Votives,"Cloud 9 fragrance consists of intoxicating blends of lilies, lilac, sandalwood and ylang-ylang touched with lavender and tonka.
Our NEW True to Life Fragrances will fill the air and warm your heart all at the same time!
1.5 oz. 12 hr. Burn Time 
Comes in display case, 18 votives per case.",,Burn Time: 10 - 12 hrs,18,0.94,,,,,18,cloud-9_1.jpg,1,1.89,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,Candles & Fragrances-Votives,67462334086-9,1,,
VOTIVE HONEYSUCKLE VANILLA,V88,(All) ACG View|Votives,"Honeysuckle Vanilla fragrance consists of a sweet honeysuckle warmed with vanilla with a top note of sweet apples and citrus.
Our NEW True to Life Fragrances will fill the air and warm your heart all at the same time!
1.5 oz. 12 hr. Burn Time 
Our votives come in a set of 2.",,Burn Time: 10 - 12 hrs,18,0.94,,,,,18,V88-Honeysuckle-Vanilla.jpg,1,1.89,,4,1,A Cheerful Giver,Garden & Outdoor-Candles & Holders,,Candles & Fragrances-Votives,67462334088-3,1,,
VOTIVE LUSCIOUS FRUIT ,V90,(All) ACG View|Votives,"Luscious Fruit fragrance consists of luscious combination of ripe raspberries, oranges, lavender, cassis, jasmine, sandalwood and sugar.
Our NEW True to Life Fragrances will fill the air and warm your heart all at the same time!
1.5 oz. 12 hr. Burn Time 
Comes in display case, 18 votives per case.",,Burn Time: 10 - 12 hrs,18,0.94,,,,,18,luscious-fruit_1.jpg,1,1.89,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,Candles & Fragrances-Votives,67462334090-6,1,,
VOTIVE CRUMB COFFEE CAKE,V92,(All) ACG View|Votives,"Crumb Coffee Cake fragrance consists of a warm golden coffee cake with a sweet cinnamon sugar butter crumb.
Our NEW True to Life Fragrances will fill the air and warm your heart all at the same time!
1.5 oz. 12 hr. Burn Time 
Our votives come in a set of 2.",,Burn Time: 10 - 12 hrs,18,0.94,,,,,18,V92-Crumb-Coffee-Cake.jpg,1,1.89,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,Candles & Fragrances-Votives,67462334092-0,1,,
VOTIVE HOT BUTTER RUM,V96,(All) ACG View|Votives,"Hot Butter Rum fragrance consists of a toasty drink, creamy butter, sugar & cinnamon.
Our NEW True to Life Fragrances will fill the air and warm your heart all at the same time!
1.5 oz. 12 hr. Burn Time 
Our votives come in a set of 2.",,Burn Time: 10 - 12 hrs,18,0.94,,,,,18,V96-Hot-Butter-Rum.jpg,1,1.89,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,Candles & Fragrances-Votives,67462334096-8,1,,
VOTIVE ORANGE CINNAMON CLOVE,V97,(All) ACG View|Votives,"Orange Cinnamon Clove fragrance consists of cinnamon & cloves draped with a touch of orange.
Our NEW True to Life Fragrances will fill the air and warm your heart all at the same time!
1.5 oz. 12 hr. Burn Time 
Our votives come in a set of 2.",,Burn Time: 10 - 12 hrs,18,0.94,,,,,18,V97-Orange-Cinnamon-Clove.jpg,1,1.89,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,Candles & Fragrances-Votives,67462334097-5,1,,
VOTIVE CARMELIZED CREME BRULEE,V99,(All) ACG View|Votives,"Caramelized Creme Brul√©e fragrance consists of cr√®me, caramel toffee, coconut vanilla & spices.
Our NEW True to Life Fragrances will fill the air and warm your heart all at the same time!
1.5 oz. 12 hr. Burn Time 
Our votives come in a set of 2.",,Burn Time: 10 - 12 hrs,18,0.94,,,,,18,V99-Caramelized-Creme.jpg,1,1.89,,4,1,A Cheerful Giver,"Christmas-Candles, Holders & Rings",,Candles & Fragrances-Votives,67462334099-9,1,,
ACG Votive Luxurious Linen,V02,(All) ACG View|Votives|(Newest) Additions,"Luxurious Linen fragrance consists of warm linen fragrance of orange blossom, jasmine, cyclamen, herbal tea and smooth cedar wood.
Our NEW True to Life Fragrances will fill the air and warm your heart all at the same time!
1.5 oz. 12 hr. Burn Time 
Our votives come in a set of 2.",,Burn Time: 10 - 12 hrs,18,0.94,,,,,18,V02-Luxurios-Linen.jpg,1,1.89,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,Candles & Fragrances-Votives,67462334002-9,1,,
Votives - Garden Party - Soft Yellow,v116,(All) ACG View|Votives|(Newest) Additions,"Garden Party fragrance consists of fresh garden greens, aloe, lotus & water lily sprinkled in amber & bergamot.
Our NEW True to Life Fragrances will fill the air and warm your heart all at the same time!
1.5 oz. 12 hr. Burn Time
Our votives come in a set of 2",,18/cs,18,0.94,,,,,18,garden-party-votives.jpg,1,1.88,,4,1,A Cheerful Giver,Garden & Outdoor-Candles & Holders,,Candles & Fragrances-Votives,67462334116-3,1,,
Votives - Adventure Awaits - Off White,v119,(All) ACG View|Votives|(Newest) Additions,"Adventure Awaits fragrance consists of fresh sea air enveloped in night blooming jasmine, sandalwood, sea moss, tonka, patchouli & amber.
Our NEW True to Life Fragrances will fill the air and warm your heart all at the same time!
1.5 oz. 12 hr. Burn Time
Our votives come in a set of 2",,18/cs,18,0.94,,,,,18,adventure-awaits-votives.jpg,1,1.88,,4,1,A Cheerful Giver,Beach & Seashore-Candle Holders & Rings,,Candles & Fragrances-Votives,67462334119-4,1,,
Votives - Reflections - Teal,v123,(All) ACG View|Votives|(Newest) Additions,"Reflections fragrance consists of refreshing oceanic sea spray complimented with sea salt, warm driftwood & moss.
Our NEW True to Life Fragrances will fill the air and warm your heart all at the same time!
1.5 oz. 12 hr. Burn Time
Our votives come in a set of 2",,18/cs,18,0.94,,,,,18,reflections-votives.jpg,1,1.88,,4,1,A Cheerful Giver,Beach & Seashore-Candle Holders & Rings,,Candles & Fragrances-Votives,67462334123-1,1,,
Votives - Berry Maple Cobbler - Red,v125,(All) ACG View|Votives|(Newest) Additions,"Berry Maple Cobbler fragrance consists of rich berry & citrus character with buttery vanilla maple notes in a baked sugary crumble crust.
Our NEW True to Life Fragrances will fill the air and warm your heart all at the same time!
1.5 oz. 12 hr. Burn Time
Our votives come in a set of 2",,18/cs,18,0.94,,,,,18,berry-maple-cobbler-votives.jpg,1,1.88,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,Candles & Fragrances-Votives,67462334125-5,1,,
Votives - Barnyard Breakfast - Light Terracotta,v126,(All) ACG View|Votives|(Newest) Additions,"Barnyard Breakfast fragrance consists of down home country french toast, buttery maple syrup, cinnamon & pecans.
Our NEW True to Life Fragrances will fill the air and warm your heart all at the same time!
1.5 oz. 12 hr. Burn Time
Our votives come in a set of 2",,18/cs,18,0.94,,,,,18,barnyard-breakfast-votives.jpg,1,1.88,,4,1,A Cheerful Giver,"Country Rustic-Candles, Holders & Rings",,Candles & Fragrances-Votives,67462334126-2,1,,
Votives - Blissful Moments - Pink,v127,(All) ACG View|Votives|(Newest) Additions,"Blissful Moments fragrance consists of soft blend of jasmine, peonies, lilies, fresh peaches & ripe berries with hints of vanilla, amber & sandalwood.
Our NEW True to Life Fragrances will fill the air and warm your heart all at the same time!
1.5 oz. 12 hr. Burn Time
Our votives come in a set of 2",,18/cs,18,0.94,,,,,18,blissful-moments-votives.jpg,1,1.88,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,Candles & Fragrances-Votives,67462334127-9,1,,
STAR PIERCED TIN WARMER- BURGUNDY,CM02,(All) ACG View|Wax Melters,"All the fragrance of a scented candle without a flame. Add your favorite scented wax or oil. Warming bulb heats dish to release the lovely fragrance. Scented wax or oil melts quickly. ""¢ No open flame or unhealthy smoke ""¢ Lit bulb shows off attractive rustic tin punch design",,,2,10,,,,,2,1611_6.jpg,1,20,,4,1,A Cheerful Giver,"Country Rustic-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Wax Warmers",67462300002-2,1,,
STAR PIERCED TIN WARMER- BLACK,CM04,(All) ACG View|Wax Melters,"All the fragrance of a scented candle without a flame. Add your favorite scented wax or oil. Warming bulb heats dish to release the lovely fragrance. Scented wax or oil melts quickly. ""¢ No open flame or unhealthy smoke ""¢ Lit bulb shows off attractive rustic tin punch design",,,2,10,,,,,2,1610_6.jpg,1,20,,4,1,A Cheerful Giver,"Country Rustic-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Wax Warmers",67462300004-6,1,,
TREE PIERCED TIN WARMER- BURGUNDY,CM06,(All) ACG View|Wax Melters,"All the fragrance of a scented candle without a flame. Add your favorite scented wax or oil. Warming bulb heats dish to release the lovely fragrance. Scented wax or oil melts quickly. ""¢ No open flame or unhealthy smoke ""¢ Lit bulb shows off attractive rustic tin punch design",,,2,10,,,,,2,1613_6.jpg,1,20,,4,1,A Cheerful Giver,"Christmas-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Wax Warmers",67462300006-0,1,,
TREE PIERCED TIN WARMER- BROWN,CM08,(All) ACG View|Wax Melters,"All the fragrance of a scented candle without a flame. Add your favorite scented wax or oil. Warming bulb heats dish to release the lovely fragrance. Scented wax or oil melts quickly. ""¢ No open flame or unhealthy smoke ""¢ Lit bulb shows off attractive rustic tin punch design",,,2,10,,,,,2,1612_6.jpg,1,20,,4,1,A Cheerful Giver,"Christmas-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Wax Warmers",67462300008-4,1,,
IVY PLUG IN- WAX MELTER WHITE,CM10,(All) ACG View|Wax Melters,"No flame, just scent! The perfect way to add fragrance to any room! Our new wax melters are sure to provide the perfect gift for any occasion. Our Ivy melters each release just the right amount of fragrance for any room. ""¢ Holds one wax potpourri. ""¢ Removable dish for easy cleaning. ""¢ 15 watt light bulb melts wax and serves as night light.",,,2,6,,,,,2,ivy-plugin-white.jpg,1,12,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Wax Warmers",67462300010-7,1,,
IVY PLUG IN- WAX MELTER TAN,CM11,(All) ACG View|Wax Melters,"No flame, just scent! The perfect way to add fragrance to any room! Our new wax melters are sure to provide the perfect gift for any occasion. Our Ivy melters each release just the right amount of fragrance for any room. ""¢ Holds one wax potpourri. ""¢ Removable dish for easy cleaning. ""¢ 15 watt light bulb melts wax and serves as night light.",,,2,6,,,,,2,ivy-plugin-tan.jpg,1,12,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Wax Warmers",67462300011-4,1,,
IVY PLUG IN- WAX MELTER BURGUNDY,CM12,(All) ACG View|Wax Melters,"No flame, just scent! The perfect way to add fragrance to any room! Our new wax melters are sure to provide the perfect gift for any occasion. Our Ivy melters each release just the right amount of fragrance for any room. ""¢ Holds one wax potpourri. ""¢ Removable dish for easy cleaning. ""¢ 15 watt light bulb melts wax and serves as night light.",,,2,6,,,,,2,ivy-plugin-burgundy.jpg,1,12,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Wax Warmers",67462300012-1,1,,
POT BELLY STOVE PLUG IN- WAX MELTER,CM14,(All) ACG View|Wax Melters,"No flame, just scent! The perfect way to add fragrance to any room! Our new wax melters are sure to provide the perfect gift for any occasion. Our melters each release just the right amount of fragrance for any room. ""¢ Holds one wax potpourri. ""¢ 15 watt light bulb melts wax and serves as night light.",,,2,6,,,,,2,potbelly-stove-plugin.jpg,1,12,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Wax Warmers",67462300014-5,1,,
SNOWMAN PLUG IN- WAX MELTER,CM15,(All) ACG View|Wax Melters,"No flame, just scent! The perfect way to add fragrance to any room! Our new wax melters are sure to provide the perfect gift for any occasion. Our melters each release just the right amount of fragrance for any room. ""¢ Holds one wax potpourri. ""¢ 15 watt light bulb melts wax and serves as night light.",,,2,6,,,,,2,snowman-plugin.jpg,1,12,,4,1,A Cheerful Giver,"Christmas-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Wax Warmers",67462300015-2,1,,
OWL PLUG IN- WAX MELTER,CM16,(All) ACG View|Wax Melters,"No flame, just scent! The perfect way to add fragrance to any room! Our new wax melters are sure to provide the perfect gift for any occasion. Our melters each release just the right amount of fragrance for any room. ""¢ Holds one wax potpourri. ""¢ 15 watt light bulb melts wax and serves as night light.",,,2,6,,,,,2,owl-plugin.jpg,1,12,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Wax Warmers",67462300016-9,1,,
PINEAPPLE PLUG IN- WAX MELTER,CM23,(All) ACG View|Wax Melters,"No flame, just scent! The perfect way to add fragrance to any room! Our new wax melters are sure to provide the perfect gift for any occasion. Our melters each release just the right amount of fragrance for any room. ""¢ Holds one wax potpourri. ""¢ 15 watt light bulb melts wax and serves as night light.",,,2,6,,,,,2,pineapple-plugin.jpg,1,12,,4,1,A Cheerful Giver,"Country Rustic-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Wax Warmers",67462300017-6,1,,
TUSCANY WARMER- CREAM,CM26,(All) ACG View|Wax Melters,"All the fragrance of a scented candle without a flame. Add your favorite scented wax or oil. Warming bulb heats dish to release the lovely fragrance. Scented wax or oil melts quickly. ""¢ No open flame or unhealthy smoke.",,,2,10,,,,,2,tuscany-cream.jpg,1,20,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Wax Warmers",67462300025-1,1,,
TAPESTRY PLUG IN- WAX MELTER CREAM,CM27,(All) ACG View|Wax Melters,"No flame, just scent! The perfect way to add fragrance to any room! Our new wax melters are sure to provide the perfect gift for any occasion. Our melters each release just the right amount of fragrance for any room. ""¢ Holds one wax potpourri. ""¢ 15 watt light bulb melts wax and serves as night light.",,,2,6,,,,,2,tapestry-plugin-cream.jpg,1,12,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Wax Warmers",67462300042-8,1,,
TAPESTRY PLUG IN- WAX MELTER BURGUNDY,CM28,(All) ACG View|Wax Melters,"No flame, just scent! The perfect way to add fragrance to any room! Our new wax melters are sure to provide the perfect gift for any occasion. Our melters each release just the right amount of fragrance for any room. ""¢ Holds one wax potpourri. ""¢ 15 watt light bulb melts wax and serves as night light.",,,2,6,,,,,2,tapestry-plugin-burgundy.jpg,1,12,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Wax Warmers",67462300043-5,1,,
TAPESTRY PLUG IN- WAX MELTER RUST,CM29,(All) ACG View|Wax Melters,"No flame, just scent! The perfect way to add fragrance to any room! Our new wax melters are sure to provide the perfect gift for any occasion. Our melters each release just the right amount of fragrance for any room. ""¢ Holds one wax potpourri. ""¢ 15 watt light bulb melts wax and serves as night light.",,,2,6,,,,,2,tapestry-plugin-rust.jpg,1,12,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Wax Warmers",67462300044-2,1,,
HOOT PLUG IN- WAX MELTER,CM30,(All) ACG View|Wax Melters,"No flame, just scent! The perfect way to add fragrance to any room! Our new wax melters are sure to provide the perfect gift for any occasion. Our melters each release just the right amount of fragrance for any room. ""¢ Holds one wax potpourri. ""¢ 15 watt light bulb melts wax and serves as night light.",,,2,6,,,,,2,hoot-plugin.jpg,1,12,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Wax Warmers",67462300045-9,1,,
SNOWFLAKE WARMER,CM32,(All) ACG View|Wax Melters,"All the fragrance of a scented candle without a flame. Add your favorite scented wax or oil. Warming bulb heats dish to release the lovely fragrance. Scented wax or oil melts quickly. ""¢ No open flame or unhealthy smoke.",,,2,10,,,,,2,snowflake-wax-melter.jpg,1,20,,4,1,A Cheerful Giver,"Christmas-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Wax Warmers",67462300027-5,1,,
STAR PLUG IN- WAX MELTER BLACK,CM36,(All) ACG View|Wax Melters,"No flame, just scent! The perfect way to add fragrance to any room! Our new wax melters are sure to provide the perfect gift for any occasion. Our melters each release just the right amount of fragrance for any room. ""¢ Holds one wax potpourri. ""¢ 15 watt light bulb melts wax and serves as night light.",,,2,6,,,,,2,star-plugin-black.jpg,1,12,,4,1,A Cheerful Giver,"Country Rustic-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Wax Warmers",67462300037-4,1,,
VASE PLUG IN- WAX MELTER CREAM,CM37,(All) ACG View|Wax Melters,"No flame, just scent! The perfect way to add fragrance to any room! Our new wax melters are sure to provide the perfect gift for any occasion. Our melters each release just the right amount of fragrance for any room. ""¢ Holds one wax potpourri. ""¢ 15 watt light bulb melts wax and serves as night light.",,,2,6,,,,,2,vase-plugin.jpg,1,12,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Wax Warmers",67462300038-1,1,,
VASE WARMER- CREAM,CM38,(All) ACG View|Wax Melters,"All the fragrance of a scented candle without a flame. Add your favorite scented wax or oil. Warming bulb heats dish to release the lovely fragrance. Scented wax or oil melts quickly. ""¢ No open flame or unhealthy smoke.",,,2,10,,,,,2,vase-wax-melter.jpg,1,20,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Wax Warmers",67462300030-5,1,,
POT BELLY WAX MELTER,CM43,(All) ACG View|Wax Melters,"All the fragrance of a scented candle without a flame. Add your favorite scented wax or oil. Warming bulb heats dish to release the lovely fragrance. Scented wax or oil melts quickly. ""¢ No open flame or unhealthy smoke.",,,2,10,,,,,2,potbelly-stove-melter.jpg,1,20,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Wax Warmers",67462300048-0,1,,
COUNTRY STAR WAX MELTER,CM44,(All) ACG View|Wax Melters,"All the fragrance of a scented candle without a flame. Add your favorite scented wax or oil. Warming bulb heats dish to release the lovely fragrance. Scented wax or oil melts quickly. ""¢ No open flame or unhealthy smoke.",,,2,10,,,,,2,country-star-melter.jpg,1,20,,4,1,A Cheerful Giver,"Country Rustic-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Wax Warmers",67462300049-7,1,,
COUNTRY STAR - PLUG IN ,CM45,(All) ACG View|Wax Melters,"No flame, just scent! The perfect way to add fragrance to any room! Our new wax melters are sure to provide the perfect gift for any occasion. Our melters each release just the right amount of fragrance for any room. ""¢ Holds one wax potpourri. ""¢ Removable dish for easy cleaning. ""¢ 15 watt light bulb melts wax and serves as night light.",,,2,6,,,,,2,country-star-plugin.jpg,1,12,,4,1,A Cheerful Giver,"Country Rustic-Candles, Holders & Rings",,"Candle Holders, Warmers & Rings-Wax Warmers",67462300053-4,1,,
ACG Melts Day Spa ,FK01,(All) ACG View|Wax Melts,"Day Spa fragrance consists of crisp notes of lemon, lime and bergamot with a soft touch of jasmine, vanilla and sandalwood.
Each box contains (6) Melts.
These highly fragranced melts will fill your room with True To Life Fragrances‚Ñ¢.",,,8,1.75,,,,,8,FK01-Day-Spa.jpg,1,3.5,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462335001-1,1,,
ACG Melts Blueberry Muffins,FK03,(All) ACG View|Wax Melts,"Tasty blueberries, grapes, pomegranates & plum leaf.
Each box contains (6) Melts. 
These highly fragranced melts will fill your room with True To Life Fragrances‚Ñ¢.",,,8,1.75,,,,,8,FK03-Blueberry.jpg,1,3.5,,4,1,A Cheerful Giver,"Country Rustic-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462335003-5,1,,
ACG Melts Caramel Macchiato,FK04,(All) ACG View|Wax Melts,"Caramel Macchiato fragrance consists of coffee, cocoa beans, creamy vanilla & sweet caramel.
Each box contains (6) Melts.
These highly fragranced melts will fill your room with True To Life Fragrances‚Ñ¢.",,,8,1.75,,,,,8,FK04-Caramel-Macchiato.jpg,1,3.5,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462335004-2,1,,
ACG Melts Cashmere ,FK05,(All) ACG View|Wax Melts,"Cashmere fragrance consists of a woody vanilla blend with floral and citrus notes.
Each box contains (6) Melts.
These highly fragranced melts will fill your room with True To Life Fragrances‚Ñ¢.",,,8,1.75,,,,,8,FK05-Cashmere.jpg,1,3.5,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462335005-9,1,,
MELTS PAPA'S PUMPKIN PIE 48/BOX,FK10,(All) ACG View|Wax Melts,,,,8,1.75,,,,,8,FK10-Papas-Pumpkin-Pie.jpg,1,3.5,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462335010-3,1,,
MELTS HOLLY TREE 48/BOX,FK100,(All) ACG View|Wax Melts,"Holly Tree fragrance consists of holly berries, cinnamon, clove & vanilla.
Each box contains (6) Melts. 
These highly fragranced melts will fill your room with True To Life Fragrances‚Ñ¢.",,,8,1.75,,,,,8,FK100-Holly-Tree.jpg,1,3.5,,4,1,A Cheerful Giver,"Christmas-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462335100-1,1,,
MELTS BAKED CANDY APPLE,FK103,(All) ACG View|Wax Melts,"Crisp red apple, zesty orange and spun sugar combined with cinnamon, clove, white rose, iris, oakmoss and musk.
Each box contains (6) Melts. 
These highly fragranced melts will fill your room with True To Life Fragrances‚Ñ¢.",,,8,1.75,,,,,8,FK103-Baked-Candy-Apple.jpg,1,3.5,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462335103-2,1,,
MELTS PECAN BELGIUM WAFFLES,FK105,(All) ACG View|Wax Melts,"Pumpkin puree, sweet cream butter, toasted pecans, warm amber maple and spice, brown sugar and vanilla.
Each box contains (6) Melts. 
These highly fragranced melts will fill your room with True To Life Fragrances‚Ñ¢.",,,8,1.75,,,,,8,FK105-Pecan-Belgium-Waffles.jpg,1,3.5,,4,1,A Cheerful Giver,"Country Rustic-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462335105-6,1,,
MELTS CREAMY VANILLA 48/BOX,FK108,(All) ACG View|Wax Melts,"Creamy Vanilla fragrance consists of a rich fragrance of vanilla & sweet cream.
Each box contains (6) Melts. 
These highly fragranced melts will fill your room with True To Life Fragrances‚Ñ¢.",,,8,1.75,,,,,8,FK108-Creamy-Vanilla.jpg,1,3.5,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462335108-7,1,,
