Primitive Crow Bulb,01-4262,(All) Vicki Jeans Products|Specialty Bulbs|All Bulbs,"""New"" Primitive Crow Silicone Bulb, Inner Bulb Is Replaceable Item # 01-3000 ($1.00)",,,,,,,6,3.95,,,,,6,VickieJeans400,VickieJeans160,752.jpg,752.jpg,,,VickieJeans800,752.jpg,,,,,
Pet Paws Bulb,01-4263,(All) Vicki Jeans Products|Specialty Bulbs|All Bulbs,"""New"" Pet Paws Silicone Bulb, Inner Bulb Is Replaceable Item # 01-3000 ($1.00)",,,,,,,6,3.95,,,,,6,VickieJeans400,VickieJeans160,751.jpg,751.jpg,,,VickieJeans800,751.jpg,,,,,
Pink Shimmer Bulb,01-4405,(All) Vicki Jeans Products|Specialty Bulbs|All Bulbs,Pink Shimmer Silicone Dipped Bulb with a candelabra base (4 Watt).,,,,,,,6,2.25,,,,,6,VickieJeans400,VickieJeans160,146.jpg,146.jpg,,,VickieJeans800,146.jpg,,,,,
Blue Shimmer Bulb,01-4406,(All) Vicki Jeans Products|Specialty Bulbs|All Bulbs,Blue Shimmer Silicone Dipped Bulb with a candelabra base (4 Watt).,,,,,,,6,2.25,,,,,6,VickieJeans400,VickieJeans160,145.jpg,145.jpg,,,VickieJeans800,145.jpg,,,,,
Red/Silver Shimmer Bulb,01-4408,(All) Vicki Jeans Products|Specialty Bulbs|All Bulbs,Red/Silver Shimmer Silicone Dipped Bulb with a candelabra base (4 Watt).,,,,,,,6,2.25,,,,,6,VickieJeans400,VickieJeans160,148.jpg,148.jpg,,,VickieJeans800,148.jpg,,,,,
Blue Shimmer Snowflake Bulb,01-4409,(All) Vicki Jeans Products|Specialty Bulbs|All Bulbs,Blue Shimmer Snowflake Silicone Bulb.,,,,,,,6,3.5,,,,,6,VickieJeans400,VickieJeans160,474.jpg,474.jpg,,,VickieJeans800,474.jpg,,,,,
Silver Shimmer Snowflake Bulb,01-4410,(All) Vicki Jeans Products|Specialty Bulbs|All Bulbs,Silver Shimmer Snowflake Silicone Bulb.,,,,,,,6,3.5,,,,,6,VickieJeans400,VickieJeans160,475.jpg,475.jpg,,,VickieJeans800,475.jpg,,,,,
Copper Shimmer Snowflake Bulb,01-4411,(All) Vicki Jeans Products|Specialty Bulbs|All Bulbs,Copper Shimmer Snowflake Silicone Bulb.,,,,,,,6,3.5,,,,,6,VickieJeans400,VickieJeans160,476.jpg,476.jpg,,,VickieJeans800,476.jpg,,,,,
Warm Shimmer Snowflake Bulb,01-4412,(All) Vicki Jeans Products|Specialty Bulbs|All Bulbs,"Warm Shimmer Snowflake Silicone Bulb, Inner Bulb Is Replaceable Item # 01-3000 ($1.00)",,,,,,,6,3.5,,,,,6,VickieJeans400,VickieJeans160,564.jpg,564.jpg,,,VickieJeans800,564.jpg,,,,,
Purple Shimmer Bulb,01-4413,(All) Vicki Jeans Products|Specialty Bulbs|All Bulbs,Purple Shimmer Silicone Dipped Bulb with a candelabra base (4 Watt).,,,,,,,6,2.25,,,,,6,VickieJeans400,VickieJeans160,147.jpg,147.jpg,,,VickieJeans800,147.jpg,,,,,
Table Lamps (Group of 6),08-5058,(All) Vicki Jeans Products|All Lights,"Set of 6 Table Lamps (Dark Silver, Light Silver, Champaign, Latte and Espresso Colors). Silicone Bulbs Included. (Electric)",,,,,,,1,59,,,,,1,VickieJeans400,VickieJeans160,673.jpg,673.jpg,,,VickieJeans800,673.jpg,,,,,
Welcome Lamp,08-5061,(All) Vicki Jeans Products|All Lights,"Welcome Lamp with Warm Moonshower Bulb. Inner Bulb is Replaceable, Item #01-1000 ($1.00).",,,,,,,1,8.95,,,,,1,VickieJeans400,VickieJeans160,363.jpg,363.jpg,,,VickieJeans800,363.jpg,,,,,
Large Pumpkin Welcome Lamp,08-5062,(All) Vicki Jeans Products|All Lights,Large Pumpkin Bulb (Replaceable Inner Bulb Item #01-3000) on our Beautiful Black Welcome Lamp. Choose Plain Pumpkin or Pumpkin with Face Bulb! (Electric),,,,,,,1,13,,,,,1,VickieJeans400,VickieJeans160,632.jpg,632.jpg,,,VickieJeans800,632.jpg,,,,,
Large Pumpkin Face Table Lamp,08-5063,(All) Vicki Jeans Products|All Lights,Large Pumpkin Face Bulb (Replaceable Inner Bulb Item #01-3000) on our Stylish Black Table Lamp. Choose Plain Pumpkin or Pumpkin with Face Bulb! (Electric),,,,,,,1,13,,,,,1,VickieJeans400,VickieJeans160,633.jpg,633.jpg,,,VickieJeans800,633.jpg,,,,,
Large Pumpkin Face Fluted Lamp,08-5064,(All) Vicki Jeans Products|All Lights,Large Pumpkin Face Bulb (Replaceable Inner Bulb Item #01-3000) with Black Fluted Candle Base. Choose Plain Pumpkin or Pumpkin with Face Bulb! (Electric) (Greenery not Included),,,,,,,1,10,,,,,1,VickieJeans400,VickieJeans160,699.jpg,699.jpg,,,VickieJeans800,699.jpg,,,,,
Welcome Lamps (Group of 6),08-5071,(All) Vicki Jeans Products|All Lights,"Set of 6 Welcome Lamps (Dark Silver, Light Silver, Champaign, Latte and Espresso Colors). Silicone Bulbs Included. (Electric)",,,,,,,1,59,,,,,1,VickieJeans400,VickieJeans160,674.jpg,674.jpg,,,VickieJeans800,674.jpg,,,,,
Snowball w/ Hat Fluted Lamp,08-5083,(All) Vicki Jeans Products|All Bulbs,Snowball w/ Hat Bulb (Replaceable Inner Bulb Item #01-3000) on our Stylish Black Fluted Lamp. (Electric),,,,,,,1,12,,,,,1,VickieJeans400,VickieJeans160,719.jpg,719.jpg,,,VickieJeans800,719.jpg,,,,,
Snowball w/ Muffs Fluted Lamp,08-5084,(All) Vicki Jeans Products|All Bulbs,Snowball w/ Muffs Bulb (Replaceable Inner Bulb Item #01-3000) on our Stylish Black Fluted Lamp. (Electric),,,,,,,1,11.5,,,,,1,VickieJeans400,VickieJeans160,720.jpg,720.jpg,,,VickieJeans800,720.jpg,,,,,
Snowball (Plain) Fluted Lamp,08-5085,(All) Vicki Jeans Products|All Bulbs,Plain Snowball Bulb (Replaceable Inner Bulb Item #01-3000) on our Stylish Black Fluted Lamp. (Electric),,,,,,,1,11,,,,,1,VickieJeans400,VickieJeans160,721.jpg,721.jpg,,,VickieJeans800,721.jpg,,,,,
Seashell Sunshower Bulb,01-5500,(All) Vicki Jeans Products|Specialty Bulbs|All Bulbs,"Seashell Sunshower Silicone Bulb, Inner Bulb Is Replaceable Item # 01-1000 ($1.00)",,,,,,,6,3.95,,,,,6,VickieJeans400,VickieJeans160,470.jpg,470.jpg,,,VickieJeans800,470.jpg,,,,,
20-Count Electric String of Lights,10-8002,(All) Vicki Jeans Products|All Lights|String Lights,Pop-Ons Sold Separately.,,,,,,,1,3.5,,,,,1,VickieJeans400,VickieJeans160,498.jpg,498.jpg,,,VickieJeans800,498.jpg,,,,,
"Red, Warm & Blue Star Pop-Ons (20pk)",10-8003,(All) Vicki Jeans Products|All Bulbs|Pop-Ons,"20-Pack Red, Warm & Blue Star Pop-Ons.",,,20,,,,2,10,,,,,2,VickieJeans400,VickieJeans160,56.jpg,56.jpg,,,VickieJeans800,56.jpg,,,,,
"Red, Warm & Blue Star Pop-Ons (144pk)",10-8005,(All) Vicki Jeans Products|All Bulbs|Pop-Ons,"144-Pack Red, Warm & Blue Star Pop-Ons.",,,,,,,1,67.68,,,,,1,VickieJeans400,VickieJeans160,122.jpg,122.jpg,,,VickieJeans800,122.jpg,,,,,
Pastel Star Pop-Ons (20pk),10-8006,(All) Vicki Jeans Products|All Bulbs|Pop-Ons,20-Pack Pastel Star Pop-Ons.,,,20,,,,2,10,,,,,2,VickieJeans400,VickieJeans160,57.jpg,57.jpg,,,VickieJeans800,57.jpg,,,,,
Pastel Star Pop-Ons (144pk),10-8007,(All) Vicki Jeans Products|All Bulbs|Pop-Ons,144-Pack Pastel Star Pop-Ons.,,,144,,,,1,67.68,,,,,1,VickieJeans400,VickieJeans160,123.jpg,123.jpg,,,VickieJeans800,123.jpg,,,,,
Primitive Star Pop-Ons (20pk),10-8010,(All) Vicki Jeans Products|All Bulbs|Pop-Ons,20-Pack Primitive Star Pop-Ons.,,,20,,,,2,10,,,,,2,VickieJeans400,VickieJeans160,110.jpg,110.jpg,,,VickieJeans800,110.jpg,Primitive Star Pop-Ons (20pk),,,,
Primitive Star Pop-Ons (144pk),10-8011,(All) Vicki Jeans Products|All Bulbs|Pop-Ons,144-Pack Primitive Star Pop-Ons.,,,144,,,,1,67.68,,,,,1,VickieJeans400,VickieJeans160,114.jpg,114.jpg,,,VickieJeans800,114.jpg,Primitive Star Pop-Ons (144pk),,,,
Primitive Old World Flame Pop-Ons (20pk),10-8014,(All) Vicki Jeans Products|All Bulbs|Pop-Ons,20-Pack Primitive Old World Flame Pop-Ons.,,,20,,,,2,10,,,,,2,VickieJeans400,VickieJeans160,47.jpg,47.jpg,,,VickieJeans800,47.jpg,Primitive Old World Flame Pop-Ons (20pk),,,,
Primitive Old World Flame Pop-Ons (144pk),10-8015,(All) Vicki Jeans Products|All Bulbs|Pop-Ons,144-Pack Primitive Old World Flame Pop-Ons.,,,144,,,,1,67.68,,,,,1,VickieJeans400,VickieJeans160,115.jpg,115.jpg,,,VickieJeans800,115.jpg,Primitive Old World Flame Pop-Ons (144pk),,,,
"Red, Warm & Green Star Pop-Ons (20pk)",10-8029,(All) Vicki Jeans Products|All Bulbs|Pop-Ons,"20-Pack Red, Warm & Green Star Christmas Pop-Ons.",,,20,,,,2,10,,,,,2,VickieJeans400,VickieJeans160,58.jpg,58.jpg,,,VickieJeans800,58.jpg,,,,,
"Red, Warm & Green Star Pop-Ons (144pk)",10-8030,(All) Vicki Jeans Products|All Bulbs|Pop-Ons,"144-Pack Red, Warm & Green Star Christmas Pop-Ons.",,,144,,,,1,67.68,,,,,1,VickieJeans400,VickieJeans160,121.jpg,121.jpg,,,VickieJeans800,121.jpg,,,,,
Warm Old World Flame Pop-Ons (20pk),10-8033,(All) Vicki Jeans Products|All Bulbs|Pop-Ons,20-Pack Warm Old World Flame Pop-Ons.,,,20,,,,2,10,,,,,2,VickieJeans400,VickieJeans160,46.jpg,46.jpg,,,VickieJeans800,46.jpg,,,,,
Warm Old World Flame Pop-Ons (144pk),10-8034,(All) Vicki Jeans Products|All Bulbs|Pop-Ons,144-Pack Warm Old World Flame Pop-Ons.,,,144,,,,1,67.68,,,,,1,VickieJeans400,VickieJeans160,113.jpg,113.jpg,,,VickieJeans800,113.jpg,,,,,
Fall Leaf Pop-Ons (20pk),10-8037,(All) Vicki Jeans Products|All Bulbs|Pop-Ons,20-Pack Fall Leaf Pop-Ons.,,,20,,,,2,10,,,,,2,VickieJeans400,VickieJeans160,45.jpg,45.jpg,,,VickieJeans800,45.jpg,Fall Leaf Pop-Ons (20pk),,,,
Fall Leaf Pop-Ons (144pk),10-8038,(All) Vicki Jeans Products|All Bulbs|Pop-Ons,144-Pack Fall Leaf Pop-Ons.,,,144,,,,1,67.68,,,,,1,VickieJeans400,VickieJeans160,116.jpg,116.jpg,,,VickieJeans800,116.jpg,,,,,
White Snowflake Pop-Ons (20pk),10-8063,(All) Vicki Jeans Products|All Bulbs|Pop-Ons,20-Pack White Snowflake Pop-Ons.,,,,,,,2,10,,,,,2,VickieJeans400,VickieJeans160,54.jpg,54.jpg,,,VickieJeans800,54.jpg,,,,,
White Snowflake Pop-Ons (144pk),10-8064,(All) Vicki Jeans Products|All Bulbs|Pop-Ons,144-Pack White Snowflake Pop-Ons.,,,,,,,1,67.68,,,,,1,VickieJeans400,VickieJeans160,117.jpg,117.jpg,,,VickieJeans800,117.jpg,,,,,
White Northwoods Mix Pop-Ons (20pk),10-8073,(All) Vicki Jeans Products|All Bulbs|Pop-Ons,"20-Pack White Northwoods Mix of Bears, Stars, Trees and Snowflake Pop-Ons.",,,,,,,2,10,,,,,2,VickieJeans400,VickieJeans160,52.jpg,52.jpg,,,VickieJeans800,52.jpg,,,,,
White Northwoods Mix Pop-Ons (144pk),10-8074,(All) Vicki Jeans Products|All Bulbs|Pop-Ons,"144-Pack White Northwoods Mix of Bears, Stars, Trees and Snowflake Pop-Ons.",,,,,,,1,67.68,,,,,1,VickieJeans400,VickieJeans160,119.jpg,119.jpg,,,VickieJeans800,119.jpg,,,,,
"Red, Warm & Green Old World Flame Pop-Ons (20pk)",10-8101,(All) Vicki Jeans Products|All Bulbs|Pop-Ons,"20-Pack Red, Warm & Green Old World Flame Pop-Ons.",,,,,,,2,10,,,,,2,VickieJeans400,VickieJeans160,108.jpg,108.jpg,,,VickieJeans800,108.jpg,,,,,
"Red, Warm & Green Old World Flame Pop-Ons (144pk)",10-8102,(All) Vicki Jeans Products|All Bulbs|Pop-Ons,"144-Pack Red, Warm & Green Old World Flame Pop-Ons.",,,,,,,1,67.68,,,,,1,VickieJeans400,VickieJeans160,337.jpg,337.jpg,,,VickieJeans800,337.jpg,,,,,
"Red, Warm & Blue Old World Flame Pop-Ons (20pk)",10-8105,(All) Vicki Jeans Products|All Bulbs|Pop-Ons,"20-Pack Red, Warm & Blue Old World Flame Pop-Ons.",,,,,,,2,10,,,,,2,VickieJeans400,VickieJeans160,109.jpg,109.jpg,,,VickieJeans800,109.jpg,,,,,
"Red, Warm & Blue Old World Flame Pop-Ons (144pk)",10-8106,(All) Vicki Jeans Products|All Bulbs|Pop-Ons,"144-Pack Red, Warm & Blue Old World Flame Pop-Ons.",,,,,,,1,67.68,,,,,1,VickieJeans400,VickieJeans160,238.jpg,238.jpg,,,VickieJeans800,238.jpg,,,,,
Warm Silicone Bulb,01-0001,(All) Vicki Jeans Products|All Bulbs|Twist Bulbs,Warm silicone dipped bulb with a candelabra base (4 Watt).,,,,,,,6,1.95,60,1.5,144,1.35,6,VickieJeans400,VickieJeans160,131.jpg,131.jpg,,,VickieJeans800,131.jpg,,,,,
4 Watt Warm Bulbs (12ct),01-0001-12,(All) Vicki Jeans Products|Specialty Bulbs|All Bulbs,12 Pack of 4 Watt Warm Silicone Bulbs. Buy a dozen and save - Price reduced from $1.95 to $1.83 each.,,,,,,,1,22,,,,,1,VickieJeans400,VickieJeans160,445.jpg,445.jpg,,,VickieJeans800,445.jpg,,,,,
Bright Red Bulb,01-0004,(All) Vicki Jeans Products|All Bulbs,Vibrant Bright Red 4 Watt Bulb with a Candelabra Base.,,,,,,,6,1.95,,,,,6,VickieJeans400,VickieJeans160,757.jpg,757.jpg,,,VickieJeans800,757.jpg,,,,,
Blue Silicone Bulb,01-0005,(All) Vicki Jeans Products|All Bulbs|Twist Bulbs,Blue silicone dipped bulb with a candelabra base (4 Watt).,,,,,,,6,1.95,60,1.5,144,1.35,6,VickieJeans400,VickieJeans160,140.jpg,140.jpg,,,VickieJeans800,140.jpg,,,,,
Clear Silicone Bulb,01-0006,(All) Vicki Jeans Products|All Bulbs|Twist Bulbs,Clear silicone dipped bulb with a candelabra base (4 Watt).,,,,,,,6,1.95,60,1.5,144,1.35,6,VickieJeans400,VickieJeans160,130.jpg,130.jpg,,,VickieJeans800,130.jpg,,,,,
Clear Tiny Tim Bulb,01-0006-11,(All) Vicki Jeans Products|Specialty Bulbs|All Bulbs,3 Watt Clear Tiny Tim Silicone Bulb.,,,,,,,6,1.95,,,,,6,VickieJeans400,VickieJeans160,376.jpg,376.jpg,,,VickieJeans800,376.jpg,,,,,
7.5 Watt Clear Bulb,01-0006-7,(All) Vicki Jeans Products|All Bulbs,7.5 Watt Clear Dipped Bulb with a Standard Base.,,,,,,,6,2.6,,,,,6,VickieJeans400,VickieJeans160,718.jpg,718.jpg,,,VickieJeans800,718.jpg,,,,,
Cinnamon Scented Bulb (4Watt),01-0007,(All) Vicki Jeans Products|All Bulbs,Cinnamon Scented 4 Watt Bulb with a Candelabra Base. Also available in 7.5 Watt for $3.05.,,,,,,,6,1.95,,,,,6,VickieJeans400,VickieJeans160,561.jpg,561.jpg,,,VickieJeans800,561.jpg,,,,,
4 Watt Fall (Cinnamon) Bulbs (12ct),01-0007-12,(All) Vicki Jeans Products|Specialty Bulbs|All Bulbs,12 Pack of 4 Watt Fall (Cinnamon) Silicone Bulbs. Buy a dozen and save - Price reduced from $1.95 to $1.83 each.,,,,,,,1,22,,,,,1,VickieJeans400,VickieJeans160,455.jpg,455.jpg,,,VickieJeans800,455.jpg,,,,,
Gold Silicone Bulb,01-0008,(All) Vicki Jeans Products|All Bulbs|Twist Bulbs,Gold silicone dipped bulb with a candelabra base (4 Watt).,,,,,,,6,1.95,60,1.5,144,1.35,6,VickieJeans400,VickieJeans160,135.jpg,135.jpg,,,VickieJeans800,135.jpg,,,,,
Dark Green Silicone Bulb,01-0009,(All) Vicki Jeans Products|All Bulbs|Twist Bulbs,Dark Green silicone dipped bulb with a candelabra base (4 Watt).,,,,,,,6,1.95,60,1.5,144,1.35,6,VickieJeans400,VickieJeans160,137.jpg,137.jpg,,,VickieJeans800,137.jpg,,,,,
Orange Silicone Bulb,01-0013,(All) Vicki Jeans Products|All Bulbs|Twist Bulbs,,,,,,,,6,1.95,60,1.5,144,1.35,6,VickieJeans400,VickieJeans160,132.jpg,132.jpg,,,VickieJeans800,132.jpg,,,,,
Pink Silicone Bulb,01-0014,(All) Vicki Jeans Products|All Bulbs|Twist Bulbs,Pink silicone dipped bulb with a candelabra base (4 Watt).,,,,,,,6,1.95,60,1.5,144,1.35,6,VickieJeans400,VickieJeans160,134.jpg,134.jpg,,,VickieJeans800,134.jpg,,,,,
Purple Bulb,01-0015,(All) Vicki Jeans Products|All Bulbs,Deep Rich Purple 4 Watt Bulb with a Candelabra Base.,,,,,,,6,1.95,,,,,6,VickieJeans400,VickieJeans160,758.jpg,758.jpg,,,VickieJeans800,758.jpg,,,,,
Pearl Silicone Bulb,01-0016,(All) Vicki Jeans Products|All Bulbs|Twist Bulbs,Pearl silicone dipped bulb with a candelabra base (4 Watt).,,,,,,,6,1.95,60,1.5,144,1.35,6,VickieJeans400,VickieJeans160,139.jpg,139.jpg,,,VickieJeans800,139.jpg,,,,,
Red Silicone Bulb,01-0017,(All) Vicki Jeans Products|All Bulbs|Twist Bulbs,Red silicone dipped bulb with a candelabra base (4 Watt).,,,,,,,6,1.95,60,1.5,144,1.35,6,VickieJeans400,VickieJeans160,138.jpg,138.jpg,,,VickieJeans800,138.jpg,,,,,
Yellow Silicone Bulb,01-0023,(All) Vicki Jeans Products|All Bulbs|Twist Bulbs,Yellow silicone dipped bulb with a candelabra base (4 Watt).,,,,,,,6,1.95,60,1.5,144,1.35,6,VickieJeans400,VickieJeans160,141.jpg,141.jpg,,,VickieJeans800,141.jpg,,,,,
7.5 Watt Warm Bulb,01-0024,(All) Vicki Jeans Products|All Bulbs|Miscellaneous Bulbs,7.5 Watt Warm silicone dipped bulb with a standard base.,,,,,,,6,2.6,,,,,6,VickieJeans400,VickieJeans160,534.jpg,534.jpg,,,VickieJeans800,534.jpg,,,,,
7.5 Watt Pearl Bulb,01-0025,(All) Vicki Jeans Products|All Bulbs|Miscellaneous Bulbs,7.5 Watt Pearl silicone dipped bulb with a standard base.,,,,,,,6,2.6,,,,,6,VickieJeans400,VickieJeans160,535.jpg,535.jpg,,,VickieJeans800,535.jpg,,,,,
Small Flicker Warm Bulb,01-0026,(All) Vicki Jeans Products|All Bulbs|Miscellaneous Bulbs,Small warm flicker silicone dipped bulb with a candelabra base.,,,,,,,6,2.95,,,,,6,VickieJeans400,VickieJeans160,343.jpg,343.jpg,,,VickieJeans800,343.jpg,,,,,
Large Flicker-Large Base Warm Bulb,01-0027,(All) Vicki Jeans Products|All Bulbs|Miscellaneous Bulbs,Large flicker warm silicone dipped bulb with a candelabra base.,,,,,,,6,3.95,,,,,6,VickieJeans400,VickieJeans160,348.jpg,348.jpg,,,VickieJeans800,348.jpg,,,,,
Large Flicker-Small Base Orange Clove Bulb,01-0027-1,(All) Vicki Jeans Products|All Bulbs|Flicker Bulbs,Large flicker orange clove scented silicone dipped bulb with a candelabra base.,,,,,,,6,3.5,,,,,6,VickieJeans400,VickieJeans160,150.jpg,150.jpg,,,VickieJeans800,150.jpg,,,,,
Large Flicker-Small Base Vanilla Spice Bulb,01-0027-2,(All) Vicki Jeans Products|All Bulbs|Flicker Bulbs,Large flicker vanilla spice scented silicone dipped bulb with a candelabra base.,,,,,,,6,3.5,,,,,6,VickieJeans400,VickieJeans160,338.jpg,338.jpg,,,VickieJeans800,338.jpg,,,,,
Large Flicker-Small Base Applesauce Bulb,01-0027-3,(All) Vicki Jeans Products|All Bulbs|Flicker Bulbs,Large flicker applesauce scented silicone dipped bulb with a candelabra base.,,,,,,,6,3.5,,,,,6,VickieJeans400,VickieJeans160,339.jpg,339.jpg,,,VickieJeans800,339.jpg,,,,,
Large Flicker-Small Base Cinnamon Clove Bulb,01-0027-4,(All) Vicki Jeans Products|All Bulbs|Flicker Bulbs,Large flicker cinnamon clove scented silicone dipped bulb with a candelabra base.,,,,,,,6,3.5,,,,,6,VickieJeans400,VickieJeans160,149.jpg,149.jpg,,,VickieJeans800,149.jpg,,,,,
Large Flicker-Small Base Spicy Rosehips Bulb,01-0027-5,(All) Vicki Jeans Products|All Bulbs|Flicker Bulbs,Large flicker spicy rosehips scented silicone dipped bulb with a candelabra base.,,,,,,,6,3.5,,,,,6,VickieJeans400,VickieJeans160,151.jpg,151.jpg,,,VickieJeans800,151.jpg,,,,,
Large Flicker-Small Base Warm Bulb,01-0027-6,(All) Vicki Jeans Products|All Bulbs|Flicker Bulbs,Large warm flicker silicone dipped bulb with a candelabra base.,,,,,,,6,3.5,,,,,6,VickieJeans400,VickieJeans160,152.jpg,152.jpg,,,VickieJeans800,152.jpg,,,,,
Large Flicker-Small Base Cappuccino Bulb,01-0027-8,(All) Vicki Jeans Products|All Bulbs|Flicker Bulbs,Large flicker cappuccino scented silicone dipped bulb with a candelabra base.,,,,,,,6,3.5,,,,,6,VickieJeans400,VickieJeans160,340.jpg,340.jpg,,,VickieJeans800,340.jpg,,,,,
Warm Flicker Campfire Bulb,01-0028,(All) Vicki Jeans Products|All Bulbs,Warm Flicker Campfire silicone dipped bulb with a candelabra base.,,,,,,,6,2.15,,,,,6,VickieJeans400,VickieJeans160,529.jpg,529.jpg,,,VickieJeans800,529.jpg,,,,,
Warm Tiny Tim Bulb,01-0029,(All) Vicki Jeans Products|All Bulbs|Miscellaneous Bulbs,3 Watt Warm Tiny Tim Silicone Bulb.,,,,,,,6,1.95,,,,,6,VickieJeans400,VickieJeans160,365.jpg,365.jpg,,,VickieJeans800,365.jpg,,,,,
Bright Red Tiny Tim Bulb,01-0031,(All) Vicki Jeans Products|All Bulbs|Miscellaneous Bulbs,3 Watt Red Tiny Tim Silicone Bulb.,,,,,,,6,1.95,,,,,6,VickieJeans400,VickieJeans160,366.jpg,366.jpg,,,VickieJeans800,366.jpg,,,,,
Dark Green Tiny Tim Bulb,01-0034,(All) Vicki Jeans Products|All Bulbs|Miscellaneous Bulbs,3 Watt Dark Green Tiny Tim Silicone Bulb.,,,,,,,6,1.95,,,,,6,VickieJeans400,VickieJeans160,378.jpg,378.jpg,,,VickieJeans800,378.jpg,,,,,
Large Orange Campfire Bulb,01-0044,(All) Vicki Jeans Products|All Bulbs,Large Orange Campfire silicone dipped bulb with a candelabra base.,,,,,,,6,2.15,,,,,6,VickieJeans400,VickieJeans160,532.jpg,532.jpg,,,VickieJeans800,532.jpg,,,,,
Small Orange Campfire Bulb,01-0045,(All) Vicki Jeans Products|All Bulbs,,,,,,,,6,2.15,,,,,6,VickieJeans400,VickieJeans160,533.jpg,533.jpg,,,VickieJeans800,533.jpg,,,,,
Small Warm Campfire Bulb,01-0046,(All) Vicki Jeans Products|All Bulbs,Small Warm Campfire silicone dipped bulb with a candelabra base.,,,,,,,6,2.15,,,,,6,VickieJeans400,VickieJeans160,531.jpg,531.jpg,,,VickieJeans800,531.jpg,,,,,
Large Warm Campfire Bulb,01-0047,(All) Vicki Jeans Products|All Bulbs,Large Warm Campfire silicone dipped bulb with a candelabra base.,,,,,,,6,2.15,,,,,6,VickieJeans400,VickieJeans160,530.jpg,530.jpg,,,VickieJeans800,530.jpg,,,,,
Double Dip Warm Bulb,01-0048,(All) Vicki Jeans Products|All Bulbs|Miscellaneous Bulbs,Warm double dipped silicone bulb with a candelabra base.,,,,,,,6,2.95,,,,,6,VickieJeans400,VickieJeans160,355.jpg,355.jpg,,,VickieJeans800,355.jpg,,,,,
Warm Long Tip Bulb,01-0063,(All) Vicki Jeans Products|All Bulbs|Miscellaneous Bulbs,Warm Long Tip silicone dipped bulb with a candelabra base.,,,,,,,6,1.95,,,,,6,VickieJeans400,VickieJeans160,521.jpg,521.jpg,,,VickieJeans800,521.jpg,,,,,
Pearl Tiny Tim Bulb,01-0069,(All) Vicki Jeans Products|All Bulbs|Miscellaneous Bulbs,3 Watt Pearl Tiny Tim Silicone Bulb.,,,,,,,6,1.95,,,,,6,VickieJeans400,VickieJeans160,375.jpg,375.jpg,,,VickieJeans800,375.jpg,,,,,
Cinnamon Tiny Tim Bulb,01-0070,(All) Vicki Jeans Products|All Lights,3 Watt Cinnamon Tiny Tim Silicone Bulb.,,,,,,,6,1.95,,,,,6,VickieJeans400,VickieJeans160,619.jpg,619.jpg,,,VickieJeans800,619.jpg,,,,,
Warm Bulbs for Rustic String of Lights (12 Ct),01-0101-12,(All) Vicki Jeans Products|All Lights|String Lights,12 Pack of Warm Bulbs for Rusty Cup String of Lights. Request 3 Watt Tiny Tim or Regular 4 Watt Bulbs. Buy a dozen and save - Price reduced from $1.95 to $1.83 each. Rustic String Sold Separately for $12.00.,,,,,,,1,22,,,,,1,VickieJeans400,VickieJeans160,34.jpg,34.jpg,,,VickieJeans800,34.jpg,,,,,
Warm Bulbs for Rustic String of Lights (6 Ct),01-0101-6,(All) Vicki Jeans Products|All Lights,6 Pack of Warm Silicone Bulbs for Rusty Cup String of Lights. Request 3 Watt Tiny Tim or Regular 4 Watt Bulbs. Rustic String Sold Separately for $6.00.,,,,,,,1,11,,,,,1,VickieJeans400,VickieJeans160,35.jpg,35.jpg,,,VickieJeans800,35.jpg,,,,,
Royal Blue Tiny Tim Bulb,01-0102,(All) Vicki Jeans Products|All Bulbs|Miscellaneous Bulbs,3 Watt Royal Blue Tiny Tim Silicone Bulb.,,,,,,,6,1.95,,,,,6,VickieJeans400,VickieJeans160,367.jpg,367.jpg,,,VickieJeans800,367.jpg,,,,,
15 Watt Warm Bulb,01-0111,(All) Vicki Jeans Products|All Bulbs|Miscellaneous Bulbs,15 Watt Warm silicone dipped bulb with a candelabra base.,,,,,,,6,2.1,,,,,6,VickieJeans400,VickieJeans160,520.jpg,520.jpg,,,VickieJeans800,520.jpg,,,,,
Olive Silicone Bulb,01-0112,(All) Vicki Jeans Products|All Bulbs|Miscellaneous Bulbs,Olive silicone dipped bulb with a candelabra base (4 Watt).,,,,,,,6,1.95,,,,,6,VickieJeans400,VickieJeans160,142.jpg,142.jpg,,,VickieJeans800,142.jpg,,,,,
Honeycomb Silicone Bulb,01-0113,(All) Vicki Jeans Products|All Bulbs|Miscellaneous Bulbs,Honeycomb silicone dipped bulb with a candelabra base (4 Watt).,,,,,,,6,1.95,,,,,6,VickieJeans400,VickieJeans160,143.jpg,143.jpg,,,VickieJeans800,143.jpg,,,,,
Sandstone Silicone Bulb,01-0114,(All) Vicki Jeans Products|All Bulbs|Miscellaneous Bulbs,Sandstone silicone dipped bulb with a candelabra base (4 Watt).,,,,,,,6,1.95,,,,,6,VickieJeans400,VickieJeans160,129.jpg,129.jpg,,,VickieJeans800,129.jpg,,,,,
Bordeaux Silicone Bulb,01-0115,(All) Vicki Jeans Products|All Bulbs|Miscellaneous Bulbs,Bordeaux silicone dipped bulb with a candelabra base (4 Watt).,,,,,,,6,1.95,,,,,6,VickieJeans400,VickieJeans160,144.jpg,144.jpg,,,VickieJeans800,144.jpg,,,,,
