Product Name,Item Number,Store Categories,Detailed Product Description,Product Summary Overview,Size,minimum_quantity,Unit Price,minimum_quantityP2,tier_2_price,minimum_quantityP3,tier_3_price,multiple_of,Product Images,Quantity,MSRP,Sale Price,Ship Days,Is Active,Brand,Categories,Variations,Section,Sku,isImageAvailable
9.5x10x.5 hanging wood ghost (BOO) white/black/gy,55051,(All) Products Adams|(Newest) Additions|(All) Halloween,"Get ready to enjoy and have fun this Halloween season! Are you all set? Complete your fright night theme with Adams & Co's exciting Halloween ornaments and decorations like this hanging wood ghost (Product Number 55051). It displays an image of a ghost with a ""Boo"" sign and a black, white, and grey color combination that perfectly matches the most thrilling event of the year. This hanging ornament has dimensions of 9.5"" x 10"" x .5"" and might be the addition you are looking for. Adams & Co continues to design high-quality home and office additions, giving you that atmosphere you need during family or work time. Just tell us what you need. We have a variety of designs that we would love to place on your doorsteps to match your theme for holidays and for your usual days!",Out of stock - order to ship after sold out for season,,4,5.5,24,5,,,4,706295.jpg,1,11,,3,1,Adams & Company,Halloween-Home Decor,,"Wall Decor, Signs & Art-Wall Hangings",8.44796E+11,1
9x16x1.5 wood pumpkin on base (JOL) or/bk,55061,(All) Products Adams|(Newest) Additions|(All) Halloween,"Getting ready for the spookiest time of the year? You have come to the right place. Adams & Co carries a wide variety of products from traditional decorations to seasonal ornaments that could spice up any part of your home or office. Displaying a scary Jack O Lantern figure, this cute wood pumpkin on base (Product Number 55061) is probably what you need to bring the creepy feel inside your home. It uses a neat orange and black color combination and has dimensions of 9"" by 16"" by 1.5"", making it look great standing on your furniture. Designing home and holiday decors like this one for over 8 years, Adams & Co has shown the world its unique style and conventional flair that can perfectly match with each season!",Out of stock - order to ship after sold out for season,,2,9.5,8,9,,,2,706285.jpg,1,19,,3,1,Adams & Company,Halloween-Pumpkins,,Home Decor-Pumpkin Decor,8.44796E+11,1
13.75x11.75x1.5 wood pumpkin on base (JOL) or/bk,55062,(All) Products Adams|(Newest) Additions|(All) Halloween,"Getting ready for the spookiest time of the year? You have come to the right place. Adams & Co carries a wide variety of products from traditional decorations to seasonal ornaments that could spice up any part of your home or office. Displaying a Jack O Lantern figure, this cute wood pumpkin on base (Product Number 55062) is probably what you need to bring the creepy feel inside your home. It uses a neat orange and black color combination and has dimensions of 13.75"" by 11.75"" by 1.5"", making it look great standing on your furniture. Designing home and holiday decors like this one for over 8 years, Adams & Co has shown the world its unique style and conventional flair that can perfectly match with each season!",In stock & shipping (checked Sept 19),,2,11,8,10,,,2,706284.jpg,1,22,,3,1,Adams & Company,Halloween-Pumpkins,,Home Decor-Pumpkin Decor,8.44796E+11,1
17x19x1.5 wood haunted house on base bk/gy/wh,55060,(All) Products Adams|(Newest) Additions|(All) Halloween,"Get ready to enjoy and have fun this Halloween season! Are you all set? Complete your fright night theme with Adams & Co's exciting Halloween decorations like this wood haunted house on base (Product Number 55060). Designed with an old-style house image with a black, white, and grey color combination, this wooden house will match the most thrilling event of the year. It has dimensions of 17"" x 19"" x 1.5"" and might be the addition you are looking for. Adams & Co continues to design high-quality home and office additions, giving you that atmosphere you need during family or work time. Just tell us what you need. We have a variety of designs that we would love to place on your doorsteps to match your theme for holidays and for your usual days!",Out of stock - order to ship after sold out for season,,2,18,4,16,,,2,706286.jpg,1,36,,3,1,Adams & Company,Halloween-Home Decor,,Home Decor-Wooden Decor,8.44796E+11,1
9.5x12x1.5 wood pumpkin on base (JOL) or/bk,55063,(All) Products Adams|(Newest) Additions|(All) Halloween,"Getting ready for the spookiest time of the year? You have come to the right place. Adams & Co carries a wide variety of products from traditional decorations to seasonal ornaments that could spice up any part of your home or office. Displaying a creepy Jack O Lantern figure, this cute wood pumpkin on base (Product Number 55063) is probably what you need to bring the spooky feel inside your home. It uses a neat orange and black color combination and has dimensions of 9.5"" by 12"" by 1.5"", making it look great standing on your table. Designing home and holiday decors like this one for over 8 years, Adams & Co has shown the world its unique style and conventional flair that can perfectly match with each season!",In stock & shipping (checked Sept 19),,2,8,8,7,,,2,706283.jpg,1,16,,3,1,Adams & Company,Halloween-Pumpkins,,Home Decor-Pumpkin Decor,8.44796E+11,1
9x16x1.5 wood grave stone on base (TOMB) gy/bk,55064,(All) Products Adams|(Newest) Additions|(All) Halloween,"Getting ready for the spookiest time of the year? You have come to the right place. Adams & Co carries a wide variety of products from traditional decorations to seasonal ornaments that could spice up any part of your home or office. Displaying a creepy phrase that says, ""Tomb Sweet Tomb"" with Halloween figures such as spider webs, bats, spiders, and a skull, this decorative wooden gravestone on base (Product Number 55064) is probably what you need to bring the scary feel around the corner. It uses a neat grey and black color combination and has dimensions of 9"" by 16"" by 1.5"", making it look great standing on your furniture. Designing home and holiday decors like this one for over 8 years, Adams & Co has shown the world its unique style and conventional flair that can perfectly match with each season!",In stock & shipping (checked Sept 19),,2,9,8,8,,,2,706282.jpg,1,18,,3,1,Adams & Company,Halloween-Home Decor,,Home Decor-Wooden Decor,8.44796E+11,1
60x4.75x.15 canvas banner (TK OR TRT) bl/wh/or,55065,(All) Products Adams|(Newest) Additions|(All) Halloween,"Getting ready for the spookiest time of the year? You have come to the right place. Adams & Co carries a wide variety of products from traditional decorations to seasonal ornaments that could spice up any part of your home or office. Displaying the greeting, ""Trick or Treat"" in bold letters, this decorative canvas banner (Product Number 55065) is probably what you need to bring the Halloween feel around you. It uses a neat black, white, and orange color combination and has dimensions of 60"" by 4.75"" by 0.15"", making it look great hanging on your wall. Designing home and holiday decors like this one for over 8 years, Adams & Co has shown the world its unique style and conventional flair that can perfectly match with each season!",Out of stock - order to ship after sold out for season,,6,11.5,48,10,,,6,706281.jpg,1,23,,3,1,Adams & Company,Halloween-Home Decor,,"Wall Decor, Signs & Art-Wall Hangings",8.44796E+11,1
18x14x2.5 wood tray (HAPPY HNTG) black/white/gy,55067,(All) Products Adams|(Newest) Additions|(All) Halloween,"Getting ready for the spookiest time of the year? You have come to the right place. Adams & Co carries a wide variety of products from traditional decorations to seasonal ornaments that could spice up any part of your home or office. Displaying a creepy figure of a spider on a spider web, this decorative wood tray (Product Number 55067) is probably what you need to bring the Halloween feel around you. It uses a neat black, white, and grey color combination and has dimensions of 18"" by 14"" by 2.5"", making it look great standing on your furniture. Designing home and holiday decors like this one for over 8 years, Adams & Co has shown the world its unique style and conventional flair that can perfectly match with each season!",In stock & shipping (checked Sept 19),,2,20,6,18,,,2,706279.jpg,1,40,,3,1,Adams & Company,Halloween-Home Decor,,Kitchen & Dining-Trays,8.44796E+11,1
60x4.75x.15 wood garland (STRPS DOTS) bl/white/grey,55066,(All) Products Adams|(Newest) Additions|(All) Halloween,"Getting ready for the spookiest time of the year? You have come to the right place. Adams & Co carries a wide variety of products from traditional decorations to seasonal ornaments that could spice up any part of your home or office. Displaying a beautiful design with stripes and dots, this decorative wood garland (Product Number 55066) is probably what you need to bring the Halloween feel around you. It uses a neat black, white, and grey color combination and has dimensions of 60"" by 4.75"" by 0.15"", making it look great hanging on your wall. Designing home and holiday decors like this one for over 8 years, Adams & Co has shown the world its unique style and conventional flair that can perfectly match with each season!",In stock & shipping (checked Sept 19),,6,6,48,5,,,6,706280.jpg,1,12,,3,1,Adams & Company,Halloween-Home Decor,,Wreaths & Garlands-Garlands,8.44796E+11,1
13x14x3 canvas tote w/tag (TRK OR TRT) black/white/gy,55075,(All) Products Adams|(Newest) Additions|(All) Halloween,"Getting ready for Halloween? You have come to the right place. Adams & Co carries a wide variety of products from traditional decorations and expressive wall signs to seasonal ornaments that could spice up any part of your home or office. Displaying the spooky ""Trick or Treat"" phrase and a tag that says ""Keep Out"", this canvas tote (Product Number 55075) is probably what you need to achieve the Halloween feel you want. It uses a neat black and white color combination and has dimensions of 13"" by 14"" by 3"", making it great as a Halloween giveaway. Designing home and holiday decors like this one for over 8 years, Adams & Co has shown the world its unique style and conventional flair that can perfectly match with each season!",In stock & shipping (checked Sept 19),,6,9,36,8,,,6,706271.jpg,1,18,,3,1,Adams & Company,Halloween-Home Decor,,"Handbags, Totes & Purses-Totes",8.44796E+11,1
13x14x3 canvas tote w/tag (JOL) black/white/gy,55076,(All) Products Adams|(Newest) Additions|(All) Halloween,"Getting ready for Halloween? You have come to the right place. Adams & Co carries a wide variety of products from traditional decorations and expressive wall signs to seasonal ornaments that could spice up any part of your home or office. Displaying a spooky figure of a Jack O Lantern with bats in the background, this cozy canvas tote with a ""Keep Out"" tag (Product Number 55076) is probably what you need to bring the creepy feel around you. It uses a neat white, black, and orange color combination and has dimensions of 13"" by 14"" by 3"", making it perfect as a Halloween giveaway. Designing home and holiday decors like this one for over 8 years, Adams & Co has shown the world its unique style and conventional flair that can perfectly match with each season!",In stock & shipping (checked Sept 19),,6,9,36,8,,,6,706270.jpg,1,18,,3,1,Adams & Company,Halloween-Home Decor,,"Handbags, Totes & Purses-Totes",8.44796E+11,1
3x4x.25 linen treat bags s/6 (HLWN SHAPES) multi,55077,(All) Products Adams|(Newest) Additions|(All) Halloween,"Getting ready for Halloween? You have come to the right place. Adams & Co carries a wide variety of products from traditional decorations and expressive wall signs to seasonal ornaments that could spice up any part of your home or office. Displaying little spooky figures of a spider, a ghost, pumpkins, and bats, this cute 6-piece linen treat bag set (Product Number 55077) is probably what you need to bring the spooky feel around you. It uses an attractive white, black, and orange color combination and has dimensions of 3"" by 4"" by 0.25"", making it useful to house those candy treats for Halloween. Designing home and holiday decors like this one for over 8 years, Adams & Co has shown the world its unique style and conventional flair that can perfectly match with each season!",In stock & shipping (checked Sept 19),,2,9,48,8,,,2,706269.jpg,1,18,,3,1,Adams & Company,Halloween-Home Decor,,"Handbags, Totes & Purses-Bags",8.44796E+11,1
60x.5 wood bead garland or/bk ,55078,(All) Products Adams|(Newest) Additions|(All) Halloween,"Getting ready for Halloween? You have come to the right place. Adams & Co carries a wide variety of products from traditional decorations and expressive wall signs to seasonal ornaments that could spice up any part of your home or office. Featuring a spooky orange and black color combination, this wood bead garland (Product Number 55078) is probably what you need to bring the Halloween feel around you. It has dimensions of 60"" by 0.5"", making it look great hanging somewhere in your living room. Designing home and holiday decors like this one for over 8 years, Adams & Co has shown the world its unique style and conventional flair that can perfectly match with each season!",In stock & shipping (checked Sept 19),,6,11,72,10,,,6,706268.jpg,1,22,,3,1,Adams & Company,Halloween-Home Decor,,Wreaths & Garlands-Garlands,8.44796E+11,1
5 pom pom garland black/white ,55080,(All) Products Adams|(Newest) Additions|(All) Halloween,"Getting ready for Halloween? You have come to the right place. Adams & Co carries a wide variety of products from traditional decorations and expressive wall signs to seasonal ornaments that could spice up any part of your home or office. Featuring a spooky black and white color combination, this 5' pom pom garland (Product Number 55080) is probably what you need to bring the Halloween feel around you. It would look great hanging somewhere in your entrance. Designing home and holiday decors like this one for over 8 years, Adams & Co has shown the world its unique style and conventional flair that can perfectly match with each season!",In stock & shipping (checked Sept 19),,6,9.5,72,9,,,6,706266.jpg,1,19,,3,1,Adams & Company,Halloween-Home Decor,,Wreaths & Garlands-Garlands,8.44796E+11,1
36x1 wood bead garland varied black/white ,55079,(All) Products Adams|(Newest) Additions|(All) Halloween,"Getting ready for Halloween? You have come to the right place. Adams & Co carries a wide variety of products from traditional decorations and expressive wall signs to seasonal ornaments that could spice up any part of your home or office. Featuring a spooky black and white color combination, this wood bead garland (Product Number 55079) is probably what you need to bring the Halloween feel around you. It has dimensions of 36"" by 1"", making it look great hanging somewhere in your living room. Designing home and holiday decors like this one for over 8 years, Adams & Co has shown the world its unique style and conventional flair that can perfectly match with each season!",In stock & shipping (checked Sept 19),,6,9,36,8,,,6,706267.jpg,1,18,,3,1,Adams & Company,Halloween-Home Decor,,Wreaths & Garlands-Garlands,8.44796E+11,1
12x11x1.5 wood cutout stnd (BAT) bk ,50181,(All) Products Adams|(Newest) Additions|(All) Halloween,"Getting ready for Halloween? You have come to the right place. Adams & Co carries a wide variety of products from traditional decorations and expressive wall signs to seasonal ornaments that could spice up any part of your home or office. Displaying the creepy figure of a bat, this decorative wooden cutout with stand (Product Number 50181) is probably what you need to bring the spooky feel around the corner! It has a black color and has dimensions of 12"" by 11"" by 1.5"", making it look great standing on your center table. Designing home and holiday decors like this one for over 8 years, Adams & Co has shown the world its unique style and conventional flair that can perfectly match with each season!",Out of stock - order to ship after sold out for season,,4,7,20,6,,,4,706249.jpg,1,14,,3,1,Adams & Company,Halloween-Home Decor,,Home Decor-Wooden Decor,8.44796E+11,1
10x8x1.5 wood cutout stnd (BAT) bk ,50182,(All) Products Adams|(Newest) Additions|(All) Halloween,"Getting ready for Halloween? You have come to the right place. Adams & Co carries a wide variety of products from traditional decorations and expressive wall signs to seasonal ornaments that could spice up any part of your home or office. Displaying the creepy figure of a bat, this decorative wooden cutout (Product Number 50182) is probably what you need to bring the spooky feel around the corner! It features a black color and has dimensions of 10"" by 8"" by 1.5"", making it look great standing on your center table. Designing home and holiday decors like this one for over 8 years, Adams & Co has shown the world its unique style and conventional flair that can perfectly match with each season!",Out of stock - order to ship after sold out for season,,4,5,24,5,,,4,706248.jpg,1,10,,3,1,Adams & Company,Halloween-Home Decor,,Home Decor-Wooden Decor,8.44796E+11,1
8x7x1.5 wood cutout stnd (CRW) bk ,50183,(All) Products Adams|(Newest) Additions|(All) Halloween,"Getting ready for Halloween? You have come to the right place. Adams & Co carries a wide variety of products from traditional decorations and expressive wall signs to seasonal ornaments that could spice up any part of your home or office. Displaying the creepy figure of a crow, this decorative wooden cutout (Product Number 50183) is probably what you need to bring the spooky feel around the corner! It features a black color and has dimensions of 8"" by 7"" by 1.5"", making it look great standing on your center table. Designing home and holiday decors like this one for over 8 years, Adams & Co has shown the world its unique style and conventional flair that can perfectly match with each season!",In stock & shipping (checked Sept 19),,6,4.5,36,4,,,6,706247.jpg,1,9,,3,1,Adams & Company,Halloween-Home Decor,,Home Decor-Wooden Decor,8.44796E+11,1
40x10x.25 wood swag (BOO) black/white ,50184,(All) Products Adams|(Newest) Additions|(All) Halloween,"Getting ready for Halloween? You have come to the right place. Adams & Co carries a wide variety of products from traditional decorations and expressive wall signs to seasonal ornaments that could spice up any part of your home or office. Displaying the spooky word ""Boo!"", this festive wood swag (Product Number 50184) is probably what you need to bring the Halloween feel around the corner! It uses a peculiar combination of black and white colors and has dimensions of 40"" by 10"" by 0.25"", making it look great hanging on your wall. Designing home and holiday decors like this one for over 8 years, Adams & Co has shown the world its unique style and conventional flair that can perfectly match with each season!",Out of stock - order to ship after sold out for season,,6,10.5,36,9,,,6,706246.jpg,1,21,,3,1,Adams & Company,Halloween-Home Decor,,"Wall Decor, Signs & Art-Wall Hangings",8.44796E+11,1
22x3.5x1.5 wood brick (OH ATM ADR) gr/wh,60135,"(All) Products Adams|(Newest) Additions|Blocks, Bricks, Tiles|(All) Fall & Thanksgiving","Embrace the autumn season with Adams & Co's expressive home and office decorations! One of its fine creations is this festive wood brick (Product Number 60135) that displays an expressive statement that says ""Oh, Autumn, How I Adore You"". With its peculiar grey and white colors, and dimensions of 22"" by 3.5"" by 1.5"", this rectangular wood brick would look great sitting on your table, desk, or counter. Designing home and holiday decors for over 8 years, Adams & Co has shown the world its unique style and conventional flair that can perfectly match with any season!",In stock & shipping (checked Sept 19),,2,10,20,9,,,2,706156.jpg,1,20,,3,1,Adams & Company,Fall & Thanksgiving-Signs,,"Wall Decor, Signs & Art-Fall & Halloween Signs",8.44796E+11,1
22x3.5x1.5 wood brick (LOVE PUMPKINS) white/green,60136,"(All) Products Adams|(Newest) Additions|Blocks, Bricks, Tiles|(All) Fall & Thanksgiving","Embrace the fall season with Adams & Co's expressive home and office decorations! One of its fine creations is this festive wood brick (Product Number 60136) that displays an expressive statement that says ""We Love Our Pumpkins"". With its peculiar white and grey colors, and dimensions of 22"" by 3.5"" by 1.5"", this rectangular wood brick would look great sitting on your table, desk, or counter. Designing home and holiday decors for over 8 years, Adams & Co has shown the world its unique style and conventional flair that can perfectly match with any season!",In stock & shipping (checked Sept 19),,2,10,20,9,,,2,706155.jpg,1,20,,3,1,Adams & Company,Fall & Thanksgiving-Signs,,"Wall Decor, Signs & Art-Fall & Halloween Signs",8.44796E+11,1
9x4x1.5 wood brck set (GTHR TGTHR) wd/bk,60138,"(All) Products Adams|(Newest) Additions|Blocks, Bricks, Tiles|(All) Fall & Thanksgiving","Embrace the fall season with Adams & Co's expressive home and office decorations! One of its fine creations is this festive wood brick set (Product Number 60138) that displays an invitation that says ""Gather Together"". With its peculiar white, grey, and black colors, and dimensions of 9"" by 4"" by 1.5"", this cozy wood brick set would look great sitting on your table, desk, or on your counter. Designing home and holiday decors for over 8 years, Adams & Co has shown the world its unique style and conventional flair that can perfectly match with any season!",Out of stock - order to ship after sold out for season,,2,7.5,12,7,,,2,706153.jpg,1,15,,3,1,Adams & Company,Fall & Thanksgiving-Signs,,"Wall Decor, Signs & Art-Fall & Halloween Signs",8.44796E+11,1
32x4x1.5 wood brick (TCK TRT) black/white ,50174,"(All) Products Adams|(Newest) Additions|Blocks, Bricks, Tiles|(All) Halloween","Getting ready for Halloween? You have come to the right place. Adams & Co carries a wide variety of products from traditional decorations and expressive wall signs to seasonal ornaments that could spice up any part of your home or office. Displaying the phrase, ""Trick or Treat"", this simplistic wooden brick (Product Number 50174) is probably what you need to bring the spooky feel around the corner! It uses the famous black and white color combination and has dimensions of 32"" by 4"" by 1.5"", making it look great standing on your furniture. Designing home and holiday decors like this one for over 8 years, Adams & Co has shown the world its unique style and conventional flair that can perfectly match with each season!",In stock & shipping (checked Sept 19),,2,13.5,16,12,,,2,706256.jpg,1,27,,3,1,Adams & Company,Halloween-Signs,,Frames & Table Decor-Block Signs,8.44796E+11,1
22x4x1.5 wood brick (WTCH FMS) black/white ,50175,"(All) Products Adams|(Newest) Additions|Blocks, Bricks, Tiles|(All) Halloween","Getting ready for Halloween? You have come to the right place. Adams & Co carries a wide variety of products from traditional decorations and expressive wall signs to seasonal ornaments that could spice up any part of your home or office. Displaying the phrase, ""Witch and Famous"", this simplistic wooden brick (Product Number 50175) is probably what you need to bring the spooky feel around the corner! It uses the famous black and white color combination and has dimensions of 22"" by 4"" by 1.5"", making it look great standing on your furniture. Designing home and holiday decors like this one for over 8 years, Adams & Co has shown the world its unique style and conventional flair that can perfectly match with each season!",In stock & shipping (checked Sept 19),,2,10.5,16,9,,,2,706255.jpg,1,21,,3,1,Adams & Company,Halloween-Signs,,Frames & Table Decor-Block Signs,8.44796E+11,1
5x5x1.5 framed sign (PRNTHOOD) bk-wk ,10557,(All) Products Adams|(Newest) Additions|Framed Signs,"This humorous framed sign features a pretty combination of black and white colors, and boldly displays ""Parenthoodâ€¦The Scariest Hood You'll Ever Go Through"" in neat writing. Measuring 5"" x 5"" x 1.5"", this Adams & Co 10557 framed sign may be just the decoration you are looking for to add a unique touch to your home or office. Adams&Co is committed to delivering their high-quality hand-crafted products to clients all over the nation. We carry products that include everything from traditional home decors, to religious and seasonal decors. Each is designed to give your home that one-of-a-kind feel and welcoming appearance.",Out of stock - order to ship after 11-15-2018,,2,5,,,,,2,661138.jpg,1,10,,3,1,Adams & Company,Farmhouse Home-Signs,,"Wall Decor, Signs & Art-Framed Prints",8.44796E+11,1
18x24x1.5 wood framed sign (LETTERBOARD) black,15113,(All) Products Adams|(Newest) Additions|Framed Signs,"Create fun and bring out the unique spark of creativity within you with Adams & Co's new Letterboard collection! This fascinating wood framed letter board comes in clean and crisp colors of black and features 8 evenly-spaced lines providing perfect space for your message. This awesome Letterboard will be the talk of your store! Measuring 18"" x 24"" x 1.5"", this framed letter board may just be the medium you've been looking for to create fun, inform and add a unique personal touch to your home, office, or business. Don't forget to add our awesome letters and numbers & symbols to complete the collection. Don't be afraid to mix and match the blacks & whites. They all work great together! Adams & Co is committed to deliver their hand-crafted products to clients all over the nation. We carry products that include everything from traditional home decor to religious and seasonal decor. Each is designed to give your home that one-of-a-kind feel and welcoming appearance.",In stock & shipping (checked Sept 19),,2,35,4,32,,,2,671701.jpg,1,70,,3,1,Adams & Company,Farmhouse Home-Signs,,"Wall Decor, Signs & Art-Framed Prints",8.44796E+11,1
6x4x1.5 wood framed sign (HMBLE KND) wh/bl/gr,17006,(All) Products Adams|(Newest) Additions|Framed Signs,"With Adams & Co as your partner, you can choose from a variety of home improvement decorations that will add quality and character to every corner of your home or office. One of Adam's ingenious works-of-art is this wood-framed sign (Product Number 17006) which boldly displays ""Always Stay Humble And Kind"" in distressed white and grey colors. With its dimensions of 6"" x 4"" x 1.5"", it will look great either free-standing or hanging. From traditional to seasonal home accents, we are committed to provide you the right ambience every day throughout the year.",Out of stock - order to ship after 11-15-2018,,4,5.25,24,5,,,4,702713.jpg,1,10.5,,3,1,Adams & Company,Farmhouse Home-Signs,,"Wall Decor, Signs & Art-Framed Prints",8.44796E+11,1
6x10x.25 wood tag (JULY) black/white/gy,45005,(All) Products Adams|(Newest) Additions|Framed Signs|,"Express your loyalty this Independence Day with Adams & Co's expressive home and office decorations! One of its fine creations is this hanging wood tag (Product Number 45005) that displays a nationalistic greeting that says, ""Happy 4th of July"". With its neat black, white, and grey colors, and dimensions of 6"" by 10"" by 0.25"", this festive wood tag can bring a patriotic accent to your table's centerpiece. Designing home and holiday decors like this one for over 8 years, Adams & Co has shown the world its unique style and conventional flair that can perfectly match with each season!",In stock & shipping (checked Sept 19),,4,3.5,24,3,,,4,705935.jpg,1,7,,3,1,Adams & Company,Americana-Signs,,"Wall Decor, Signs & Art-Wall Decor",8.44796E+11,1
15.5x5x1.5 wood framed sign (BRAVE) black/white/gy,45004,(All) Products Adams|(Newest) Additions|Framed Signs|,"Express your loyalty this Independence Day with Adams & Co's expressive home and office decorations! One of its fine creations is this simplistic wooden framed sign (Product Number 45004) that displays a patriotic phrase that says, ""Land Of The Free Because Of The Brave"" with one star figure on each end. With its neat black, white, and grey colors, and dimensions of 15.5"" by 5"" by 1.5"", this rectangular wooden framed sign can bring a nationalistic accent to your home or office. Designing home and holiday decors like this one for over 8 years, Adams & Co has shown the world its unique style and conventional flair that can perfectly match with each season!",In stock & shipping (checked Sept 19),,2,11,8,10,,,2,705936.jpg,1,22,,3,1,Adams & Company,Americana-Signs,,"Wall Decor, Signs & Art-Wall Decor",8.44796E+11,1
10x8x1.5 wood framed sign (EVERMORE) white/black/gy,45003,(All) Products Adams|(Newest) Additions|Framed Signs|,"Express your loyalty this Independence Day with Adams & Co's expressive home and office decorations! One of its fine creations is this simplistic wooden framed sign (Product Number 45003) that displays a nationalistic quote from Oliver Wendell Homes saying, ""One Flag, One Land, One Heart, One Hand, One Nation - Evermore!"". With its neat white, black, and grey colors, and dimensions of 10"" by 8"" by 1.5"", this rectangular wooden framed sign would look great hanging on your wall or standing on your furniture. Designing home and holiday decors like this one for over 8 years, Adams & Co has shown the world its unique style and conventional flair that can perfectly match with each season!",In stock & shipping (checked Sept 19),,2,10.5,8,9,,,2,705952.jpg,1,21,,3,1,Adams & Company,Americana-Signs,,"Wall Decor, Signs & Art-Framed Prints",8.44796E+11,1
10x10x1.5 wood framed sign (STARS) white/black/gy,45001,(All) Products Adams|(Newest) Additions|Framed Signs|,"Express your loyalty this Fourth of July with Adams & Co's expressive home and office decorations! One of its fine creations is this simplistic wooden framed sign (Product Number 45001) that displays the words ""Stars and Stripes Forever"" in capital letters. With its neat white, black, and grey colors, and dimensions of 10"" by 10"" by 1.5"", this square wooden framed sign would look great hanging on your wall or standing on your furniture. Designing home and holiday decors like this one for over 8 years, Adams & Co has shown the world its unique style and conventional flair that can perfectly match with each season!",In stock & shipping (checked Sept 19),,2,11,8,10,,,2,705954.jpg,1,22,,3,1,Adams & Company,Americana-Signs,,"Wall Decor, Signs & Art-Framed Prints",8.44796E+11,1
15.75x9.25x1.5 wood framed sign (GD BLSS) white/black,45002,(All) Products Adams|(Newest) Additions|Framed Signs|,"Express your loyalty this Fourth of July with Adams & Co's expressive home and office decorations! One of its fine creations is this simplistic wooden framed sign (Product Number 45002) that displays a nationalistic quote saying, ""God Bless America"". With its neat white and black colors, and dimensions of 15.75"" by 9.25"" by 1.5"", this rectangular wooden framed sign would look great hanging on your wall or standing on your furniture. Designing home and holiday decors like this one for over 8 years, Adams & Co has shown the world its unique style and conventional flair that can perfectly match with each season!",In stock & shipping (checked Sept 19),,2,13,8,12,,,2,705953.jpg,1,26,,3,1,Adams & Company,Americana-Signs,,"Wall Decor, Signs & Art-Framed Prints",8.44796E+11,1
15.75x9.25x1.5 wood framed sign (LIBERTY) white/black/gy,45000,(All) Products Adams|(Newest) Additions|Framed Signs|,"Express your loyalty this Fourth of July with Adams & Co's expressive home and office decorations! One of its fine creations is this classic wooden framed sign (Product Number 45000) that displays the words ""America Sweet Land Of Liberty"" with the American flag in the background. With its neat white, black, and grey colors, and dimensions of 15.75"" by 9.25"" by 1.5"", this rectangular wooden framed sign would look great hanging on your wall or standing on your furniture. Designing home and holiday decors like this one for over 8 years, Adams & Co has shown the world its unique style and conventional flair that can perfectly match with each season!",In stock & shipping (checked Sept 19),,2,13,8,12,,,2,705955.jpg,1,26,,3,1,Adams & Company,Americana-Signs,,"Wall Decor, Signs & Art-Framed Prints",8.44796E+11,1
34x9x1.5 wood framed sign (WT CHRISTMAS) white/grey/bn,75099,(All) Products Adams|(Newest) Additions|Framed Signs|(All) Christmas,"Make sure you are ready for the Holidays! Complete your Christmas decor with Adams & Co's wood-framed sign (Product Number 75009). This wooden frame comes with a white, grey, and brown color combination with a heart-warming phrase, ""I'm Dreaming Of A White Christmas"", displayed in the middle. It has dimensions of 34"" (width) x 9"" (height) x 1.5"" (thickness) and is a great addition to your theme this Yuletide season. Adams & Co continues to design high-quality home and office additions, giving you that atmosphere you need during family or work time. Just tell us what you need. We have a variety of designs that we would love to place on your doorsteps to match your theme for holidays and for your usual days!",In stock & shipping (checked Sept 19),,2,24,6,22,,,2,706420.jpg,1,48,,3,1,Adams & Company,Christmas-Signs,,"Wall Decor, Signs & Art-Christmas Signs",8.44796E+11,1
34x7.5x1.5 wood framed sign (MERRY CHRISTMAS) white/grey/bn,75100,(All) Products Adams|(Newest) Additions|Framed Signs|(All) Christmas,"Make sure you are ready for the Holidays! Complete your Christmas decor with Adams & Co's wood-framed sign (Product Number 75100). This wooden frame comes with a white, grey, and brown color combination with a sweet ""Merry Christmas"" greeting, displayed in the middle. It has dimensions of 34"" (width) x 7.5"" (height) x 1.5"" (thickness) and is a great addition to your theme this Yuletide season. Adams & Co continues to design high-quality home and office additions, giving you that atmosphere you need during family or work time. Just tell us what you need. We have a variety of designs that we would love to place on your doorsteps to match your theme for holidays and for your usual days!",In stock & shipping (checked Sept 19),,2,23,6,21,,,2,706419.jpg,1,46,,3,1,Adams & Company,Christmas-Signs,,"Wall Decor, Signs & Art-Christmas Signs",8.44796E+11,1
34x7.5x1.5 wood framed sign (HM HLDYS) white/grey/bn,75101,(All) Products Adams|(Newest) Additions|Framed Signs|(All) Christmas,"Make sure you are ready for the Holidays! Complete your Christmas decor with Adams & Co's wood-framed sign (Product Number 75101). This wooden frame comes with a white, grey, and brown color combination with a heart-warming quote, ""There's No Place Like Home For The Holidays"", displayed in the middle. It has dimensions of 34"" (width) x 7.5"" (height) x 1.5"" (thickness) and is a great addition to your theme this Yuletide season. Adams & Co continues to design high-quality home and office additions, giving you that atmosphere you need during family or work time. Just tell us what you need. We have a variety of designs that we would love to place on your doorsteps to match your theme for holidays and for your usual days!",In stock & shipping (checked Sept 19),,2,23,6,21,,,2,706418.jpg,1,46,,3,1,Adams & Company,Christmas-Signs,,"Wall Decor, Signs & Art-Christmas Signs",8.44796E+11,1
