"MTL. SIGN ""THINK HAPPY""",SB1272,2022 Year End Sale|All Vip Int. Products|Farmhouse|Signs & Word Art,"Think Happy Bee Happy"" sign is so unique. The sign is printed on a white enamel with yellow honeycombs. Hang this sign indoor or out.",,7.6,,,24 x 6.5 x 0.5,,2,18.98,,,,,2,VIP400,VIP160,sb1272_lg.jpg,sb1272_lg.jpg,7.82906E+11,,VIP800,sb1272_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD./MTL. SIGN ""FAMILY""",SB1273,2022 Year End Sale|All Vip Int. Products|Farmhouse|Signs & Word Art,This Family sign is so unique. The thin round metal frame is accented by a wood board in the center with family written on it. This would look great in any room.,,13.3,,,15 x 15 x 1.75,,2,18.98,,,,,2,VIP400,VIP160,sb1273_lg.jpg,sb1273_lg.jpg,7.82906E+11,,VIP800,sb1273_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD./MTL. SIGN ""KITCHEN""",SB1284,2022 Year End Sale|All Vip Int. Products|Signs & Word Art,,,17.5,,,1.25 x 24 x 9.5,,2,24.98,,,,,2,VIP400,VIP160,sb1284_lg.jpg,sb1284_lg.jpg,7.82906E+11,,VIP800,sb1284_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MTL. SIGN ""MOMS KITCHEN""",SB1286,2022 Year End Sale|All Vip Int. Products|Signs & Word Art,,,14.4,,,0.5 x 36 x 8,,2,23.98,,,,,2,VIP400,VIP160,sb1286_lg.jpg,sb1286_lg.jpg,7.82906E+11,,VIP800,sb1286_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MTL. SIGN ""GRILLIN""",SB1288,2022 Year End Sale|All Vip Int. Products|Signs & Word Art,,,24,,,18x36x1,,2,39.98,,,,,2,VIP400,VIP160,sb1288_lg.jpg,sb1288_lg.jpg,7.82906E+11,,VIP800,sb1288_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MTL. SIGN ""LAUNDRY""",SB1290,2022 Year End Sale|All Vip Int. Products|Signs & Word Art,,,4.8,,,20 x 12 x 1,,4,18.98,,,,,4,VIP400,VIP160,sb1290_lg.jpg,sb1290_lg.jpg,7.82906E+11,,VIP800,sb1290_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MTL. SIGN ""GENERAL STORE""",SB1291,2022 Year End Sale|All Vip Int. Products|Signs & Word Art,,,9.6,,,15.75 x 12 x 0.5,,4,15.98,,,,,4,VIP400,VIP160,sb1291_lg.jpg,sb1291_lg.jpg,7.82906E+11,,VIP800,sb1291_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD. SIGN ""FAMILY""",UN1105,2022 Year End Sale|All Vip Int. Products|Signs & Word Art,"If you want to bring happiness to the world, go home and love your family. "" This is such a great saying. This would make a great gift.",,4.8,,,11 x 9 x 3,,4,11.98,,,,,4,VIP400,VIP160,un1105_lg.jpg,un1105_lg.jpg,7.82906E+11,,VIP800,un1105_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD. WALL CLOCK,UN1107,2022 Year End Sale|All Vip Int. Products|Clocks (All),This Subway tile inspired clock will bring big city flare to any room the house.  Raised MDF numbers attached to engraved MDF background in a Solid wood frame.,,52,,,,,2,57.98,,,,,2,VIP400,VIP160,un1107_lg.jpg,un1107_lg.jpg,WD. WALL CLOCK,,VIP800,un1107_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD. SIGN ""GENEROUSLY""",UN1109,2022 Year End Sale|All Vip Int. Products|Signs & Word Art,"love generously"" sign. Painted white wooden background with raised laser cut metal and printed text.  This clean line design will add class and sophistication to any room in the home.",,12,,,,,2,19.98,,,,,2,VIP400,VIP160,un1109_lg.jpg,un1109_lg.jpg,7.83E+11,,VIP800,un1109_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD. SIGN ""LOVE YOU MORE""",UN1111,2022 Year End Sale|All Vip Int. Products|Signs & Word Art,"Large format, beautiful solid wood frame. ""I love you more"" will look fantastic above a sofa, bed or mirror to anchor any room in the home.",,46.4,,,,,2,57.98,,,,,2,VIP400,VIP160,un1111_lg.jpg,un1111_lg.jpg,"WD. SIGN ""LOVE YOU MORE""",,VIP800,un1111_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD. MIRROR,UN1113,2022 Year End Sale|All Vip Int. Products|Mirror (All),"This charming mirror is finished in natural wood and features the look of wood slats that are pieced together to create a final, unique, eye-catching design. This mirror integrates beautifully with farmhouse, rustic, modern and urban style interiors. Prop it in your living room or hallway as a stunning accent, or hang above a dresser, console table, or server.",,51.6,,,35 x 26 x 4,,2,85.98,,,,,2,VIP400,VIP160,un1113_lg.jpg,un1113_lg.jpg,7.82906E+11,,VIP800,un1113_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD. RAINBOW SIGN,UN1117,2022 Year End Sale|All Vip Int. Products|Signs & Word Art,"Printed on handmade paper, this beautiful sign features a rainbow motif and says ""Dream""  Print is showcased in a wood frame",,13.3,,,,,2,18.98,,,,,2,VIP400,VIP160,un1117_lg.jpg,un1117_lg.jpg,WD. RAINBOW SIGN,,VIP800,un1117_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD. SIGN ""WELCOME""",UN1120,2022 Year End Sale|All Vip Int. Products|Signs & Word Art,Welcome your friends and family with this fun wood sign.,,5.6,,,,,4,7.98,,,,,4,VIP400,VIP160,un1120_lg.jpg,un1120_lg.jpg,"WD. SIGN ""WELCOME""",,VIP800,un1120_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD. SIGN ""PORCH""",UN1133,2022 Year End Sale|All Vip Int. Products|Signs & Word Art,Our Welcome To The Porch large watercolor printed wood sign is sure to add some charm to your porch,,35.2,,,48 x 16 x 3,,2,43.98,,,,,2,VIP400,VIP160,un1133_lg.jpg,un1133_lg.jpg,7.82906E+11,,VIP800,un1133_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD. BEADS ""HOME SWEET""",UN1137,2022 Year End Sale|All Vip Int. Products,,,5.6,,,,,4,7.98,,,,,4,VIP400,VIP160,un1137_lg.jpg,un1137_lg.jpg,7.82906E+11,,VIP800,un1137_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD. SIGN ""GATHER""",UN1142,2022 Year End Sale|All Vip Int. Products|Signs & Word Art,Come and gather in our kitchen wood sign in a beautiful double wood frame.,,30.1,,,48 x 13 x 3,,2,42.98,,,,,2,VIP400,VIP160,un1142_lg.jpg,un1142_lg.jpg,7.82906E+11,,VIP800,un1142_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MTL. SIGN ""LAUNDRY""",UN1146,2022 Year End Sale|All Vip Int. Products|Signs & Word Art,,,9.1,,,,,2,12.98,,,,,2,VIP400,VIP160,un1146_lg.jpg,un1146_lg.jpg,7.82906E+11,,VIP800,un1146_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD. FRAMED FLORAL PRINT W/ GLASS,UN1163,2022 Year End Sale|All Vip Int. Products|Wall Art,This floral print is so pretty. The black and white floral sketch is perfectly accented by the wood and glass frame. This would look great on its own or in a group gallery wall.,,19.6,,,16 x 20 x 0.75,,2,27.98,,,,,2,VIP400,VIP160,un1163_lg.jpg,un1163_lg.jpg,7.82906E+11,,VIP800,un1163_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD. FRAMED FLORAL PRINT W/ GLASS,UN1164,2022 Year End Sale|All Vip Int. Products|Wall Art,This floral print is so pretty. The black and white floral sketch is perfectly accented by the wood and glass frame. This would look great on its own or in a group gallery wall.,,19.6,,,16 x 20 x 0.75,,2,27.98,,,,,2,VIP400,VIP160,un1164_lg.jpg,un1164_lg.jpg,7.82906E+11,,VIP800,un1164_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD. FRAMED FLORAL PRINT W/ GLASS,UN1165,2022 Year End Sale|All Vip Int. Products|Wall Decor (All),This floral print is so pretty. The black and white floral sketch is perfectly accented by the wood and glass frame. This would look great on its own or in a group gallery wall.,,19.6,,,,,2,27.98,,,,,2,VIP400,VIP160,un1165_lg.jpg,un1165_lg.jpg,7.82906E+11,,VIP800,un1165_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINEN SIGN ""BELIEVE""",UN1178,2022 Year End Sale|All Vip Int. Products|Signs & Word Art,"Believe you can, and you're halfway there."" This hanging canvas sign is so unique. The words are printed on the canvas, and it hangs perfectly from twine. The tassels on the bottom are the perfect bohemian accent.",,6.4,,,,,6,7.98,,,,,6,VIP400,VIP160,un1178_lg.jpg,un1178_lg.jpg,"LINEN SIGN ""BELIEVE""",,VIP800,un1178_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINEN SIGN ""DREAMS""",UN1179,2022 Year End Sale|All Vip Int. Products|Signs & Word Art,"This hanging canvas sign is so unique. The words are printed on the canvas, and it hangs perfectly from twine. The tassels on the bottom are the perfect bohemian accent.",,6.4,,,,,6,7.98,,,,,6,VIP400,VIP160,un1179_lg.jpg,un1179_lg.jpg,"LINEN SIGN ""DREAMS""",,VIP800,un1179_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD. SIGN ""CRAZIES""",UN1180,2022 Year End Sale|All Vip Int. Products|Signs & Word Art,"Home is where my bunch of crazies are."" This sign is printed on a Triangle wood block. This will add a little humor to your desk, shelf or table.",,8,,,,,6,9.98,,,,,6,VIP400,VIP160,un1180_lg.jpg,un1180_lg.jpg,"WD. SIGN ""CRAZIES""",,VIP800,un1180_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD. BLOCKS ""GROW""",UN1183,2022 Year End Sale|All Vip Int. Products|Signs & Word Art,"This Grow sign in so unique. Grow is spelled out on white wood blocks. The blocks are separated by wood beads, and the ends are adorned with tassels. This is the perfect accent piece.",,6.3,,,21 x 2 x 1,,4,8.98,,,,,4,VIP400,VIP160,un1183_lg.jpg,un1183_lg.jpg,7.82906E+11,,VIP800,un1183_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD. SIGN ""BLESSED""",UN1189,2022 Year End Sale|All Vip Int. Products|Signs & Word Art,,,11.9,,,1.75 x 23.75 x 8,,2,16.98,,,,,2,VIP400,VIP160,un1189_lg.jpg,un1189_lg.jpg,7.82906E+11,,VIP800,un1189_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD. SIGN ""MENU""",UN1190,2022 Year End Sale|All Vip Int. Products|Signs & Word Art,,,3.5,,,1 x 12 x 19,,2,13.98,,,,,2,VIP400,VIP160,un1190_lg.jpg,un1190_lg.jpg,7.82906E+11,,VIP800,un1190_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD. TABLETOP SIGN ""HOME SWEET""",UN1191,2022 Year End Sale|All Vip Int. Products|Signs & Word Art,,,3.6,,,2 x 6.5 x 6,,4,8.98,,,,,4,VIP400,VIP160,un1191_lg.jpg,un1191_lg.jpg,7.82906E+11,,VIP800,un1191_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD. SIGN ""WELCOME""",UN1193,2022 Year End Sale|All Vip Int. Products|Signs & Word Art,,,27.3,,,1.6 x 11.8 x 47.3,,2,38.98,,,,,2,VIP400,VIP160,un1193_lg.jpg,un1193_lg.jpg,7.82906E+11,,VIP800,un1193_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD. SIGN ""HOME""",UN1195,2022 Year End Sale|All Vip Int. Products|Signs & Word Art,,,2.8,,,1 x 6 x 6,,4,6.98,,,,,4,VIP400,VIP160,un1195_lg.jpg,un1195_lg.jpg,7.82906E+11,,VIP800,un1195_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD. SIGN ""WELCOME""",UN1209,2022 Year End Sale|All Vip Int. Products|Signs & Word Art,,,4.9,,,1 x 6 x 6,,4,6.98,,,,,4,VIP400,VIP160,un1209_lg.jpg,un1209_lg.jpg,7.82906E+11,,VIP800,un1209_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD. FLIP SIGN ""YES PLEASE""",UN1217,2022 Year End Sale|All Vip Int. Products|Signs & Word Art,,,11.2,,,4 x 11.5 x 6,,2,15.98,,,,,2,VIP400,VIP160,un1217_lg.jpg,un1217_lg.jpg,7.82906E+11,,VIP800,un1217_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD. TABLE SIGN ""FAMILY""",UN1218,2022 Year End Sale|All Vip Int. Products|Signs & Word Art,,,11.2,,,2.5 x 12 x 12,,2,15.98,,,,,2,VIP400,VIP160,un1218_lg.jpg,un1218_lg.jpg,7.82906E+11,,VIP800,un1218_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD. SIGN ""I LOVE YOU""",UN1220,2022 Year End Sale|All Vip Int. Products|Signs & Word Art,,,6.8,,,1 x 16 x 13.5,,2,16.98,,,,,2,VIP400,VIP160,un1220_lg.jpg,un1220_lg.jpg,7.82906E+11,,VIP800,un1220_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD. SIGN ""BLESS THIS HOME""",UN1226,2022 Year End Sale|All Vip Int. Products|Signs & Word Art,,,4.2,,,1 x 8 x 8,,4,6.98,,,,,4,VIP400,VIP160,un1226_lg.jpg,un1226_lg.jpg,7.82906E+11,,VIP800,un1226_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD. SIGN ""FAMILY""",UN1232,2022 Year End Sale|All Vip Int. Products|Signs & Word Art,,,14,,,2 x 20.5 x 5,,2,19.98,,,,,2,VIP400,VIP160,un1232_lg.jpg,un1232_lg.jpg,7.82906E+11,,VIP800,un1232_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MTL. SIGN ""WELCOME""",UN1254,2022 Year End Sale|All Vip Int. Products|Signs & Word Art,,,6.3,,,12 x 1.3 x 4.5,,4,6.98,,,,,4,VIP400,VIP160,un1254_lg.jpg,un1254_lg.jpg,7.82906E+11,,VIP800,un1254_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MTL. SIGN ""LAUNDRY""",UN1255,2022 Year End Sale|All Vip Int. Products|Signs & Word Art,,,6.3,,,12 x 1.3 x 4.5,,4,6.98,,,,,4,VIP400,VIP160,un1255_lg.jpg,un1255_lg.jpg,7.82906E+11,,VIP800,un1255_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD. 6"" BOWL - WHT.",WC1011,2022 Year End Sale|All Vip Int. Products|Kitchen & Bath,"Hand carved mango wood 6"" bowl made with exquisite craftmanship. Food Safe and perfect for any chef, kitchen or holiday event. Accented with a white enamel coating for a unique look.",,7.7,,,,,2,10.98,,,,,2,VIP400,VIP160,wc1011_lg.jpg,wc1011_lg.jpg,"WD. 6"" BOWL - WHT.",,VIP800,wc1011_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD. 8"" BOWL - WHT.",WC1012,2022 Year End Sale|All Vip Int. Products|Kitchen & Bath,"Hand carved mango wood 8"" bowl made with exquisite craftmanship. Food Safe and perfect for any chef, kitchen or holiday event. Accented with a white enamel coating for a unique look.",,12.6,,,,,2,17.98,,,,,2,VIP400,VIP160,wc1012_lg.jpg,wc1012_lg.jpg,"WD. 8"" BOWL - WHT.",,VIP800,wc1012_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DECORATIVE LIGHT W/ WD. BASE,YY1015,2022 Year End Sale|All Vip Int. Products,,,7,,,12 x 6 x 6,,6,9.98,,,,,6,VIP400,VIP160,yy1015_lg.jpg,yy1015_lg.jpg,7.82906E+11,,VIP800,yy1015_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTL. URNS SET/2,ZF1050,2022 Year End Sale|All Vip Int. Products|Metal Decor,"These urns are so beautiful. They have an antique gold finish to them. These would look great indoor or out, with real or faux plants.",,14,,,,,2,19.98,,,,,2,VIP400,VIP160,zf1050_lg.jpg,zf1050_lg.jpg,MTL. URNS SET/2,,VIP800,zf1050_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTL. PLANTER HOOK - LARGE,ZJ1023,2022 Year End Sale|All Vip Int. Products|Planters,Showcase your pretty hanging plants with our metal planter hook. The simple curved design is perfect for any country garden or porch. Made of durable metal our planter hanger will withstand the outdoor elements as well as add dimension on the walls inside your home.,,15.4,,,16 x 12 x 8,,4,21.98,,,,,4,VIP400,VIP160,zj1023_lg.jpg,zj1023_lg.jpg,7.82906E+11,,VIP800,zj1023_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTL. LAMP,BC1027,All Vip Int. Products|Lamps & Lanterns,"This light fixture is a beautiful and practical addition to your wall or table decor. Perfect for mood lighting, living room or kitchen accents, or an excellent addition to event furnishings.",,,,,9.5 x 21.5 x 6.5,,2,61.98,,,,,2,VIP400,VIP160,bc1027_lg.jpg,bc1027_lg.jpg,7.82906E+11,,VIP800,bc1027_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD./MTL. TABLE CLOCK,BC1029,All Vip Int. Products|Clocks (All),"The Drake table clock isn't large, but it makes a big statement. The face features bold black numbers on a white background.  The frame is wood with a light whitewash finish.  It sits on a metal base and is adorned with a metal faux stopwatch mechanism on top.",,,,,8 x 13 x 3.25,,2,27.98,,,,,2,VIP400,VIP160,bc1029_lg.jpg,bc1029_lg.jpg,7.82906E+11,,VIP800,bc1029_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD. WALL CLOCK,BC1032,All Vip Int. Products|Clocks (All),,,,,,,,2,27.98,,,,,2,VIP400,VIP160,bc1032_lg.jpg,bc1032_lg.jpg,|WD. WALL CLOCK|,,VIP800,bc1032_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTL. TABLETOP WHEELBARROW PLANTER,BY1010,All Vip Int. Products|Metal Decor,Our adorable metal wheelbarrow planter is a unique way to display your favorite flowers. A wonderful outdoor accent for any avid gardener. Aarrange inside your home as well to create a lovely indoor garden scene.,,,,,24 x 10 x 10,,4,21.98,,,,,4,VIP400,VIP160,by1010_lg.jpg,by1010_lg.jpg,7.82906E+11,,VIP800,by1010_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTL. PLANTER SET/3,BY1014,All Vip Int. Products|Planters,Add some character to your garden with our galvanized metal planters. Each planter stands at a different height to add depth and dimension and allows you to display a variety of flowers. Group together or display individually around your yard.,,,,,20x20x21.3,,2,131.98,,,,,2,VIP400,VIP160,by1014_lg.jpg,by1014_lg.jpg,7.82906E+11,,VIP800,by1014_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD. SHELF 56""",BY1054,All Vip Int. Products|Shelf and Organizer,Looking for a piece that adds drama? Our majestic wooden shelf is a perfect addition to any room. Ideal for displaying your most cherished photographs and favorite Decor. Makes a grand statement alone or over a fire place.,,,,,56 X 15 X 6,,2,359.98,,,,,2,VIP400,VIP160,by1054_lg.jpg,by1054_lg.jpg,7.82906E+11,,VIP800,by1054_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MTL. WALL PLANTER 35""",BY1083,All Vip Int. Products|Planters,Our large metal wall planter will add rustic beauty to any space. Adorn on your fence and brighten up your day when you look out your window by adding flowers. Available in three sizes for a variety of options.,,,,,35.5 x 6 x 5,,4,29.98,,,,,4,VIP400,VIP160,by1083_lg.jpg,by1083_lg.jpg,7.82906E+11,,VIP800,by1083_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
METAL PLANTERS SET/2 ,BY1087,All Vip Int. Products|Planters|The Garden,Our metal shadow box planters with corrugated roof are a great way to showcase your gardens splendor. Able to be mounted on a shed or fence our planters will add depth to any garden space. Pair them together or display them inside your home with your favorite faux flowers.,,,,,0 x 36.5 x 18 x 6.3,,2,104.98,,,,,2,VIP400,VIP160,BY1087_lg.jpg,BY1087_lg.jpg,,,VIP800,BY1087_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTL. TRIPLE WALL PLANTER,BY1090,All Vip Int. Products|The Garden,Decorate your outdoors with our three tier planter box. Display your favorite colorful flowers or add some herbs to your existing garden. Perfect for adding dimension and color to the side of your home or fence.,,,,,,,2,63.78,,,,,2,VIP400,VIP160,by1090_lg.jpg,by1090_lg.jpg,MTL. TRIPLE WALL PLANTER,,VIP800,by1090_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD. MIRROR 24""",BY1101,All Vip Int. Products|Mirror (All),This wood square mirror will blend perfectly into any style of home. The classic white mirror is boldly outlined in a beautiful wood finish. Bringing a two toned look. It even has a shiplap look to the interior wood. Hang vertically or horizontally.,,,,,24.5 x 24.5 x 0.75,,2,71.98,,,,,2,VIP400,VIP160,by1101_lg.jpg,by1101_lg.jpg,7.82906E+11,,VIP800,by1101_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD. MIRROR 36""",BY1102,All Vip Int. Products|Mirror (All),This wood mirror will blend perfectly into any style of home. The classic white mirror is boldly outlined in a beautiful wood finish. Bringing a two toned look. It even has a shiplap look to the interior wood. Hang vertically or horizontally.,,,,,30 x 36 x 0.75,,2,105.98,,,,,2,VIP400,VIP160,by1102_lg.jpg,by1102_lg.jpg,7.82906E+11,,VIP800,by1102_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTL. WASH BASIN PLANTERS SET/2,BY1106,All Vip Int. Products|Planters,This set of Wash Tubs is so whimsical. They are crafted from white enamel and have a rustic distressed finish. The faux black spout and handles make them look like vintage wash basins.,,,,,18 x 17 x 17,,2,159.98,,,,,2,VIP400,VIP160,by1106_lg.jpg,by1106_lg.jpg,7.82906E+11,,VIP800,by1106_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTL. FOUNTAIN,BY1110,All Vip Int. Products|Metal Decor,This vintage inspired fountain is perfect for your yard. The metal two tiered buckets are modeled after a trip to the farm. The water circulates and pours though the spout. Making a sweet streaming sound.,,,,,30 X 20 X 15,,2,179.98,,,,,2,VIP400,VIP160,by1110_lg.jpg,by1110_lg.jpg,7.82906E+11,,VIP800,by1110_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTL. TUB PLANTERS SET/2,BY1117,All Vip Int. Products|Planters,"This set of bathtub planters is so unique. They will add a bit of whimsy and charm to your garden. Fill them with flowers, greens, or succulents for a stunning feature.",,,,,28 x 20 x 15,,2,179.98,,,,,2,VIP400,VIP160,by1117_lg.jpg,by1117_lg.jpg,7.82906E+11,,VIP800,by1117_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTL. WASH TUB TABLE,BY1125,All Vip Int. Products|Metal Decor,"This large metal cart is so useful. The top has two metal storage bins with lids. The bottom has wheels for a rolling cart, and baskets. This would be perfect in a garden setting or for an ice cold drink holder.  ",,,,,37 x 18.5 x 18,,2,309.98,,,,,2,VIP400,VIP160,by1125_lg.jpg,by1125_lg.jpg,7.82906E+11,,VIP800,by1125_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTL. 2 TIER TRAY,BY1146,All Vip Int. Products|Trays (All),"This tiered tray is so unique. Each tier tray resembles a small vintage bucket. Use this as a Beautiful table Centerpiece. Use in the kitchen for mugs, cream and sugar. Use on the bathroom Countertop to decoratively display your toiletries.",,,,,14 x 10 x 5,,2,44.98,,,,,2,VIP400,VIP160,by1146_lg.jpg,by1146_lg.jpg,7.82906E+11,,VIP800,by1146_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD. SHELF 36""",BY1150,All Vip Int. Products|Shelf and Organizer,This shelf is simply stunning. A small wall mounted version of a mantle. Perfect Centerpiece item for your wall.,,,,,38 X 14 X 11,,2,109.98,,,,,2,VIP400,VIP160,by1150_lg.jpg,by1150_lg.jpg,7.82906E+11,,VIP800,by1150_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTL. WHEELBARROW,BY1161,All Vip Int. Products|Metal Decor,This small wheelbarrow is so adorable. It is white enamel so its perfect for indoor or outdoor use. Use this in the garden as a planter.,,,,,16 X 7 X 6,,2,19.98,,,,,2,VIP400,VIP160,by1161_lg.jpg,by1161_lg.jpg,7.82906E+11,,VIP800,by1161_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MTL. SIGN ""GARDEN""",BY1165,All Vip Int. Products|Signs & Word Art,This large garden sign is so beautiful. The galvanized metal spells out Garden in cursive. This would look great indoors or out.,,,,,39 x 18 x 3,,2,64.98,,,,,2,VIP400,VIP160,by1165_lg.jpg,by1165_lg.jpg,7.82906E+11,,VIP800,by1165_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTL. PLANTERS S/3,BY1199,|All Vip Int. Products|Farmhouse,This set of three hanging planters is so unique. The white enamel is perfectly accented by the black hanging metal. These would be perfect on a porch or patio with your favorite plants or flowers.,,,,,,,2,84.98,,,,,2,VIP400,VIP160,by1199_lg.jpg,by1199_lg.jpg,7.82906E+11,,VIP800,by1199_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTL. PLANTERS S/2 (1/cs) ,BY1205,|All Vip Int. Products|Planters|The Garden,These metal buckets are so unique. The galvanized is accented by a white metal flower design. These would look great indoor or outdoor with real or faux plants.,,,,,14.0 x 17.5 x 14.0,,2,58.98,,,,,2,VIP400,VIP160,by1205_lg.jpg,by1205_lg.jpg,7.82906E+11,,VIP800,by1205_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTL. WREATH HLDR SM.,BY1206,All Vip Int. Products|Metal Decor,"This wreath stand is truly unique. This wreath holder allows you to put a wreath anywhere, by hanging it on this lovely stand. Use this on a shelf, table, or porch.",,,,,15 X 7 X 6,,2,29.98,,,,,2,VIP400,VIP160,by1206_lg.jpg,by1206_lg.jpg,7.82906E+11,,VIP800,by1206_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTL. WREATH HLDR LG.,BY1207,All Vip Int. Products|Metal Decor,"This  large wreath stand is truly unique. This wreath holder allows you to put a wreath anywhere, by hanging it on this lovely stand. Use this on a shelf, table, or porch.",,,,,17 X 7 X 7,,2,26.98,,,,,2,VIP400,VIP160,by1207_lg.jpg,by1207_lg.jpg,7.82906E+11,,VIP800,by1207_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD. 32"" SHELF W/ HOOKS",BY1210,All Vip Int. Products|Shelves,"This black shelf is decorative and functional. Use it purely decorative by adding your favorite photo frames and decor to the top shelf. Use it as coat rack or in mud room, for all your keys, hats, and coats.",,,,,32 x 25 x 13.75,,2,89.98,,,,,2,VIP400,VIP160,by1210_lg.jpg,by1210_lg.jpg,7.82906E+11,,VIP800,by1210_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTL. PLANTERS S/2,BY1232,All Vip Int. Products|Planters|The Garden,"This set of two planters is so beautiful. Painted metal frame with solid wood bottom and wood dowel handles.  Use indoor or out, with real or faux plants.",,,,,4.95 x 20.5 x 6.5,,2,45.98,,,,,2,VIP400,VIP160,by1232_lg.jpg,by1232_lg.jpg,7.82906E+11,,VIP800,by1232_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
