C,H,D,3,1,9
J,R,S,2,1,3
C,B,2,1
C,C,2,1
C,S,2,1
C,V,2,1
C,B,4,3
C,C,4,3
C,S,4,3
C,V,4,3
C,B,4,4
C,C,4,4
C,S,4,4
C,V,4,4
C,C,2,6
C,S,2,6
C,V,2,6
C,B,3,1
C,C,3,1
C,S,3,1
C,V,3,1
C,B,3,7
C,C,3,7
C,S,3,7
C,V,3,7
J,R,S,8,6
J,R,S,2,1,2
J,R,S,2,1,1
J,R,S,2,1,0
J,R,S,2,0,9
C,A,8,5
J,R,S,2,1,5
J,R,S,2,1,4
J,R,S,2,0,7
J,R,S,2,0,6
F,K,1,0,3
F,K,3,8
F,K,1,0,5
F,K,1,0,6
F,K,2,1
F,K,4,3
F,K,4,4
F,K,2,6
F,K,3,1
F,K,3,7
J,R,S,2,0,5
B,B,A,G,5,1,0,9
C,E,0,2
J,R,S,2,0,4
C,M,B,2
C,M,B
C,E,0,4
J,R,S,2,0,2
C,A,8,6
C,E,0,0
V,7,0
V,5,4
C,A,5,3
C,E,0,3
V,2,1
V,4,3
V,4,4
V,2,6
V,3,1
V,3,7
C,E,0,5
C,E,0,6
