"Bella Trace Stripe Lampshade 10"" Drum Black",0D108011,Lampshade,"Our Black - Wheat Bella Trace Stripe lampshade is made of cotton. This lampshade is a 10"". Our lampshades are self bias trimmed and side stitched down the body. Our 10"" shade measures top - 9"", bottom 10"", height 8"".",,$7.50,,,,,2,"$15.00  $7.50
Save: 50% off",,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/Closeout/0D108011.jpg,0D108011.jpg,,,Raghu800,0D108011.jpg
"Chevron 10"" Regular Clip Tapered Drum Cobalt-White",0D790052,Lampshade,"Chevron 10"" Regular Clip Tapered Drum Cobalt-White is made of cotton fabric",,$7.00,,,,,1,"$14.00  $7.00
Save: 50% off",,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/Closeout/0D790052.jpg,0D790052.jpg,,,Raghu800,0D790052.jpg
"Stripe 10"" Regular Clip Tapered Drum Cobalt-White",0D810052,Lampshade,"Stripe 10"" Regular Clip Tapered Drum Cobalt-White is made of cotton fabric",,$7.00,,,,,1,"$14.00  $7.00
Save: 50% off",,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/Closeout/0D810052.jpg,0D810052.jpg,,,Raghu800,0D810052.jpg
"Seahorse 10"" Regular Clip Tapered Drum Cobalt-White",0D870052,Lampshade,"Seahorse 10"" Regular Clip Tapered Drum Cobalt-White is made of cotton fabric",,$7.00,,,,,1,"$14.00  $7.00
Save: 50% off",,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/Closeout/0D870052.jpg,0D870052.jpg,,,Raghu800,0D870052.jpg
"Moroccan 10"" Regular Clip Tapered Drum Cobalt-White",0D930052,Lampshade,"Moroccan 10"" Regular Clip Tapered Drum Cobalt-White is made of cotton fabric",,$7.00,,,,,1,"$14.00  $7.00
Save: 50% off",,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/Closeout/0D930052.jpg,0D930052.jpg,,,Raghu800,0D930052.jpg
"Greek Key 10"" Regular Clip Tapered Drum Cobalt-White",0D990052,Lampshade,"Greek Key 10"" Regular Clip Tapered Drum Cobalt-White is made of cotton fabric",,$7.00,,,,,1,"$14.00  $7.00
Save: 50% off",,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/Closeout/0D990052.jpg,0D990052.jpg,,,Raghu800,0D990052.jpg
"Angel Fish 14"" Washer Tapered Drum",4D121052,Lampshade,"Angel Fish 14"" Washer Tapered Drum made of Cotton fabric",,$10.50,,,,,1,"$21.00  $10.50
Save: 50% off",,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/Closeout/4D121052.jpg,4D121052.jpg,,,Raghu800,4D121052.jpg
"White With Cobalt Trim 14"" Washer Tapered Drum",4D157052,Lampshade,"White with Cobalt Trim 14"" Washer Tapered Drum made of Cotton fabric",,$10.50,,,,,1,"$21.00  $10.50
Save: 50% off",,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/Closeout/4D157052.jpg,4D157052.jpg,,,Raghu800,4D157052.jpg
"Burlap With Cobalt Trim 14"" Washer Drum Shade",4D300052,Lampshade,"Burlap with Cobalt Trim 14"" Washer Drum Shade",,$10.50,,,,,1,"$21.00  $10.50
Save: 50% off",,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/Closeout/4D300052.jpg,4D300052.jpg,,,Raghu800,4D300052.jpg
"Quatrefoil Cobalt-Grey-White 14"" Washer Drum Shade",4D330052,Lampshade,"Quatrefoil Cobalt-Grey-White 14"" Washer Drum Shade",,$10.50,,,,,1,"$21.00  $10.50
Save: 50% off",,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/Closeout/4D330052.jpg,4D330052.jpg,,,Raghu800,4D330052.jpg
"Sand Dollar 14"" Drum Shade",4D390019,Lampshade,"Our sand dollar drum shade is made of cotton. This lampshade is a 14"". Our lampshades are self bias trimmed and side stitched down the body. Our 14"" shade measures top - 12"", bottom 14"", height 9.25"".",,$10.50,,,,,1,"$21.00  $10.50
Save: 50% off",,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/Closeout/4D390019.jpg,4D390019.jpg,,,Raghu800,4D390019.jpg
"Sea Shell Cobalt 14"" Washer Drum Shade",4D500052,Lampshade,"Sea Shell Cobalt 14"" Washer Drum Shade",,$10.50,,,,,1,"$21.00  $10.50
Save: 50% off",,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/Closeout/4D500052.jpg,4D500052.jpg,,,Raghu800,4D500052.jpg
"Chevron 14"" Washer Tapered Drum Cobalt-White",4D790052,Lampshade,"Chevron 14"" Washer Tapered Drum Cobalt-White is made of cotton fabric",,$10.50,,,,,1,"$21.00  $10.50
Save: 50% off",,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/Closeout/4D790052.jpg,4D790052.jpg,,,Raghu800,4D790052.jpg
"Stripe 14"" Washer Tapered Drum Cobalt-White",4D810052,Lampshade,"Stripe 14"" Washer Tapered Drum Cobalt-White is made of cotton fabric",,$10.50,,,,,1,"$21.00  $10.50
Save: 50% off",,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/Closeout/4D810052.jpg,4D810052.jpg,,,Raghu800,4D810052.jpg
"Greek Key 14"" Washer Tapered Drum Cobalt-White",4D990052,Lampshade,"Greek Key 14"" Washer Tapered Drum Cobalt-White is made of cotton fabric",,$10.50,,,,,1,"$21.00  $10.50
Save: 50% off",,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/Closeout/4D990052.jpg,4D990052.jpg,,,Raghu800,4D990052.jpg
"Crab 14"" Washer Tapered Drum",4DSM4852,Lampshade,"Crab 14"" Washer Tapered Drum made of Cotton fabric",,$10.50,,,,,1,"$21.00  $10.50
Save: 50% off",,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/Closeout/4DSM4852.jpg,4DSM4852.jpg,,,Raghu800,4DSM4852.jpg
"Burlap With Osenburg Tapered Drum 14"" Lampshade",4W167005,Lampshade,"Burlap with Osenburg Tapered Drum 14"" Lampshade. Size is 14"" Tapered Drum and is made of Cotton.",,$10.88,,,,,1,"$21.75  $10.88
Save: 50% off",,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/Closeout/4W167005.jpg,4W167005.jpg,,,Raghu800,4W167005.jpg
"White With Cobalt Trim 16"" Washer Tapered Drum",6D157052,Lampshade,"White with Cobalt Trim 16"" Washer Tapered Drum made of Cotton fabric",,$11.75,,,,,1,"$23.50  $11.75
Save: 50% off",,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/Closeout/6D157052.jpg,6D157052.jpg,,,Raghu800,6D157052.jpg
