LET477 Fancy Ferns,LET477-1216PBSP15,Brown Stain Frame,"This picture is called ""Fancy Ferns"". The print unframed measures 12x16 inches. The frame will add about one more inch per side. Beautiful print with multiple frame selections to choose from. This print has a large green fern with roots against a dark background. Choose your lath frame color to customize your product. All frames have a vintage wire along the top of the frame for quick and easy wall hanging.",Brown Stain Frame,LET477,,,,,2,99,,,,,2,JanMichael400,JanMichael160,https://cdn11.bigcommerce.com/s-wb4uepr7/images/stencil/500x659/products/9940/32257/LET477_12X16__09215.1651074884.jpg,LET477_12X16__09215.1651074884.jpg,,,JanMichael800,LET477_12X16__09215.1651074884.jpg
LET477 Fancy Ferns,LET477-1216PWWP15,Charcoal Wash Frame **New Color**,"This picture is called ""Fancy Ferns"". The print unframed measures 12x16 inches. The frame will add about one more inch per side. Beautiful print with multiple frame selections to choose from. This print has a large green fern with roots against a dark background. Choose your lath frame color to customize your product. All frames have a vintage wire along the top of the frame for quick and easy wall hanging.",Charcoal Wash Frame **New Color**,LET477,,,,,2,99,,,,,2,JanMichael400,JanMichael160,https://cdn11.bigcommerce.com/s-wb4uepr7/images/stencil/500x659/products/9940/32257/LET477_12X16__09215.1651074884.jpg,LET477_12X16__09215.1651074884.jpg,,,JanMichael800,LET477_12X16__09215.1651074884.jpg
LET572 Delicate Stem Exposure,LET572-1216PBSP12,Brown Stain Frame,"This picture is called ""Delicate Stem Exposure"". The print unframed measures 12x16 inches. The frame will add about one more inch per side. Beautiful print with multiple frame selections to choose from. This is an interesting picture of a flower with a negative exposure. The entire picture has various shades of beige and tan. Choose your lath frame color to customize your product. All frames have a vintage wire along the top of the frame for quick and easy wall hanging.",Brown Stain Frame,LET572,,,,,2,99,,,,,2,JanMichael400,JanMichael160,https://cdn11.bigcommerce.com/s-wb4uepr7/images/stencil/500x659/attribute_rule_images/39904_source_1668178082.jpg,39904_source_1668178082.jpg,,,JanMichael800,39904_source_1668178082.jpg
LET572 Delicate Stem Exposure,LET572-1216PWWP12,Charcoal Wash Frame **New Color**,"This picture is called ""Delicate Stem Exposure"". The print unframed measures 12x16 inches. The frame will add about one more inch per side. Beautiful print with multiple frame selections to choose from. This is an interesting picture of a flower with a negative exposure. The entire picture has various shades of beige and tan. Choose your lath frame color to customize your product. All frames have a vintage wire along the top of the frame for quick and easy wall hanging.",Charcoal Wash Frame **New Color**,LET572,,,,,2,99,,,,,2,JanMichael400,JanMichael160,https://cdn11.bigcommerce.com/s-wb4uepr7/images/stencil/500x659/attribute_rule_images/39906_source_1668178103.jpg,39906_source_1668178103.jpg,,,JanMichael800,39906_source_1668178103.jpg
LET573 Flower Exposure,LET573-1216PBSP12,Brown Stain Frame,"This picture is called ""Flower Exposure"". The print unframed measures 12x16 inches. The frame will add about one more inch per side. Beautiful print with multiple frame selections to choose from. This is an interesting picture of a flowering plant with a negative exposure. The entire picture has various shades of beige and tan showing the flower and its leaves. Choose your lath frame color to customize your product. All frames have a vintage wire along the top of the frame for quick and easy wall hanging.",Brown Stain Frame,LET573,,,,,2,99,,,,,2,JanMichael400,JanMichael160,https://cdn11.bigcommerce.com/s-wb4uepr7/images/stencil/500x659/attribute_rule_images/39901_source_1668110225.jpg,39901_source_1668110225.jpg,,,JanMichael800,39901_source_1668110225.jpg
LET573 Flower Exposure,LET573-1216PWWP12,Charcoal Wash Frame **New Color**,"This picture is called ""Flower Exposure"". The print unframed measures 12x16 inches. The frame will add about one more inch per side. Beautiful print with multiple frame selections to choose from. This is an interesting picture of a flowering plant with a negative exposure. The entire picture has various shades of beige and tan showing the flower and its leaves. Choose your lath frame color to customize your product. All frames have a vintage wire along the top of the frame for quick and easy wall hanging.",Charcoal Wash Frame **New Color**,LET573,,,,,2,99,,,,,2,JanMichael400,JanMichael160,https://cdn11.bigcommerce.com/s-wb4uepr7/images/stencil/500x659/attribute_rule_images/39903_source_1668110250.jpg,39903_source_1668110250.jpg,,,JanMichael800,39903_source_1668110250.jpg
LET612A Lemon and Vodka,LET612A-810PBSP23,Brown Stain Frame,"This print is called ""Lemon and Vodka"". The print unframed measures 8x10 inches. The frame will add about one more inch per side. Beautiful print with multiple frame selections to choose from. This print has a branch of 3 lemons and reads ""When life gives you lemons, grab the vodka"" over a light grey textured background. Choose your lath frame color to customize your product. All frames have a vintage wire along the top of the frame for quick and easy wall hanging.",Brown Stain Frame,LET612A,,,,,2,99,,,,,2,JanMichael400,JanMichael160,https://cdn11.bigcommerce.com/s-wb4uepr7/images/stencil/500x659/products/10088/33324/LET612Acc__81826.1660148659.jpg,LET612Acc__81826.1660148659.jpg,,,JanMichael800,LET612Acc__81826.1660148659.jpg
LET612A Lemon and Vodka,LET612A-810PWWP23,Charcoal Wash Frame **New Color**,"This print is called ""Lemon and Vodka"". The print unframed measures 8x10 inches. The frame will add about one more inch per side. Beautiful print with multiple frame selections to choose from. This print has a branch of 3 lemons and reads ""When life gives you lemons, grab the vodka"" over a light grey textured background. Choose your lath frame color to customize your product. All frames have a vintage wire along the top of the frame for quick and easy wall hanging.",Charcoal Wash Frame **New Color**,LET612A,,,,,2,99,,,,,2,JanMichael400,JanMichael160,https://cdn11.bigcommerce.com/s-wb4uepr7/images/stencil/500x659/products/10088/33324/LET612Acc__81826.1660148659.jpg,LET612Acc__81826.1660148659.jpg,,,JanMichael800,LET612Acc__81826.1660148659.jpg
LET698 Fall Flowers,LET698-1216PBSP2,Brown Stain Frame,"This picture is called ""Fall Flowers"". The print unframed measures 12x16 inches. The frame will add about one more inch per side. Beautiful print with multiple frame selections to choose from. These muted but gorgeous fall flowers are in a glass vase and have greens of various shades to highlight the brown, beige, and burnt umber flower colors. Choose your lath frame color to customize your product. All frames have a vintage wire along the top of the frame for quick and easy wall hanging.",Brown Stain Frame,LET698,,,,,2,99,,,,,2,JanMichael400,JanMichael160,https://cdn11.bigcommerce.com/s-wb4uepr7/images/stencil/500x659/products/9902/32188/LET698_12x16__08214.1650654578.jpg,LET698_12x16__08214.1650654578.jpg,,,JanMichael800,LET698_12x16__08214.1650654578.jpg
LET698 Fall Flowers,LET698-1216PWWP2,Charcoal Wash Frame **New Color**,"This picture is called ""Fall Flowers"". The print unframed measures 12x16 inches. The frame will add about one more inch per side. Beautiful print with multiple frame selections to choose from. These muted but gorgeous fall flowers are in a glass vase and have greens of various shades to highlight the brown, beige, and burnt umber flower colors. Choose your lath frame color to customize your product. All frames have a vintage wire along the top of the frame for quick and easy wall hanging.",Charcoal Wash Frame **New Color**,LET698,,,,,2,99,,,,,2,JanMichael400,JanMichael160,https://cdn11.bigcommerce.com/s-wb4uepr7/images/stencil/500x659/products/9902/32188/LET698_12x16__08214.1650654578.jpg,LET698_12x16__08214.1650654578.jpg,,,JanMichael800,LET698_12x16__08214.1650654578.jpg
LET705 White Pumpkin Delivery,LET705-1216PBSP2,Brown Stain Frame,"This picture is called ""White Pumpkin Delivery"". The print unframed measures 12x16 inches. The frame will add about one more inch per side. Beautiful print with multiple frame selections to choose from. This fall print has a dark black vintage truck carrying a load of white pumpkins and reads, ""Farm Fresh Open Daily The Fall Co. 25 cents per pumpkin same day delivery."" Choose your lath frame color to customize your product. All frames have a vintage wire along the top of the frame for quick and easy wall hanging.",Brown Stain Frame,LET705,,,,,2,99,,,,,2,JanMichael400,JanMichael160,https://cdn11.bigcommerce.com/s-wb4uepr7/images/stencil/500x659/attribute_rule_images/39784_source_1667404213.jpg,39784_source_1667404213.jpg,,,JanMichael800,39784_source_1667404213.jpg
LET705 White Pumpkin Delivery,LET705-1216PWWP2,Charcoal Wash Frame **New Color**,"This picture is called ""White Pumpkin Delivery"". The print unframed measures 12x16 inches. The frame will add about one more inch per side. Beautiful print with multiple frame selections to choose from. This fall print has a dark black vintage truck carrying a load of white pumpkins and reads, ""Farm Fresh Open Daily The Fall Co. 25 cents per pumpkin same day delivery."" Choose your lath frame color to customize your product. All frames have a vintage wire along the top of the frame for quick and easy wall hanging.",Charcoal Wash Frame **New Color**,LET705,,,,,2,99,,,,,2,JanMichael400,JanMichael160,https://cdn11.bigcommerce.com/s-wb4uepr7/images/stencil/500x659/attribute_rule_images/39785_source_1667404221.jpg,39785_source_1667404221.jpg,,,JanMichael800,39785_source_1667404221.jpg
LET710 Longhorn Claw Foot Tub,LET710-1216PBSP15,Brown Stain Frame,"This picture is called ""Longhorn Claw Foot Tub"". The print unframed measures 12x16 inches. The frame will add about one more inch per side. Beautiful print with multiple frame selections to choose from. Choose your lath frame color to customize your product. All frames have a vintage wire along the top of the frame for quick and easy wall hanging.",Brown Stain Frame,LET710,,,,,2,99,,,,,2,JanMichael400,JanMichael160,https://cdn11.bigcommerce.com/s-wb4uepr7/images/stencil/500x659/products/9918/32218/LET710_12x16__29937.1650662229.jpg,LET710_12x16__29937.1650662229.jpg,,,JanMichael800,LET710_12x16__29937.1650662229.jpg
LET710 Longhorn Claw Foot Tub,LET710-1216PWWP15,Charcoal Wash Frame **New Color**,"This picture is called ""Longhorn Claw Foot Tub"". The print unframed measures 12x16 inches. The frame will add about one more inch per side. Beautiful print with multiple frame selections to choose from. Choose your lath frame color to customize your product. All frames have a vintage wire along the top of the frame for quick and easy wall hanging.",Charcoal Wash Frame **New Color**,LET710,,,,,2,99,,,,,2,JanMichael400,JanMichael160,https://cdn11.bigcommerce.com/s-wb4uepr7/images/stencil/500x659/products/9918/32218/LET710_12x16__29937.1650662229.jpg,LET710_12x16__29937.1650662229.jpg,,,JanMichael800,LET710_12x16__29937.1650662229.jpg
LET720A Give Thanks for Fall,LET720A-810PBSP23,Brown Stain Frame,"This picture is called ""Give Thanks for Fall"". The print unframed measures 12x16 inches. The frame will add about one more inch per side. Beautiful print with multiple frame selections to choose from.  This fall print has a plaid border around three orange pumpkins and the words, ""Give Thanks"". Choose your lath frame color to customize your product. All frames have a vintage wire along the top of the frame for quick and easy wall hanging.",Brown Stain Frame,LET720A,,,,,2,99,,,,,2,JanMichael400,JanMichael160,https://cdn11.bigcommerce.com/s-wb4uepr7/images/stencil/500x659/attribute_rule_images/40168_source_1663606477.jpg,40168_source_1663606477.jpg,,,JanMichael800,40168_source_1663606477.jpg
LET720A Give Thanks for Fall,LET720A-810PWWP23,Charcoal Wash Frame **New Color**,"This picture is called ""Give Thanks for Fall"". The print unframed measures 12x16 inches. The frame will add about one more inch per side. Beautiful print with multiple frame selections to choose from.  This fall print has a plaid border around three orange pumpkins and the words, ""Give Thanks"". Choose your lath frame color to customize your product. All frames have a vintage wire along the top of the frame for quick and easy wall hanging.",Charcoal Wash Frame **New Color**,LET720A,,,,,2,99,,,,,2,JanMichael400,JanMichael160,https://cdn11.bigcommerce.com/s-wb4uepr7/images/stencil/500x659/attribute_rule_images/40170_source_1663606516.jpg,40170_source_1663606516.jpg,,,JanMichael800,40170_source_1663606516.jpg
LET721A Fall Truck with Pumpkins,LET721A-1114PBSP1,Brown Stain Frame,"This picture is called ""Fall Truck with Pumpkins"". The print unframed measures 11x14 inches. The frame will add about one more inch per side. Beautiful print with multiple frame selections to choose from. This fall print has a side profile of a gray truck with orange pumpkins in the back ready to be delivered all framed in by a plaid background and the words, ""Happy fall Y'all"". Choose your lath frame color to customize your product. All frames have a vintage wire along the top of the frame for quick and easy wall hanging.",Brown Stain Frame,LET721A,,,,,2,99,,,,,2,JanMichael400,JanMichael160,https://cdn11.bigcommerce.com/s-wb4uepr7/images/stencil/500x659/products/10049/32746/LET721A_11X14__94292.1654718679.jpg,LET721A_11X14__94292.1654718679.jpg,,,JanMichael800,LET721A_11X14__94292.1654718679.jpg
LET721A Fall Truck with Pumpkins,LET721A-1114PWWP1,Charcoal Wash Frame **New Color**,"This picture is called ""Fall Truck with Pumpkins"". The print unframed measures 11x14 inches. The frame will add about one more inch per side. Beautiful print with multiple frame selections to choose from. This fall print has a side profile of a gray truck with orange pumpkins in the back ready to be delivered all framed in by a plaid background and the words, ""Happy fall Y'all"". Choose your lath frame color to customize your product. All frames have a vintage wire along the top of the frame for quick and easy wall hanging.",Charcoal Wash Frame **New Color**,LET721A,,,,,2,99,,,,,2,JanMichael400,JanMichael160,https://cdn11.bigcommerce.com/s-wb4uepr7/images/stencil/500x659/products/10049/32746/LET721A_11X14__94292.1654718679.jpg,LET721A_11X14__94292.1654718679.jpg,,,JanMichael800,LET721A_11X14__94292.1654718679.jpg
LET723 Grey Truck with Pumpkins,LET723-1216PBSP1,Brown Stain Frame,"This picture is called ""Grey Truck with Pumpkins"". The print unframed measures 12x16 inches. The frame will add about one more inch per side. Beautiful print with multiple frame selections to choose from.  This fall print has a vintage grey truck with a tailgate full of orange pumpkins and reads, ""Freshly Picked Pumpkins."" Choose your lath frame color to customize your product. All frames have a vintage wire along the top of the frame for quick and easy wall hanging.",Brown Stain Frame,LET723,,,,,2,99,,,,,2,JanMichael400,JanMichael160,https://cdn11.bigcommerce.com/s-wb4uepr7/images/stencil/500x659/attribute_rule_images/40153_source_1668182762.jpg,40153_source_1668182762.jpg,,,JanMichael800,40153_source_1668182762.jpg
LET723 Grey Truck with Pumpkins,LET723-1216PWWP1,Charcoal Wash Frame **New Color**,"This picture is called ""Grey Truck with Pumpkins"". The print unframed measures 12x16 inches. The frame will add about one more inch per side. Beautiful print with multiple frame selections to choose from.  This fall print has a vintage grey truck with a tailgate full of orange pumpkins and reads, ""Freshly Picked Pumpkins."" Choose your lath frame color to customize your product. All frames have a vintage wire along the top of the frame for quick and easy wall hanging.",Charcoal Wash Frame **New Color**,LET723,,,,,2,99,,,,,2,JanMichael400,JanMichael160,https://cdn11.bigcommerce.com/s-wb4uepr7/images/stencil/500x659/attribute_rule_images/40154_source_1668182772.jpg,40154_source_1668182772.jpg,,,JanMichael800,40154_source_1668182772.jpg
LET725 Harvest Bouquet,LET725-1216PBSP1,Brown Stain Frame,"This picture is called ""Harvest Bouquet"". The print unframed measures 12x16 inches. The frame will add about one more inch per side. Beautiful print with multiple frame selections to choose from. This fall print has a glass mason jar filled with autumnal flowers and greens. Choose your lath frame color to customize your product. All frames have a vintage wire along the top of the frame for quick and easy wall hanging.",Brown Stain Frame,LET725,,,,,2,99,,,,,2,JanMichael400,JanMichael160,https://cdn11.bigcommerce.com/s-wb4uepr7/images/stencil/500x659/attribute_rule_images/40165_source_1668184230.jpg,40165_source_1668184230.jpg,,,JanMichael800,40165_source_1668184230.jpg
LET725 Harvest Bouquet,LET725-1216PWWP1,Charcoal Wash Frame **New Color**,"This picture is called ""Harvest Bouquet"". The print unframed measures 12x16 inches. The frame will add about one more inch per side. Beautiful print with multiple frame selections to choose from. This fall print has a glass mason jar filled with autumnal flowers and greens. Choose your lath frame color to customize your product. All frames have a vintage wire along the top of the frame for quick and easy wall hanging.",Charcoal Wash Frame **New Color**,LET725,,,,,2,99,,,,,2,JanMichael400,JanMichael160,https://cdn11.bigcommerce.com/s-wb4uepr7/images/stencil/500x659/attribute_rule_images/40167_source_1668184263.jpg,40167_source_1668184263.jpg,,,JanMichael800,40167_source_1668184263.jpg
LET727 Fall Floral Mason,LET727-1216PBSP1,Brown Stain Frame,"This picture is called ""Fall Floral Mason"". The print unframed measures 12x16 inches. The frame will add about one more inch per side. Beautiful print with multiple frame selections to choose from. This beautiful fall bouquet has burgundy and pink flowers and greens in a glass mason jar. Choose your lath frame color to customize your product. All frames have a vintage wire along the top of the frame for quick and easy wall hanging.",Brown Stain Frame,LET727,,,,,2,99,,,,,2,JanMichael400,JanMichael160,https://cdn11.bigcommerce.com/s-wb4uepr7/images/stencil/500x659/attribute_rule_images/40147_source_1668181216.jpg,40147_source_1668181216.jpg,,,JanMichael800,40147_source_1668181216.jpg
LET727 Fall Floral Mason,LET727-1216PWWP1,Charcoal Wash Frame **New Color**,"This picture is called ""Fall Floral Mason"". The print unframed measures 12x16 inches. The frame will add about one more inch per side. Beautiful print with multiple frame selections to choose from. This beautiful fall bouquet has burgundy and pink flowers and greens in a glass mason jar. Choose your lath frame color to customize your product. All frames have a vintage wire along the top of the frame for quick and easy wall hanging.",Charcoal Wash Frame **New Color**,LET727,,,,,2,99,,,,,2,JanMichael400,JanMichael160,https://cdn11.bigcommerce.com/s-wb4uepr7/images/stencil/500x659/attribute_rule_images/40149_source_1668181233.jpg,40149_source_1668181233.jpg,,,JanMichael800,40149_source_1668181233.jpg
LET729 Fall Fun Open Daily,LET729-1216PBSP1,Brown Stain Frame,"This picture is called ""Fall Fun open daily"". The print unframed measures 12x16 inches. The frame will add about one more inch per side. Beautiful print with multiple frame selections to choose from.  This fall print has a white textured background and has a variety of pumpkins and the words, ""Pumpkin Patch, Hayrides, Hot Cider, Corn Maze, 1 mile head, Open Daily."" Choose your lath frame color to customize your product. All frames have a vintage wire along the top of the frame for quick and easy wall hanging.",Brown Stain Frame,LET729,,,,,2,99,,,,,2,JanMichael400,JanMichael160,https://cdn11.bigcommerce.com/s-wb4uepr7/images/stencil/500x659/attribute_rule_images/40159_source_1668179544.jpg,40159_source_1668179544.jpg,,,JanMichael800,40159_source_1668179544.jpg
LET729 Fall Fun Open Daily,LET729-1216PWWP1,Charcoal Wash Frame **New Color**,"This picture is called ""Fall Fun open daily"". The print unframed measures 12x16 inches. The frame will add about one more inch per side. Beautiful print with multiple frame selections to choose from.  This fall print has a white textured background and has a variety of pumpkins and the words, ""Pumpkin Patch, Hayrides, Hot Cider, Corn Maze, 1 mile head, Open Daily."" Choose your lath frame color to customize your product. All frames have a vintage wire along the top of the frame for quick and easy wall hanging.",Charcoal Wash Frame **New Color**,LET729,,,,,2,99,,,,,2,JanMichael400,JanMichael160,https://cdn11.bigcommerce.com/s-wb4uepr7/images/stencil/500x659/attribute_rule_images/40160_source_1668179551.jpg,40160_source_1668179551.jpg,,,JanMichael800,40160_source_1668179551.jpg
LET730A Grey Welcome Fall,LET730A-810PBSP23,Brown Stain Frame,"This picture is called ""Grey Welcome Fall"". The print unframed measures 8X10 inches. The frame will add about one more inch per side. Beautiful print with multiple frame selections to choose from. This fall print has a dark grey textured background and reads, ""Welcome Fall"" in white. Choose your lath frame color to customize your product. All frames have a vintage wire along the top of the frame for quick and easy wall hanging.",Brown Stain Frame,LET730A,,,,,2,99,,,,,2,JanMichael400,JanMichael160,https://cdn11.bigcommerce.com/s-wb4uepr7/images/stencil/500x659/attribute_rule_images/40162_source_1663175625.jpg,40162_source_1663175625.jpg,,,JanMichael800,40162_source_1663175625.jpg
LET730A Grey Welcome Fall,LET730A-810PWWP23,Charcoal Wash Frame **New Color**,"This picture is called ""Grey Welcome Fall"". The print unframed measures 8X10 inches. The frame will add about one more inch per side. Beautiful print with multiple frame selections to choose from. This fall print has a dark grey textured background and reads, ""Welcome Fall"" in white. Choose your lath frame color to customize your product. All frames have a vintage wire along the top of the frame for quick and easy wall hanging.",Charcoal Wash Frame **New Color**,LET730A,,,,,2,99,,,,,2,JanMichael400,JanMichael160,https://cdn11.bigcommerce.com/s-wb4uepr7/images/stencil/500x659/attribute_rule_images/40164_source_1663175644.jpg,40164_source_1663175644.jpg,,,JanMichael800,40164_source_1663175644.jpg
