Blackberry Sage - One 1/2 oz. bottle,RO-BS,Refresher Oils|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,2.00,,0.00,,0.00,1,rsfrag.jpg,Choose Label:|Vintage White|Primitive Kraft
Blackberry Sage - One 4 cup bag,PT-BS,Potpourri|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,4.50,,0.00,,0.00,1,rspotp.jpg,Choose Label:|Vintage White|Primitive Kraft
Blackberry Sage - One 4 oz. bottle,RS-BS,Room Spray|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,3.00,,0.00,,0.00,1,rsspray.jpg,Choose Label:|Vintage White|Primitive Kraft
Blackberry Sage - One 6 pc. Clam- shell,VWM-BS,Vintage Wax Melts|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,3.00,,0.00,,0.00,1,rswax.jpg,Choose Label:|Vintage White|Primitive Kraft
Blackberry Sage - One 8 oz. jar soy blend,CD-BS,Candles - Soy|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,4.50,,0.00,,0.00,1,rscandles1.jpg,Choose Label:|Vintage White|Primitive Kraft
Blueberry - Bag of six 5x7 envel.,SC-BL,Sachets|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,6,1,,1,6.00,,0.00,,0.00,1,rssachet.jpg,Choose Label:|Vintage White|Primitive Kraft
Blueberry - One 1 cup bag,RH-BL,Rosehips|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,2.00,,0.00,,0.00,1,rsrosehip.jpg,Choose Label:|Vintage White|Primitive Kraft
Blueberry - One 1/2 oz. bottle,RO-BL,Refresher Oils|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,2.00,,0.00,,0.00,1,rsfrag.jpg,Choose Label:|Vintage White|Primitive Kraft
Blueberry - One 4 cup bag,PT-BL,Potpourri|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,4.50,,0.00,,0.00,1,rspotp.jpg,Choose Label:|Vintage White|Primitive Kraft
Blueberry - One 4 oz. bottle,RS-BL,Room Spray|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,3.00,,0.00,,0.00,1,rsspray.jpg,Choose Label:|Vintage White|Primitive Kraft
Blueberry - One 6 pc. Clam- shell,VWM-BL,Vintage Wax Melts|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,3.00,,0.00,,0.00,1,rswax.jpg,Choose Label:|Vintage White|Primitive Kraft
Blueberry - One 8 oz. jar soy blend,CD-BL,Candles - Soy|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,4.50,,0.00,,0.00,1,rscandles1.jpg,Choose Label:|Vintage White|Primitive Kraft
Buttery Maple - Bag of six 5x7 envel.,SC-BM,Sachets|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,6,1,,1,6.00,,0.00,,0.00,1,rssachet.jpg,Choose Label:|Vintage White|Primitive Kraft
Buttery Maple - One 1 cup bag,RH-BM,Rosehips|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,2.00,,0.00,,0.00,1,rsrosehip.jpg,Choose Label:|Vintage White|Primitive Kraft
Buttery Maple - One 1/2 oz. bottle,RO-BM,Refresher Oils|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,2.00,,0.00,,0.00,1,rsfrag.jpg,Choose Label:|Vintage White|Primitive Kraft
Buttery Maple - One 4 cup bag,PT-BM,Potpourri|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,4.50,,0.00,,0.00,1,rspotp.jpg,Choose Label:|Vintage White|Primitive Kraft
Buttery Maple - One 4 oz. bottle,RS-BM,Room Spray|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,3.00,,0.00,,0.00,1,rsspray.jpg,Choose Label:|Vintage White|Primitive Kraft
Buttery Maple - One 6 pc. Clam- shell,VWM-BM,Vintage Wax Melts|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,3.00,,0.00,,0.00,1,rswax.jpg,Choose Label:|Vintage White|Primitive Kraft
Buttery Maple - One 8 oz. jar soy blend,CD-BM,Candles - Soy|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,4.50,,0.00,,0.00,1,rscandles1.jpg,Choose Label:|Vintage White|Primitive Kraft
Calendula - One 4 oz. bar,SP-CAL,Soaps|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",85% Organic,,,1,,1,2.75,,0.00,,0.00,1,rssoap.jpg,Choose Label:|Vintage White|Primitive Kraft
Calm Me. - Bath Salts,BS-CALM,Bath Salts|||||||||,A detoxifying concoction of eucalyptus and spearmint to alleviate daily stress and tension.,,,,1,,1,1.75,,0.00,,0.00,1,rssalts.jpg,
Calm Me. - Body Mist,BM-CALM,Body Mist|||||||||,A detoxifying concoction of eucalyptus and spearmint to alleviate daily stress and tension.,,,,1,,1,3.00,,0.00,,0.00,1,rsbodymist.jpg,
Calm Me. - Lotion 4oz,LOT-CALM,Lotions|||||||||,A detoxifying concoction of eucalyptus and spearmint to alleviate daily stress and tension.,,,,1,,1,3.00,,0.00,,0.00,1,rslotions.jpg,
Calm Me. - Sugar Scrub,SS-CALM,Sugar Scrubs|||||||||,A detoxifying concoction of eucalyptus and spearmint to alleviate daily stress and tension.,,,,1,,1,5.00,,0.00,,0.00,1,rsscrub.jpg,
Candy Cane - Bag of six 5x7 envel.,SC-CA,Sachets|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,6,1,,1,6.00,,0.00,,0.00,1,rssachet.jpg,Choose Label:|Vintage White|Primitive Kraft
Candy Cane - One 1 cup bag,RH-CA,Rosehips|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,2.00,,0.00,,0.00,1,rsrosehip.jpg,Choose Label:|Vintage White|Primitive Kraft
Candy Cane - One 1/2 oz. bottle,RO-CA,Refresher Oils|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,2.00,,0.00,,0.00,1,rsfrag.jpg,Choose Label:|Vintage White|Primitive Kraft
Candy Cane - One 4 cup bag,PT-CA,Potpourri|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,4.50,,0.00,,0.00,1,rspotp.jpg,Choose Label:|Vintage White|Primitive Kraft
Candy Cane - One 4 oz. bottle,RS-CA,Room Spray|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,3.00,,0.00,,0.00,1,rsspray.jpg,Choose Label:|Vintage White|Primitive Kraft
Candy Cane - One 6 pc. Clam- shell,VWM-CA,Vintage Wax Melts|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,3.00,,0.00,,0.00,1,rswax.jpg,Choose Label:|Vintage White|Primitive Kraft
Candy Cane - One 8 oz. jar soy blend,CD-CA,Candles - Soy|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,4.50,,0.00,,0.00,1,rscandles1.jpg,Choose Label:|Vintage White|Primitive Kraft
Cherry Blossom - Bag of six 5x7 envel.,SC-CB,Sachets|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,6,1,,1,6.00,,0.00,,0.00,1,rssachet.jpg,Choose Label:|Vintage White|Primitive Kraft
Cherry Blossom - One 1 cup bag,RH-CB,Rosehips|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,2.00,,0.00,,0.00,1,rsrosehip.jpg,Choose Label:|Vintage White|Primitive Kraft
Cherry Blossom - One 1/2 oz. bottle,RO-CB,Refresher Oils|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,2.00,,0.00,,0.00,1,rsfrag.jpg,Choose Label:|Vintage White|Primitive Kraft
Cherry Blossom - One 4 cup bag,PT-CB,Potpourri|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,4.50,,0.00,,0.00,1,rspotp.jpg,Choose Label:|Vintage White|Primitive Kraft
Cherry Blossom - One 4 oz. bottle,RS-CB,Room Spray|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,3.00,,0.00,,0.00,1,rsspray.jpg,Choose Label:|Vintage White|Primitive Kraft
Cherry Blossom - One 6 pc. Clam- shell,VWM-CB,Vintage Wax Melts|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,3.00,,0.00,,0.00,1,rswax.jpg,Choose Label:|Vintage White|Primitive Kraft
Cherry Blossom - One 8 oz. jar soy blend,CD-CB,Candles - Soy|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,4.50,,0.00,,0.00,1,rscandles1.jpg,Choose Label:|Vintage White|Primitive Kraft
Chestnuts & Cherries - Bag of six 5x7 envel.,SC-CH,Sachets|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,6,1,,1,6.00,,0.00,,0.00,1,rssachet.jpg,Choose Label:|Vintage White|Primitive Kraft
Chestnuts & Cherries - One 1 cup bag,RH-CH,Rosehips|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,2.00,,0.00,,0.00,1,rsrosehip.jpg,Choose Label:|Vintage White|Primitive Kraft
Chestnuts & Cherries - One 1/2 oz. bottle,RO-CH,Refresher Oils|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,2.00,,0.00,,0.00,1,rsfrag.jpg,Choose Label:|Vintage White|Primitive Kraft
Chestnuts & Cherries - One 4 cup bag,PT-CH,Potpourri|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,4.50,,0.00,,0.00,1,rspotp.jpg,Choose Label:|Vintage White|Primitive Kraft
Chestnuts & Cherries - One 4 oz. bottle,RS-CH,Room Spray|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,3.00,,0.00,,0.00,1,rsspray.jpg,Choose Label:|Vintage White|Primitive Kraft
Chestnuts & Cherries - One 6 pc. Clam- shell,VWM-CH,Vintage Wax Melts|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,3.00,,0.00,,0.00,1,rswax.jpg,Choose Label:|Vintage White|Primitive Kraft
Chestnuts & Cherries - One 8 oz. jar soy blend,CD-CH,Candles - Soy|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,4.50,,0.00,,0.00,1,rscandles1.jpg,Choose Label:|Vintage White|Primitive Kraft
Christmas Creme - Bag of six 5x7 envel.,SC-CR,Sachets|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,6,1,,1,6.00,,0.00,,0.00,1,rssachet.jpg,Choose Label:|Vintage White|Primitive Kraft
Christmas Creme - One 1 cup bag,RH-CR,Rosehips|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,2.00,,0.00,,0.00,1,rsrosehip.jpg,Choose Label:|Vintage White|Primitive Kraft
Christmas Creme - One 1/2 oz. bottle,RO-CR,Refresher Oils|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,2.00,,0.00,,0.00,1,rsfrag.jpg,Choose Label:|Vintage White|Primitive Kraft
Christmas Creme - One 4 cup bag,PT-CR,Potpourri|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,4.50,,0.00,,0.00,1,rspotp.jpg,Choose Label:|Vintage White|Primitive Kraft
Christmas Creme - One 4 oz. bottle,RS-CR,Room Spray|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,3.00,,0.00,,0.00,1,rsspray.jpg,Choose Label:|Vintage White|Primitive Kraft
Christmas Creme - One 6 pc. Clam- shell,VWM-CR,Vintage Wax Melts|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,3.00,,0.00,,0.00,1,rswax.jpg,Choose Label:|Vintage White|Primitive Kraft
Christmas Creme - One 8 oz. jar soy blend,CD-CR,Candles - Soy|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,4.50,,0.00,,0.00,1,rscandles1.jpg,Choose Label:|Vintage White|Primitive Kraft
Cinnamon Spice - Bag of six 5x7 envel.,SC-CS,Sachets|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,6,1,,1,6.00,,0.00,,0.00,1,rssachet.jpg,Choose Label:|Vintage White|Primitive Kraft
Cinnamon Spice - One 1 cup bag,RH-CS,Rosehips|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,2.00,,0.00,,0.00,1,rsrosehip.jpg,Choose Label:|Vintage White|Primitive Kraft
Cinnamon Spice - One 1/2 oz. bottle,RO-CS,Refresher Oils|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,2.00,,0.00,,0.00,1,rsfrag.jpg,Choose Label:|Vintage White|Primitive Kraft
Cinnamon Spice - One 4 cup bag,PT-CS,Potpourri|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,4.50,,0.00,,0.00,1,rspotp.jpg,Choose Label:|Vintage White|Primitive Kraft
Cinnamon Spice - One 4 oz. bottle,RS-CS,Room Spray|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,3.00,,0.00,,0.00,1,rsspray.jpg,Choose Label:|Vintage White|Primitive Kraft
Cinnamon Spice - One 6 pc. Clam- shell,VWM-CS,Vintage Wax Melts|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,3.00,,0.00,,0.00,1,rswax.jpg,Choose Label:|Vintage White|Primitive Kraft
Cinnamon Spice - One 6x3x13 bag,PD-CS,Pods|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,8.50,,0.00,,0.00,1,rspods.jpg,Choose Label:|Vintage White|Primitive Kraft
Cinnamon Spice - One 8 oz. jar soy blend,CD-CS,Candles - Soy|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,4.50,,0.00,,0.00,1,rscandles1.jpg,Choose Label:|Vintage White|Primitive Kraft
Cinnamon Spice - One bag - Pineapples,WA-CS,Wax - Accents|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,2.50,,0.00,,0.00,1,rswaxaccent.jpg,Choose Label:|Vintage White|Primitive Kraft
Colonial Christmas - Bag of six 5x7 envel.,SC-CC,Sachets|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,6,1,,1,6.00,,0.00,,0.00,1,rssachet.jpg,Choose Label:|Vintage White|Primitive Kraft
Colonial Christmas - One 1 cup bag,RH-CC,Rosehips|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,2.00,,0.00,,0.00,1,rsrosehip.jpg,Choose Label:|Vintage White|Primitive Kraft
Colonial Christmas - One 1/2 oz. bottle,RO-CC,Refresher Oils|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,2.00,,0.00,,0.00,1,rsfrag.jpg,Choose Label:|Vintage White|Primitive Kraft
Colonial Christmas - One 4 cup bag,PT-CC,Potpourri|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,4.50,,0.00,,0.00,1,rspotp.jpg,Choose Label:|Vintage White|Primitive Kraft
Colonial Christmas - One 4 oz. bottle,RS-CC,Room Spray|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,3.00,,0.00,,0.00,1,rsspray.jpg,Choose Label:|Vintage White|Primitive Kraft
Colonial Christmas - One 6 pc. Clam- shell,VWM-CC,Vintage Wax Melts|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,3.00,,0.00,,0.00,1,rswax.jpg,Choose Label:|Vintage White|Primitive Kraft
Colonial Christmas - One 6x3x13 bag,PD-CC,Pods|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,8.50,,0.00,,0.00,1,rspods.jpg,Choose Label:|Vintage White|Primitive Kraft
Colonial Christmas - One 8 oz. jar soy blend,CD-CC,Candles - Soy|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,4.50,,0.00,,0.00,1,rscandles1.jpg,Choose Label:|Vintage White|Primitive Kraft
Cranberry - Bag of six 5x7 envel.,SC-C,Sachets|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,6,1,,1,6.00,,0.00,,0.00,1,rssachet.jpg,Choose Label:|Vintage White|Primitive Kraft
Cranberry - One 1 cup bag,RH-C,Rosehips|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,2.00,,0.00,,0.00,1,rsrosehip.jpg,Choose Label:|Vintage White|Primitive Kraft
Cranberry - One 1/2 oz. bottle,RO-C,Refresher Oils|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,2.00,,0.00,,0.00,1,rsfrag.jpg,Choose Label:|Vintage White|Primitive Kraft
Cranberry - One 4 cup bag,PT-C,Potpourri|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,4.50,,0.00,,0.00,1,rspotp.jpg,Choose Label:|Vintage White|Primitive Kraft
Cranberry - One 4 oz. bottle,RS-C,Room Spray|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,3.00,,0.00,,0.00,1,rsspray.jpg,Choose Label:|Vintage White|Primitive Kraft
Cranberry - One 6 pc. Clam- shell,VWM-C,Vintage Wax Melts|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,3.00,,0.00,,0.00,1,rswax.jpg,Choose Label:|Vintage White|Primitive Kraft
Cranberry - One 8 oz. jar soy blend,CD-C,Candles - Soy|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,4.50,,0.00,,0.00,1,rscandles1.jpg,Choose Label:|Vintage White|Primitive Kraft
Dig Me. Gardener's Hand Salve,DIG,Garden|||||||||,,,,,1,,1,4.00,,0.00,,0.00,1,rsdigme.jpg,
Exfoliating Hand Soap - One 4 oz. bar,SP-EX,Soaps|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",85% Organic,,,1,,1,2.75,,0.00,,0.00,1,rssoap.jpg,Choose Label:|Vintage White|Primitive Kraft
Forrest - One 4 oz. bar,SP-FOR,Soaps|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",85% Organic,,,1,,1,2.75,,0.00,,0.00,1,rssoap.jpg,Choose Label:|Vintage White|Primitive Kraft
Frosted Spruce - Bag of six 5x7 envel.,SC-FS,Sachets|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,6,1,,1,6.00,,0.00,,0.00,1,rssachet.jpg,Choose Label:|Vintage White|Primitive Kraft
Frosted Spruce - One 1 cup bag,RH-FS,Rosehips|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,2.00,,0.00,,0.00,1,rsrosehip.jpg,Choose Label:|Vintage White|Primitive Kraft
Frosted Spruce - One 1/2 oz. bottle,RO-FS,Refresher Oils|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,2.00,,0.00,,0.00,1,rsfrag.jpg,Choose Label:|Vintage White|Primitive Kraft
Frosted Spruce - One 4 cup bag,PT-FS,Potpourri|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,4.50,,0.00,,0.00,1,rspotp.jpg,Choose Label:|Vintage White|Primitive Kraft
Frosted Spruce - One 4 oz. bottle,RS-FS,Room Spray|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,3.00,,0.00,,0.00,1,rsspray.jpg,Choose Label:|Vintage White|Primitive Kraft
Frosted Spruce - One 6 pc. Clam- shell,VWM-FS,Vintage Wax Melts|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,3.00,,0.00,,0.00,1,rswax.jpg,Choose Label:|Vintage White|Primitive Kraft
Frosted Spruce - One 6x3x13 bag,PD-FS,Pods|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,8.50,,0.00,,0.00,1,rspods.jpg,Choose Label:|Vintage White|Primitive Kraft
Frosted Spruce - One 8 oz. jar soy blend,CD-FS,Candles - Soy|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,4.50,,0.00,,0.00,1,rscandles1.jpg,Choose Label:|Vintage White|Primitive Kraft
Garden Thyme - Bag of six 5x7 envel.,SC-GT,Sachets|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,6,1,,1,6.00,,0.00,,0.00,1,rssachet.jpg,Choose Label:|Vintage White|Primitive Kraft
Garden Thyme - One 1 cup bag,RH-GT,Rosehips|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,2.00,,0.00,,0.00,1,rsrosehip.jpg,Choose Label:|Vintage White|Primitive Kraft
Garden Thyme - One 1/2 oz. bottle,RO-GT,Refresher Oils|||||||||,"Please choose label type, Vintage White of Primitive Kraft.",,,,1,,1,2.00,,0.00,,0.00,1,rsfrag.jpg,Choose Label:|Vintage White|Primitive Kraft
