"TIN SNWMN SHOVEL, 2 ASS'T 10.5""L",20811,6.00,24.00,0.00,4.5000,3.9500,0.0000,856964208118
WOODEN SNWMN PLAQUE,20812,4.00,24.00,0.00,5.9500,5.2500,0.0000,856964208125
WOODEN WINDOW FRAME W/LED LIGHTS,20813,1.00,4.00,0.00,19.5000,18.5000,0.0000,856964208132
WOODEN WINDOW FRAME W/LED LIGHTS,20814,1.00,4.00,0.00,21.7500,18.7500,0.0000,856964208149
"TIN SNOWMAN BUCKET 2 ASS'T 6.5""H",20815,6.00,12.00,0.00,8.9500,7.9500,0.0000,856964208156
"WOODEN BLIND W/SNWMN, 2 ASS'T",20816,2.00,6.00,0.00,11.9500,10.9500,0.0000,856964208163
WOODEN BLIND W/SNWMN,20817,2.00,6.00,0.00,9.9500,8.9500,0.0000,856964208170
"TIN SNWMN ORN. 2 ASS'T 6""",20818,12.00,48.00,0.00,3.2500,2.9500,0.0000,856964208187
"WOODEN GLOVE BOWL, SNWMN 2 ASS'T, 7.5""X7""",20819,6.00,24.00,0.00,5.9500,5.2500,0.0000,856964208194
WOODEN PLATE/BELL ORN.SNWMN 2 ASS'T,20820,12.00,48.00,0.00,2.5000,2.2500,0.0000,856964208200
HANGING TIN PLAQUE W/SNWMN 2 ASS'T,20821,6.00,24.00,0.00,5.5000,4.9500,0.0000,856964208217
HANGING TIN PLAQUE W/SNWMN 2 ASS'T,20822,6.00,24.00,0.00,4.9500,4.4500,0.0000,856964208224
HANGING TIN PLAQUE W/SNWMN 2 ASS'T,20823,6.00,24.00,0.00,4.9500,4.4500,0.0000,856964208231
WOODEN WINDOW FRAME SNWMN W/LED LIGHTS,20824,1.00,4.00,0.00,15.0000,13.9500,0.0000,856964208248
WOODEN WINDOW FRAME SNWMN W/LED LIGHTS,20825,2.00,4.00,0.00,15.0000,13.9500,0.0000,856964208255
"WOODEN X'MAS TREE W/LED LIGHT 24.5""H",20826,2.00,8.00,0.00,23.9500,21.9500,0.0000,856964208262
"WOODEN BIRDHOUSE PICKS 4 ASS'T 11""",20827,12.00,48.00,0.00,1.7500,1.5500,0.0000,856964208279
"TIN WALL SANTA HALF BUCKET 2 ASS'T 3.5""",20828,12.00,36.00,0.00,3.2500,2.9500,0.0000,856964208286
=X20026 WOODEN SLEIGH,20830,6.00,12.00,0.00,5.5000,4.5000,0.0000,856964208309
WOODEN SLEIGH (MED),20831,2.00,8.00,0.00,9.9500,8.9500,0.0000,856964208316
WOODEN SLEIGH (LG),20832,2.00,6.00,0.00,15.2500,14.2500,0.0000,856964208323
"WICKER PUMPKIN 3""H",20833,12.00,36.00,72.00,1.5000,1.2000,1.0000,856964208330
WOODEN PUMPKIN BASKET /HANDLE,20834,4.00,16.00,0.00,8.5000,6.9500,0.0000,856964208347
LONG WOODEN PUMPKIN BASKET,20835,2.00,6.00,0.00,10.5000,8.5000,0.0000,856964208354
2 PUMPKINS BASKET,20836,2.00,8.00,0.00,10.5000,8.5000,0.0000,856964208361
"METAL SNOWMAN LANTERN 2 ASS'T 6""H",20837,2.00,6.00,12.00,10.9500,9.9500,8.9500,856964208378
"26.5"" H SKELETON ""BOO"" SIGN W/LED",20838,1.00,4.00,0.00,29.9500,26.9500,0.0000,856964208385
"WOODEN GHOST ""BOO"" SIGN W/LED 17""H",20839,1.00,4.00,0.00,29.9500,25.9500,0.0000,856964208392
"JACK-O-LANTERN ""BOO"" SIGN W/ LED 25""H",20840,1.00,4.00,0.00,31.9500,27.9500,0.0000,856964208408
"WOODEN SNOWMAN BIRDHOUSE, BLUE 4""H",20841,6.00,12.00,24.00,5.9500,5.2500,4.5000,856964208415
"WOODEN SNOWMAN BIRDHOUSE RED 5""H",20842,6.00,12.00,24.00,7.9500,7.2500,6.5000,856964208422
"WOODEN ANGEL 14""H",20843,2.00,4.00,8.00,13.9500,12.5000,11.2500,856964208439
"WOODEN HANGING SNOWMAN 20""H",20844,4.00,8.00,24.00,12.9500,11.9500,10.9500,856964208446
"WOODEN TREE W/BELLS 22""H",20845,4.00,8.00,16.00,18.9500,17.9500,16.9500,856964208453
"WOODEN TREE W/BELLS 14""H",20846,4.00,8.00,16.00,10.9500,9.9500,8.9500,856964208460
"WOODEN TREE W/BELLS 45""H",20847,1.00,4.00,8.00,59.9500,55.9500,49.9500,856964208477
"WOOD SNOWMAN/SANTA SIGN 2 ASS'T 15""",20848,6.00,12.00,0.00,10.9500,8.9500,0.0000,856964208484
"WIRED SCREEN SNWMAN/SANTA ORN 6""",20849,12.00,24.00,48.00,4.9500,3.9500,3.5000,856964208491
"WOODEN HANGING SNOWMAN 14""H",20850,6.00,12.00,36.00,7.5000,6.9500,5.5000,856964208507
"XMAS WELCOME SIGN 21""L",20851,3.00,6.00,12.00,8.5000,7.5000,6.7500,856964208514
"WIRE SCREEN SNWMAN/SANTA ORN 2 ASS'T 9.5""",20852,12.00,24.00,48.00,4.9500,4.2500,3.5000,856964208521
"WIRE SCREEN SNOWMN ORN 2 ASS'T 6""",20853,12.00,24.00,48.00,5.5000,4.9500,4.2500,856964208538
"WOOD CANDY CANE CLIP 2 ASS'T 6.5""",20854,12.00,48.00,96.00,2.9500,2.5000,2.2500,856964208545
"XMAS STOCKING CLIP 2 ASS'T 6.5""H",20855,12.00,48.00,96.00,3.5000,2.9500,2.4500,856964208552
"WOOD SANTA/SNOWMAN CLIP 2 ASS'T 8.5""",20856,6.00,12.00,48.00,8.9500,7.9500,7.2500,856964208569
"WOOD SNOWMAN ORN 2 ASS'T 4.25""",20857,12.00,48.00,96.00,2.9500,2.5000,2.2500,856964208576
"WOOD WELCOME SIGN ORN 2 ASS'T 8""",20858,6.00,12.00,36.00,4.9500,3.9500,3.5000,856964208583
"WOOD XMAS TREE 15.5""H",20859,3.00,6.00,12.00,12.9500,11.9500,10.5000,856964208590
"WOOD CANDY CANE/STAR ORN 3 ASS'T 5.75""H",20860,12.00,36.00,72.00,3.2500,2.9500,2.5000,856964208606
"WOODEN ANGEL 23""",20861,1.00,6.00,0.00,19.5000,16.5000,0.0000,856964208613
"CANDY CANE/STAR GARLAND 41""L",20862,3.00,6.00,12.00,11.9500,10.9500,9.9500,856964208620
"WOOD CARVED SANTA ORN 14""H",20863,4.00,12.00,36.00,8.9500,7.9500,6.9500,856964208637
"WOOD CARVED SANTA ORN 20""H",20864,2.00,6.00,12.00,13.9500,12.5000,11.2500,856964208644
"WOOD PUMPKINS W/LED 24.5""H",20865,2.00,4.00,8.00,29.9500,27.9500,25.9500,856964208651
"WOODEN COW/PIG/CHICK ORN 12.5""",20866,6.00,18.00,0.00,6.9500,5.9500,0.0000,856964208668
"WOODEN 3 ASSORT SNOWMAN HEAD ORN. 5""",20867,12.00,36.00,72.00,2.9500,2.5000,2.1500,856964208675
"WOODEN ORN. ""FROSTY FRIENDS WELCOME 7""",20868,6.00,18.00,36.00,3.9500,3.5000,3.1500,856964208682
"WOODEN GHOST ""IT'S ALL ABOUT CANDY"" 15""",20869,2.00,6.00,12.00,11.9500,10.9500,9.9500,856964208699
"WOODEN STOCKING W/2 SNOWMAN ASSORT 5""",20870,12.00,36.00,72.00,2.9500,2.5000,2.1500,856964208705
"WOODEN ORN ""SNOWMAN SWIPE FLAG"" 10""",20871,2.00,6.00,0.00,9.5000,8.5000,0.0000,856964208712
"WOODEN STOCKING W/STAR/GING. 2 ASS'T 5.5""",20872,12.00,36.00,72.00,2.9500,2.5000,2.1500,856964208729
LED WILLOW TREE 175 LIGHT LARGE,20873,1.00,4.00,8.00,49.9500,45.9500,40.9500,856964208736
LED WILLOW TREE 84 LIGHTS SMALL,20874,2.00,6.00,12.00,24.9500,21.9500,19.9500,856964208743
60 LIGHTS LED BRANCH,20875,2.00,6.00,12.00,21.9500,19.9500,17.9500,856964208750
LARGE 600 LED LIGHT TREE,20876,1.00,4.00,0.00,159.9500,139.9500,0.0000,856964208767
LARGE 960 LIGHT LED WILLOW TREE,20877,1.00,4.00,0.00,299.9500,269.9500,0.0000,856964208774
160 LIGHT LED TREE,20878,1.00,4.00,8.00,39.9500,36.9500,32.9500,856964208781
SMALL 16 LIGHT LED BRANCH,20879,6.00,18.00,36.00,5.9500,5.5000,4.9500,856964208798
CLIP ON LIGHT COVER - STAR,20880,2.00,6.00,0.00,5.9500,5.2500,0.0000,856964208804
"CLIP ON LIGHT COVER, STAR",20881,2.00,6.00,0.00,5.9500,5.2500,0.0000,856964208811
"CLIP ON LIGHT COVER, LEAF SHAPE",20882,2.00,6.00,0.00,5.9500,5.2500,0.0000,856964208828
"CLIP ON LIGHT COVER,TREE SHAPE",20883,2.00,6.00,0.00,5.9500,5.2500,0.0000,856964208835
"CLIP ON LIGHT COVER, SNOWFLACK",20884,2.00,6.00,0.00,5.9500,5.2500,0.0000,856964208842
"5"" WOODEN ORN SET 3",20891,6.00,24.00,,5.5000,4.9500,,856964208910
WOODEN SNOWMAN ORN,20894,12.00,36.00,,1.7500,1.5500,,856964208941
"3.5"" WOODEN BLOCKS ""FRIENDS""",20898,1.00,4.00,,27.5000,25.5000,,856964208989
"3.5"" WOODEN BLOCKS ""SANTA""",20899,2.00,6.00,,19.5000,15.5000,,856964208996
"3.5"" WOODEN BLOCKS ""JOY""",20900,2.00,6.00,,10.7500,8.9500,,856964209009
"3.5"" WOODEN BLOCKS ""BOO""",20901,2.00,6.00,,10.7500,8.9500,,856964209016
"3.5"" WOODEN BLOCKS "" BELIEVE""",20902,1.00,4.00,,25.5000,20.5000,,856964209023
"3.5"" WOODEN BLOCKS ""SNOWMAN""",20903,1.00,4.00,,25.5000,20.5000,,856964209030
"3.5 ""WOODEN BLOCKS ""FALL""",20904,2.00,6.00,,13.9500,12.9500,,856964209047
" CHRISTMAS TREE SNOW FINISH 5""HX4.75""X4.75""",20956,6.00,12.00,18.00,3.5000,3.2500,2.9500,8569649209569
" CHRISTMAS TREE SNOW FINISH 6.25""LX6.25""WX10.5""H",20957,6.00,12.00,24.00,5.9500,5.5000,4.9500,856964209573
"CHRISTMAS TREE SNOW FINISH 6.75""LX6.75""WX13.5""H",20958,4.00,12.00,,8.9500,7.9500,,856964209580
"CHRISTMAS TREE SNOW FINISH 8""LX8""WX31.5""H",20959,2.00,6.00,12.00,16.5000,14.9500,13.5000,856964209597
"CHRISTMAS TREE  8""LX8""WX31.5""H",20960,2.00,6.00,12.00,16.2500,14.7500,13.2500,856964209603
"CHRISTMAS TREE SNOW FINISH 10""LX10""WX23.5""H",20961,3.00,12.00,24.00,9.9500,8.9500,7.9500,
"CHRISTMAS TREE GREEN 10""LX10""WX23.5""H",20962,3.00,12.00,24.00,9.9500,8.9500,7.9500,856964209627
CHRISTMAS TREE WITH SNOW,20963,1.00,6.00,12.00,33.9500,29.9500,26.9500,856964209634
CHRISTMAS TREE,20964,1.00,6.00,12.00,32.5000,28.9500,25.9500,8569649209646
"CHRISTMAS TREE SNOW FINISH 10""LX10'WX18""H",20965,2.00,6.00,12.00,16.5000,14.9500,13.5000,856964209658
"CHRISTMAS TREE GREEN 10""LX10'WX18""H",20966,2.00,6.00,12.00,15.5000,13.9500,12.5000,856964209665
"FLOWER IN POT 5""LX2.5""WX8.25""H",20967,6.00,12.00,24.00,5.9500,5.2500,4.7500,856964209672
"TOPIARY IN POT WITHOUT FLOWER 3""X3""X7.85""H",20968,6.00,12.00,24.00,4.9500,4.2500,3.9500,856964209689
"SINGLE-BALL TOPIARY IN POT 4""X4""X11""H",20969,6.00,12.00,24.00,4.9500,4.2500,3.9500,856964209696
"BIRD TOPIARY IN POT 5""X2.5""WX8.25""H",20970,6.00,12.00,24.00,4.2500,3.9500,3.5000,856964209702
"HEART TOPIARY IN POT 4.5""LX3.25'WX11""H",20971,6.00,12.00,24.00,4.9500,4.5000,3.9500,856964209719
"RING TOPIARY IN POT 3.25""X2.65""X8.25""H",20972,6.00,12.00,24.00,3.9500,3.5000,3.2500,856964209726
"HEART TOPIARY IN POT 3.5""2.70""X8.25""H",20973,6.00,12.00,24.00,3.9500,3.5000,3.1500,856964209733
"BIRD TOPIARY IN POT 2.25""X2.25""X8.25""H",20974,12.00,36.00,72.00,2.5000,1.9500,1.7500,856964209740
"CHRISTMAS TREE SNOW 3.25""X3.25""X11""H",20975,12.00,36.00,72.00,2.9500,2.5000,2.2500,856964209757
WOODEN RABBIT STANDING,20976,6.00,18.00,,3.5000,2.9500,,856964209764
WOODEN RABBIT STANDING,20977,6.00,18.00,,4.2500,3.7500,,856964209771
WOODEN OWL STANDING,20978,12.00,36.00,,3.5000,2.9500,,856964209788
WOODEN OWL STANDING,20979,6.00,18.00,,6.5000,5.7500,,856964209795
WOODEN OWL STANDING,20980,4.00,16.00,,9.9500,8.5000,,856964209801
WOODEN SHEEP STANDING,20981,6.00,18.00,,3.5000,2.9500,,856964209818
WOODEN SHEEP STANDING,20982,4.00,12.00,,4.5000,3.9500,,856964209825
WOODEN PIG STANDING,20983,4.00,12.00,,4.5000,3.9500,,856964209832
WOODEN PIG STANDING,20984,4.00,12.00,,7.5000,6.5000,,856964209849
WOODEN HEN STANDING,20985,4.00,12.00,,5.7500,4.9500,,856964209856
WOODEN HEN STANDING,20986,2.00,8.00,,11.5000,9.9500,,856964209863
WOODEN HEN STANDING,20987,2.00,8.00,,19.9500,16.9500,,856964209870
WOODEN COCK W/FABRIC STANDING,20988,4.00,12.00,,5.7500,4.9500,,856964209887
WOODEN COCK W/FABRIC STANDING,20989,2.00,8.00,,19.9500,16.9500,,856964209894
WOODEN SHEEP W/FABRIC STANDING,20990,4.00,12.00,,4.5000,3.9500,,856964209900
WOODEN SHEEP W/FABRIC STANDING,20991,4.00,12.00,,7.5000,6.5000,,856964209917
WOODEN RBBIT STANDING 2 ASST,20992,6.00,18.00,,4.2500,3.7500,,856964209924
WOODEN RABBIT STANDING,20993,4.00,16.00,,4.2500,3.7500,,856964209931
WOODEN RABBIT STANDING,20994,4.00,12.00,,7.5000,6.5000,,856964209948
WOODEN RABBIT STANDING,20995,6.00,18.00,,3.7500,3.2500,,856964209955
WOODEN RABBIT STANDING,20996,6.00,24.00,,6.5000,5.5000,,856964209962
WOODEN RABBIT STANDING,20997,6.00,18.00,,3.7500,3.2500,,856964209979
WOODEN RABBIT STANDING,20998,6.00,18.00,,3.7500,3.2500,,856964209986
WOODEN CHICKEN STANDING,20999,6.00,18.00,,4.2500,3.7500,,856964209993
WOODEN DECORATION,21000,6.00,18.00,,6.5000,5.5000,,856964210005
WOODEN OWL STANDING,21001,6.00,24.00,,2.7500,2.2500,,856964210012
WOODEN OWL STANDING,21002,6.00,18.00,,4.2500,3.7500,,856964210029
"WOODEN PUMPKIN W/LED LIGHTS 9.5""",21010,2.00,6.00,12.00,19.9500,17.9500,15.9500,856964210104
"WOODEN PUMPKIN W/LED LIGHTS 7.5""",21011,2.00,6.00,12.00,12.5000,11.7500,10.5000,856964210111
"WOODEN PUMPKIN W/LED LIGHTS 12.75""",21012,1.00,4.00,8.00,25.9500,23.5000,21.5000,856964210128
"WOODEN PUMPKIN W/LED LIGHTS 9.25""",21013,2.00,6.00,12.00,13.9500,12.9500,11.9500,856964210135
"POLY PUMPKIN GARLANDS, 2 ASSRT",21014,2.00,6.00,12.00,11.5000,10.2500,9.5000,856964210142
POLY GHOST HANGING 2 ASSRT 4.5,21015,12.00,48.00,,3.5000,2.9500,,856964210159
"POLY SKULL HANGING 3.5""",21016,12.00,36.00,,3.2500,2.9500,,856964210166
"WOODEN PUMPKIN SIGN HANGING 8""",21017,12.00,48.00,72.00,3.5000,3.1500,2.8500,856964210173
"WOODEN PUMPKIN HANGINGS, 4 ASSRT 3.5""",21018,12.00,48.00,,2.9500,2.6500,,856964210180
"POLY SNOWMAN  VERTICAL GARLAND 32""L",21019,2.00,6.00,12.00,17.2500,15.5000,12.9500,856964210197
"POLY SANTA VERTICAL GARLAND 32""L",21020,2.00,6.00,12.00,17.2500,15.5000,13.9500,856964210203
"METAL BELL GARLAND 38""L",21021,2.00,6.00,12.00,17.9500,16.9500,15.9500,856964210210
"POLY SANTA HANGING 3 ASSRT 3""",21022,12.00,36.00,72.00,3.5000,3.1500,2.8500,856964210227
WOODEN CANDY CANE SANTA HANGING 2 ASSRT,21023,12.00,48.00,,2.7500,2.4500,,856964210234
"WOODEN HEART VERTICAL GARLAND 36""",21024,3.00,12.00,,8.5000,7.5000,,856964210241
"WOODEN STAR VERTICAL GARLAND 36""",21025,3.00,,,8.5000,7.5000,,856964210258
"POLY SNOWMAN SIGN HANGINGS, 4 ASSRT 8""",21026,12.00,48.00,,4.2500,3.7500,,856964210265 
"POLY SANTA SIGN HANGINS, 4 ASSRT 8""",21027,12.00,48.00,,4.5000,3.9500,,856964210272
"WOODEN SNOWMAN SIGN HANGINGS, 4 ASSRT 4""",21028,12.00,48.00,,3.2500,2.9500,,856964210289
"WOODEN SNOWMAN PHOTO FRAME HANGING 9""",21029,3.00,12.00,,9.2500,8.2500,,856964210296
"WOODEN SNOWMAN PHOTO FRAME 11""",21030,2.00,6.00,12.00,14.9500,13.9500,12.9500,856964210302
"WOODEN SNOWFLAKE PHOTO FRAME HANGING 11""",21031,6.00,24.00,,5.9500,4.9500,,856964210319
"WOODEN SNOWFLAKE PHOTA FRAME HANGING 10""",21032,3.00,12.00,24.00,7.9500,7.2500,6.5000,856964210326
POLY ANGEL STANDING 2 ASSRT,21033,6.00,24.00,,3.5000,3.1500,,856964210333
"POLY ANGEL STANDING 2 ASSRT 6""",21034,6.00,24.00,,6.5000,5.7500,,856964210340
"POLY ANGEL STANDING 5.75""",21035,2.00,6.00,12.00,9.5000,8.9500,8.5000,856964210357
"POLY ANGEL STANDING 5.25""",21036,6.00,24.00,,4.9500,4.2500,,856964210364
"POLY ANGEL STANDING 7""",21037,6.00,24.00,,6.7500,5.9500,,856964210371
"POLY ANGEL STANDING 9""",21038,4.00,16.00,,9.5000,8.5000,,856964210388
"WOODEN SNOWMAN STANDING 10""",21039,4.00,12.00,24.00,9.5000,8.9500,8.5000,856964210395
"WOODEN SNOWMAN STANDING 8""",21040,4.00,12.00,24.00,6.9500,6.5000,5.9500,856964210401
"WOODEN SNOWMAN STANDING 8""",21041,4.00,12.00,24.00,6.9500,6.5000,5.9500,856964210401
"WOODEN PHOTO FRAME 7""",21042,3.00,12.00,24.00,11.5000,10.5000,9.5000,856964210425
"WOODEN PHOTO FRAME 8""",21043,3.00,12.00,24.00,11.5000,10.5000,9.5000,856964210432
"WOODEN SNOWMAN PHOTO FRAME 2 ASSRT 12""",21044,2.00,6.00,12.00,12.5000,11.7500,10.5000,856964210449
"WOODEN SANTA HANGING 19""",21045,2.00,6.00,12.00,12.5000,11.7500,10.5000,856964210456
"WOODEN STAR HANGING 8""",21046,3.00,12.00,,11.9500,10.9500,,856964210463
"WOODEN STAR HANGING 8""",21047,4.00,12.00,24.00,7.5000,6.9500,6.2500,856964210470
"WOODEN STOCKING HANGING 2 ASSRT 10.75""",21048,6.00,18.00,36.00,5.2500,4.9500,4.2500,856964210487
"WOODEN SANTA & SNOWMAN PLAQUES 2 ASSRT"" ",21049,4.00,12.00,24.00,7.2500,6.9500,6.2500,856964210494
"WOODEN ANGEL HANGING 2 ASSRT 20.50""",21050,2.00,8.00,16.00,15.9500,14.2500,12.9500,856964210500
"WOODEN ANGEL STANDING 2 ASSRT 19""",21051,2.00,4.00,12.00,22.5000,20.5000,18.5000,856964210517
"WOODEN SANTA W/LED LIGHTS 20""",21052,1.00,4.00,12.00,34.9500,31.5000,29.9500,856964210524
"WOODEN XMAS TREE 16.75""",21053,3.00,6.00,12.00,11.2500,10.9500,9.9500,856964210531
"WOODEN XMAS TREE 2 ASSRT 8""",21054,4.00,12.00,24.00,7.2500,6.5000,5.9500,856964210548
"WOODEN SNOWMAN HANGINS, 6 ASSRT 3""",21055,12.00,48.00,144.00,1.9500,1.7500,1.5000,856964210555
"192PCS WOODEN XMAS HANGINGS W/DISPLAY TREE 36""",21056,1.00,4.00,,399.5000,379.5000,,856964210562
"WOODEN ANGEL STANDING 2  ASSRT 10.50""",21057,2.00,8.00,16.00,13.9500,12.5000,11.9500,856964210579
METAL PUMPKIN DECORATION TWO ASSORTED,21058,4.00,12.00,,6.9500,6.2500,,856964210586
METAL FLOWER DECORATION,21059,2.00,12.00,,17.5000,15.5000,,856964210593
METAL FLOWER DECORATION,21060,2.00,12.00,,17.5000,15.5000,,856964210609
WOOD GIFT BOX,21061,4.00,12.00,24.00,7.9500,7.5000,6.9500,856964210616
METAL TREE DECORATION TWO ASSORTED,21062,2.00,6.00,24.00,9.9500,9.5000,8.9500,856964210623
METAL TREE DEOCATIONS 8.25 X 4.75 X 16.55,21063,2.00,6.00,,14.5000,12.9500,,856964210630
METAL TREE DECORATIONS,21064,2.00,6.00,,11.9500,10.5000,,856964210647
METAL TREE DECORATION,21065,3.00,12.00,,9.9500,8.9500,,856964210654
WOOD WORD PEACE/HOPE/NOEL 3 ASSRT,21066,6.00,18.00,36.00,4.5000,4.2500,3.7500,856964210661
METAL GIFT BOX 2 ASSRT,21067,2.00,6.00,12.00,11.5000,10.9500,10.5000,856964210678
METAL BOW TIE DECORATION,21068,3.00,12.00,,9.9500,8.9500,,856964210685
METAL GIFT BOX 3 ASSRT,21069,6.00,18.00,36.00,7.7500,7.2500,6.5000,856964210692
X'MAS WOOD WORD HANGING 2 ASSRT,21070,2.00,6.00,12.00,11.5000,10.9500,10.5000,856964210708
X'MAS WOOD DECORATIONS,21071,2.00,8.00,,15.9500,13.9500,,856964210715
X'MAS WOOD DECORATIONS,21072,2.00,8.00,,15.9500,13.9500,,856964210722
WOOD CANDY CANE,21073,3.00,12.00,,9.5000,8.5000,,856964210739
WOOD WALL HANGING,21074,3.00,12.00,,8.9500,7.9500,,856964210746
METAL WIND CAP DECORATION,21075,2.00,6.00,,12.5000,11.5000,,856964210753
METAL WIND CAP DECORATION,21076,2.00,6.00,,12.5000,11.5000,,856964210760
"WOOD WALL PLAQUE ""JOY""",21077,2.00,6.00,12.00,10.5000,9.9500,9.5000,856964210777
WOOD JOY TABLE DECORATION,21078,2.00,6.00,12.00,13.5000,12.9500,12.5000,856964210784
"WOOD WALL PLAQUE ""JOY""",21079,2.00,6.00,12.00,16.9500,15.2500,13.9500,856964210791
WOOD SNOWMAN WALL PLAQUE,21080,4.00,12.00,24.00,6.5000,5.9500,5.2500,856964210807
WOODEN SNOWMAN PHOTO FRAM HANGING,21081,2.00,6.00,12.00,12.9500,11.9500,10.9500,856964210814
WOODEN SNOWMAN W/LED LIGHTS,21082,1.00,4.00,12.00,34.9500,31.5000,29.9500,85696421082
WOODEN WINDOW FRAME W/LED LIGHTS RED 21X1.5X16,21092,1.00,4.00,,35.7500,30.9500,,856964210920
WOODEN WINDOW FRAME W/LED LIGHTS WHITE 21X1.5X16,21093,1.00,4.00,,35.7500,30.9500,,856964210937
WOODEN WINDOW FRAME HANGING W/LED LIGHTS 9X1.5X11.5,21094,2.00,12.00,,25.9500,22.5000,,856964210944
WOODEN WINDOW FRAME HANGING 9X1.5X11.5,21095,4.00,12.00,,12.5000,10.7500,,856964210951
WOODEN GLASS WINDOW FRAME HANGING 9X1.5X11.5,21096,4.00,12.00,,12.5000,10.7500,,856964210968
WOODEN GLASS WINDOW FRAME HANGING 2 ASST 11.5X10,21097,4.00,12.00,,12.5000,10.7500,,856964210975
WOODEN ANGEL HANGING 5X1X10.25,21098,6.00,24.00,,8.5000,7.2500,,856964210982
WOODEN BURLAP CANDY CANE HANGING 2 ASST 5.75X14.25,21099,12.00,48.00,,7.2500,6.2500,,856964210999
WOODEN BURLAP SANTA HANGING LARGE 12.25X18,21100,3.00,12.00,,13.7500,11.7500,,856964211002
WOODEN BURLAP SANTA HANGING SMALL 9.25X13,21101,6.00,24.00,,9.9500,8.5000,,856964211019
WOODEN BURLAP SNOWMAN HANGING LARGE,21102,3.00,12.00,,13.7500,11.7500,,856964211026
WOODEN BURLAP SNOWMAN HANGING MED,21103,6.00,24.00,,9.9500,8.5000,,856964211033
WOODEN BURLAP SNOWMAN HANGING SMALL 5.75X9.25,21104,12.00,48.00,,2.9500,2.5000,,856964211040
WOODEN BURLAP ANGEL STANDING 8X14.5,21105,3.00,12.00,,13.7500,11.7500,,856964211057 
WOODEN REINDEER HANGING 2 ASST 5.25X17.25,21106,12.00,48.00,,6.5000,5.5000,,856964211064 
WOODEN REINDEER HANGING 2ASST 5.25X17.25,21107,12.00,36.00,,4.2500,3.7500,,856964211071
WOODE PLAGUES HANGING 2 ASST 4.5X6.25,21108,12.00,36.00,,4.2500,3.7500,,856964211088
WOODEN REINDEER HANGING 2 ASST 8.75X9.25,21109,12.00,36.00,,5.7500,4.9500,,856964211095
WOODEN REINDEER HANGING 2 ASST 5.75X5.875,21110,12.00,48.00,,3.5000,2.9500,,856964211101
METAL LANTERN 2.25X5.5,21111,6.00,24.00,,6.9500,5.9500,,856964211118
METAL LANTERN,21112,6.00,24.00,,6.9500,5.9500,,8569642112
SANTA & SNOWMAN BURLAP HANGING 2 ASST LARGE 14.5X28.25,21113,2.00,12.00,,15.5000,13.2500,,856964211132
SANTA & SNOWMAN BURLAP HANGING 2 ASST LARGE 10.25X20.25,21114,6.00,24.00,,9.9500,8.5500,,856964211149
METAL BURLAP BUCKET 7.75X7.75X6.5,21115,4.00,12.00,,14.9500,12.9500,,856964211156
METAL BURLAP BUCKET 6.75X5.5X9,21116,6.00,24.00,,8.9500,7.7500,,856964211163
METAL BURLAP BUCKET 8X6.75X9.50,21117,6.00,24.00,,10.9500,9.5000,,856964211170
METAL BURLAP BUCKET 8.5X7.75X12,21118,6.00,24.00,,12.9500,10.9500,,856964211187
WOODEN HANGING HEN 15 X 7,21120,6.00,24.00,,7.9500,7.2500,,856964211200
WOODEN HANGING COW 15.5 X 12,21121,4.00,16.00,,9.9500,8.9500,,856964211217
WOODEN HANGING STAR 14 X 8,21122,4.00,12.00,,7.9500,7.2500,,856964211224
WOODEN HEART ORN 3 ASSR'T 4 X 4,21123,24.00,72.00,,1.2500,1.0500,,856964211231
WOODEN STAR ORN 3 ASSR'T 6 X 4 LONG POINT STAR,21124,24.00,72.00,,1.2500,1.0500,,856964211248
WOODEN HAN'G ANGEL 19 X 9,21125,4.00,16.00,,7.9500,6.9500,,856964211255
WOODEN BIRDHOUSE 11 X 8 X 5.5,21126,2.00,6.00,,10.9500,9.9500,,856964211262
WOODEN HANGING PUMPKIN OFF WHITE 20 X 17,21127,4.00,16.00,,19.5000,16.9500,,856964211279
WOODEN HANGING PUMPKIN ORANGE COLOR 20 X 17,21128,4.00,16.00,,19.5000,16.9500,,856964211286
WOODEN PUMPKIN STANDING 10 X 10,21129,4.00,12.00,,7.5000,6.7500,,856964211293
WOODEN PLAQUE AUTUMN/FALL 16 X 8,21130,3.00,12.00,,8.9500,7.9500,,856964211309
WOODEN PUMPKIN STANDING 11 X 8,21131,4.00,16.00,,8.9500,7.9500,,856964211316
"WOODEN HARVEST WELCOME SIGN 17.5""X9.5""X1.5""",21132,2.00,8.00,,14.5000,12.5000,,856964211323
WOODEN HAN'G BLACK CROW 17 X 10,21133,3.00,12.00,,9.9500,8.9500,,856964211330
WOODEN GHOST HOUSE 35 X 20,21134,1.00,4.00,,29.9500,25.9500,,856964211347
WOODEN BLACK WHITCH 16.5 X 36,21135,1.00,4.00,,23.9500,20.9500,,856964211354
WOODEN ANGEL ORN 5.5X6 & 6X6.25,21136,24.00,48.00,,1.2500,1.0500,,856964211361
WOODEN TREE ORN 6.25X3.5 & 6X3.5,21137,24.00,48.00,,1.2500,1.0500,,856964211378
HAN'G TIN CANDY CANE 15X11X2,21139,2.00,6.00,,11.5000,10.5000,,85696421139
HAN'G WOODEN LODGE SIGN 22X12X3,21140,2.00,8.00,,14.9500,12.9500,,856964211408
