|MTL. MIRROR 64|,BY1022,,,,,,,Dimensions: 16.00 x 64.00 x 1.500,,,,,,,,,VIP400,VIP160,https://repziocdn.global.ssl.fastly.net/productimages/928/by1022_lg.jpg,by1022_lg.jpg,,,VIP800,by1022_lg.jpg
"|MTL. ""MR. & MRS."" SET/3|",BY1063,,,,,,,Dimensions: 10.00 x 1.000 x 6.000,,,,,,,,,VIP400,VIP160,https://repziocdn.global.ssl.fastly.net/productimages/928/by1063_lg.jpg,by1063_lg.jpg,,,VIP800,by1063_lg.jpg
"|MTL. ""HIS & HERS"" SIGN SET/2|",BY1096,,,,,,,Dimensions: 7.000 x 4.000 x 1.000,,,,,,,,,VIP400,VIP160,https://repziocdn.global.ssl.fastly.net/productimages/928/by1096_lg.jpg,by1096_lg.jpg,,,VIP800,by1096_lg.jpg
|MTL. ORGANIZER|,BY1107,,,,,,,Dimensions: 15.00 x 8.000 x 9.750,,,,,,,,,VIP400,VIP160,https://repziocdn.global.ssl.fastly.net/productimages/928/by1107_lg.jpg,by1107_lg.jpg,,,VIP800,by1107_lg.jpg
"|WD./MTL. WORD ART ""RELAX""|",BY1138,,,,,,,Dimensions: 1.200 x 7.000 x 27.00,,,,,,,,,VIP400,VIP160,https://repziocdn.global.ssl.fastly.net/productimages/928/by1138_lg.jpg,by1138_lg.jpg,,,VIP800,by1138_lg.jpg
"|WD./MTL. WORD ART ""GATHER""|",BY1139,,,,,,,Dimensions: 30.00 x 7.000 x 1.000,,,,,,,,,VIP400,VIP160,https://repziocdn.global.ssl.fastly.net/productimages/928/by1139_lg.jpg,by1139_lg.jpg,,,VIP800,by1139_lg.jpg
"|MTL. WALL WORDS ""LOVE""|",FH1552,,,,,,,Dimensions: 18.50 x 7.500 x 1.000,,,,,,,,,VIP400,VIP160,https://repziocdn.global.ssl.fastly.net/productimages/928/fh1552_lg.jpg,fh1552_lg.jpg,,,VIP800,fh1552_lg.jpg
|MTL. PLANTER SET/2|,FH1608,,,,,,,Dimensions: 27.00 x 6.500 x 5.500,,,,,,,,,VIP400,VIP160,https://repziocdn.global.ssl.fastly.net/productimages/928/fh1608_lg.jpg,fh1608_lg.jpg,,,VIP800,fh1608_lg.jpg
|MTL. WALL BIN|,FH1674,,,,,,,Dimensions: 20.00 x 12.00 x 4.250,,,,,,,,,VIP400,VIP160,https://repziocdn.global.ssl.fastly.net/productimages/928/fh1674_lg.jpg,fh1674_lg.jpg,,,VIP800,fh1674_lg.jpg
"|WD. WORD ART ""WONDERFUL""|",FH1745,,,,,,,Dimensions: 20.20 x 5.900 x 0.800,,,,,,,,,VIP400,VIP160,https://repziocdn.global.ssl.fastly.net/productimages/928/fh1745_lg.jpg,fh1745_lg.jpg,,,VIP800,fh1745_lg.jpg
|MTL. PLANTERS SET/2|,FH1770,,,,,,,Dimensions: 12.00 x 13.80 x 8.000,,,,,,,,,VIP400,VIP160,https://repziocdn.global.ssl.fastly.net/productimages/928/fh1770_lg.jpg,fh1770_lg.jpg,,,VIP800,fh1770_lg.jpg
"|WD./MTL. SIGN ""BLESS""|",FH1803,,,,,,,Dimensions: 9.400 x 9.400 x 0.800,,,,,,,,,VIP400,VIP160,https://repziocdn.global.ssl.fastly.net/productimages/928/fh1803_lg.jpg,fh1803_lg.jpg,,,VIP800,fh1803_lg.jpg
"|MTL. WALL BINS ""FARMHOUSE""|",FH1806,,,,,,,Dimensions: 8.600 x 13.60 x 5.900,,,,,,,,,VIP400,VIP160,https://repziocdn.global.ssl.fastly.net/productimages/928/fh1806_lg.jpg,fh1806_lg.jpg,,,VIP800,fh1806_lg.jpg
