BODY BUTTER - 8 oz.,Item# CBB8,BODY CARE PRODUCTS|BODY BUTTER,,,,,,,,1,17.38,,,,,1,bedrock400,bedrock160,https://sep.yimg.com/ca/I/yhst-9186916-9_2636_235384351,yhst-9186916-9_2636_235384351,,,bedrock800,yhst-9186916-9_2636_235384351,
LAVENDER FIR NEEDLE BODY BUTTER - 8 OZ.,Item# CBB8Lav,SHOP BY FRAGRANCE|LAVENDER|LAVENDER FIR NEEDLE BODY BUTTER|LAVENDER FIR NEEDLE PRODUCTS|LAVENDER FIR NEEDLE BODY BUTTER,,,,,,,,1,23.63,,,,,1,bedrock400,bedrock160,https://sep.yimg.com/ca/I/yhst-9186916-9_2640_44128258,yhst-9186916-9_2640_44128258,,,bedrock800,yhst-9186916-9_2640_44128258,
SEA SALT SCRUB - 6 oz.,Item# CSS6,BODY CARE PRODUCTS|FIR NEEDLE SEA SALT SCRUB|FIR NEEDLE SEA SALT SCRUB,,,,,,,,1,10.75,,,,,1,bedrock400,bedrock160,https://sep.yimg.com/ca/I/yhst-9186916-9_2636_209268169,yhst-9186916-9_2636_209268169,,,bedrock800,yhst-9186916-9_2636_209268169,
LAVENDER/FIR WRAPPED SOAP,Item# LAVWRAP4,LAVENDER FIR NEEDLE PRODUCTS|LAVENDER SOAPS|SHOP BY FRAGRANCE|LAVENDER|BODY CARE PRODUCTS|FIR NEEDLE SOAPS|WRAPPED SOAPS|FIR NEEDLE SOAPS|WRAPPED SOAPS,,,,,,,,1,9.75,,,,,1,bedrock400,bedrock160,https://sep.yimg.com/ca/I/yhst-9186916-9_2636_211888799,yhst-9186916-9_2636_211888799,,,bedrock800,yhst-9186916-9_2636_211888799,
PENNSYLVANIA SHAPE - 4 oz.,Item# PAShape,BODY CARE PRODUCTS|FIR NEEDLE SOAPS|STATE SOAPS|FIR NEEDLE SOAPS|STATE SOAPS,,,,,,,,1,13.08,,,,,1,bedrock400,bedrock160,https://sep.yimg.com/ca/I/yhst-9186916-9_2636_198563651,yhst-9186916-9_2636_198563651,,,bedrock800,yhst-9186916-9_2636_198563651,
MINNESOTA - 4 oz.,Item# MNShape,BODY CARE PRODUCTS|FIR NEEDLE SOAPS|STATE SOAPS|FIR NEEDLE SOAPS|STATE SOAPS,,,,,,,,1,13.08,,,,,1,bedrock400,bedrock160,https://sep.yimg.com/ca/I/yhst-9186916-9_2636_200555098,yhst-9186916-9_2636_200555098,,,bedrock800,yhst-9186916-9_2636_200555098,
