BY1017,Item Size (WxHxL):13.00 x 30.25 x 2.250 in,BY1017|||Item Information______________________|Item Size (WxHxL):13.00 x 30.25 x 2.250 in|Item Weight: 4.4000 lbs|Item Material: 100% Metal|Item Color: Grey|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 4|Inner Qty: 2|Case Size (HxWxD): 31in x 14.2in x 7.7in|Case Weight: 13.332 lbs||Order Info______________|Minimum Order Quantity: 2||0,http://images.repzio.com/productimages/928/BY1017_lg.jpg
BY1018,Item Size (WxHxL):24.00 x 11.00 x 7.250 in,BY1018|||Item Information______________________|Item Size (WxHxL):24.00 x 11.00 x 7.250 in|Item Weight: 13.3300 lbs|Item Material: 100% Metal|Item Color: White|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 4|Inner Qty: 2|Case Size (HxWxD): 25in x 24.4in x 16in|Case Weight: 31.06 lbs||Order Info______________|Minimum Order Quantity: 2||0,http://images.repzio.com/productimages/928/BY1018_lg.jpg
BY1019,Item Size (WxHxL):36.00 x 10.75 x 6.750 in,BY1019|||Item Information______________________|Item Size (WxHxL):36.00 x 10.75 x 6.750 in|Item Weight: 19.2500 lbs|Item Material: 100% Metal|Item Color: White|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 1|Inner Qty:|Case Size (HxWxD): 37in x 12.6in x 7.9in|Case Weight: 4.4 lbs||Order Info______________|Minimum Order Quantity: 2||0,http://images.repzio.com/productimages/928/BY1019_lg.jpg
BY1020,Item Size (WxHxL):48.00 x 33.75 x 1.000 in,BY1020|||Item Information______________________|Item Size (WxHxL):48.00 x 33.75 x 1.000 in|Item Weight: 36.3900 lbs|Item Material: 50% Mtl 50% Glass|Item Color: Natural Mtl Color|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 1|Inner Qty:|Case Size (HxWxD): 51in x 37.6in x 2.6in|Case Weight: 4.4 lbs||Order Info______________|Minimum Order Quantity: 2||0,http://images.repzio.com/productimages/928/BY1020_lg.jpg
BY1021,Item Size (WxHxL):16.00 x 48.25 x 1.500 in,BY1021|||Item Information______________________|Item Size (WxHxL):16.00 x 48.25 x 1.500 in|Item Weight: 20.3700 lbs|Item Material: 50% Mtl 50% Glass|Item Color: Natural Mtl Color|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 1|Inner Qty:|Case Size (HxWxD): 50in x 18.9in x 3in|Case Weight: 4.4 lbs||Order Info______________|Minimum Order Quantity: 2||0,http://images.repzio.com/productimages/928/BY1021_lg.jpg
BY1022,Item Size (WxHxL):16.00 x 64.00 x 1.500 in,BY1022|||Item Information______________________|Item Size (WxHxL):16.00 x 64.00 x 1.500 in|Item Weight: 26.7300 lbs|Item Material: 50% Mtl 50% Glass|Item Color: Natural Mtl Color|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 1|Inner Qty:|Case Size (HxWxD): 67in x 20.1in x 3in|Case Weight: 4.4 lbs||Order Info______________|Minimum Order Quantity: 2||0,http://images.repzio.com/productimages/928/BY1022_lg.jpg
BY1023,Item Size (WxHxL):19.00 x 8.000 x 1.500 in,BY1023|||Item Information______________________|Item Size (WxHxL):19.00 x 8.000 x 1.500 in|Item Weight: 1.4960 lbs|Item Material: 100% Metal|Item Color: Black|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: YES||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 12|Inner Qty: 2|Case Size (HxWxD): 17in x 11in x 9.1in|Case Weight: 7.392 lbs||Order Info______________|Minimum Order Quantity: 4||0,http://images.repzio.com/productimages/928/BY1023_lg.jpg
BY1026,Item Size (WxHxL):16.00 x 7.000 x 14.75 in,BY1026|||Item Information______________________|Item Size (WxHxL):16.00 x 7.000 x 14.75 in|Item Weight: 5.3240 lbs|Item Material: 100% Metal|Item Color: Galvanized Grey|Details 1:|Details 2:|Other Sizes: SM: 10.5 x 12 x 6|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 4|Inner Qty: 2|Case Size (HxWxD): 18in x 16.1in x 15in|Case Weight: 15 lbs||Order Info______________|Minimum Order Quantity: 2||0,http://images.repzio.com/productimages/928/BY1026_lg.jpg
BY1027,Item Size (WxHxL):12.50 x 12.00 x 8.250 in,BY1027|||Item Information______________________|Item Size (WxHxL):12.50 x 12.00 x 8.250 in|Item Weight: 1.5180 lbs|Item Material: 100% Metal|Item Color: Black|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 12|Inner Qty: 2|Case Size (HxWxD): 25in x 13.8in x 14in|Case Weight: 7.436 lbs||Order Info______________|Minimum Order Quantity: 4||0,http://images.repzio.com/productimages/928/BY1027_lg.jpg
BY1028,Item Size (WxHxL):24.00 x 29.75 x 24.00 in,BY1028|||Item Information______________________|Item Size (WxHxL):24.00 x 29.75 x 24.00 in|Item Weight: 11.9680 lbs|Item Material: 100% Metal|Item Color: Grey|Details 1:|Details 2:|Other Sizes: Chairs: 16 x 18 x 16|Other Sizes:NA|Assembly Required: YES||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 1|Inner Qty:|Case Size (HxWxD): 29.7in x 5.7in x 24.8in|Case Weight: 18.56 lbs||Order Info______________|Minimum Order Quantity: 2||0,http://images.repzio.com/productimages/928/BY1028_lg.jpg
BY1033,Item Size (WxHxL):33.75 x 17.00 x 14.00 in,BY1033|||Item Information______________________|Item Size (WxHxL):33.75 x 17.00 x 14.00 in|Item Weight: 22.7000 lbs|Item Material: 80% MTL 20% CANVAS|Item Color: Grey / Brown|Details 1:|Details 2:|Other Sizes: SM: 10.5 X 30 X 14.5|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 1|Inner Qty:|Case Size (HxWxD): 34.4in x 14.4in x 17.9in|Case Weight: 26.7 lbs||Order Info______________|Minimum Order Quantity: 2||0,http://images.repzio.com/productimages/928/BY1033_lg.jpg
BY1034,Item Size (WxHxL):13.00 x 6.000 x 5.000 in,BY1034|||Item Information______________________|Item Size (WxHxL):13.00 x 6.000 x 5.000 in|Item Weight: 1.0000 lbs|Item Material: 100% Metal|Item Color: Grey|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: YES||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 6|Inner Qty: 2|Case Size (HxWxD): 20.5in x 9.8in x 14.6in|Case Weight: 9.2 lbs||Order Info______________|Minimum Order Quantity: 2||0,http://images.repzio.com/productimages/928/BY1034_lg.jpg
BY1036,Item Size (WxHxL):31.00 x 8.750 x 1.000 in,BY1036|||Item Information______________________|Item Size (WxHxL):31.00 x 8.750 x 1.000 in|Item Weight: 0.0000 lbs|Item Material: 100% METAL|Item Color: GREY|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 4|Inner Qty:|Case Size (HxWxD): in x in x in|Case Weight: lbs||Order Info______________|Minimum Order Quantity: 4||0,http://images.repzio.com/productimages/928/BY1036_lg.jpg
BY1037,Item Size (WxHxL):40.00 x 14.00 x 2.000 in,BY1037|||Item Information______________________|Item Size (WxHxL):40.00 x 14.00 x 2.000 in|Item Weight: 0.0000 lbs|Item Material: 100% METAL|Item Color: GREY|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 4|Inner Qty:|Case Size (HxWxD): in x in x in|Case Weight: lbs||Order Info______________|Minimum Order Quantity: 4||0,http://images.repzio.com/productimages/928/BY1037_lg.jpg
BY1038,Item Size (WxHxL):42.00 x 17.00 x 2.000 in,BY1038|||Item Information______________________|Item Size (WxHxL):42.00 x 17.00 x 2.000 in|Item Weight: 0.0000 lbs|Item Material: 100% METAL|Item Color: GREY|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 4|Inner Qty:|Case Size (HxWxD): in x in x in|Case Weight: lbs||Order Info______________|Minimum Order Quantity: 4||0,http://images.repzio.com/productimages/928/BY1038_lg.jpg
BY1039,Item Size (WxHxL):21.50 x 8.000 x 1.000 in,BY1039|||Item Information______________________|Item Size (WxHxL):21.50 x 8.000 x 1.000 in|Item Weight: 0.0000 lbs|Item Material: 100% METAL|Item Color: GREY|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 4|Inner Qty:|Case Size (HxWxD): in x in x in|Case Weight: lbs||Order Info______________|Minimum Order Quantity: 4||0,http://images.repzio.com/productimages/928/BY1039_lg.jpg
BY1040,Item Size (WxHxL):39.00 x 18.00 x 2.000 in,BY1040|||Item Information______________________|Item Size (WxHxL):39.00 x 18.00 x 2.000 in|Item Weight: 0.0000 lbs|Item Material: 100% METAL|Item Color: GREY|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 4|Inner Qty:|Case Size (HxWxD): in x in x in|Case Weight: lbs||Order Info______________|Minimum Order Quantity: 4||0,http://images.repzio.com/productimages/928/BY1040_lg.jpg
BY1041,Item Size (WxHxL):30.50 x 13.30 x 2.000 in,BY1041|||Item Information______________________|Item Size (WxHxL):30.50 x 13.30 x 2.000 in|Item Weight: 0.0000 lbs|Item Material: 100% METAL|Item Color: GREY|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 12|Inner Qty: 4|Case Size (HxWxD): in x in x in|Case Weight: lbs||Order Info______________|Minimum Order Quantity: 4||0,http://images.repzio.com/productimages/928/BY1041_lg.jpg
BY1042,Item Size (WxHxL):30.00 x 10.00 x 1.000 in,BY1042|||Item Information______________________|Item Size (WxHxL):30.00 x 10.00 x 1.000 in|Item Weight: 0.0000 lbs|Item Material:|Item Color: GREY / WHITE|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 4|Inner Qty:|Case Size (HxWxD): in x in x in|Case Weight: lbs||Order Info______________|Minimum Order Quantity: 4||0,http://images.repzio.com/productimages/928/BY1042_lg.jpg
BY1043,Item Size (WxHxL):20.00 x 10.00 x 1.000 in,BY1043|||Item Information______________________|Item Size (WxHxL):20.00 x 10.00 x 1.000 in|Item Weight: 0.0000 lbs|Item Material:|Item Color: GREY / RED|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 4|Inner Qty:|Case Size (HxWxD): in x in x in|Case Weight: lbs||Order Info______________|Minimum Order Quantity: 4||0,http://images.repzio.com/productimages/928/BY1043_lg.jpg
BY1044,Item Size (WxHxL):30.00 x 10.00 x 1.000 in,BY1044|||Item Information______________________|Item Size (WxHxL):30.00 x 10.00 x 1.000 in|Item Weight: 0.0000 lbs|Item Material:|Item Color: GREY / WHITE|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 4|Inner Qty:|Case Size (HxWxD): in x in x in|Case Weight: lbs||Order Info______________|Minimum Order Quantity: 4||0,http://images.repzio.com/productimages/928/BY1044_lg.jpg
BY1045,Item Size (WxHxL):20.00 x 10.00 x 1.000 in,BY1045|||Item Information______________________|Item Size (WxHxL):20.00 x 10.00 x 1.000 in|Item Weight: 0.0000 lbs|Item Material:|Item Color: GREY / BLACK|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 8|Inner Qty: 4|Case Size (HxWxD): in x in x in|Case Weight: lbs||Order Info______________|Minimum Order Quantity: 4||0,http://images.repzio.com/productimages/928/BY1045_lg.jpg
BY1046,Item Size (WxHxL):30.00 x 10.00 x 1.000 in,BY1046|||Item Information______________________|Item Size (WxHxL):30.00 x 10.00 x 1.000 in|Item Weight: 0.0000 lbs|Item Material:|Item Color: GREY / BLACK|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 4|Inner Qty:|Case Size (HxWxD): in x in x in|Case Weight: lbs||Order Info______________|Minimum Order Quantity: 4||0,http://images.repzio.com/productimages/928/BY1046_lg.jpg
BY1047,Item Size (WxHxL):12.00 x 12.00 x 7.000 in,BY1047|||Item Information______________________|Item Size (WxHxL):12.00 x 12.00 x 7.000 in|Item Weight: 0.0000 lbs|Item Material: 100% METAL|Item Color: BLACK|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 4|Inner Qty:|Case Size (HxWxD): in x in x in|Case Weight: lbs||Order Info______________|Minimum Order Quantity: 4||0,http://images.repzio.com/productimages/928/BY1047_lg.jpg
BY1048,Item Size (WxHxL):13.50 x 15.30 x 5.000 in,BY1048|||Item Information______________________|Item Size (WxHxL):13.50 x 15.30 x 5.000 in|Item Weight: 0.0000 lbs|Item Material: METAL / PLASTIC|Item Color: BLACK / WHITE|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 2|Inner Qty:|Case Size (HxWxD): in x in x in|Case Weight: lbs||Order Info______________|Minimum Order Quantity: 4||0,http://images.repzio.com/productimages/928/BY1048_lg.jpg
BY1049,Item Size (WxHxL):9.800 x 13.50 x 9.800 in,BY1049|||Item Information______________________|Item Size (WxHxL):9.800 x 13.50 x 9.800 in|Item Weight: 0.0000 lbs|Item Material: 100% METAL|Item Color: GREY|Details 1:|Details 2:|Other Sizes: MD: 8.5X8.5X12|Other Sizes:SM:7.5X7.5X11|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 4|Inner Qty: 2|Case Size (HxWxD): in x in x in|Case Weight: lbs||Order Info______________|Minimum Order Quantity: 4||0,http://images.repzio.com/productimages/928/BY1049_lg.jpg
BY1050,Item Size (WxHxL):43.00 x 37.00 x 1.000 in,BY1050|||Item Information______________________|Item Size (WxHxL):43.00 x 37.00 x 1.000 in|Item Weight: 0.0000 lbs|Item Material: 100% METAL|Item Color: BLACK|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 2|Inner Qty:|Case Size (HxWxD): in x in x in|Case Weight: lbs||Order Info______________|Minimum Order Quantity: 2||0,http://images.repzio.com/productimages/928/BY1050_lg.jpg
BY1051,Item Size (WxHxL):24.00 x 11.00 x 5.500 in,BY1051|||Item Information______________________|Item Size (WxHxL):24.00 x 11.00 x 5.500 in|Item Weight: 0.0000 lbs|Item Material: 100% METAL|Item Color: GREY / BLACK|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required:||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 12|Inner Qty: 4|Case Size (HxWxD): in x in x in|Case Weight: lbs||Order Info______________|Minimum Order Quantity: 4||0,http://images.repzio.com/productimages/928/BY1051_lg.jpg
BY1052,Item Size (WxHxL):17.00 x 8.250 x 5.500 in,BY1052|||Item Information______________________|Item Size (WxHxL):17.00 x 8.250 x 5.500 in|Item Weight: 0.0000 lbs|Item Material: 100% METAL|Item Color: GALVANIZED METAL|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required:||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 24|Inner Qty: 4|Case Size (HxWxD): in x in x in|Case Weight: lbs||Order Info______________|Minimum Order Quantity: 4||0,http://images.repzio.com/productimages/928/BY1052_lg.jpg
BY1053,Item Size (WxHxL):32.00 x 24.50 x 4.000 in,BY1053|||Item Information______________________|Item Size (WxHxL):32.00 x 24.50 x 4.000 in|Item Weight: 0.0000 lbs|Item Material: 100% METAL|Item Color: BLACK / WHITE|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required:||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 1|Inner Qty:|Case Size (HxWxD): in x in x in|Case Weight: lbs||Order Info______________|Minimum Order Quantity: 2||0,http://images.repzio.com/productimages/928/BY1053_lg.jpg
BY1054,Item Size (WxHxL):56.00 x 34.00 x 14.50 in,BY1054|||Item Information______________________|Item Size (WxHxL):56.00 x 34.00 x 14.50 in|Item Weight: 0.0000 lbs|Item Material: 100% WOOD|Item Color: WHITE|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required:||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 1|Inner Qty:|Case Size (HxWxD): in x in x in|Case Weight: lbs||Order Info______________|Minimum Order Quantity: 2||0,http://images.repzio.com/productimages/928/BY1054_lg.jpg
