FH1755,Item Size (WxHxL):13.20 x 10.60 x 1.000 in,FH1755|||Item Information______________________|Item Size (WxHxL):13.20 x 10.60 x 1.000 in|Item Weight: 1.1000 lbs|Item Material: 100% METAL|Item Color: BLACK / WHITE|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 8|Inner Qty: 4|Case Size (HxWxD): in x in x in|Case Weight: 13.6 lbs||Order Info______________|Minimum Order Quantity: 4||0,http://images.repzio.com/productimages/928/FH1755_lg.jpg
FH1757,Item Size (WxHxL):19.30 x 15.70 x 0.800 in,FH1757|||Item Information______________________|Item Size (WxHxL):19.30 x 15.70 x 0.800 in|Item Weight: 2.3000 lbs|Item Material: 100% METAL|Item Color: BLACK / WHT / RED|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 6|Inner Qty: 2|Case Size (HxWxD): in x in x in|Case Weight: 18.4 lbs||Order Info______________|Minimum Order Quantity: 6||0,http://images.repzio.com/productimages/928/FH1757_lg.jpg
FH1758,Item Size (WxHxL):7.900 x 10.00 x 6.300 in,FH1758|||Item Information______________________|Item Size (WxHxL):7.900 x 10.00 x 6.300 in|Item Weight: 0.8000 lbs|Item Material: 100% METAL|Item Color: ANTIQUE WHT/BLACK|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 2|Inner Qty:|Case Size (HxWxD): in x in x in|Case Weight: 6.1 lbs||Order Info______________|Minimum Order Quantity: 6||0,http://images.repzio.com/productimages/928/FH1758_lg.jpg
FH1759,Item Size (WxHxL):17.90 x 14.30 x 6.500 in,FH1759|||Item Information______________________|Item Size (WxHxL):17.90 x 14.30 x 6.500 in|Item Weight: 5.8000 lbs|Item Material: 100% METAL|Item Color: GREY|Details 1:|Details 2:|Other Sizes: MD:6 X 16 X 12.4|Other Sizes:SM:5.5 X 14 X 11.2|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 1|Inner Qty:|Case Size (HxWxD): in x in x in|Case Weight: 10.2 lbs||Order Info______________|Minimum Order Quantity: 2||0,http://images.repzio.com/productimages/928/FH1759_lg.jpg
FH1760,Item Size (WxHxL):20.00 x 5.700 x 14.30 in,FH1760|||Item Information______________________|Item Size (WxHxL):20.00 x 5.700 x 14.30 in|Item Weight: 5.9000 lbs|Item Material: 50% WD 50% MTL|Item Color: GREY / BROWN|Details 1:|Details 2:|Other Sizes: SM:10.8 X 16.7 X 5.7|Other Sizes:NA|Assembly Required:||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 2|Inner Qty: 1|Case Size (HxWxD): in x in x in|Case Weight: 16.2 lbs||Order Info______________|Minimum Order Quantity: 2||0,http://images.repzio.com/productimages/928/FH1760_lg.jpg
FH1761,Item Size (WxHxL):15.30 x 41.90 x 1.400 in,FH1761|||Item Information______________________|Item Size (WxHxL):15.30 x 41.90 x 1.400 in|Item Weight: 5.7000 lbs|Item Material: 100% METAL|Item Color: BLACK|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 4|Inner Qty: 1|Case Size (HxWxD): in x in x in|Case Weight: 27.3 lbs||Order Info______________|Minimum Order Quantity: 4||0,http://images.repzio.com/productimages/928/FH1761_lg.jpg
FH1762,Item Size (WxHxL):6.100 x 14.50 x 6.100 in,FH1762|||Item Information______________________|Item Size (WxHxL):6.100 x 14.50 x 6.100 in|Item Weight: 5.4000 lbs|Item Material: 90% METAL 10% WD|Item Color: GREY / BROWN|Details 1:|Details 2:|Other Sizes: MD: 6 X 6 X 12.6|Other Sizes:SM: 6 X 6 X 10.6|Assembly Required: YES||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 1|Inner Qty:|Case Size (HxWxD): in x in x in|Case Weight: 9.8 lbs||Order Info______________|Minimum Order Quantity: 2||0,http://images.repzio.com/productimages/928/FH1762_lg.jpg
FH1763,Item Size (WxHxL):10.20 x 10.20 x 0.400 in,FH1763|||Item Information______________________|Item Size (WxHxL):10.20 x 10.20 x 0.400 in|Item Weight: 0.9000 lbs|Item Material: 100% METAL|Item Color:|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 5|Inner Qty: 1|Case Size (HxWxD): in x in x in|Case Weight: 27.3 lbs||Order Info______________|Minimum Order Quantity: 2||0,http://images.repzio.com/productimages/928/FH1763_lg.jpg
FH1764,Item Size (WxHxL):10.20 x 10.20 x 0.400 in,FH1764|||Item Information______________________|Item Size (WxHxL):10.20 x 10.20 x 0.400 in|Item Weight: 0.9000 lbs|Item Material: 100% METAL|Item Color:|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 6|Inner Qty: 1|Case Size (HxWxD): in x in x in|Case Weight: 27.3 lbs||Order Info______________|Minimum Order Quantity: 4||0,http://images.repzio.com/productimages/928/FH1764_lg.jpg
FH1765,Item Size (WxHxL):10.20 x 10.20 x 0.400 in,FH1765|||Item Information______________________|Item Size (WxHxL):10.20 x 10.20 x 0.400 in|Item Weight: 0.9000 lbs|Item Material: 100% METAL|Item Color:|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 4|Inner Qty: 1|Case Size (HxWxD): in x in x in|Case Weight: 27.3 lbs||Order Info______________|Minimum Order Quantity: 2||0,http://images.repzio.com/productimages/928/FH1765_lg.jpg
FH1766,Item Size (WxHxL):15.70 x 15.70 x 1.200 in,FH1766|||Item Information______________________|Item Size (WxHxL):15.70 x 15.70 x 1.200 in|Item Weight: 5.7000 lbs|Item Material: 70% METAL 30% WD|Item Color: BROWN / GREY|Details 1:|Details 2:|Other Sizes: BOTH SIZES SAME|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 4|Inner Qty: 1|Case Size (HxWxD): in x in x in|Case Weight: 27.3 lbs||Order Info______________|Minimum Order Quantity: 2||0,http://images.repzio.com/productimages/928/FH1766_lg.jpg
FH1767,Item Size (WxHxL):14.50 x 12.60 x 7.700 in,FH1767|||Item Information______________________|Item Size (WxHxL):14.50 x 12.60 x 7.700 in|Item Weight: 6.6000 lbs|Item Material: 100% METAL|Item Color: WHITE / BLACK|Details 1:|Details 2:|Other Sizes: MD: 6.5 X 13 X 9.6|Other Sizes:SM: 5 X 10.4 X 7.3|Assembly Required: YES||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 4|Inner Qty: 1|Case Size (HxWxD): in x in x in|Case Weight: 4.4 lbs||Order Info______________|Minimum Order Quantity: 2||0,http://images.repzio.com/productimages/928/FH1767_lg.jpg
FH1768,Item Size (WxHxL):16.30 x 45.20 x 1.000 in,FH1768|||Item Information______________________|Item Size (WxHxL):16.30 x 45.20 x 1.000 in|Item Weight: 5.1000 lbs|Item Material: 60% MTL 40% WD|Item Color: WHITE / BROWN|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 2|Inner Qty: 1|Case Size (HxWxD): in x in x in|Case Weight: 14.5 lbs||Order Info______________|Minimum Order Quantity: 2||0,http://images.repzio.com/productimages/928/FH1768_lg.jpg
FJ1003,Item Size (WxHxL):41.25 x 50.50 x 13.75 in,FJ1003|||Item Information______________________|Item Size (WxHxL):41.25 x 50.50 x 13.75 in|Item Weight: 39.6000 lbs|Item Material: METAL/GLASS|Item Color: WHITE|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty:|Inner Qty:|Case Size (HxWxD): 44in x 16in x 39in|Case Weight: 44 lbs||Order Info______________|Minimum Order Quantity: 2||0,http://images.repzio.com/productimages/928/FJ1003_lg.jpg
FL1008,Item Size (WxHxL):3.250 x 3.500 x 3.250 in,FL1008|||Item Information______________________|Item Size (WxHxL):3.250 x 3.500 x 3.250 in|Item Weight: 0.3000 lbs|Item Material: POLLYFOAM|Item Color: YELLOW/RED|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 144|Inner Qty: 12|Case Size (HxWxD): in x in x in|Case Weight: lbs||Order Info______________|Minimum Order Quantity: 12||0,http://images.repzio.com/productimages/928/FL1008_lg.jpg
FM1000,Item Size (WxHxL):19.50 x 4.700 x 19.50 in,FM1000|||Item Information______________________|Item Size (WxHxL):19.50 x 4.700 x 19.50 in|Item Weight: 2.8700 lbs|Item Material: 100% WOOD|Item Color: Brown|Details 1:|Details 2:|Other Sizes: MD: 17 X 17 X 3.9 ~ 1 lbs|Other Sizes:SM: 15 X 15 X 3.3 ~ .75 lbs|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 3|Inner Qty: 1|Case Size (HxWxD): 20.25in x 15in x 20.7in|Case Weight: 12 lbs||Order Info______________|Minimum Order Quantity: 2||0,http://images.repzio.com/productimages/928/FM1000_lg.jpg
FM1001,Item Size (WxHxL):14.80 x 7.000 x 14.80 in,FM1001|||Item Information______________________|Item Size (WxHxL):14.80 x 7.000 x 14.80 in|Item Weight: 2.8000 lbs|Item Material: 100% WOOD|Item Color: Brown|Details 1:|Details 2:|Other Sizes: MD: 12.6 X 12.6 X 8 ~ 1 lbs|Other Sizes:SM: 10.4 X 10.4 X 9 ~ .75 lbs|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 2|Inner Qty: 1|Case Size (HxWxD): 15in x 15in x 22.8in|Case Weight: lbs||Order Info______________|Minimum Order Quantity: 2||0,http://images.repzio.com/productimages/928/FM1001_lg.jpg
FM1002,Item Size (WxHxL):12.60 x 26.00 x 12.60 in,FM1002|||Item Information______________________|Item Size (WxHxL):12.60 x 26.00 x 12.60 in|Item Weight: 4.8500 lbs|Item Material: 100% WOOD|Item Color: Brown|Details 1:|Details 2:|Other Sizes: SM: 10.2 X 10.2 X 20.5 ~ 2lbs|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 2|Inner Qty: 1|Case Size (HxWxD): 26.5in x 13.25in x 27in|Case Weight: lbs||Order Info______________|Minimum Order Quantity: 2||0,http://images.repzio.com/productimages/928/FM1002_lg.jpg
FM1003,Item Size (WxHxL):24.40 x 4.700 x 18.10 in,FM1003|||Item Information______________________|Item Size (WxHxL):24.40 x 4.700 x 18.10 in|Item Weight: 1.5000 lbs|Item Material: 100% WOOD|Item Color: Brown|Details 1:|Details 2:|Other Sizes: SM: 13.4 X 20.1 X 3.1 ~ .5 lbs|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 4|Inner Qty: 1|Case Size (HxWxD): 25.25in x 22in x 19.7in|Case Weight: 12 lbs||Order Info______________|Minimum Order Quantity: 2||0,http://images.repzio.com/productimages/928/FM1003_lg.jpg
FM1004,Item Size (WxHxL):19.20 x 1.300 x 12.00 in,FM1004|||Item Information______________________|Item Size (WxHxL):19.20 x 1.300 x 12.00 in|Item Weight: 4.0000 lbs|Item Material: 70% WOOD 20% MTL 10% TWINE|Item Color: Brown / Galv Mtl|Details 1:|Details 2:|Other Sizes: MD: 9.25 X 15.8 X 1.3 ~ 1.1 lb|Other Sizes:SM: 7 X 12 X 1.3 ~.85 lbs|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 10|Inner Qty: 1|Case Size (HxWxD): 20.5in x 19.25in x 13in|Case Weight: lbs||Order Info______________|Minimum Order Quantity: 2||0,http://images.repzio.com/productimages/928/FM1004_lg.jpg
FP1036,Item Size (WxHxL):6.000 x 10.00 x 8.400 in,FP1036|||Item Information______________________|Item Size (WxHxL):6.000 x 10.00 x 8.400 in|Item Weight: 2.0000 lbs|Item Material: 100% ENAMEL|Item Color: WHITE / BLACK|Details 1: Food Safe|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 6|Inner Qty: 1|Case Size (HxWxD): 19.5in x 15.3in x 11.2in|Case Weight: 14 lbs||Order Info______________|Minimum Order Quantity: 2||0,http://images.repzio.com/productimages/928/FP1036_lg.jpg
FP1037,Item Size (WxHxL):5.200 x 6.000 x 5.200 in,FP1037|||Item Information______________________|Item Size (WxHxL):5.200 x 6.000 x 5.200 in|Item Weight: 1.3000 lbs|Item Material: 100% ENAMEL|Item Color: WHITE / BLACK|Details 1: Food Safe|Details 2:|Other Sizes: MD: 4.4 X 4.4 X 5.1 ~ 0.5 LBS|Other Sizes:SM: 3.5 X 3.5 X 4.2 ~ 0.4 LBS|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 24|Inner Qty: 4|Case Size (HxWxD): 22in x 11.5in x 20in|Case Weight: 34 lbs||Order Info______________|Minimum Order Quantity: 4||0,http://images.repzio.com/productimages/928/FP1037_lg.jpg
FP1038,Item Size (WxHxL):8.000 x 5.500 x 8.500 in,"FP1038|||Item Information______________________|Item Size (WxHxL):8.000 x 5.500 x 8.500 in|Item Weight: 1.0000 lbs|Item Material: 90% ENAMEL 10% WOOD|Item Color: WHITE / BLACK|Details 1:|Details 2:|Other Sizes: Handle is 4.5""|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 12|Inner Qty: 1|Case Size (HxWxD): 23.2in x 15.3in x 11.6in|Case Weight: 17 lbs||Order Info______________|Minimum Order Quantity: 4||0",http://images.repzio.com/productimages/928/FP1038_lg.jpg
FP1039,Item Size (WxHxL):16.00 x 10.50 x 1.200 in,FP1039|||Item Information______________________|Item Size (WxHxL):16.00 x 10.50 x 1.200 in|Item Weight: 6.0000 lbs|Item Material: 100% ENAMEL|Item Color: WHITE / BLACK|Details 1:|Details 2:|Other Sizes: Each tray is same size|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 4|Inner Qty: 1|Case Size (HxWxD): 16.9in x 13in x 11.4in|Case Weight: 26 lbs||Order Info______________|Minimum Order Quantity: 2||1,http://images.repzio.com/productimages/928/FP1039_lg.jpg
FP1040,Item Size (WxHxL):12.50 x 14.50 x 2.000 in,"FP1040|||Item Information______________________|Item Size (WxHxL):12.50 x 14.50 x 2.000 in|Item Weight: 0.6200 lbs|Item Material: 100% ENAMEL|Item Color: WHITE / BLACK|Details 1:|Details 2:|Other Sizes: Each Handle ~1""|Other Sizes:Logo ~ 5""|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 8|Inner Qty: 1|Case Size (HxWxD): 19.3in x 13in x 13in|Case Weight: 17.4 lbs||Order Info______________|Minimum Order Quantity: 4||1",http://images.repzio.com/productimages/928/FP1040_lg.jpg
FP1041,Item Size (WxHxL):6.700 x 3.300 x 6.700 in,FP1041|||Item Information______________________|Item Size (WxHxL):6.700 x 3.300 x 6.700 in|Item Weight: 1.9000 lbs|Item Material: 100% ENAMEL|Item Color: 100% ENAMEL|Details 1:|Details 2:|Other Sizes: Each bowl is same size|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 12|Inner Qty: 1|Case Size (HxWxD): 22in x 14.75in x 21.7in|Case Weight: 27 lbs||Order Info______________|Minimum Order Quantity: 2||0,http://images.repzio.com/productimages/928/FP1041_lg.jpg
FP1042,Item Size (WxHxL):10.80 x 5.400 x 10.80 in,FP1042|||Item Information______________________|Item Size (WxHxL):10.80 x 5.400 x 10.80 in|Item Weight: 1.6700 lbs|Item Material: 100% ENAMEL|Item Color: WHITE / BLACK|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 24|Inner Qty: 4|Case Size (HxWxD): 24in x 23in x 12in|Case Weight: 37 lbs||Order Info______________|Minimum Order Quantity: 4||1,http://images.repzio.com/productimages/928/FP1042_lg.jpg
FP1043,Item Size (WxHxL):6.100 x 3.900 x 2.800 in,FP1043|||Item Information______________________|Item Size (WxHxL):6.100 x 3.900 x 2.800 in|Item Weight: 0.5000 lbs|Item Material: 100% ENAMEL|Item Color: WHITE / BLACK|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 36|Inner Qty: 1|Case Size (HxWxD): 18.9in x 16in x 12.3in|Case Weight: lbs||Order Info______________|Minimum Order Quantity: 4||0,http://images.repzio.com/productimages/928/FP1043_lg.jpg
FP1044,Item Size (WxHxL):7.100 x 5.100 x 1.600 in,FP1044|||Item Information______________________|Item Size (WxHxL):7.100 x 5.100 x 1.600 in|Item Weight: 0.3000 lbs|Item Material: 100% METAL ENAMELWARE|Item Color: 100% ENAMEL|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 72|Inner Qty: 6|Case Size (HxWxD): 15.1in x 11.6in x 10in|Case Weight: lbs||Order Info______________|Minimum Order Quantity: 6||0,http://images.repzio.com/productimages/928/FP1044_lg.jpg
FP1045,Item Size (WxHxL):8.000 x 8.000 x 0.600 in,FP1045|||Item Information______________________|Item Size (WxHxL):8.000 x 8.000 x 0.600 in|Item Weight: 1.6700 lbs|Item Material: 100% ENAMEL|Item Color: 100% ENAMEL|Details 1:|Details 2:|Other Sizes: Each Plate is ~ .5 LBS|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 12|Inner Qty: 1|Case Size (HxWxD): 17in x 9in x 8.8in|Case Weight: lbs||Order Info______________|Minimum Order Quantity: 2||0,http://images.repzio.com/productimages/928/FP1045_lg.jpg
FP1046,Item Size (WxHxL):8.000 x 8.000 x 0.600 in,FP1046|||Item Information______________________|Item Size (WxHxL):8.000 x 8.000 x 0.600 in|Item Weight: 1.7000 lbs|Item Material: 100% ENAMEL|Item Color: 100% ENAMEL|Details 1:|Details 2:|Other Sizes: Each Plate is ~ .5 LBS|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 12|Inner Qty: 1|Case Size (HxWxD): 17in x 9in x 8.8in|Case Weight: lbs||Order Info______________|Minimum Order Quantity: 2||0,http://images.repzio.com/productimages/928/FP1046_lg.jpg
FP1047,Item Size (WxHxL):12.00 x 12.00 x 1.600 in,FP1047|||Item Information______________________|Item Size (WxHxL):12.00 x 12.00 x 1.600 in|Item Weight: 3.6000 lbs|Item Material: 100% ENAMEL|Item Color: 100% ENAMEL|Details 1:|Details 2:|Other Sizes: Each Plate is ~ 1 LB|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 6|Inner Qty: 1|Case Size (HxWxD): 0in x 0in x 0in|Case Weight: lbs||Order Info______________|Minimum Order Quantity: 2||0,http://images.repzio.com/productimages/928/FP1047_lg.jpg
FP1048,Item Size (WxHxL):12.00 x 12.00 x 1.600 in,FP1048|||Item Information______________________|Item Size (WxHxL):12.00 x 12.00 x 1.600 in|Item Weight: 3.6000 lbs|Item Material: 100% ENAMEL|Item Color: 100% ENAMEL|Details 1:|Details 2:|Other Sizes: Each Plate is ~ 1LB|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 6|Inner Qty: 1|Case Size (HxWxD): 13in x 12.6in x 12.6in|Case Weight: 22 lbs||Order Info______________|Minimum Order Quantity: 2||0,http://images.repzio.com/productimages/928/FP1048_lg.jpg
FP1049,Item Size (WxHxL):7.100 x 7.100 x 2.000 in,FP1049|||Item Information______________________|Item Size (WxHxL):7.100 x 7.100 x 2.000 in|Item Weight: 1.5000 lbs|Item Material: 100% METAL ENAMELWARE|Item Color: 100% ENAMEL|Details 1:|Details 2:|Other Sizes: Each Bowl is ~ .5 LBS|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 18|Inner Qty: 1|Case Size (HxWxD): 23in x 15.4in x 10.7in|Case Weight: 31 lbs||Order Info______________|Minimum Order Quantity: 2||0,http://images.repzio.com/productimages/928/FP1049_lg.jpg
FP1050,Item Size (WxHxL):7.100 x 7.100 x 2.000 in,FP1050|||Item Information______________________|Item Size (WxHxL):7.100 x 7.100 x 2.000 in|Item Weight: 1.5000 lbs|Item Material: 100% ENAMEL|Item Color: 100% ENAMEL|Details 1:|Details 2:|Other Sizes: Each Bowl is ~ .5 lbs|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 18|Inner Qty: 1|Case Size (HxWxD): 23in x 15.4in x 10.7in|Case Weight: 31 lbs||Order Info______________|Minimum Order Quantity: 2||0,http://images.repzio.com/productimages/928/FP1050_lg.jpg
FP1051,Item Size (WxHxL):4.000 x 5.500 x 4.000 in,FP1051|||Item Information______________________|Item Size (WxHxL):4.000 x 5.500 x 4.000 in|Item Weight: 0.6500 lbs|Item Material: 100% ENAMEL|Item Color: RED|Details 1: HOLDS 16 OZ|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 12|Inner Qty: 1|Case Size (HxWxD): 19in x 18.5in x 14in|Case Weight: 23 lbs||Order Info______________|Minimum Order Quantity: 2||0,http://images.repzio.com/productimages/928/FP1051_lg.jpg
FP1052,Item Size (WxHxL):4.000 x 5.500 x 4.000 in,FP1052|||Item Information______________________|Item Size (WxHxL):4.000 x 5.500 x 4.000 in|Item Weight: 0.6500 lbs|Item Material: 100% ENAMEL|Item Color: BLACK|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 12|Inner Qty: 1|Case Size (HxWxD): 19in x 18.5in x 14in|Case Weight: 23 lbs||Order Info______________|Minimum Order Quantity: 2||0,http://images.repzio.com/productimages/928/FP1052_lg.jpg
FP1053,Item Size (WxHxL):6.000 x 10.20 x 8.800 in,FP1053|||Item Information______________________|Item Size (WxHxL):6.000 x 10.20 x 8.800 in|Item Weight: 1.1000 lbs|Item Material: 100% ENAMEL|Item Color: WHITE / BLACK|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 12|Inner Qty: 1|Case Size (HxWxD): 20in x 13.4in x 19.7in|Case Weight: lbs||Order Info______________|Minimum Order Quantity: 2||2,http://images.repzio.com/productimages/928/FP1053_lg.jpg
FP1054,Item Size (WxHxL):8.000 x 3.300 x 4.000 in,FP1054|||Item Information______________________|Item Size (WxHxL):8.000 x 3.300 x 4.000 in|Item Weight: 0.6600 lbs|Item Material: 100% Enamel|Item Color: White / Black|Details 1: FOOD SAFE|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 24|Inner Qty: 1|Case Size (HxWxD): 17in x 14.6in x 13.25in|Case Weight: 21 lbs||Order Info______________|Minimum Order Quantity: 2||0,http://images.repzio.com/productimages/928/FP1054_lg.jpg
FP1055,Item Size (WxHxL):12.50 x 12.50 x 4.000 in,FP1055|||Item Information______________________|Item Size (WxHxL):12.50 x 12.50 x 4.000 in|Item Weight: 0.8000 lbs|Item Material: 100% ENAMEL|Item Color: White / Black|Details 1: Food Safe|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 16|Inner Qty: 4|Case Size (HxWxD): 20in x 13.3in x 13.6in|Case Weight: lbs||Order Info______________|Minimum Order Quantity: 4||0,http://images.repzio.com/productimages/928/FP1055_lg.jpg
FP1056,Item Size (WxHxL):12.50 x 12.50 x 4.000 in,FP1056|||Item Information______________________|Item Size (WxHxL):12.50 x 12.50 x 4.000 in|Item Weight: 0.0000 lbs|Item Material: 100% METAL ENAMELWARE|Item Color: White / Red|Details 1: Food Safe|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: No||Catalog PG:|Catalog Style:|Item Origin: China||Case Info_____________________________|Case Qty: 16|Inner Qty: 4|Case Size (HxWxD): 20in x 13.3in x 13.6in|Case Weight: 13.2 lbs||Order Info______________|Minimum Order Quantity: 4||0,http://images.repzio.com/productimages/928/FP1056_lg.jpg
FP1057,Item Size (WxHxL):3.500 x 1.800 x 6.100 in,FP1057|||Item Information______________________|Item Size (WxHxL):3.500 x 1.800 x 6.100 in|Item Weight: 0.5000 lbs|Item Material: 100% METAL ENAMELWARE|Item Color: BLACK / WHITE|Details 1:|Details 2:|Other Sizes: 5.7 x 3.1 x 1.2|Other Sizes:5.4 x 2.8 x 1.1|Assembly Required: NO||Catalog PG:|Catalog Style: Enamelware|Item Origin: CHINA||Case Info_____________________________|Case Qty: 32|Inner Qty: 1|Case Size (HxWxD): in x in x in|Case Weight: lbs||Order Info______________|Minimum Order Quantity: 6||0,http://images.repzio.com/productimages/928/FP1057_lg.jpg
FP1058,Item Size (WxHxL):3.500 x 1.800 x 6.100 in,FP1058|||Item Information______________________|Item Size (WxHxL):3.500 x 1.800 x 6.100 in|Item Weight: 0.5000 lbs|Item Material: 100% METAL ENAMELWARE|Item Color: RED / WHITE|Details 1:|Details 2:|Other Sizes: 5.7 X 3.1 X 1.2|Other Sizes:5.4 X 2.8 X 1.1|Assembly Required: NO||Catalog PG:|Catalog Style: Enamelware|Item Origin: CHINA||Case Info_____________________________|Case Qty: 32|Inner Qty: 1|Case Size (HxWxD): in x in x in|Case Weight: lbs||Order Info______________|Minimum Order Quantity: 6||0,http://images.repzio.com/productimages/928/FP1058_lg.jpg
