"CANDLE HOLDER, RED",20212E,Home|Decorative Tin Collection|Pillar Candle Holders,,,,,,Product Dimensions: N/A,,,,,,,,,CraftOutlet400,CraftOutlet160,http://www.oldememories.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/0/20212E_1.jpg,20212E_1.jpg,,,CraftOutlet800,20212E_1.jpg
"7.5"" PUMPKIN WITH STAR CUTOUT",20281F,Home|Fall & Halloween Collection|Pumpkins,"ORANGE PUMPKIN WITH STAR CUTOUT 7.5""",,,,,"Product Dimensions: 7.5""",,,,,,,,,CraftOutlet400,CraftOutlet160,http://www.oldememories.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/0/20281F.jpg,20281F.jpg,,,CraftOutlet800,20281F.jpg
"SNOW MAN RED BELL 3.75"" DIM",20307,Home|Decorative Tin Collection|Tin Bells,"This tin bell is perfect to add to the decorations on your tree. About 3.75"" in dimension, its a red bell and painted on the front is a little snow, a snowman with a black top hat and a Christmas tree. It definitely makes the noises your kids will love.",,,,,"Product Dimensions: 3.75""DIM",,,,,,,,,CraftOutlet400,CraftOutlet160,http://www.oldememories.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/0/20307_1.jpg,20307_1.jpg,,,CraftOutlet800,20307_1.jpg
"SNOW MAN OFF WHITE BELL 3.75"" DIM",20308,Home|Decorative Tin Collection|Tin Bells,"This tin bell is perfect to add to the decorations on your tree. About 3.75"" in dimension, its an off white bell, painted on the front is a little snow, a snowman with a black top hat & a Christmas tree. It definitely makes the noises your kids will love",,,,,"Product Dimensions: 3.75""DIM",,,,,,,,,CraftOutlet400,CraftOutlet160,http://www.oldememories.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/0/20308-_3.jpg,20308-_3.jpg,,,CraftOutlet800,20308-_3.jpg
"2"" SNOW MAN/ RUSTIC BELL",20312,Home|Decorative Tin Collection|Tin Bells,"This tin bell is perfect to add to the decorations on your tree. About 2"" in dimension, its a rustic bell. Painted on the front is a little snow, and a snowman with a red hat.",,,,,"Product Dimensions: 2"" DIM",,,,,,,,,CraftOutlet400,CraftOutlet160,http://www.oldememories.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/0/20312_1.jpg,20312_1.jpg,,,CraftOutlet800,20312_1.jpg
"SNOW MAN RUSTIC BELL 2.5""DIM",20313,Home|Decorative Tin Collection|Tin Bells,"This tin bell is perfect to add to the decorations on your tree. About 2.25"" in dimension, its a rustic bell. Painted on the front is a little snow, and a snowman with a black top hat.",,,,,"Product Dimensions: 2.5"" DIM",,,,,,,,,CraftOutlet400,CraftOutlet160,http://www.oldememories.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/0/20313_1.jpg,20313_1.jpg,,,CraftOutlet800,20313_1.jpg
"XMAS ORN MAGNET 3""",20367,Home|Winter Collection|Wooden Snowmen,"Snowman with yellow ribbon Magnet 3""",,,,,"Product Dimensions: 3""H",,,,,,,,,CraftOutlet400,CraftOutlet160,http://www.oldememories.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/0/20367_1.jpg,20367_1.jpg,,,CraftOutlet800,20367_1.jpg
"XMAS ORN MAGNET 3""",20368,Home|Winter Collection|Wooden Snowmen,"Small Chubby Snowman 3"" Xmas Magnet.",,,,,"Product Dimensions: 3""H",,,,,,,,,CraftOutlet400,CraftOutlet160,http://www.oldememories.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/0/20368.jpg,20368.jpg,,,CraftOutlet800,20368.jpg
"12"" ABC TIN PLATE RUSTIC",20471,Home|Decorative Tin Collection|Pillar Candle Holders,,,,,,"Product Dimensions: 12"" DIM",,,,,,,,,CraftOutlet400,CraftOutlet160,http://www.oldememories.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/0/20471.jpg,20471.jpg,,,CraftOutlet800,20471.jpg
VINE STAR HANGING,20604,Home|Everyday Collection|Barn Farm Animals,"Small Vine Star ornament made from real twigs and red tin bells. This item measures 3.5"" long. Perfect for hanging tree!",,,,,"Product Dimensions: 6"" L X 6.5"" W",,,,,,,,,CraftOutlet400,CraftOutlet160,http://www.oldememories.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/0/20604.jpg,20604.jpg,,,CraftOutlet800,20604.jpg
WOODEN STAR HANGING WELCOME,20609,Home|Winter Collection|Wooden Snowmen,,,,,,"Product Dimensions: 12""L X 12""H",,,,,,,,,CraftOutlet400,CraftOutlet160,http://www.oldememories.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/0/20609_1.jpg,20609_1.jpg,,,CraftOutlet800,20609_1.jpg
VINE HEART HANGING,20620,Home|Everyday Collection|Barn Farm Animals,VINE HEART HANGING,,,,,"Product Dimensions: 5""",,,,,,,,,CraftOutlet400,CraftOutlet160,http://www.oldememories.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/0/20620.jpg,20620.jpg,,,CraftOutlet800,20620.jpg
"VINE HEART HANGING 3.5""",20630,Home|Everyday Collection|Barn Farm Animals,"VINE HEART HANGING 3.5""",,,,,"Product Dimensions: 3.5"" H",,,,,,,,,CraftOutlet400,CraftOutlet160,http://www.oldememories.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/0/20630_1.jpg,20630_1.jpg,,,CraftOutlet800,20630_1.jpg
"2 ASRT 3"" X 3.75"" WOODEN SNOWMEN",20645,Home|Winter Collection|Wooden Snowmen,"These two cute assorted snowmen are made from wood and are 3 dimensional in shape. They feature an opening at the bottom so they can stand in the bristles of a Christmas Tree! This item measures 3""L X 3.75""H",,,,,"Product Dimensions: 3""L X 3.75""H",,,,,,,,,CraftOutlet400,CraftOutlet160,http://www.oldememories.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/0/20645.jpg,20645.jpg,,,CraftOutlet800,20645.jpg
"2 ASRT 2.75"" X 3.25"" WOODEN SANTAS",20646,Home|Winter Collection|Santas,"These small wooden Santas are 3 dimensional and are hollow in the middle. This makes the item perfect to hang in the bristles of a tree as an ornament! This item measures 2.75""long X 3.25"" tall",,,,,"Product Dimensions: 2.75""L X 3.25""H",,,,,,,,,CraftOutlet400,CraftOutlet160,http://www.oldememories.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/0/20646.jpg,20646.jpg,,,CraftOutlet800,20646.jpg
