VS6996,"by vickie smyers for bethany lowe designs. resin, flanella and rafia. 18"" x 8"".",https://bethanylowe.com/media/2016/11/VS6996-1-317x378.jpg,VS6996-1-317x378.jpg
SN6723,hand-painted and frosted glass. 6' length.,https://bethanylowe.com/media/2016/11/SN6723-1-317x378.jpg,SN6723-1-317x378.jpg
LO6528,"plastic. 15 1/2"" x 10"".",https://bethanylowe.com/media/2016/11/LO6528-1-317x378.jpg,LO6528-1-317x378.jpg
SN6809,"tinsel. 15 1/2"".",https://bethanylowe.com/media/2016/12/SN6809-1-317x378.jpg,SN6809-1-317x378.jpg
TP6194,"pressed paper with embellishments. set of 4. 6 1/2"" x 11 3/4"", 5 1/2"" x 10"" and 4 1/4"" x 8"".",https://bethanylowe.com/media/2016/11/TP6194-1-317x378.jpg,TP6194-1-317x378.jpg
SN6814,"set of 12. 3"" x 2"".",https://bethanylowe.com/media/2016/11/SN6814-1-317x378.jpg,SN6814-1-317x378.jpg
TP6201,"hand-painted crepe with glitter. 14"" x 9"".",https://bethanylowe.com/media/2016/11/TP6201-1-317x378.jpg,TP6201-1-317x378.jpg
NC6316,"angel clip. 3 1/2"".",https://bethanylowe.com/media/2016/11/NC6316-2-317x378.jpg,NC6316-2-317x378.jpg
NC6294,"teapot. 2 3/4"".",https://bethanylowe.com/media/2016/11/NC6294-1-317x378.jpg,NC6294-1-317x378.jpg
TD6085,"hand-painted resin with chipboard, raffia, feather tree and glitter. 11"" x 10 1/2"".",https://bethanylowe.com/media/2016/11/TD6085-1-317x378.jpg,TD6085-1-317x378.jpg
SN6796,"plastic and glitter. 4"" x 3 1/4"".",https://bethanylowe.com/media/2016/11/SN6796-2-317x378.jpg,SN6796-2-317x378.jpg
TD6084,"resin and sugar glitter. 6 1/4"" x 5"".",https://bethanylowe.com/media/2016/12/TD6084-317x378.jpg,TD6084-317x378.jpg
NC6315,"angel with fiberglass. 4 1/4"".",https://bethanylowe.com/media/2016/11/NC6315-1-317x378.jpg,NC6315-1-317x378.jpg
SN6761,"glass and glitter. 5 1/2"".",https://bethanylowe.com/media/2016/11/SN6761-1-317x378.jpg,SN6761-1-317x378.jpg
TI5214,"paper mache and paper. 37 1/2"" x 18 1/2"".",https://bethanylowe.com/media/2015/10/TI5214-317x378.jpg,TI5214-317x378.jpg
TD5115,"tin with clever apothecary label. 14"" x 5"", not including handle.",https://bethanylowe.com/media/2015/10/TF5115-317x378.jpg,TF5115-317x378.jpg
AD5402,"wooden disc base. 36""",https://bethanylowe.com/media/2016/06/AD5402-1-317x378.jpg,AD5402-1-317x378.jpg
SN6724,"hand-painted resin with gold foil. 20 3/4"" x 6"".",https://bethanylowe.com/media/2016/11/SN6724-1-317x378.jpg,SN6724-1-317x378.jpg
TD6097,"resin, chipboard and rafia. 5"" x 2"".",https://bethanylowe.com/media/2016/11/TD6097-1-317x378.jpg,TD6097-1-317x378.jpg
SN6793,"plastic and glitter. 8"" x 2 1/4"".",https://bethanylowe.com/media/2016/11/SN6793-1-317x378.jpg,SN6793-1-317x378.jpg
SN6792,"plastic, glitter and ribbon. 8"" x 2 1/4"".",https://bethanylowe.com/media/2016/11/SN6792-1-317x378.jpg,SN6792-1-317x378.jpg
NC6296,"bell flower. 2 3/4"".",https://bethanylowe.com/media/2016/11/NC6296-1-317x378.jpg,NC6296-1-317x378.jpg
NC6279,"bell winter. 3 1/4"".",https://bethanylowe.com/media/2016/11/NC6279-1-317x378.jpg,NC6279-1-317x378.jpg
NC6306,"bird with cherries. 5 1/2"".",https://bethanylowe.com/media/2016/11/NC6306-1-317x378.jpg,NC6306-1-317x378.jpg
TD3019,"hand-painted resin. 7"" x 6 1/2"".",https://bethanylowe.com/media/2014/02/TD3019-317x378.jpg,TD3019-317x378.jpg
LC5464,"pressed paper and glitter. 4 1/2"".",https://bethanylowe.com/media/2015/10/LC5464-317x378.jpg,LC5464-317x378.jpg
TD6069,"paper mâché, mica and paper. 21"" x 11"".",https://bethanylowe.com/media/2016/12/TD6069-1-317x378.jpg,TD6069-1-317x378.jpg
SN6801,"set of 3. 9 ½"", 9"", and 7½"".",https://bethanylowe.com/media/2016/11/SN6801-1-317x378.jpg,SN6801-1-317x378.jpg
VS6690,"resin, crepe, paper and tinsel. 8 3/4"" x 3 1/8"".",https://bethanylowe.com/media/2016/05/VS6990-317x378.jpg,VS6990-317x378.jpg
VS6993,"by vickie smyers for bethany lowe designs. resin, flanella, abaca, bottle brush, paper and glitter. 6 3/4"" x 4"".",https://bethanylowe.com/media/2016/11/VS6993-1-317x378.jpg,VS6993-1-317x378.jpg
MA6339,"by michelle allen for bethany lowe designs. felt, tin and bottle brush. 9"" x 4 1/4"".",https://bethanylowe.com/media/2016/11/MA6339-1-317x378.jpg,MA6339-1-317x378.jpg
LO6503,"mercury glass and led lights. 4 1/4"" x 30"".",https://bethanylowe.com/media/2016/11/LO6503-1-317x378.jpg,LO6503-1-317x378.jpg
NC6292,"candle on clip. 3 1/4"".",https://bethanylowe.com/media/2016/11/NC6292-1-317x378.jpg,NC6292-1-317x378.jpg
NC6258,"candleholder santa. 7 1/2"".",https://bethanylowe.com/media/2016/11/NC6258-1-317x378.jpg,NC6258-1-317x378.jpg
SN6825,"resin. 2 assorted. 3"" x 4 1/4"".",https://bethanylowe.com/media/2016/11/SN6825-1-317x378.jpg,SN6825-1-317x378.jpg
