Suzy the Goofy Jack-O-Lantern,F23510,,,8/5/2023,,,,"SIZE:
6 1/2""w X 7 1/2""h (w/o stem & arms)",,3,16.5,12,14.85,,,3,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3813/8603/F23510__62715.1682686914.jpg,F23510__62715.1682686914.jpg,,,Honeyme800,F23510__62715.1682686914.jpg
Simon the Goofy Jack-O-Lantern,F23511,,,8/5/2023,,,,"SIZE:
8 1/2""w X 9 1/2""h (w/o stem & arms)",,2,20,8,18,,,2,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3814/8619/F23514__40795.1688324187.jpg,F23514__40795.1688324187.jpg,,,Honeyme800,F23514__40795.1688324187.jpg
Scout the Goofy Jack-O-Lantern,F23512,,,8/5/2023,,,,"SIZE:
7 ""w X 12""h (w/o stem & arms)",,3,16.5,12,14.85,,,3,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3815/8600/F23512__51609.1682686841.JPG,F23512__51609.1682686841.JPG,,,Honeyme800,F23512__51609.1682686841.JPG
Stella the Goofy Jack-O-Lantern,F23513,,,8/5/2023,,,,"SIZE:
7 ""w X 12""h (w/o stem & arms)",,3,16.5,12,14.85,,,3,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3816/8599/F23513__27989.1682686820.JPG,F23513__27989.1682686820.JPG,,,Honeyme800,F23513__27989.1682686820.JPG
Samson the Goofy Jack-O-Lantern,F23514,,,8/5/2023,,,,"SIZE:
8 ""w X 16""h (w/o stem & arms)",,2,21,8,18.9,,,2,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3817/8620/F23511__80516.1688324263.jpg,F23511__80516.1688324263.jpg,,,Honeyme800,F23511__80516.1688324263.jpg
Goofy Jack-O-Lantern Wand,F23515,,,8/5/2023,,,,"SIZE:
3 ""w X 2""h head (w/o stem), 13 1/2""l total",,8,5.5,32,4.95,,,8,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3818/8597/F23515__40053.1682686782.JPG,F23515__40053.1682686782.JPG,,,Honeyme800,F23515__40053.1682686782.JPG
Goofy Jack-O-Lantern Ornament,F23516,,,8/5/2023,,,,"SIZE:
3 ""w X 2""h (w/o hanger)",,8,4.5,32,4.05,,,8,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3819/8596/F23516__05065.1682686764.JPG,F23516__05065.1682686764.JPG,,,Honeyme800,F23516__05065.1682686764.JPG
Samie the Goofy Scarecrow,F23600,,,8/5/2023,,,,"SIZE:
5 1/2""w X 8""h",,3,11,12,9.9,,,3,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3820/8595/F23600__36889.1682686746.JPG,F23600__36889.1682686746.JPG,,,Honeyme800,F23600__36889.1682686746.JPG
Silas the Goofy Scarecrow,F23601,,,8/5/2023,,,,"SIZE:
5 1/2""w X 9""h",,3,11.5,12,10.35,,,3,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3821/8594/F23601__03873.1682686703.JPG,F23601__03873.1682686703.JPG,,,Honeyme800,F23601__03873.1682686703.JPG
Seth the Goofy Scarecrow,F23602,,,8/5/2023,,,,"SIZE:
6"" w X 8""h",,3,11.5,12,10.35,,,3,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3822/8593/F23602__72382.1682686684.JPG,F23602__72382.1682686684.JPG,,,Honeyme800,F23602__72382.1682686684.JPG
Skylar the Goofy Scarecrow,F23603,,,8/5/2023,,,,"SIZE:
6 1/2""w X 11""h",,2,14,8,12.6,,,2,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3823/8592/F23603__93826.1682686657.JPG,F23603__93826.1682686657.JPG,,,Honeyme800,F23603__93826.1682686657.JPG
Sylvia the Goofy Scarecrow,F23604,,,8/5/2023,,,,"SIZE:
7 1/2""w X 14""h",,2,16.5,8,14.85,,,2,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3824/8591/F23604__39082.1682686634.JPG,F23604__39082.1682686634.JPG,,,Honeyme800,F23604__39082.1682686634.JPG
Sheldon the Goofy Scarecrow,F23605,,,8/5/2023,,,,"SIZE:
7 1/2""w X 15 1/2""h",,2,18.5,8,16.65,,,2,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3825/8590/F23605__12685.1682686531.JPG,F23605__12685.1682686531.JPG,,,Honeyme800,F23605__12685.1682686531.JPG
Spencer the Goofy Scarecrow,F23606,,,8/5/2023,,,,"SIZE:
6 1/2""w X 10""h",,3,17,12,15.3,,,3,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3826/8589/F23606__58962.1682686457.JPG,F23606__58962.1682686457.JPG,,,Honeyme800,F23606__58962.1682686457.JPG
Sophie the Goofy Scarecrow,F23607,,,8/5/2023,,,,"SIZE:
6 1/2""w X 10""h",,3,17,12,15.3,,,3,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3827/8588/F23607__08509.1682686432.JPG,F23607__08509.1682686432.JPG,,,Honeyme800,F23607__08509.1682686432.JPG
Sadie the Goofy Scarecrow,F23610,,,8/5/2023,,,,"SIZE:
7""w X 14""h",,3,17,12,15.3,,,3,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3828/8587/F23610__05634.1682686404.JPG,F23610__05634.1682686404.JPG,,,Honeyme800,F23610__05634.1682686404.JPG
Sergio the Goofy Scarecrow,F23611,,,8/5/2023,,,,"SIZE:
8 1/2""w X 19""h",,2,22,8,19.8,,,2,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3829/8586/F23611__63484.1682686385.jpg,F23611__63484.1682686385.jpg,,,Honeyme800,F23611__63484.1682686385.jpg
Goofy Scarecrow Wand,F23612,,,8/5/2023,,,,"SIZE:
5""w X 4""h head, 14 1/2""l total",,8,5.75,32,5.175,,,8,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3830/8584/F23612__68964.1682686344.JPG,F23612__68964.1682686344.JPG,,,Honeyme800,F23612__68964.1682686344.JPG
Goofy Scarecrow Ornament,F23613,,,8/5/2023,,,,"SIZE:
5""w X 4""h (w/o hanger)",,8,4.75,32,4.275,,,8,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3831/8583/F23613__84744.1682686326.jpg,F23613__84744.1682686326.jpg,,,Honeyme800,F23613__84744.1682686326.jpg
The Gingerbread,C23700-Chip,,,September 15th,,,,"SIZE:
3 1/2""w X 6 1/2""h",,3,10.5,12,9.45,,,3,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3832/8621/C23700__06866.1688675479.jpg,C23700__06866.1688675479.jpg,,,Honeyme800,C23700__06866.1688675479.jpg
Dot the Gingerbread,C23701,,,September 15th,,,,"SIZE:
3 1/2""w X 7""h",,3,10.5,12,9.45,,,3,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3833/8673/C23701__60742.1688682268.jpg,C23701__60742.1688682268.jpg,,,Honeyme800,C23701__60742.1688682268.jpg
Chewy the Gingerbread,C23702,,,September 15th,,,,"SIZE:
4""w X 8""h",,3,11,12,9.9,,,3,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3834/8672/C23702__24146.1688682228.jpg,C23702__24146.1688682228.jpg,,,Honeyme800,C23702__24146.1688682228.jpg
Yum the Gingerbread,C23704,,,September 15th,,,,"SIZE:
6""w X 6""h",,3,11,12,9.9,,,3,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3835/8671/C23704__04552.1688682189.jpg,C23704__04552.1688682189.jpg,,,Honeyme800,C23704__04552.1688682189.jpg
Tasty the Gingerbread,C23706,,,September 15th,,,,"SIZE:
6 1/2""w X 9 1/2""h",,2,13,8,11.7,,,2,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3836/8670/C23706__66516.1688682149.jpg,C23706__66516.1688682149.jpg,,,Honeyme800,C23706__66516.1688682149.jpg
Kandy the Gingerbread,C23710,,,September 15th,,,,"SIZE:
7""w X 13""h",,2,19,8,17.1,,,2,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3837/8669/C23710__07005.1688682107.jpg,C23710__07005.1688682107.jpg,,,Honeyme800,C23710__07005.1688682107.jpg
Ginger the Gingerbread,C23711,,,September 25th,,,,"SIZE:
5 1/2""w X 14""h",,2,19,8,17.1,,,2,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3838/8668/C23711__84963.1688682070.jpg,C23711__84963.1688682070.jpg,,,Honeyme800,C23711__84963.1688682070.jpg
Chunk the Gingerbread,C23712,,,September 15th,,,,"SIZE:
7""w X 8""h",,3,16.5,12,14.85,,,3,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3839/8667/C23712__04325.1688682034.jpg,C23712__04325.1688682034.jpg,,,Honeyme800,C23712__04325.1688682034.jpg
Cocoa the Gingerbread,C23713,,,September 15th,,,,"SIZE:
7 1/2""w X 8""h",,3,16.75,12,15.075,,,3,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3840/8666/C23713__86641.1688681999.jpg,C23713__86641.1688681999.jpg,,,Honeyme800,C23713__86641.1688681999.jpg
Biscuit the Gingerbread,C23714,,,September 15th,,,,"SIZE:
8""w X 9 1/2""h",,2,20,8,18,,,2,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3841/8665/C23714__02305.1688681962.jpg,C23714__02305.1688681962.jpg,,,Honeyme800,C23714__02305.1688681962.jpg
Puffy the Gingerbread,C23715,,,September 15th,,,,"SIZE:
6 1/2""w X 12 1/2""h",,3,16.5,12,14.85,,,3,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3842/8664/C23715__22172.1688681924.jpg,C23715__22172.1688681924.jpg,,,Honeyme800,C23715__22172.1688681924.jpg
Sprinkle the Gingerbread,C23720,,,September 15th,,,,"SIZE:
6""w X 12""h",,3,14,12,12.6,,,3,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3843/8663/C23720__76275.1688681880.jpg,C23720__76275.1688681880.jpg,,,Honeyme800,C23720__76275.1688681880.jpg
Spice the Gingerbread,C23721,,,September 15th,,,,"SIZE:
6""w X 12""h",,3,14,12,12.6,,,3,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3844/8662/C23721__60687.1688681838.jpg,C23721__60687.1688681838.jpg,,,Honeyme800,C23721__60687.1688681838.jpg
Snappy the Gingerbread,C23722,,,September 15th,,,,"SIZE:
7""w X 18""h",,2,22,8,19.8,,,2,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3845/8661/C23722__90303.1688681799.jpg,C23722__90303.1688681799.jpg,,,Honeyme800,C23722__90303.1688681799.jpg
Clove the Gingerbread,C23723,,,September 15th,,,,"SIZE:
7""w X 18""h",,2,22,8,19.8,,,2,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3846/8660/C23723__97343.1688681754.jpg,C23723__97343.1688681754.jpg,,,Honeyme800,C23723__97343.1688681754.jpg
Spicy Small Gingerbread Cookie Ornament,C23724,,,September 15th,,,,"SIZE:
4 3/4""w X 6 1/4""h",,6,6.5,24,5.85,,,6,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3847/8659/C23724__76854.1688681693.jpg,C23724__76854.1688681693.jpg,,,Honeyme800,C23724__76854.1688681693.jpg
Sweet Small Gingerbread Cookie Ornament,C23725,,,September 15th,,,,"SIZE:
5 1/4""w X 6 3/4""h",,6,6.5,24,5.85,,,6,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3848/8658/C23725__56673.1688681657.jpg,C23725__56673.1688681657.jpg,,,Honeyme800,C23725__56673.1688681657.jpg
Sugar Large Gingerbread Cookie Ornament,C23726,,,September 15th,,,,"SIZE:
8""w X 9""h",,3,11,12,9.9,,,3,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3849/8657/C23726__52351.1688681622.jpg,C23726__52351.1688681622.jpg,,,Honeyme800,C23726__52351.1688681622.jpg
Spice Large Gingerbread Cookie Ornament,C23727,,,September 15th,,,,"CASE QUANTITY:
48",,3,11,12,9.9,,,3,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3850/8656/C23727__61329.1688681586.jpg,C23727__61329.1688681586.jpg,,,Honeyme800,C23727__61329.1688681586.jpg
Small Gingerbread Cookie Ornament,C23728,,,September 15th,,,,"SIZE:
2 1/2""w X 3 1/2""h",,12,3.75,48,3.375,,,12,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3851/8655/C23728__69115.1688681541.jpg,C23728__69115.1688681541.jpg,,,Honeyme800,C23728__69115.1688681541.jpg
Small Candy Cane Ornament,C23731,,,September 15th,,,,"SIZE:
1 3/4""w X 5 1/4""h",,12,2.5,48,2.25,,,12,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3852/8654/C23731__26311.1688681507.jpg,C23731__26311.1688681507.jpg,,,Honeyme800,C23731__26311.1688681507.jpg
Large Candy Cane Ornament,C23732,,,September 15th,,,,"SIZE:
2 1/2""w X 8 1/4""h",,8,3.5,32,3.15,,,8,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3853/8653/C23732__61760.1688681467.jpg,C23732__61760.1688681467.jpg,,,Honeyme800,C23732__61760.1688681467.jpg
Jumbo Candy Cane Ornament,C23733,,,September 15th,,,,"SIZE:
4""w X 12 1/2""h",,6,6,24,5.4,,,6,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3854/8652/C23733__87901.1688681432.jpg,C23733__87901.1688681432.jpg,,,Honeyme800,C23733__87901.1688681432.jpg
Parker the Penguin,C23800,,,September 30th,,,,"SIZE:
5""w X 6'h",,3,11.5,12,10.35,,,3,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3855/8651/C23800__83235.1688681368.jpg,C23800__83235.1688681368.jpg,,,Honeyme800,C23800__83235.1688681368.jpg
Percy the Penguin,C23801,,,September 30th,,,,"SIZE:
6 1/2'w X 7 1/2""h",,2,14.25,8,12.825,,,2,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3856/8650/C23801__57525.1688681331.jpg,C23801__57525.1688681331.jpg,,,Honeyme800,C23801__57525.1688681331.jpg
Poppy the Penguin,C23802,,,September 30th,,,,"SIZE:
7""w X 10'h",,2,16.5,8,14.85,,,2,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3857/8649/C23802__65254.1688681296.jpg,C23802__65254.1688681296.jpg,,,Honeyme800,C23802__65254.1688681296.jpg
Pike the Penguin,C23803,,,September 30th,,,,"SIZE:
4 1/2'w X 6 1/2""h",,3,11.5,12,10.35,,,3,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3858/8648/C23803__32328.1688681133.jpg,C23803__32328.1688681133.jpg,,,Honeyme800,C23803__32328.1688681133.jpg
Piper the Penguin,C23804,,,September 30th,,,,"SIZE:
5 1/2'w X 9""h",,2,14.75,8,13.275,,,2,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3859/8647/C23804__69786.1688681064.jpg,C23804__69786.1688681064.jpg,,,Honeyme800,C23804__69786.1688681064.jpg
Penn the Penguin,C23805,,,September 30th,,,,"SIZE:
6 1/2'w X 10 1/2""h",,2,16.5,8,14.85,,,2,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3860/8646/C23805__55778.1688680998.jpg,C23805__55778.1688680998.jpg,,,Honeyme800,C23805__55778.1688680998.jpg
Prince the Penguin,C23806,,,September 30th,,,,"SIZE:
5""w X 8 1/2'h",,3,12.5,12,11.25,,,3,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3861/8645/C23806__96405.1688680949.jpg,C23806__96405.1688680949.jpg,,,Honeyme800,C23806__96405.1688680949.jpg
Paxton the Penguin,C23807,,,September 30th,,,,"SIZE:
5 1/2'w X 10 1/2""h",,2,14.75,8,13.275,,,2,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3862/8644/C23807__80861.1688680894.jpg,C23807__80861.1688680894.jpg,,,Honeyme800,C23807__80861.1688680894.jpg
Pepper the Penguin,C23808,,,September 30th,,,,"SIZE:
6 1/2'w X 11 1/2""h",,2,16.5,8,14.85,,,2,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3863/8643/C23808__34562.1688680841.jpg,C23808__34562.1688680841.jpg,,,Honeyme800,C23808__34562.1688680841.jpg
Pheby the Polar Bear,C23850,,,October 25th,,,,"SIZE:
5""w X 7 1/2""h",,3,12,12,10.8,,,3,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3864/8682/C23850__63848.1688745221.jpg,C23850__63848.1688745221.jpg,,,Honeyme800,C23850__63848.1688745221.jpg
Patrick the Polar Bear,C23851,,,October 25th,,,,"SIZE:
7""w X 9""h",,2,14.5,8,13.05,,,2,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3865/8681/C23851__12815.1688745192.jpg,C23851__12815.1688745192.jpg,,,Honeyme800,C23851__12815.1688745192.jpg
Presley the Polar Bear,C23852,,,October 25th,,,,"SIZE:
8 1/2""w X 10 1/2""h",,2,16.5,8,14.85,,,2,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3866/8680/C23852__24195.1688743889.jpg,C23852__24195.1688743889.jpg,,,Honeyme800,C23852__24195.1688743889.jpg
Paz the Polar Bear,C23853,,,October 25th,,,,"SIZE:
5""w X 6""h",,3,12,12,10.8,,,3,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3867/8679/C23853__38122.1688743776.jpg,C23853__38122.1688743776.jpg,,,Honeyme800,C23853__38122.1688743776.jpg
Pete the Polar Bear,C23854,,,October 25th,,,,"SIZE:
6""w X 11""h",,2,14.75,8,13.275,,,2,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3868/8678/C23854__87230.1688743686.jpg,C23854__87230.1688743686.jpg,,,Honeyme800,C23854__87230.1688743686.jpg
Polly the Polar Bear,C23855,,,October 25th,,,,"SIZE:
8""w X 11 1/2""h",,2,16.75,8,15.075,,,2,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3869/8677/C23855__02748.1688743658.jpg,C23855__02748.1688743658.jpg,,,Honeyme800,C23855__02748.1688743658.jpg
Parks the Polar Bear,C23856,,,October 25th,,,,"SIZE:
5""w X 9 1/2'h",,3,12.25,12,11.025,,,3,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3870/8676/C23856__09573.1688743635.jpg,C23856__09573.1688743635.jpg,,,Honeyme800,C23856__09573.1688743635.jpg
Porter the Polar Bear,C23857,,,October 25th,,,,"SIZE:
6""w X 11""h",,2,14.75,8,13.275,,,2,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3871/8675/C23857__64791.1688743610.jpg,C23857__64791.1688743610.jpg,,,Honeyme800,C23857__64791.1688743610.jpg
Penelope the Polar Bear,C23858,,,October 25th,,,,"SIZE:
7""w X 14""h",,2,16.75,8,15.075,,,2,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3872/8674/C23858__25328.1688743582.jpg,C23858__25328.1688743582.jpg,,,Honeyme800,C23858__25328.1688743582.jpg
Cash the Salvage Snowman,C23900,,,October 25th,,,,"SIZE:
5""w X 8""h",,3,11.25,12,10.125,,,3,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3873/8642/C23900__24321.1688680680.jpg,C23900__24321.1688680680.jpg,,,Honeyme800,C23900__24321.1688680680.jpg
Cole the Salvage Snowman,C23901,,,October 25th,,,,"SIZE:
4 1/2""w X 7 1/2""h",,3,11.25,12,10.125,,,3,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3874/8641/C23901__33969.1688680649.jpg,C23901__33969.1688680649.jpg,,,Honeyme800,C23901__33969.1688680649.jpg
Cane the Salvage Snowman,C23902,,,October 25th,,,,"SIZE:
4""w X 8""h",,3,11.25,12,10.125,,,3,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3875/8639/C23902__39466.1688680599.jpg,C23902__39466.1688680599.jpg,,,Honeyme800,C23902__39466.1688680599.jpg
Carl the Salvage Snowman,C23903,,,October 25th,,,,"SIZE:
6 1/2""w X 7 1/2""h",,3,11.5,12,10.35,,,3,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3876/8640/C23903__61007.1688680618.jpg,C23903__61007.1688680618.jpg,,,Honeyme800,C23903__61007.1688680618.jpg
Cruz the Salvage Snowman,C23905,,,October 25th,,,,"SIZE:
6 1/2""w X 8""h",,3,11.5,12,10.35,,,3,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3878/8638/C23905__43342.1688680521.jpg,C23905__43342.1688680521.jpg,,,Honeyme800,C23905__43342.1688680521.jpg
Clive the Salvage Snowman,C23906,,,October 25th,,,,"SIZE:
5""w X 10""h",,3,12.5,12,11.25,,,3,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3879/8637/C23906__19781.1688680489.jpg,C23906__19781.1688680489.jpg,,,Honeyme800,C23906__19781.1688680489.jpg
