retro christmas garland,RL6842,,,,,,,mdf with retro images. 6' length.,,,,,,,,,Bethany400,https://bethanylowe.com/media/2016/11/RL6842-1-317x378.jpg,https://bethanylowe.com/media/2016/11/RL6842-1.jpg,RL6842-1-317x378.jpg,RL6842-1.jpg,,Bethany800,RL6842-1-317x378.jpg
candle clip led garland,LO6503,,,,,,,"mercury glass and led lights. 4 1/4"" x 30"".",,,,,,,,,Bethany400,https://bethanylowe.com/media/2016/11/LO6503-1-317x378.jpg,https://bethanylowe.com/media/2016/11/LO6503-1.jpg,LO6503-1-317x378.jpg,LO6503-1.jpg,,Bethany800,LO6503-1-317x378.jpg
vintage bead garland small pastel,LG4560,,,,,,,"mercury glass beads, hand stained with wire hook ends. comes in a vintage style all seasons box. 1/4"" bead x 6' length.",,,,,,,,,Bethany400,https://bethanylowe.com/media/2012/09/LG4560-317x378.jpg,https://bethanylowe.com/media/2012/09/LG4560.jpg,LG4560-317x378.jpg,LG4560.jpg,,Bethany800,LG4560-317x378.jpg
retro christmas paper chain garland,SN6832,,,,,,,"package of 48 card stock 6 3/4"" x 1 1/2"" strips with scalloped. 6' length when assembled.",,,,,,,,,Bethany400,https://bethanylowe.com/media/2016/11/SN6832-2-317x378.jpg,https://bethanylowe.com/media/2016/11/SN6832-2.jpg,SN6832-2-317x378.jpg,SN6832-2.jpg,,Bethany800,SN6832-2-317x378.jpg
vintage paper chain garland kit,LG1778,,,,,,,"package of 48 card stock paper strips with scalloped edges. 6 3/4"" x 1 1/2"". approximately 6' when assembled.",,,,,,,,,Bethany400,https://bethanylowe.com/media/2013/05/LG1778-317x378.jpg,https://bethanylowe.com/media/2013/05/LG1778.jpg,LG1778-317x378.jpg,LG1778.jpg,,Bethany800,LG1778-317x378.jpg
traditional garland with berries and twigs,LC6414,,,,,,,"pinecones, twigs and flocked pvc. 6' length.",,,,,,,,,Bethany400,https://bethanylowe.com/media/2016/11/LC6414-1-317x378.jpg,https://bethanylowe.com/media/2016/11/LC6414-1.jpg,LC6414-1-317x378.jpg,LC6414-1.jpg,,Bethany800,LC6414-1-317x378.jpg
fancy christmas garland,LG2167,,,,,,,plastic beads with wire hook ends. packaged in a plastic bag with a vintage-style header. 9' length.,,,,,,,,,Bethany400,https://bethanylowe.com/media/2013/02/LG2167-317x378.jpg,https://bethanylowe.com/media/2013/02/LG2167.jpg,LG2167-317x378.jpg,LG2167.jpg,,Bethany800,LG2167-317x378.jpg
old gold snowflake garland,SN6786,,,,,,,plastic and glitter. 6' length.,,,,,,,,,Bethany400,https://bethanylowe.com/media/2016/11/SN6786-1-317x378.jpg,https://bethanylowe.com/media/2016/11/SN6786-1.jpg,SN6786-1-317x378.jpg,SN6786-1.jpg,,Bethany800,SN6786-1-317x378.jpg
traditional christmas glittered garland,LG1823,,,,,,,plastic beads covered with glitter. 9' long.,,,,,,,,,Bethany400,https://bethanylowe.com/media/2013/05/LG1823-317x378.jpg,https://bethanylowe.com/media/2013/05/LG1823.jpg,LG1823-317x378.jpg,LG1823.jpg,,Bethany800,LG1823-317x378.jpg
"gold, red and green bead garland",LG1819,,,,,,,plastic beads with wire hook ends. comes in a plastic bag with a vintage header. 9'.,,,,,,,,,Bethany400,https://bethanylowe.com/media/2016/12/LG1819-317x378.jpg,https://bethanylowe.com/media/2016/12/LG1819.jpg,LG1819-317x378.jpg,LG1819.jpg,,Bethany800,LG1819-317x378.jpg
red bugle bead garland,SN5878,,,,,,,plastic beads with wire hook ends. 9' l.,,,,,,,,,Bethany400,https://bethanylowe.com/media/2016/02/SN5878-317x378.jpg,https://bethanylowe.com/media/2016/02/SN5878.jpg,SN5878-317x378.jpg,SN5878.jpg,,Bethany800,SN5878-317x378.jpg
vintage gold bead garland,LG3455,,,,,,,plastic. 9' length.,,,,,,,,,Bethany400,https://bethanylowe.com/media/2013/08/LG3455-317x378.jpg,https://bethanylowe.com/media/2013/08/LG3455.jpg,LG3455-317x378.jpg,LG3455.jpg,,Bethany800,LG3455-317x378.jpg
traditional antique bead garland 9′,SN6813,,,,,,,plastic. 9' length.,,,,,,,,,Bethany400,https://bethanylowe.com/media/2016/11/SN6813-1-317x378.jpg,https://bethanylowe.com/media/2016/11/SN6813-1.jpg,SN6813-1-317x378.jpg,SN6813-1.jpg,,Bethany800,SN6813-1-317x378.jpg
santa & reindeer garland platinum,LC3566,,,,,,,"pressed paper, glitter and flocking. 8' length.",,,,,,,,,Bethany400,https://bethanylowe.com/media/2013/11/LC3566-317x378.jpg,https://bethanylowe.com/media/2013/11/LC3566.jpg,LC3566-317x378.jpg,LC3566.jpg,,Bethany800,LC3566-317x378.jpg
santa & reindeer garland traditional,LC3567,,,,,,,"pressed paper, glitter and flocking. 8' length.",,,,,,,,,Bethany400,https://bethanylowe.com/media/2013/11/LC3567-317x378.jpg,https://bethanylowe.com/media/2013/11/LC3567.jpg,LC3567-317x378.jpg,LC3567.jpg,,Bethany800,LC3567-317x378.jpg
platinum christmas garland,LC2930,,,,,,,pressed paper with glitter and ribbon. 7' length.,,,,,,,,,Bethany400,https://bethanylowe.com/media/2013/02/LC2930-317x378.jpg,https://bethanylowe.com/media/2013/02/LC2930.jpg,LC2930-317x378.jpg,LC2930.jpg,,Bethany800,LC2930-317x378.jpg
christmas tinsel garland red,LG4573,,,,,,,red tinsel garland in a vintage style sleeve. 9'.,,,,,,,,,Bethany400,https://bethanylowe.com/media/2013/05/LG4573-317x378.jpg,https://bethanylowe.com/media/2013/05/LG4573.jpg,LG4573-317x378.jpg,LG4573.jpg,,Bethany800,LG4573-317x378.jpg
weihnachtsmann m kindern,NC6325,,,,,,,"santa with children & tree garland. 6 1/2"".",,,,,,,,,Bethany400,https://bethanylowe.com/media/2016/11/NC6325-1-317x378.jpg,https://bethanylowe.com/media/2016/11/NC6325-1.jpg,NC6325-1-317x378.jpg,NC6325-1.jpg,,Bethany800,NC6325-1-317x378.jpg
flea market tinsel garland pink/gold,SN6749,,,,,,,tinsel with glass beads. 7' length.,,,,,,,,,Bethany400,https://bethanylowe.com/media/2016/11/SN6749-1-317x378.jpg,https://bethanylowe.com/media/2016/11/SN6749-1.jpg,SN6749-1-317x378.jpg,SN6749-1.jpg,,Bethany800,SN6749-1-317x378.jpg
tinsel and bead glass garland blue,SN6753,,,,,,,"tinsel with glass beads. 7"" length.",,,,,,,,,Bethany400,https://bethanylowe.com/media/2016/11/SN6753-2-317x378.jpg,https://bethanylowe.com/media/2016/11/SN6753-2.jpg,SN6753-2-317x378.jpg,SN6753-2.jpg,,Bethany800,SN6753-2-317x378.jpg
jewel toned garland,LG0736,,,,,,,glass. comes in a vintage style box. 6 ft.,,,,,,,,,Bethany400,https://bethanylowe.com/media/2013/05/LG0736-317x378.jpg,https://bethanylowe.com/media/2013/05/LG0736.jpg,LG0736-317x378.jpg,LG0736.jpg,,Bethany800,LG0736-317x378.jpg
traditional vintage garland large gold,LG0773G,,,,,,,glass beads in a vintage-style box. 6'l.,,,,,,,,,Bethany400,https://bethanylowe.com/media/2016/03/LG0773G1-317x378.jpg,https://bethanylowe.com/media/2016/03/LG0773G1.jpg,LG0773G1-317x378.jpg,LG0773G1.jpg,,Bethany800,LG0773G1-317x378.jpg
vintage blue and silver garland,LG1816,,,,,,,plastic beads with wire hook ends. packaged in a plastic bag with a vintage header. 9'.,,,,,,,,,Bethany400,https://bethanylowe.com/media/2013/05/LG1816-317x378.jpg,https://bethanylowe.com/media/2013/05/LG1816.jpg,LG1816-317x378.jpg,LG1816.jpg,,Bethany800,LG1816-317x378.jpg
glass pinecone beaded garland 6′,LG4387,,,,,,,glass and plastic beads with glass glitter.,,,,,,,,,Bethany400,https://bethanylowe.com/media/2014/10/LG4387-317x378.jpg,https://bethanylowe.com/media/2014/10/LG4387.jpg,LG4387-317x378.jpg,LG4387.jpg,,Bethany800,LG4387-317x378.jpg
red green gold candy stripe glass bead garland,SN5839,,,,,,,"glass. 72"".",,,,,,,,,Bethany400,https://bethanylowe.com/media/2015/12/SN5839-317x378.jpg,https://bethanylowe.com/media/2015/12/SN5839.jpg,SN5839-317x378.jpg,SN5839.jpg,,Bethany800,SN5839-317x378.jpg
starburst garland,SN5840,,,,,,,"plastic beads, aluminum, tinsel and wire with glass glitter. 66"".",,,,,,,,,Bethany400,https://bethanylowe.com/media/2016/01/SN5840-317x378.jpg,https://bethanylowe.com/media/2016/01/SN5840.jpg,SN5840-317x378.jpg,SN5840.jpg,,Bethany800,SN5840-317x378.jpg
popcorn and cranberry garland 6′,SN5858,,,,,,,"syrofoam and beads. 74"".",,,,,,,,,Bethany400,https://bethanylowe.com/media/2016/01/SN5858-317x378.jpg,https://bethanylowe.com/media/2016/01/SN5858.jpg,SN5858-317x378.jpg,SN5858.jpg,,Bethany800,SN5858-317x378.jpg
pearl and gold bead garland 6′,LC7064,,,,,,,"3/4"" glass beads. 6' length.",,,,,,,,,Bethany400,https://bethanylowe.com/media/2017/11/LC7064-317x378.jpg,https://bethanylowe.com/media/2017/11/LC7064.jpg,LC7064-317x378.jpg,LC7064.jpg,,Bethany800,LC7064-317x378.jpg
old gold star garland 7′,LC7108,,,,,,,mdf and glitter. 7'.,,,,,,,,,Bethany400,https://bethanylowe.com/media/2017/11/LC7108-317x378.jpg,https://bethanylowe.com/media/2017/11/LC7108.jpg,LC7108-317x378.jpg,LC7108.jpg,,Bethany800,LC7108-317x378.jpg
traditional geometric glass bead garland 6′,LC7126,,,,,,,"3/4"" glass beads. 6' length.",,,,,,,,,Bethany400,https://bethanylowe.com/media/2017/11/LC7126-317x378.jpg,https://bethanylowe.com/media/2017/11/LC7126.jpg,LC7126-317x378.jpg,LC7126.jpg,,Bethany800,LC7126-317x378.jpg
large woodland jolly with garland,LO7256,,,,,,,"resin, pvc, glitter and tinsel. 15"" x 8 1/2"".",,,,,,,,,Bethany400,https://bethanylowe.com/media/2017/11/LO7256-317x378.jpg,https://bethanylowe.com/media/2017/11/LO7256.jpg,LO7256-317x378.jpg,LO7256.jpg,,Bethany800,LO7256-317x378.jpg
a cabinet of curiosities pennant garland,SN5803,,,,,,,"paper. 6' length, garland. 13"" x 8 1/2"" pennants.",,,,,,,,,Bethany400,https://bethanylowe.com/media/2015/10/SN5803-317x378.jpg,https://bethanylowe.com/media/2015/10/SN5803.jpg,SN5803-317x378.jpg,SN5803.jpg,,Bethany800,SN5803-317x378.jpg
a peaceful christmas pennant garland,SN6718,,,,,,,"paper. 13 "" x 8' length.",,,,,,,,,Bethany400,https://bethanylowe.com/media/2016/11/SN6718-1-317x378.jpg,https://bethanylowe.com/media/2016/11/SN6718-1.jpg,SN6718-1-317x378.jpg,SN6718-1.jpg,,Bethany800,SN6718-1-317x378.jpg
dapper snowman tinsel garland,SN7490,,,,,,,mercury glass and tinsel. 7'l.,,,,,,,,,Bethany400,https://bethanylowe.com/media/2017/11/SN7490-317x378.jpg,https://bethanylowe.com/media/2017/11/SN7490.jpg,SN7490-317x378.jpg,SN7490.jpg,,Bethany800,SN7490-317x378.jpg
traditional pinecone tinsel garland,SN7515,,,,,,,tinsel and glass beads. 6’l.,,,,,,,,,Bethany400,https://bethanylowe.com/media/2017/11/SN7515-317x378.jpg,https://bethanylowe.com/media/2017/11/SN7515.jpg,SN7515-317x378.jpg,SN7515.jpg,,Bethany800,SN7515-317x378.jpg
large jolly bead garland,SN7517,,,,,,,plastic. 7'l.,,,,,,,,,Bethany400,https://bethanylowe.com/media/2017/11/SN7517-317x378.jpg,https://bethanylowe.com/media/2017/11/SN7517.jpg,SN7517-317x378.jpg,SN7517.jpg,,Bethany800,SN7517-317x378.jpg
mini flea market bead garland,SN7533,,,,,,,plastic beads. 6'l.,,,,,,,,,Bethany400,https://bethanylowe.com/media/2017/11/SN7533-1-317x378.jpg,https://bethanylowe.com/media/2017/11/SN7533-1.jpg,SN7533-1-317x378.jpg,SN7533-1.jpg,,Bethany800,SN7533-1-317x378.jpg
mini jolly christmas bead garland,SN7534,,,,,,,plastic beads. 6'l.,,,,,,,,,Bethany400,https://bethanylowe.com/media/2017/11/SN7534-1-317x378.jpg,https://bethanylowe.com/media/2017/11/SN7534-1.jpg,SN7534-1-317x378.jpg,SN7534-1.jpg,,Bethany800,SN7534-1-317x378.jpg
jolly retro garland,TL7817,,,,,,,"pressed paper, tinsel and glitter. 10 1/2"" x 72"".",,,,,,,,,Bethany400,https://bethanylowe.com/media/2017/11/TL7817-317x378.jpg,https://bethanylowe.com/media/2017/11/TL7817.jpg,TL7817-317x378.jpg,TL7817.jpg,,Bethany800,TL7817-317x378.jpg
wishes flea market garland,TL7818,,,,,,,"pressed paper, glitter, crepe paper and ribbon. 11 1/2"" x 72"".",,,,,,,,,Bethany400,https://bethanylowe.com/media/2017/11/TL7818-317x378.jpg,https://bethanylowe.com/media/2017/11/TL7818.jpg,TL7818-317x378.jpg,TL7818.jpg,,Bethany800,TL7818-317x378.jpg
snow batting santa garland,TL7819,,,,,,,"pressed paper, ribbon, vintage images and batting. 12"" x 6'l.",,,,,,,,,Bethany400,https://bethanylowe.com/media/2017/11/TL7819-317x378.jpg,https://bethanylowe.com/media/2017/11/TL7819.jpg,TL7819-317x378.jpg,TL7819.jpg,,Bethany800,TL7819-317x378.jpg
engel auf zwicker,NC6316,,,,,,,"angel clip. 3 1/2"".",,,,,,,,,Bethany400,https://bethanylowe.com/media/2016/11/NC6316-2-317x378.jpg,https://bethanylowe.com/media/2016/11/NC6316-2.jpg,NC6316-2-317x378.jpg,NC6316-2.jpg,,Bethany800,NC6316-2-317x378.jpg
engel lang mit schweif,NC6315,,,,,,,"angel with fiberglass. 4 1/4"".",,,,,,,,,Bethany400,https://bethanylowe.com/media/2016/11/NC6315-1-317x378.jpg,https://bethanylowe.com/media/2016/11/NC6315-1.jpg,NC6315-1-317x378.jpg,NC6315-1.jpg,,Bethany800,NC6315-1-317x378.jpg
glocke blume rot,NC6296,,,,,,,"bell flower. 2 3/4"".",,,,,,,,,Bethany400,https://bethanylowe.com/media/2016/11/NC6296-1-317x378.jpg,https://bethanylowe.com/media/2016/11/NC6296-1.jpg,NC6296-1-317x378.jpg,NC6296-1.jpg,,Bethany800,NC6296-1-317x378.jpg
winterglocke,NC6279,,,,,,,"bell winter. 3 1/4"".",,,,,,,,,Bethany400,https://bethanylowe.com/media/2016/11/NC6279-1-317x378.jpg,https://bethanylowe.com/media/2016/11/NC6279-1.jpg,NC6279-1-317x378.jpg,NC6279-1.jpg,,Bethany800,NC6279-1-317x378.jpg
vogel mit kirschen,NC6306,,,,,,,"bird with cherries. 5 1/2"".",,,,,,,,,Bethany400,https://bethanylowe.com/media/2016/11/NC6306-1-317x378.jpg,https://bethanylowe.com/media/2016/11/NC6306-1.jpg,NC6306-1-317x378.jpg,NC6306-1.jpg,,Bethany800,NC6306-1-317x378.jpg
bucket of cheer,MA6339,,,,,,,"by michelle allen for bethany lowe designs. felt, tin and bottle brush. 9"" x 4 1/4"".",,,,,,,,,Bethany400,https://bethanylowe.com/media/2016/11/MA6339-1-317x378.jpg,https://bethanylowe.com/media/2016/11/MA6339-1.jpg,MA6339-1-317x378.jpg,MA6339-1.jpg,,Bethany800,MA6339-1-317x378.jpg
wish upon a star,MA6343,,,,,,,"by michelle allen for bethany lowe designs. resin, glitter, fabric and greenery. 6 1/2"" x 4"".",,,,,,,,,Bethany400,https://bethanylowe.com/media/2016/11/MA6343-1-317x378.jpg,https://bethanylowe.com/media/2016/11/MA6343-1.jpg,MA6343-1-317x378.jpg,MA6343-1.jpg,,Bethany800,MA6343-1-317x378.jpg
gathering the greens,MA6337,,,,,,,"by michelle allen for bethany lowe designs. resin, glitter, fabric and greenery. 9 1/2"" x 4"".",,,,,,,,,Bethany400,https://bethanylowe.com/media/2016/11/MA6337-1-317x378.jpg,https://bethanylowe.com/media/2016/11/MA6337-1.jpg,MA6337-1-317x378.jpg,MA6337-1.jpg,,Bethany800,MA6337-1-317x378.jpg
the night before christmas pennant garland,CP6922,,,,,,,"by saturday evening post society for bethany lowe designs. paper and tinsel. 8 1/2' l x 13 1/4"" .",,,,,,,,,Bethany400,https://bethanylowe.com/media/2016/11/CP6922-1-317x378.jpg,https://bethanylowe.com/media/2016/11/CP6922-1.jpg,CP6922-1-317x378.jpg,CP6922-1.jpg,,Bethany800,CP6922-1-317x378.jpg
a cold winter’s night santa,VS6996,,,,,,,"by vickie smyers for bethany lowe designs. resin, flanella and rafia. 18"" x 8"".",,,,,,,,,Bethany400,https://bethanylowe.com/media/2016/11/VS6996-1-317x378.jpg,https://bethanylowe.com/media/2016/11/VS6996-1.jpg,VS6996-1-317x378.jpg,VS6996-1.jpg,,Bethany800,VS6996-1-317x378.jpg
boy with lamb,VS6993,,,,,,,"by vickie smyers for bethany lowe designs. resin, flanella, abaca, bottle brush, paper and glitter. 6 3/4"" x 4"".",,,,,,,,,Bethany400,https://bethanylowe.com/media/2016/11/VS6993-1-317x378.jpg,https://bethanylowe.com/media/2016/11/VS6993-1.jpg,VS6993-1-317x378.jpg,VS6993-1.jpg,,Bethany800,VS6993-1-317x378.jpg
christkind,NC6314,,,,,,,"christ child. 2 1/2"".",,,,,,,,,Bethany400,https://bethanylowe.com/media/2016/11/NC6314-1-317x378.jpg,https://bethanylowe.com/media/2016/11/NC6314-1.jpg,NC6314-1-317x378.jpg,NC6314-1.jpg,,Bethany800,NC6314-1-317x378.jpg
clear c7 light with black cord,LT3893,,,,,,,clear c7 light with black cord.,,,,,,,,,Bethany400,https://bethanylowe.com/media/2016/12/LT3893-317x383.jpg,https://bethanylowe.com/media/2016/12/LT3893-317x383.jpg,LT3893-317x383.jpg,LT3893-317x383.jpg,,Bethany800,LT3893-317x383.jpg
silver and gold glittered stars,LC6421,,,,,,,"corrugated paper with gold and silver glitter. set of 2. 11 1/2"" and 14"".",,,,,,,,,Bethany400,https://bethanylowe.com/media/2016/11/LC6421-2-1-317x378.jpg,https://bethanylowe.com/media/2016/11/LC6421-2-1.jpg,LC6421-2-1-317x378.jpg,LC6421-2-1.jpg,,Bethany800,LC6421-2-1-317x378.jpg
kuckucksuhr mit zapfen,NC6273,,,,,,,"cucko clock. 6"".",,,,,,,,,Bethany400,https://bethanylowe.com/media/2016/11/NC6273-1-317x378.jpg,https://bethanylowe.com/media/2016/11/NC6273-1.jpg,NC6273-1-317x378.jpg,NC6273-1.jpg,,Bethany800,NC6273-1-317x378.jpg
lighting the christmas tree,TD6100,,,,,,,"flocked resin and bottle brush. 7"" x 5"".",,,,,,,,,Bethany400,https://bethanylowe.com/media/2016/12/TD6100-317x378.jpg,https://bethanylowe.com/media/2016/12/TD6100.jpg,TD6100-317x378.jpg,TD6100.jpg,,Bethany800,TD6100-317x378.jpg
christmas bottle large,LK3752,,,,,,,"glass. 2 assorted. 11"" and 9"".",,,,,,,,,Bethany400,https://bethanylowe.com/media/2013/11/LK3752-317x378.jpg,https://bethanylowe.com/media/2013/11/LK3752.jpg,LK3752-317x378.jpg,LK3752.jpg,,Bethany800,LK3752-317x378.jpg
christmas bottle small,LK3750,,,,,,,"glass. 3 assorted. 7"", 6 1/2"" and 5 1/2"".",,,,,,,,,Bethany400,https://bethanylowe.com/media/2013/11/LK3750-317x378.jpg,https://bethanylowe.com/media/2013/11/LK3750.jpg,LK3750-317x378.jpg,LK3750.jpg,,Bethany800,LK3750-317x378.jpg
platinum glittered merry christmas sign,LC3951,,,,,,,"glitter, mdf and ribbon. 16"" x 12 1/2"".",,,,,,,,,Bethany400,https://bethanylowe.com/media/2013/10/LC3951-317x378.jpg,https://bethanylowe.com/media/2013/10/LC3951.jpg,LC3951-317x378.jpg,LC3951.jpg,,Bethany800,LC3951-317x378.jpg
platinum stag,LO6499,,,,,,,"glittered plastic. 2 assorted. 13"" x 10"" and 7"" x 7 3/4"".",,,,,,,,,Bethany400,https://bethanylowe.com/media/2016/11/LO6499-1-317x378.jpg,https://bethanylowe.com/media/2016/11/LO6499-1.jpg,LO6499-1-317x378.jpg,LO6499-1.jpg,,Bethany800,LO6499-1-317x378.jpg
glittered nativity,LC6374,,,,,,,"glittered resin. set of 3. 7"" x 3"", 4 3/4"" x 3 1/2"" and 2 1/2"" x 2 1/4"".",,,,,,,,,Bethany400,https://bethanylowe.com/media/2016/11/LC6374-1-317x378.jpg,https://bethanylowe.com/media/2016/11/LC6374-1.jpg,LC6374-1-317x378.jpg,LC6374-1.jpg,,Bethany800,LC6374-1-317x378.jpg
green tiger feather tree 19″,LG6499,,,,,,,"hand-dyed and hand-wrapped goose feather trees inspired by the german feather trees created as early as 1845. dark and light green variegated feather tree. red wooden spool base. 19"".",,,,,,,,,Bethany400,https://bethanylowe.com/media/2013/05/LG6499-317x378.jpg,https://bethanylowe.com/media/2013/05/LG6499.jpg,LG6499-317x378.jpg,LG6499.jpg,,Bethany800,LG6499-317x378.jpg
a peaceful christmas glass bead garland,SN6723,,,,,,,hand-painted and frosted glass. 6' length.,,,,,,,,,Bethany400,https://bethanylowe.com/media/2016/11/SN6723-1-317x378.jpg,https://bethanylowe.com/media/2016/11/SN6723-1.jpg,SN6723-1-317x378.jpg,SN6723-1.jpg,,Bethany800,SN6723-1-317x378.jpg
peaceful christmas paper tree,TP6201,,,,,,,"hand-painted crepe with glitter. 14"" x 9"".",,,,,,,,,Bethany400,https://bethanylowe.com/media/2016/11/TP6201-1-317x378.jpg,https://bethanylowe.com/media/2016/11/TP6201-1.jpg,TP6201-1-317x378.jpg,TP6201-1.jpg,,Bethany800,TP6201-1-317x378.jpg
angel on star,TD6085,,,,,,,"hand-painted resin with chipboard, raffia, feather tree and glitter. 11"" x 10 1/2"".",,,,,,,,,Bethany400,https://bethanylowe.com/media/2016/11/TD6085-1-317x378.jpg,https://bethanylowe.com/media/2016/11/TD6085-1.jpg,TD6085-1-317x378.jpg,TD6085-1.jpg,,Bethany800,TD6085-1-317x378.jpg
ave maria,SN6724,,,,,,,"hand-painted resin with gold foil. 20 3/4"" x 6"".",,,,,,,,,Bethany400,https://bethanylowe.com/media/2016/11/SN6724-1-317x378.jpg,https://bethanylowe.com/media/2016/11/SN6724-1.jpg,SN6724-1-317x378.jpg,SN6724-1.jpg,,Bethany800,SN6724-1-317x378.jpg
nature’s angel,TD6082,,,,,,,"hand-painted resin with sugar glitter. 7 1/2"" x 4 1/2"".",,,,,,,,,Bethany400,https://bethanylowe.com/media/2016/12/TD6082-1-317x378.jpg,https://bethanylowe.com/media/2016/12/TD6082-1.jpg,TD6082-1-317x378.jpg,TD6082-1.jpg,,Bethany800,TD6082-1-317x378.jpg
amy angel tablepiece,TD3063,,,,,,,"hand-painted resin. 7 3/4"" x 5 3/4"".",,,,,,,,,Bethany400,https://bethanylowe.com/media/2013/12/TD3063-317x378.jpg,https://bethanylowe.com/media/2013/12/TD3063.jpg,TD3063-317x378.jpg,TD3063.jpg,,Bethany800,TD3063-317x378.jpg
baby’s 1st christmas,TD3075,,,,,,,"hand-painted resin. 4 1/4"" x 4"".",,,,,,,,,Bethany400,https://bethanylowe.com/media/2013/08/TD3075-317x378.jpg,https://bethanylowe.com/media/2013/08/TD3075.jpg,TD3075-317x378.jpg,TD3075.jpg,,Bethany800,TD3075-317x378.jpg
vintage woodland fawn,TI3123,,,,,,,"hand-painted resin. 6 1/2"" x 4 1/4"".",,,,,,,,,Bethany400,https://bethanylowe.com/media/2014/01/TI3123-317x378.jpg,https://bethanylowe.com/media/2014/01/TI3123.jpg,TI3123-317x378.jpg,TI3123.jpg,,Bethany800,TI3123-317x378.jpg
mazy with teddy bear,TD6102,,,,,,,"hand-painted resin. 7 1/4"" x 3 1/2"".",,,,,,,,,Bethany400,https://bethanylowe.com/media/2016/12/TD6102-317x378.jpg,https://bethanylowe.com/media/2016/12/TD6102.jpg,TD6102-317x378.jpg,TD6102.jpg,,Bethany800,TD6102-317x378.jpg
red glittered merry christmas sign,LC6444,,,,,,,"mdf and glitter. 12 1/2"" x 18 1/2"".",,,,,,,,,Bethany400,https://bethanylowe.com/media/2016/11/LC6444-1-317x378.jpg,https://bethanylowe.com/media/2016/11/LC6444-1.jpg,LC6444-1-317x378.jpg,LC6444-1.jpg,,Bethany800,LC6444-1-317x378.jpg
