"FIKA ORGANIC PLATE, BRASS - SM",0727-14,,The organic shapes of the Fika brass plates are melded with hand hammering and a deckeled edge.,,,,,"length: 6 in
width: 5 in
height: 0.50 in
weight: 0.40 lb
size (us): 6x5x0.5
material: metal",,4,$7.00 ,16,$6.50 ,,,4,homart400,homart160,../images/products/ZOOM/desktop/0727-14.JPG,0727-14.JPG,,,homart800,0727-14.JPG
"FIKA ORGANIC PLATE, BRASS - MED",0728-14,,The organic shapes of the Fika brass plates are melded with hand hammering and a deckeled edge.,,,,,"length: 7.50 in
width: 6.50 in
height: 0.50 in
weight: 0.60 lb
size (us): 7.5x6.5x0.5
material: metal",,4,$9.00 ,16,$8.30 ,,,4,homart400,homart160,../images/products/ZOOM/desktop/0728-14.JPG,0728-14.JPG,,,homart800,0728-14.JPG
"FIKA ORGANIC PLATE, BRASS - LRG",0729-14,,The organic shapes of the Fika brass plates are melded with hand hammering and a deckeled edge.,,,,,"length: 8 in
width: 7.50 in
height: 0.50 in
weight: 0.60 lb
size (us): 8x7.5x0.5
material: metal",,4,$11.00 ,16,$10.20 ,,,4,homart400,homart160,../images/products/ZOOM/desktop/0729-14.JPG,0729-14.JPG,,,homart800,0729-14.JPG
"BURKE SALAD SERVERS, WOOD & NATURAL LEATHER",0734-0,,Richly grained teak wood is hand carved into minimal yet functional servicing pieces. The salad servers are wrapped with genuine leather handles. Hand wash is recommended.,,,,,"length: 11 in
width: 2.75 in
height: 1 in
weight: 0.15 lb
size (us): 11x2.75x1
material: wood, leather",,2,$17.00 ,8,$15.80 ,,,2,homart400,homart160,../images/products/ZOOM/desktop/0734-0.JPG,0734-0.JPG,,,homart800,0734-0.JPG
"BURKE SALAD SERVERS, WOOD & BLACK LEATHER",0734-2,,Richly grained teak wood is hand carved into minimal yet functional servicing pieces. The salad servers are wrapped with genuine leather handles. Hand wash is recommended.,,,,,"length: 11 in
width: 2.75 in
height: 1 in
weight: 0.15 lb
size (us): 11x2.75x1
material: wood, leather",,2,$17.00 ,8,$15.80 ,,,2,homart400,homart160,../images/products/ZOOM/desktop/0734-2.JPG,0734-2.JPG,,,homart800,0734-2.JPG
"DUVAL SPOON, BLACK ZINC - SM",0736-2,,The matte black zinc plating of this collection of utensils and tools gives your cocktail hour laid back yet well appointed styling. Hand wash is recommended.,,,,,"length: 4 in
width: 0.75 in
height: 0.25 in
weight: 0.31 lb
size (us): 4x0.75x0.25
material: metal",,6,$3.25 ,24,$3.00 ,,,6,homart400,homart160,../images/products/ZOOM/desktop/0736-2.JPG,0736-2.JPG,,,homart800,0736-2.JPG
"DUVAL SPOON, BLACK ZINC - LRG",0737-2,,The matte black zinc plating of this collection of utensils and tools gives your cocktail hour laid back yet well appointed styling. Hand wash is recommended.,,,,,"length: 6 in
width: 1.50 in
height: 0.75 in
weight: 0.10 lb
size (us): 6x1.5x0.75
material: metal",,6,$5.00 ,24,$4.60 ,,,6,homart400,homart160,../images/products/ZOOM/desktop/0737-2.JPG,0737-2.JPG,,,homart800,0737-2.JPG
"AERO CHEESE SERVICE, STAINLESS & BLACK ZINC - SET OF 3",0741-0,,Polished stainless steel tools with matte black zinc handles create a sleek and refined trio to serve up both firm and soft cheeses.,,,,,"length: 9 in
width: 1 in
height: 0.50 in
weight: 0.60 lb
size (us): 9x1x0.5
material: metal",,2,$18.00 ,8,$16.70 ,,,2,homart400,homart160,../images/products/ZOOM/desktop/0741-0.JPG,0741-0.JPG,,,homart800,0741-0.JPG
"MIRO FORK TIP SPEAR CHEESE KNIFE, BRASS",0742-14,,Textured handles and polished ends create a collection of cheese servers and cocktail utensils that are luxurious but not overly ornate. Hand wash is recommended.,,,,,"length: 8.50 in
width: 1.25 in
height: 0.13 in
weight: 0.20 lb
size (us): 8.5x1.25x0.125
material: metal",,6,$6.00 ,24,$5.50 ,,,6,homart400,homart160,../images/products/ZOOM/desktop/0742-14.JPG,0742-14.JPG,,,homart800,0742-14.JPG
"MIRO SPOON, BRASS - SM",0743-14,,Textured handles and polished ends create a collection of cheese servers and cocktail utensils that are luxurious but not overly ornate. Hand wash is recommended.,,,,,"length: 4 in
width: 0.75 in
height: 0.25 in
weight: 0.04 lb
size (us): 4x0.75x0.25
material: metal",,6,$3.50 ,24,$3.20 ,,,6,homart400,homart160,../images/products/ZOOM/desktop/0743-14.JPG,0743-14.JPG,,,homart800,0743-14.JPG
"MIRO SPOON, BRASS - LONG",0744-14,,Textured handles and polished ends create a collection of cheese servers and cocktail utensils that are luxurious but not overly ornate. Hand wash is recommended.,,,,,"length: 6 in
width: 1 in
height: 0.50 in
weight: 0.08 lb
size (us): 6x1x0.5
material: metal",,6,$4.00 ,24,$3.70 ,,,6,homart400,homart160,../images/products/ZOOM/desktop/0744-14.JPG,0744-14.JPG,,,homart800,0744-14.JPG
