"WD. SIGN ""YOU/ME"" (6/cs)",MT2800,,MT2800|||Item Information______________________|Item Size (WxHxL):21.50 x 30.00 x 1.300 in|Item Weight: 3.8000 lbs|Item Material: 100% Wd|Item Color: Distressed Black/Brown/Antique|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 6.000000000|Inner Qty: 1.000000000|Case Size (HxWxD): in x in x in|Case Weight: 11.7 lbs||Order Info______________|Minimum Order Quantity: 2||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MT2800_lg.jpg,MT2800_lg.jpg,,,VIP800,2018
"WD. SIGN ""MR&MRS"" (6/cs)",MT2801,,MT2801|||Item Information______________________|Item Size (WxHxL):21.50 x 30.00 x 1.300 in|Item Weight: 3.8000 lbs|Item Material: 100% Wd|Item Color: Distressed Black/Brown/Antique|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 6.000000000|Inner Qty: 1.000000000|Case Size (HxWxD): in x in x in|Case Weight: 11.7 lbs||Order Info______________|Minimum Order Quantity: 2||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MT2801_lg.jpg,MT2801_lg.jpg,,,VIP800,2018
"WD. SIGN ""HUMBLE & KIND"" (12/cs)",MT2802,,MT2802|||Item Information______________________|Item Size (WxHxL):26.00 x 1.000 x 5.000 in|Item Weight: 1.1000 lbs|Item Material: 70% Wd/30% Mtl|Item Color: Brown/Black/White|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 12.000000000|Inner Qty: 1.000000000|Case Size (HxWxD): in x in x in|Case Weight: 6.5 lbs||Order Info______________|Minimum Order Quantity: 2||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MT2802_lg.jpg,MT2802_lg.jpg,,,VIP800,2018
"WD. SIGN ""NO PLACE"" (12/cs)",MT2803,,MT2803|||Item Information______________________|Item Size (WxHxL):7.500 x 1.200 x 20.00 in|Item Weight: 1.1000 lbs|Item Material: 70% Wd/30% Mtl|Item Color: Brown/Black/White|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 12.000000000|Inner Qty: 1.000000000|Case Size (HxWxD): in x in x in|Case Weight: 7.5 lbs||Order Info______________|Minimum Order Quantity: 2||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MT2803_lg.jpg,MT2803_lg.jpg,,,VIP800,2018
WD. PIG MAGNET CLOCK (36/cs),MT2804,,MT2804|||Item Information______________________|Item Size (WxHxL):7.600 x 1.600 x 5.000 in|Item Weight: 0.5000 lbs|Item Material: 70% Wd/20% Mtl/10% Glass|Item Color: Brown/Black/Antique White|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 36.000000000|Inner Qty: 6.000000000|Case Size (HxWxD): in x in x in|Case Weight: 8.9 lbs||Order Info______________|Minimum Order Quantity: 6||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MT2804_lg.jpg,MT2804_lg.jpg,,,VIP800,2018
WD. MAGNET CLOCK (36/cs),MT2805,,MT2805|||Item Information______________________|Item Size (WxHxL):5.700 x 5.700 x 1.600 in|Item Weight: 0.5000 lbs|Item Material: 70% Wd/20% Mtl/10% Glass|Item Color: Brown/Black/Antique White|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 36.000000000|Inner Qty: 6.000000000|Case Size (HxWxD): in x in x in|Case Weight: 8.4 lbs||Order Info______________|Minimum Order Quantity: 6||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MT2805_lg.jpg,MT2805_lg.jpg,,,VIP800,2018
MTL. WALL DISPLAY RACK (4/cs),MT2814,,MT2814|||Item Information______________________|Item Size (WxHxL):17.90 x 65.90 x 0.800 in|Item Weight: 7.6000 lbs|Item Material: 100% Mtl|Item Color: Grey|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 4.000000000|Inner Qty: 1.000000000|Case Size (HxWxD): in x in x in|Case Weight: 18 lbs||Order Info______________|Minimum Order Quantity: 2||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MT2814_lg.jpg,MT2814_lg.jpg,,,VIP800,2018
"WD. SIGN ""FARMERS MARKET"" (4/cs)",MT2816,,MT2816|||Item Information______________________|Item Size (WxHxL):37.00 x 13.40 x 1.200 in|Item Weight: 4.3000 lbs|Item Material: 100% Wd|Item Color: Wht/Brwn|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 4.000000000|Inner Qty: 1.000000000|Case Size (HxWxD): in x in x in|Case Weight: 19 lbs||Order Info______________|Minimum Order Quantity: 2||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MT2816_lg.jpg,MT2816_lg.jpg,,,VIP800,2018
WD. TABLETOP PICTURE FRAME - VERT (12/cs),MT2818,,MT2818|||Item Information______________________|Item Size (WxHxL):8.000 x 10.00 x 1.000 in|Item Weight: 1.4000 lbs|Item Material: 60% Wd/40% Mtl|Item Color: Slvr/Brwn|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 12.000000000|Inner Qty: 1.000000000|Case Size (HxWxD): in x in x in|Case Weight: 19 lbs||Order Info______________|Minimum Order Quantity: 4||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MT2818_lg.jpg,MT2818_lg.jpg,,,VIP800,2018
WD. TABLETOP PICTURE FRAME - HORIZ (12/cs),MT2819,,MT2819|||Item Information______________________|Item Size (WxHxL):10.00 x 8.000 x 1.000 in|Item Weight: 1.4000 lbs|Item Material: 60% Wd/40% Mtl|Item Color: Slvr/Brwn|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 12.000000000|Inner Qty: 1.000000000|Case Size (HxWxD): in x in x in|Case Weight: 19 lbs||Order Info______________|Minimum Order Quantity: 4||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MT2819_lg.jpg,MT2819_lg.jpg,,,VIP800,2018
"WD. SIGN ""A LITTLE BIT"" (6/cs)",MT2839,,MT2839|||Item Information______________________|Item Size (WxHxL):13.00 x 1.300 x 20.00 in|Item Weight: 1.5000 lbs|Item Material: 30% Wd/70% Mtl|Item Color: Brwn/Black/Wht|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 6.000000000|Inner Qty: 1.000000000|Case Size (HxWxD): in x in x in|Case Weight: 11 lbs||Order Info______________|Minimum Order Quantity: 2||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MT2839_lg.jpg,MT2839_lg.jpg,,,VIP800,2018
"WD. SIGN ""PIG"" (12/cs)",MT2840,,MT2840|||Item Information______________________|Item Size (WxHxL):24.00 x 1.000 x 13.30 in|Item Weight: 1.8000 lbs|Item Material: 100% Wd|Item Color: Brwn/Dstrsd Wht|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 12.000000000|Inner Qty: 1.000000000|Case Size (HxWxD): in x in x in|Case Weight: 23 lbs||Order Info______________|Minimum Order Quantity: 2||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MT2840_lg.jpg,MT2840_lg.jpg,,,VIP800,2018
"WD. SIGN ""FOREVER"" (3/cs)",MT2841,,MT2841|||Item Information______________________|Item Size (WxHxL):46.00 x 15.70 x 1.000 in|Item Weight: 8.6000 lbs|Item Material: 100% Wd|Item Color: Dstrsd Wht/Black|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 3.000000000|Inner Qty: 1.000000000|Case Size (HxWxD): in x in x in|Case Weight: 19 lbs||Order Info______________|Minimum Order Quantity: 3||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MT2841_lg.jpg,MT2841_lg.jpg,,,VIP800,2018
"WD. SIGN ""THANKFUL"" (24/cs)",MT2845,,MT2845|||Item Information______________________|Item Size (WxHxL):15.00 x 1.600 x 3.500 in|Item Weight: 0.8000 lbs|Item Material: 100% Wd|Item Color: Dstrsd Wht / Black|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 24.000000000|Inner Qty: 1.000000000|Case Size (HxWxD): in x in x in|Case Weight: 13 lbs||Order Info______________|Minimum Order Quantity: 4||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MT2845_lg.jpg,MT2845_lg.jpg,,,VIP800,2018
"WD. SIGN ""OUR NEST"" (24/cs)",MT2846,,MT2846|||Item Information______________________|Item Size (WxHxL):15.00 x 1.600 x 3.500 in|Item Weight: 0.8000 lbs|Item Material: 100% Wd|Item Color: Dstrsd Wht/Black|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 24.000000000|Inner Qty: 1.000000000|Case Size (HxWxD): in x in x in|Case Weight: 22 lbs||Order Info______________|Minimum Order Quantity: 4||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MT2846_lg.jpg,MT2846_lg.jpg,,,VIP800,2018
"WD. SIGN ""TOGETHER"" (24/cs)",MT2847,,MT2847|||Item Information______________________|Item Size (WxHxL):15.00 x 1.600 x 3.500 in|Item Weight: 0.8000 lbs|Item Material: 100% Wd|Item Color: Dstrsd Wht/Black|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 24.000000000|Inner Qty: 1.000000000|Case Size (HxWxD): in x in x in|Case Weight: 22 lbs||Order Info______________|Minimum Order Quantity: 4||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MT2847_lg.jpg,MT2847_lg.jpg,,,VIP800,2018
"WD. SIGN ""WONDERFUL LIFE"" (1/cs)",MT2848,,MT2848|||Item Information______________________|Item Size (WxHxL):46.00 x 15.70 x 1.100 in|Item Weight: 9.0000 lbs|Item Material: 100% Wood|Item Color: Antique White / Black|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 1.000000000|Inner Qty:|Case Size (HxWxD): in x in x in|Case Weight: 9.5 lbs||Order Info______________|Minimum Order Quantity: 2||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MT2848_lg.jpg,MT2848_lg.jpg,,,VIP800,2018
|CURTAIN TIE BACK -FLEUR DE LE (36/cs)|,MT901,,MT901|||Item Information______________________|Item Size (WxHxL):0.000 x 0.000 x 0.000 in|Item Weight: 0.0000 lbs|Item Material:|Item Color:|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required:||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 36.000000000|Inner Qty:|Case Size (HxWxD): in x in x in|Case Weight: lbs||Order Info______________|Minimum Order Quantity: 4||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MT901_lg.jpg,MT901_lg.jpg,,,VIP800,2018
WD. WALL SHELF (2/cs),NH1001,,NH1001|||Item Information______________________|Item Size (WxHxL):38.75 x 11.75 x 8.500 in|Item Weight: 12.9500 lbs|Item Material:|Item Color:|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required:||Catalog PG:|Catalog Style: Cottage Bliss|Item Origin: CHINA||Case Info_____________________________|Case Qty: 2.000000000|Inner Qty:|Case Size (HxWxD): 11.75in x 15.25in x 38.75in|Case Weight: 29.1 lbs||Order Info______________|Minimum Order Quantity: 2||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/NH1001_lg.jpg,NH1001_lg.jpg,,,VIP800,2018
|CERAMIC ROCKS 3 ASSD. (36/cs)|,PC1028,,PC1028|||Item Information______________________|Item Size (WxHxL):5.000 x 4.000 x 2.000 in|Item Weight: 0.2100 lbs|Item Material: RESIN|Item Color: ASSORTED|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required:||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 36.000000000|Inner Qty: 9.000000000|Case Size (HxWxD): in x in x in|Case Weight: lbs||Order Info______________|Minimum Order Quantity: 6||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/PC1028_lg.jpg,PC1028_lg.jpg,,,VIP800,2018
|LEANING TOWER BURLAP PRINT (16/cs)|,SB1004,,SB1004|||Item Information______________________|Item Size (WxHxL):10.50 x 0.250 x 17.00 in|Item Weight: 0.2000 lbs|Item Material: CANVAS|Item Color: WHITE|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 16.000000000|Inner Qty:|Case Size (HxWxD): in x in x in|Case Weight: lbs||Order Info______________|Minimum Order Quantity: 4||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/SB1004_lg.jpg,SB1004_lg.jpg,,,VIP800,2018
"|WD. WALL CLOCK 30"" (1/cs)|",SB1166,,SB1166|||Item Information______________________|Item Size (WxHxL):30.50 x 30.50 x 2.500 in|Item Weight: 15.0000 lbs|Item Material: WOOD / GLASS / PLASTIC / MDF|Item Color:|Details 1: Wall Mount Only|Details 2: Indoor Use Only|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style: Faded Charm|Item Origin: CHINA||Case Info_____________________________|Case Qty: 1.000000000|Inner Qty:|Case Size (HxWxD): 4.2in x 33.3in x 33.3in|Case Weight: 16.5 lbs||Order Info______________|Minimum Order Quantity: 2||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/SB1166_lg.jpg,SB1166_lg.jpg,,,VIP800,2018
|RESIN ROOSTER (6/cs)|,TM1000,,TM1000|RUSTIC ROOSTER DECOR||Item Information______________________|Item Size (WxHxL):7.250 x 13.50 x 7.250 in|Item Weight: 1.2500 lbs|Item Material: 90% RESIN 10% METAL|Item Color: Black|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG: 4|Catalog Style: Farmhouse|Item Origin: CHINA||Case Info_____________________________|Case Qty: 6.000000000|Inner Qty: 1.000000000|Case Size (HxWxD): 16in x 13in x 24in|Case Weight: 5.84 lbs||Order Info______________|Minimum Order Quantity: 2||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/TM1000_lg.jpg,TM1000_lg.jpg,,,VIP800,2018
|RESIN TOP S/2 (4/cs)|,TM1022,,TM1022|DECORATIVE TOY TOP||Item Information______________________|Item Size (WxHxL):4.500 x 7.000 x 4.500 in|Item Weight: 1.7500 lbs|Item Material: MDF 100%|Item Color: Brown|Details 1:|Details 2:|Other Sizes: Dradle: 6 x 6 x 6|Other Sizes:NA|Assembly Required: NO||Catalog PG: 94|Catalog Style: Mercantile|Item Origin: CHINA||Case Info_____________________________|Case Qty: 4.000000000|Inner Qty: 1.000000000|Case Size (HxWxD): 15in x 14in x 18in|Case Weight: 4.42 lbs||Order Info______________|Minimum Order Quantity: 2||1,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/TM1022_lg.jpg,TM1022_lg.jpg,,,VIP800,2018
|CER. COW W/HANDLE (8/cs)|,TM1026,,TM1026|ANTIQUE FARM HOUSE COW CREAMER||Item Information______________________|Item Size (WxHxL):9.500 x 6.000 x 3.750 in|Item Weight: 1.6000 lbs|Item Material: CERAMIC|Item Color: White|Details 1:|Details 2:|Other Sizes: N/A|Other Sizes:N/A|Assembly Required: NO||Catalog PG: 7|Catalog Style: Farmhouse|Item Origin: CHINA||Case Info_____________________________|Case Qty: 8.000000000|Inner Qty: 8.000000000|Case Size (HxWxD): 16in x 12in x 21in|Case Weight: 6.84 lbs||Order Info______________|Minimum Order Quantity: 2||1,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/TM1026_lg.jpg,TM1026_lg.jpg,,,VIP800,2018
|WD. COAT HOOK (2/cs)|,FH1508,,FH1508|WEATHERED DOOR W/COAT HOOKS||Item Information______________________|Item Size (WxHxL):11.50 x 20.00 x 3.750 in|Item Weight: 3.3000 lbs|Item Material: MDF / METAL|Item Color: Natural Wood / Metal|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 2.000000000|Inner Qty:|Case Size (HxWxD): in x in x in|Case Weight: lbs||Order Info______________|Minimum Order Quantity: 2||1,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/FH1508_lg.jpg,FH1508_lg.jpg,,,VIP800,2018
|Pomegranate (144/cs)|,FL1008,,FL1008|||Item Information______________________|Item Size (WxHxL):3.250 x 3.500 x 3.250 in|Item Weight: 0.3000 lbs|Item Material: POLLYFOAM|Item Color: YELLOW/RED|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 144.000000000|Inner Qty: 12.000000000|Case Size (HxWxD): in x in x in|Case Weight: lbs||Order Info______________|Minimum Order Quantity: 12||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/FL1008_lg.jpg,FL1008_lg.jpg,,,VIP800,2018
"|WORD DECOR - ""WELCOME"" (6/cs)|",FW1198,,FW1198|||Item Information______________________|Item Size (WxHxL):5.750 x 14.00 x 2.000 in|Item Weight: 1.1000 lbs|Item Material: 100% METAL|Item Color: BLACK|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 6.000000000|Inner Qty:|Case Size (HxWxD): in x in x in|Case Weight: lbs||Order Info______________|Minimum Order Quantity: 4||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/FW1198_lg.jpg,FW1198_lg.jpg,,,VIP800,2018
|MTL. PLATE RACK SING. (8/cs)|,FW1416,,FW1416|MTL. PLATE RACK||Item Information______________________|Item Size (WxHxL):17.00 x 12.00 x 17.00 in|Item Weight: 1.0000 lbs|Item Material: 100% METAL|Item Color: Black|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 8.000000000|Inner Qty: 4.000000000|Case Size (HxWxD): 15in x 15in x 27in|Case Weight: 12.7 lbs||Order Info______________|Minimum Order Quantity: 4||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/FW1416_lg.jpg,FW1416_lg.jpg,,,VIP800,2018
"|MTL. 24"" HOOK SET OF 6 (10/cs)|",FW1477,,FW1477|24 INCH LONG METAL HOOKS||Item Information______________________|Item Size (WxHxL):2.000 x 24.00 x 0.250 in|Item Weight: 0.3000 lbs|Item Material: METAL/IRON|Item Color: BLACK|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 10.000000000|Inner Qty:|Case Size (HxWxD): in x in x in|Case Weight: 0 lbs||Order Info______________|Minimum Order Quantity: 2||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/FW1477_lg.jpg,FW1477_lg.jpg,,,VIP800,2018
|C.I. HOOK - TURN SIGN (24/cs)|,FW1495,,FW1495|||Item Information______________________|Item Size (WxHxL):3.750 x 7.000 x 2.000 in|Item Weight: 0.3000 lbs|Item Material: METAL/IRON|Item Color: Yellow|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 24.000000000|Inner Qty: 6.000000000|Case Size (HxWxD): 8.66in x 8.07in x 7.87in|Case Weight: 9.26 lbs||Order Info______________|Minimum Order Quantity: 12||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/FW1495_lg.jpg,FW1495_lg.jpg,,,VIP800,2018
"|MTL. HOOK 4.5"" SET/4 (24/cs)|",FW1697,,"FW1697|COLORFUL WALL HOOKS||Item Information______________________|Item Size (WxHxL):3.250 x 4.750 x 2.000 in|Item Weight: 1.2000 lbs|Item Material: METAL|Item Color: BLUE, ORANGE, GREEN, YELLOW|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 24.000000000|Inner Qty: 6.000000000|Case Size (HxWxD): 8in x 6in x 10in|Case Weight: 11 lbs||Order Info______________|Minimum Order Quantity: 2||0",,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/FW1697_lg.jpg,FW1697_lg.jpg,,,VIP800,2018
|MTL. WIRE HOOKS SET/4 (48/cs)|,FW1725,,FW1725|4 WIRE ASSORTED COLORED HOOKS||Item Information______________________|Item Size (WxHxL):5.750 x 8.750 x 2.000 in|Item Weight: 1.2000 lbs|Item Material: 100% METAL|Item Color: MULTIPLE|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 48.000000000|Inner Qty: 4.000000000|Case Size (HxWxD): 13in x 10in x 18in|Case Weight: 10.5 lbs||Order Info______________|Minimum Order Quantity: 2||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/FW1725_lg.jpg,FW1725_lg.jpg,,,VIP800,2018
"|HOOK ""9"" (48/cs)|",FW1781,,FW1781|||Item Information______________________|Item Size (WxHxL):3.500 x 7.500 x 2.000 in|Item Weight: 0.2500 lbs|Item Material: METAL/IRON|Item Color: Black|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 48.000000000|Inner Qty: 6.000000000|Case Size (HxWxD): in x in x in|Case Weight: 12 lbs||Order Info______________|Minimum Order Quantity: 12||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/FW1781_lg.jpg,FW1781_lg.jpg,,,VIP800,2018
|CI. OWL HOOK (48/cs)|,FW1856,,FW1856|C.I. DISTRESSED OWL HOOK||Item Information______________________|Item Size (WxHxL):4.000 x 8.250 x 2.250 in|Item Weight: 0.7500 lbs|Item Material: METAL|Item Color: White|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 48.000000000|Inner Qty: 6.000000000|Case Size (HxWxD): 12.5in x 19.5in x 8in|Case Weight: 38 lbs||Order Info______________|Minimum Order Quantity: 6||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/FW1856_lg.jpg,FW1856_lg.jpg,,,VIP800,2018
|WD. NUMBER 4 TAG (48/cs)|,FZ1003,,FZ1003|||Item Information______________________|Item Size (WxHxL):4.000 x 6.000 x 0.250 in|Item Weight: 0.3000 lbs|Item Material: MDF|Item Color: Black / White|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 48.000000000|Inner Qty:|Case Size (HxWxD): 14in x 5in x 7in|Case Weight: 14 lbs||Order Info______________|Minimum Order Quantity: 12||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/FZ1003_lg.jpg,FZ1003_lg.jpg,,,VIP800,2018
|WD. NUMBER 5 TAG (48/cs)|,FZ1004,,FZ1004|||Item Information______________________|Item Size (WxHxL):4.000 x 6.000 x 0.250 in|Item Weight: 0.3000 lbs|Item Material: MDF|Item Color: Black / White|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 48.000000000|Inner Qty:|Case Size (HxWxD): 14in x 5in x 7in|Case Weight: 14 lbs||Order Info______________|Minimum Order Quantity: 12||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/FZ1004_lg.jpg,FZ1004_lg.jpg,,,VIP800,2018
|WD. NUMBER 6 TAG (48/cs)|,FZ1005,,FZ1005|NO. 6 HANGING TAG||Item Information______________________|Item Size (WxHxL):4.000 x 6.000 x 0.250 in|Item Weight: 0.3000 lbs|Item Material: MDF|Item Color: Black / White|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 48.000000000|Inner Qty:|Case Size (HxWxD): 14in x 5in x 7in|Case Weight: 14 lbs||Order Info______________|Minimum Order Quantity: 12||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/FZ1005_lg.jpg,FZ1005_lg.jpg,,,VIP800,2018
|WD. NUMBER 7 TAG (48/cs)|,FZ1006,,FZ1006|NO. 7 HANGING TAG||Item Information______________________|Item Size (WxHxL):4.000 x 6.000 x 0.250 in|Item Weight: 0.3000 lbs|Item Material: MDF|Item Color: Black / White|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 48.000000000|Inner Qty:|Case Size (HxWxD): 14in x 5in x 7in|Case Weight: 14 lbs||Order Info______________|Minimum Order Quantity: 12||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/FZ1006_lg.jpg,FZ1006_lg.jpg,,,VIP800,2018
