Indulgence 18 oz Autumn Leaves,,,,,,,,,3,$10.00 ,12,$120 
McCall's Mason 16oz Autumn Leaves,,,,,,,,,3,$7.50 ,12,$90 
Ltd Edition! Vintage 22 22oz Cans Autumn Leaves,,,,,,,,,3,$7.50 ,12,$90 
Candle Bars Autumn Leaves,,,,,,,,,1,$4.00 ,N/A,0.56
Buttons (Box of 36) Autumn Leaves,,,,,,,,,1,$20.00 ,4,$39 
Reed Gardens 4oz Autumn Leaves,,,,,,,,,1,$6.50 ,6,
Display Jar Classic Label Autumn Leaves,,,,,,,,,1,$12.50 ,1,
Display Jar Black & Gold Label Autumn Leaves,,,,,,,,,1,$12.50 ,1,
Double Wick Classic 16oz Balsam Forest,,,,,,,,,3,$10.00 ,12,$120 
Indulgence 18 oz Balsam Forest,,,,,,,,,3,$10.00 ,12,$120 
McCall's Mason 16oz Balsam Forest,,,,,,,,,3,$7.50 ,12,$90 
Candle Bars Balsam Forest,,,,,,,,,1,$4.00 ,N/A,0.56
Buttons (Box of 36) Balsam Forest,,,,,,,,,1,$20.00 ,4,$39 
Reed Gardens 4oz Balsam Forest,,,,,,,,,1,$6.50 ,6,
Display Jar Black & Gold Label Balsam Forest,,,,,,,,,1,$12.50 ,1,
Classic Jar Candle 16oz Banana Nut,,,,,,,,,3,$9.50 ,12,$114 
Classic Jar Candle 26oz Banana Nut,,,,,,,,,3,$12.00 ,12,$144 
Double Wick Classic 16oz Banana Nut,,,,,,,,,3,$10.00 ,12,$120 
Candle Bars Banana Nut,,,,,,,,,1,$4.00 ,N/A,0.56
Buttons (Box of 36) Banana Nut,,,,,,,,,1,$20.00 ,4,$39 
Reed Gardens 4oz Banana Nut,,,,,,,,,1,$6.50 ,6,
Display Jar Classic Label Banana Nut,,,,,,,,,1,$12.50 ,1,
Display Jar Black & Gold Label Banana Nut,,,,,,,,,1,$12.50 ,1,
Classic Jar Candle 16oz Blueberry Parfait,,,,,,,,,3,$9.50 ,12,$114 
Classic Jar Candle 26oz Blueberry Parfait,,,,,,,,,3,$12.00 ,12,$144 
Double Wick Classic 16oz Blueberry Parfait,,,,,,,,,3,$10.00 ,12,$120 
McCall's Mason 16oz Blueberry Parfait,,,,,,,,,3,$7.50 ,12,$90 
Candle Bars Blueberry Parfait,,,,,,,,,1,$4.00 ,N/A,0.56
Buttons (Box of 36) Blueberry Parfait,,,,,,,,,1,$20.00 ,4,$39 
Reed Gardens 4oz Blueberry Parfait,,,,,,,,,1,$6.50 ,6,
Display Jar Classic Label Blueberry Parfait,,,,,,,,,1,$12.50 ,1,
Display Jar Black & Gold Label Blueberry Parfait,,,,,,,,,1,$12.50 ,1,
Classic Jar Candle 16oz NEW! Butterscotch Latte,,,,,,,,,3,$9.50 ,12,$114 
Classic Jar Candle 26oz NEW! Butterscotch Latte,,,,,,,,,3,$12.00 ,12,$144 
Double Wick Classic 16oz NEW! Butterscotch Latte,,,,,,,,,3,$10.00 ,12,$120 
Indulgence 18 oz NEW! Butterscotch Latte,,,,,,,,,3,$10.00 ,12,$120 
McCall's Mason 16oz NEW! Butterscotch Latte,,,,,,,,,3,$7.50 ,12,$90 
Candle Bars NEW! Butterscotch Latte,,,,,,,,,1,$4.00 ,N/A,0.56
Buttons (Box of 36) NEW! Butterscotch Latte,,,,,,,,,1,$20.00 ,4,$39 
Reed Gardens 4oz NEW! Butterscotch Latte,,,,,,,,,1,$6.50 ,6,
Display Jar Classic Label NEW! Butterscotch Latte,,,,,,,,,1,$12.50 ,1,
Display Jar Black & Gold Label NEW! Butterscotch Latte,,,,,,,,,1,$12.50 ,1,
Classic Jar Candle 16oz Cabin Scents,,,,,,,,,3,$9.50 ,12,$114 
Classic Jar Candle 26oz Cabin Scents,,,,,,,,,3,$12.00 ,12,$144 
Double Wick Classic 16oz Cabin Scents,,,,,,,,,3,$10.00 ,12,$120 
Indulgence 18 oz Cabin Scents,,,,,,,,,3,$10.00 ,12,$120 
McCall's Mason 16oz Cabin Scents,,,,,,,,,3,$7.50 ,12,$90 
Ltd Edition! Vintage 22 22oz Cans Cabin Scents,,,,,,,,,3,$7.50 ,12,$90 
Candle Bars Cabin Scents,,,,,,,,,1,$4.00 ,N/A,0.56
Buttons (Box of 36) Cabin Scents,,,,,,,,,1,$20.00 ,4,$39 
Reed Gardens 4oz Cabin Scents,,,,,,,,,1,$6.50 ,6,
Display Jar Classic Label Cabin Scents,,,,,,,,,1,$12.50 ,1,
Display Jar Black & Gold Label Cabin Scents,,,,,,,,,1,$12.50 ,1,
McCall's Mason 16oz NEW! Cedar Citronella,,,,,,,,,3,$7.50 ,12,$90 
Classic Jar Candle 16oz Chocolate & Berries,,,,,,,,,3,$9.50 ,12,$114 
Classic Jar Candle 26oz Chocolate & Berries,,,,,,,,,3,$12.00 ,12,$144 
Double Wick Classic 16oz Chocolate & Berries,,,,,,,,,3,$10.00 ,12,$120 
Indulgence 18 oz Chocolate & Berries,,,,,,,,,3,$10.00 ,12,$120 
McCall's Mason 16oz Chocolate & Berries,,,,,,,,,3,$7.50 ,12,$90 
Ltd Edition! Vintage 22 22oz Cans Chocolate & Berries,,,,,,,,,3,$7.50 ,12,$90 
Candle Bars Chocolate & Berries,,,,,,,,,1,$4.00 ,N/A,0.56
Buttons (Box of 36) Chocolate & Berries,,,,,,,,,1,$20.00 ,4,$39 
Reed Gardens 4oz Chocolate & Berries,,,,,,,,,1,$6.50 ,6,
Display Jar Classic Label Chocolate & Berries,,,,,,,,,1,$12.50 ,1,
Display Jar Black & Gold Label Chocolate & Berries,,,,,,,,,1,$12.50 ,1,
Classic Jar Candle 16oz Christmas Jingle,,,,,,,,,3,$9.50 ,12,$114 
Classic Jar Candle 26oz Christmas Jingle,,,,,,,,,3,$12.00 ,12,$144 
Double Wick Classic 16oz Christmas Jingle,,,,,,,,,3,$10.00 ,12,$120 
McCall's Mason 16oz Christmas Jingle,,,,,,,,,3,$7.50 ,12,$90 
Ltd Edition! Vintage 22 22oz Cans Christmas Jingle,,,,,,,,,3,$7.50 ,12,$90 
Candle Bars Christmas Jingle,,,,,,,,,1,$4.00 ,N/A,0.56
Buttons (Box of 36) Christmas Jingle,,,,,,,,,1,$20.00 ,4,$39 
Reed Gardens 4oz Christmas Jingle,,,,,,,,,1,$6.50 ,6,
Display Jar Classic Label Christmas Jingle,,,,,,,,,1,$12.50 ,1,
Display Jar Black & Gold Label Christmas Jingle,,,,,,,,,1,$12.50 ,1,
Classic Jar Candle 16oz Christmas Morning,,,,,,,,,3,$9.50 ,12,$114 
Classic Jar Candle 26oz Christmas Morning,,,,,,,,,3,$12.00 ,12,$144 
Double Wick Classic 16oz Christmas Morning,,,,,,,,,3,$10.00 ,12,$120 
McCall's Mason 16oz Christmas Morning,,,,,,,,,3,$7.50 ,12,$90 
Candle Bars Christmas Morning,,,,,,,,,1,$4.00 ,N/A,0.56
Buttons (Box of 36) Christmas Morning,,,,,,,,,1,$20.00 ,4,$39 
Reed Gardens 4oz Christmas Morning,,,,,,,,,1,$6.50 ,6,
Display Jar Classic Label Christmas Morning,,,,,,,,,1,$12.50 ,1,
Display Jar Black & Gold Label Christmas Morning,,,,,,,,,1,$12.50 ,1,
Classic Jar Candle 16oz Christmas Tree,,,,,,,,,3,$9.50 ,12,$114 
Classic Jar Candle 26oz Christmas Tree,,,,,,,,,3,$12.00 ,12,$144 
Double Wick Classic 16oz Christmas Tree,,,,,,,,,3,$10.00 ,12,$120 
McCall's Mason 16oz Christmas Tree,,,,,,,,,3,$7.50 ,12,$90 
Ltd Edition! Vintage 22 22oz Cans Christmas Tree,,,,,,,,,3,$7.50 ,12,$90 
Candle Bars Christmas Tree,,,,,,,,,1,$4.00 ,N/A,0.56
Buttons (Box of 36) Christmas Tree,,,,,,,,,1,$20.00 ,4,$39 
Reed Gardens 4oz Christmas Tree,,,,,,,,,1,$6.50 ,6,
Display Jar Classic Label Christmas Tree,,,,,,,,,1,$12.50 ,1,
Display Jar Black & Gold Label Christmas Tree,,,,,,,,,1,$12.50 ,1,
Classic Jar Candle 16oz Cinnamon,,,,,,,,,3,$9.50 ,12,$114 
Classic Jar Candle 26oz Cinnamon,,,,,,,,,3,$12.00 ,12,$144 
Double Wick Classic 16oz Cinnamon,,,,,,,,,3,$10.00 ,12,$120 
Candle Bars Cinnamon,,,,,,,,,1,$4.00 ,N/A,0.56
Buttons (Box of 36) Cinnamon,,,,,,,,,1,$20.00 ,4,$39 
Reed Gardens 4oz Cinnamon,,,,,,,,,1,$6.50 ,6,
Display Jar Classic Label Cinnamon,,,,,,,,,1,$12.50 ,1,
Display Jar Black & Gold Label Cinnamon,,,,,,,,,1,$12.50 ,1,
Classic Jar Candle 16oz Cinnamon & Cranberries,,,,,,,,,3,$9.50 ,12,$114 
Classic Jar Candle 26oz Cinnamon & Cranberries,,,,,,,,,3,$12.00 ,12,$144 
Double Wick Classic 16oz Cinnamon & Cranberries,,,,,,,,,3,$10.00 ,12,$120 
Indulgence 18 oz Cinnamon & Cranberries,,,,,,,,,3,$10.00 ,12,$120 
McCall's Mason 16oz Cinnamon & Cranberries,,,,,,,,,3,$7.50 ,12,$90 
Ltd Edition! Vintage 22 22oz Cans Cinnamon & Cranberries,,,,,,,,,3,$7.50 ,12,$90 
Candle Bars Cinnamon & Cranberries,,,,,,,,,1,$4.00 ,N/A,0.56
Buttons (Box of 36) Cinnamon & Cranberries,,,,,,,,,1,$20.00 ,4,$39 
Reed Gardens 4oz Cinnamon & Cranberries,,,,,,,,,1,$6.50 ,6,
Display Jar Classic Label Cinnamon & Cranberries,,,,,,,,,1,$12.50 ,1,
Display Jar Black & Gold Label Cinnamon & Cranberries,,,,,,,,,1,$12.50 ,1,
Classic Jar Candle 16oz Coconut Lime Verbena,,,,,,,,,3,$9.50 ,12,$114 
Classic Jar Candle 26oz Coconut Lime Verbena,,,,,,,,,3,$12.00 ,12,$144 
Double Wick Classic 16oz Coconut Lime Verbena,,,,,,,,,3,$10.00 ,12,$120 
Indulgence 18 oz Coconut Lime Verbena,,,,,,,,,3,$10.00 ,12,$120 
McCall's Mason 16oz Coconut Lime Verbena,,,,,,,,,3,$7.50 ,12,$90 
Ltd Edition! Vintage 22 22oz Cans Coconut Lime Verbena,,,,,,,,,3,$7.50 ,12,$90 
Candle Bars Coconut Lime Verbena,,,,,,,,,1,$4.00 ,N/A,0.56
Buttons (Box of 36) Coconut Lime Verbena,,,,,,,,,1,$20.00 ,4,$39 
Reed Gardens 4oz Coconut Lime Verbena,,,,,,,,,1,$6.50 ,6,
Display Jar Classic Label Coconut Lime Verbena,,,,,,,,,1,$12.50 ,1,
Display Jar Black & Gold Label Coconut Lime Verbena,,,,,,,,,1,$12.50 ,1,
Classic Jar Candle 16oz Cotton Candy,,,,,,,,,3,$9.50 ,12,$114 
Classic Jar Candle 26oz Cotton Candy,,,,,,,,,3,$12.00 ,12,$144 
Double Wick Classic 16oz Cotton Candy,,,,,,,,,3,$10.00 ,12,$120 
Indulgence 18 oz Cotton Candy,,,,,,,,,3,$10.00 ,12,$120 
McCall's Mason 16oz Cotton Candy,,,,,,,,,3,$7.50 ,12,$90 
Ltd Edition! Vintage 22 22oz Cans Cotton Candy,,,,,,,,,3,$7.50 ,12,$90 
Candle Bars Cotton Candy,,,,,,,,,1,$4.00 ,N/A,0.56
Buttons (Box of 36) Cotton Candy,,,,,,,,,1,$20.00 ,4,$39 
Reed Gardens 4oz Cotton Candy,,,,,,,,,1,$6.50 ,6,
Display Jar Classic Label Cotton Candy,,,,,,,,,1,$12.50 ,1,
Display Jar Black & Gold Label Cotton Candy,,,,,,,,,1,$12.50 ,1,
Classic Jar Candle 16oz Country Christmas,,,,,,,,,3,$9.50 ,12,$114 
Classic Jar Candle 26oz Country Christmas,,,,,,,,,3,$12.00 ,12,$144 
Double Wick Classic 16oz Country Christmas,,,,,,,,,3,$10.00 ,12,$120 
McCall's Mason 16oz Country Christmas,,,,,,,,,3,$7.50 ,12,$90 
Ltd Edition! Vintage 22 22oz Cans Country Christmas,,,,,,,,,3,$7.50 ,12,$90 
Candle Bars Country Christmas,,,,,,,,,1,$4.00 ,N/A,0.56
Buttons (Box of 36) Country Christmas,,,,,,,,,1,$20.00 ,4,$39 
Reed Gardens 4oz Country Christmas,,,,,,,,,1,$6.50 ,6,
Display Jar Classic Label Country Christmas,,,,,,,,,1,$12.50 ,1,
Display Jar Black & Gold Label Country Christmas,,,,,,,,,1,$12.50 ,1,
Classic Jar Candle 16oz Country Store,,,,,,,,,3,$9.50 ,12,$114 
Classic Jar Candle 26oz Country Store,,,,,,,,,3,$12.00 ,12,$144 
Double Wick Classic 16oz Country Store,,,,,,,,,3,$10.00 ,12,$120 
Indulgence 18 oz Country Store,,,,,,,,,3,$10.00 ,12,$120 
McCall's Mason 16oz Country Store,,,,,,,,,3,$7.50 ,12,$90 
Ltd Edition! Vintage 22 22oz Cans Country Store,,,,,,,,,3,$7.50 ,12,$90 
Candle Bars Country Store,,,,,,,,,1,$4.00 ,N/A,0.56
Buttons (Box of 36) Country Store,,,,,,,,,1,$20.00 ,4,$39 
Reed Gardens 4oz Country Store,,,,,,,,,1,$6.50 ,6,
Display Jar Classic Label Country Store,,,,,,,,,1,$12.50 ,1,
Display Jar Black & Gold Label Country Store,,,,,,,,,1,$12.50 ,1,
Classic Jar Candle 16oz Cozy Cabin,,,,,,,,,3,$9.50 ,12,$114 
Classic Jar Candle 26oz Cozy Cabin,,,,,,,,,3,$12.00 ,12,$144 
Double Wick Classic 16oz Cozy Cabin,,,,,,,,,3,$10.00 ,12,$120 
Indulgence 18 oz Cozy Cabin,,,,,,,,,3,$10.00 ,12,$120 
McCall's Mason 16oz Cozy Cabin,,,,,,,,,3,$7.50 ,12,$90 
Candle Bars Cozy Cabin,,,,,,,,,1,$4.00 ,N/A,0.56
Buttons (Box of 36) Cozy Cabin,,,,,,,,,1,$20.00 ,4,$39 
Reed Gardens 4oz Cozy Cabin,,,,,,,,,1,$6.50 ,6,
Display Jar Classic Label Cozy Cabin,,,,,,,,,1,$12.50 ,1,
Display Jar Black & Gold Label Cozy Cabin,,,,,,,,,1,$12.50 ,1,
Classic Jar Candle 16oz Creme Brulee,,,,,,,,,3,$9.50 ,12,$114 
Classic Jar Candle 26oz Creme Brulee,,,,,,,,,3,$12.00 ,12,$144 
Double Wick Classic 16oz Creme Brulee,,,,,,,,,3,$10.00 ,12,$120 
Ltd Edition! Vintage 22 22oz Cans Creme Brulee,,,,,,,,,3,$7.50 ,12,$90 
Candle Bars Creme Brulee,,,,,,,,,1,$4.00 ,N/A,0.56
Buttons (Box of 36) Creme Brulee,,,,,,,,,1,$20.00 ,4,$39 
Reed Gardens 4oz Creme Brulee,,,,,,,,,1,$6.50 ,6,
Display Jar Classic Label Creme Brulee,,,,,,,,,1,$12.50 ,1,
Display Jar Black & Gold Label Creme Brulee,,,,,,,,,1,$12.50 ,1,
Classic Jar Candle 16oz Farmer's Market,,,,,,,,,3,$9.50 ,12,$114 
Classic Jar Candle 26oz Farmer's Market,,,,,,,,,3,$12.00 ,12,$144 
Double Wick Classic 16oz Farmer's Market,,,,,,,,,3,$10.00 ,12,$120 
Ltd Edition! Vintage 22 22oz Cans Farmer's Market,,,,,,,,,3,$7.50 ,12,$90 
Candle Bars Farmer's Market,,,,,,,,,1,$4.00 ,N/A,0.56
Buttons (Box of 36) Farmer's Market,,,,,,,,,1,$20.00 ,4,$39 
Reed Gardens 4oz Farmer's Market,,,,,,,,,1,$6.50 ,6,
Display Jar Classic Label Farmer's Market,,,,,,,,,1,$12.50 ,1,
Display Jar Black & Gold Label Farmer's Market,,,,,,,,,1,$12.50 ,1,
Classic Jar Candle 16oz Flower Shoppe,,,,,,,,,3,$9.50 ,12,$114 
Classic Jar Candle 26oz Flower Shoppe,,,,,,,,,3,$12.00 ,12,$144 
Double Wick Classic 16oz Flower Shoppe,,,,,,,,,3,$10.00 ,12,$120 
Candle Bars Flower Shoppe,,,,,,,,,1,$4.00 ,N/A,0.56
Buttons (Box of 36) Flower Shoppe,,,,,,,,,1,$20.00 ,4,$39 
Reed Gardens 4oz Flower Shoppe,,,,,,,,,1,$6.50 ,6,
Display Jar Classic Label Flower Shoppe,,,,,,,,,1,$12.50 ,1,
Display Jar Black & Gold Label Flower Shoppe,,,,,,,,,1,$12.50 ,1,
Classic Jar Candle 16oz Fresh Apple,,,,,,,,,3,$9.50 ,12,$114 
Classic Jar Candle 26oz Fresh Apple,,,,,,,,,3,$12.00 ,12,$144 
Double Wick Classic 16oz Fresh Apple,,,,,,,,,3,$10.00 ,12,$120 
Indulgence 18 oz Fresh Apple,,,,,,,,,3,$10.00 ,12,$120 
McCall's Mason 16oz Fresh Apple,,,,,,,,,3,$7.50 ,12,$90 
Ltd Edition! Vintage 22 22oz Cans Fresh Apple,,,,,,,,,3,$7.50 ,12,$90 
Candle Bars Fresh Apple,,,,,,,,,1,$4.00 ,N/A,0.56
Buttons (Box of 36) Fresh Apple,,,,,,,,,1,$20.00 ,4,$39 
Reed Gardens 4oz Fresh Apple,,,,,,,,,1,$6.50 ,6,
Display Jar Classic Label Fresh Apple,,,,,,,,,1,$12.50 ,1,
Display Jar Black & Gold Label Fresh Apple,,,,,,,,,1,$12.50 ,1,
Classic Jar Candle 16oz Fresh Strawberries,,,,,,,,,3,$9.50 ,12,$114 
Classic Jar Candle 26oz Fresh Strawberries,,,,,,,,,3,$12.00 ,12,$144 
Double Wick Classic 16oz Fresh Strawberries,,,,,,,,,3,$10.00 ,12,$120 
Indulgence 18 oz Fresh Strawberries,,,,,,,,,3,$10.00 ,12,$120 
McCall's Mason 16oz Fresh Strawberries,,,,,,,,,3,$7.50 ,12,$90 
Ltd Edition! Vintage 22 22oz Cans Fresh Strawberries,,,,,,,,,3,$7.50 ,12,$90 
Candle Bars Fresh Strawberries,,,,,,,,,1,$4.00 ,N/A,0.56
Buttons (Box of 36) Fresh Strawberries,,,,,,,,,1,$20.00 ,4,$39 
Reed Gardens 4oz Fresh Strawberries,,,,,,,,,1,$6.50 ,6,
Display Jar Classic Label Fresh Strawberries,,,,,,,,,1,$12.50 ,1,
Display Jar Black & Gold Label Fresh Strawberries,,,,,,,,,1,$12.50 ,1,
Classic Jar Candle 16oz Gardenia,,,,,,,,,3,$9.50 ,12,$114 
Classic Jar Candle 26oz Gardenia,,,,,,,,,3,$12.00 ,12,$144 
Double Wick Classic 16oz Gardenia,,,,,,,,,3,$10.00 ,12,$120 
Candle Bars Gardenia,,,,,,,,,1,$4.00 ,N/A,0.56
Buttons (Box of 36) Gardenia,,,,,,,,,1,$20.00 ,4,$39 
Reed Gardens 4oz Gardenia,,,,,,,,,1,$6.50 ,6,
Display Jar Classic Label Gardenia,,,,,,,,,1,$12.50 ,1,
Display Jar Black & Gold Label Gardenia,,,,,,,,,1,$12.50 ,1,
Classic Jar Candle 16oz Ginger Peach,,,,,,,,,3,$9.50 ,12,$114 
Classic Jar Candle 26oz Ginger Peach,,,,,,,,,3,$12.00 ,12,$144 
Double Wick Classic 16oz Ginger Peach,,,,,,,,,3,$10.00 ,12,$120 
Indulgence 18 oz Ginger Peach,,,,,,,,,3,$10.00 ,12,$120 
McCall's Mason 16oz Ginger Peach,,,,,,,,,3,$7.50 ,12,$90 
Ltd Edition! Vintage 22 22oz Cans Ginger Peach,,,,,,,,,3,$7.50 ,12,$90 
Candle Bars Ginger Peach,,,,,,,,,1,$4.00 ,N/A,0.56
Buttons (Box of 36) Ginger Peach,,,,,,,,,1,$20.00 ,4,$39 
Reed Gardens 4oz Ginger Peach,,,,,,,,,1,$6.50 ,6,
Display Jar Classic Label Ginger Peach,,,,,,,,,1,$12.50 ,1,
Display Jar Black & Gold Label Ginger Peach,,,,,,,,,1,$12.50 ,1,
Classic Jar Candle 16oz Grandma's Kitchen,,,,,,,,,3,$9.50 ,12,$114 
Classic Jar Candle 26oz Grandma's Kitchen,,,,,,,,,3,$12.00 ,12,$144 
Double Wick Classic 16oz Grandma's Kitchen,,,,,,,,,3,$10.00 ,12,$120 
Indulgence 18 oz Grandma's Kitchen,,,,,,,,,3,$10.00 ,12,$120 
McCall's Mason 16oz Grandma's Kitchen,,,,,,,,,3,$7.50 ,12,$90 
Candle Bars Grandma's Kitchen,,,,,,,,,1,$4.00 ,N/A,0.56
Buttons (Box of 36) Grandma's Kitchen,,,,,,,,,1,$20.00 ,4,$39 
Reed Gardens 4oz Grandma's Kitchen,,,,,,,,,1,$6.50 ,6,
Display Jar Classic Label Grandma's Kitchen,,,,,,,,,1,$12.50 ,1,
Display Jar Black & Gold Label Grandma's Kitchen,,,,,,,,,1,$12.50 ,1,
Classic Jar Candle 16oz Grapefruit Mélange,,,,,,,,,3,$9.50 ,12,$114 
Classic Jar Candle 26oz Grapefruit Mélange,,,,,,,,,3,$12.00 ,12,$144 
Double Wick Classic 16oz Grapefruit Mélange,,,,,,,,,3,$10.00 ,12,$120 
Indulgence 18 oz Grapefruit Mélange,,,,,,,,,3,$10.00 ,12,$120 
McCall's Mason 16oz Grapefruit Mélange,,,,,,,,,3,$7.50 ,12,$90 
Ltd Edition! Vintage 22 22oz Cans Grapefruit Mélange,,,,,,,,,3,$7.50 ,12,$90 
Candle Bars Grapefruit Mélange,,,,,,,,,1,$4.00 ,N/A,0.56
Buttons (Box of 36) Grapefruit Mélange,,,,,,,,,1,$20.00 ,4,$39 
Reed Gardens 4oz Grapefruit Mélange,,,,,,,,,1,$6.50 ,6,
Display Jar Classic Label Grapefruit Mélange,,,,,,,,,1,$12.50 ,1,
Display Jar Black & Gold Label Grapefruit Mélange,,,,,,,,,1,$12.50 ,1,
Classic Jar Candle 16oz Haley's Butter Frosting,,,,,,,,,3,$9.50 ,12,$114 
Classic Jar Candle 26oz Haley's Butter Frosting,,,,,,,,,3,$12.00 ,12,$144 
Double Wick Classic 16oz Haley's Butter Frosting,,,,,,,,,3,$10.00 ,12,$120 
Indulgence 18 oz Haley's Butter Frosting,,,,,,,,,3,$10.00 ,12,$120 
McCall's Mason 16oz Haley's Butter Frosting,,,,,,,,,3,$7.50 ,12,$90 
Candle Bars Haley's Butter Frosting,,,,,,,,,1,$4.00 ,N/A,0.56
Buttons (Box of 36) Haley's Butter Frosting,,,,,,,,,1,$20.00 ,4,$39 
Reed Gardens 4oz Haley's Butter Frosting,,,,,,,,,1,$6.50 ,6,
Display Jar Classic Label Haley's Butter Frosting,,,,,,,,,1,$12.50 ,1,
Display Jar Black & Gold Label Haley's Butter Frosting,,,,,,,,,1,$12.50 ,1,
Classic Jar Candle 16oz Honey & Cornbread,,,,,,,,,3,$9.50 ,12,$114 
Classic Jar Candle 26oz Honey & Cornbread,,,,,,,,,3,$12.00 ,12,$144 
Double Wick Classic 16oz Honey & Cornbread,,,,,,,,,3,$10.00 ,12,$120 
McCall's Mason 16oz Honey & Cornbread,,,,,,,,,3,$7.50 ,12,$90 
Ltd Edition! Vintage 22 22oz Cans Honey & Cornbread,,,,,,,,,3,$7.50 ,12,$90 
Candle Bars Honey & Cornbread,,,,,,,,,1,$4.00 ,N/A,0.56
Buttons (Box of 36) Honey & Cornbread,,,,,,,,,1,$20.00 ,4,$39 
Reed Gardens 4oz Honey & Cornbread,,,,,,,,,1,$6.50 ,6,
Display Jar Classic Label Honey & Cornbread,,,,,,,,,1,$12.50 ,1,
Display Jar Black & Gold Label Honey & Cornbread,,,,,,,,,1,$12.50 ,1,
Classic Jar Candle 16oz Hot Buttered Rum,,,,,,,,,3,$9.50 ,12,$114 
Classic Jar Candle 26oz Hot Buttered Rum,,,,,,,,,3,$12.00 ,12,$144 
Double Wick Classic 16oz Hot Buttered Rum,,,,,,,,,3,$10.00 ,12,$120 
Indulgence 18 oz Hot Buttered Rum,,,,,,,,,3,$10.00 ,12,$120 
McCall's Mason 16oz Hot Buttered Rum,,,,,,,,,3,$7.50 ,12,$90 
Ltd Edition! Vintage 22 22oz Cans Hot Buttered Rum,,,,,,,,,3,$7.50 ,12,$90 
Candle Bars Hot Buttered Rum,,,,,,,,,1,$4.00 ,N/A,0.56
Buttons (Box of 36) Hot Buttered Rum,,,,,,,,,1,$20.00 ,4,$39 
Reed Gardens 4oz Hot Buttered Rum,,,,,,,,,1,$6.50 ,6,
Display Jar Classic Label Hot Buttered Rum,,,,,,,,,1,$12.50 ,1,
Display Jar Black & Gold Label Hot Buttered Rum,,,,,,,,,1,$12.50 ,1,
Classic Jar Candle 16oz Laura's Lemon Loaf,,,,,,,,,3,$9.50 ,12,$114 
Classic Jar Candle 26oz Laura's Lemon Loaf,,,,,,,,,3,$12.00 ,12,$144 
Double Wick Classic 16oz Laura's Lemon Loaf,,,,,,,,,3,$10.00 ,12,$120 
Indulgence 18 oz Laura's Lemon Loaf,,,,,,,,,3,$10.00 ,12,$120 
McCall's Mason 16oz Laura's Lemon Loaf,,,,,,,,,3,$7.50 ,12,$90 
Ltd Edition! Vintage 22 22oz Cans Laura's Lemon Loaf,,,,,,,,,3,$7.50 ,12,$90 
Candle Bars Laura's Lemon Loaf,,,,,,,,,1,$4.00 ,N/A,0.56
Buttons (Box of 36) Laura's Lemon Loaf,,,,,,,,,1,$20.00 ,4,$39 
Reed Gardens 4oz Laura's Lemon Loaf,,,,,,,,,1,$6.50 ,6,
Display Jar Classic Label Laura's Lemon Loaf,,,,,,,,,1,$12.50 ,1,
Display Jar Black & Gold Label Laura's Lemon Loaf,,,,,,,,,1,$12.50 ,1,
Classic Jar Candle 16oz NEW! Lavender Magnolia,,,,,,,,,3,$9.50 ,12,$114 
Classic Jar Candle 26oz NEW! Lavender Magnolia,,,,,,,,,3,$12.00 ,12,$144 
Double Wick Classic 16oz NEW! Lavender Magnolia,,,,,,,,,3,$10.00 ,12,$120 
Indulgence 18 oz NEW! Lavender Magnolia,,,,,,,,,3,$10.00 ,12,$120 
