BODY BUTTER - 8 oz.,CBB8,BODY CARE PRODUCTS|BODY BUTTER,,,,,,,,1,17.38,,,,,1,bedrock400,bedrock160,https://sep.yimg.com/ca/I/yhst-9186916-9_2636_235384351,yhst-9186916-9_2636_235384351,,,bedrock800,yhst-9186916-9_2636_235384351
LAVENDER FIR NEEDLE BODY BUTTER - 8 OZ.,CBB8Lav,SHOP BY FRAGRANCE|LAVENDER|LAVENDER FIR NEEDLE BODY BUTTER|LAVENDER FIR NEEDLE PRODUCTS|LAVENDER FIR NEEDLE BODY BUTTER,,,,,,,,1,23.63,,,,,1,bedrock400,bedrock160,https://sep.yimg.com/ca/I/yhst-9186916-9_2640_44128258,yhst-9186916-9_2640_44128258,,,bedrock800,yhst-9186916-9_2640_44128258
SEA SALT SCRUB - 6 oz.,CSS6,BODY CARE PRODUCTS|FIR NEEDLE SEA SALT SCRUB|FIR NEEDLE SEA SALT SCRUB,,,,,,,,1,10.75,,,,,1,bedrock400,bedrock160,https://sep.yimg.com/ca/I/yhst-9186916-9_2636_209268169,yhst-9186916-9_2636_209268169,,,bedrock800,yhst-9186916-9_2636_209268169
LAVENDER/FIR WRAPPED SOAP,LAVWRAP4,LAVENDER FIR NEEDLE PRODUCTS|LAVENDER SOAPS|SHOP BY FRAGRANCE|LAVENDER|BODY CARE PRODUCTS|FIR NEEDLE SOAPS|WRAPPED SOAPS|FIR NEEDLE SOAPS|WRAPPED SOAPS,,,,,,,,1,9.75,,,,,1,bedrock400,bedrock160,https://sep.yimg.com/ca/I/yhst-9186916-9_2636_211888799,yhst-9186916-9_2636_211888799,,,bedrock800,yhst-9186916-9_2636_211888799
PENNSYLVANIA SHAPE - 4 oz.,PAShape,BODY CARE PRODUCTS|FIR NEEDLE SOAPS|STATE SOAPS|FIR NEEDLE SOAPS|STATE SOAPS,,,,,,,,1,13.08,,,,,1,bedrock400,bedrock160,https://sep.yimg.com/ca/I/yhst-9186916-9_2636_198563651,yhst-9186916-9_2636_198563651,,,bedrock800,yhst-9186916-9_2636_198563651
MINNESOTA - 4 oz.,MNShape,BODY CARE PRODUCTS|FIR NEEDLE SOAPS|STATE SOAPS|FIR NEEDLE SOAPS|STATE SOAPS,,,,,,,,1,13.08,,,,,1,bedrock400,bedrock160,https://sep.yimg.com/ca/I/yhst-9186916-9_2636_200555098,yhst-9186916-9_2636_200555098,,,bedrock800,yhst-9186916-9_2636_200555098
CANDLE TIN 2 oz.,CT2Bay,SHOP BY FRAGRANCE|BAYBERRY,,,,,,,,1,7.08,,,,,1,bedrock400,bedrock160,https://sep.yimg.com/ca/I/yhst-9186916-9_2638_167914556,yhst-9186916-9_2638_167914556,,,bedrock800,yhst-9186916-9_2638_167914556
CANDLE TIN 2 OZ,CT2CIN,SHOP BY FRAGRANCE|CINNAMON ROSEMARY|CANDLE TINS,,,,,,,,1,7.88,,,,,1,bedrock400,bedrock160,https://sep.yimg.com/ca/I/yhst-9186916-9_2640_186621545,yhst-9186916-9_2640_186621545,,,bedrock800,yhst-9186916-9_2640_186621545
CANDLE TIN 2 oz.,CT2Jun,SHOP BY FRAGRANCE|JUNIPER,,,,,,,,1,7.08,,,,,1,bedrock400,bedrock160,https://sep.yimg.com/ca/I/yhst-9186916-9_2638_322181811,yhst-9186916-9_2638_322181811,,,bedrock800,yhst-9186916-9_2638_322181811
CANDLE TIN 2 oz.,CT2Lem,SHOP BY FRAGRANCE|LEMONGRASS,,,,,,,,1,7.08,,,,,1,bedrock400,bedrock160,https://sep.yimg.com/ca/I/yhst-9186916-9_2638_240751186,yhst-9186916-9_2638_240751186,,,bedrock800,yhst-9186916-9_2638_240751186
