"Townsend Black 21"" Table Lamp with Black Cows on White Shade - ",L2390BK-U21-L2390BK-U10,Home|Collections|Table Lamps,L2390BK-U10,,,,,,,2,57,4,44.5,,,2,ahs400,ahs160,https://www.ahomesteadshoppe.com/images/L2390BK-U21.jpeg,L2390BK-U21.jpeg,"Townsend Black 21"" Table Lamp with Black Cows on White Shade",,ahs800,L2390BK-U21.jpeg
"Townsend Black 21"" Table Lamp Base - ",L2390BK-L2390BK-U10,Home|Lamps|Table Lamps,L2390BK-U10,,,,,,,2,28.5,4,22.5,,,2,ahs400,ahs160,https://www.ahomesteadshoppe.com/images/product_images/L2390BK.jpg,L2390BK.jpg,"Townsend Black 21"" Table Lamp Base
We suggest using a 10"" drum shade or a 12"" empire shade with this base.",,ahs800,L2390BK.jpg
"Townsend Black 21"" Table Lamp, Piggy and Friends - ",L2390BK-U15-L2390BK-U10,Home|Collections|Table Lamps,L2390BK-U10,,,,,,,2,42,,,,,2,ahs400,ahs160,https://www.ahomesteadshoppe.com/images/L2390BK-U15.jpg,L2390BK-U15.jpg,"Townsend Black 21"" Table Lamp, Piggy and Friends",,ahs800,L2390BK-U15.jpg
Townsend Black Table Lamp with Expressions Shade - ,L2390BK-U10-L2390BK-U10,Home|Lamps|Table Lamps,L2390BK-U10,,,,,,,2,42,,,,,2,ahs400,ahs160,https://www.ahomesteadshoppe.com/images/L2390BK-U10.jpg,L2390BK-U10.jpg,"Townsend Wood Black Table Lamp
Expressions Shade:
Faith, Family, Friends",,ahs800,L2390BK-U10.jpg
Townsend Black Table Lamp with Expressions Shade - ,L2390BK-U5-L2390BK-U10,Home|Lamps|Table Lamps,L2390BK-U10,,,,,,,1,42,2,40,,,1,ahs400,ahs160,https://www.ahomesteadshoppe.com/images/L2390BK-U5.jpg,L2390BK-U5.jpg,"Townsend Black Wood Table Lamp
""Home Sweet Home"" Shade",,ahs800,L2390BK-U5.jpg
"Townsend Black 21"" Table Lamp with Black Cows on White Shade - ",L2390BK-U21-L2390BK-U11,Home|Collections|Table Lamps,L2390BK-U11,,,,,,,2,57,4,44.5,,,2,ahs400,ahs160,https://www.ahomesteadshoppe.com/images/L2390BK-U21.jpeg,L2390BK-U21.jpeg,"Townsend Black 21"" Table Lamp with Black Cows on White Shade",,ahs800,L2390BK-U21.jpeg
"Townsend Black 21"" Table Lamp Base - ",L2390BK-L2390BK-U11,Home|Lamps|Table Lamps,L2390BK-U11,,,,,,,2,28.5,4,22.5,,,2,ahs400,ahs160,https://www.ahomesteadshoppe.com/images/product_images/L2390BK.jpg,L2390BK.jpg,"Townsend Black 21"" Table Lamp Base
We suggest using a 10"" drum shade or a 12"" empire shade with this base.",,ahs800,L2390BK.jpg
"Townsend Black 21"" Table Lamp, Piggy and Friends - ",L2390BK-U15-L2390BK-U11,Home|Collections|Table Lamps,L2390BK-U11,,,,,,,2,42,,,,,2,ahs400,ahs160,https://www.ahomesteadshoppe.com/images/L2390BK-U15.jpg,L2390BK-U15.jpg,"Townsend Black 21"" Table Lamp, Piggy and Friends",,ahs800,L2390BK-U15.jpg
Townsend Black Table Lamp with Expressions Shade - ,L2390BK-U10-L2390BK-U11,Home|Lamps|Table Lamps,L2390BK-U11,,,,,,,2,42,,,,,2,ahs400,ahs160,https://www.ahomesteadshoppe.com/images/L2390BK-U10.jpg,L2390BK-U10.jpg,"Townsend Wood Black Table Lamp
Expressions Shade:
Faith, Family, Friends",,ahs800,L2390BK-U10.jpg
Townsend Black Table Lamp with Expressions Shade - ,L2390BK-U5-L2390BK-U11,Home|Lamps|Table Lamps,L2390BK-U11,,,,,,,1,42,2,40,,,1,ahs400,ahs160,https://www.ahomesteadshoppe.com/images/L2390BK-U5.jpg,L2390BK-U5.jpg,"Townsend Black Wood Table Lamp
""Home Sweet Home"" Shade",,ahs800,L2390BK-U5.jpg
"Townsend Black 21"" Table Lamp with Black Cows on White Shade - ",L2390BK-U21-L2390BK-U12,Home|Collections|Table Lamps,L2390BK-U12,,,,,,,2,57,4,44.5,,,2,ahs400,ahs160,https://www.ahomesteadshoppe.com/images/L2390BK-U21.jpeg,L2390BK-U21.jpeg,"Townsend Black 21"" Table Lamp with Black Cows on White Shade",,ahs800,L2390BK-U21.jpeg
