Item #SN5877,Glass and glitter.,http://bethanylowe.com/media/2016/01/SN5877.jpg
Item #TD5082,"Flocked resin.
4 3/4″ x 3″.",http://bethanylowe.com/media/2015/12/TD5082.jpg
Item #TI514,"Paper mache and paper.
37 1/2″ x 18 1/2″.",http://bethanylowe.com/media/2015/10/TI5214.jpg
Item #TD5115,"Tin with clever apothecary label.
14″ x 5″, not including handle.",http://bethanylowe.com/media/2015/10/TF5115.jpg
Item #AD5401,"PVC and MDF.
30″ x 15″.",http://bethanylowe.com/media/2016/01/AD5401.jpg
Item #AD5400,"PVC and MDF.
30″ x 15″.",http://bethanylowe.com/media/2016/01/AD5400.jpg
Item #LC5521,"Resin and glitter.
5″ X 3″.",http://bethanylowe.com/media/2015/12/LC5521.jpg
Item #TD5075,"Resin, glitter and bells. Set of 2.
7 1/4″ x 9 1/2″.",http://bethanylowe.com/media/2016/01/TD5075.jpg
Item #TD5064,"Resin, glitter, feathers and tinsel. 3 Assorted.",http://bethanylowe.com/media/2016/01/TD5064.jpg
Item #LO5687,"Set of 24.
4″.",http://bethanylowe.com/media/2015/12/LO5687.jpg
Item #TJ597,"Paper mache, resin, ribbon and glitter.
13 1/2″ X 7″.",http://bethanylowe.com/media/2015/06/TJ5297.jpg
Item #LC5504,"MDF and wire. 3 Assorted.
3″ x 4 1/2″.",http://bethanylowe.com/media/2015/12/LC5504.jpg
Item #LC5503,2 Assorted.,http://bethanylowe.com/media/2016/02/LC5503.jpg
Item #TD5079,"Resin and glitter.
5 1/4″ x 2 1/2″.",http://bethanylowe.com/media/2016/01/TD5079.jpg
Item #TD5087,"Resin.
4 1/4″ x 3″.",http://bethanylowe.com/media/2015/12/TD5057.jpg
Item #RL5787,"MDF. Set of 9.
4″ x 3″.",http://bethanylowe.com/media/2016/01/RL5787.jpg
Item #TF5118,"Tin. Set of 3.
8″ x 5 1/2″, 7″ x 5″ and 6″ x 4 1/4.",http://bethanylowe.com/media/2016/01/TF5118.jpg
Item #TF5117,"Tin with chain.
14″ x 16″.",http://bethanylowe.com/media/2015/12/TF5117.jpg
Item #LC5527,"Paper, beads and Styrofoam.
18″ X 9″.",http://bethanylowe.com/media/2015/12/LC5527.jpg
Item #LC5526,"Glittered Styrofoam.
14 1/2″ X 9″.",http://bethanylowe.com/media/2016/01/LC5526.jpg
Item #TF5119,"Tin.
18 1/4″ x 12 1/4″.",http://bethanylowe.com/media/2015/12/TF5119.jpg
Item #LO5681,"Paper and greenery.
12 1/2″ x 5″.",http://bethanylowe.com/media/2016/01/LO5681.jpg
Item #HH5128,"Paper pulp, crepe and paper.
14 1/4″ x 4 1/2″.",http://bethanylowe.com/media/2016/02/HH5128.jpg
Item #SN5862,"Bottle brush and glitter.
8″.",http://bethanylowe.com/media/2016/01/SN5862.jpg
Item #SN5859,"Mercury glass with glass glitter. Set of 8.
1 1/2″ x 3/4″, 1 1/4″ x 1 1/4″ and 1 1/4″ x 1 1/2″.",http://bethanylowe.com/media/2016/01/SN5859.jpg
Item #SN5837,"Tinsel. Set of 2.
12 1/2″ and 14″.",http://bethanylowe.com/media/2016/01/SN5837.jpg
Item #LO5664,"Glass, glass glitter and sequins.
11″.",http://bethanylowe.com/media/2015/12/LO5664.jpg
Item #LO5665,"Glass, glass glitter and sequins.
7 1/2″.",http://bethanylowe.com/media/2015/12/LO5665.jpg
Item #SN5853,"Mercury glass and bullion.
15 1/2″ x 2 1/2″.",http://bethanylowe.com/media/2016/01/SN5853.jpg
Item #SN5855,"Glass and glitter.
2 1/2″ Diameter.",http://bethanylowe.com/media/2015/12/SN5855.jpg
Item #SN5856,"Glass and glitter.
3 12″ Diameter.",http://bethanylowe.com/media/2016/02/SN5856.jpg
Item #LO5689,"Glass, sequins and glass glitter.
2 1/4″ Diameter.",http://bethanylowe.com/media/2015/12/LO5689.jpg
Item #LO5690,"Glass, sequins and glass glitter.
3″ Diameter.",http://bethanylowe.com/media/2015/12/LO5690.jpg
Item #SN5863,"Glass with organza ribbon. 4 Assorted.
2 1/4″ Diameter.",http://bethanylowe.com/media/2016/01/SN5863.jpg
Item #LO5662,"Glass, glass glitter and sequins.
4 1/2″ x 3″.",http://bethanylowe.com/media/2015/12/LO5662.jpg
Item #LO5674,"Resin, glitter and greenery.
4″ x 6″.",http://bethanylowe.com/media/2016/01/LO5674.jpg
Item #LO5663,"Glass, glass glitter, sequins and velvet ribbon.
10 1/2″ x 4″.",http://bethanylowe.com/media/2015/12/LO5663.jpg
Item #SN5842,"Glass.
5″ Diameter.",http://bethanylowe.com/media/2016/01/SN5842.jpg
Item #TP5282,"Paper mâché and pressed paper.
12 1/4″ x 6″.",http://bethanylowe.com/media/2015/12/TP5282.jpg
Item #CP5906,"Resin.
7 1/2″ x 2 1/2″.",http://bethanylowe.com/media/2016/02/CP5906.jpg
Item #CP5907,"By Saturday Evening Post Society for
Bethany Lowe Designs.
Resin.
5 1/4″ x 2 1/2″.",http://bethanylowe.com/media/2016/01/CP5907.jpg
Item #SN5851,"Glass.
2″ x 4″.",http://bethanylowe.com/media/2016/01/SN5851.jpg
Item #LO5678,"Glass and sugar glitter.
4 1/2″ x 2 3/4″.",http://bethanylowe.com/media/2015/12/LO5678.jpg
Item #SN5864,"Paper and ribbon.
98″ X 8 1/2″.",http://bethanylowe.com/media/2016/01/SN5864.jpg
Item #LO5691,"Aged paper and metal.
37″ x 24 1/2″.",http://bethanylowe.com/media/2015/12/LO5691.jpg
Item #TP563,"Pressed paper with vintage images. Set of 3.
9″ x 8 3/4″, 7″ x 7 1/4″ and 6″ x 5 1/2″.",http://bethanylowe.com/media/2015/10/TP5263.jpg
Item #LO5679,"Glass.
4 1/2″ x 2 1/2″.",http://bethanylowe.com/media/2015/12/LO5679.jpg
Item #TJ5339,"Hand-painted resin with flocking, fabric leaves, woven basket and paper mâchê.
23″ x 12″.",http://bethanylowe.com/media/2016/02/TJ5339.jpg
Item #LC5515,"Resin, glitter and bell.
10″ x 6 1/2″.",http://bethanylowe.com/media/2015/12/LC5515.jpg
