White Snowflake Pop-Ons (20pk),Item #10-8063, ,20-Pack White Snowflake Pop-Ons.,,,,,,,Minimum order: 2,$10.00 each,,,,,Minimum order: 2,VickieJeans400,VickieJeans160,http://www.vickiejeanscreations.com/admin/uploads/items/54.jpg,54.jpg,,,VickieJeans800,54.jpg
Black Fluted Remote Operated LED Battery Candle,Item #04-0255, ,"""NEW"" Black Fluted Base Remote Operated LED Battery Candle. All you need is (1) AA Battery. Candle approximately 7"" tall. Choose from a variety of different colored candles. Remote Sold Separately at $2.00 each (#04-0254). No matter the quantity (1) Remote will turn all candles on and off. Made in USA!",,,,,,,Minimum order: 2,$10.50 each,,,,,Minimum order: 2,VickieJeans400,VickieJeans160,http://www.vickiejeanscreations.com/admin/uploads/items/749.jpg,749.jpg,,,VickieJeans800,749.jpg
"Red, Warm & Blue Star Pop-Ons (20pk)",Item #10-8003, ,"20-Pack Red, Warm & Blue Star Pop-Ons.",,,,,,,Minimum order: 2,$10.00 each,,,,,Minimum order: 2,VickieJeans400,VickieJeans160,http://www.vickiejeanscreations.com/admin/uploads/items/56.jpg,56.jpg,,,VickieJeans800,56.jpg
Pastel Star Pop-Ons (20pk),Item #10-8006, ,20-Pack Pastel Star Pop-Ons.,,,,,,,Minimum order: 2,$10.00 each,,,,,Minimum order: 2,VickieJeans400,VickieJeans160,http://www.vickiejeanscreations.com/admin/uploads/items/57.jpg,57.jpg,,,VickieJeans800,57.jpg
"Red, Warm & Green Star Pop-Ons (20pk)",Item #10-8029, ,"20-Pack Red, Warm & Green Star Christmas Pop-Ons.",,,,,,,Minimum order: 2,$10.00 each,,,,,Minimum order: 2,VickieJeans400,VickieJeans160,http://www.vickiejeanscreations.com/admin/uploads/items/58.jpg,58.jpg,,,VickieJeans800,58.jpg
Autumn Harvest (4 Watt Bulb),Item #01-3301, ,Autumn Harvest Scented 4 Watt Candelabra Bulb.,,,,,,,Minimum order: 6,$1.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,http://www.vickiejeanscreations.com/admin/uploads/items/59.jpg,59.jpg,,,VickieJeans800,59.jpg
Baby Powder (4 Watt Bulb),Item #01-3302, ,Baby Powder Scented 4 Watt Candelabra Bulb.,,,,,,,Minimum order: 6,$1.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,http://www.vickiejeanscreations.com/admin/uploads/items/60.jpg,60.jpg,,,VickieJeans800,60.jpg
Cocoa Mint (4 Watt Bulb),Item #01-3303, ,Cocoa Mint Scented 4 Watt Candelabra Bulb.,,,,,,,Minimum order: 6,$1.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,http://www.vickiejeanscreations.com/admin/uploads/items/61.jpg,61.jpg,,,VickieJeans800,61.jpg
English Lavender (4 Watt Bulb),Item #01-3304, ,English Lavender Scented 4 Watt Candelabra Bulb.,,,,,,,Minimum order: 6,$1.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,http://www.vickiejeanscreations.com/admin/uploads/items/62.jpg,62.jpg,,,VickieJeans800,62.jpg
Lilac (4 Watt Bulb),Item #01-3305, ,Lilac Scented 4 Watt Candelabra Bulb.,,,,,,,Minimum order: 6,$1.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,http://www.vickiejeanscreations.com/admin/uploads/items/63.jpg,63.jpg,,,VickieJeans800,63.jpg
Pink Grapefruit (4 Watt Bulb),Item #01-3306, ,Pink Grapefruit Scented 4 Watt Candelabra Bulb.,,,,,,,Minimum order: 6,$1.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,http://www.vickiejeanscreations.com/admin/uploads/items/64.jpg,64.jpg,,,VickieJeans800,64.jpg
Sea Mist (4 Watt Bulb),Item #01-3307, ,Sea Mist Scented 4 Watt Candelabra Bulb.,,,,,,,Minimum order: 6,$1.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,http://www.vickiejeanscreations.com/admin/uploads/items/65.jpg,65.jpg,,,VickieJeans800,65.jpg
Soft Linen (4 Watt Bulb),Item #01-3308, ,Soft Linen Scented 4 Watt Candelabra Bulb.,,,,,,,Minimum order: 6,$1.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,http://www.vickiejeanscreations.com/admin/uploads/items/66.jpg,66.jpg,,,VickieJeans800,66.jpg
Sweet Pea (4 Watt Bulb),Item #01-3310, ,Sweet Pea Scented 4 Watt Candelabra Bulb.,,,,,,,Minimum order: 6,$1.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,http://www.vickiejeanscreations.com/admin/uploads/items/67.jpg,67.jpg,,,VickieJeans800,67.jpg
Spicy Rosehips (4 Watt Bulb),Item #01-3309, ,Spicy Rosehips Scented 4 Watt Candelabra Bulb.,,,,,,,Minimum order: 6,$1.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,http://www.vickiejeanscreations.com/admin/uploads/items/68.jpg,68.jpg,,,VickieJeans800,68.jpg
Applesauce (4 Watt Bulb),Item #01-2201, ,Applesauce Scented 4 Watt Candelabra Bulb.,,,,,,,Minimum order: 6,$1.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,http://www.vickiejeanscreations.com/admin/uploads/items/69.jpg,69.jpg,,,VickieJeans800,69.jpg
Bayberry (4 Watt Bulb),Item #01-2203, ,Bayberry Scented 4 Watt Candelabra Bulb.,,,,,,,Minimum order: 6,$1.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,http://www.vickiejeanscreations.com/admin/uploads/items/70.jpg,70.jpg,,,VickieJeans800,70.jpg
Cinnamon Clove (4 Watt Bulb),Item #01-2207, ,Cinnamon Clove Scented 4 Watt Candelabra Bulb.,,,,,,,Minimum order: 6,$1.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,http://www.vickiejeanscreations.com/admin/uploads/items/71.jpg,71.jpg,,,VickieJeans800,71.jpg
Primitive Cinnamon Spice (4 Watt Bulb),Item #01-0180, ,Primitive Cinnamon Spice Scented 4 Watt Candelabra Bulb.,,,,,,,Minimum order: 6,$1.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,http://www.vickiejeanscreations.com/admin/uploads/items/72.jpg,72.jpg,,,VickieJeans800,72.jpg
Country Christmas (4 Watt Bulb),Item #01-2209, ,Country Christmas Scented 4 Watt Candelabra Bulb.,,,,,,,Minimum order: 6,$1.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,http://www.vickiejeanscreations.com/admin/uploads/items/73.jpg,73.jpg,,,VickieJeans800,73.jpg
Mulberry (4 Watt Bulb),Item #01-2213, ,Mulberry Scented 4 Watt Candelabra Bulb.,,,,,,,Minimum order: 6,$1.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,http://www.vickiejeanscreations.com/admin/uploads/items/74.jpg,74.jpg,,,VickieJeans800,74.jpg
Orange Clove (4 Watt Bulb),Item #01-2215, ,Orange Clove Scented 4 Watt Candelabra Bulb.,,,,,,,Minimum order: 6,$1.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,http://www.vickiejeanscreations.com/admin/uploads/items/75.jpg,75.jpg,,,VickieJeans800,75.jpg
Pine (4 Watt Bulb),Item #01-2217, ,Pine Scented 4 Watt Candelabra Bulb.,,,,,,,Minimum order: 6,$1.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,http://www.vickiejeanscreations.com/admin/uploads/items/76.jpg,76.jpg,,,VickieJeans800,76.jpg
Pineapple (4 Watt Bulb),Item #01-2219, ,Pineapple Scented 4 Watt Candelabra Bulb.,,,,,,,Minimum order: 6,$1.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,http://www.vickiejeanscreations.com/admin/uploads/items/77.jpg,77.jpg,,,VickieJeans800,77.jpg
Pomegranate (4 Watt Bulb),Item #01-2221, ,Pomegranate Scented 4 Watt Candelabra Bulb.,,,,,,,Minimum order: 6,$1.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,http://www.vickiejeanscreations.com/admin/uploads/items/78.jpg,78.jpg,,,VickieJeans800,78.jpg
Primitive Pumpkin Spice (4 Watt Bulb),Item #01-0181, ,Primitive Pumpkin Spice Scented 4 Watt Candelabra Bulb.,,,,,,,Minimum order: 6,$1.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,http://www.vickiejeanscreations.com/admin/uploads/items/79.jpg,79.jpg,,,VickieJeans800,79.jpg
Rose (4 Watt Bulb),Item #01-2225, ,Rose Scented 4 Watt Candelabra Bulb.,,,,,,,Minimum order: 6,$1.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,http://www.vickiejeanscreations.com/admin/uploads/items/80.jpg,80.jpg,,,VickieJeans800,80.jpg
Strawberry (4 Watt Bulb),Item #01-2227, ,Strawberry Scented 4 Watt Candelabra Bulb.,,,,,,,Minimum order: 6,$1.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,http://www.vickiejeanscreations.com/admin/uploads/items/81.jpg,81.jpg,,,VickieJeans800,81.jpg
Vanilla Spice (4 Watt Bulb),Item #01-2229, ,Vanilla Spice Scented 4 Watt Candelabra Bulb.,,,,,,,Minimum order: 6,$1.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,http://www.vickiejeanscreations.com/admin/uploads/items/82.jpg,82.jpg,,,VickieJeans800,82.jpg
Primitive Kiwi Berry (4 Watt Bulb),Item #01-2233, ,Primitive Kiwi Berry Scented 4 Watt Candelabra Bulb.,,,,,,,Minimum order: 6,$1.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,http://www.vickiejeanscreations.com/admin/uploads/items/83.jpg,83.jpg,,,VickieJeans800,83.jpg
Primitive Blueberry (4 Watt Bulb),Item #01-0209, ,Primitive Blueberry Scented 4 Watt Candelabra Bulb.,,,,,,,Minimum order: 6,$1.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,http://www.vickiejeanscreations.com/admin/uploads/items/84.jpg,84.jpg,,,VickieJeans800,84.jpg
Primitive Hazelnut (4 Watt Bulb),Item #01-0182, ,Primitive Hazelnut Scented 4 Watt Candelabra Bulb.,,,,,,,Minimum order: 6,$1.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,http://www.vickiejeanscreations.com/admin/uploads/items/85.jpg,85.jpg,,,VickieJeans800,85.jpg
Primitive Pine Forest (4 Watt Bulb),Item #01-0235-3, ,Primitive Pine Forest Scented 4 Watt Candelabra Bulb.,,,,,,,Minimum order: 6,$1.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,http://www.vickiejeanscreations.com/admin/uploads/items/86.jpg,86.jpg,,,VickieJeans800,86.jpg
Primitive Cookies & Cream (4 Watt Bulb),Item #01-0194, ,Primitive Cookies & Cream Scented 4 Watt Candelabra Bulb.,,,,,,,Minimum order: 6,$1.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,http://www.vickiejeanscreations.com/admin/uploads/items/87.jpg,87.jpg,,,VickieJeans800,87.jpg
Primitive Cranberry (4 Watt Bulb),Item #01-0208, ,Primitive Cranberry Scented 4 Watt Candelabra Bulb.,,,,,,,Minimum order: 6,$1.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,http://www.vickiejeanscreations.com/admin/uploads/items/88.jpg,88.jpg,,,VickieJeans800,88.jpg
Primitive Plum (4 Watt Bulb),Item #01-0226, ,Primitive Plum Scented 4 Watt Candelabra Bulb.,,,,,,,Minimum order: 6,$1.95 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,http://www.vickiejeanscreations.com/admin/uploads/items/89.jpg,89.jpg,,,VickieJeans800,89.jpg
Applesauce (7.5 Watt Bulb),Item #01-2202, ,Applesauce Scented 7.5 Watt Standard Base Bulb.,,,,,,,Minimum order: 6,$3.05 each,,,,,Minimum order: 6,VickieJeans400,VickieJeans160,http://www.vickiejeanscreations.com/admin/uploads/items/90.jpg,90.jpg,,,VickieJeans800,90.jpg
