MTL. TABLETOP CLOCK (8/cs),MT2748,,"MT2748


Item Information______________________
Item Size (WxHxL):6.000 x 9.000 x 3.000 in
Item Weight: 2.5000 lbs
Item Material: IRON 70%, GLASS 15% MDF 15%
Item Color: Black / Rustic Grey
Details 1: Indoor Use Only
Details 2: Glass Enclosed Face
Other Sizes: NA
Other Sizes:NA
Assembly Required: NO

Catalog PG:
Catalog Style:
Item Origin: CHINA

Case Info_____________________________
Case Qty: 8.000000000
Inner Qty: 1.000000000
Case Size (HxWxD): in x in x in
Case Weight: 22.5 lbs

Order Info______________
Minimum Order Quantity: 2

0",,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MT2748_lg.jpg?updated=4/20/2018,2018,,,VIP800,2018
MTL. CLOCK W/ WD. FRAME (1/cs),MT2749,,"MT2749


Item Information______________________
Item Size (WxHxL):26.00 x 22.70 x 3.000 in
Item Weight: 7.7000 lbs
Item Material: PINE 30%, IRON 30%, MDF 20%,
Item Color: Grey / Brown / Black
Details 1: Indoor Use Only
Details 2: Wall Mount Only
Other Sizes: NA
Other Sizes:NA
Assembly Required: NO

Catalog PG:
Catalog Style:
Item Origin: CHINA

Case Info_____________________________
Case Qty: 1.000000000
Inner Qty:
Case Size (HxWxD): in x in x in
Case Weight: 18.7 lbs

Order Info______________
Minimum Order Quantity: 2

0",,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MT2749_lg.jpg?updated=4/20/2018,2018,,,VIP800,2018
RESIN PIG HOLDER (4/cs),MT2750,,"MT2750


Item Information______________________
Item Size (WxHxL):13.00 x 5.000 x 8.000 in
Item Weight: 4.0000 lbs
Item Material: RESIN 100%
Item Color: Black
Details 1: Indoor Use Only
Details 2: Not Food Safe
Other Sizes: NA
Other Sizes:NA
Assembly Required: NO

Catalog PG:
Catalog Style:
Item Origin: CHINA

Case Info_____________________________
Case Qty: 4.000000000
Inner Qty: 1.000000000
Case Size (HxWxD): in x in x in
Case Weight: 20 lbs

Order Info______________
Minimum Order Quantity: 2

0",,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MT2750_lg.jpg?updated=4/20/2018,2018,,,VIP800,2018
WD./MTL. LAUNDRY SIGN (6/cs),MT2751,,"MT2751


Item Information______________________
Item Size (WxHxL):24.00 x 10.00 x 1.000 in
Item Weight: 1.4000 lbs
Item Material: PINE 70%, IRON 30%
Item Color: Black / Brown / White
Details 1: Indoor Use Only
Details 2: Wall Mount Only
Other Sizes: NA
Other Sizes:NA
Assembly Required: NO

Catalog PG:
Catalog Style:
Item Origin: CHINA

Case Info_____________________________
Case Qty: 6.000000000
Inner Qty: 1.000000000
Case Size (HxWxD): in x in x in
Case Weight: 19 lbs

Order Info______________
Minimum Order Quantity: 2

2",,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MT2751_lg.jpg?updated=4/20/2018,2018,,,VIP800,2018
MTL. CLOCK W/ WD. FRAME (1/cs),MT2752,,"MT2752


Item Information______________________
Item Size (WxHxL):24.00 x 31.50 x 2.800 in
Item Weight: 12.8000 lbs
Item Material: PINE 30%, IRON 30%, MDF 20%,
Item Color: Grey / Brown
Details 1: Indoor Use Only
Details 2: Wall Mount Only
Other Sizes: NA
Other Sizes:NA
Assembly Required: NO

Catalog PG:
Catalog Style:
Item Origin: CHINA

Case Info_____________________________
Case Qty: 1.000000000
Inner Qty:
Case Size (HxWxD): in x in x in
Case Weight: 16 lbs

Order Info______________
Minimum Order Quantity: 2

0",,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MT2752_lg.jpg?updated=4/20/2018,2018,,,VIP800,2018
MTL./WD. TABLE (1/cs),MT2753,,"MT2753


Item Information______________________
Item Size (WxHxL):42.00 x 30.70 x 20.30 in
Item Weight: 28.9000 lbs
Item Material: PINE 70%, IRON 10%, HWPW 20%
Item Color: White / Brown
Details 1: Indoor Use Only
Details 2:
Other Sizes: NA
Other Sizes:NA
Assembly Required: YES

Catalog PG:
Catalog Style:
Item Origin: CHINA

Case Info_____________________________
Case Qty: 1.000000000
Inner Qty:
Case Size (HxWxD): in x in x in
Case Weight: 32.7 lbs

Order Info______________
Minimum Order Quantity: 2

0",,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MT2753_lg.jpg?updated=4/20/2018,2018,,,VIP800,2018
"WD. SIGN ""FARM FRESH"" (4/cs)",MT2754,,"MT2754


Item Information______________________
Item Size (WxHxL):17.70 x 23.60 x 1.200 in
Item Weight: 6.1000 lbs
Item Material: MDF 75%, FIR 25%
Item Color: Black / White
Details 1: Wall Mount
Details 2: Indoor Use Only
Other Sizes: NA
Other Sizes:NA
Assembly Required: NO

Catalog PG:
Catalog Style:
Item Origin: CHINA

Case Info_____________________________
Case Qty: 4.000000000
Inner Qty: 1.000000000
Case Size (HxWxD): in x in x in
Case Weight: 38.3 lbs

Order Info______________
Minimum Order Quantity: 2

0",,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MT2754_lg.jpg?updated=4/20/2018,2018,,,VIP800,2018
"WD. SIGN ""EGGS"" (4/cs)",MT2755,,"MT2755


Item Information______________________
Item Size (WxHxL):17.70 x 23.60 x 1.200 in
Item Weight: 6.1000 lbs
Item Material: MDF 75%, FIR 25%
Item Color: Blue / White
Details 1: Indoor Use Only
Details 2: Wall Mount
Other Sizes: NA
Other Sizes:NA
Assembly Required: NO

Catalog PG:
Catalog Style:
Item Origin: CHINA

Case Info_____________________________
Case Qty: 4.000000000
Inner Qty: 1.000000000
Case Size (HxWxD): in x in x in
Case Weight: 38.3 lbs

Order Info______________
Minimum Order Quantity: 2

0",,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MT2755_lg.jpg?updated=4/20/2018,2018,,,VIP800,2018
"WD. SIGN ""BACON"" (4/cs)",MT2756,,"MT2756


Item Information______________________
Item Size (WxHxL):17.70 x 23.60 x 1.200 in
Item Weight: 6.1000 lbs
Item Material: MDF 75%, FIR 25%
Item Color: Red / White
Details 1: Indoor Use Only
Details 2: Wall Mount
Other Sizes: NA
Other Sizes:NA
Assembly Required: NO

Catalog PG:
Catalog Style:
Item Origin: CHINA

Case Info_____________________________
Case Qty: 4.000000000
Inner Qty: 1.000000000
Case Size (HxWxD): in x in x in
Case Weight: 38.3 lbs

Order Info______________
Minimum Order Quantity: 2

0",,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MT2756_lg.jpg?updated=4/20/2018,2018,,,VIP800,2018
MTL. TABLETOP CLOCK (8/cs),MT2757,,"MT2757


Item Information______________________
Item Size (WxHxL):8.000 x 9.600 x 2.800 in
Item Weight: 2.1000 lbs
Item Material: IRON GLASS PLASTIC
Item Color: Grey
Details 1: Indoor Use Only
Details 2: Enclosed Face
Other Sizes: NA
Other Sizes:NA
Assembly Required: NO

Catalog PG:
Catalog Style:
Item Origin: CHINA

Case Info_____________________________
Case Qty: 8.000000000
Inner Qty: 1.000000000
Case Size (HxWxD): in x in x in
Case Weight: 20 lbs

Order Info______________
Minimum Order Quantity: 2

0",,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MT2757_lg.jpg?updated=4/20/2018,2018,,,VIP800,2018
"MTL. SIGN ""FOREVER"" (36/cs)",MT2759,,"MT2759


Item Information______________________
Item Size (WxHxL):5.000 x 8.500 x 0.010 in
Item Weight: 0.0000 lbs
Item Material: Metal
Item Color: Gold / White
Details 1:
Details 2:
Other Sizes: NA
Other Sizes:NA
Assembly Required: NO

Catalog PG:
Catalog Style:
Item Origin: CHINA

Case Info_____________________________
Case Qty: 36.000000000
Inner Qty: 6.000000000
Case Size (HxWxD): in x in x in
Case Weight: lbs

Order Info______________
Minimum Order Quantity: 4

0",,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MT2759_lg.jpg?updated=4/20/2018,2018,,,VIP800,2018
"MTL. SIGN ""HOLD"" (36/cs)",MT2760,,"MT2760


Item Information______________________
Item Size (WxHxL):6.300 x 13.00 x 0.300 in
Item Weight: 0.4000 lbs
Item Material: Epoxy Resin 50% IRON 50%
Item Color: Gold / White
Details 1:
Details 2:
Other Sizes: NA
Other Sizes:NA
Assembly Required: NO

Catalog PG:
Catalog Style:
Item Origin: CHINA

Case Info_____________________________
Case Qty: 36.000000000
Inner Qty: 6.000000000
Case Size (HxWxD): in x in x in
Case Weight: 17.8 lbs

Order Info______________
Minimum Order Quantity: 4

0",,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MT2760_lg.jpg?updated=4/20/2018,2018,,,VIP800,2018
"MTL. SIGN ""YOU MAKE ME"" (36/cs)",MT2761,,"MT2761


Item Information______________________
Item Size (WxHxL):6.300 x 13.00 x 0.300 in
Item Weight: 0.4000 lbs
Item Material: Epoxy Resin 50% IRON 50%
Item Color: Gold / White
Details 1:
Details 2:
Other Sizes: NA
Other Sizes:NA
Assembly Required: NO

Catalog PG:
Catalog Style:
Item Origin: CHINA

Case Info_____________________________
Case Qty: 36.000000000
Inner Qty: 6.000000000
Case Size (HxWxD): in x in x in
Case Weight: 17.8 lbs

Order Info______________
Minimum Order Quantity: 4

0",,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MT2761_lg.jpg?updated=4/20/2018,2018,,,VIP800,2018
"MTL. SIGN ""BEGIN"" (36/cs)",MT2762,,"MT2762


Item Information______________________
Item Size (WxHxL):6.300 x 13.00 x 0.300 in
Item Weight: 0.4000 lbs
Item Material: Epoxy Resin 50% IRON 50%
Item Color: Gold / White
Details 1:
Details 2:
Other Sizes: NA
Other Sizes:NA
Assembly Required: NO

Catalog PG:
Catalog Style:
Item Origin: CHINA

Case Info_____________________________
Case Qty: 36.000000000
Inner Qty: 6.000000000
Case Size (HxWxD): in x in x in
Case Weight: 17.8 lbs

Order Info______________
Minimum Order Quantity: 4

0",,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MT2762_lg.jpg?updated=4/20/2018,2018,,,VIP800,2018
"MTL. SIGN ""HOME"" (36/cs)",MT2763,,"MT2763


Item Information______________________
Item Size (WxHxL):6.300 x 13.00 x 0.300 in
Item Weight: 0.4000 lbs
Item Material: Epoxy Resin 50% IRON 50%
Item Color: Gold / White
Details 1:
Details 2:
Other Sizes: NA
Other Sizes:NA
Assembly Required: NO

Catalog PG:
Catalog Style:
Item Origin: CHINA

Case Info_____________________________
Case Qty: 36.000000000
Inner Qty: 6.000000000
Case Size (HxWxD): in x in x in
Case Weight: 17.8 lbs

Order Info______________
Minimum Order Quantity: 4

0",,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MT2763_lg.jpg?updated=4/20/2018,2018,,,VIP800,2018
"WD. SIGN ""PORK"" (3/cs)",MT2764,,"MT2764


Item Information______________________
Item Size (WxHxL):18.00 x 14.20 x 1.000 in
Item Weight: 1.3000 lbs
Item Material: FIR 35%, LINEN 35%, MDF 30%
Item Color: Red / Blue / white
Details 1: Indoor Use Only
Details 2: Wall Mount Only
Other Sizes: NA
Other Sizes:NA
Assembly Required: NO

Catalog PG:
Catalog Style:
Item Origin: CHINA

Case Info_____________________________
Case Qty: 3.000000000
Inner Qty: 1.000000000
Case Size (HxWxD): in x in x in
Case Weight: 20 lbs

Order Info______________
Minimum Order Quantity: 2

0",,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MT2764_lg.jpg?updated=4/20/2018,2018,,,VIP800,2018
"WD. SIGN ""CHICKEN"" (3/cs)",MT2765,,"MT2765


Item Information______________________
Item Size (WxHxL):18.00 x 14.20 x 1.000 in
Item Weight: 1.3000 lbs
Item Material: FIR 35%, LINEN 35%, MDF 30%
Item Color: Red / Blue / white
Details 1: Indoor Use Only
Details 2: Wall Mount Only
Other Sizes: NA
Other Sizes:NA
Assembly Required: NO

Catalog PG:
Catalog Style:
Item Origin: CHINA

Case Info_____________________________
Case Qty: 3.000000000
Inner Qty: 1.000000000
Case Size (HxWxD): in x in x in
Case Weight: 20 lbs

Order Info______________
Minimum Order Quantity: 2

0",,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MT2765_lg.jpg?updated=4/20/2018,2018,,,VIP800,2018
"WD. SIGN ""BEEF"" (3/cs)",MT2766,,"MT2766


Item Information______________________
Item Size (WxHxL):18.00 x 14.20 x 1.000 in
Item Weight: 1.3000 lbs
Item Material: FIR 35%, LINEN 35%, MDF 30%
Item Color: White / Red
Details 1: Indoor Use Only
Details 2: Wall Mount Only
Other Sizes: NA
Other Sizes:NA
Assembly Required: NO

Catalog PG:
Catalog Style:
Item Origin: CHINA

Case Info_____________________________
Case Qty: 3.000000000
Inner Qty: 1.000000000
Case Size (HxWxD): in x in x in
Case Weight: 20 lbs

Order Info______________
Minimum Order Quantity: 2

0",,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MT2766_lg.jpg?updated=4/20/2018,2018,,,VIP800,2018
"WD. SIGN ""WANDERLUST"" (3/cs)",MT2767,,"MT2767


Item Information______________________
Item Size (WxHxL):30.00 x 11.60 x 1.000 in
Item Weight: 2.2000 lbs
Item Material: FIR 50%, MDF 50%
Item Color: White / Black
Details 1: Indoor Use Only
Details 2: Wall Mount Only
Other Sizes: NA
Other Sizes:NA
Assembly Required: NO

Catalog PG:
Catalog Style:
Item Origin: CHINA

Case Info_____________________________
Case Qty: 3.000000000
Inner Qty: 1.000000000
Case Size (HxWxD): in x in x in
Case Weight: 17.6 lbs

Order Info______________
Minimum Order Quantity: 2

0",,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MT2767_lg.jpg?updated=4/20/2018,2018,,,VIP800,2018
MTL. OVAL SHAPED WALL DECOR (1/cs) (Available Apr 2018),BY1144,,"BY1144


Item Information______________________
Item Size (WxHxL):0.000 x 0.000 x 0.000 in
Item Weight: 0.0000 lbs
Item Material: 100% Metal
Item Color: Gold
Details 1:
Details 2:
Other Sizes: NA
Other Sizes:NA
Assembly Required: NO

Catalog PG:
Catalog Style:
Item Origin: CHINA

Case Info_____________________________
Case Qty: 1.000000000
Inner Qty:
Case Size (HxWxD): in x in x in
Case Weight: lbs

Order Info______________
Minimum Order Quantity: 2

0",,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/BY1144_lg.jpg?updated=4/20/2018,2018,,,VIP800,2018
MTL. STARS SET/3 (6 sets/cs),IH1288,,"IH1288


Item Information______________________
Item Size (WxHxL):12.00 x 11.50 x 1.700 in
Item Weight: 1.0000 lbs
Item Material: 100% Metal
Item Color: Blue / Red / White
Details 1:
Details 2:
Other Sizes: ALL SAME SIZE
Other Sizes:NA
Assembly Required: NO

Catalog PG:
Catalog Style:
Item Origin: CHINA

Case Info_____________________________
Case Qty: 6.000000000
Inner Qty: 1.000000000
Case Size (HxWxD): in x in x in
Case Weight: 9 lbs

Order Info______________
Minimum Order Quantity: 2

0",,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/IH1288_lg.jpg?updated=4/20/2018,2018,,,VIP800,2018
MTL. DISPLAY BOWL (4/cs) (Available Apr 2018),IH1289,,"IH1289


Item Information______________________
Item Size (WxHxL):13.00 x 18.00 x 13.70 in
Item Weight: 2.2000 lbs
Item Material: 100% Metal
Item Color: Grey
Details 1:
Details 2:
Other Sizes: NA
Other Sizes:NA
Assembly Required: YES

Catalog PG:
Catalog Style:
Item Origin: CHINA

Case Info_____________________________
Case Qty: 4.000000000
Inner Qty: 1.000000000
Case Size (HxWxD): in x in x in
Case Weight: 13 lbs

Order Info______________
Minimum Order Quantity: 2

0",,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/IH1289_lg.jpg?updated=4/20/2018,2018,,,VIP800,2018
"MTL. DECOR 9"" (12/cs)",IH1290,,"IH1290


Item Information______________________
Item Size (WxHxL):9.000 x 8.250 x 9.000 in
Item Weight: 0.7500 lbs
Item Material: 100% Metal
Item Color: Gold
Details 1:
Details 2:
Other Sizes: NA
Other Sizes:NA
Assembly Required: NO

Catalog PG:
Catalog Style:
Item Origin: CHINA

Case Info_____________________________
Case Qty: 12.000000000
Inner Qty: 1.000000000
Case Size (HxWxD): in x in x in
Case Weight: 15 lbs

Order Info______________
Minimum Order Quantity: 2

0",,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/IH1290_lg.jpg?updated=4/20/2018,2018,,,VIP800,2018
"MTL. DECOR 6"" (24/cs)",IH1291,,"IH1291


Item Information______________________
Item Size (WxHxL):6.300 x 6.000 x 6.300 in
Item Weight: 0.5300 lbs
Item Material: 100% Metal
Item Color: Gold
Details 1:
Details 2:
Other Sizes: NA
Other Sizes:NA
Assembly Required: NO

Catalog PG:
Catalog Style:
Item Origin: CHINA

Case Info_____________________________
Case Qty: 24.000000000
Inner Qty: 1.000000000
Case Size (HxWxD): in x in x in
Case Weight: 15 lbs

Order Info______________
Minimum Order Quantity: 4

0",,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/IH1291_lg.jpg?updated=4/20/2018,2018,,,VIP800,2018
"MTL. SIGN ""BAKE SHOP"" (4/cs)",IH1292,,"IH1292


Item Information______________________
Item Size (WxHxL):30.90 x 25.80 x 0.800 in
Item Weight: 5.8500 lbs
Item Material: 100% Metal
Item Color: White / Black
Details 1:
Details 2:
Other Sizes: NA
Other Sizes:NA
Assembly Required: NO

Catalog PG:
Catalog Style:
Item Origin: CHINA

Case Info_____________________________
Case Qty: 4.000000000
Inner Qty: 1.000000000
Case Size (HxWxD): in x in x in
Case Weight: 34.9 lbs

Order Info______________
Minimum Order Quantity: 2

0",,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/IH1292_lg.jpg?updated=4/20/2018,2018,,,VIP800,2018
"MTL. SIGN ""DAIRY"" (6/cs)",IH1293,,"IH1293


Item Information______________________
Item Size (WxHxL):28.50 x 17.50 x 0.500 in
Item Weight: 3.2500 lbs
Item Material: 100% Metal
Item Color: White / Red
Details 1:
Details 2:
Other Sizes: NA
Other Sizes:NA
Assembly Required: NO

Catalog PG:
Catalog Style:
Item Origin: CHINA

Case Info_____________________________
Case Qty: 6.000000000
Inner Qty: 1.000000000
Case Size (HxWxD): in x in x in
Case Weight: 31.3 lbs

Order Info______________
Minimum Order Quantity: 2

0",,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/IH1293_lg.jpg?updated=4/20/2018,2018,,,VIP800,2018
"MTL. SIGN ""BUTCHER SHOP"" (8/cs)",IH1294,,"IH1294


Item Information______________________
Item Size (WxHxL):0.600 x 15.00 x 30.00 in
Item Weight: 3.2000 lbs
Item Material: 100% Metal
Item Color: White / Red
Details 1:
Details 2:
Other Sizes: NA
Other Sizes:NA
Assembly Required: NO

Catalog PG:
Catalog Style: Kitchen
Item Origin: CHINA

Case Info_____________________________
Case Qty: 8.000000000
Inner Qty: 1.000000000
Case Size (HxWxD): in x in x in
Case Weight: 41 lbs

Order Info______________
Minimum Order Quantity: 2

0",,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/IH1294_lg.jpg?updated=4/20/2018,2018,,,VIP800,2018
"MTL. SIGN ""PIES"" (8/cs)",IH1295,,"IH1295


Item Information______________________
Item Size (WxHxL):17.20 x 25.20 x 0.600 in
Item Weight: 2.9500 lbs
Item Material: 100% Metal
Item Color: Black / White
Details 1:
Details 2:
Other Sizes: NA
Other Sizes:NA
Assembly Required: NO

Catalog PG:
Catalog Style:
Item Origin: CHINA

Case Info_____________________________
Case Qty: 8.000000000
Inner Qty: 1.000000000
Case Size (HxWxD): in x in x in
Case Weight: 34 lbs

Order Info______________
Minimum Order Quantity: 2

0",,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/IH1295_lg.jpg?updated=4/20/2018,2018,,,VIP800,2018
