32oz. Square Mason Jar Candle (2),Product Code: 32CC-2ws,Home » Container Candles » 32oz. Square Mason Jar Candle (2),"Product Code: 32CC-2ws
Availability: In Stock
Description: 32oz jar Candles
Use fragrance menu to see all selections.

 ",2,$25.50,https://aprimitiveglow.com/image/cache/data/32jar-501x501.jpg,"[' --- Please Select --- ', 'Apple Butter Harvest                        ', 'Apple Butter Pumpkin Pie                        ', 'Banana Nut Bread                        ', 'Birthday Cake                        ', 'Blackberry Pie                        ', 'Blueberry Cobbler                        ', 'Bourbon Roasted Pecans                        ', 'Buttercream Frosting                        ', 'Candy Corn                        ', 'Caramel Apples                        ', 'Christmas Cookie                        ', 'Cinna Apple                        ', 'Cinnamon Bun                        ', 'Country Berry Hotcakes                        ', 'Country Cider & Sticks                        ', 'Cranberry                        ', 'Cran/Citrus                        ', 'Cr\xc3\xa8me Br\xc3\xbbl\xc3\xa9e                        ', 'Farmhouse Kitchen                        ', 'Hillbilly Cider                        ', 'Hot Baked Apple Pie                        ', 'Hot Maple Toddy                        ', 'Lemon Sweet Cakes                        ', 'Log Cabin                        ', 'Maple & Brown Sugar*                        ', 'Ol Fashioned Peppermint                        ', 'Ol Sap Bucket                        ', 'Orange \xe2\x80\x98n Clove                        ', 'Orange Slice                        ', 'Pumpkin Pie & Spice                        ', 'SnowCream                        ', 'Snickerdoodle                        ', 'Strawberry Shortcake                        ', 'Sugar Cookie                        ', 'Toasted Marshmallow                        ', 'Vanilla Latte                        ']"
8oz. Container Candle -,Product Code: 8CCWS,Home » Container Candles » 8oz. Container Candle -,"Product Code: 8CCWS
Availability: In Stock
Description: our long burning super scented candle in a perfect size, 8 ounces burn approximately 60  hrs",2,$10.80,https://aprimitiveglow.com/image/cache/data/8oz-501x501.jpg,"[' --- Please Select --- ', 'Apple Butter Harvest                        ', 'Banana Nut Bread                        ', 'Birthday Cake                        ', 'Blackberry Pie                        ', 'Blueberry Cobbler                        ', 'Bourbon Roasted Pecans                        ', 'Buttercream Frosting                        ', 'Candy Corn                        ', 'Caramel Apples                        ', 'Christmas Cookie                        ', 'Cinna Apple                        ', 'Cinnamon Bun                        ', 'Country Berry Hotcakes                        ', 'Country Cider & Sticks                        ', 'Cranberry                        ', 'Cran/Citrus                        ', 'Cr\xc3\xa8me Br\xc3\xbbl\xc3\xa9e                        ', 'Farmhouse Kitchen                        ', 'Hillbilly Cider                        ', 'Hot Baked Apple Pie                        ', 'Hot Maple Toddy                        ', 'Lemon Sweet Cakes                        ', 'Log Cabin                        ', 'Maple & Brown Sugar*                        ', 'Ol Fashioned Peppermint                        ', 'Ol Sap Bucket                        ', 'Orange \xe2\x80\x98n Clove                        ', 'Orange Slice                        ', 'Pumpkin Pie & Spice                        ', 'SnowCream                        ', 'Snickerdoodle                        ', 'Strawberry Shortcake                        ', 'Sugar Cookie                        ', 'Toasted Marshmallow                        ', 'Vanilla Latte                        ']"
Snowman 3 Wick Cake Candle WS,Product Code: 121W,Home » Seasonal Candles » Snowman 3 Wick Cake Candle WS,"Product Code: 121W
Availability: In Stock
Description: Love this sweet face of this snowman candle!
Available ONLY in Snowcream...if you order in a different scent we will change it to SNOWCREAM",1,$36.00,https://aprimitiveglow.com/image/cache/data/Snow-Cream-3-Wicktest-501x501.jpg,[]
"Potpourri Refresher Oil, 2oz - WS",Product Code: Oil-WS,"Home » Sprays » Potpourri Refresher Oil, 2oz - WS","Product Code: Oil-WS
Availability: In Stock
Description: Highly concentrated refreher oil...a great add on to your candle and potpourri sales, our bottles are 2 ounces, most companies have smaller spray bottles...perfect compliment to your shop for add on sales",3,$13.50,https://aprimitiveglow.com/image/cache/data/spray-501x501.png,"[' --- Please Select --- ', 'Apple Butter Harvest                        ', 'Apple Butter Pumpkin Pie                        ', 'Banana Nut Bread                        ', 'Birthday Cake                        ', 'Blackberry Pie                        ', 'Blueberry Cobbler                        ', 'Bourbon Roasted Pecans                        ', 'Buttercream Frosting                        ', 'Candy Corn                        ', 'Caramel Apples                        ', 'Christmas Cookie                        ', 'Cinna Apple                        ', 'Cinnamon Bun                        ', 'Country Berry Hotcakes                        ', 'Country Cider & Sticks                        ', 'Cranberry                        ', 'Cran/Citrus                        ', 'Cr\xc3\xa8me Br\xc3\xbbl\xc3\xa9e                        ', 'Farmhouse Kitchen                        ', 'Hot Baked Apple Pie                        ', 'Hillbilly Cider                        ', 'Hot Maple Toddy                        ', 'Lemon Sweet Cakes                        ', 'Log Cabin                        ', 'Maple & Brown Sugar*                        ', 'Ol Fashioned Peppermint                        ', 'Ol Sap Bucket                        ', 'Orange \xe2\x80\x98n Clove                        ', 'Orange Slice                        ', 'Pumpkin Pie & Spice                        ', 'SnowCream                        ', 'Snickerdoodle                        ', 'Strawberry Shortcake                        ', 'Sugar Cookie                        ', 'Toasted Marshmallow                        ', 'Vanilla Latte                        ']"
32oz. Square Mason Jar Candle (2) - WS,Product Code: 32CC-2ws,Home » Container Candles » 32oz. Square Mason Jar Candle (2) - WS,"Product Code: 32CC-2ws
Availability: In Stock
Description: 32oz jar Candles
Use fragrance menu to see all selections.

 ",2,$25.90,https://aprimitiveglow.com/image/cache/data/32jar-501x501.jpg,"[' --- Please Select --- ', 'Apple Butter Harvest                        ', 'Apple Butter Pumpkin Pie                        ', 'Banana Nut Bread                        ', 'Birthday Cake                        ', 'Blackberry Pie                        ', 'Blueberry Cobbler                        ', 'Bourbon Roasted Pecans                        ', 'Buttercream Frosting                        ', 'Candy Corn                        ', 'Caramel Apples                        ', 'Christmas Cookie                        ', 'Cinna Apple                        ', 'Cinnamon Bun                        ', 'Country Berry Hotcakes                        ', 'Country Cider & Sticks                        ', 'Cranberry                        ', 'Cran/Citrus                        ', 'Cr\xc3\xa8me Br\xc3\xbbl\xc3\xa9e                        ', 'Farmhouse Kitchen                        ', 'Hillbilly Cider                        ', 'Hot Baked Apple Pie                        ', 'Hot Maple Toddy                        ', 'Lemon Sweet Cakes                        ', 'Log Cabin                        ', 'Maple & Brown Sugar*                        ', 'Ol Fashioned Peppermint                        ', 'Ol Sap Bucket                        ', 'Orange \xe2\x80\x98n Clove                        ', 'Orange Slice                        ', 'Pumpkin Pie & Spice                        ', 'SnowCream                        ', 'Snickerdoodle                        ', 'Strawberry Shortcake                        ', 'Sugar Cookie                        ', 'Toasted Marshmallow                        ', 'Vanilla Latte                        ']"
8oz. Container Candle - (2) WS,Product Code: 8CCWS,Home » Container Candles » 8oz. Container Candle - (2) WS,"Product Code: 8CCWS
Availability: In Stock
Description:",2,$10.80,https://aprimitiveglow.com/image/cache/data/8oz-501x501.jpg,"[' --- Please Select --- ', 'Apple Butter Harvest                        ', 'Banana Nut Bread                        ', 'Birthday Cake                        ', 'Blackberry Pie                        ', 'Blueberry Cobbler                        ', 'Bourbon Roasted Pecans                        ', 'Buttercream Frosting                        ', 'Candy Corn                        ', 'Caramel Apples                        ', 'Christmas Cookie                        ', 'Cinna Apple                        ', 'Cinnamon Bun                        ', 'Country Berry Hotcakes                        ', 'Country Cider & Sticks                        ', 'Cranberry                        ', 'Cran/Citrus                        ', 'Cr\xc3\xa8me Br\xc3\xbbl\xc3\xa9e                        ', 'Farmhouse Kitchen                        ', 'Hot Baked Apple Pie                        ', 'Hillbilly Cider                        ', 'Hot Maple Toddy                        ', 'Lemon Sweet Cakes                        ', 'Log Cabin                        ', 'Maple & Brown Sugar*                        ', 'Ol Fashioned Peppermint                        ', 'Ol Sap Bucket                        ', 'Orange \xe2\x80\x98n Clove                        ', 'Orange Slice                        ', 'Pumpkin Pie & Spice                        ', 'SnowCream                        ', 'Snickerdoodle                        ', 'Strawberry Shortcake                        ', 'Sugar Cookie                        ', 'Toasted Marshmallow                        ', 'Vanilla Latte                        ']"
Muffin Tarts - Bulk,Product Code: MT-bulk,Home » Tarts & Wax Melts » Muffin Tarts - Bulk,"Product Code: MT-bulk
Availability: In Stock
Description: $20.00  per 20 pack of  same scent bulk in bag, great to display in a 1/2 gallon square mason jar",1,$40.00,https://aprimitiveglow.com/image/cache/data/muffintart-501x501.JPG,"[' --- Please Select --- ', 'Apple Butter Harvest                        ', 'Apple Butter Pumpkin Pie                        ', 'Banana Nut Bread                        ', 'Birthday Cake                        ', 'Blackberry Pie                        ', 'Blueberry Cobbler                        ', 'Bourbon Roasted Pecans                        ', 'Buttercream Frosting                        ', 'Candy Corn                        ', 'Caramel Apples                        ', 'Christmas Cookie                        ', 'Cinna Apple                        ', 'Cinnamon Bun                        ', 'Country Berry Hotcakes                        ', 'Country Cider & Sticks                        ', 'Cranberry                        ', 'Cran/Citrus                        ', 'Cr\xc3\xa8me Br\xc3\xbbl\xc3\xa9e                        ', 'Farmhouse Kitchen                        ', 'Hillbilly Cider                        ', 'Hot Baked Apple Pie                        ', 'Hot Maple Toddy                        ', 'Lemon Sweet Cakes                        ', 'Log Cabin                        ', 'Maple & Brown Sugar*                        ', 'Ol Fashioned Peppermint                        ', 'Ol Sap Bucket                        ', 'Orange \xe2\x80\x98n Clove                        ', 'Orange Slice                        ', 'SnowCream                        ', 'Pumpkin Pie & Spice                        ', 'Snickerdoodle                        ', 'Strawberry Shortcake                        ', 'Sugar Cookie                        ', 'Toasted Marshmallow                        ', 'Vanilla Latte                        ']"
5 pack Muffin Tarts WS,Product Code: MTarts,Home » Tarts & Wax Melts » 5 pack Muffin Tarts WS,"Product Code: MTarts
Availability: In Stock
Description:",1,$10.70,https://aprimitiveglow.com/image/cache/data/muffintart-501x501.jpg,"[' --- Please Select --- ', 'Apple Butter Pumpkin Pie                        ', 'Banana Nut Bread                        ', 'Birthday Cake                        ', 'Blackberry Pie                        ', 'Blueberry Cobbler                        ', 'Bourbon Roasted Pecans                        ', 'Buttercream Frosting                        ', 'Candy Corn                        ', 'Caramel Apples                        ', 'Christmas Cookie                        ', 'Cinna Apple                        ', 'Cinnamon Bun                        ', 'Country Berry Hotcakes                        ', 'Country Cider & Sticks                        ', 'Cranberry                        ', 'Cran/Citrus                        ', 'Cr\xc3\xa8me Br\xc3\xbbl\xc3\xa9e                        ', 'Farmhouse Kitchen                        ', 'Hot Baked Apple Pie                        ', 'Hillbilly Cider                        ', 'Hot Maple Toddy                        ', 'Lemon Sweet Cakes                        ', 'Log Cabin                        ', 'Maple & Brown Sugar*                        ', 'Ol Fashioned Peppermint                        ', 'Ol Sap Bucket                        ', 'Orange \xe2\x80\x98n Clove                        ', 'Orange Slice                        ', 'Pumpkin Pie & Spice                        ', 'SnowCream                        ', 'Snickerdoodle                        ', 'Strawberry Shortcake                        ', 'Sugar Cookie                        ', 'Toasted Marshmallow                        ', 'Vanilla Latte                        ']"
Loaf Pan Candle (3 wick) - WS,Product Code: LPC3wk-WS,Home » Container Candles » Loaf Pan Candle (3 wick) - WS,"Product Code: LPC3wk-WS
Availability: In Stock
Description:",2,$30.00,None,"[' --- Please Select --- ', ' --- Please Select --- ', 'Hillbilly Cider                        ', ' --- Please Select --- ', 'Hillbilly Cider                        ']"
Large Jack-O-Lantern WS,Product Code: lrgjack,Home » Seasonal Candles » Large Jack-O-Lantern WS,"Product Code: lrgjack
Availability: In Stock
Description: Poured in our new fall scent:  Pumpkin Cornbread...smells so amazing, full of fall and home baked scent",1,$31.00,https://aprimitiveglow.com/image/cache/data/IMG_2689-501x501.jpg,[]
