Medium Snowman Pillar Candle WS,Product Code: MSMPC,Home » Seasonal Candles » Medium Snowman Pillar Candle WS,"Product Code: MSMPC
Availability: In Stock
Description: Love this sweet face of this snowman candle!",1,$25.50,https://aprimitiveglow.com/image/cache/data/IMG_2723-501x501.JPG,"[' --- Please Select --- ', 'SnowCream                        ']"
16oz. Container Candles,Product Code: 16CC-2ws,Home » Container Candles » 16oz. Container Candles,"Product Code: 16CC-2ws
Availability: In Stock
Description: 16oz. jar Candles.
Use the Fragrance menu to see available selections, if there is a scent not listed on our website and you know we have it, just put a note in the note section at the bottom of the order...
Thank you",2,$17.50,https://aprimitiveglow.com/image/cache/data/16oz-501x501.jpg,"[' --- Please Select --- ', 'Apple Butter Harvest                        ', 'Apple Butter Pumpkin Pie                        ', 'Banana Nut Bread                        ', 'Birthday Cake                        ', 'Blackberry Pie                        ', 'Blueberry Cobbler                        ', 'Bourbon Roasted Pecans                        ', 'Buttercream Frosting                        ', 'Candy Corn                        ', 'Caramel Apples                        ', 'Christmas Cookie                        ', 'Cinna Apple                        ', 'Cinnamon Bun                        ', 'Country Berry Hotcakes                        ', 'Country Cider & Sticks                        ', 'Cranberry                        ', 'Cran/Citrus                        ', 'Cr\xc3\xa8me Br\xc3\xbbl\xc3\xa9e                        ', 'Farmhouse Kitchen                        ', 'Hillbilly Cider                        ', 'Hot Baked Apple Pie                        ', 'Hot Maple Toddy                        ', 'Lemon Sweet Cakes                        ', 'Log Cabin                        ', 'Maple & Brown Sugar*                        ', 'Orange \xe2\x80\x98n Clove                        ', 'Orange Slice                        ', 'SnowCream                        ', 'Pumpkin Pie & Spice                        ', 'Snickerdoodle                        ', 'Strawberry Shortcake                        ', 'Sugar Cookie                        ', 'Toasted Marshmallow                        ', 'Vanilla Latte                        ']"
16oz. Container Candles - (2) WS,Product Code: 16CC-2ws,Home » Container Candles » 16oz. Container Candles - (2) WS,"Product Code: 16CC-2ws
Availability: In Stock
Description: 16oz. jar Candles.
Use the Fragrance menu to see available selections, if there is a scent not listed on our website and you know we have it, just put a note in the note section at the bottom of the order...
Thank you",2,$17.50,https://aprimitiveglow.com/image/cache/data/16oz-501x501.jpg,"[' --- Please Select --- ', 'Apple Butter Harvest                        ', 'Apple Butter Pumpkin Pie                        ', 'Banana Nut Bread                        ', 'Birthday Cake                        ', 'Blackberry Pie                        ', 'Blueberry Cobbler                        ', 'Bourbon Roasted Pecans                        ', 'Buttercream Frosting                        ', 'Candy Corn                        ', 'Caramel Apples                        ', 'Christmas Cookie                        ', 'Cinna Apple                        ', 'Cinnamon Bun                        ', 'Country Berry Hotcakes                        ', 'Country Cider & Sticks                        ', 'Cranberry                        ', 'Cran/Citrus                        ', 'Cr\xc3\xa8me Br\xc3\xbbl\xc3\xa9e                        ', 'Farmhouse Kitchen                        ', 'Hillbilly Cider                        ', 'Hot Baked Apple Pie                        ', 'Hot Maple Toddy                        ', 'Lemon Sweet Cakes                        ', 'Log Cabin                        ', 'Maple & Brown Sugar*                        ', 'Ol Fashioned Peppermint                        ', 'Ol Sap Bucket                        ', 'Orange \xe2\x80\x98n Clove                        ', 'Orange Slice                        ', 'SnowCream                        ', 'Pumpkin Pie & Spice                        ', 'Snickerdoodle                        ', 'Strawberry Shortcake                        ', 'Sugar Cookie                        ', 'Toasted Marshmallow                        ', 'Vanilla Latte                        ']"
Cookie Tarts - WS Bulk Bag 20,Product Code: CTarts-WS22,Home » Tarts & Wax Melts » Cookie Tarts - WS Bulk Bag 20,"Product Code: CTarts-WS22
Availability: In Stock
Description:
Bulk Bag - 20 tarts, perfect for selling from an old fashioned cookie jar
 ",1,$40.00,https://aprimitiveglow.com/image/cache/data/cookietart-501x501.JPG,"[' --- Please Select --- ', 'Apple Butter Harvest                        ', 'Apple Butter Pumpkin Pie                        ', 'Banana Nut Bread                        ', 'Birthday Cake                        ', 'Blackberry Pie                        ', 'Blueberry Cobbler                        ', 'Bourbon Roasted Pecans                        ', 'Buttercream Frosting                        ', 'Candy Corn                        ', 'Christmas Cookie                        ', 'Cinna Apple                        ', 'Cinnamon Bun                        ', 'Country Berry Hotcakes                        ', 'Country Cider & Sticks                        ', 'Cranberry                        ', 'Cran/Citrus                        ', 'Cr\xc3\xa8me Br\xc3\xbbl\xc3\xa9e                        ', 'Farmhouse Kitchen                        ', 'Hillbilly Cider                        ', 'Hot Baked Apple Pie                        ', 'Hot Maple Toddy                        ', 'Lemon Sweet Cakes                        ', 'Log Cabin                        ', 'Maple & Brown Sugar*                        ', 'Ol Fashioned Peppermint                        ', 'Ol Sap Bucket                        ', 'Orange \xe2\x80\x98n Clove                        ', 'Orange Slice                        ', 'SnowCream                        ', 'Pumpkin Pie & Spice                        ', 'Snickerdoodle                        ', 'Sugar Cookie                        ', 'Toasted Marshmallow                        ', 'Vanilla Latte                        ']"
4 ounce Room Spray - WS,Product Code: Spray-WS,Home » Sprays » 4 ounce Room Spray - WS,"Product Code: Spray-WS
Availability: In Stock
Description:",3,$15.75,https://aprimitiveglow.com/image/cache/data/roomspray-501x501.jpg,"[' --- Please Select --- ', 'Apple Butter Harvest                        ', 'Apple Butter Pumpkin Pie                        ', 'Banana Nut Bread                        ', 'Birthday Cake                        ', 'Blackberry Pie                        ', 'Blueberry Cobbler                        ', 'Bourbon Roasted Pecans                        ', 'Buttercream Frosting                        ', 'Candy Corn                        ', 'Caramel Apples                        ', 'Christmas Cookie                        ', 'Cinna Apple                        ', 'Cinnamon Bun                        ', 'Country Berry Hotcakes                        ', 'Country Cider & Sticks                        ', 'Cranberry                        ', 'Cran/Citrus                        ', 'Cr\xc3\xa8me Br\xc3\xbbl\xc3\xa9e                        ', 'Farmhouse Kitchen                        ', 'Hot Baked Apple Pie                        ', 'Hillbilly Cider                        ', 'Hot Maple Toddy                        ', 'Lemon Sweet Cakes                        ', 'Log Cabin                        ', 'Maple & Brown Sugar*                        ', 'Ol Fashioned Peppermint                        ', 'Ol Sap Bucket                        ', 'Orange \xe2\x80\x98n Clove                        ', 'Orange Slice                        ', 'Pumpkin Pie & Spice                        ', 'SnowCream                        ', 'Snickerdoodle                        ', 'Strawberry Shortcake                        ', 'Sugar Cookie                        ', 'Toasted Marshmallow                        ', 'Vanilla Latte                        ']"
Crumble Tart Wax Melts WS,Product Code: Crtart,Home » Tarts & Wax Melts » Crumble Tart Wax Melts WS,"Product Code: Crtart
Availability: In Stock
Description: Highly scented wax melts...tart crumbles come in kraft color paper bag with window in the front, approximately 6 ounces of wax tarts for your tart warmer, our crumbles are available in all our amazing scents",4,$21.80,https://aprimitiveglow.com/image/cache/data/bagtarts-501x501.jpg,"[' --- Please Select --- ', 'Apple Butter Harvest                        ', 'Apple Butter Pumpkin Pie                        ', 'Banana Nut Bread                        ', 'Birthday Cake                        ', 'Blackberry Pie                        ', 'Blueberry Cobbler                        ', 'Bourbon Roasted Pecans                        ', 'Buttercream Frosting                        ', 'Candy Corn                        ', 'Caramel Apples                        ', 'Christmas Cookie                        ', 'Cinna Apple                        ', 'Cinnamon Bun                        ', 'Country Berry Hotcakes                        ', 'Country Cider & Sticks                        ', 'Cranberry                        ', 'Cran/Citrus                        ', 'Cr\xc3\xa8me Br\xc3\xbbl\xc3\xa9e                        ', 'Farmhouse Kitchen                        ', 'Hillbilly Cider                        ', 'Hot Baked Apple Pie                        ', 'Hot Maple Toddy                        ', 'Lemon Sweet Cakes                        ', 'Log Cabin                        ', 'Maple & Brown Sugar*                        ', 'Ol Fashioned Peppermint                        ', 'Ol Sap Bucket                        ', 'Orange \xe2\x80\x98n Clove                        ', 'Orange Slice                        ', 'SnowCream                        ', 'Pumpkin Pie & Spice                        ', 'Snickerdoodle                        ', 'Strawberry Shortcake                        ', 'Sugar Cookie                        ', 'Toasted Marshmallow                        ', 'Vanilla Latte                        ']"
Medium Grubby Can - WS,Product Code: MedCan-WS,Home » Container Candles » Medium Grubby Can - WS,"Product Code: MedCan-WS
Availability: In Stock
Description:",2,$22.00,None,"[' --- Please Select --- ', 'Hillbilly Cider                        ', ' --- Please Select --- ', 'Hillbilly Cider                        ', ' --- Please Select --- ', 'Apple Butter Harvest                        ', 'Apple Butter Pumpkin Pie                        ', 'Banana Nut Bread                        ', 'Birthday Cake                        ', 'Blackberry Pie                        ', 'Blueberry Cobbler                        ', 'Bourbon Roasted Pecans                        ', 'Buttercream Frosting                        ', 'Candy Corn                        ', 'Caramel Apples                        ', 'Christmas Cookie                        ', 'Cinna Apple                        ', 'Cinnamon Bun                        ', 'Country Berry Hotcakes                        ', 'Country Cider & Sticks                        ', 'Cranberry                        ', 'Cran/Citrus                        ', 'Cr\xc3\xa8me Br\xc3\xbbl\xc3\xa9e                        ', 'Farmhouse Kitchen                        ', 'Hot Baked Apple Pie                        ', 'Hot Maple Toddy                        ', 'Lemon Sweet Cakes                        ', 'Log Cabin                        ', 'Maple & Brown Sugar*                        ', 'Ol Fashioned Peppermint                        ', 'Ol Sap Bucket                        ', 'Orange \xe2\x80\x98n Clove                        ', 'Orange Slice                        ', 'SnowCream                        ', 'Pumpkin Pie & Spice                        ', 'Snickerdoodle                        ', 'Strawberry Shortcake                        ', 'Sugar Cookie                        ', 'Toasted Marshmallow                        ', 'Vanilla Latte                        ']"
Small Pillar - WS,Product Code: SmPilWh,Home » Pillar Candles » Small Pillar - WS,"Product Code: SmPilWh
Availability: In Stock
Description:",2,$16.00,https://aprimitiveglow.com/image/cache/data/blackberrypiepillar-501x501.JPG,"[' --- Please Select --- ', 'Apple Butter Harvest                        ', 'Apple Butter Pumpkin Pie                        ', 'Banana Nut Bread                        ', 'Birthday Cake                        ', 'Blackberry Pie                        ', 'Blueberry Cobbler                        ', 'Bourbon Roasted Pecans                        ', 'Buttercream Frosting                        ', 'Candy Corn                        ', 'Caramel Apples                        ', 'Christmas Cookie                        ', 'Cinna Apple                        ', 'Cinnamon Bun                        ', 'Country Berry Hotcakes                        ', 'Country Cider & Sticks                        ', 'Cranberry                        ', 'Cran/Citrus                        ', 'Cr\xc3\xa8me Br\xc3\xbbl\xc3\xa9e                        ', 'Farmhouse Kitchen                        ', 'Hot Baked Apple Pie                        ', 'Hillbilly Cider                        ', 'Hot Maple Toddy                        ', 'Lemon Sweet Cakes                        ', 'Log Cabin                        ', 'Maple & Brown Sugar*                        ', 'Ol Fashioned Peppermint                        ', 'Ol Sap Bucket                        ', 'Orange \xe2\x80\x98n Clove                        ', 'Orange Slice                        ', 'SnowCream                        ', 'Pumpkin Pie & Spice                        ', 'Snickerdoodle                        ', 'Strawberry Shortcake                        ', 'Sugar Cookie                        ', 'Toasted Marshmallow                        ', 'Vanilla Latte                        ']"
Large Pillar Candle - WS,Product Code: 117R-WS,Home » Pillar Candles » Large Pillar Candle - WS,"Product Code: 117R-WS
Availability: In Stock
Description:",2,$28.00,https://aprimitiveglow.com/image/cache/data/lrgpillar-501x501.JPG,"[' --- Please Select --- ', 'Apple Butter Harvest                        ', 'Apple Butter Pumpkin Pie                        ', 'Banana Nut Bread                        ', 'Birthday Cake                        ', 'Blackberry Pie                        ', 'Blueberry Cobbler                        ', 'Bourbon Roasted Pecans                        ', 'Buttercream Frosting                        ', 'Candy Corn                        ', 'Caramel Apples                        ', 'Christmas Cookie                        ', 'Cinna Apple                        ', 'Cinnamon Bun                        ', 'Country Berry Hotcakes                        ', 'Country Cider & Sticks                        ', 'Cranberry                        ', 'Cran/Citrus                        ', 'Cr\xc3\xa8me Br\xc3\xbbl\xc3\xa9e                        ', 'Farmhouse Kitchen                        ', 'Hot Baked Apple Pie                        ', 'Hillbilly Cider                        ', 'Hot Maple Toddy                        ', 'Lemon Sweet Cakes                        ', 'Log Cabin                        ', 'Maple & Brown Sugar*                        ', 'Ol Fashioned Peppermint                        ', 'Ol Sap Bucket                        ', 'Orange \xe2\x80\x98n Clove                        ', 'Orange Slice                        ', 'Pumpkin Pie & Spice                        ', 'SnowCream                        ', 'Snickerdoodle                        ', 'Strawberry Shortcake                        ', 'Sugar Cookie                        ', 'Toasted Marshmallow                        ', 'Vanilla Latte                        ']"
Medium Pillar - WS,Product Code: MedPil-WS,Home » Pillar Candles » Medium Pillar - WS,"Product Code: MedPil-WS
Availability: In Stock
Description:",2,$22.00,https://aprimitiveglow.com/image/cache/data/blackberrypiepillar-501x501.JPG,"[' --- Please Select --- ', 'Apple Butter Harvest                        ', 'Apple Butter Pumpkin Pie                        ', 'Banana Nut Bread                        ', 'Birthday Cake                        ', 'Blackberry Pie                        ', 'Blueberry Cobbler                        ', 'Bourbon Roasted Pecans                        ', 'Buttercream Frosting                        ', 'Candy Corn                        ', 'Caramel Apples                        ', 'Christmas Cookie                        ', 'Cinna Apple                        ', 'Cinnamon Bun                        ', 'Country Berry Hotcakes                        ', 'Country Cider & Sticks                        ', 'Cranberry                        ', 'Cran/Citrus                        ', 'Cr\xc3\xa8me Br\xc3\xbbl\xc3\xa9e                        ', 'Farmhouse Kitchen                        ', 'Hillbilly Cider                        ', 'Hot Baked Apple Pie                        ', 'Hot Maple Toddy                        ', 'Lemon Sweet Cakes                        ', 'Log Cabin                        ', 'Maple & Brown Sugar*                        ', 'Ol Fashioned Peppermint                        ', 'Ol Sap Bucket                        ', 'Orange \xe2\x80\x98n Clove                        ', 'Orange Slice                        ', 'SnowCream                        ', 'Pumpkin Pie & Spice                        ', 'Snickerdoodle                        ', 'Strawberry Shortcake                        ', 'Sugar Cookie                        ', 'Toasted Marshmallow                        ', 'Vanilla Latte                        ']"
Muffin Pillar Candles - WS,Product Code: MC-WS,Home » Pillar Candles » Muffin Pillar Candles - WS,"Product Code: MC-WS
Availability: In Stock
Description:",2,$11.50,https://aprimitiveglow.com/image/cache/data/Muffin-Candle-501x501.jpg,"[' --- Please Select --- ', 'Apple Butter Harvest                        ', 'Apple Butter Pumpkin Pie                        ', 'Banana Nut Bread                        ', 'Birthday Cake                        ', 'Blackberry Pie                        ', 'Blueberry Cobbler                        ', 'Bourbon Roasted Pecans                        ', 'Buttercream Frosting                        ', 'Candy Corn                        ', 'Caramel Apples                        ', 'Christmas Cookie                        ', 'Cinna Apple                        ', 'Cinnamon Bun                        ', 'Country Berry Hotcakes                        ', 'Country Cider & Sticks                        ', 'Cranberry                        ', 'Cran/Citrus                        ', 'Cr\xc3\xa8me Br\xc3\xbbl\xc3\xa9e                        ', 'Farmhouse Kitchen                        ', 'Hillbilly Cider                        ', 'Hot Baked Apple Pie                        ', 'Hot Maple Toddy                        ', 'Lemon Sweet Cakes                        ', 'Log Cabin                        ', 'Maple & Brown Sugar*                        ', 'Ol Fashioned Peppermint                        ', 'Ol Sap Bucket                        ', 'Orange \xe2\x80\x98n Clove                        ', 'Orange Slice                        ', 'SnowCream                        ', 'Pumpkin Pie & Spice                        ', 'Snickerdoodle                        ', 'Strawberry Shortcake                        ', 'Sugar Cookie                        ', 'Toasted Marshmallow                        ', 'Vanilla Latte                        ']"
