"GlitterTrends™ ""Cherry Blossom Chickadee"" Garden Dura Soft™ Flag",50368,,"This incredible decorative flag has iridescent glitter sprinkled directly onto our industry leading Dura Soft™ fabric! The bright colors of the design show through the glitter - no design visibility is lost. These flags will make a glittery addition to any yard or landscape. Flags will sparkle as they move in the breeze!

50368; 52368

W: 12.5""
H: 18""",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/50368_l.jpg,50368_l.jpg,UPC Code: 096069503682,|||||,Carson800,50368_l.jpg
"GlitterTrends™ ""Easter Cuties"" Garden Dura Soft™ Flag",50356,,"This incredible decorative flag has iridescent glitter sprinkled directly onto our industry leading Dura Soft™ fabric! The bright colors of the design show through the glitter - no design visibility is lost. These flags will make a glittery addition to any yard or landscape. Flags will sparkle as they move in the breeze!

50356; 52356

W: 12.5""
H: 18""",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/50356_l.jpg,50356_l.jpg,UPC Code: 096069503569,|||||,Carson800,50356_l.jpg
"""Garden Guest"" 5 1/2"" Pot Cover",42230,,"Pot covers are made of heat sublimated burlap material with a plastic inner liner to keep the outside clean! Best suited for indoor use. Each pot cover design style comes in 2 different sizes - 5.5"" and 7"". Large size available in this design by purchasing item 42229. Also matches artwork for items 50279; 52279; 44173

H: 5.5""
DIA: 6.5""",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/42230_l.jpg,42230_l.jpg,UPC Code: 096069422303,|||||,Carson800,42230_l.jpg
"""Garden Guest"" 7"" Pot Cover",42229,,"Pot covers are made of heat sublimated burlap material with a plastic inner liner to keep the outside clean! Best suited for indoor use. Each pot cover design style comes in 2 different sizes - 5.5"" and 7"". Small size available in this design by purchasing item 42230. Also matches artwork for items 50279; 52279; 44173

H: 7""
DIA: 8.5""",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/42229_l.jpg,42229_l.jpg,UPC Code: 096069422297,|||||,Carson800,42229_l.jpg
"27"" ""Garden Guest"" Chime",44173,,"These chimes are made of all aluminum construction, strung with an industrial cord and printed in the USA. The striker is adjustable as well. 3/4"" diameter tubes. Matches artwork for items 50279; 52279; 42230; 42229

L: 27""",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/44173_l.jpg,44173_l.jpg,UPC Code: 096069441731,|||||,Carson800,44173_l.jpg
"GlitterTrends™ ""Garden Guest"" Garden Dura Soft™ Flag",50279,,"This incredible decorative flag has iridescent glitter sprinkled directly onto our industry leading Dura Soft™ fabric! The bright colors of the design show through the glitter - no design visibility is lost. These flags will make a glittery addition to any yard or landscape. Flags will sparkle as they move in the breeze!

50279; 52279; 42230; 42229; 44173

W: 12.5""
H: 18""",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/50279_l.jpg,50279_l.jpg,UPC Code: 096069502791,|||||,Carson800,50279_l.jpg
"GlitterTrends™ ""Gardening Tools"" Garden Dura Soft™ Flag",50275,,"This incredible decorative flag has iridescent glitter sprinkled directly onto our industry leading Dura Soft™ fabric! The bright colors of the design show through the glitter - no design visibility is lost. These flags will make a glittery addition to any yard or landscape. Flags will sparkle as they move in the breeze!

50275; 52275

W: 12.5""
H: 18""",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/50275_l.jpg,50275_l.jpg,UPC Code: 096069502753,|||||,Carson800,50275_l.jpg
"GlitterTrends™ ""Golden Friends"" Garden Dura Soft™ Flag",50291,,"This incredible decorative flag has iridescent glitter sprinkled directly onto our industry leading Dura Soft™ fabric! The bright colors of the design show through the glitter - no design visibility is lost. These flags will make a glittery addition to any yard or landscape. Flags will sparkle as they move in the breeze!

50291; 52291

W: 12.5""
H: 18""",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/50291_l.jpg,50291_l.jpg,UPC Code: 096069502913,|||||,Carson800,50291_l.jpg
"GlitterTrends™ ""Iris Bouquet"" Garden Dura Soft™ Flag",50386,,"This incredible decorative flag has iridescent glitter sprinkled directly onto our industry leading Dura Soft™ fabric! The bright colors of the design show through the glitter - no design visibility is lost. These flags will make a glittery addition to any yard or landscape. Flags will sparkle as they move in the breeze!

50373; 52373; 43340; 44175; 42242; 42241

W: 12.5""
H: 18""",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/50386_l.jpg,50386_l.jpg,UPC Code: 096069503866,|||||,Carson800,50386_l.jpg
"GlitterTrends™ ""Jar Of Geraniums"" Garden Dura Soft™ Flag",50385,,"This incredible decorative flag has iridescent glitter sprinkled directly onto our industry leading Dura Soft™ fabric! The bright colors of the design show through the glitter - no design visibility is lost. These flags will make a glittery addition to any yard or landscape. Flags will sparkle as they move in the breeze!

50385; 52385

W: 12.5""
H: 18""",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/50385_l.jpg,50385_l.jpg,UPC Code: 096069503859,|||||,Carson800,50385_l.jpg
