"33"" Keynote Collection ""Frog"" Chime",10168,,"Our Keynote Collection chimes are made of hand-painted resin, cast metal, and aluminium with an industrial cord. They feature 3 durable anodized tubles.

L: 33""",,,,,,,,,,,,,,Carson400,Carson160,http://www.carsonhomeaccents.com/images/10168_l.jpg,10168_l.jpg,,|||||,Carson800,10168_l.jpg
"17"" Keynote Collection ""Angel"" Bell",10171,,"Our Keynote Collection bells are made of hand-painted resin, cast metal, and aluminium with an industrial cord. They feature a bell that emits gentle tones.

L: 17""",,,,,,,,,,,,,,Carson400,Carson160,http://www.carsonhomeaccents.com/images/10171_l.jpg,10171_l.jpg,,|||||,Carson800,10171_l.jpg
"""Angel"" Memorial Planter",11168,,"Our memorial planters are made of hand-painted cement to emulate the look of terra cotta and are inscribed with sentimental quotes. They are meant for both indoor/outdoor use(warmer climates) and are very durable. Include a drainage hole and can be reused!

W: 7""
H: 6""
DIA: 9""",,,,,,,,,,,,,,Carson400,Carson160,http://www.carsonhomeaccents.com/images/11168_l.jpg,11168_l.jpg,,|||||,Carson800,11168_l.jpg
"""Your Faith"" Memorial Pedestal Cross",11169,,"Our memorial pedestal cross is made of hand-painted cement to emulate the look of terra cotta and is inscribed with a sentimental quote.

W: 7""
H: 14""
D: 9""",,,,,,,,,,,,,,Carson400,Carson160,http://www.carsonhomeaccents.com/images/11169_l.jpg,11169_l.jpg,,|||||,Carson800,11169_l.jpg
"""Memories"" Memorial Marker",11170,,"Our memorial marker is made of hand-painted cement to emulate the look of terra cotta and is inscribed with a sentimental quote.

W: 11""
H: 11""
D: 3""",,,,,,,,,,,,,,Carson400,Carson160,http://www.carsonhomeaccents.com/images/11170_l.jpg,11170_l.jpg,,|||||,Carson800,11170_l.jpg
"""Cat"" Mat",11701,,"Our indoor/outdoor mats have done so well in our Flag catalog that we""ve decided to offer them in everyday styles for the Gift/Garden book. The thick, non-slip rubber backing paired with the fade and mildew resistant polyester top will keep these mats lively and bright for a very long time!

W: 29.5""
H: 17.5""",,,,,,,,,,,,,,Carson400,Carson160,http://www.carsonhomeaccents.com/images/11701_l.jpg,11701_l.jpg,,|||||,Carson800,11701_l.jpg
"""Friends Gather Here"" Mat",11705,,"Our indoor/outdoor mats have done so well in our Flag catalog that we""ve decided to offer them in everyday styles for the Gift/Garden book. The thick, non-slip rubber backing paired with the fade and mildew resistant polyester top will keep these mats lively and bright for a very long time!

W: 29.5""
H: 17.5""",,,,,,,,,,,,,,Carson400,Carson160,http://www.carsonhomeaccents.com/images/11705_l.jpg,11705_l.jpg,,|||||,Carson800,11705_l.jpg
"""Dogs"" Mat",11707,,"Our indoor/outdoor mats have done so well in our Flag catalog that we""ve decided to offer them in everyday styles for the Gift/Garden book. The thick, non-slip rubber backing paired with the fade and mildew resistant polyester top will keep these mats lively and bright for a very long time!

W: 29.5""
H: 17.5""",,,,,,,,,,,,,,Carson400,Carson160,http://www.carsonhomeaccents.com/images/11707_l.jpg,11707_l.jpg,,|||||,Carson800,11707_l.jpg
"""Mom's Kitchen"" Mat",11709,,"Our indoor/outdoor mats have done so well in our Flag catalog that we""ve decided to offer them in everyday styles for the Gift/Garden book. The thick, non-slip rubber backing paired with the fade and mildew resistant polyester top will keep these mats lively and bright for a very long time!

W: 29.5""
H: 17.5""",,,,,,,,,,,,,,Carson400,Carson160,http://www.carsonhomeaccents.com/images/11709_l.jpg,11709_l.jpg,,|||||,Carson800,11709_l.jpg
"""Patriotic Welcome"" Mat",11710,,"Our indoor/outdoor mats have done so well in our Flag catalog that we""ve decided to offer them in everyday styles for the Gift/Garden book. The thick, non-slip rubber backing paired with the fade and mildew resistant polyester top will keep these mats lively and bright for a very long time!

W: 29.5""
H: 17.5""",,,,,,,,,,,,,,Carson400,Carson160,http://www.carsonhomeaccents.com/images/11710_l.jpg,11710_l.jpg,,|||||,Carson800,11710_l.jpg
"""Pray Big"" Mat",11711,,"Our indoor/outdoor mats have done so well in our Flag catalog that we""ve decided to offer them in everyday styles for the Gift/Garden book. The thick, non-slip rubber backing paired with the fade and mildew resistant polyester top will keep these mats lively and bright for a very long time!

W: 29.5""
H: 17.5""",,,,,,,,,,,,,,Carson400,Carson160,http://www.carsonhomeaccents.com/images/11711_l.jpg,11711_l.jpg,,|||||,Carson800,11711_l.jpg
"""Love God"" Wall Cross",14167,,"Wall cross is made of wood with a sawtooth hanger in the back.

W: 11.5""
H: 17""
D: 0.5""",,,,,,,,,,,,,,Carson400,Carson160,http://www.carsonhomeaccents.com/images/14167_l.jpg,14167_l.jpg,,|||||,Carson800,14167_l.jpg
"""Home"" Rustic Dust Wall Cross",14170,,"Our Rustic Dust wall crosses are made of wood and chalkboard paint with a decal. They have a sawtooth hanger on the back and are able to be written on with real chalk!

W: 10""
H: 14""
D: 0.75""",,,,,,,,,,,,,,Carson400,Carson160,http://www.carsonhomeaccents.com/images/14170_l.jpg,14170_l.jpg,,|||||,Carson800,14170_l.jpg
"2 Asst ""Faith & Home"" Signs",16770,,"These wall signs are made from wood composite and wire for hanging.

W: 4""
H: 7.5""
D: 0.375""",,,,,,,,,,,,,,Carson400,Carson160,http://www.carsonhomeaccents.com/images/16770_l.jpg,16770_l.jpg,,|||||,Carson800,16770_l.jpg
"3 Asst ""Live, Home, Faith"" Ornaments",16771,,"Our primitive ornament assortment is made of up 3 wood composite ornaments.

W: 3.5""
H: 2.5""",,,,,,,,,,,,,,Carson400,Carson160,http://www.carsonhomeaccents.com/images/16771_l.jpg,16771_l.jpg,,|||||,Carson800,16771_l.jpg
"3 Asst ""Faith, Family, Friends"" Signs",16772,,"These wall signs are made from wood composite and wire for hanging.

W: 8""
H: 3""
D: 0.375""",,,,,,,,,,,,,,Carson400,Carson160,http://www.carsonhomeaccents.com/images/16772_l.jpg,16772_l.jpg,,|||||,Carson800,16772_l.jpg
