BB_CHRI,Home|Barn Products|Barn Bricks,,,,,,,,,,,,,,,Barn400,Barn160,https://www.barncandles.com/resize/Shared/Images/Product/Cozy-Christmas-Barn-Brick-Set/BBS_COZY.jpg?bw=1000&w=1000&bh=1000&h=1000,BBS_COZY.jpg,,,Barn800,BBS_COZY.jpg?bw=1000&w=1000&bh=1000&h=1000
BB_WHI,Home|Barn Products|Barn Bricks,,,,,,,,,,,,,,,Barn400,Barn160,https://www.barncandles.com/resize/Shared/Images/Product/White-Christmas-Wax-Barn-Brick/IMG_4529.jpg?bw=1000&w=1000&bh=1000&h=1000,IMG_4529.jpg,,,Barn800,IMG_4529.jpg?bw=1000&w=1000&bh=1000&h=1000
