"RICHBURG LONG RUNNER 14"" X 56""",AQ91LR,No cat,2,$7.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/AQ91.jpg,AQ91.jpg
"RICHBURG SHORT RUNNER 14"" X 32""",AQ91SR,No cat,2,$5.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/AQ91.jpg,AQ91.jpg
"FARMINGDALE LONG RUNNER 14""X56"" AVAILABLE OCTOBER 2017",AQ98LR,No cat,2,$7.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/AQ98.jpg,AQ98.jpg
"AUTUMN FROST WEAVE NAVY LONG RUNNER 14""X56"" AVAIL AUG 2017",AQ99NLR,No cat,2,$7.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/AUTUMN%20FROST%20N.jpg,AUTUMN%20FROST%20N.jpg
"VINTAGE STRIPE LONG RUNNER 16""X52"" BLUE/TAN",AQ9LR,No cat,2,$7.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/AQ9LR.jpg,AQ9LR.jpg
"VINTAGE STRIPE SHORT RUNNER 16""X36"" BLUE/TAN",AQ9SR,No cat,2,$5.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/AQ9SR.jpg,AQ9SR.jpg
"BLACK/MUSTARD LONG RUNNER 14"" X 56""",BM66LR,No cat,2,$7.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/BT66.jpg,BT66.jpg
"BLACK/MUSTARD SHORT RUNNER 14"" X 32""",BM66SR,No cat,2,$5.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/BT66.jpg,BT66.jpg
"BLACK & TAN LONG RUNNER 14"" X 56""",BT5070LR,No cat,2,$7.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/pattern-5070-black-tan.jpg,pattern-5070-black-tan.jpg
"BLACK & TAN SHORT RUNNER 14"" X 32""",BT5070SR,No cat,2,$5.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/pattern-5070-black-tan.jpg,pattern-5070-black-tan.jpg
"BLACK & TAN 34"" SQUARE",BT5070SS,No cat,2,$9.50 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/pattern-5070-black-tan.jpg,pattern-5070-black-tan.jpg
"BLACK & TAN THROW 52"" X 74""",BT5070T,No cat,2,$25.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/pattern-5070-black-tan.jpg,pattern-5070-black-tan.jpg
"BLACK & TAN 52"" TABLE SQUARE",BT5070TS,No cat,2,$17.50 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/pattern-5070-black-tan.jpg,pattern-5070-black-tan.jpg
"BLACK/TAN LONG RUNNER 14"" X 56""",BT66LR,No cat,2,$7.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/westbury%20black.jpg,westbury%20black.jpg
"BLACK/TAN SHORT RUNNER 14"" X 32""",BT66SR,No cat,2,$5.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/westbury%20black.jpg,westbury%20black.jpg
THE LORDS PRAYER,C115,No cat,2,$15.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/C115.jpg,C115.jpg
"SAND/CREME LONG RUNNER 14"" X 56""",CS5070LR,No cat,2,$7.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/CS5070.jpg,CS5070.jpg
"SAND/CREAM SHORT RUNNER 14"" X 32""",CS5070SR,No cat,2,$5.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/CS5070.jpg,CS5070.jpg
"THE WESTBURY LONG RUNNER CRANBERRY/TAN 14"" X 56""",CT66LR,No cat,2,$7.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/CT66.jpg,CT66.jpg
"THE WESTBURY SHORT RUNNER CRANBERRY/TAN 14"" X 32""",CT66SR,No cat,2,$5.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/CT66.jpg,CT66.jpg
BLACK/TAN JACQUARD & LEATHER WRISTLET,FC01,No cat,2,$5.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/FC01.jpg,FC01.jpg
BLACK/TAN JACQUARD & LEATHER CROSS BODY,FC02,No cat,2,$5.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/FC02.jpg,FC02.jpg
RED/TAN JACQUARD & LEATHER SATCHEL,FC08,No cat,2,$25.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/FC08.jpg,FC08.jpg
"CANDLE BOX 3"" HANDLE - BLACK(MIDDLE)",JSB3,No cat,2,$5.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/JS3.jpg,JS3.jpg
"CANDLE BOX 7"" HANDLE - BLACK(MIDDLE)",JSB7,No cat,2,$5.50 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/JS7.jpg,JS7.jpg
"CANDLE BOX 3"" HANDLE - MUSTARD(RIGHT)",JSM3,No cat,2,$5.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/JS3.jpg,JS3.jpg
"CANDLE BOX 7"" HANDLE - MUSTARD(RIGHT)",JSM7,No cat,2,$3.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/JS7.jpg,JS7.jpg
"CANDLE BOX 3"" HANDLE - RED(LEFT)",JSR3,No cat,2,$5.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/JS3.jpg,JS3.jpg
"CANDLE BOX 7"" HANDLE - RED(LEFT)",JSR7,No cat,2,$3.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/JS7.jpg,JS7.jpg
"GOOD DECISIONS 20"" X 10""",JW488,No cat,4,$2.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/JW488.jpg,JW488.jpg
"WINE 20"" X 10""",JW489,No cat,4,$1.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/JW489.jpg,JW489.jpg
SET OF SMALL OVAL RISERS/BLACK,JW492B,No cat,2,$11.50 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/JW492.jpg,JW492.jpg
CHEYENNE,KELIM101,No cat,2,$15.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/KELIM101.jpg,KELIM101.jpg
SUNDANCE,KELIM102,No cat,2,$15.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/KELIM102.jpg,KELIM102.jpg
MARY JOHANSON STITCHERY,LH18,No cat,2,$5.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/LH18.jpg,LH18.jpg
"30"" CORNER BUNTING",MB39,No cat,2,$5.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/MB39.jpg,MB39.jpg
TOWEL CRANE/BLACK,PM249,No cat,2,$13.50 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/PM249.jpg,PM249.jpg
"14"" CARDINAL TABLE MAT",R696L,No cat,2,$12.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/R696.jpg,R696.jpg
"9"" SANTA SHEEP TABLE MAT",R697,No cat,2,$7.75 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/R697.jpg,R697.jpg
"14"" SANTA SHEEP TABLE MAT",R697L,No cat,2,$12.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/R697L.jpg,R697L.jpg
"9"" FALL BLESSINGS TABLE MAT",R704,No cat,2,$7.50 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/R704.jpg,R704.jpg
STAR PENNY MAT,R727,No cat,2,$20.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/R727.jpg,R727.jpg
STAR TABLE MAT,R728,No cat,2,$12.50 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/R728.jpg,R728.jpg
"CRANBERRY/CREAM LONG RUNNER 14"" X 56""",RC5070LR,No cat,2,$7.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/RC5070LR.jpg,RC5070LR.jpg
"CRANBERRY/CREAM SHORT RUNNER 14"" X 32"" AVAIL AUG 2017",RC5070SR,No cat,2,$5.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/RC5070SR.jpg,RC5070SR.jpg
1776 FLAG ON A STICK,RP137,No cat,12,$4.75 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/RP137.jpg,RP137.jpg
1776 BANNER,RP138,No cat,2,$5.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/RP138.jpg,RP138.jpg
"1776 BUNTING 40""",RP140,No cat,2,$12.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/RP140.jpg,RP140.jpg
"CENTER STRIPE - BLACK LONG RUNNER 14""X56"" AVAIL AUG 2017",RQ101BLR,No cat,2,$7.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/CENTER%20STIPE%20BLACK.jpg,CENTER%20STIPE%20BLACK.jpg
"CENTER STRIPE - RED LONG RUNNER 14""X56"" AVAIL AUG 2017",RQ101LR,No cat,2,$7.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/CENTER%20STRIPE%20RED.jpg,CENTER%20STRIPE%20RED.jpg
"SUMNERS WHEEL TAN/BLACK LONG RUNNER 14""X56"" AVAIL AUG 2017",RQ103LR,No cat,2,$7.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/SUMNERS%20WHEEL%20TAN.BLACK.jpg,SUMNERS%20WHEEL%20TAN.BLACK.jpg
"SUMNERS WHEEL TAN/RED LONG RUNNER 14""X56"" AVAIL AUG 2017",RQ103RLR,No cat,2,$7.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/SUMNERS%20WHEEL%20TAN.CRANBERRY.jpg,SUMNERS%20WHEEL%20TAN.CRANBERRY.jpg
"SAGE/CREAM LONG RUNNER 14"" X 56""",SC5070LR,No cat,2,$7.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/SC5070LR.jpg,SC5070LR.jpg
"SAGE/CREAM SHORT RUNNER 14"" X 32""",SC5070SR,No cat,2,$5.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/SC5070SR.jpg,SC5070SR.jpg
COFFEE KEEP/BLACK,SP65B,No cat,6,$15.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/SP65B.jpg,SP65B.jpg
"LOVE NEVER FAILS 21.5"" X 10.5""",T280,No cat,4,$2.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/T280.jpg,T280.jpg
"LET ALL THAT YOU DO 24"" X 14""",T285,No cat,4,$4.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/T285.jpg,T285.jpg
"LIVE LOVE LAUGH 13"" X 13""",T288,No cat,4,$4.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/T288.jpg,T288.jpg
"LOVE 16"" X 16""",T289,No cat,4,$5.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/T289.jpg,T289.jpg
"LIVE LAUGH LOVE 14"" X 13""",T290,No cat,4,$3.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/T290.jpg,T290.jpg
"PUMPKIN & TAN LONG RUNNER 14"" X 56""",T40295LR,No cat,2,$7.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/T40295.jpg,T40295.jpg
UNION JACK KNAPSACK,TNT287,No cat,2,$10.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/TNT287.jpg,TNT287.jpg
CANVAS TOTE BAG,TNT344,No cat,2,$15.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/TNT344.jpg,TNT344.jpg
"12"" RED/WHITE/BLUE CORNER BUNTING",MB46,No cat,4,$5.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/MB46.jpg,MB46.jpg
BRACKET HOOK AVAIL AUG 2017,32-2358,No cat,6,$4.50 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/32-2359.jpg,32-2359.jpg
BRACKET HOOK AVAIL AUG 2017,32-2359,No cat,6,$4.50 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/32-2358.jpg,32-2358.jpg
CHRISTMAS BUNTING,MB9,No cat,4,$7.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/MB9.jpg,MB9.jpg
GALVANIZED BUCKETS SET OF 4 AVAIL AUG 2017,PC2341,No cat,2,$20.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/PC2341.jpg,PC2341.jpg
HONEY BUNNY AVAIL JAN 2018,C384,No cat,2,$10.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/honey%20larg.jpg,honey%20larg.jpg
PUB CANDLE- MUSTARD AVAIL SEPT 2017,PCCM,No cat,6,$1.50 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/PCCM_450x600.jpg,PCCM_450x600.jpg
PUB CANDLE- PUMPKIN AVAIL SEPT 2017,PCAP,No cat,6,$1.50 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/PCAP_450x600.jpg,PCAP_450x600.jpg
"PUMPKIN/BLACK LONG RUNNER 14"" X 56""",PB64LR,No cat,2,$7.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/PB64.jpg,PB64.jpg
"PUMPKIN/BLACK TABLE 52"" SQUARE",PB64TS,No cat,2,$17.50 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/PB64.jpg,PB64.jpg
"RAMS HEAD 8"" TOILET TISSUE HOLDER AVAIL SEPT",32-2253,No cat,6,$6.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/32-2253.jpg,32-2253.jpg
SCONCE - SEEDED GLASS & IRON AVAIL JAN 2018,32-2340,No cat,2,$25.00 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/32-2340.jpg,32-2340.jpg
THE LORD'S PRAYER *NEW DESIGN*,C644,No cat,2,$17.50 ,http://www.shoppinecreek.com/merchant2/graphics/00000001/C644.jpg,C644.jpg
