Chloe Weekender,28092,"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||SHOULDER BAGS|HANDBAGS|CROSSBODIES|TRAVEL & TOTES|WALLETS & WRISTLETS|CASES & POUCHES|ACCESSORIES|WHAT'S NEW|COLLECTIONS|SALE|Fall 2016|Spring 2016|Seasonal 2016|New Throws|Limited Release|Kitchen & Entry Rugs|Dining, Living, Bedroom Rugs|Stair Treads|Jute Rugs|Cotton Rugs|Blended Rugs|Sale|Quilts, Coverlets, Quilt Sets|Euros & Shams|Pillow Cases|Bed Skirts|Sale|Patchwork & Quilted Throws|Woven Throws|Pillows|Pillow Fillers|Euros & Shams|Pillow Cases|Sale|Shower Curtains|Valances & Balloon Valances|Panels & Short Panels|Prairie Swags & Curtain|Swags & Tiers|Sale|Stockings|Mantel Scarves & Shelf Runners|Mini Tree Skirts|Tree Skirts|Ornaments & Garlands|Gift Bags / Wine Bags|Placemats & Napkins|Table Runners|Tablecloths & Toppers|Aprons|Chair Pads|Trivets, Coasters, Mitts|Kitchen Towels|Bowls & Baskets|Sale|Shoulder Bags|Handbags|Crossbodies|Travel & Totes|Wallets & Wristlets|Cases & Pouches|Accessories|What's New|Collections|Sale|||||||||||||||||||||||||||||||||||||||||||||||||||||||","Single Fabric; Machine woven, Machine stitched; Alternating vertical rows of camel and rust yarn accented with diamond motifs; Riveted coffee brown leather straps extend down front and back; Lined in solid camel cotton fabric; Shoulder straps and trim in coffee brown leather; adjustable cotton crossbody strap; Base features plastic insert and coffee brown leather strips for added stability; Antique brass hardware; 3 slip, 1 zip inside pockets; 1 outside zip pocket; 2 shoulder straps 22"", 1 removable strap 55x1""; 10"" shoulder drop",http://vhcbrands.com/sca-image/840528136191_main_001.png?resizeid=4&resizeh=50&resizew=50
Christmas Wishes Woven Throw 60x50,26993,"|||||||||||||||||||||||||||||||||||||||||||||||||||||||WHAT'S NEW|COLLECTIONS|LIFESTYLE|BEDDING|BATH & WINDOW|PILLOWS & THROWS|TABLETOP & KITCHEN|SEASONAL|RUGS|SALE|||||||||||Fall 2016|Spring 2016|Seasonal 2016|New Throws|Limited Release|Kitchen & Entry Rugs|Dining, Living, Bedroom Rugs|Stair Treads|Jute Rugs|Cotton Rugs|Blended Rugs|Sale|Quilts, Coverlets, Quilt Sets|Euros & Shams|Pillow Cases|Bed Skirts|Sale|Patchwork & Quilted Throws|Woven Throws|Pillows|Pillow Fillers|Euros & Shams|Pillow Cases|Sale|Shower Curtains|Valances & Balloon Valances|Panels & Short Panels|Prairie Swags & Curtain|Swags & Tiers|Sale|Stockings|Mantel Scarves & Shelf Runners|Mini Tree Skirts|Tree Skirts|Ornaments & Garlands|Gift Bags / Wine Bags|Placemats & Napkins|Table Runners|Tablecloths & Toppers|Aprons|Chair Pads|Trivets, Coasters, Mitts|Kitchen Towels|Bowls & Baskets|Sale|Shoulder Bags|Handbags|Crossbodies|Travel & Totes|Wallets & Wristlets|Cases & Pouches|Accessories|What's New|Collections|Sale|||||||||||||||||||||||||||||||||||||||||||||||||||||||","Single fabric; Loom woven, hand-knotted; Christmas tree and stars in baked apple stencil on crème woven fabric; Trimmed with 5"" crème tassels",http://vhcbrands.com/sca-image/840528130663_main_001.png?resizeid=4&resizeh=50&resizew=50
Claire Panel Set of 2 84x40,17698,"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||SHOULDER BAGS|HANDBAGS|CROSSBODIES|TRAVEL & TOTES|WALLETS & WRISTLETS|CASES & POUCHES|ACCESSORIES|WHAT'S NEW|COLLECTIONS|SALE|Fall 2016|Spring 2016|Seasonal 2016|New Throws|Limited Release|Kitchen & Entry Rugs|Dining, Living, Bedroom Rugs|Stair Treads|Jute Rugs|Cotton Rugs|Blended Rugs|Sale|Quilts, Coverlets, Quilt Sets|Euros & Shams|Pillow Cases|Bed Skirts|Sale|Patchwork & Quilted Throws|Woven Throws|Pillows|Pillow Fillers|Euros & Shams|Pillow Cases|Sale|Shower Curtains|Valances & Balloon Valances|Panels & Short Panels|Prairie Swags & Curtain|Swags & Tiers|Sale|Stockings|Mantel Scarves & Shelf Runners|Mini Tree Skirts|Tree Skirts|Ornaments & Garlands|Gift Bags / Wine Bags|Placemats & Napkins|Table Runners|Tablecloths & Toppers|Aprons|Chair Pads|Trivets, Coasters, Mitts|Kitchen Towels|Bowls & Baskets|Sale|Shoulder Bags|Handbags|Crossbodies|Travel & Totes|Wallets & Wristlets|Cases & Pouches|Accessories|What's New|Collections|Sale|||||||||||||||||||||||||||||||||||||||||||||||||||||||","Single Fabric; Machine quilted; Modern floral print in navy, light blue, and white; Magnetic and zip closure for main compartment; Lined in same floral print on cotton; quilted with foam batting; 4 card slots, 2 money pockets, I ID window; 1 outside zip pocket",http://vhcbrands.com/sca-image/841985006577_main_001.png?resizeid=7&resizeh=1200&resizew=1200
Claren Applique Pillow Cover 16x16,28774,"|||||||||||||||||||||||||||||||||||||||||||||||||||||||WHAT'S NEW|COLLECTIONS|LIFESTYLE|BEDDING|BATH & WINDOW|PILLOWS & THROWS|TABLETOP & KITCHEN|SEASONAL|RUGS|SALE|||||||||||Fall 2016|Spring 2016|Seasonal 2016|New Throws|Limited Release|Kitchen & Entry Rugs|Dining, Living, Bedroom Rugs|Stair Treads|Jute Rugs|Cotton Rugs|Blended Rugs|Sale|Quilts, Coverlets, Quilt Sets|Euros & Shams|Pillow Cases|Bed Skirts|Sale|Patchwork & Quilted Throws|Woven Throws|Pillows|Pillow Fillers|Euros & Shams|Pillow Cases|Sale|Shower Curtains|Valances & Balloon Valances|Panels & Short Panels|Prairie Swags & Curtain|Swags & Tiers|Sale|Stockings|Mantel Scarves & Shelf Runners|Mini Tree Skirts|Tree Skirts|Ornaments & Garlands|Gift Bags / Wine Bags|Placemats & Napkins|Table Runners|Tablecloths & Toppers|Aprons|Chair Pads|Trivets, Coasters, Mitts|Kitchen Towels|Bowls & Baskets|Sale|Shoulder Bags|Handbags|Crossbodies|Travel & Totes|Wallets & Wristlets|Cases & Pouches|Accessories|What's New|Collections|Sale|||||||||||||||||||||||||||||||||||||||||||||||||||||||","Assorted fabrics; Machine stitched; Cherry red, forest green, and khaki plaid twill weave fabric with gold metallic thread detail; Plaid woven fabric appliqued on cherry red felt with thick forest green whip stitching detail; Trimmed with .5"" thick khaki whip stitching; Reverses to solid cherry red felt; Features 2 light wooden button closures plus 1 spare hidden button with 4"" overlap to conceal pillow insert",http://vhcbrands.com/sca-image/840528137464_main_001.png?resizeid=4&resizeh=50&resizew=50
Claren Mini Tree Skirt 21,28772,"|||||||||||||||||||||||||||||||||||||||||||||||||||||||WHAT'S NEW|COLLECTIONS|LIFESTYLE|BEDDING|BATH & WINDOW|PILLOWS & THROWS|TABLETOP & KITCHEN|SEASONAL|RUGS|SALE|||||||||||Fall 2016|Spring 2016|Seasonal 2016|New Throws|Limited Release|Kitchen & Entry Rugs|Dining, Living, Bedroom Rugs|Stair Treads|Jute Rugs|Cotton Rugs|Blended Rugs|Sale|Quilts, Coverlets, Quilt Sets|Euros & Shams|Pillow Cases|Bed Skirts|Sale|Patchwork & Quilted Throws|Woven Throws|Pillows|Pillow Fillers|Euros & Shams|Pillow Cases|Sale|Shower Curtains|Valances & Balloon Valances|Panels & Short Panels|Prairie Swags & Curtain|Swags & Tiers|Sale|Stockings|Mantel Scarves & Shelf Runners|Mini Tree Skirts|Tree Skirts|Ornaments & Garlands|Gift Bags / Wine Bags|Placemats & Napkins|Table Runners|Tablecloths & Toppers|Aprons|Chair Pads|Trivets, Coasters, Mitts|Kitchen Towels|Bowls & Baskets|Sale|Shoulder Bags|Handbags|Crossbodies|Travel & Totes|Wallets & Wristlets|Cases & Pouches|Accessories|What's New|Collections|Sale|||||||||||||||||||||||||||||||||||||||||||||||||||||||","Assorted fabrics; Machine stitched; Cherry red, forest green, and khaki plaid twill weave fabric with gold metallic thread detail; 1"" cherry red felt border trimmed with thick khaki whip stitching; Opening trimmed with .5"" cherry red binding; Reverses to solid cherry red felt; Features a 3"" diameter loop",http://vhcbrands.com/sca-image/840528137440_main_001.png?resizeid=4&resizeh=50&resizew=50
Claren Mini Tree Skirt 21,28772,"|||||||||||||||||||||||||||||||||||||||||||||||||||||||WHAT'S NEW|COLLECTIONS|LIFESTYLE|BEDDING|BATH & WINDOW|PILLOWS & THROWS|TABLETOP & KITCHEN|SEASONAL|RUGS|SALE|||||||||||Fall 2016|Spring 2016|Seasonal 2016|New Throws|Limited Release|Kitchen & Entry Rugs|Dining, Living, Bedroom Rugs|Stair Treads|Jute Rugs|Cotton Rugs|Blended Rugs|Sale|Quilts, Coverlets, Quilt Sets|Euros & Shams|Pillow Cases|Bed Skirts|Sale|Patchwork & Quilted Throws|Woven Throws|Pillows|Pillow Fillers|Euros & Shams|Pillow Cases|Sale|Shower Curtains|Valances & Balloon Valances|Panels & Short Panels|Prairie Swags & Curtain|Swags & Tiers|Sale|Stockings|Mantel Scarves & Shelf Runners|Mini Tree Skirts|Tree Skirts|Ornaments & Garlands|Gift Bags / Wine Bags|Placemats & Napkins|Table Runners|Tablecloths & Toppers|Aprons|Chair Pads|Trivets, Coasters, Mitts|Kitchen Towels|Bowls & Baskets|Sale|Shoulder Bags|Handbags|Crossbodies|Travel & Totes|Wallets & Wristlets|Cases & Pouches|Accessories|What's New|Collections|Sale|||||||||||||||||||||||||||||||||||||||||||||||||||||||","Assorted fabrics; Machine stitched; Cherry red, forest green, and khaki plaid twill weave fabric with gold metallic thread detail; 1"" cherry red felt border trimmed with thick khaki whip stitching; Opening trimmed with .5"" cherry red binding; Reverses to solid cherry red felt; Features a 3"" diameter loop",http://vhcbrands.com/sca-image/840528137440_main_001.png?resizeid=4&resizeh=50&resizew=50
Claren Runner 13x36,28776,"|||||||||||||||||||||||||||||||||||||||||||||||||||||||WHAT'S NEW|COLLECTIONS|LIFESTYLE|BEDDING|BATH & WINDOW|PILLOWS & THROWS|TABLETOP & KITCHEN|SEASONAL|RUGS|SALE|||||||||||Fall 2016|Spring 2016|Seasonal 2016|New Throws|Limited Release|Kitchen & Entry Rugs|Dining, Living, Bedroom Rugs|Stair Treads|Jute Rugs|Cotton Rugs|Blended Rugs|Sale|Quilts, Coverlets, Quilt Sets|Euros & Shams|Pillow Cases|Bed Skirts|Sale|Patchwork & Quilted Throws|Woven Throws|Pillows|Pillow Fillers|Euros & Shams|Pillow Cases|Sale|Shower Curtains|Valances & Balloon Valances|Panels & Short Panels|Prairie Swags & Curtain|Swags & Tiers|Sale|Stockings|Mantel Scarves & Shelf Runners|Mini Tree Skirts|Tree Skirts|Ornaments & Garlands|Gift Bags / Wine Bags|Placemats & Napkins|Table Runners|Tablecloths & Toppers|Aprons|Chair Pads|Trivets, Coasters, Mitts|Kitchen Towels|Bowls & Baskets|Sale|Shoulder Bags|Handbags|Crossbodies|Travel & Totes|Wallets & Wristlets|Cases & Pouches|Accessories|What's New|Collections|Sale|||||||||||||||||||||||||||||||||||||||||||||||||||||||","Single Fabric; Machine stitched; Cherry red, forest green, and khaki plaid twill weave fabric with gold metallic thread detail; Trimmed with .5"" thick khaki whip stitching",http://vhcbrands.com/sca-image/840528137488_main_001.png?resizeid=4&resizeh=50&resizew=50
Claren Runner 13x48,28777,"|||||||||||||||||||||||||||||||||||||||||||||||||||||||WHAT'S NEW|COLLECTIONS|LIFESTYLE|BEDDING|BATH & WINDOW|PILLOWS & THROWS|TABLETOP & KITCHEN|SEASONAL|RUGS|SALE|||||||||||Fall 2016|Spring 2016|Seasonal 2016|New Throws|Limited Release|Kitchen & Entry Rugs|Dining, Living, Bedroom Rugs|Stair Treads|Jute Rugs|Cotton Rugs|Blended Rugs|Sale|Quilts, Coverlets, Quilt Sets|Euros & Shams|Pillow Cases|Bed Skirts|Sale|Patchwork & Quilted Throws|Woven Throws|Pillows|Pillow Fillers|Euros & Shams|Pillow Cases|Sale|Shower Curtains|Valances & Balloon Valances|Panels & Short Panels|Prairie Swags & Curtain|Swags & Tiers|Sale|Stockings|Mantel Scarves & Shelf Runners|Mini Tree Skirts|Tree Skirts|Ornaments & Garlands|Gift Bags / Wine Bags|Placemats & Napkins|Table Runners|Tablecloths & Toppers|Aprons|Chair Pads|Trivets, Coasters, Mitts|Kitchen Towels|Bowls & Baskets|Sale|Shoulder Bags|Handbags|Crossbodies|Travel & Totes|Wallets & Wristlets|Cases & Pouches|Accessories|What's New|Collections|Sale|||||||||||||||||||||||||||||||||||||||||||||||||||||||","Single Fabric; Machine stitched; Cherry red, forest green, and khaki plaid twill weave fabric with gold metallic thread detail; Trimmed with .5"" thick khaki whip stitching",http://vhcbrands.com/sca-image/840528137495_main_001.png?resizeid=7&resizeh=1200&resizew=1200
Claren Runner 13x72,28778,"|||||||||||||||||||||||||||||||||||||||||||||||||||||||WHAT'S NEW|COLLECTIONS|LIFESTYLE|BEDDING|BATH & WINDOW|PILLOWS & THROWS|TABLETOP & KITCHEN|SEASONAL|RUGS|SALE|||||||||||Fall 2016|Spring 2016|Seasonal 2016|New Throws|Limited Release|Kitchen & Entry Rugs|Dining, Living, Bedroom Rugs|Stair Treads|Jute Rugs|Cotton Rugs|Blended Rugs|Sale|Quilts, Coverlets, Quilt Sets|Euros & Shams|Pillow Cases|Bed Skirts|Sale|Patchwork & Quilted Throws|Woven Throws|Pillows|Pillow Fillers|Euros & Shams|Pillow Cases|Sale|Shower Curtains|Valances & Balloon Valances|Panels & Short Panels|Prairie Swags & Curtain|Swags & Tiers|Sale|Stockings|Mantel Scarves & Shelf Runners|Mini Tree Skirts|Tree Skirts|Ornaments & Garlands|Gift Bags / Wine Bags|Placemats & Napkins|Table Runners|Tablecloths & Toppers|Aprons|Chair Pads|Trivets, Coasters, Mitts|Kitchen Towels|Bowls & Baskets|Sale|Shoulder Bags|Handbags|Crossbodies|Travel & Totes|Wallets & Wristlets|Cases & Pouches|Accessories|What's New|Collections|Sale|||||||||||||||||||||||||||||||||||||||||||||||||||||||","Single Fabric; Machine stitched; Cherry red, forest green, and khaki plaid twill weave fabric with gold metallic thread detail; Trimmed with .5"" thick khaki whip stitching",http://vhcbrands.com/sca-image/840528137501_main_001.png?resizeid=7&resizeh=1200&resizew=1200
Claren Runner 13x90,28779,"|||||||||||||||||||||||||||||||||||||||||||||||||||||||WHAT'S NEW|COLLECTIONS|LIFESTYLE|BEDDING|BATH & WINDOW|PILLOWS & THROWS|TABLETOP & KITCHEN|SEASONAL|RUGS|SALE|||||||||||Fall 2016|Spring 2016|Seasonal 2016|New Throws|Limited Release|Kitchen & Entry Rugs|Dining, Living, Bedroom Rugs|Stair Treads|Jute Rugs|Cotton Rugs|Blended Rugs|Sale|Quilts, Coverlets, Quilt Sets|Euros & Shams|Pillow Cases|Bed Skirts|Sale|Patchwork & Quilted Throws|Woven Throws|Pillows|Pillow Fillers|Euros & Shams|Pillow Cases|Sale|Shower Curtains|Valances & Balloon Valances|Panels & Short Panels|Prairie Swags & Curtain|Swags & Tiers|Sale|Stockings|Mantel Scarves & Shelf Runners|Mini Tree Skirts|Tree Skirts|Ornaments & Garlands|Gift Bags / Wine Bags|Placemats & Napkins|Table Runners|Tablecloths & Toppers|Aprons|Chair Pads|Trivets, Coasters, Mitts|Kitchen Towels|Bowls & Baskets|Sale|Shoulder Bags|Handbags|Crossbodies|Travel & Totes|Wallets & Wristlets|Cases & Pouches|Accessories|What's New|Collections|Sale|||||||||||||||||||||||||||||||||||||||||||||||||||||||","Single Fabric; Machine stitched; Cherry red, forest green, and khaki plaid twill weave fabric with gold metallic thread detail; Trimmed with .5"" thick khaki whip stitching",http://vhcbrands.com/sca-image/840528137518_main_001.png?resizeid=7&resizeh=1200&resizew=1200
Claren Stocking 11x15,28770,"|||||||||||||||||||||||||||||||||||||||||||||||||||||||WHAT'S NEW|COLLECTIONS|LIFESTYLE|BEDDING|BATH & WINDOW|PILLOWS & THROWS|TABLETOP & KITCHEN|SEASONAL|RUGS|SALE|||||||||||Fall 2016|Spring 2016|Seasonal 2016|New Throws|Limited Release|Kitchen & Entry Rugs|Dining, Living, Bedroom Rugs|Stair Treads|Jute Rugs|Cotton Rugs|Blended Rugs|Sale|Quilts, Coverlets, Quilt Sets|Euros & Shams|Pillow Cases|Bed Skirts|Sale|Patchwork & Quilted Throws|Woven Throws|Pillows|Pillow Fillers|Euros & Shams|Pillow Cases|Sale|Shower Curtains|Valances & Balloon Valances|Panels & Short Panels|Prairie Swags & Curtain|Swags & Tiers|Sale|Stockings|Mantel Scarves & Shelf Runners|Mini Tree Skirts|Tree Skirts|Ornaments & Garlands|Gift Bags / Wine Bags|Placemats & Napkins|Table Runners|Tablecloths & Toppers|Aprons|Chair Pads|Trivets, Coasters, Mitts|Kitchen Towels|Bowls & Baskets|Sale|Shoulder Bags|Handbags|Crossbodies|Travel & Totes|Wallets & Wristlets|Cases & Pouches|Accessories|What's New|Collections|Sale|||||||||||||||||||||||||||||||||||||||||||||||||||||||","Assorted fabrics; Machine stitched; Cherry red, forest green, and khaki plaid twill weave fabric with gold metallic thread detail; Cherry red felt cuff; Slanted cuff and body lined in cherry red taffeta; Turned edge seam; .5"" bias plaid binding on top and bottom of cuff; Reverses to same fabric as front; Features 2.5"" plaid hanging loop",http://vhcbrands.com/sca-image/840528137426_main_001.png?resizeid=4&resizeh=50&resizew=50
Claren Stocking 11x20,28771,"|||||||||||||||||||||||||||||||||||||||||||||||||||||||WHAT'S NEW|COLLECTIONS|LIFESTYLE|BEDDING|BATH & WINDOW|PILLOWS & THROWS|TABLETOP & KITCHEN|SEASONAL|RUGS|SALE|||||||||||Fall 2016|Spring 2016|Seasonal 2016|New Throws|Limited Release|Kitchen & Entry Rugs|Dining, Living, Bedroom Rugs|Stair Treads|Jute Rugs|Cotton Rugs|Blended Rugs|Sale|Quilts, Coverlets, Quilt Sets|Euros & Shams|Pillow Cases|Bed Skirts|Sale|Patchwork & Quilted Throws|Woven Throws|Pillows|Pillow Fillers|Euros & Shams|Pillow Cases|Sale|Shower Curtains|Valances & Balloon Valances|Panels & Short Panels|Prairie Swags & Curtain|Swags & Tiers|Sale|Stockings|Mantel Scarves & Shelf Runners|Mini Tree Skirts|Tree Skirts|Ornaments & Garlands|Gift Bags / Wine Bags|Placemats & Napkins|Table Runners|Tablecloths & Toppers|Aprons|Chair Pads|Trivets, Coasters, Mitts|Kitchen Towels|Bowls & Baskets|Sale|Shoulder Bags|Handbags|Crossbodies|Travel & Totes|Wallets & Wristlets|Cases & Pouches|Accessories|What's New|Collections|Sale|||||||||||||||||||||||||||||||||||||||||||||||||||||||","Assorted fabrics; Machine stitched; Cherry red, forest green, and khaki plaid twill weave fabric with gold metallic thread detail; Cherry red felt cuff; Slanted cuff and body lined in cherry red taffeta; Turned edge seam; .5"" bias plaid binding on top and bottom of cuff; Reverses to same fabric as front; Features 2.5"" plaid hanging loop",http://vhcbrands.com/sca-image/840528137433_main_001.png?resizeid=4&resizeh=50&resizew=50
Claren Tree Skirt 48,28773,"|||||||||||||||||||||||||||||||||||||||||||||||||||||||WHAT'S NEW|COLLECTIONS|LIFESTYLE|BEDDING|BATH & WINDOW|PILLOWS & THROWS|TABLETOP & KITCHEN|SEASONAL|RUGS|SALE|||||||||||Fall 2016|Spring 2016|Seasonal 2016|New Throws|Limited Release|Kitchen & Entry Rugs|Dining, Living, Bedroom Rugs|Stair Treads|Jute Rugs|Cotton Rugs|Blended Rugs|Sale|Quilts, Coverlets, Quilt Sets|Euros & Shams|Pillow Cases|Bed Skirts|Sale|Patchwork & Quilted Throws|Woven Throws|Pillows|Pillow Fillers|Euros & Shams|Pillow Cases|Sale|Shower Curtains|Valances & Balloon Valances|Panels & Short Panels|Prairie Swags & Curtain|Swags & Tiers|Sale|Stockings|Mantel Scarves & Shelf Runners|Mini Tree Skirts|Tree Skirts|Ornaments & Garlands|Gift Bags / Wine Bags|Placemats & Napkins|Table Runners|Tablecloths & Toppers|Aprons|Chair Pads|Trivets, Coasters, Mitts|Kitchen Towels|Bowls & Baskets|Sale|Shoulder Bags|Handbags|Crossbodies|Travel & Totes|Wallets & Wristlets|Cases & Pouches|Accessories|What's New|Collections|Sale|||||||||||||||||||||||||||||||||||||||||||||||||||||||","Assorted fabrics; Machine stitched; Cherry red, forest green, and khaki plaid twill weave fabric with gold metallic thread detail; 2"" cherry red felt border trimmed with thick khaki whip stitching; Opening trimmed with .5"" cherry red binding; Reverses to solid cherry red felt with a 5"" diameter loop; Features 3 cherry red chalk buttons and loops to secure skirt around tree",http://vhcbrands.com/sca-image/840528137457_main_001.png?resizeid=4&resizeh=50&resizew=50
Claren Woven Throw 60x50,28476,"|||||||||||||||||||||||||||||||||||||||||||||||||||||||WHAT'S NEW|COLLECTIONS|LIFESTYLE|BEDDING|BATH & WINDOW|PILLOWS & THROWS|TABLETOP & KITCHEN|SEASONAL|RUGS|SALE|||||||||||Fall 2016|Spring 2016|Seasonal 2016|New Throws|Limited Release|Kitchen & Entry Rugs|Dining, Living, Bedroom Rugs|Stair Treads|Jute Rugs|Cotton Rugs|Blended Rugs|Sale|Quilts, Coverlets, Quilt Sets|Euros & Shams|Pillow Cases|Bed Skirts|Sale|Patchwork & Quilted Throws|Woven Throws|Pillows|Pillow Fillers|Euros & Shams|Pillow Cases|Sale|Shower Curtains|Valances & Balloon Valances|Panels & Short Panels|Prairie Swags & Curtain|Swags & Tiers|Sale|Stockings|Mantel Scarves & Shelf Runners|Mini Tree Skirts|Tree Skirts|Ornaments & Garlands|Gift Bags / Wine Bags|Placemats & Napkins|Table Runners|Tablecloths & Toppers|Aprons|Chair Pads|Trivets, Coasters, Mitts|Kitchen Towels|Bowls & Baskets|Sale|Shoulder Bags|Handbags|Crossbodies|Travel & Totes|Wallets & Wristlets|Cases & Pouches|Accessories|What's New|Collections|Sale|||||||||||||||||||||||||||||||||||||||||||||||||||||||","Single Fabric; Loom woven, hand-knotted; Cherry red, forest green, and khaki plaid fabric with gold metallic thread detail; Ring spun for soft hand feel; Trimmed with 5"" multi-colored tassels",http://vhcbrands.com/sca-image/840528136962_main_001.png?resizeid=4&resizeh=50&resizew=50
Claren Woven Throw 60x50,28476,"|||||||||||||||||||||||||||||||||||||||||||||||||||||||WHAT'S NEW|COLLECTIONS|LIFESTYLE|BEDDING|BATH & WINDOW|PILLOWS & THROWS|TABLETOP & KITCHEN|SEASONAL|RUGS|SALE|||||||||||Fall 2016|Spring 2016|Seasonal 2016|New Throws|Limited Release|Kitchen & Entry Rugs|Dining, Living, Bedroom Rugs|Stair Treads|Jute Rugs|Cotton Rugs|Blended Rugs|Sale|Quilts, Coverlets, Quilt Sets|Euros & Shams|Pillow Cases|Bed Skirts|Sale|Patchwork & Quilted Throws|Woven Throws|Pillows|Pillow Fillers|Euros & Shams|Pillow Cases|Sale|Shower Curtains|Valances & Balloon Valances|Panels & Short Panels|Prairie Swags & Curtain|Swags & Tiers|Sale|Stockings|Mantel Scarves & Shelf Runners|Mini Tree Skirts|Tree Skirts|Ornaments & Garlands|Gift Bags / Wine Bags|Placemats & Napkins|Table Runners|Tablecloths & Toppers|Aprons|Chair Pads|Trivets, Coasters, Mitts|Kitchen Towels|Bowls & Baskets|Sale|Shoulder Bags|Handbags|Crossbodies|Travel & Totes|Wallets & Wristlets|Cases & Pouches|Accessories|What's New|Collections|Sale|||||||||||||||||||||||||||||||||||||||||||||||||||||||",Single fabric; Machine stitched; Red cotton woven into cable knit pattern; Turned seam edge; Reverse is same fabric as front,http://vhcbrands.com/sca-image/840528116179_main_001.png?resizeid=4&resizeh=50&resizew=50
Colfax Napkin Set of 2 18x18,6525,"|||||||||||||||||||||||||||||||||||||||||||||||||||||||WHAT'S NEW|COLLECTIONS|LIFESTYLE|BEDDING|BATH & WINDOW|PILLOWS & THROWS|TABLETOP & KITCHEN|SEASONAL|RUGS|SALE|||||||||||Fall 2016|Spring 2016|Seasonal 2016|New Throws|Limited Release|Kitchen & Entry Rugs|Dining, Living, Bedroom Rugs|Stair Treads|Jute Rugs|Cotton Rugs|Blended Rugs|Sale|Quilts, Coverlets, Quilt Sets|Euros & Shams|Pillow Cases|Bed Skirts|Sale|Patchwork & Quilted Throws|Woven Throws|Pillows|Pillow Fillers|Euros & Shams|Pillow Cases|Sale|Shower Curtains|Valances & Balloon Valances|Panels & Short Panels|Prairie Swags & Curtain|Swags & Tiers|Sale|Stockings|Mantel Scarves & Shelf Runners|Mini Tree Skirts|Tree Skirts|Ornaments & Garlands|Gift Bags / Wine Bags|Placemats & Napkins|Table Runners|Tablecloths & Toppers|Aprons|Chair Pads|Trivets, Coasters, Mitts|Kitchen Towels|Bowls & Baskets|Sale|Shoulder Bags|Handbags|Crossbodies|Travel & Totes|Wallets & Wristlets|Cases & Pouches|Accessories|What's New|Collections|Sale|||||||||||||||||||||||||||||||||||||||||||||||||||||||",Single fabric; Machine stitched; Printed tan ditsy stars and flowers on rich brown ground; Hem fold edge,http://vhcbrands.com/sca-image/841985004900_main_001.png?resizeid=7&resizeh=1200&resizew=1200
Colfax Tier Flower Ditzy Ruffled Set of 2 L24xW36,9699,"|||||||||||||||||||||||||||||||||||||||||||||||||||||||WHAT'S NEW|COLLECTIONS|LIFESTYLE|BEDDING|BATH & WINDOW|PILLOWS & THROWS|TABLETOP & KITCHEN|SEASONAL|RUGS|SALE|||||||||||Fall 2016|Spring 2016|Seasonal 2016|New Throws|Limited Release|Kitchen & Entry Rugs|Dining, Living, Bedroom Rugs|Stair Treads|Jute Rugs|Cotton Rugs|Blended Rugs|Sale|Quilts, Coverlets, Quilt Sets|Euros & Shams|Pillow Cases|Bed Skirts|Sale|Patchwork & Quilted Throws|Woven Throws|Pillows|Pillow Fillers|Euros & Shams|Pillow Cases|Sale|Shower Curtains|Valances & Balloon Valances|Panels & Short Panels|Prairie Swags & Curtain|Swags & Tiers|Sale|Stockings|Mantel Scarves & Shelf Runners|Mini Tree Skirts|Tree Skirts|Ornaments & Garlands|Gift Bags / Wine Bags|Placemats & Napkins|Table Runners|Tablecloths & Toppers|Aprons|Chair Pads|Trivets, Coasters, Mitts|Kitchen Towels|Bowls & Baskets|Sale|Shoulder Bags|Handbags|Crossbodies|Travel & Totes|Wallets & Wristlets|Cases & Pouches|Accessories|What's New|Collections|Sale|||||||||||||||||||||||||||||||||||||||||||||||||||||||","Single fabric; Machine stitched; Black and tan floral print; Lined with white cotton; 1"" ruffled edge in same fabric; Features 2"" header and 3.25"" rod pocket",http://vhcbrands.com/sca-image/841985005044_main_001.png?resizeid=7&resizeh=1200&resizew=1200
