ALP1240-1824PBBP18
BJ1076-1236PP3
BJ1070-1236PP2
BJ1088-1630PP7
COW215C-618PP5
BJ154-1218PP4
BJ155-1218PP22
BJ219-1216PP14
LD255-1218PP22
ED233-1212PP13
ALP1240-1824PP18
MOL905B-88PP23
RAD779A-88PP23
MA630A-88PP20
LD477-1218PP21
COW128B-1216PP14
MA2137-1216PP14
LD715B-1216PP15
MA1072B-1216PP15
BJ1098H-1824PP4
LD715-918PP6
GE307-918PP6
GE304-918PP6
BJ1076A-618PP4
BJ1104A-1824PP18
BJ1104A-1824PTLP18
MA2360-1216PP13
BJ1113A-1824PP17
KT036-1218KTP22
KT037-1218KTP22
KT135-1218KTP22
KT139-1212KTP13
RLV366-1216PP14
BOY373-1216PP14
TC103-918KTP6
KT260-636KTP10
DM100-1216KTP13
NFA114-1218PP21
BJ1128-1216PP14
SB281A-1216PP14
CIN111-1216PP13
CIN111-1216PP13
CIN215-824PP10
JP5302-918JPP5
JP5077-818JPP5
JP4758-1216JPP15
CIN213-824PP10
BJ156-1218PP22
BJ1078A-618PP5
NFA190-1824PP18
MA2516-1218PP22
MAZ5038-1218PP22
BJ457-1218PP3
BJ1022-1216PP13
BJ124-1216PP13
BJ197-1218PP12
BJ122-1216PP13
BJ454-1216PP4
BJ1133-1216PP14
BJ1133A-1824PP17
MAZ5038A-1824PP18
JJ780A-1620PP11
MA1126-1824PP18
DD1596-1216PP14
DS931-1212PP16
JP5368-918JPP5
ANT126-1216PP14
RAD1281-824PP10
RAD1296-824PP10
LS1622-824PP10
LS1648-824PP10
BOY384-1216PP13
MMD144-1218PP12
MMD144-1218PTLP12
BJ196-1218PP22
CIN816-810PP23
KT3062A-810KTTLP23
JP2762-88PP23
JP5393-1218JPP22
ED366-PP14
DS1487-1216PP14
DS1479A-1216PP15
DS1496-918PP6
DS1496-918PTLP6
DS1519A-1216PP15
JR270-1216PWWP13
LS1313-918PWWP6
BR209-1114PWWP5
BR210-1114PWWP5
MARY435-1630PWWP7
ED173A-1216PWWP14
JR7C-1216PWWP14
BJ175-1218PWWP22
BJ187-1218PWWP21
BJ405-1218PWWP22
KB145B-918PWWP6
MA681-1218PWWP21
BJ145B-1218PWWP4
LD415-1216PWWP3
LS1243A-810PWWP23
MA972-1236PWWP9
JP4235-1218JPWWP12
MA1121-1216PWWP13
BJ153-1218PWWP2
BJ1076-1236PWWP3
BJ1070-1236PWWP2
BJ1088-1630PWWP7
COW215C-618PWWP5
BJ154-1218PWWP4
BJ155-1218PWWP22
BJ219-1216PWWP14
LD255-1218PWWP22
ED233-1216PWWP13
ALP1240-1824PWWP18
MOL905B-88PWWP23
RAD779A-88PWWP23
MA630A-88PWWP23
LD477-1218PWWP21
COW128B-1216PWWP14
MA2137-1216PWWP14
LD715B-1216LDWWP15
MA1072B-1216PWWP15
BJ1098H-1824PWWP4
LD715-918PWWP6
GE307-918PWWP6
GE304-918PWWP6
BJ1076-618PWWP4
BJ1104A-1824PWWP18
MA2360-1216PWWP13
KT036-1218KTWWP22
KT037-1218KTWWP22
KT135-1218KTWWP22
KT139-1212KTWWP13
RLV366-1216PWWP14
BOY373-1216PWWP14
TC103-918KTWWP6
KT260-636KTWWP10
DM100-1216KTWWP13
NFA114-1218PWWP21
BJ1128-1216PWWP14
SB281A-1216PWWP14
CIN111-1216PWWP13
CIN111-1216PWWP13
CIN215-824PWWP10
JP5302-918JPWWP5
JP5077-818JPWWP5
JP4758-1216JPWWP15
CIN213-824PWWP10
BJ156-1218PWWP22
BJ1078A-618PWWP5
NFA190-1824PWWP18
MA2516-1218PWWP22
MAZ5038-1218PWWP22
BJ457-1218PWWP3
BJ1022-1216PWWP13
BJ124-1216PWWP13
BJ197-1218PWWP12
BJ122-1216PWWP13
BJ454-1216PWWP4
BJ1133-1216PWWP14
BJ1133A-1824PWWP17
MAZ5038A-1824PWWP18
JJ780A-1620PWWP11
MA1126-1824PWWP18
DD1596-1216PWWP14
DS931-1212PWWP16
JP5368-918JPWWP5
ANT126-1216PWWP14
RAD1281-824PWWP10
RAD1296-824PWWP10
LS1622-824PWWP10
LS1648-824PWWP10
BOY384-1216PWWP13
MMD144-1218PWWP12
BJ196-1218PWWP22
CIN816-810PWWP23
KT3062A-810KTWWP23
JP2762-88PWWP23
JP5393-1218JPWWP22
ED366-1216PWWP14
DS1487-1216PWWP14
DS1479A-1216PWWP15
DS1496-918PWWP6
DS1519A-1216PWWP15
JR270-1216PTLP13
LS1313-918PTLP6
BR209-1114PTLP5
BR210-1114PTLP5
MARY435-1630PTLP7
ED173A-1216PTLP14
BJ175-1218PTLP22
BJ187-1218PA5P21
BJ405-1218PTLP22
KB145B-918PTLP6
MA681-1218PTLP21
BJ145B-1218PTLP4
LD415-1216PTLP3
LS1243A-810PF9P23
MA972-1236PTLP9
JP4235-1218JPTLP12
MA1121-1216PTLP13
BJ153-1218PTLP2
BJ1076-1236PTLP3
BJ1070-1236PTLP2
BJ1088-1630PTLP7
COW215C-618PTLP5
BJ154-1218PTLP4
BJ155-1218PB1P22
LD255-1218PTLP22
ED233-1212PTLP13
ALP1240-1824PTLP18
MOL905B-88PTLP23
RAD779A-88PF2P23
MA630A-88PTLP23
LD477-1218PTLP21
COW128B-1216PTLP14
MA2137-1216PTLP14
LD715B-1216PTLP15
BJ1098H-1824PTLP4
LD715-918PTLP6
GE307-918PTLP6
GE304-918PTLP6
BJ1076A-618PTLP4
MA2360-1216PTLP13
BJ1113A-1824PTLP17
KT036-1218KTTLP22
KT037-1218KTTLP22
KT135-1218KTTLP22
KT139-1212KTTLP13
BOY373-1216PTLP14
TC103-918KTTLP6
KT260-636KTTLP10
DM100-1216KTTLP13
NFA114-1218PTLP21
SB281A-1216PTLP14
CIN111-1216PTLP13
CIN111-1216PTLP13
CIN215-824PTLP10
JP5302-918JPA6P5
JP5077-818JPTLP5
CIN213-824PTLP10
BJ156-1218PTLP22
BJ1078A-618PB3P5
NFA190-1824PTLP18
MA2516-1218PTLP22
MAZ5038-1218PTLP22
BJ457-1218PTLP3
BJ124-1216PTLP13
BJ197-1218PTLP12
BJ122-1216PTLP13
BJ454-1216PTLP4
BJ1133-1216PTLP14
BJ1133A-1824PB5P17
MAZ5038A-1824PTLP18
JJ780A-1620PB2P11
MA1126-1824PA6P18
DD1596-1216PTLP14
DS931-1212PA1P16
JP5368-918JPTLP5
ANT126-1216PTLP14
RAD1281-824PTLP10
RAD1296-824PTLP10
LS1622-824PTLP10
LS1648-824PTLP10
BOY384-1216PTLP13
BJ196-1218PTLP22
CIN816-810PTLP23
JP2762-88PF8P23
JP5393-1218JPTLP22
ED366-1216PTLP14
DS1487-1216PTLP14
DS1479A-1216PTLP15
RAD779A-88BOXP23 
DS1519A-1216PTLP15
CIN816-810BOXP23
KT3062A-810BOXP23
JP2762-88BOXP23
ED366-1216BOXP14
MA681-1218BOXP21
BJ1133A-1824BOXP17
LS1243A-810BOXP23 
MA630A-88BOXP23
MOL905B-88BOXP23
