4255GR-TA,,,"4.5 IN. RICE BERRY CANDLE RING, 4.5 IN. RIM, GREEN, TAN",,,,,,,6,$3.00 ,12,$2.55 ,96,$2.10 ,,KMI400,KMI160,http://floralkmi.com/components/com_virtuemart/shop_image/product/4255GR_TA_52dd5af6797a1.jpg,4255GR_TA_52dd5af6797a1.jpg,,,KMI800,4255GR_TA_52dd5af6797a1.jpg
4253GR-TA,,,"2.5 IN. RICE BERRY CANDLE RING, 2.5 IN. RIM, GREEN, TAN",,,,,,,6,$1.75 ,24,$1.49 ,144,$1.23 ,,KMI400,KMI160,http://floralkmi.com/components/com_virtuemart/shop_image/product/4253GR_TA_5641166e9653b.jpg,4253GR_TA_5641166e9653b.jpg,,,KMI800,4253GR_TA_5641166e9653b.jpg
3956MLBY,,,"MIXED BERRY WREATH SET OF 2, 19 IN DIA (10 IN RIM) & 12 IN DIA (4 IN RIM), MULBERRY",,,,,,,1,$28.50 ,2,$24.23 ,6,$19.95 ,,KMI400,KMI160,http://floralkmi.com/components/com_virtuemart/shop_image/product/3956MLBY_5824ec9ccb6f4.jpg,3956MLBY_5824ec9ccb6f4.jpg,,,KMI800,3956MLBY_5824ec9ccb6f4.jpg
4196MLBY,,,"RICE BERRY CANDLE RING 7.5IN DIA (3.5IN RIM), HW, MULBERRY",,,,,,,6,$2.50 ,12,$2.13 ,72,$1.75 ,,KMI400,KMI160,http://floralkmi.com/components/com_virtuemart/shop_image/product/4196MLBY_5473a81ca143a.jpg,4196MLBY_5473a81ca143a.jpg,,,KMI800,4196MLBY_5473a81ca143a.jpg
4255MLBY,,,"4.5 IN. RICE BERRY CANDLE RING, 4.5 IN. RIM, MULBERRY",,,,,,,6,$3.00 ,12,$2.55 ,96,$2.10 ,,KMI400,KMI160,http://floralkmi.com/components/com_virtuemart/shop_image/product/4255MLBY_52dd5b2d2c021.jpg,4255MLBY_52dd5b2d2c021.jpg,,,KMI800,4255MLBY_52dd5b2d2c021.jpg
4253MLBY,,,"2.5 IN. RICE BERRY CANDLE RING, 2.5 IN. RIM, MULBERRY",,,,,,,6,$1.75 ,24,$1.49 ,144,$1.23 ,,KMI400,KMI160,http://floralkmi.com/components/com_virtuemart/shop_image/product/4253MLBY_52dd596cb8902.jpg,4253MLBY_52dd596cb8902.jpg,,,KMI800,4253MLBY_52dd596cb8902.jpg
2002MST,,,"RICE BERRY PICK W/STARS, 12IN, HW, MUSTARD W/RUST STARS",,,,,,,6,$2.50 ,12,$2.13 ,144,$1.75 ,,KMI400,KMI160,http://floralkmi.com/components/com_virtuemart/shop_image/product/2002mst.jpg,2002mst.jpg,,,KMI800,2002mst.jpg
4259MST,,,"10 IN WREATH; 1600 BERRIES, MUSTARD",,,,,,,2,$9.00 ,12,$7.65 ,72,$6.30 ,,KMI400,KMI160,http://floralkmi.com/components/com_virtuemart/shop_image/product/4259MST_50369426bb11b.jpg,4259MST_50369426bb11b.jpg,,,KMI800,4259MST_50369426bb11b.jpg
4260MST,,,"16 IN PICK; 340 BERRIES, MUSTARD",,,,,,,6,$2.00 ,24,$1.70 ,288,$1.40 ,,KMI400,KMI160,http://floralkmi.com/components/com_virtuemart/shop_image/product/4260MST_4fff249e08e87.jpg,4260MST_4fff249e08e87.jpg,,,KMI800,4260MST_4fff249e08e87.jpg
4258MST,,,"6IN CANDLE RING, 540 BERRIES, MUSTARD",,,,,,,6,$3.50 ,12,$2.98 ,144,$2.45 ,,KMI400,KMI160,http://floralkmi.com/components/com_virtuemart/shop_image/product/4258MST_4fe4ea98e2457.jpg,4258MST_4fe4ea98e2457.jpg,,,KMI800,4258MST_4fe4ea98e2457.jpg
