"RUSTIC ANGEL, WOOD - LRG",4594-0,,"Sweet and soulful, our angels are crafted from distressed kiri wood with thatched metal detailing offering their very own Christmas sentiment of peace.",,,,,"length: 7 in
width: 2 in
height: 13.75 in
weight: 0.60 lb
size (us): 7x2x13.75
material: wood, metal",,1,$18.00 ,8,$16.70 ,,,1,homart400,homart160,../images/products/ZOOM/desktop/4594-0.JPG,4594-0.JPG,,,homart800,4594-0.JPG
"CROFT VASE, BRASS - LRG",2402-14,,"A modern shape with a slight crumple for texture, this vase make a modern statement whether left unadorned or displaying a simple bouquet or stem. Cast of aluminum and plated in brass.",,,,,"length: 8.50 in
width: 6 in
height: 6 in
weight: 3 lb
size (us): 8.5x6x6
material: cast metal",,1,$34.00 ,8,$31.60 ,,,1,homart400,homart160,../images/products/ZOOM/desktop/2402-14.JPG,2402-14.JPG,,,homart800,2402-14.JPG
"FESTIVE SANTA WITH WREATH, FELT",0427-0,,Evoke the spirit of the season with our collection of felt Christmas decorations. Each piece is dressed up and adorned with hand-applied details and accents to be sure to bring even more joy and festivity to your holiday decor.,,,,,"length: 3 in
width: 3 in
height: 10.50 in
weight: 1.80 oz
size (us): 3x3x10.5
material: felt",,1,$14.00 ,24,$13.00 ,,,1,homart400,homart160,../images/products/ZOOM/desktop/0427-0.JPG,0427-0.JPG,,,homart800,0427-0.JPG
"FESTIVE SNOWMAN WITH GREEN SCARF, FELT",0424-51,,Evoke the spirit of the season with our collection of felt Christmas decorations. Each piece is dressed up and adorned with hand-applied details and accents to be sure to bring even more joy and festivity to your holiday decor.,,,,,"length: 3.50 in
width: 2.25 in
height: 7.50 in
weight: 0.90 oz
size (us): 3.5x2.25x7.5
material: felt",,1,$7.50 ,24,$6.90 ,,,1,homart400,homart160,../images/products/ZOOM/desktop/0424-51.JPG,0424-51.JPG,,,homart800,0424-51.JPG
"ALTA FOOTED VASE, CERAMIC - LRG",3233-6,,A matte terra cotta base is counterbalanced by a white glazed topper in this modern-meets-minimalist ceramic vase.,,,,,"length: 6 in
width: 6 in
height: 11.25 in
weight: 3.80 lb
size (us): 6x6x11.25
material: ceramic",,1,$21.00 ,8,$19.50 ,,,1,homart400,homart160,../images/products/ZOOM/desktop/3233-6.JPG,3233-6.JPG,,,homart800,3233-6.JPG
"PERCHED BIRD, CAST IRON - BROWN",3537-13,,This beautiful bird sculptures sports a perched stance offering a unique home accessory. Crafted from cast iron with stunning detail and a dark natural finish.,,,,,"length: 6 in
width: 2 in
height: 3 in
weight: 1 lb
size (us): 6x2x3
material: iron",,1,$6.00 ,24,$5.50 ,,,1,homart400,homart160,../images/products/ZOOM/desktop/3537-13.JPG,3537-13.JPG,,,homart800,3537-13.JPG
"BOTTLE BRUSH TREES, GOLDS, SET OF 6",1339-4,,A shimmering forest is a joy to create with the varying hues and undulating heights of our glittered bottle brush trees.,,,,,"length: 3.25 in
width: 3.25 in
height: 8.25 in
weight: 0.40 oz
size (us): sm: 3x3x6.25, lrg: 3.25x3.25x8
material: glass",,1,$18.00 ,8,$16.70 ,,,1,homart400,homart160,../images/products/ZOOM/desktop/1339-4.JPG,1339-4.JPG,,,homart800,1339-4.JPG
HEXAGONAL WOOD BLOCK - LRG - NATURAL,2638-0,,"Adopting a naturally utilitarian form, HomArt has expanded its line of green living innovations to copy nature, stealing the sturdy and simple hexagonal shape for adaptation into a salvaged wood medium. Each of HomArt's small Hexagonal Wood Blocks measures 14 x 18 inches and functions well as a riser or display, with its handcrafted and salvaged nature causing attractive differentiations in grain and hue.",,,,,"length: 14 in
width: 14 in
height: 18 in
diameter: 14 in
cube: 0.07
weight: 27 lb
material: reclaimed wood",,1,$124.00 ,4,$115.25 ,,,1,homart400,homart160,../images/products/ZOOM/desktop/2638-0.jpg,2638-0.jpg,,,homart800,2638-0.jpg
EARRING - CLOUD,14177-6B,,"Light and lofty as a cloud, our enamel earrings have a float-away look that bring lightness to any look.",,,,,"length: 1.50 in
width: 2.25 in
weight: 0.38 oz
size (us): 1.5"" x 2.25""
material: brass based jewelry",,1,$34.00 ,8,$31.60 ,,,1,homart400,homart160,../images/products/ZOOM/desktop/14177-6B.JPG,14177-6B.JPG,,,homart800,14177-6B.JPG
"GRAZED BIRD, CERAMIC - LRG",9607-44,,"Our flock of ceramic birds are minimally styled with a hand-applied grazed texture and matte grey glaze, the more amassed - the more character they bring.",,,,,"length: 6 in
width: 3 in
height: 6.50 in
weight: 1.40 lb
size (us): 6x3x6.5
material: ceramic",,1,$14.00 ,16,$13.00 ,,,1,homart400,homart160,../images/products/ZOOM/desktop/9607-44.JPG,9607-44.JPG,,,homart800,9607-44.JPG
