"""Always Kiss me Goodnight""",HCT017,Hanging Ceramic Tiles,in stock,$12.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-017.gif
"""Character is tested when you are up Against it!""",HCT018,Hanging Ceramic Tiles,in stock,$12.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-018.gif
"""Daddy, a sons first hero, a daughers first love.""",HCT019,Hanging Ceramic Tiles,in stock,$12.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-019.gif
"""Grandma is the frosting on the cake""",HCT021,Hanging Ceramic Tiles,in stock,$12.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-021.gif
"""It's hard to raise a family, especially in the morning""",HCT022,Hanging Ceramic Tiles,in stock,$12.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-022.gif
"""I have a hero, I call him DAD""",HCT023,Hanging Ceramic Tiles,in stock,$12.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-023.gif
"""A Mother holds her children...""",HCT024,Hanging Ceramic Tiles,in stock,$12.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-024.gif
"""Cherish the little Things""",HCT025,Hanging Ceramic Tiles,in stock,$12.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-025.gif
"""I'm a woman of many moods and they all require Chocolate""",HCT027,Hanging Ceramic Tiles,in stock,$12.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-027.gif
"""Be Assured...God is in the Details""",HCT028,Hanging Ceramic Tiles,in stock,$12.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-028.gif
"""Chocolate is the answer...""",HCT029,Hanging Ceramic Tiles,in stock,$12.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-029.gif
"""Happiness is something you decide ahead of time""",HCT030,Hanging Ceramic Tiles,in stock,$12.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-030.gif
"""Do more of what makes you Aweome""",HCT031,Hanging Ceramic Tiles,in stock,$12.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-031.gif
"""Joy is not in Things, it is in Us""",HCT032,Hanging Ceramic Tiles,in stock,$12.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-032.gif
"""Motivation is what gets you started, Habit is what keeps you going""",HCT033,Hanging Ceramic Tiles,in stock,$12.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-033.gif
"""The most important things in life aren't Things""",HCT034,Hanging Ceramic Tiles,in stock,$12.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-034.gif
"""Enjoy the Simple Things""",HCT035,Hanging Ceramic Tiles,in stock,$12.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-035.gif
"""Hope is what keeps me moving Forward""",HCT036,Hanging Ceramic Tiles,in stock,$12.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-036.gif
"""To Love and to be loved is the greatest blessing""",HCT037,Hanging Ceramic Tiles,in stock,$12.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-037.gif
"""Loved you once, Love you still, Always have, Always will""",HCT038,Hanging Ceramic Tiles,in stock,$12.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-038.gif
"""Count Your Blessings""",HCT039,Hanging Ceramic Tiles,in stock,$12.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-039.gif
"""We Create our tomorrow by what we Dream today""",HCT040,Hanging Ceramic Tiles,in stock,$12.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-040.gif
"""Love makes our House a Home""",HCT041,Hanging Ceramic Tiles,in stock,$12.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-041.gif
"""Life doesn't have to be Perfect to be Wonderful""",HCT043,Hanging Ceramic Tiles,in stock,$12.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-043.gif
"""Because someone we love is in Heaven...""",HCT044,Hanging Ceramic Tiles,in stock,$12.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-044.gif
"""One of the Best ways to have a Little Heaven i your Home...""",HCT045,Hanging Ceramic Tiles,in stock,$12.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-045.gif
"""When someone you love becomes a memory...""",HCT046,Hanging Ceramic Tiles,in stock,$12.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-046.gif
"""There cannot be a crisis this week...""",HCT047,Hanging Ceramic Tiles,in stock,$12.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-047.gif
"""Life is heavenly when you have Angels for Friends""",HCT049,Hanging Ceramic Tiles,in stock,$10.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-049.gif
"""Grandkids welcome-Parents by appointment""",HCT050,Hanging Ceramic Tiles,in stock,$10.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-050.gif
"""Those we love don't go away...""",HCT053,Hanging Ceramic Tiles,in stock,$12.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-053.gif
"""Teaching touches lives Forever""",HCT055,Hanging Ceramic Tiles,in stock,$12.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-055.gif
"""It is what it is!""",HCT056,Hanging Ceramic Tiles,in stock,$10.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-056.gif
"""I've never met a Chocolate I didn't like""",HCT059,Hanging Ceramic Tiles,in stock,$10.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-059.gif
"""Seriously""",HCT060,Hanging Ceramic Tiles,in stock,$10.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-060.gif
"""Welcome""",HCT061,Hanging Ceramic Tiles,in stock,$12.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-061.gif
"""Be still and know that I am God""",SB001,Sign Boards,in stock,$12.00 ,http://www.millerdecor.com/i/Sign%20Boards/white_background_be_still.JPG
"""Those we love don't go away...""",SB007,Sign Boards,in stock,$12.00 ,http://www.millerdecor.com/i/Sign%20Boards/white_background_those_we_love.JPG
"""Family is belonging and believing in each other",SB008,Sign Boards,in stock,$12.00 ,http://www.millerdecor.com/i/Sign%20Boards/white_background_family_is_belonging.JPG
"""Every story is beautiful, but ours is my favorite""",SB037,Sign Boards,in stock,$12.00 ,http://www.millerdecor.com/i/Sign%20Boards/white_background_every_story.JPG
"""Loved you once, love you still...""",SB038,Sign Boards,in stock,$12.00 ,http://www.millerdecor.com/i/Sign%20Boards/Love-you-once---antique.gif
"""Life doesn't have to be perfect...""",SB043,Sign Boards,in stock,$12.00 ,http://www.millerdecor.com/i/Sign%20Boards/white_background_life_perfect_wonderful.JPG
"""Success...""",SB045,Sign Boards,in stock,$12.00 ,http://www.millerdecor.com/i/Sign%20Boards/white_background_success.JPG
"""Grandchildren...""",SB010,Sign Boards,in stock,$12.00 ,http://www.millerdecor.com/i/Sign%20Boards/Grandchildren.gif
"""Families are Forever""",SB005,Sign Boards,in stock,$12.00 ,http://www.millerdecor.com/i/Sign%20Boards/Families-are-forever---blk.gif
"""You will forever be my always""",TC014,Photo Tile,in stock,$9.50 ,http://www.millerdecor.com/i/photo%20tiles/Tile---You-will-forever-be-my-always.png
"""You are my sunshine""",TC013,Photo Tile,in stock,$9.50 ,http://www.millerdecor.com/i/photo%20tiles/Tile---You-are-my-sunshine.png
"""Thankful Grateful Blessed""",TC012,Photo Tile,in stock,$9.50 ,http://www.millerdecor.com/i/photo%20tiles/Tile---Thankful-Grateful-Blessed.png
"""Simply Blessed""",TC011,Photo Tile,in stock,$9.50 ,http://www.millerdecor.com/i/photo%20tiles/Tile---Simply-blessed.png
"""Life is better in flip flops""",TC010,Photo Tile,in stock,$9.50 ,http://www.millerdecor.com/i/photo%20tiles/Tile---Life-is-better-in-flip-flops.png
"""Land of the free because of the brave""",TC009,Photo Tile,in stock,$9.50 ,http://www.millerdecor.com/i/photo%20tiles/Tile---Land-of-the-free.png
"""It doesn't get easier, you get stronger""",TC008,Photo Tile,in stock,$9.50 ,http://www.millerdecor.com/i/photo%20tiles/Tile---It-doesn_t-get-easier.png
"""Home sweet home""",TC007,Photo Tile,in stock,$9.50 ,http://www.millerdecor.com/i/photo%20tiles/Tile---Home-Sweet-Home.png
"""Great friends are hard to find...""",TC006,Photo Tile,in stock,$9.50 ,http://www.millerdecor.com/i/photo%20tiles/Tile---Great-friends-are-hard-to-find.png
"""Grandpas are dads without rules""",TC005,Photo Tile,in stock,$9.50 ,http://www.millerdecor.com/i/photo%20tiles/Tile---Grandpas-are-dads-without-rules.png
"""Grandma, like a mom only cooler""",TC004,Photo Tile,in stock,$9.50 ,http://www.millerdecor.com/i/photo%20tiles/Tile---Grandma---Like-a-mom-only-cooler.png
"""Friends are like flowers...""",TC003,Photo Tile,in stock,$9.50 ,http://www.millerdecor.com/i/photo%20tiles/Tile---Friends-are-like-flowers.png
"""Farm sweet farm""",TC002,Photo Tile,in stock,$9.50 ,http://www.millerdecor.com/i/photo%20tiles/Tile---Farm-Sweet-Farm.png
"""Cherish every day""",TC001,Photo Tile,in stock,$9.50 ,http://www.millerdecor.com/i/photo%20tiles/Tile---Cherish-every-day.png
"""There's no place like home except Grandma's""",FA211B,"Framed Art 21""x13""",in stock,$18.50 ,http://www.millerdecor.com/i/pws%2021x13/FA211T.png
"""The best things in life are the people we love...""",FA210B,"Framed Art 21""x13""",in stock,$18.50 ,http://www.millerdecor.com/i/pws%2021x13/FA210T.png
"""People are as happy as they make up their mind to be""",FA208B,"Framed Art 21""x13""",in stock,$18.50 ,http://www.millerdecor.com/i/pws%2021x13/FA208T.png
"""Let your smile change the world...""",FA207B,"Framed Art 21""x13""",in stock,$18.50 ,http://www.millerdecor.com/i/pws%2021x13/FA207T.png
"""I love you for all that you are...""",FA205B,"Framed Art 21""x13""",in stock,$18.50 ,http://www.millerdecor.com/i/pws%2021x13/FA205T.png
"""Family we live we laugh we play we love""",FA204B,"Framed Art 21""x13""",in stock,$18.50 ,http://www.millerdecor.com/i/pws%2021x13/FA204T.png
"""Faith makes the impossible possible""",FA203B,"Framed Art 21""x13""",in stock,$18.50 ,http://www.millerdecor.com/i/pws%2021x13/FA203T.png
"""Every story is beautiful, but ours is my favorite""",FA202B,"Framed Art 21""x13""",in stock,$18.50 ,http://www.millerdecor.com/i/pws%2021x13/FA202T.png
"""Begin and end your day with prayer""",FA201B,"Framed Art 21""x13""",in stock,$18.50 ,http://www.millerdecor.com/i/pws%2021x13/FA201T.png
"""There is always, always, always something to be Thankful for""",GF901,Medium Vintage Frames,in stock,$17.50 ,http://www.millerdecor.com/i/Med%20Vintage%20Fr/GF901-Cream_177886.gif
"""Every story is beautiful, but ours is my favorite""",GF902,Medium Vintage Frames,in stock,$17.50 ,http://www.millerdecor.com/i/Med%20Vintage%20Fr/GF902-Cream_177887.gif
"""Our Family, the greatest gift...""",GF903,Medium Vintage Frames,in stock,$17.50 ,http://www.millerdecor.com/i/Med%20Vintage%20Fr/GF903-Cream_177888.gif
"""By wisdom a house is built...""",GF904,Medium Vintage Frames,in stock,$17.50 ,http://www.millerdecor.com/i/Med%20Vintage%20Fr/GF904-Cream_177889.gif
"""As for me and my house...""",GF906,Medium Vintage Frames,in stock,$17.50 ,http://www.millerdecor.com/i/Med%20Vintage%20Fr/GF906-Cream_177890.gif
"""...It's always home if love is there...""",GF920,Medium Vintage Frames,in stock,$17.50 ,http://www.millerdecor.com/i/Med%20Vintage%20Fr/GF920-Cream_177891.gif
"""Family is belonging to and believing in each other""",GF921,Medium Vintage Frames,in stock,$17.50 ,http://www.millerdecor.com/i/Med%20Vintage%20Fr/GF921-Cream_177892.gif
"""Those we love don't go away...""",GF922,Medium Vintage Frames,in stock,$17.50 ,http://www.millerdecor.com/i/Med%20Vintage%20Fr/GF922-Cream_177893.gif
"""Don't forget to PRAY""",T001,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-001.gif
"""I've never met a Chocolate I didn't like""",T059,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-059.gif
"""Seriously""",T060,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-060.gif
"""Welcome""",T061,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-061.gif
"""When words fail, music speaks""",T062,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-062.gif
"""Grandma's Kitchen Tasters Welcome""",T063,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-063.gif
"""You are Smarter than you think...""",T064,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-064.gif
"""Don't try to fit in when you were Born to Stand out!""",T065,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-065.gif
"""Be still and know that I am God""",T066,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-066.gif
"""Angels can't be everywhere...""",T067,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-067.gif
"""Courage: Doing what is right even when others don't""",T070,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-070.gif
"""Integrity: How you live when no one is watching""",T071,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-071.gif
"""Coincidence: God's quiet hand in our lives""",T072,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-072.gif
"""Kindness Matters""",T073,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-073.gif
"""Because Nice Matters""",T074,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-074.gif
"""Cherish Every Day""",T075,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-075.gif
"""It takes a long time to grow and old Friend""",T076,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-076.gif
"""Whatever the Question...Chocolate is the answer!""",T077,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-077.gif
"""Friend you have blessed my life""",T083,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-083.gif
"""Friends are Angels in disguise""",T084,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-084.gif
"""Friends are like flowers...""",T085,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-085.gif
"""I'm a Grandma, What's your Super Power""",T087,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-087.gif
"""Great sisters get promoted to Aunt""",T086,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-086.gif
"""Mothers lighten every burden and make the sun shine brighter""",T090,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-090.gif
"""Just Breathe""",T088,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-088.gif
"""My greatest blessings call me Nana""",T091,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-091.gif
"""Obedience: the first law of Everything""",T092,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-092.gif
"""Sisters are little girls who grow up to be your Best Friend""",T094,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-094.gif
"""Thank Heaven for Friends like you""",T095,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-095.gif
"""To Have and to Hold To Love and to Cherish""",T002,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-002.gif
"""As for me and my house We will serve the Lord""",T003,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-003.gif
"""I hold Everything when I hold You in my arms""",T004,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-004.gif
"""Familes are Forver""",T005,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-005.gif
"""A Daughter is a little girl...""",T006,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-006.gif
"""All that I am or hope to be I owe to my Mother""",T007,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-007.gif
"""A Friend is one who Believes in You...""",T008,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-008.gif
"""My greatest blessings call me Mom""",T011,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-011.gif
"""My Greatest Blessings call me Grandma""",T012,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-012.gif
"""My Greatest Blessings call me Grandpa""",T013,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-013.gif
"""My greatest blessings call me Dad""",T014,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-014.gif
"""I am a child of God""",T015,Porcelain Tiles,in stock,$16.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-015.gif
"""Home is not a place; it is a Feeling""",T016,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-016.gif
"""Always Kiss me Goodnight""",T017,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-017.gif
"""Character is tested when you are up Against it!""",T018,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-018.gif
"""Daddy, a sons first hero, a daughers first love.""",T019,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-019.gif
"""Don't dream you life, live your dreams""",T020,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-020.gif
"""Grandma is the frosting on the cake""",T021,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-021.gif
"""It's hard to raise a family, especially in the morning""",T022,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-022.gif
"""I have a HERO, I call him DAD""",T023,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-023.gif
"""A Mother holds her children...""",T024,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-024.gif
"""Cherish the little Things""",T025,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-025.gif
"""I'm a woman of many moods and they all require Chocolate""",T027,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-027.gif
"""Be Assured...God is in the Details""",T028,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-028.gif
"""Chocolate is the answer...""",T029,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-029.gif
"""Happiness is something you decide ahead of time""",T030,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-030.gif
"""Do more of what makes you Aweome""",T031,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-031.gif
"""Joy is not in Things, it is in Us""",T032,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-032.gif
"""Motivation is what gets you started, Habit is what keeps you going""",T033,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-033.gif
"""The most important things in life aren't things""",T034,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-034.gif
"""Enjoy the Simple Things""",T035,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-035.gif
"""Hope is what keeps me moving Forward""",T036,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-036.gif
"""To Love and to be loved is the greatest blessing""",T037,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-037.gif
"""Loved you once, Love you still, Always have, Always will""",T038,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-038.gif
"""Count your Blessings""",T039,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-039.gif
"""We Create our tomorrow by what we Dream today""",T040,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-040.gif
"""Love makes our House a Home""",T041,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-041.gif
"""Home is where you lose the world, and find yourself""",T042,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-042.gif
"""Life doesn't have to be Perfect to be Wonderful""",T043,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-043.gif
"""Because someone we love is in Heaven...""",T044,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-044.gif
"""One of the Best ways to have a Little Heaven i your Home...""",T045,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-045.gif
"""When someone you love becomes a memory...""",T046,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-046.gif
"""There cannot be a crisis this week...""",T047,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-047.gif
"""My favorite thing to make for dinner is Reservations""",T048,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-048.gif
"""Life is heavenly when you have Angels for Friends""",T049,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-049gif.gif
"""Grandkids welcome-Parents by appointment""",T050,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-050.gif
"""Those we love don't go away...""",T053,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-053.gif
"""Teaching touches lives Forever""",T055,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-055.gif
"""It is what it is!""",T056,Porcelain Tiles,in stock,$8.00 ,http://www.millerdecor.com/i/Tile%20Stand/Tile-056.gif
"""Friends are God's way of taking care of us""",SB506,Shaped Signs,in stock,$9.50 ,none
"""I love you not because you are perfect...""",SB505,Shaped Signs,in stock,$9.50 ,none
"""Every End is a new Beginning""",SB508,Shaped Signs,in stock,$9.50 ,none
"""Friends are Angels in disguise""",SB503,Shaped Signs,in stock,$9.50 ,none
"""The Will of God...""",SB507,Shaped Signs,in stock,$9.50 ,none
"""One small Positive thought in the morning...""",SB526,Shaped Signs,in stock,$9.50 ,none
"""My greatest blessings call me Mom""",SB501,Shaped Signs,in stock,$9.50 ,none
"""My greatest blessings call me Grandma""",SB502,Shaped Signs,in stock,$9.50 ,none
"""As for me and my house We will serve the Lord""",SB524,Shaped Signs,in stock,$9.50 ,http://www.millerdecor.com/i/shaped%20signs/SB524.gif
"""Coincidence: God's quiet hand in our lives""",SB515,Shaped Signs,in stock,$9.50 ,none
"""Courage: Doing what is right even when others don't""",SB513,Shaped Signs,in stock,$9.50 ,none
"""Integrity: How you live when no one is watching""",SB514,Shaped Signs,in stock,$9.50 ,none
"""The things you take for granted...""",SB525,Shaped Signs,in stock,$9.50 ,none
"""When someone you love becomes a memory...""",SB504,Shaped Signs,in stock,$9.50 ,none
"""It's never too late to live Happily Ever After""",SB523,Shaped Signs,in stock,$9.50 ,none
