Slice of Paradise Cheerful Candle 6 oz.,CB138,,"Tropical pineapple and juicy watermelon with a hint of vanilla sugar.
Our NEW True to Life Fragrances will fill the air and warm your heart all at the same time!
(6oz. 30 hr. burn time)",STOCK,,,https://www.acheerfulgiver.com/slice-of-paradise-cheerful-candle-6-oz.html,,,1,99,,,,,1,ACG400,ACG160,https://www.acheerfulgiver.com/pub/media/catalog/product/cache/536dd5c33a1ef21ac58e513d61416e9b/c/b/cb138-slice-of-paradise.jpg,cb138-slice-of-paradise.jpg,,,ACG800,cb138-slice-of-paradise.jpg
3 Sheets to the Wind Cheerful Candle 6 oz.,CB134,,"3 Sheets to the Wind smells like a fresh and clean blend of lilacs, magnolias, and rose petals intermingled with juicy peach and warm amber musk.
Our NEW True to Life Fragrances will fill the air and warm your heart all at the same time!
(6oz. 30 hr. burn time)",STOCK,,,https://www.acheerfulgiver.com/3-sheets-to-the-wind-cheerful-candle-6-oz.html,,,1,99,,,,,1,ACG400,ACG160,https://www.acheerfulgiver.com/pub/media/catalog/product/cache/536dd5c33a1ef21ac58e513d61416e9b/c/b/cb134-3-sheets-to-the-wind.jpg,cb134-3-sheets-to-the-wind.jpg,,,ACG800,cb134-3-sheets-to-the-wind.jpg
High Tide Cheerful Candle 6 oz.,CB135,,"Sea salt dew drops sprinkled on jasmine and water lily petals with enticing woodsy notes.
Our NEW True to Life Fragrances will fill the air and warm your heart all at the same time!
(6oz. 30 hr. burn time)",STOCK,,,https://www.acheerfulgiver.com/high-tide-cheerful-candle-6-oz.html,,,1,99,,,,,1,ACG400,ACG160,https://www.acheerfulgiver.com/pub/media/catalog/product/cache/536dd5c33a1ef21ac58e513d61416e9b/c/b/cb135-high-tide.jpg,cb135-high-tide.jpg,,,ACG800,cb135-high-tide.jpg
Evenings on the Porch Cheerful Candle 6 oz.,CB130,,"Hazelnut coffee swirled with creamy maple and spicy cinnamon clove with a hint of sweet vanilla sugar.
Our NEW True to Life Fragrances will fill the air and warm your heart all at the same time!
(6oz. 30 hr. burn time)",STOCK,,,https://www.acheerfulgiver.com/evenings-on-the-porch-cheerful-candle-6-oz.html,,,1,99,,,,,1,ACG400,ACG160,https://www.acheerfulgiver.com/pub/media/catalog/product/cache/536dd5c33a1ef21ac58e513d61416e9b/c/b/cb130-evenings-on-the-porch.jpg,cb130-evenings-on-the-porch.jpg,,,ACG800,cb130-evenings-on-the-porch.jpg
Harvest Moon Cheerful Candle 6 oz.,CB131,,"Warm cinnamon and cloves layered with mouth watering fruits and the fresh scent of evening air.
Our NEW True to Life Fragrances will fill the air and warm your heart all at the same time!
(6oz. 30 hr. burn time)",STOCK,,,https://www.acheerfulgiver.com/harvest-moon-cheerful-candle-6-oz.html,,,1,99,,,,,1,ACG400,ACG160,https://www.acheerfulgiver.com/pub/media/catalog/product/cache/536dd5c33a1ef21ac58e513d61416e9b/c/b/cb131-harvest-moon.jpg,cb131-harvest-moon.jpg,,,ACG800,cb131-harvest-moon.jpg
Berry Maple Pinecone Candle Ring,CR100,,"Maple leaves, pine cones, cedar sprigs, and pip berries. Inner diameter measures 4.75"".
Recommended for use with glass jar candles only.
Made in China.
Please follow safe candle burning guidelines. Never subject a candle ring to a direct flame.",STOCK,,,https://www.acheerfulgiver.com/berry-maple-pinecone-candle-ring.html,,,1,99,,,,,1,ACG400,ACG160,https://www.acheerfulgiver.com/pub/media/catalog/product/cache/536dd5c33a1ef21ac58e513d61416e9b/c/r/cr100.jpg,cr100.jpg,,,ACG800,cr100.jpg
Pine Berry Apple Candle Ring,CR103,,"Miniature apples and red berries add a pop of color to pine cones and leaves. Inner diameter measures 4.75"".
Recommended for use with jar candles only.
Made in China.
Please follow safe candle burning guidelines. Never subject a candle ring to a direct flame.",STOCK,,,https://www.acheerfulgiver.com/pine-berry-apple-candle-ring.html,,,1,99,,,,,1,ACG400,ACG160,https://www.acheerfulgiver.com/pub/media/catalog/product/cache/536dd5c33a1ef21ac58e513d61416e9b/c/r/cr103.jpg,cr103.jpg,,,ACG800,cr103.jpg
Cherry Blossom Papa Jar Candle,JP149,,"Our Cherry Blossom scented candle smells like graceful cherry blossoms, jasmine, and tea, with a splash of apple, peach, and orange.
Our True to Life Fragrances will fill the air and warm your heart all at the same time!
34-ounce Papa jar candle burns for approximately 155 hours.
Choose from a primitive black lid with homespun and Keepers of the Light tag, or a classic copper lid without the homespun and tag.",STOCK,,,https://www.acheerfulgiver.com/cherry-blossom-papa-jar-candle.html,,,1,99,,,,,1,ACG400,ACG160,https://www.acheerfulgiver.com/pub/media/catalog/product/cache/536dd5c33a1ef21ac58e513d61416e9b/c/h/cherry_blossom_scented_candle_jp149.jpg,cherry_blossom_scented_candle_jp149.jpg,,,ACG800,cherry_blossom_scented_candle_jp149.jpg
Butterflies Papa Jar Candle,JP148,,"Our Butterflies scented candle smells like fresh bouquets of daisies, peonies, and cone flowers, with a blend of bergamot and verbena, and a hint of warm vanilla and sandalwood.
Our True to Life Fragrances will fill the air and warm your heart all at the same time!
34-ounce Papa jar candle burns for approximately 155 hours.
Choose from a primitive black lid with homespun and Keepers of the Light tag, or a classic copper lid without the homespun and tag.",STOCK,,,https://www.acheerfulgiver.com/butterflies-papa-jar-candle.html,,,1,99,,,,,1,ACG400,ACG160,https://www.acheerfulgiver.com/pub/media/catalog/product/cache/536dd5c33a1ef21ac58e513d61416e9b/b/u/butterflies_scented_candle_jp148.jpg,butterflies_scented_candle_jp148.jpg,,,ACG800,butterflies_scented_candle_jp148.jpg
Brown Butter Blondies Papa Jar Candle,JP147,,"Our Brown Butter Blondies scented candle smells like a nostalgic mix of fresh baked blondie and sweet butter, with lemon and vanilla.
Our True to Life Fragrances will fill the air and warm your heart all at the same time!
34-ounce Papa jar candle burns for approximately 155 hours.
Choose from a primitive black lid with homespun and Keepers of the Light tag, or a classic copper lid without the homespun and tag.",STOCK,,,https://www.acheerfulgiver.com/brown-butter-blondies-papa-jar-candle.html,,,1,99,,,,,1,ACG400,ACG160,https://www.acheerfulgiver.com/pub/media/catalog/product/cache/536dd5c33a1ef21ac58e513d61416e9b/b/r/brown_butter_blondies_scented_candle_jp147.jpg,brown_butter_blondies_scented_candle_jp147.jpg,,,ACG800,brown_butter_blondies_scented_candle_jp147.jpg
