"RLI_ACA_16OZ
",Acai Berry,RLI_ACA_16OZ,Home > Reflective Light Inspirations >,"A tropical medley of pineapple, mango, mandarin and raw coconut from the Brazilian Islands.

These labels feature an intricate laser cut design with a scripture based message as well as the fragrance name.

Our Reflective Light Candles have a captivating style! They are housed in a clear glass jar with a unique stepped base and mouth. The black metal lid is elegantly embossed. The 26 ounce candles have approximately 200 hours of burn time. The 16 ounce candles have approximately 120 hours of burn time.",God is with you wherever you go (Joshua 1:9),[],1,$19.00,https://www.barncandles.com/resize/ProductImages/RLI_ACA.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLI_APB_16OZ
",Apple Butter,RLI_APB_16OZ,Home > Reflective Light Inspirations >,"The yummy goodness of Jonathan Apples is positively delectable when brought together with melted butter, sweet cinnamon, clove, and nutmeg.

These labels feature an intricate laser cut design with a scripture based message as well as the fragrance name.

Our Reflective Light Candles have a captivating style! They are housed in a clear glass jar with a unique stepped base and mouth. The black metal lid is elegantly embossed. The 26 ounce candles have approximately 200 hours of burn time. The 16 ounce candles have approximately 120 hours of burn time.","With God, all things are possible! (Matthew 19:26)",[],1,$19.00,https://www.barncandles.com/resize/ProductImages/RLI_APB.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLI_APC_16OZ
",Apple Butter,RLI_APB_16OZ,Home > Reflective Light Inspirations >,"The yummy goodness of Jonathan Apples is positively delectable when brought together with melted butter, sweet cinnamon, clove, and nutmeg.

These labels feature an intricate laser cut design with a scripture based message as well as the fragrance name.

Our Reflective Light Candles have a captivating style! They are housed in a clear glass jar with a unique stepped base and mouth. The black metal lid is elegantly embossed. The 26 ounce candles have approximately 200 hours of burn time. The 16 ounce candles have approximately 120 hours of burn time.","With God, all things are possible! (Matthew 19:26)",[],1,$19.00,https://www.barncandles.com/resize/ProductImages/RLI_APB.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLI_BAM_16OZ
",Bamboo & Hemp,RLI_BAM_16OZ,Home > Reflective Light Inspirations >,"Bamboo stalks are complimented with natural vetiver and patchouli with undertones of hemp seed and oakmoss.

These labels feature an intricate laser cut design with a scripture based message as well as the fragrance name.

Our Reflective Light Candles have a captivating style! They are housed in a clear glass jar with a unique stepped base and mouth. The black metal lid is elegantly embossed. The 26 ounce candles have approximately 200 hours of burn time. The 16 ounce candles have approximately 120 hours of burn time.",God is our refuge and strength (Psalm 46:1),[],1,$19.00,https://www.barncandles.com/resize/ProductImages/RLI_BAM.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLI_AMI_16OZ
",Bamboo & Hemp,RLI_BAM_16OZ,Home > Reflective Light Inspirations >,"Bamboo stalks are complimented with natural vetiver and patchouli with undertones of hemp seed and oakmoss.

These labels feature an intricate laser cut design with a scripture based message as well as the fragrance name.

Our Reflective Light Candles have a captivating style! They are housed in a clear glass jar with a unique stepped base and mouth. The black metal lid is elegantly embossed. The 26 ounce candles have approximately 200 hours of burn time. The 16 ounce candles have approximately 120 hours of burn time.",God is our refuge and strength (Psalm 46:1),[],1,$19.00,https://www.barncandles.com/resize/ProductImages/RLI_BAM.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLI_CAP_16OZ
",Cappuccino Brulee,RLI_CAP_26OZ,Home > Reflective Light Inspirations >,"Ah, the smells of a dessert, laden with rich coffee overtones. Delve into the rich luxury of cappuccino divinity with a well balanced mixture of chocolate and coffee overtones bringing together the perfect result of brulee.

These labels feature an intricate laser cut design with a scripture based message as well as the fragrance name.

Our Reflective Light Candles have a captivating style! They are housed in a clear glass jar with a unique stepped base and mouth. The black metal lid is elegantly embossed. The 26 ounce candles have approximately 200 hours of burn time. The 16 ounce candles have approximately 120 hours of burn time.","Thy Word is a lamp unto my feet, and a light unto my path (Psalm 119:105)",[],1,$22.00,https://www.barncandles.com/resize/ProductImages/RLI_CAP.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLI_CAR_16OZ
",Cappuccino Brulee,RLI_CAP_26OZ,Home > Reflective Light Inspirations >,"Ah, the smells of a dessert, laden with rich coffee overtones. Delve into the rich luxury of cappuccino divinity with a well balanced mixture of chocolate and coffee overtones bringing together the perfect result of brulee.

These labels feature an intricate laser cut design with a scripture based message as well as the fragrance name.

Our Reflective Light Candles have a captivating style! They are housed in a clear glass jar with a unique stepped base and mouth. The black metal lid is elegantly embossed. The 26 ounce candles have approximately 200 hours of burn time. The 16 ounce candles have approximately 120 hours of burn time.","Thy Word is a lamp unto my feet, and a light unto my path (Psalm 119:105)",[],1,$22.00,https://www.barncandles.com/resize/ProductImages/RLI_CAP.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLI_CHR_16OZ
",Christmas Splendor,RLI_CHR_16OZ,Home > Reflective Light Inspirations >,"Return to the simplicity and beauty of holiday traditions. Blend oranges, cranberries and spices together to create this fabulous festival of scent.

These labels feature an intricate laser cut design with a scripture based message as well as the fragrance name.

Our Reflective Light Candles have a captivating style! They are housed in a clear glass jar with a unique stepped base and mouth. The black metal lid is elegantly embossed. The 26 ounce candles have approximately 200 hours of burn time. The 16 ounce candles have approximately 120 hours of burn time.",Keep Christ in Christmas,[],1,$19.00,https://www.barncandles.com/resize/ProductImages/RLI_CHR.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLI_CIL_16OZ
",Christmas Splendor,RLI_CHR_16OZ,Home > Reflective Light Inspirations >,"Return to the simplicity and beauty of holiday traditions. Blend oranges, cranberries and spices together to create this fabulous festival of scent.

These labels feature an intricate laser cut design with a scripture based message as well as the fragrance name.

Our Reflective Light Candles have a captivating style! They are housed in a clear glass jar with a unique stepped base and mouth. The black metal lid is elegantly embossed. The 26 ounce candles have approximately 200 hours of burn time. The 16 ounce candles have approximately 120 hours of burn time.",Keep Christ in Christmas,[],1,$19.00,https://www.barncandles.com/resize/ProductImages/RLI_CHR.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLI_CIN_16OZ
",Christmas Splendor,RLI_CHR_16OZ,Home > Reflective Light Inspirations >,"Return to the simplicity and beauty of holiday traditions. Blend oranges, cranberries and spices together to create this fabulous festival of scent.

These labels feature an intricate laser cut design with a scripture based message as well as the fragrance name.

Our Reflective Light Candles have a captivating style! They are housed in a clear glass jar with a unique stepped base and mouth. The black metal lid is elegantly embossed. The 26 ounce candles have approximately 200 hours of burn time. The 16 ounce candles have approximately 120 hours of burn time.",Keep Christ in Christmas,[],1,$19.00,https://www.barncandles.com/resize/ProductImages/RLI_CHR.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLI_SPI_16OZ
",Citrus & Spice,RLI_SPI_16OZ,Home > Reflective Light Inspirations >,"This scent is an aromatic blend of freshly cut apples, juicy oranges, spicy and rich cinnamon, orange clove and colorful cranberries.

These labels feature an intricate laser cut design with a scripture based message as well as the fragrance name.

Our Reflective Light Candles have a captivating style! They are housed in a clear glass jar with a unique stepped base and mouth. The black metal lid is elegantly embossed. The 26 ounce candles have approximately 200 hours of burn time. The 16 ounce candles have approximately 120 hours of burn time.",I thank my God every time I remember you (Philippians 1:3),[],1,$19.00,https://www.barncandles.com/resize/ProductImages/RLI_SPI.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLI_CRA_16OZ
",Citrus & Spice,RLI_SPI_16OZ,Home > Reflective Light Inspirations >,"This scent is an aromatic blend of freshly cut apples, juicy oranges, spicy and rich cinnamon, orange clove and colorful cranberries.

These labels feature an intricate laser cut design with a scripture based message as well as the fragrance name.

Our Reflective Light Candles have a captivating style! They are housed in a clear glass jar with a unique stepped base and mouth. The black metal lid is elegantly embossed. The 26 ounce candles have approximately 200 hours of burn time. The 16 ounce candles have approximately 120 hours of burn time.",I thank my God every time I remember you (Philippians 1:3),[],1,$19.00,https://www.barncandles.com/resize/ProductImages/RLI_SPI.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLI_CUC_16OZ
",Cucumber Melon,RLI_CUC_16OZ,Home > Reflective Light Inspirations >,"Farm fresh cucumbers from the garden, mixed with luscious ripe melon.

These labels feature an intricate laser cut design with a scripture based message as well as the fragrance name.

Our Reflective Light Candles have a captivating style! They are housed in a clear glass jar with a unique stepped base and mouth. The black metal lid is elegantly embossed. The 26 ounce candles have approximately 200 hours of burn time. The 16 ounce candles have approximately 120 hours of burn time.",Oh give thanks to the Lord for He is good. His faithful love endures forever. (Psalm 107:1),[],1,$19.00,https://www.barncandles.com/resize/ProductImages/RLI_CUC.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLI_LIM_16OZ
",Ginger Lime,RLI_LIM_16OZ,Home > Reflective Light Inspirations >,"Lightly scented citrus, apple, and pear, mixed with ginger root to create complete tranquility.

These labels feature an intricate laser cut design with a scripture based message as well as the fragrance name.

Our Reflective Light Candles have a captivating style! They are housed in a clear glass jar with a unique stepped base and mouth. The black metal lid is elegantly embossed. The 26 ounce candles have approximately 200 hours of burn time. The 16 ounce candles have approximately 120 hours of burn time.","Delight yourself in the Lord, and He will give you the desires of your heart (Psalm 37:4)",[],1,$19.00,https://www.barncandles.com/resize/ProductImages/RLI_LIM.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLI_GIN_16OZ
",Ginger Lime,RLI_LIM_16OZ,Home > Reflective Light Inspirations >,"Lightly scented citrus, apple, and pear, mixed with ginger root to create complete tranquility.

These labels feature an intricate laser cut design with a scripture based message as well as the fragrance name.

Our Reflective Light Candles have a captivating style! They are housed in a clear glass jar with a unique stepped base and mouth. The black metal lid is elegantly embossed. The 26 ounce candles have approximately 200 hours of burn time. The 16 ounce candles have approximately 120 hours of burn time.","Delight yourself in the Lord, and He will give you the desires of your heart (Psalm 37:4)",[],1,$19.00,https://www.barncandles.com/resize/ProductImages/RLI_LIM.jpg?lr=t&bw=550&w=550&bh=550&h=550
