"6.75X4X6.75""H CAST IRON SEWING MACHINE W/TWINE SPOOL 2/12 EA LIST PRICE: $10.50 EA $9.25 MIN 4 EA $8.40 MIN 8 EA $7.88 MIN 24 EA",2GDG134,Back to Farm & Home Decor,,In Stock,,,,,,4,$9.25 ,8,$8.40 ,24,$7.88 ,4,DCI400,DCI160,https://shopdci.com/images/products/detail/desktop/2GDG134.JPG,2GDG134.JPG,6.09016E+11,,DCI800,2GDG134.JPG
"9.5X9.5X29""H METAL RUSTIC LANTERN W/FINIAL TOP 0/1 EA LIST PRICE: $37.95 EA $34.00 MIN 2 EA $30.36 MIN 4 EA $28.46 MIN 12 EA",4GGC403,Back to Farm & Home Decor,,In Stock,,,,,,2,$34.00 ,4,$30.36 ,12,$28.46 ,2,DCI400,DCI160,https://shopdci.com/images/products/detail/desktop/4GGC403.JPG,4GGC403.JPG,6.09016E+11,,DCI800,4GGC403.JPG
"11X11X35""H METAL BLACK LANTERN W/FINIAL TOP 0/1 EA LIST PRICE: $43.50 EA $39.00 MIN 2 EA $34.80 MIN 4 EA $32.63 MIN 12 EA",4GGC407,Back to Farm & Home Decor,,In Stock,,,,,,2,$39.00 ,4,$34.80 ,12,$32.63 ,2,DCI400,DCI160,https://shopdci.com/images/products/detail/desktop/4GGC407.JPG,4GGC407.JPG,6.09016E+11,,DCI800,4GGC407.JPG
"10.5X9X24.75""H METAL RUST BLACK CHURCH LANTERN 0/1 EA LIST PRICE: $43.50 EA $39.00 MIN 2 EA $34.80 MIN 4 EA $32.63 MIN 12 EA",4GNR392,Back to Farm & Home Decor,,Out of Stock,,,,,,2,$39.00 ,4,$34.80 ,12,$32.63 ,2,DCI400,DCI160,https://shopdci.com/images/products/detail/desktop/4GNR392.JPG,4GNR392.JPG,6.09016E+11,,DCI800,4GNR392.JPG
"30.25X1.5X19.75""H MESH WALL PIG W/CLOTH PINS 0/6 EA LIST PRICE: $25.75 EA $23.00 MIN 2 EA $20.60 MIN 4 EA $19.31 MIN 12 EA",4GNX142,Back to Farm & Home Decor,,In Stock,,,,,,2,$23.00 ,4,$20.60 ,12,$19.31 ,2,DCI400,DCI160,https://shopdci.com/images/products/detail/desktop/4GNX142.JPG,4GNX142.JPG,6.09016E+11,,DCI800,4GNX142.JPG
"8.25X2.5X21""H TIN WALL MILK CAN W/CHALKBOARD 0/12 EA LIST PRICE: $17.95 EA $16.00 MIN 2 EA $14.36 MIN 4 EA $13.46 MIN 12 EA",4GNX143,Back to Farm & Home Decor,,In Stock,,,,,,2,$16.00 ,4,$14.36 ,12,$13.46 ,2,DCI400,DCI160,https://shopdci.com/images/products/detail/desktop/4GNX143.JPG,4GNX143.JPG,6.09016E+11,,DCI800,4GNX143.JPG
"29X5.75X29""H METAL BLACK MESH CHICKEN SHADOW BOX 0/2 LIST PRICE: $50.00 EA $45.00 MIN 2 EA $40.00 MIN 4 EA $37.50 MIN 12 EA",4GNX152,Back to Farm & Home Decor,,In Stock,,,,,,2,$45.00 ,4,$40.00 ,12,$37.50 ,2,DCI400,DCI160,https://shopdci.com/images/products/detail/desktop/4GNX152.JPG,4GNX152.JPG,6.09016E+11,,DCI800,4GNX152.JPG
"5.5X3.25X7.25""H POLYSTONE ROOSTER & HEN W/WIRE LEGS 2 ASST 1/12 EA LIST PRICE: $10.95 EA $9.85 MIN 4 EA $9.31 MIN 8 EA $8.76 MIN 16 EA",BC561,Back to Farm & Home Decor,,In Stock,,,,,,4,$9.85 ,8,$9.31 ,16,$8.76 ,4,DCI400,DCI160,https://shopdci.com/images/products/detail/desktop/BC561.JPG,BC561.JPG,6.09017E+11,,DCI800,BC561.JPG
"11.75X5.75X7""H POLYSTONE ANTIQUE BLACK WHITE HEN 1/6 EA LIST PRICE: $21.95 EA $19.75 MIN 2 EA $18.66 MIN 4 EA $17.56 MIN 8 EA",BC562,Back to Farm & Home Decor,,In Stock,,,,,,2,$19.75 ,4,$18.66 ,8,$17.56 ,2,DCI400,DCI160,https://shopdci.com/images/products/detail/desktop/BC562.JPG,BC562.JPG,6.09017E+11,,DCI800,BC562.JPG
"9X5.5X7.25""H POLYSTONE ANTIQUE BLACK WHITE SITTING HEN 1/8 EA LIST PRICE: $17.50 EA $15.75 MIN 2 EA $14.88 MIN 4 EA $14.00 MIN 8 EA",BC563,Back to Farm & Home Decor,,In Stock,,,,,,2,$15.75 ,4,$14.88 ,8,$14.00 ,2,DCI400,DCI160,https://shopdci.com/images/products/detail/desktop/BC563.JPG,BC563.JPG,6.09017E+11,,DCI800,BC563.JPG
