VS6996,1,"by vickie smyers for bethany lowe designs. resin, flanella and rafia. 18"" x 8"".",https://bethanylowe.com/media/2016/11/VS6996-1-317x378.jpg
VS6690,2,"resin, crepe, paper and tinsel. 8 3/4"" x 3 1/8"".",https://bethanylowe.com/media/2016/05/VS6990-317x378.jpg
SN6816,2,"hand painted resin. 10 1/2"" x 5"".",https://bethanylowe.com/media/2016/11/SN6816-1-317x378.jpg
LG1766I,3,"felt, metal bells. 16 1/4"" x 10"".",https://bethanylowe.com/media/2017/08/LG1766I-317x378.jpg
SN6784,6,plastic. 9' length.,https://bethanylowe.com/media/2016/11/SN6784-1-317x378.jpg
