16oz Advertising jar,16oz Advertising jar,Advertising Candles,"If you order these advertising jars we will contact you by telephone to work out your label.
Burns 80 to 100 hrs..... Must order 6 of same scent
  This 16oz. Advertising jar Candle is great to advertise your own shop,
you will love this clean burning........scent throwing candle!
Try some today....you won't be sorry!!!!

 ",,,,,,,1,$ 7.00,,,,,1,blackcrow400,blackcrow160,https://cdn.shopify.com/s/files/1/1229/6722/products/IMG_9177_1024x1024.JPG?v=1471887442,IMG_9177_1024x1024.JPG,,1821 /3006|1800 House /3171|Amish Friendship /3185|Apple Jack & Peel /3184|Banana Nut Bread/3099|Believe/3870|Blessings /3001|Blueberry Cobbler /2985|Brown Sugar/2995|Butter Churn/3214|Buttercream Vanilla/2984|Candy Cane/3216|Candy Corn/3218|Caramel Apple/3003|Cherry Almond/3847|Christmas Thyme/3221|Christmas Tradition/3223|Christmas Tree/3224|Cinnabun/3226|Cinnamon Apple/3004|Cinnamon Stix/2982|Clove/3178|Country Clothesline/3227|Country Cupboard/3228|County Market/3229|Cranberry Chutney/2981|Cranberry Nut Bread/2977|Dough Bowl/3236|Early Goods|Early Spice Cake/3005|Fall Harvest/2999|Farmhouse/3238|Fresh Strawberries/3240|Garden Thyme/3242|Gathering Room|Gingerbread Cookies/2997|Grandmas Kitchen/3244|Granny's Tea Cakes|Grey/3248|Hazelnut Coffee/3249|Hillbilly Homebrew/3076|Homespun Holidays/3037|Homestead Fixins/3715|Honeysuckle/3250|Hot Apple Pie/3251|Keeping Room/3253|Kettle Corn/3259|Kindred Spirits/3089|Lavender/3261|Lavender Vanilla|Lemon Grass/3262|Lilac/3263|Lime & Sugared Almond/3894|Lime Verbana/3265|Linen/3266|Log Cabin/3177|Maple Butter/3075|Merry Berry Vanilla/3901|Mistletoe Kisses/3908|Mountain Honey/3865|Mulberry Spice/3091|Mulled Cider/2998|Nutmeg & Chutney/3273|Olde Buttery/3088|Olde Country/3276|Orange Clove/2986|Pantry Goods|Patchoui/3278|Pearamel/3056|Peppermint Patty/3284|Picket Fence/3285|Pink|Potting Shed/3286|Prairie Butter/3036|Primitive Blend/3287|Primitive Gatherings/3921|Pumpkin Patch/3651|Pumpkin Seed/2980|Reindeer Games/3789|Root Cellar|Rustic Lodge/3652|Salted Caramel/3936|Santa Snacks/3288|Santas Workshop/3790|Simple Keepings|Simpler Thyme/3090|Simplify/3000|Snow Days/3788|Southern Welcome|Spiced Clove/3440|Spring Thyme|Sugar Cone/3293|Sugar Cookie/3295|Summer Kitchen/3296|Twigs & Berries/3299|Vanilla Spice/3300|Weathered Flannel/3954|White Christmas/3035|Yuletide Greetings/3787|Zucchini Bread/3866,blackcrow800,IMG_9177_1024x1024.JPG,
Advertising Cans,Advertising Cans,Advertising Candles,"Burns 80 to 100 hrs..... Must order 6 of same scent
  This 16oz. Advertising Can Candle is great to advertise your own shop,
you will love this clean burning........scent throwing candle!
Try some today....you won't be sorry!!!!

 ",,,,,,,1,$ 6.25,,,,,1,blackcrow400,blackcrow160,https://cdn.shopify.com/s/files/1/1229/6722/products/cans-500x500_1024x1024.jpg?v=1471622826,cans-500x500_1024x1024.jpg,,1800 House /2002|1821 /902|Amish Friendship /2796|Apple Jack & Peel /2022|Banana Nut Bread/3098|Believe/3471|Blessings /909|Blueberry Cobbler /913|Brown Sugar/1583|Butter Churn/3213|Buttercream Vanilla /946|Candy Cane /1257|Candy Corn /1037|Caramel Apple /3220|Cherry Almond/3877|Christmas Thyme /1722|Christmas Tradition /1147|Christmas Tree /1194|Cinnabun /989|Cinnamon Apple /1586|Cinnamon Stix /1581|Clove /2558|Country Clothesline /2021|Country Cupboard /927|County Market /2500|Cranberry Chutney /3235|Cranberry Nut Bread /923|Dough Bowl /2974|Early Spice Cake /990|Fall Harvest/2687|Farmhouse /892|Fresh Strawberries /988|Garden Thyme /995|Gingerbread Cookies /952|Grandmas Kitchen /2385|Grey/3247|Hazelnut Coffee /968|Hearth /3271|Hillbilly Homebrew /975|Homespun Holidays /1431|Homestead Fixins/3881|Honeysuckle /934|Hot Apple Pie /950|Keeping Room /1585|Kettle Corn/3258|Kindred Spirits /1916|Lavender /1545|Lemon Grass /1468|Lilac /1386|Lime & Sugared Almond/3893|Lime Verbana /3264|Linen /939|Log Cabin /1579|Maple Butter /1925|Merry Berry Vanilla/3472|Mistletoe Kisses/3907|Mountain Honey/3820|Mulberry Spice /1761|Mulled Cider /994|Nutmeg & Chutney /1926|Olde Buttery /1358|Olde Country/1822|Orange Clove /1580|Patchouli/2534|Pearamel /931|Peppermint Patty /3007|Picket Fence /1546|Potting Shed /1547|Prairie Butter /999|Primitive Blend /938|Primitive Gatherings/3920|Pumpkin Patch/3927|Pumpkin Seed /978|Reindeer Games/3801|Rustic Lodge/3775|Salted Caramel/3739|Santa Snacks /1258|Santa's Workshop/3940|Simpler Thyme /908|Simplify /914|Snow Days/3802|Spiced Clove/3467|Sugar Cone/3292|Sugar Cookie /951|Summer Kitchen /1316|Twigs & Berries /1031|Vanilla Spice /2676|Weathered Flannel/3953|White Christmas /2728|Winterberry /1166|Yuletide Greetings/3803|Zucchini Bread/3963,blackcrow800,cans-500x500_1024x1024.jpg,
8oz. Primitive Candle,8oz. Primitive Candle,Candles,"Burns 40 to 50 hrs
These primitive candle jars are Hand Coated, Antiqued,
then poured with your favorite scents!
Black Crow Candles are clean burning have incredible
 scent throw and will not tunnel down the center of the jar.
You wont believe the difference in candles until you try these!!!
.",,,,,,,1,$ 4.75,,,,,1,blackcrow400,blackcrow160,https://cdn.shopify.com/s/files/1/1229/6722/products/1800_Housesmii_1024x1024_01a6246f-49ba-4c09-ba02-8e458f3a703c_1024x1024.jpg?v=1487372334,1800_Housesmii_1024x1024_01a6246f-49ba-4c09-ba02-8e458f3a703c_1024x1024.jpg,,1800 House /2014|1821 /24|Amish Friendship / 37|Apple Jack & Peel /1994|Banana Nut Bread/3094|Believe/3407|Blessings / 368|Blueberry Cobbler /2282|Brown Sugar /4|Butter Churn/3139|Buttercream Vanilla /408|Candy Cane /832|Candy Corn /327|Caramel Apple/2927|Cherry Almond/3678|Christmas Thyme /1241|Christmas Tradition /1008|Christmas Tree /815|Cinnabun /323|Cinnamon Apple /275|Cinnamon Stix /6|Clove /9|Country Clothesline /1974|Country Cupboard /329|County Market /2411|Cranberry Chutney /2906|Cranberry Nut Bread /183|Dough Bowl /1352|Early Spice Cake / 359|Fall Harvest/2648|Farmhouse / 333|Fresh Strawberries / 165|Garden Thyme / 353|Gingerbread Cookies / 310|Grandmas Kitchen / 22|Grey/3115|Hazelnut Coffee / 322|Hearth/2949|Hillbilly Homebrew / 421|Homespun Holidays /2128|Homestead Fixins/3387|Honeysuckle / 536|Hot Apple Pie / 231|Keeping Room /11|Kettle Corn/3150|Kindred Spirits /1797|Lavender /422|Lemon Grass /357|Lilac /534|Lime & Sugared Almond/3886|Lime Verbana /425|Linen /316|Log Cabin /273|Maple Butter /1765|Merry Berry Vanilla/3408|Mistletoe Kisses/3409|Mountain Honey/3620|Mulberry Spice / 314|Mulled Cider / 266|Nutmeg & Chutney / 1786|Olde Buttery / 1338|Olde Country/1675|Orange Clove / 170|Patchouli/2480|Pearamel / 178|Peppermint Patty /2910|Picket Fence / 1362|Potting Shed /1363|Prairie Butter /334|Primitive Blend /191|Primitive Gatherings/3372|Pumpkin Patch/3632|Pumpkin Seed /423|Reindeer Games/3699|Rustic Lodge/3605|Salted Caramel/3626|Santa Snacks/833|Santa's Workshop/3693|Simpler Thyme / 237|Simplify / 424|Snow Days/3681|Spiced Clove/3378|Sugar Cone/3113|Sugar Cookie / 372|Summer Kitchen / 315|Twigs & Berries / 17|Vanilla Spice / 2626|Weathered Flannel/3858|White Christmas /2618|Winterberry / 313|Yuletide Greetings/3687|Zucchini Bread/3614,blackcrow800,1800_Housesmii_1024x1024_01a6246f-49ba-4c09-ba02-8e458f3a703c_1024x1024.jpg,
8oz. Early Settlers Candle,8oz. Early Settlers Candle,Candles,"Crows are placed on the jars unless you ask for others.
*We also have trees and snowmen* for your holiday candles.
Please let us know what you would like to have on them.
  Burns 80 to 100 hrs
 The 16oz. Candle is our most popular size, your customers will love this clean burning........scent throwing candle!
Try some today...you won't be sorry",,,,,,,1,$ 5.25,,,,,1,blackcrow400,blackcrow160,https://cdn.shopify.com/s/files/1/1229/6722/products/8ox_earlysettler-500x500_1024x1024.jpg?v=1460564890,8ox_earlysettler-500x500_1024x1024.jpg,,1800 House/2051|1821/287|Amish Friendship/823|Apple Jack & Peel/2125|Banana Nut Bread/3167|Believe/3871|Blessings/291|Blueberry Cobbler/760|Brown Sugar/394|Butter Churn/3197|Buttercream Vanilla/824|Candy Cane/1201|Candy Corn/517|Caramel Apple/2987|Cherry Almond/3878|Christmas Thyme/1716|Christmas Tradition/972|Christmas Tree/982|Cinnabun/363|Cinnamon Apple/2361|Cinnamon Stix/289|Clove/364|Country Clothesline/1975|Country Cupboard/301|County Market/2457|Cranberry Chutney/3058|Cranberry Nut Bread/401|Dough Bowl/1496|Early Spice Cake/365|Fall Harvest/2653|Farmhouse/293|Fresh Strawberries/696|Garden Thyme/447|Gingerbread Cookies/404|Grandmas Kitchen/489|Grey/3192|Hazelnut Coffee/453|Hearth/3200|Hillbilly Homebrew/882|Homespun Holidays/1134|Homestead Fixins/3882|Honeysuckle/761|Hot Apple Pie/675|Keeping Room/366|Kettle Corn/3198|Kindred Spirits/1888|Lavender/456|Lemon Grass/459|Lilac/762|Lime & Sugared Almond/3895|Lime Verbana/2526|Linen/805|Log Cabin/764|Maple Butter/1774|Merry Berry Vanilla/3902|Mistletoe Kisses/3909|Mountain Honey/3913|Mulberry Spice/1186|Mulled Cider/757|Nutmeg & Chutney/1840|Olde Buttery/3303|Olde Country/1698|Orange Clove/300|Patchouli/2527|Pearamel/759|Peppermint Patty/3057|Picket Fence/1452|Potting Shed/1463|Prairie Butter/528|Primitive Blend/303|Primitive Gatherings/3922|Pumpkin Patch/3928|Pumpkin Seed/1151|Reindeer Games/3930|Rustic Lodge/3748|Salted Caramel/3749|Santa Snacks/1940|Santa's Workshop/3941|Simpler Thyme/672|Simplify/520|Snow Days/3854|Spiced Clove/3947|Sugar Cone/3304|Sugar Cookie/1123|Summer Kitchen/531|Twigs & Berries/492|Vanilla Spice/2636|Weathered Flannel/3955|White Christmas/2717|Winterberry/1043|Yuletide Greetings/3783|Zucchini Bread/3964,blackcrow800,8ox_earlysettler-500x500_1024x1024.jpg,
16oz. Early Settlers Candle,16oz. Early Settlers Candle,Candles,"Crows are placed on the jars unless you ask for others.
*We also have trees and snowmen* for your holiday candles.
Please let us know what you would like to have on them.
  Burns 80 to 100 hrs
 The 16oz. Candle is our most popular size, your customers will love this clean burning........scent throwing candle!
Try some today...you won't be sorry.",,,,,,,1,$ 7.50,,,,,1,blackcrow400,blackcrow160,https://cdn.shopify.com/s/files/1/1229/6722/products/16oa_es-500x500_1024x1024_3d77cda6-f0b2-4c35-86d5-84d3170ce14a_1024x1024.jpg?v=1460563288,16oa_es-500x500_1024x1024_3d77cda6-f0b2-4c35-86d5-84d3170ce14a_1024x1024.jpg,,1800 House/2025|1821/267|Amish Friendship/657|Apple Jack & Peel/2046|Banana Nut Bread/3305|Believe/3872|Blessings/290|Blueberry Cobbler/1609|Brown Sugar/332|Butter Churn/3165|Buttercream Vanilla/1225|Candy Cane/1693|Candy Corn/518|Caramel Apple/2918|Cherry Almond/3743|Christmas Thyme/1723|Christmas Tradition/973|Christmas Tree/983|Cinnabun/525|Cinnamon Apple/661|Cinnamon Stix/288|Clove/269|Country Clothesline/2044|Country Cupboard/271|County Market/2460|Cranberry Chutney/3231|Cranberry Nut Bread/331|Dough Bowl/1457|Early Spice Cake/272|Fall Harvest/2654|Farmhouse/292|Fresh Strawberries/673|Garden Thyme/448|Gingerbread Cookies/883|Grandmas Kitchen/490|Grey/3172|Hazelnut Coffee/2747|Hearth/3087|Hillbilly Homebrew/684|Homespun Holidays/1247|Homestead Fixins/3883|Honeysuckle/976|Hot Apple Pie/676|Keeping Room/516|Kettle Corn/3202|Kindred Spirits/3118|Lavender/457|Lemon Grass/460|Lilac/683|Lime & Sugared Almond/3896|Lime Verbana/808|Linen/806|Log Cabin/674|Maple Butter/1860|Merry Berry Vanilla/3903|Mistletoe Kisses/3910|Mountain Honey/3705|Mulberry Spice/735|Mulled Cider/663|Nutmeg & Chutney/1944|Olde Buttery/1408|Olde Country/1796|Orange Clove/299|Patchouli/2791|Pearamel/660|Peppermint Patty/3230|Picket Fence/1430|Potting Shed/1538|Prairie Butter/529|Primitive Blend/302|Primitive Gatherings/3492|Pumpkin Patch/3663|Pumpkin Seed/485|Reindeer Games/3767|Rustic Lodge/3726|Salted Caramel/3707|Santa Snacks/1226|Santa's Workshop/3725|Simpler Thyme/669|Simplify/662|Snow Days/3724|Spiced Clove/3415|Sugar Cone/3307|Sugar Cookie/665|Summer Kitchen/532|Twigs & Berries/493|Vanilla Spice/2637|Weathered Flannel/3956|White Christmas/2718|Winterberry/981|Yuletide Greetings/3782|Zucchini Bread/3706,blackcrow800,16oa_es-500x500_1024x1024_3d77cda6-f0b2-4c35-86d5-84d3170ce14a_1024x1024.jpg,
32 oz. Primitive Candle,32 oz. Primitive Candle,Candles,"Burns 80 to 100 hrs
 The 16oz. Candle is our most popular size, you will love this clean burning........scent throwing candle!
Try some today...you won't be sorry!!

 ",,,,,,,1,$ 12.75,,,,,1,blackcrow400,blackcrow160,https://cdn.shopify.com/s/files/1/1229/6722/products/32oz_small-500x500_1024x1024_2118f778-7c93-4716-b5cf-c0faedc6b45e_1024x1024.jpg?v=1460565113,32oz_small-500x500_1024x1024_2118f778-7c93-4716-b5cf-c0faedc6b45e_1024x1024.jpg,,1800 House/1996|1821/26|Amish Friendship/39|Apple Jack & Peel/2017|Banana Nut Bread/3096|Believe/3429|Blessings/772|Blueberry Cobbler/545|Brown Sugar/5|Butter Churn/3141|Buttercream Vanilla/410|Candy Cane/1234|Candy Corn/1068|Caramel Apple/2932|Cherry Almond/3679|Christmas Thyme/1243|Christmas Tradition/1086|Christmas Tree/1114|Cinnabun/345|Cinnamon Apple/414|Cinnamon Stix/351|Clove/10|Country Clothesline/2072|Country Cupboard/827|County Market/2436|Cranberry Chutney/2908|Cranberry Nut Bread/230|Dough Bowl/1507|Early Spice Cake/360|Fall Harvest/2650|Farmhouse/552|Fresh Strawberries/793|Garden Thyme/355|Gingerbread Cookies/887|Grandmas Kitchen/171|Grey/3143|Hazelnut Coffee/780|Hearth/2973|Hillbilly Homebrew/774|Homespun Holidays/1049|Homestead Fixins/3389|Honeysuckle/837|Hot Apple Pie/555|Keeping Room/13|Kettle Corn/3153|Kindred Spirits/1829|Lavender/797|Lemon Grass/655|Lilac/344|Lime & Sugared Almond/3887|Lime Verbana/2020|Linen/804|Log Cabin/346|Maple Butter/1775|Merry Berry Vanilla/3432|Mistletoe Kisses/3424|Mountain Honey/3622|Mulberry Spice/1039|Mulled Cider/515|Nutmeg & Chutney/1811|Olde Buttery/1340|Olde Country/1702|Orange Clove/417|Patchouli/2475|Pearamel/180|Peppermint Patty/2912|Picket Fence/1438|Potting Shed/1439|Prairie Butter/385|Primitive Blend/16|Primitive Gatherings/3373|Pumpkin Patch/3634|Pumpkin Seed/389|Reindeer Games/3701|Rustic Lodge/3607|Salted Caramel/3628|Santa Snacks/1099|Santa's Workshop/3695|Simpler Thyme/544|Simplify/543|Snow Days/3683|Spiced Clove/3384|Sugar Cone/3151|Sugar Cookie/653|Summer Kitchen/222|Twigs & Berries/19|Vanilla Spice/2628|Weathered Flannel/3948|White Christmas/2620|Winterberry/1050|Yuletide Greetings/3689|Zucchini Bread/3617,blackcrow800,32oz_small-500x500_1024x1024_2118f778-7c93-4716-b5cf-c0faedc6b45e_1024x1024.jpg,
32oz. Early Settlers Candle,32oz. Early Settlers Candle,Candles,"Crows are placed on the jars unless you ask for others.
*We also have trees and snowmen* for your holiday candles.
Please let us know what you would like to have on them.
  Burns 150 to 300 hrs
We have been asked for a candle that is in between the 16oz and the 64oz so here it is!!
Black Crow Candles are long lasting and clean burning..... try some today!
We are happy to offer this popular size in our Early Settlers Collection!
 ",,,,,,,1,$ 13.25,,,,,1,blackcrow400,blackcrow160,https://cdn.shopify.com/s/files/1/1229/6722/products/sm32oz-500x500_1024x1024_8a86b5d3-30e9-495e-94d2-3877a4e59efa_1024x1024.jpg?v=1460566741,sm32oz-500x500_1024x1024_8a86b5d3-30e9-495e-94d2-3877a4e59efa_1024x1024.jpg,,1800 House/1976|1821/451|Amish Friendship/1284|Apple Jack & Peel/2028|Banana Nut Bread/3311|Believe/3873|Blessings/1177|Blueberry Cobbler/894|Brown Sugar/395|Butter Churn/3166|Buttercream Vanilla/1264|Candy Cane/1227|Candy Corn/519|Caramel Apple/2947|Cherry Almond/3879|Christmas Thyme/1951|Christmas Tradition/985|Christmas Tree/984|Cinnabun/526|Cinnamon Apple/695|Cinnamon Stix/1041|Clove/406|Country Clothesline/2090|Country Cupboard/452|County Market/2462|Cranberry Chutney/3312|Cranberry Nut Bread/402|Dough Bowl/1464|Early Spice Cake/1263|Fall Harvest/2655|Farmhouse/895|Fresh Strawberries/697|Garden Thyme/449|Gingerbread Cookies/405|Grandmas Kitchen/1307|Grey/3063|Hazelnut Coffee/455|Hearth/3313|Hillbilly Homebrew/855|Homespun Holidays/1288|Homestead Fixins/3884|Honeysuckle/1319|Hot Apple Pie/2970|Keeping Room/896|Kettle Corn/3314|Kindred Spirits/1843|Lavender/458|Lemon Grass/461|Lilac/963|Lime & Sugared Almond/3897|Lime Verbana/1743|Linen/1745|Log Cabin/897|Maple Butter/1897|Merry Berry Vanilla/3904|Mistletoe Kisses/3911|Mountain Honey/3914|Mulberry Spice/1223|Mulled Cider/1222|Nutmeg & Chutney/1898|Olde Buttery/1527|Olde Country/1965|Orange Clove/398|Patchouli/3315|Pearamel/2428|Peppermint Patty/2912|Picket Fence/1480|Potting Shed/1528|Prairie Butter/530|Primitive Blend/304|Primitive Gatherings/3923|Pumpkin Patch/3929|Pumpkin Seed/1650|Reindeer Games/3721|Rustic Lodge/3722|Salted Caramel/3838|Santa Snacks/1262|Santa's Workshop/3942|Simpler Thyme/1279|Simplify/521|Snow Days/3720|Spiced Clove/3416|Sugar Cone/3317|Sugar Cookie/1224|Summer Kitchen/1321|Twigs & Berries/494|Vanilla Spice/2638|Weathered Flannel/3957|White Christmas/2719|Winterberry/1044|Yuletide Greetings/3959|Zucchini Bread/3811,blackcrow800,sm32oz-500x500_1024x1024_8a86b5d3-30e9-495e-94d2-3877a4e59efa_1024x1024.jpg,
64oz. Primitive Candle,64oz. Primitive Candle,Candles,"Burns 80 to 100 hrs
 The 16oz. Candle is our most popular size, you will love this clean burning........scent throwing candle!
Try some today....you won't be sorry!!!!

 ",,,,,,,1,$ 21.50,,,,,1,blackcrow400,blackcrow160,https://cdn.shopify.com/s/files/1/1229/6722/products/sm_jumbo-500x500_1024x1024_bbefd1b2-1cac-4aa9-8ce8-b6901afb3148_1024x1024.jpg?v=1460857215,sm_jumbo-500x500_1024x1024_bbefd1b2-1cac-4aa9-8ce8-b6901afb3148_1024x1024.jpg,,1800 House/1998|1821/27|Amish Friendship/40|Apple Jack & Peel/2019|Banana Nut Bread/3097|Believe/3410|Blessings/407|Blueberry Cobbler/499|Brown Sugar/281|Butter Churn/3142|Buttercream Vanilla/411|Candy Cane/1252|Candy Corn/1195|Caramel Apple/2930|Cherry Almond/3680|Christmas Thyme/1711|Christmas Tradition/1051|Christmas Tree/1142|Cinnabun/740|Cinnamon Apple/319|Cinnamon Stix/498|Clove/497|Country Clothesline/2073|Country Cupboard/641|County Market/2413|Cranberry Chutney/2909|Cranberry Nut Bread/185|Dough Bowl/1389|Early Spice Cake/626|Fall Harvest/2651|Farmhouse/464|Fresh Strawberries/535|Garden Thyme/642|Gingerbread Cookies/2609|Grandmas Kitchen/172|Grey/3072|Hazelnut Coffee/836|Hearth/3074|Hillbilly Homebrew/624|Homespun Holidays/1071|Homestead Fixins/3390|Honeysuckle/537|Hot Apple Pie/765|Keeping Room/466|Kettle Corn/3145|Kindred Spirits/1808|Lavender/742|Lemon Grass/592|Lilac/2087|Lime & Sugared Almond/3888|Lime Verbana/2887|Linen/731|Log Cabin/465|Maple Butter/1769|Merry Berry Vanilla/3433|Mistletoe Kisses/3425|Mountain Honey/3623|Mulberry Spice/890|Mulled Cider/900|Nutmeg & Chutney/1812|Olde Buttery/1353|Olde Country/1676|Orange Clove/265|Patchouli/2537|Pearamel/181|Peppermint Patty/2913|Picket Fence/1482|Potting Shed/1393|Prairie Butter/311|Primitive Blend/192|Primitive Gatherings/3370|Pumpkin Patch/3635|Pumpkin Seed/1021|Reindeer Games/3702|Rustic Lodge/3608|Salted Caramel/3629|Santa Snacks/1250|Santa's Workshop/3696|Simpler Thyme/463|Simplify/627|Snow Days/3684|Spiced Clove/3385|Sugar Cone/3146|Sugar Cookie/925|Summer Kitchen/223|Twigs & Berries/20|Vanilla Spice/2629|Weathered Flannel/3949|White Christmas/2621|Winterberry/1278|Yuletide Greetings/3690|Zucchini Bread/3618,blackcrow800,sm_jumbo-500x500_1024x1024_bbefd1b2-1cac-4aa9-8ce8-b6901afb3148_1024x1024.jpg,
16oz. Farmhouse Candle,16oz. Farmhouse Candle,Candles,"This candle is packaged simple in the new Farmhouse style.
Burns 80 to 100 hrs
 The 16oz. Candle is our most popular size, you will love this clean burning........scent throwing candle!
Try some today....you won't be sorry!!!!",,,,,,,1,$ 7.00,,,,,1,blackcrow400,blackcrow160,https://cdn.shopify.com/s/files/1/1229/6722/products/26229864_10211164228526492_4770830584439517116_n_1024x1024.jpg?v=1516863933,26229864_10211164228526492_4770830584439517116_n_1024x1024.jpg,,"Cappuccino/3534 ~ Italian coffee hot steamed with froth.|China Rain/3538 ~ Sandlewood, vanilla and wisteria.|Creamy Chocolate/3521 ~ Creamy sweet milk chocolate.|Deadly Weapon/3542 ~ Oh lala!!! Smells like a sharp dressed man.|Fresh Brewed Coffee/3517 ~ Strong cup O' Joe|Grey/3550 ~ Sexy & Masculine.|Japanse Cherry Blossom/3504 ~ Fresh picked pears & jasmine.|Lavender Vanillla/3503 ~ French lavender & creamy vanilla|Nag Champa/3513 ~ Patchouli wtih musk and vanilla.|Oatmeal Milk & Honey/3502 ~ French vanilla, honey and almond.|Phermone/3546 ~ Sensual scent of oakmoss and sandlewood.|Pink Chiffon/3506 ~ The Bath & Body inspired scent ""Pink""|Weathered Flannel/3744",blackcrow800,26229864_10211164228526492_4770830584439517116_n_1024x1024.jpg,
64oz. Early Settlers Candle,64oz. Early Settlers Candle,Candles,"Crows are placed on the jars unless you ask for others.
*We also have trees and snowmen* for your holiday candles.
Please let us know what you would like to have on them.
  Burns 150 to 300 hrs
We have been asked for a candle that is in between the 16oz and the 64oz so here it is!!
Black Crow Candles are long lasting and clean burning..... try some today!
We are happy to offer this popular size in our Early Settlers Collection!
 ",,,,,,,1,$ 22.00,,,,,1,blackcrow400,blackcrow160,https://cdn.shopify.com/s/files/1/1229/6722/products/64es_small-500x500_1024x1024_1_c7be5695-ef0c-4f26-bac0-554c07ccf22b_1024x1024.jpg?v=1487372263,64es_small-500x500_1024x1024_1_c7be5695-ef0c-4f26-bac0-554c07ccf22b_1024x1024.jpg,,1800 House/2084|1821/1931|Amish Friendship/2991|Apple Jack & Peel/2078|Banana Nut Bread/3309|Believe/3874|Blessings/3319|Blueberry Cobbler/2080|Brown Sugar/770|Butter Churn/3320|Buttercream Vanilla/2402|Candy Cane/1917|Candy Corn/1033|Caramel Apple/3321|Cherry Almond/3880|Christmas Thyme/1715|Christmas Tradition/1253|Christmas Tree/1280|Cinnabun/1727|Cinnamon Apple/1516|Cinnamon Stix/1146|Clove/803|Country Clothesline/2085|Country Cupboard/1668|County Market/2459|Cranberry Chutney/3322|Cranberry Nut Bread/403|Dough Bowl/1375|Early Spice Cake/2471|Fall Harvest/2656|Farmhouse/3043|Fresh Strawberries/1754|Garden Thyme/3044|Gingerbread Cookies/3323|Grandmas Kitchen/1373|Grey/3324|Hazelnut Coffee/1543|Hearth/3325|Hillbilly Homebrew/2775|Homespun Holidays/2774|Homestead Fixins/3885|Honeysuckle/1267|Hot Apple Pie/1648|Keeping Room/1519|Kettle Corn/3326|Kindred Spirits/1964|Lavender/3327|Lemon Grass/2809|Lilac/1569|Lime & Sugared Almond/3898|Lime Verbana/1599|Linen/3328|Log Cabin/1595|Maple Butter/1890|Merry Berry Vanilla/3905|Mistletoe Kisses/3912|Mountain Honey/3716|Mulberry Spice/1744|Mulled Cider/736|Nutmeg & Chutney/2048|Olde Buttery/1371|Olde Country/2288|Orange Clove/399|Patchouli/3329|Pearamel/1145|Peppermint Patty/3331|Picket Fence/1374|Potting Shed/2517|Prairie Butter/1144|Primitive Blend/305|Primitive Gatherings/3924|Pumpkin Patch/3723|Pumpkin Seed/891|Reindeer Games/3719|Rustic Lodge/3791|Salted Caramel/3852|Santa Snacks/2776|Santa's Workshop/3943|Simpler Thyme/1265|Simplify/1568|Snow Days/3718|Spiced Clove/3417|Sugar Cone/3332|Sugar Cookie/1726|Summer Kitchen/3333|Twigs & Berries/1567|Vanilla Spice/2639|Weathered Flannel/3958|White Christmas/2720|Winterberry/1954|Yuletide Greetings/3717|Zucchini Bread/3813,blackcrow800,64es_small-500x500_1024x1024_1_c7be5695-ef0c-4f26-bac0-554c07ccf22b_1024x1024.jpg,
