,60933,,,,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/60933_l.jpg,60933_l.jpg,UPC Code: 096069609339,|||||,Carson800,60933_l.jpg,
"""Black Floral"" Headband & Mask Set",33213,,"Our headband and mask sets are comprised of a head band and mask both made of 100% polyester. The mask has adjustable ear straps for the perfect fit and buttons on each side of the headband allow the user to attach the mask and eliminate irritation of the ears. One size fits most.

W: 5.25""
H: 8.5""",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/33213_l.jpg,33213_l.jpg,UPC Code: 096069332138,|||||,Carson800,33213_l.jpg,
"""Camo"" Headband & Mask Set",33218,,"Our headband and mask sets are comprised of a head band and mask both made of 100% polyester. The mask has adjustable ear straps for the perfect fit and buttons on each side of the headband allow the user to attach the mask and eliminate irritation of the ears. One size fits most.

W: 5.25""
H: 8.5""",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/33218_l.jpg,33218_l.jpg,UPC Code: 096069332183,|||||,Carson800,33218_l.jpg,
"""Lake Memories"" 12oz Stemless Wine Tumbler",38102,,"Featuring our newly designed and digitally printed stainless artwork, these 12oz stemless wine tumblers are made from thick 18/8 stainless steel. They keep hot drinks hot and cold drinks cold for hours while the double wall design keeps it from sweating. Hand wash recommended. Designed and digitally printed in the USA!!!",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/38102_l.jpg,38102_l.jpg,UPC Code: 096069381020,|||||,Carson800,38102_l.jpg,
"""Lake Memories"" Slim Can Koozie",38103,,"Featuring our newly designed and digitally printed stainless artwork, this koozie is made from thick 18/8 stainless steel and holds 12oz slim cans. The double wall design keeps it from sweating. Designed and engraved in the USA!!! Handwash Recommended",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/38103_l.jpg,38103_l.jpg,UPC Code: 096069381037,|||||,Carson800,38103_l.jpg,
"""Leopard"" Headband & Mask Set",33214,,"Our headband and mask sets are comprised of a head band and mask both made of 100% polyester. The mask has adjustable ear straps for the perfect fit and buttons on each side of the headband allow the user to attach the mask and eliminate irritation of the ears. One size fits most.

W: 5.25""
H: 8.5""",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/33214_l.jpg,33214_l.jpg,UPC Code: 096069332145,|||||,Carson800,33214_l.jpg,
"""Marble"" Headband & Mask Set",33216,,"Our headband and mask sets are comprised of a head band and mask both made of 100% polyester. The mask has adjustable ear straps for the perfect fit and buttons on each side of the headband allow the user to attach the mask and eliminate irritation of the ears. One size fits most.

W: 5.25""
H: 8.5""",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/33216_l.jpg,33216_l.jpg,UPC Code: 096069332169,|||||,Carson800,33216_l.jpg,
"""Polka Dot"" Headband & Mask Set",33217,,"Our headband and mask sets are comprised of a head band and mask both made of 100% polyester. The mask has adjustable ear straps for the perfect fit and buttons on each side of the headband allow the user to attach the mask and eliminate irritation of the ears. One size fits most.

W: 5.25""
H: 8.5""",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/33217_l.jpg,33217_l.jpg,UPC Code: 096069332176,|||||,Carson800,33217_l.jpg,
"""Purple Paisley"" Headband & Mask Set",33215,,"Our headband and mask sets are comprised of a head band and mask both made of 100% polyester. The mask has adjustable ear straps for the perfect fit and buttons on each side of the headband allow the user to attach the mask and eliminate irritation of the ears. One size fits most.

W: 5.25""
H: 8.5""",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/33215_l.jpg,33215_l.jpg,UPC Code: 096069332152,|||||,Carson800,33215_l.jpg,
"""Stars"" Headband & Mask Set",33211,,"Our headband and mask sets are comprised of a head band and mask both made of 100% polyester. The mask has adjustable ear straps for the perfect fit and buttons on each side of the headband allow the user to attach the mask and eliminate irritation of the ears. One size fits most.

W: 5.25""
H: 8.5""",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/33211_l.jpg,33211_l.jpg,UPC Code: 096069332114,|||||,Carson800,33211_l.jpg,
"""White Floral"" Headband & Mask Set",33212,,"Our headband and mask sets are comprised of a head band and mask both made of 100% polyester. The mask has adjustable ear straps for the perfect fit and buttons on each side of the headband allow the user to attach the mask and eliminate irritation of the ears. One size fits most.

W: 5.25""
H: 8.5""",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/33212_l.jpg,33212_l.jpg,UPC Code: 096069332121,|||||,Carson800,33212_l.jpg,
Magnet Basket Display,60599,,"This display is made of metal.

W: 12""
H: 12""
D: 6.5""",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/60599_l.jpg,60599_l.jpg,UPC Code: 096069605997,|||||,Carson800,60599_l.jpg,
"""Moon And Back"" Round Car Coaster - Bulk",CB73321,,"Our round car coasters will fit most cup holders and are made from absorbent stoneware. Will work for hot and cold beverages and absorb spills and condensation. These are designed, printed and packaged in the USA. Work best with the counter top display 70001.

Also available in packaged form Item #CC73320

DIA: 2.75""",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/CB73321_l.jpg,CB73321_l.jpg,UPC Code: 096069733218,|||||,Carson800,CB73321_l.jpg,
