"BC_ACA_16oz
"RLID_SPL
",Spirulina,RLID_SPL,Home > Reflective Light Inspirations Diffuser >,"A quenching green aloe leaf blended with cucumber, orange zest, and freshly cut grass.

The label features an intricate laser cut design with a scripture based message as well as the fragrance name.

The Fragrance Diffuser is an elegant home decor piece as well as an air freshener! The rattan reeds continue to draw the oils and naturally dispense fragrance into the room for several months. Turn reeds occasionally to refresh fragrance.","He who refreshed others, will himself be refreshed (Proverbs 11:25)",[],1,$14.00,https://www.barncandles.com/resize/Shared/Images/Product/Spirulina/RL-DFS.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLID_SPR
",Spruce & Berries,RLID_SPR,Home > Reflective Light Inspirations Diffuser >,"A freshly cut tree, rustled into the house, next to a roaring fire. This fragrance will invoke memories of Christmas's past, with a rich evergreen aroma mixed with a hint of holiday berries.

The label features an intricate laser cut design with a scripture based message as well as the fragrance name.

The Fragrance Diffuser is an elegant home decor piece as well as an air freshener! The rattan reeds continue to draw the oils and naturally dispense fragrance into the room for several months. Turn reeds occasionally to refresh fragrance.",Merry Christmas,[],1,$14.00,https://www.barncandles.com/resize/Shared/Images/Product/Spruce-Berries/RL-DFS.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLID_STR
",Strawberry Rhubarb,RLID_STR,Home > Reflective Light Inspirations Diffuser >,"A country patch of hand picked strawberries blended with freshly cut stalks of rhubarb, create an irresistible fragrance.

The label features an intricate laser cut design with a scripture based message as well as the fragrance name.

The Fragrance Diffuser is an elegant home decor piece as well as an air freshener! The rattan reeds continue to draw the oils and naturally dispense fragrance into the room for several months. Turn reeds occasionally to refresh fragrance.",For God so loved the world that He gave his only begotten Son (John 3:16),[],1,$14.00,https://www.barncandles.com/resize/Shared/Images/Product/Strawberry-Rhubarb/RL-DFS.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLID_SUG
",Sugar Plum,RLID_SUG,Home > Reflective Light Inspirations Diffuser >,"This holiday favorite is sure to leave sugarplums dancing in your head! A celebration of orange, persimmon, ripe plums, and succulent berries, with a hint of Concord grapes.

The label features an intricate laser cut design with a scripture based message as well as the fragrance name.

The Fragrance Diffuser is an elegant home decor piece as well as an air freshener! The rattan reeds continue to draw the oils and naturally dispense fragrance into the room for several months. Turn reeds occasionally to refresh fragrance.",All hearts come home for Christmas,[],1,$14.00,https://www.barncandles.com/resize/Shared/Images/Product/Sugar-Plum/RL-DFS.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLID_SWE
",Sweetpea,RLID_SWE,Home > Reflective Light Inspirations Diffuser >,"Experience love at first smell with this enchanting scent of plumeria, sweet pea, muguet, and jasmine petal.

The label features an intricate laser cut design with a scripture based message as well as the fragrance name.

The Fragrance Diffuser is an elegant home decor piece as well as an air freshener! The rattan reeds continue to draw the oils and naturally dispense fragrance into the room for several months. Turn reeds occasionally to refresh fragrance.","Love is patient, love is kind (1 Corinthians 13:4)",[],1,$14.00,https://www.barncandles.com/resize/Shared/Images/Product/Sweetpea/RL-DFS.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLID_VAN
",Vanilla Bean,RLID_VAN,Home > Reflective Light Inspirations Diffuser >,"A truly delicious scent, reminiscent of baker's treats and creamy confections loaded with rich vanilla.

The label features an intricate laser cut design with a scripture based message as well as the fragrance name.

The Fragrance Diffuser is an elegant home decor piece as well as an air freshener! The rattan reeds continue to draw the oils and naturally dispense fragrance into the room for several months. Turn reeds occasionally to refresh fragrance.","The Lord is my Shepherd, I shall not want (Psalm 23:1)",[],1,$14.00,https://www.barncandles.com/resize/Shared/Images/Product/Vanilla-Bean/RL-DFS.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLID_WIL
",Wildflower Days,RLID_WIL,Home > Reflective Light Inspirations Diffuser >,"It is like waking up on a bright sunny spring day, the breeze coming through your window, followed by the captivating aroma of gorgeous fields of flowers.

The label features an intricate laser cut design with a scripture based message as well as the fragrance name.

The Fragrance Diffuser is an elegant home decor piece as well as an air freshener! The rattan reeds continue to draw the oils and naturally dispense fragrance into the room for several months. Turn reeds occasionally to refresh fragrance.","Faith, Hope, Love…..And the greatest of these is love (1 Corinthians 13:13)",[],1,$14.00,https://www.barncandles.com/resize/Shared/Images/Product/Wildflower-Days/RL-DFS.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLIRS_ACA
",Acai Berry,RLIRS_ACA,Home > Reflective Light Inspirations Room Spray >,"A tropical medley of pineapple, mango, mandarin and raw coconut from the Brazilian Islands.  

Enjoy an instant burst of fragrance! Our water-based room & linen spray is safe for most fabrics and will freshen any space. The label features a scripture based message as well as the fragrance name.",God is with you wherever you go (Joshua 1:9),[],1,$10.00,https://www.barncandles.com/resize/ProductImages/RLIRS_.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLIRS_APC
",Apple Cinnamon,RLIRS_APC,Home > Reflective Light Inspirations Room Spray >,"Remember those perfectly beautiful Fall days when the air was crisp and chilly outside, but warm from the oven inside? The fresh apple pie sits on the rack, sprinkled with savory cinnamon, filling the house with the scent we all crave!

Enjoy an instant burst of fragrance! Our water-based room & linen spray is safe for most fabrics and will freshen any space. The label features a scripture based message as well as the fragrance name.",Trust in the Lord with all your heart (Proverbs 3:5),[],1,$10.00,https://www.barncandles.com/resize/ProductImages/RLIRS_.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLIRS_BAM
",Bamboo & Hemp,RLIRS_BAM,Home > Reflective Light Inspirations Room Spray >,"Bamboo stalks are complimented with natural vetiver and patchouli with undertones of hemp seed and oakmoss.

Enjoy an instant burst of fragrance! Our water-based room & linen spray is safe for most fabrics and will freshen any space. The label features a scripture based message as well as the fragrance name.",God is our refuge and strength (Psalm 46:1),[],1,$10.00,https://www.barncandles.com/resize/ProductImages/RLIRS_.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLIRS_CAP
",Cappuccino Brulee,RLIRS_CAP,Home > Reflective Light Inspirations Room Spray >,"Ah, the smells of a dessert, laden with rich coffee overtones. Delve into the rich luxury of cappuccino divinity with a well balanced mixture of chocolate and coffee overtones bringing together the perfect result of brulee.

Enjoy an instant burst of fragrance! Our water-based room & linen spray is safe for most fabrics and will freshen any space. The label features a scripture based message as well as the fragrance name.","Thy Word is a lamp unto my feet, and a light unto my path (Psalm 119:105)",[],1,$10.00,https://www.barncandles.com/resize/ProductImages/RLIRS_.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLIRS_CAR
",Carrot Cake,RLIRS_CAR,Home > Reflective Light Inspirations Room Spray >,"A warm blend of zesty cinnamon, splendid spice, crisp clove and freshly shredded carrots will overflow the room with a homemade aroma.

Enjoy an instant burst of fragrance! Our water-based room & linen spray is safe for most fabrics and will freshen any space. The label features a scripture based message as well as the fragrance name.","To everything there is a season, and a time for every purpose under heaven (Ecclesiastes 3:1)",[],1,$10.00,https://www.barncandles.com/resize/ProductImages/RLIRS_.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLIRS_CHR
",Christmas Splendor,RLIRS_CHR,Home > Reflective Light Inspirations Room Spray >,"Return to the simplicity and beauty of holiday traditions. Blend oranges, cranberries and spices together to create this fabulous festival of scent.

Enjoy an instant burst of fragrance! Our water-based room & linen spray is safe for most fabrics and will freshen any space. The label features a scripture based message as well as the fragrance name.",Keep Christ in Christmas,[],1,$10.00,https://www.barncandles.com/resize/ProductImages/RLIRS_.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLIRS_CIN
",Cinnamon Stick,RLIRS_CIN,Home > Reflective Light Inspirations Room Spray >,"Nothing beats the classic spicy scent of warm cinnamon, clove, and ginger. The pure indulgence of this fragrance is inviting in any room.

Enjoy an instant burst of fragrance! Our water-based room & linen spray is safe for most fabrics and will freshen any space. The label features a scripture based message as well as the fragrance name.",All things work together for good to them that love God (Romans 8:28),[],1,$10.00,https://www.barncandles.com/resize/ProductImages/RLIRS_.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLIRS_SPI
",Citrus & Spice,RLIRS_SPI,Home > Reflective Light Inspirations Room Spray >,"An aromatic blend of freshly cut apples, juicy oranges, spicy and rich cinnamon, orange clove and colorful cranberries.

Enjoy an instant burst of fragrance! Our water-based room & linen spray is safe for most fabrics and will freshen any space. The label features a scripture based message as well as the fragrance name.",I thank my God every time I remember you (Philippians 1:3),[],1,$10.00,https://www.barncandles.com/resize/ProductImages/RLIRS_.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLIRS_CUC
",Cucumber Melon,RLIRS_CUC,Home > Reflective Light Inspirations Room Spray >,"Farm fresh cucumbers from the garden, mixed with luscious ripe melon.

Enjoy an instant burst of fragrance! Our water-based room & linen spray is safe for most fabrics and will freshen any space. The label features a scripture based message as well as the fragrance name.",Oh give thanks to the Lord for He is good. His faithful love endures forever. (Psalm 107:1),[],1,$10.00,https://www.barncandles.com/resize/ProductImages/RLIRS_.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLIRS_FRE
",Fresh Linen,RLIRS_FRE,Home > Reflective Light Inspirations Room Spray >,"Remember watching as mom clothes pinned the sheets to the clothesline? This fragrance encapsulates the smell of fresh sheets dried by a warm summer breeze.

Enjoy an instant burst of fragrance! Our water-based room & linen spray is safe for most fabrics and will freshen any space. The label features a scripture based message as well as the fragrance name.","Create in me a clean heart, O God (Psalm 51:10)",[],1,$10.00,https://www.barncandles.com/resize/ProductImages/RLIRS_.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLIRS_LIM
",Ginger Lime,RLIRS_LIM,Home > Reflective Light Inspirations Room Spray >,"Lightly scented citrus, apple, and pear, mixed with ginger root to create complete tranquility.

Enjoy an instant burst of fragrance! Our water-based room & linen spray is safe for most fabrics and will freshen any space. The label features a scripture based message as well as the fragrance name.","Delight yourself in the Lord, and He will give you the desires of your heart (Psalm 37:4)",[],1,$10.00,https://www.barncandles.com/resize/ProductImages/RLIRS_.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLIRS_GIN
",Gingerbread,RLIRS_GIN,Home > Reflective Light Inspirations Room Spray >,"Freshly baked spiced cookie with subtle hints of creamy vanilla, spicy nutmeg, zesty cinnamon and sharp ginger.

Enjoy an instant burst of fragrance! Our water-based room & linen spray is safe for most fabrics and will freshen any space. The label features a scripture based message as well as the fragrance name.",Christmas Blessings,[],1,$10.00,https://www.barncandles.com/resize/ProductImages/RLIRS_.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLIRS_KIW
",Kiwi Strawberry,RLIRS_KIW,Home > Reflective Light Inspirations Room Spray >,"The exotic kiwi fruit is naturally paired with strawberries. The kiwi aroma initially fills the surroundings, followed by the sweet burst of fresh strawberries, enhanced with creamy peach nectar.

Enjoy an instant burst of fragrance! Our water-based room & linen spray is safe for most fabrics and will freshen any space. The label features a scripture based message as well as the fragrance name.","Jesus Christ the same yesterday, today, and forever (Hebrews 13:8)",[],1,$10.00,https://www.barncandles.com/resize/ProductImages/RLIRS_.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLIRS_LEM
",Lemon Chiffon,RLIRS_LEM,Home > Reflective Light Inspirations Room Spray >,"It's no secret that a farm fresh baked delicacy is simply exquisite. Tarty sweet fragrance collides with the perfect velvet smooth texture, molding this into an alluring scent.

Enjoy an instant burst of fragrance! Our water-based room & linen spray is safe for most fabrics and will freshen any space. The label features a scripture based message as well as the fragrance name.",I can do all things through Christ who strengthens me (Philippians 4:13),[],1,$10.00,https://www.barncandles.com/resize/ProductImages/RLIRS_.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLIRS_VER
",Lemon Verbena,RLIRS_VER,Home > Reflective Light Inspirations Room Spray >,"Lift your spirits with the rich herbal zest of spring green herbs, white lilies, citrus, and verbena.

Enjoy an instant burst of fragrance! Our water-based room & linen spray is safe for most fabrics and will freshen any space. The label features a scripture based message as well as the fragrance name.",I will sing praises unto thy name forever (Psalm 61:8),[],1,$10.00,https://www.barncandles.com/resize/ProductImages/RLIRS_.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLIRS_LIL
",Lilac,RLIRS_LIL,Home > Reflective Light Inspirations Room Spray >,"Picture yourself driving down a winding country road with your windows down in the springtime. An alluring grove of lilac blossoms, rose, honeysuckle, jasmine, and lily of the valley will take you right down this memory lane.

Enjoy an instant burst of fragrance! Our water-based room & linen spray is safe for most fabrics and will freshen any space. The label features a scripture based message as well as the fragrance name.",Love the Lord thy God with all thine heart (Deuteronomy 6:5),[],1,$10.00,https://www.barncandles.com/resize/ProductImages/RLIRS_.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLIRS_MAP
",Maple Pecan,RLIRS_MAP,Home > Reflective Light Inspirations Room Spray >,"Just wait until you are greeted by the unmistakably delicious aroma of rich and creamy maple, laden with ripe pecans, brought together in one exquisitely delectable scent.

Enjoy an instant burst of fragrance! Our water-based room & linen spray is safe for most fabrics and will freshen any space. The label features a scripture based message as well as the fragrance name.","Love bears all things, believes all things, hopes all things (1 Corinthians 13:7)",[],1,$10.00,https://www.barncandles.com/resize/ProductImages/RLIRS_.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLIRS_MIS
",Mistletoe,RLIRS_MIS,Home > Reflective Light Inspirations Room Spray >,"Getting caught under the mistletoe has never been better! The heart of this holiday favorite is a wonderful floral array kissed with mistletoe, cedar leaf, Siberian fir, English holly, and frosted musk.

Enjoy an instant burst of fragrance! Our water-based room & linen spray is safe for most fabrics and will freshen any space. The label features a scripture based message as well as the fragrance name.",Jesus is the heart of Christmas,[],1,$10.00,https://www.barncandles.com/resize/ProductImages/RLIRS_.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLIRS_OCE
",Ocean,RLIRS_OCE,Home > Reflective Light Inspirations Room Spray >,"A crisp marine scent blended with delicate water lily, rose and cyclamen in this refreshing ocean aroma.

Enjoy an instant burst of fragrance! Our water-based room & linen spray is safe for most fabrics and will freshen any space. The label features a scripture based message as well as the fragrance name.",Blessed are the peacemakers (Matthew 5:9),[],1,$10.00,https://www.barncandles.com/resize/ProductImages/RLIRS_.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLIRS_PUM
",Pumpkin Pie,RLIRS_PUM,Home > Reflective Light Inspirations Room Spray >,"The most unforgettable indulgence doesn't have to be limited to the holidays with this delectable fragrance. Pumpkin puree paired with cinnamon, clove and nutmeg, this delicious treat will make your nose smile.

Enjoy an instant burst of fragrance! Our water-based room & linen spray is safe for most fabrics and will freshen any space. The label features a scripture based message as well as the fragrance name.",I give you thanks O Lord with all my heart (Psalm 138:1),[],1,$10.00,https://www.barncandles.com/resize/ProductImages/RLIRS_.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLIRS_SPR
",Spruce & Berries,RLIRS_SPR,Home > Reflective Light Inspirations Room Spray >,"A freshly cut tree, rustled into the house, next to a roaring fire. This fragrance will invoke memories of Christmas's past, with a rich evergreen aroma mixed with a hint of holiday berries. 

Enjoy an instant burst of fragrance! Our water-based room & linen spray is safe for most fabrics and will freshen any space. The label features a scripture based message as well as the fragrance name.",Merry Christmas,[],1,$10.00,https://www.barncandles.com/resize/ProductImages/RLIRS_.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLIRS_STR
",Strawberry Rhubarb,RLIRS_STR,Home > Reflective Light Inspirations Room Spray >,"A country patch of hand picked strawberries blended with freshly cut stalks of rhubarb, create an irresistible fragrance.

Enjoy an instant burst of fragrance! Our water-based room & linen spray is safe for most fabrics and will freshen any space. The label features a scripture based message as well as the fragrance name.",For God so loved the world that He gave his only begotten Son (John 3:16),[],1,$10.00,https://www.barncandles.com/resize/ProductImages/RLIRS_.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLIRS_SUN
",Sun-Ripened Raspberry,RLIRS_SUN,Home > Reflective Light Inspirations Room Spray >,"Abundantly full bushes of summer raspberries are waiting to be picked. Their romantic sun-kissed scent will make you want to dance barefoot in the grass!

Enjoy an instant burst of fragrance! Our water-based room & linen spray is safe for most fabrics and will freshen any space. The label features a scripture based message as well as the fragrance name.",Don't worry about anything; instead pray about everything (Philippians 4:6),[],1,$10.00,https://www.barncandles.com/resize/ProductImages/RLIRS_.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLIRS_SWE
",Sweetpea,RLIRS_SWE,Home > Reflective Light Inspirations Room Spray >,"Experience love at first smell with this enchanting scent of plumeria, sweet pea, muguet, and jasmine petal.

Enjoy an instant burst of fragrance! Our water-based room & linen spray is safe for most fabrics and will freshen any space. The label features a scripture based message as well as the fragrance name.","Love is patient, love is kind (1 Corinthians 13:4)",[],1,$10.00,https://www.barncandles.com/resize/ProductImages/RLIRS_.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLIRS_VAN
",Vanilla Bean,RLIRS_VAN,Home > Reflective Light Inspirations Room Spray >,"A truly delicious scent, reminiscent of baker's treats and creamy confections loaded with rich vanilla.

Enjoy an instant burst of fragrance! Our water-based room & linen spray is safe for most fabrics and will freshen any space. The label features a scripture based message as well as the fragrance name.","The Lord is my Shepherd, I shall not want (Psalm 23:1)",[],1,$10.00,https://www.barncandles.com/resize/ProductImages/RLIRS_.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLIRS_WIL
",Wildflower Days,RLIRS_WIL,Home > Reflective Light Inspirations Room Spray >,"It is like waking up on a bright sunny spring day, the breeze coming through your window, followed by the captivating aroma of gorgeous fields of flowers.

Enjoy an instant burst of fragrance! Our water-based room & linen spray is safe for most fabrics and will freshen any space. The label features a scripture based message as well as the fragrance name.","Faith, Hope, Love…..And the greatest of these is love (1 Corinthians 13:13)",[],1,$10.00,https://www.barncandles.com/resize/ProductImages/RLIRS_.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLS_ACA_16OZ
",Acai Berry,RLS_ACA_16OZ,Home > Reflective Light Scentiments >,"A tropical medley of pineapple, mango, mandarin and raw coconut from the Brazilian Islands. 

These labels feature an intricate laser cut design with a thoughtful or witty message as well as the fragrance name.

Our Reflective Light Candles have a captivating style! They are housed in a clear glass jar with a unique stepped base and mouth. The black metal lid is elegantly embossed. The 26 ounce candles have approximately 200 hours of burn time. The 16 ounce candles have approximately 120 hours of burn time.",None,[],1,$19.00,https://www.barncandles.com/resize/ProductImages/RLS_ACA.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLS_APC_16OZ
",Apple Cinnamon,RLS_APC_16OZ,Home > Reflective Light Scentiments >,"Remember those perfectly beautiful Fall days when the air was crisp and chilly outside, but warm from the oven inside? The fresh apple pie sits on the rack, sprinkled with savory cinnamon, filling the house with the scent we all crave!

These labels feature an intricate laser cut design with a thoughtful or witty message as well as the fragrance name.

Our Reflective Light Candles have a captivating style! They are housed in a clear glass jar with a unique stepped base and mouth. The black metal lid is elegantly embossed. The 26 ounce candles have approximately 200 hours of burn time. The 16 ounce candles have approximately 120 hours of burn time.",None,[],1,$19.00,https://www.barncandles.com/resize/ProductImages/RLS_APC.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLS_BAM_16OZ
",Apple Cinnamon,RLS_APC_16OZ,Home > Reflective Light Scentiments >,"Remember those perfectly beautiful Fall days when the air was crisp and chilly outside, but warm from the oven inside? The fresh apple pie sits on the rack, sprinkled with savory cinnamon, filling the house with the scent we all crave!

These labels feature an intricate laser cut design with a thoughtful or witty message as well as the fragrance name.

Our Reflective Light Candles have a captivating style! They are housed in a clear glass jar with a unique stepped base and mouth. The black metal lid is elegantly embossed. The 26 ounce candles have approximately 200 hours of burn time. The 16 ounce candles have approximately 120 hours of burn time.",None,[],1,$19.00,https://www.barncandles.com/resize/ProductImages/RLS_APC.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLS_CAP_16OZ
",Cappuccino Brulee,RLS_CAP_16OZ,Home > Reflective Light Scentiments >,"Ah, the smells of a dessert, laden with rich coffee overtones. Delve into the rich luxury of cappuccino divinity with a well balanced mixture of chocolate and coffee overtones bringing together the perfect result of brulee.

These labels feature an intricate laser cut design with a thoughtful or witty message as well as the fragrance name.

Our Reflective Light Candles have a captivating style! They are housed in a clear glass jar with a unique stepped base and mouth. The black metal lid is elegantly embossed. The 26 ounce candles have approximately 200 hours of burn time. The 16 ounce candles have approximately 120 hours of burn time.",None,[],1,$19.00,https://www.barncandles.com/resize/ProductImages/RLS_CAP.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLS_CHR_16OZ
",Christmas Splendor,RLS_CHR_16OZ,Home > Reflective Light Scentiments >,"Return to the simplicity and beauty of holiday traditions. Blend oranges, cranberries and spices together to create this fabulous festival of scent.

These labels feature an intricate laser cut design with a thoughtful or witty message as well as the fragrance name.

Our Reflective Light Candles have a captivating style! They are housed in a clear glass jar with a unique stepped base and mouth. The black metal lid is elegantly embossed. The 26 ounce candles have approximately 200 hours of burn time. The 16 ounce candles have approximately 120 hours of burn time.",None,[],1,$19.00,https://www.barncandles.com/resize/ProductImages/RLS_CHR.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLS_CIN_16OZ
",Cinnamon Stick,RLS_CIN_16OZ,Home > Reflective Light Scentiments >,"Nothing beats the classic spicy scent of warm cinnamon, clove, and ginger. The pure indulgence of this fragrance is inviting in any room.

These labels feature an intricate laser cut design with a thoughtful or witty message as well as the fragrance name.

Our Reflective Light Candles have a captivating style! They are housed in a clear glass jar with a unique stepped base and mouth. The black metal lid is elegantly embossed. The 26 ounce candles have approximately 200 hours of burn time. The 16 ounce candles have approximately 120 hours of burn time.",None,[],1,$19.00,https://www.barncandles.com/resize/ProductImages/RLS_CIN.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLS_SPI_16OZ
",Cinnamon Stick,RLS_CIN_16OZ,Home > Reflective Light Scentiments >,"Nothing beats the classic spicy scent of warm cinnamon, clove, and ginger. The pure indulgence of this fragrance is inviting in any room.

These labels feature an intricate laser cut design with a thoughtful or witty message as well as the fragrance name.

Our Reflective Light Candles have a captivating style! They are housed in a clear glass jar with a unique stepped base and mouth. The black metal lid is elegantly embossed. The 26 ounce candles have approximately 200 hours of burn time. The 16 ounce candles have approximately 120 hours of burn time.",None,[],1,$19.00,https://www.barncandles.com/resize/ProductImages/RLS_CIN.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLS_CRA_16OZ
",Cranberry Muffin,RLS_CRA_16OZ,Home > Reflective Light Scentiments >,"Capture the unforgettable beckoning of cranberry muffins that are fresh out of the oven. The enthralling fragrance of fresh cranberries, citrus peel, vanilla, and sugar promise to charm every corner of your home.

These labels feature an intricate laser cut design with a thoughtful or witty message as well as the fragrance name.

Our Reflective Light Candles have a captivating style! They are housed in a clear glass jar with a unique stepped base and mouth. The black metal lid is elegantly embossed. The 26 ounce candles have approximately 200 hours of burn time. The 16 ounce candles have approximately 120 hours of burn time.",None,[],1,$19.00,https://www.barncandles.com/resize/ProductImages/RLS_CRA.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLS_FRE_16OZ
",Fresh Linen,RLS_FRE_16OZ,Home > Reflective Light Scentiments >,"Remember watching as mom clothes pinned the sheets to the clothesline? This candle encapsulates the smell of fresh sheets dried by a warm summer breeze.

These labels feature an intricate laser cut design with a thoughtful or witty message as well as the fragrance name.

Our Reflective Light Candles have a captivating style! They are housed in a clear glass jar with a unique stepped base and mouth. The black metal lid is elegantly embossed. The 26 ounce candles have approximately 200 hours of burn time. The 16 ounce candles have approximately 120 hours of burn time.",None,[],1,$19.00,https://www.barncandles.com/resize/ProductImages/RLS_FRE.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLS_GIN_16OZ
",Gingerbread,RLS_GIN_16OZ,Home > Reflective Light Scentiments >,"Freshly baked spiced cookie with subtle hints of creamy vanilla, spicy nutmeg, zesty cinnamon and sharp ginger.

These labels feature an intricate laser cut design with a thoughtful or witty message as well as the fragrance name.

Our Reflective Light Candles have a captivating style! They are housed in a clear glass jar with a unique stepped base and mouth. The black metal lid is elegantly embossed. The 26 ounce candles have approximately 200 hours of burn time. The 16 ounce candles have approximately 120 hours of burn time.",None,[],1,$19.00,https://www.barncandles.com/resize/Shared/Images/Product/Gingerbread/RLS-GIN.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLS_KIW_16OZ
",Gingerbread,RLS_GIN_16OZ,Home > Reflective Light Scentiments >,"Freshly baked spiced cookie with subtle hints of creamy vanilla, spicy nutmeg, zesty cinnamon and sharp ginger.

These labels feature an intricate laser cut design with a thoughtful or witty message as well as the fragrance name.

Our Reflective Light Candles have a captivating style! They are housed in a clear glass jar with a unique stepped base and mouth. The black metal lid is elegantly embossed. The 26 ounce candles have approximately 200 hours of burn time. The 16 ounce candles have approximately 120 hours of burn time.",None,[],1,$19.00,https://www.barncandles.com/resize/Shared/Images/Product/Gingerbread/RLS-GIN.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLS_LAV_16OZ
",Lavender & Lace,RLS_LAV_16OZ,Home > Reflective Light Scentiments >,"The enchanting essence of lavender fields breathes a quiet serenity.

These labels feature an intricate laser cut design with a thoughtful or witty message as well as the fragrance name.

Our Reflective Light Candles have a captivating style! They are housed in a clear glass jar with a unique stepped base and mouth. The black metal lid is elegantly embossed. The 26 ounce candles have approximately 200 hours of burn time. The 16 ounce candles have approximately 120 hours of burn time.",None,[],1,$19.00,https://www.barncandles.com/resize/ProductImages/RLS_LAV.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLS_VER_16OZ
",Lemon Verbena,RLS_VER_16OZ,Home > Reflective Light Scentiments >,"Lift your spirits with the rich herbal zest of spring green herbs, white lilies, citrus, and verbena.

These labels feature an intricate laser cut design with a thoughtful or witty message as well as the fragrance name.

Our Reflective Light Candles have a captivating style! They are housed in a clear glass jar with a unique stepped base and mouth. The black metal lid is elegantly embossed. The 26 ounce candles have approximately 200 hours of burn time. The 16 ounce candles have approximately 120 hours of burn time.",None,[],1,$19.00,https://www.barncandles.com/resize/ProductImages/RLS_VER.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLS_MAC_16OZ
",Macintosh Apple,RLS_MAC_16OZ,Home > Reflective Light Scentiments >,"The apple cart is full! A bushel basket bouquet of delicious apples, freshly picked, loaded with country charm.

These labels feature an intricate laser cut design with a thoughtful or witty message as well as the fragrance name.

Our Reflective Light Candles have a captivating style! They are housed in a clear glass jar with a unique stepped base and mouth. The black metal lid is elegantly embossed. The 26 ounce candles have approximately 200 hours of burn time. The 16 ounce candles have approximately 120 hours of burn time.",None,[],1,$19.00,https://www.barncandles.com/resize/ProductImages/RLS_MAC.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLS_MIS_16OZ
",Mistletoe,RLS_MIS_16OZ,Home > Reflective Light Scentiments >,"Getting caught under the mistletoe has never been better! The heart of this holiday favorite is a wonderful floral array kissed with mistletoe, cedar leaf, Siberian fir, English holly, and frosted musk.

These labels feature an intricate laser cut design with a thoughtful or witty message as well as the fragrance name.

Our Reflective Light Candles have a captivating style! They are housed in a clear glass jar with a unique stepped base and mouth. The black metal lid is elegantly embossed. The 26 ounce candles have approximately 200 hours of burn time. The 16 ounce candles have approximately 120 hours of burn time.",None,[],1,$19.00,https://www.barncandles.com/resize/ProductImages/RLS_MIS.jpg?lr=t&bw=550&w=550&bh=550&h=550
"RLS_OCE_16OZ
",Ocean,RLS_OCE_16OZ,Home > Reflective Light Scentiments >,"A crisp marine scent blended with delicate water lily, rose and cyclamen in this refreshing ocean aroma.

These labels feature an intricate laser cut design with a thoughtful or witty message as well as the fragrance name.

Our Reflective Light Candles have a captivating style! They are housed in a clear glass jar with a unique stepped base and mouth. The black metal lid is elegantly embossed. The 26 ounce candles have approximately 200 hours of burn time. The 16 ounce candles have approximately 120 hours of burn time.",None,[],1,$19.00,https://www.barncandles.com/resize/ProductImages/RLS_OCE.jpg?lr=t&bw=550&w=550&bh=550&h=550
