,BK GR2,Buoys - Miniature & other|,"Miniature Buoys - Three Per Bag in Assorted Colors: Orange/White/Yellow, Yellow/White/Aqua and Red/Yellow Green A miniature version of our life-sized Buoys. Individually crafted of reclaimed wood, hand-painted and distressed packaged in a genuine fish net bag. Perfect for Christmas tree ornaments, package decorations, stocking stuffers, place card settings, hang on shower curtain hooks, floral and craft arrangements and much more! Be Creative! Each individual buoy measures 1-1/4"" x 1-1/4"" x 4""",,,,,,,1,9,,,,,1,,,lg000121.jpg,lg000121.jpg,,,,lg000121.jpg
"Recycled Glass Buoy - Natural Color - 4""Dia",BGK 004,Buoys - Miniature & other|,Recycled Glass Buoy in a natural glass color with a light green hue. These Glass Fishing Buoys are usually found washed ashore without nets as the harsh elements have deteriorated the nets. Place inside our Polyresin Giant Clam Shell (Shown: SC 021 XL) mixed with our Glass Buoys with Abaca Rope for an elegant coastal centerpiece.,,,,,"Product Dimensions: 4"" Diameter",,1,6.5,6,6,,,1,,,lg000549.jpg,lg000549.jpg,,,,lg000549.jpg
"Recycled Glass Buoy - Natural Color - 4""Dia w/Abaca Net",BGK 004 N,Buoys - Miniature & other|,Recycled Glass Buoy in a natural glass color with a light green hue wrapped in a Natural Abaca Rope Net with a string for hanging. Hang on a Nautical Christmas Tree or place inside our Giant Polyresin Clam Shell (Shown: SC 021 XL) for an elegant coastal centerpiece.,,,,,"Product Dimensions: 4"" Diameter",,1,7.5,6,7,,,1,,,lg000548.jpg,lg000548.jpg,,,,lg000548.jpg
"Buoy 3- 3/4""W x 3-3/4""W x 12""H -  White/Navy/Aqua Stripe",BK 990-20,Buoys|,,,,,,,,1,13,6,13.5,,,1,,,No image.,No image.,,,,No image.
"Buoy 3-3/4""W x 3-3/4""W x 9""H - White/Navy Blue",BK 179-07,Buoys|,,,,,,,,1,11,6,11.5,,,1,,,No image.,No image.,,,,No image.
"Buoy 3- 3/4""W x 3-3/4""W x 12""H -  Navy/White w Anchor",BK 990-19,Buoys|,,,,,,,,1,13,6,13.5,,,1,,,lg000623.jpg,lg000623.jpg,,,,lg000623.jpg
"Buoy 3- 3/4""W x 3-3/4""W x 12""H - Aqua/White",BK 990-11,Buoys|,"Buoy 12""H - Aqua/White Individually hand-painted and distressed using reclaimed wood to achieve a weathered coastal look. No two alike! Cracks, knots and imperfections are part of the desired character. The perfect accent for any coastal home. Can be be used indoors and out",,,,,"Product Dimensions: 12"" H x 3.75"" W x 3.75"" L",,1,13.5,6,13,,,1,,,lg000526.jpg,lg000526.jpg,,,,lg000526.jpg
"Buoy 3- 3/4""W x 3-3/4""W x 12""H - Aqua/White #5",BK 990-17,Buoys|,,,,,,,,1,13,6,13.5,,,1,,,lg000621.jpg,lg000621.jpg,,,,lg000621.jpg
"Buoy 3- 3/4""W x 3-3/4""W x 12""H - Aqua/White/Nantucket Blue",BK 990-12,Buoys|,"Buoy 12"" - Aqua/White/Nantucket Blue Individually hand-painted and distressed using reclaimed wood to achieve a weathered coastal look. No two alike! Cracks, knots and imperfections are part of the desired character. The perfect accent for any coastal home.",,,,,"Product Dimensions: 12"" H x 3.75"" W x 3.75"" L",,1,13.5,6,13,,,1,,,lg000586.jpg,lg000586.jpg,,,,lg000586.jpg
"Buoy 3- 3/4""W x 3-3/4""W x 12""H - Blue Diagonal/White",BK 990-06,Buoys|,"Buoy 12""H - Blue Diagonal/White Individually hand-painted and distressed using reclaimed wood to achieve a weathered coastal look. No two alike! Cracks, knots and imperfections are part of the desired character. The perfect accent for any coastal home.",,,,,"Product Dimensions: 12"" H x 3.75"" W x 3.75"" L",,1,13.5,6,13,,,1,,,lg000071.jpg,lg000071.jpg,,,,lg000071.jpg
"Buoy 3- 3/4""W x 3-3/4""W x 12""H - Blue/White/Blue",BK 990-03,Buoys|,"Buoy 12""H - Blue/White/Blue Individually hand-painted and distressed using reclaimed wood to achieve a weathered coastal look. No two alike! Cracks, knots and imperfections are part of the desired character. The perfect accent for any coastal home.",,,,,"Product Dimensions: 12"" H x 3.75"" W x 3.75"" L",,1,13.5,6,13,,,1,,,lg000079.jpg,lg000079.jpg,,,,lg000079.jpg
"Buoy 3- 3/4""W x 3-3/4""W x 12""H - Navy/White #7",BK 990-16,Buoys|,,,,,,,,1,13,6,13.5,,,1,,,lg000620.jpg,lg000620.jpg,,,,lg000620.jpg
"Buoy 3- 3/4""W x 3-3/4""W x 12""H - Red/White/Blue",BK 990-02,Buoys|,"Buoy 12""H - Blue/White/Red Individually hand-painted and distressed using reclaimed wood to achieve a weathered coastal look. No two alike! Cracks, knots and imperfections are part of the desired character. The perfect accent for any coastal home. Can be be used indoors and out",,,,,"Product Dimensions: 12"" H x 3.75"" W x 3.75"" L",,1,13.5,6,13,,,1,,,lg000078.jpg,lg000078.jpg,,,,lg000078.jpg
"Buoy 3- 3/4""W x 3-3/4""W x 12""H - Red/White/Red",BK 990-04,Buoys|,"Buoy 12""H - Red/White/Red Individually hand-painted and distressed using reclaimed wood to achieve a weathered coastal look. No two alike! Cracks, knots and imperfections are part of the desired character. The perfect accent for any coastal home.",,,,,"Product Dimensions: 12"" H x 3.75"" W x 3.75"" L",,1,13.5,6,13,,,1,,,lg000080.jpg,lg000080.jpg,,,,lg000080.jpg
"Buoy 3- 3/4""W x 3-3/4""W x 12""H - White/Nantucket Blue/Aqua #3",BK 990-13,Buoys|,"Buoy 12"" - White/Nantucket Blue/Aqua #3 Individually hand-painted and distressed using reclaimed wood to achieve a weathered coastal look. No two alike! Cracks, knots and imperfections are part of the desired character. The perfect accent for any coastal home.",,,,,"Product Dimensions: 12"" H x 3.75"" W x 3.75"" L",,1,13.5,6,13,,,1,,,lg000587.jpg,lg000587.jpg,,,,lg000587.jpg
"Buoy 3- 3/4""W x 3-3/4""W x 12""H - White/Navy #3 in Red",BK 990-15,Buoys|,,,,,,,,1,13,6,13.5,,,1,,,lg000619.jpg,lg000619.jpg,,,,lg000619.jpg
"Buoy 3- 3/4""W x 3-3/4""W x 12""H - White/Navy Blue                                      NEW COLOR",BK 990-14,Buoys|,"Buoy 12""H - White/Navy Blue Individually hand-painted and distressed using reclaimed wood to achieve a weathered coastal look. No two alike! Cracks, knots and imperfections are part of the desired character. The perfect accent for any coastal home.",,,,,"Product Dimensions: 12"" H x 3.75"" W x 3.75"" L",,1,13.5,6,13,,,1,,,lg000601.jpg,lg000601.jpg,,,,lg000601.jpg
"Buoy 3- 3/4""W x 3-3/4""W x 12""H - Yellow/White/Aqua",BK 990-01,Buoys|,"Buoy 12""H - Yellow/White/Aqua Individually hand-painted and distressed using reclaimed wood to achieve a weathered coastal look. No two alike! Cracks, knots and imperfections are part of the desired character. The perfect accent for any coastal home. Can be be used indoors and out.",,,,,"Product Dimensions: 12"" H x 3.75"" W x 3.75"" L",,1,13.5,6,13,,,1,,,lg000077.jpg,lg000077.jpg,,,,lg000077.jpg
"Buoy 3-1/4""W x 3-1/4""W x 15""H - Blue Diagonal/White",BK 180-02,Buoys|,"Buoy 15""H - Blue Diagonal/White Individually hand-painted and distressed using reclaimed wood to achieve a weathered coastal look. No two alike! Cracks, knots and imperfections are part of the desired character. The perfect accent for any coastal home.",,,,,"Product Dimensions: 15"" H x 3.25"" W x 3.25"" L",,1,13.5,6,13,,,1,,,lg000082.jpg,lg000082.jpg,,,,lg000082.jpg
"Buoy 3-1/4""W x 3-1/4""W x 15""H - Red/White/Blue",BK 180-05,Buoys|,"Buoy 15""H -Red/White/Blue Individually hand-painted and distressed using reclaimed wood to achieve a weathered coastal look. No two alike! Cracks, knots and imperfections are part of the desired character. The perfect accent for any coastal home.",,,,,"Product Dimensions: 15"" H x 3.25"" W x 3.25"" L",,1,13.5,6,13,,,1,,,lg000085.jpg,lg000085.jpg,,,,lg000085.jpg
"Buoy 3-1/4""W x 3-1/4""W x 15""H - White/Aqua Thin Stripe",BK 180-07,Buoys|,,,,,,,,1,13,6,13.5,,,1,,,lg000624.jpg,lg000624.jpg,,,,lg000624.jpg
"Buoy 3-1/4""W x 3-1/4""W x 15""H - White/Blue thin stripe/White",BK 180-01,Buoys|,"Buoy 15""H - White/Blue Thin Stripes Individually hand-painted and distressed using reclaimed wood to achieve a weathered coastal look. No two alike! Cracks, knots and imperfections are part of the desired character. The perfect accent for any coastal home.",,,,,"Product Dimensions: 15"" H x 3.25"" W x 3.25"" L",,1,13.5,6,13,,,1,,,lg000076.jpg,lg000076.jpg,,,,lg000076.jpg
"Buoy 3-1/4""W x 3-1/4""W x 15""H - White/Red thin stripe/White",BK 180-04,Buoys|,"Buoy 15""H - White/Red Thin Stripes Individually hand-painted and distressed using reclaimed wood to achieve a weathered coastal look. No two alike! Cracks, knots and imperfections are part of the desired character. The perfect accent for any coastal home.",,,,,"Product Dimensions: 15"" H x 3.25"" W x 3.25"" L",,1,13.5,6,13,,,1,,,lg000084.jpg,lg000084.jpg,,,,lg000084.jpg
"Buoy 3-3/4""W x 3-3/4""W x 9""H - Aqua/White/Nantucket Blue",BK 179-06,Buoys|,"Buoy 9"" - Aqua/White/Nantucket Blue Individually hand-painted and distressed using reclaimed wood to achieve a weathered coastal look. No two alike! Cracks, knots and imperfections are part of the desired character. The perfect accent for any coastal home. Can be be used indoors and out.",,,,,"Product Dimensions: 9"" H x 3.75"" W x 3.75"" L",,1,11.5,6,11,,,1,,,lg000585.jpg,lg000585.jpg,,,,lg000585.jpg
"Buoy 3-3/4""W x 3-3/4""W x 9""H - Blue/White",BK 179-05,Buoys|,"Buoy 9""H - Blue/White Individually hand-painted and distressed using reclaimed wood to achieve a weathered coastal look. No two alike! Cracks, knots and imperfections are part of the desired character. The perfect accent for any coastal home. Can be be used indoors and out.",,,,,"Product Dimensions: 9"" H x 3.75"" W x 3.75"" L",,1,11.5,6,11,,,1,,,lg000091.jpg,lg000091.jpg,,,,lg000091.jpg
"Buoy 3-3/4""W x 3-3/4""W x 9""H - Blue/White/Blue",BK 179-03,Buoys|,"Buoy 9""H - Blue/White/Blue Individually hand-painted and distressed using reclaimed wood to achieve a weathered coastal look. No two alike! Cracks, knots and imperfections are part of the desired character. The perfect accent for any coastal home. Can be be used indoors and out.",,,,,"Product Dimensions: 9"" H x 3.75"" W x 3.75"" L",,1,11.5,6,11,,,1,,,lg000089.jpg,lg000089.jpg,,,,lg000089.jpg
"Buoy 3-3/4""W x 3-3/4""W x 9""H - Orange/White/Orange",BK 179-01,Buoys|,"Buoy 9""H - Orange/White/Orange Individually hand-painted and distressed using reclaimed wood to achieve a weathered coastal look. No two alike! Cracks, knots and imperfections are part of the desired character. The perfect accent for any coastal home. Can be be used indoors and out.",,,,,"Product Dimensions: 9"" H x 3.75"" W x 3.75"" L",,1,11.5,6,11,,,1,,,lg000074.jpg,lg000074.jpg,,,,lg000074.jpg
"Buoy 3-3/4""W x 3-3/4""W x 9""H - Red/White",BK 179-04,Buoys|,"Buoy 9""H - Red/White Individually hand-painted and distressed using reclaimed wood to achieve a weathered coastal look. No two alike! Cracks, knots and imperfections are part of the desired character. The perfect accent for any coastal home. Can be be used indoors and out.",,,,,"Product Dimensions: 9"" H x 3.75"" W x 3.75"" L",,1,11.5,6,11,,,1,,,lg000090.jpg,lg000090.jpg,,,,lg000090.jpg
"Buoy 3-3/4""W x 3-3/4""W x 9""H - Red/White/Blue",BK 179-02,Buoys|,"Buoy 9""H - Red/White/Blue Individually hand-painted and distressed using reclaimed wood to achieve a weathered coastal look. No two alike! Cracks, knots and imperfections are part of the desired character. The perfect accent for any coastal home. Can be be used indoors and out.",,,,,"Product Dimensions: 9"" H x 3.75"" W x 3.75"" L",,1,11.5,6,11,,,1,,,lg000075.jpg,lg000075.jpg,,,,lg000075.jpg
"Capiz Plate 4"" Square Dish",SK 945 S,Candle Holders - Miscellaneous|,"Capiz Plate 4"" Square

This uniquely designed capiz plate can be used as a candle holder or serving dish. Can be hand washed in warm soapy water. Not dishwasher safe.",,,,,,,1,3,,,,,1,,,lg000068.jpg,lg000068.jpg,,,,lg000068.jpg
"Capiz Plate 6"" Round Dish",SK 946,Candle Holders - Miscellaneous|,"Capiz Plate 6"" Round - White

This uniquely designed capiz plate can be used as a candle holder, soap or serving dish. Can be hand washed in warm soapy water. Not dishwasher safe.",,,,,"Product Dimensions: 6"" W",,1,3.5,,,,,1,,,lg000067.jpg,lg000067.jpg,,,,lg000067.jpg
"Capiz Plate 6"" Square Dish",SK 945 L,Candle Holders - Miscellaneous|,"Capiz Plate 6"" Square

This uniquely designed capiz plate can be used as a candle holder or serving dish. Can be hand washed in warm soapy water. Not dishwasher safe.",,,,,,,1,3.5,,,,,1,,,lg000066.jpg,lg000066.jpg,,,,lg000066.jpg
"Capiz Tea Light Candle Holder 3""Dia x 2-1/4""H Round Bowl",SK 978,Candle Holders - Miscellaneous|,"Capiz Tealight Candle Holder - White - 3""Dia x 2-1/4""H Round Bowl Beautifully hand-made of natural capiz shells with a pearl design accent. Uses a standard tealight candle.",,,,,"Product Dimensions: 2.25"" H x 3"" W",,1,4,,,,,1,,,lg000063.jpg,lg000063.jpg,,,,lg000063.jpg
"Capiz Tea Light Candle Holder 3""Dia x 3""H Cylinder - Aqua",SK 341 A,Candle Holders - Miscellaneous|,Capiz Tealight Candle Holder - Aqua Beautifully hand-made of natural capiz shells. Uses a standard tealight candle (not included).,,,,,"Product Dimensions: 3""Height x 3""Diameter",,1,5.5,6,5,,,1,,,lg000589.jpg,lg000589.jpg,,,,lg000589.jpg
"Capiz Tea Light Candle Holder 3""Dia x 3""H Cylinder - Aqua/Multi",SK 341 AM,Candle Holders - Miscellaneous|,"Capiz Tealight Candle Holder 3""Dia x 3""H Cylinder Shaped - Multi Aqua Color Beautifully hand-made of natural capiz shells. Uses a standard tealight candle.",,,,,"Product Dimensions: 3"" H x 3"" W",,1,5.5,6,5,,,1,,,lg000070.jpg,lg000070.jpg,,,,lg000070.jpg
"Capiz Tea Light Candle Holder 3""Dia x 3""H Cylinder - Blue/Multi Color",SK 341 BM,Candle Holders - Miscellaneous|,"Capiz Tealight Candle Holder 3""Dia x 3""H Cylinder Shaped - Blue Multi Color Beautifully hand-made of natural capiz shells. Uses a standard tealight candle.",,,,,"Product Dimensions: 3"" H x 3"" W",,1,5.5,6,5,,,1,,,lg000592.jpg,lg000592.jpg,,,,lg000592.jpg
"Capiz Tea Light Candle Holder 3""Dia x 3""H Cylinder - Ocean",SK 341 O,Candle Holders - Miscellaneous|,Capiz Tealight Candle Holder - Ocean Beautifully hand-made of natural capiz shells. Uses a standard tealight candle (not included).,,,,,"Product Dimensions: 3""Height x 3""Diameter",,1,5.5,6,5,,,1,,,lg000591.jpg,lg000591.jpg,,,,lg000591.jpg
"Capiz Tea Light Candle Holder 3""Dia x 3""H Cylinder - White",SK 341 W,Candle Holders - Miscellaneous|,Capiz Tealight Candle Holder - White Beautifully hand-made of natural capiz shells. Uses a standard tealight candle (not included).,,,,,"Product Dimensions: 3""Height x 3""Diameter",,1,5.5,6,5,,,1,,,lg000065.jpg,lg000065.jpg,,,,lg000065.jpg
Tea Light Candle Holder Gift Set - BEACH - Aqua                           NEW ITEM,CHK BEA,Candle Holders - Miscellaneous|,"Set of 5 Aqua Capiz Tealight Candle holders that joined together spell B E A C H! Set is packaged in a clear PVC box ready for gift wrapping! Packaged set measures 13""L x 3""H x 2-3/4""D",,,,,"Product Dimensions: 2.75"" H x 3"" W x 13"" L",,1,10,,0,,,1,,,lg000600.jpg,lg000600.jpg,,,,lg000600.jpg
Candle Plumeria in Coconut - Large - Light Orange/Yellow,CT 2018 LO,Candles - Coconut Large|,"Plumeria Candle in Coconut Large - Light Orange/Yellow

A beautiful plumeria candle sits a top a natural wax-filled coconut. A Tropical decorators delight!",,,,,,,1,5,6,4.5,,,1,,,lg000099.jpg,lg000099.jpg,,,,lg000099.jpg
Candle Plumeria in Coconut - Large - Light Pink/Yellow,CT 2018 LP,Candles - Coconut Large|,"Plumeria Candle in Coconut Large - Light Pink/Yellow

A beautiful plumeria candle sits a top a natural wax-filled coconut. A Tropical decorators delight!",,,,,,,1,5,6,4.5,,,1,,,lg000101.jpg,lg000101.jpg,,,,lg000101.jpg
Candle Plumeria in Coconut - Large - Orange/Yellow,CT 2018 O,Candles - Coconut Large|,"Plumeria Candle in Coconut Large - Orange/Yellow

A beautiful plumeria candle sits a top a natural wax-filled coconut. A Tropical decorators delight!",,,,,,,1,5,6,4.5,,,1,,,lg000098.jpg,lg000098.jpg,,,,lg000098.jpg
Candle Plumeria in Coconut - Large - White/Yellow,CT 2018 W,Candles - Coconut Large|,"Plumeria Candle in Coconut Large - White/Yellow

A beautiful plumeria candle sits a top a natural wax-filled coconut. A Tropical decorators delight!",,,,,,,1,5,6,4.5,,,1,,,lg000100.jpg,lg000100.jpg,,,,lg000100.jpg
Candle Plumeria in Coconut - Small - Light Orange/Yellow,CT 2064 LO,Candles - Coconut Large|,,,,,,,,1,4,8,3.5,,,1,,,lg000103.jpg,lg000103.jpg,,,,lg000103.jpg
Candle Plumeria in Coconut - Small - Light Pink/Yellow,CT 2064 LP,Candles - Coconut Large|,,,,,,,,1,4,8,3.5,,,1,,,lg000104.jpg,lg000104.jpg,,,,lg000104.jpg
Candle Plumeria in Coconut - Small - Orange/Yellow,CT 2064 O,Candles - Coconut Large|,,,,,,,,1,4,8,3.5,,,1,,,lg000102.jpg,lg000102.jpg,,,,lg000102.jpg
Candle Plumeria in Coconut - Small - White/Yellow,CT 2064 W,Candles - Coconut Large|,,,,,,,,1,4,8,3.5,,,1,,,lg000105.jpg,lg000105.jpg,,,,lg000105.jpg
"Candle Nautilus Shell - Sand Covered - 4-1/2""W",CW 515,Candles - Other|,"Nautilus Shell Shaped Candle covered in natural sand! Yes, its a candle! This beautifully sculpted candle is nestled in natural colored crinkle paper covered in a clear see-through cover and tied with a raffia bow! Ready for gift giving!",,,,,"Product Dimensions: 4.5"" W",,1,6.5,6,6,,,1,,,lg000059.jpg,lg000059.jpg,,,,lg000059.jpg
"Candle Sand Dollar - Sand Covered - 4-1/4""W",CW 516,Candles - Other|,"Sand Dollar Shaped Candle covered in natural sand! Yes, its a candle! This beautifully sculpted candle is nestled in natural colored crinkle paper covered in a clear see-through cover and tied with a raffia bow! Ready for gift giving!",,,,,"Product Dimensions: 4.5"" W",,1,6.5,6,6,,,1,,,lg000058.jpg,lg000058.jpg,,,,lg000058.jpg
"Pillar Candle Lt Blue w/tag ""Serenity"" - 3"" Dia x 8""H",CW 233 L,Candles - Other|,Oceanspray Spa Candle w/Serenity Tag The magical colors of oceanspray are captured in these spa candles. The polyresin tag spells SERENITY and each is wrapped in clear celophane and tied with a raffia bow!,,,,,"Product Dimensions: 8"" H x 3"" W",,1,11,6,10.5,,,1,,,lg000511.jpg,lg000511.jpg,,,,lg000511.jpg
"Pillar Candle Teal w/Seashells/Starfish Inlaid - 3-1/2""Dia x 2-1/2""H",CW 245 S,Candles - Other|,"Shell Inlaid Candle - Teal - Small

You can almost hear the ocean with these beautiful teal colored candles embedded with colorful seashells! Each is wrapped in clear celophane and tied with a raffia bow!",,,,,"Product Dimensions: 2.5"" H x 3.5"" W",,1,6,6,5.5,,,1,,,lg000507.jpg,lg000507.jpg,,,,lg000507.jpg
"Pillar Wax Lantern w/Seashells Inlaid - White - 4""Dia x 6""H",CW 351 L,Candles - Other|,Shell Inlaid Hurricane Candle - White - Medium These elegant hurricane candles are embedded with natural seashells and starfish and come with a tealight candle. The glow of the tealight will show through the walls of the candle that never have to be burned! Each is wrapped in clear celophane and tied with a raffia bow!,,,,,"Product Dimensions: 6"" H x 4"" W",,1,12,4,11.5,,,1,,,lg000514.jpg,lg000514.jpg,,,,lg000514.jpg
"Candle Pillar Aqua w/White Coral Embossed: 3""Dia x 4""H",CW 683 M,Candles - Pillar - Coral Design|,"Candle Pillar Aqua w/White Coral Embossed: 3""Dia x 4""H

Aqua, the most popular color in home decor today, is captured in this pillar candle, surrounded by life-like 3D white coral. A coastal decor favorite!",,,,,,,1,7,6,6.5,,,1,,,lg000142.jpg,lg000142.jpg,,,,lg000142.jpg
"Candle Pillar Aqua w/White Coral Embossed: 3""Dia x 6""H",CW 683 L,Candles - Pillar - Coral Design|,"Candle Pillar Aqua w/White Coral Embossed: 3""Dia x 6""H

Aqua, the most popular color in home decor today, is captured in this pillar candle, surrounded by life-like 3D white coral. A coastal decor favorite",,,,,,,1,9,6,8.5,,,1,,,lg000143.jpg,lg000143.jpg,,,,lg000143.jpg
"Candle Pillar Blue w/White Coral Embossed: 3""Dia x 4""H",CW 680 M,Candles - Pillar - Coral Design|,"Candle Pillar Blue w/White Coral Embossed: 3""Dia x 4""H

Blue, the perfect color to capture the essence of the ocean, surrounded by life-like 3D white coral. A costal decor favorite",,,,,,,1,7,6,6.5,,,1,,,lg000136.jpg,lg000136.jpg,,,,lg000136.jpg
"Candle Pillar Blue w/White Coral Embossed: 3""Dia x 6""H",CW 680 L,Candles - Pillar - Coral Design|,"Candle Pillar Blue w/White Coral Embossed: 3""Dia x 6""H

Blue, the perfect color to capture the essence of the ocean, surrounded by life-like 3D white coral. A costal decor favorite!",,,,,,,1,9,6,8.5,,,1,,,lg000137.jpg,lg000137.jpg,,,,lg000137.jpg
"Candle Pillar White w/Red Coral Inlay: 3""Dia x 3""H, White Bow",CW 183 S,Candles - Pillar - Coral Design|,"Candle Pillar White w/Red Coral Inlay: 3""Dia x 3""H, White Bow

White pillar candle surrounded by inlaid red coral, a sophisticated and popular coastal design trend!

New Item! Available November 2008!

Orders placed will be held on back order and shipped as soon as available.",,,,,,,1,5.5,6,5,,,1,,,lg000127.jpg,lg000127.jpg,,,,lg000127.jpg
"Candle Pillar White w/Red Coral Inlay: 3""Dia x 4""H, White Bow",CW 183 M,Candles - Pillar - Coral Design|,"Candle Pillar White w/Red Coral Inlay: 3""Dia x 4""H, White Bow

White pillar candle surrounded by inlaid red coral, a sophisticated and popular coastal design trend!

New Item! Available November 2008!

Orders placed will be held on back order and shipped as soon as available.",,,,,,,1,7,6,6.5,,,1,,,lg000128.jpg,lg000128.jpg,,,,lg000128.jpg
