"46.5X15.75X39""H MDF VINTAGE DK RED SOFA TABLE W/SHELF 0/1 EA LIST PRICE: $389.00 EA $350.00 MIN 1 EA $311.20 MIN 2 EA $291.75 MIN 6 EA",4GKM401,Back to Home Decor Lighting & Furniture,,In Stock,,,,,,1,$350.00 ,2,$311.20 ,6,$291.75 ,1,DCI400,DCI160,https://shopdci.com/images/products/detail/desktop/4GKM401.JPG,4GKM401.JPG,6.09016E+11,,DCI800,4GKM401.JPG
"13.75X13.75X26""H ( HARDWIRE) VINTAGE BEADED TEAR DROP PENDANT 0/1 EA LIST PRICE: $200.00 EA $180.00 MIN 1 EA $160.00 MIN 2 EA $150.00 MIN 6 EA",EC502,Back to Home Decor Lighting & Furniture,,In Stock,,,,,,1,$180.00 ,2,$160.00 ,6,$150.00 ,1,DCI400,DCI160,https://shopdci.com/images/products/detail/desktop/EC502.JPG,EC502.JPG,6.09017E+11,,DCI800,EC502.JPG
"13X13X21.75""H ( HARDWIRE) VINTAGE BEADED BELL SHAPE PENDANT 0/1 EA LIST PRICE: $200.00 EA $180.00 MIN 1 EA $160.00 MIN 2 EA $150.00 MIN 6 EA",EC504,Back to Home Decor Lighting & Furniture,,In Stock,,,,,,1,$180.00 ,2,$160.00 ,6,$150.00 ,1,DCI400,DCI160,https://shopdci.com/images/products/detail/desktop/EC504.JPG,EC504.JPG,6.09017E+11,,DCI800,EC504.JPG
"79X39.25X31""H RECLAIMED WOOD DINING TABLE 0/1 EA LIST PRICE: $500.00 $450.00 MIN 1 EA",FB001,Back to Home Decor Lighting & Furniture,,Out of Stock,,,,,,1,$450.00 ,,,,,1,DCI400,DCI160,https://shopdci.com/images/products/detail/desktop/FB001.JPG,FB001.JPG,6.09016E+11,,DCI800,FB001.JPG
"54X20X31""H RECLAIMED WOOD/METAL SHELF W/WHEELS 0/1 EA LIST PRICE: $250.00 $225.00 MIN 1 EA",FB002,Back to Home Decor Lighting & Furniture,,Out of Stock,,,,,,1,$225.00 ,,,,,1,DCI400,DCI160,https://shopdci.com/images/products/detail/desktop/FB002.JPG,FB002.JPG,6.09016E+11,,DCI800,FB002.JPG
"31.5X14.25X87""H RECLAIMED WOOD/METAL SHELF 0/1 EA LIST PRICE: $388.95 $350.00 MIN 1 EA",FB004,Back to Home Decor Lighting & Furniture,,Out of Stock,,,,,,1,$350.00 ,,,,,1,DCI400,DCI160,https://shopdci.com/images/products/detail/desktop/FB004.JPG,FB004.JPG,6.09016E+11,,DCI800,FB004.JPG
"21X21X42.5""H RECLAIMED WOOD/METAL BAR CHAIR 0/1 EA LIST PRICE: $105.75 $95.00 MIN 2 EA",FB005,Back to Home Decor Lighting & Furniture,,In Stock,,,,,,2,$95.00 ,,,,,2,DCI400,DCI160,https://shopdci.com/images/products/detail/desktop/FB005.JPG,FB005.JPG,6.09016E+11,,DCI800,FB005.JPG
"29X17.75X81"" RECLAIMED WOOD/METAL SHELF W/WHEELS 0/1 EA LIST PRICE: $388.95 $350.00 MIN 1 EA",FB007,Back to Home Decor Lighting & Furniture,,Out of Stock,,,,,,1,$350.00 ,,,,,1,DCI400,DCI160,https://shopdci.com/images/products/detail/desktop/FB007.JPG,FB007.JPG,6.09016E+11,,DCI800,FB007.JPG
"25X21X33.5""H RECLAIMED WOOD/METAL CHAIR 0/1 EA LIST PRICE: $94.50 $85.00 MIN 2 EA",FB008,Back to Home Decor Lighting & Furniture,,In Stock,,,,,,2,$85.00 ,,,,,2,DCI400,DCI160,https://shopdci.com/images/products/detail/desktop/FB008.JPG,FB008.JPG,6.09016E+11,,DCI800,FB008.JPG
"66.75X18.75X93.75""H WOOD CABINET FRENCH CREAM 0/1 EA LIST PRICE: $775.00 $695.00 MIN 1 EA",FB014,Back to Home Decor Lighting & Furniture,,In Stock,,,,,,1,$695.00 ,2,$620.00 ,6,$581.25 ,1,DCI400,DCI160,https://shopdci.com/images/products/detail/desktop/FB014.JPG,FB014.JPG,6.09016E+11,,DCI800,FB014.JPG
