"""Beach Happy"" Round Car Coaster - Packaged",CC75173,,"Our round car coasters are individually packaged in a poly bag with an insert card. There will be a UPC sticker on the back of the poly bag. The packaging will include a slot for our standing packed car coaster display 70002 or the counter top car coaster display 70003.

Also available in bulk pack item #CB75174

DIA: 2.75""",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/CC75173_l.jpg,CC75173_l.jpg,UPC Code: 096069751731,|||||,Carson800,CC75173_l.jpg,
"Name Drop ""Housewives"" 32oz Tumbler - Black",5180,,"This tumbler is made from thick 18/8 stainless steel. Keeps hot drinks hot and cold drinks cold while the double wall design keeps it from sweating. Features a BPA Free lid with slide and is top rack dishwasher safe. Designed and engraved in the USA!!! With Name Drop, you have the ability to customize the tumbler to your area! There is a 21 character limit. Please put your customization text in the ""Order Comments"" section when checking out. Please notate the item number when submitting your text.
br />Please note: the font, color, an size of the customization cannot be changed; there is a 10% over/under. The Stainless Drinkware Name Drop Items can be added to your everyday Stainless Drinkware Order!",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/5180_l.jpg,5180_l.jpg,UPC Code: 096069051800,|||||,Carson800,5180_l.jpg,
"""Wood Fishing"" Round Car Coaster - Bulk",CB75210,,"Our round car coasters will fit most cup holders and are made from absorbent stoneware. Will work for hot and cold beverages and absorb spills and condensation. These are designed, printed and packaged in the USA.

Also available in packaged form item #CC75209

DIA: 2.75""",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/CB75210_l.jpg,CB75210_l.jpg,UPC Code: 096069752103,|||||,Carson800,CB75210_l.jpg,
"""Celebrate Fall"" DuraSoft™ Flag",50103,,"Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich,, vibrant colors of each design. Set your store apart by selling FlagTrends™,, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""

50103; 52103",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/50103_l.jpg,50103_l.jpg,UPC Code: 096069501039,||||||Garden 12.5 x 18|Large 28 x 40,Carson800,50103_l.jpg,
"""Celebrate Fall"" DuraSoft™ Flag",52103,,"Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich,, vibrant colors of each design. Set your store apart by selling FlagTrends™,, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""

50103; 52103",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/52103_l.jpg,52103_l.jpg,UPC Code: 096069521037,||||||Garden 12.5 x 18|Large 28 x 40,Carson800,52103_l.jpg,
"""Hello Fall"" Lantern",43482,,"Our FlagTrends™ Lanterns are made of weather friendly materials and UV printed glass. They include a flameless LED candle with a built-in automatic timer: 6hrs ON/18hrs OFF (3 AAA batteries are NOT included). They are suitable for hanging or free-standing use. Matches artwork for items: 44165; 44278; 42157; 52122; 50122

W: 5.5""
H: 13""
D: 5.5""",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/43482_l.jpg,43482_l.jpg,UPC Code: 096069434825,|||||,Carson800,43482_l.jpg,
"""Hello Fall"" Large DuraSoft™ Flag",52122,,"Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich,, vibrant colors of each design. Set your store apart by selling FlagTrends™,, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""

W: 28""
H: 40""",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/52122_l.jpg,52122_l.jpg,UPC Code: 096069521228,|||||,Carson800,52122_l.jpg,
"""Hello Fall"" Mat",42157,,"Our mats coordinate with our best selling flags to give your outdoor décor a complete,, ""put together"" look! They are made so that no separate tray is needed - it is one piece. Complete with a thick,, non-slip rubber backing and sleek low-profile design will slide under almost any door. The polyester top is permanently printed with fade and mildew resistant dyes. Matches artwork for items: 44278; 44165; 43482; 50122; 52122

W: 29""
H: 17""",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/42157_l.jpg,42157_l.jpg,UPC Code: 096069421573,|||||,Carson800,42157_l.jpg,
"""Fall Red Truck"" DuraSoft™ Flag",,,"Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich,, vibrant colors of each design. Set your store apart by selling FlagTrends™,, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""

50215; 52215",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/50215P_l.jpg,50215P_l.jpg,UPC Code: ,|||||,Carson800,50215P_l.jpg,
"""Fall Red Truck"" Windsock",43298,,"Our Windsocks are made of weather resistant nylon and are full color heat sublimated. Matches artwork for items: 50215; 52215

H: 40""
DIA: 5.5""",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/43298_l.jpg,43298_l.jpg,UPC Code: 096069432982,|||||,Carson800,43298_l.jpg,
