Crisp Cotton Cheerful Candle 6 oz.,CB109,,"Crisp Cotton fragrance consists of a delightfully fresh clean aroma.
Our NEW True to Life Fragrances will fill the air and warm your heart all at the same time!
(6oz. 30 hr. burn time)",STOCK,,,https://www.acheerfulgiver.com/crisp-cotton-cheerful-candle-6-oz.html,,,1,99,,,,,1,ACG400,ACG160,https://www.acheerfulgiver.com/pub/media/catalog/product/cache/536dd5c33a1ef21ac58e513d61416e9b/c/b/cb109-crisp-cotton.jpg,cb109-crisp-cotton.jpg,,,ACG800,cb109-crisp-cotton.jpg
Creamy Vanilla Cheerful Candle 6 oz.,CB108,,"Creamy Vanilla fragrance consists of a rich fragrance of vanilla & sweet cream.
Our NEW True to Life Fragrances will fill the air and warm your heart all at the same time!
(6oz. 30 hr. burn time)",STOCK,,,https://www.acheerfulgiver.com/creamy-vanilla-cheerful-candle-6-oz.html,,,1,99,,,,,1,ACG400,ACG160,https://www.acheerfulgiver.com/pub/media/catalog/product/cache/7fcce415858b11bd1b5526a7606e79f5/c/b/cb108-creamy-vanilla.jpg,cb108-creamy-vanilla.jpg,,,ACG800,cb108-creamy-vanilla.jpg
Island Breeze Cheerful Candle Fragrance Melts,M28,,"Island Breeze fragrance consists of tropical banana leaf, green pineapple and coconut coupled with Hyacinth and lemongrass with a touch of sea salt and creamy tonka.
Each box contains (6) Melts.
These highly fragranced melts will fill your room with True To Life Fragrances™.",STOCK,,,https://www.acheerfulgiver.com/island-breeze-cheerful-candle-fragrance-melts.html,,,1,99,,,,,1,ACG400,ACG160,https://www.acheerfulgiver.com/pub/media/catalog/product/cache/536dd5c33a1ef21ac58e513d61416e9b/i/s/island-breeze-melts_2.jpg,island-breeze-melts_2.jpg,,,ACG800,island-breeze-melts_2.jpg
Cozy Cabin Cheerful Candle Fragrance Melts,M23,,"Cozy Cabin fragrance consists of forest fir, sandalwood & cedar.
Each box contains (6) Melts.
These highly fragranced melts will fill your room with True To Life Fragrances™",STOCK,,,https://www.acheerfulgiver.com/cozy-cabin-cheerful-candle-fragrance-melts.html,,,1,99,,,,,1,ACG400,ACG160,https://www.acheerfulgiver.com/pub/media/catalog/product/cache/536dd5c33a1ef21ac58e513d61416e9b/c/o/cozy-cabin-melts_2.jpg,cozy-cabin-melts_2.jpg,,,ACG800,cozy-cabin-melts_2.jpg
Balsam Fir Baby Jar 6oz.,JNB39,,"Our Balsam Fir scented candle will make your home smell like a Christmas tree farm. Relive your fondest memories of Christmas tree shopping! Each 6-ounce jar burns for up to 30 hours. Balsam Fir fragrance consists of a woodsy pine mixed with frankincense.
Our NEW True to Life Fragrances will fill the air and warm your heart all at the same time!
6oz.
30 hr. burn time
Your choice of Black or Copper lid! ",STOCK,,,https://www.acheerfulgiver.com/balsam-fir-baby-jar-6oz.html,,,1,99,,,,,1,ACG400,ACG160,https://www.acheerfulgiver.com/pub/media/catalog/product/cache/536dd5c33a1ef21ac58e513d61416e9b/b/a/balsam-fir.jpg,balsam-fir.jpg,,,ACG800,balsam-fir.jpg
Tabletop Wax Warmer - Country Star,CM44,,All the fragrance of a scented candle without a flame. Add your favorite scented wax or oil. Warming bulb heats dish to release the lovely fragrance. Scented wax or oil melts quickly. • No open flame or unhealthy smoke.,STOCK,,,https://www.acheerfulgiver.com/tabletop-wax-warmer-country-star.html,,,1,99,,,,,1,ACG400,ACG160,https://www.acheerfulgiver.com/pub/media/catalog/product/cache/536dd5c33a1ef21ac58e513d61416e9b/c/o/country-star-melter.jpg,country-star-melter.jpg,,,ACG800,country-star-melter.jpg
25W Bulb for Tabletop Wax Warmer,CMB2,,"Fits the following wax warmer models:
CM04 Black Star Tin
CM31 Owl
CM32 Snowflake
CM34 Star
CM40 Snowman
CM43 Potbelly Stove
CM44 Country Star
CM55 Home Sweet Home
CM56 Apples
CM57 Peaches
CM58 Holiday Homecoming
CM59 Lighthouse
CM60 Life is a Journey
CM61 Balsam Fir
CM62 America",STOCK,,,https://www.acheerfulgiver.com/25w-bulb-for-tabletop-wax-warmer.html,,,1,99,,,,,1,ACG400,ACG160,https://www.acheerfulgiver.com/pub/media/catalog/product/cache/536dd5c33a1ef21ac58e513d61416e9b/c/m/cmb2-light-bulb.jpg,cmb2-light-bulb.jpg,,,ACG800,cmb2-light-bulb.jpg
Rustic Woodland Fig Baby Jar 6oz.,JNB34,,"Rustic Woodland Fig fragrance consists of an enticing blend of warm figs, jasmine, sandalwood and spicy anise.
Our NEW True to Life Fragrances will fill the air and warm your heart all at the same time!
(6oz. 30 hr. burn time)
You Choose The Style : 
Primitive Lid or Copper Lid.",STOCK,,,https://www.acheerfulgiver.com/rustic-woodland-fig-baby-jar-6oz.html,,,1,99,,,,,1,ACG400,ACG160,https://www.acheerfulgiver.com/pub/media/catalog/product/cache/536dd5c33a1ef21ac58e513d61416e9b/r/u/rustic-woodland-fig_4.jpg,rustic-woodland-fig_4.jpg,,,ACG800,rustic-woodland-fig_4.jpg
Memories Baby Jar 6oz.,JNB35,,"Memories fragrance consists of a blend of juniper, cypress, balsam, cedar, lavender & eucalyptus.
Our NEW True to Life Fragrances will fill the air and warm your heart all at the same time!
(6oz. 30 hr. burn time)
You Choose The Style
Primitive Lid or Copper Lid.",STOCK,,,https://www.acheerfulgiver.com/memories-baby-jar-6oz.html,,,1,99,,,,,1,ACG400,ACG160,https://www.acheerfulgiver.com/pub/media/catalog/product/cache/536dd5c33a1ef21ac58e513d61416e9b/m/e/memories_2.jpg,memories_2.jpg,,,ACG800,memories_2.jpg
"4"" Copper Heart Candle Sleeve",CA40,,Fits our 16oz and 24oz Cheerful Candles,STOCK,,,https://www.acheerfulgiver.com/4-copper-heart-candle-sleeve.html,,,1,99,,,,,1,ACG400,ACG160,https://www.acheerfulgiver.com/pub/media/catalog/product/cache/536dd5c33a1ef21ac58e513d61416e9b/5/5/558_8.jpg,558_8.jpg,,,ACG800,558_8.jpg
